Block,Time,DHAULIGNGA,PARBATI3,SEWA2,SINGRAULI_HYDRO,ANTA_GF,AURY_LF,CHAMERA1,KGSU1AND2,KGSU3AND4,KHSTPP-I,NAPP,RIHAND1,RIHAND3,SIMHST2,TALST2,TEHRI,AURY_CRF,AURY_RF,BSIUL,JHAJJAR,RSTPSU1TO6,SIMHST1,UNCHAHAR1,KOTESHWR,RSTPSU7,SASAN,TelanganaSTPP,UNCHAHAR2,UNCHAHAR4,VALLURNTECL,ANTA_CRF,ANTA_LF,DADRI_CRF,NLCEXP,NLCIIST1,NLCTS2EXP,NNTPP,CHAMERA3,DADRT2,DULHASTI,KKNPPU2,KUDGI,NJPC,RAPPB,UNCHAHAR3,DADRI_GF,DADRI_LF,KHSTPP-II,KISHANGANGA,KKNP,NLCIIST2,RAPPC,TANDA2,URI,ANTA_RF,AURY_GF,DADRI_RF,BRBCL,CHAMERA2,FSTPP I & II,KOLDAM,MAPS,NTPL,RAMPUR,RIHAND2,SALAL,SINGRAULI,TALA,TANAKPUR,URI2
13,03:00-03:15,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,418.77,0,21.19,0,0,43.26,0,66.85,0,0,0,0,0,683.14,3.85,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.66,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

14,03:15-03:30,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,418.77,0,21.19,0,0,43.26,0,66.85,0,0,0,0,0,683.14,3.85,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.66,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

15,03:30-03:45,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,418.77,0,21.19,0,0,43.26,0,66.85,0,0,0,0,0,683.14,3.85,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.66,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

16,03:45-04:00,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,418.77,0,21.19,0,0,43.26,0,66.85,0,0,0,0,0,683.14,3.85,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.66,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

17,04:00-04:15,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,418.77,0,21.19,0,0,43.26,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.66,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,10.25,4.57

18,04:15-04:30,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,418.77,0,21.19,0,0,43.26,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.66,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,10.25,4.57

19,04:30-04:45,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,418.77,0,21.19,0,0,43.26,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.66,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

20,04:45-05:00,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,418.77,0,21.19,0,0,43.26,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.66,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

21,05:00-05:15,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,15.44,70.59,0,0,654.31,0,0,20.56,8.87,0,418.77,0,21.19,0,0,43.26,0,66.85,0,0,0,0,0,683.14,14.12,0,0,22.54,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.66,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

22,05:15-05:30,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,30.87,70.59,0,0,654.31,0,0,20.56,8.87,0,418.77,0,21.19,0,0,43.26,0,66.85,0,0,0,0,0,683.14,14.12,0,0,46.78,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.66,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

23,05:30-05:45,9.13,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,30.87,70.59,0,1.1,654.31,0,0,20.56,8.87,0,418.77,0,21.19,0,0,43.26,0,66.85,0,0,0,0,0,683.14,14.12,0,0,68.09,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.66,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

24,05:45-06:00,18.27,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,45.68,70.59,0,6.52,654.31,0,0,20.56,8.87,0,418.77,0,21.19,0,0,43.26,0,66.85,0,0,0,0,9.68,683.14,14.12,0,0,91.48,0,26.39,0,22.47,98.87,0,0,0,53.17,0,2.21,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

25,06:00-06:15,27.4,3.82,0,0,0,0,12.01,0,0,45.22,42.93,92,124.32,0,0,62.24,70.59,0,6.52,654.31,0,0,20.56,8.87,0,418.77,0,21.19,0,0,43.05,0,66.85,0,0,0,0,19.36,683.14,32.96,0,0,116.95,0,26.39,0,22.47,98.87,0,0,0,53.17,0,35.33,0,0,0,20,4,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

26,06:15-06:30,36.55,16.55,5.27,0,0,0,28.05,0,0,45.22,42.93,92,124.32,0,0,62.24,70.59,0,13.04,654.31,0,0,20.56,19.72,0,418.77,0,21.19,0,0,43.05,0,66.85,0,0,0,0,29.06,683.14,49.43,0,0,140.34,0,26.39,0,22.47,98.87,0,0,0,53.17,0,35.33,0,0,0,20,26.34,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

27,06:30-06:45,36.55,16.55,10.54,0,0,0,42.1,0,0,45.22,42.93,92,124.32,0,0,62.24,70.59,0,13.04,654.31,0,0,20.56,19.72,0,418.77,0,21.19,0,0,43.05,0,66.85,0,0,0,0,29.06,683.14,49.43,0,0,140.34,0,26.39,0,22.47,98.87,0,0,0,53.17,0,2.76,0,0,0,20,26.34,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

28,06:45-07:00,36.55,16.55,10.54,0,0,0,42.1,0,0,45.22,42.93,92,124.32,0,0,62.24,70.59,0,13.04,654.31,0,0,20.56,19.72,0,418.77,0,21.19,0,0,43.05,0,66.85,0,0,0,0,29.06,683.14,49.43,0,0,140.34,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.66,0,0,0,20,26.34,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

29,07:00-07:15,36.55,16.55,10.54,0,0,0,28.05,0,0,45.22,42.93,92,124.32,0,0,62.24,70.59,0,13.04,654.31,0,0,20.56,19.72,0,418.77,0,21.19,0,0,43.05,0,66.85,0,0,0,0,29.06,683.14,49.43,0,0,140.34,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.66,0,0,0,20,26.34,20.8,0,0,0,0,118.76,13.95,139.68,0,3.45,4.57

30,07:15-07:30,36.55,16.55,5.27,0,0,0,12.01,0,0,45.22,42.93,92,124.32,0,0,62.24,70.59,0,13.04,654.31,0,0,20.56,19.72,0,418.77,0,21.19,0,0,43.05,0,66.85,0,0,0,0,29.06,683.14,49.43,0,0,140.34,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.66,0,0,0,20,26.34,20.8,0,0,0,0,118.76,55.77,139.68,0,3.45,4.57

31,07:30-07:45,27.4,16.55,0,0,0,0,12.01,0,0,45.22,42.93,92,124.32,0,0,62.24,70.59,0,6.52,654.31,0,0,20.56,19.72,0,418.77,0,21.19,0,0,43.05,0,66.85,0,0,0,0,9.68,683.14,32.96,0,0,116.95,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.66,0,0,0,20,4,20.8,0,0,0,0,118.76,55.77,139.68,0,3.45,4.57

32,07:45-08:00,18.27,3.56,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,62.24,70.59,0,6.52,654.31,0,0,20.56,19.72,0,418.77,0,21.19,0,0,43.05,0,66.85,0,0,0,0,9.68,683.14,14.12,0,0,93.56,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.66,0,0,0,20,1.87,20.8,0,0,0,0,118.76,55.77,139.68,0,3.45,4.57

33,08:00-08:15,9.13,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,62.24,70.59,0,1.1,654.31,0,0,20.56,8.87,0,418.77,0,21.19,0,0,42.84,0,66.85,0,0,0,0,0,683.14,14.12,0,0,70.17,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.66,0,0,0,20,1.87,20.8,0,0,0,0,118.76,55.77,139.68,0,3.45,4.57

34,08:15-08:30,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,46.31,70.59,0,0,654.31,0,0,20.56,8.87,0,418.77,0,21.19,0,0,42.84,0,66.85,0,0,0,0,0,683.14,14.12,0,0,68.84,0,26.39,0,22.47,98.87,0,0,0,53.17,0,2.21,0,0,0,20,1.87,20.8,0,0,0,0,118.76,13.95,139.68,0,10.25,4.57

35,08:30-08:45,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,30.87,70.59,0,0,654.31,0,0,20.56,8.87,0,418.77,0,21.19,0,0,42.84,0,66.85,0,0,0,0,0,683.14,14.12,0,0,42.62,0,26.39,0,22.47,98.87,0,0,0,53.17,0,36.43,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

36,08:45-09:00,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,15.44,70.59,0,0,654.31,0,0,20.56,8.87,0,418.77,0,21.19,0,0,42.84,0,66.85,0,0,0,0,0,683.14,14.12,0,0,20.83,0,26.39,0,22.47,98.87,0,0,0,53.17,0,36.43,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

37,09:00-09:15,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,13.73,70.59,0,0,654.31,0,0,20.56,8.87,0,418.77,0,21.19,0,0,42.84,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,2.76,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

38,09:15-09:30,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,418.77,0,21.19,0,0,42.84,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.66,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

39,09:30-09:45,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,418.77,0,21.19,0,0,42.84,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.66,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

40,09:45-10:00,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,418.77,0,21.19,0,0,42.84,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.66,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

41,10:00-10:15,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,418.77,0,21.19,0,0,42.42,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.66,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

42,10:15-10:30,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,418.77,0,21.19,0,0,42.42,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.66,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,10.25,4.57

43,10:30-10:45,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,42.42,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,2.21,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,18.83

44,10:45-11:00,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,42.42,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,36.43,0,0,0,20,1.6,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,18.83

45,11:00-11:15,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,42.42,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,36.43,0,0,0,20,1.6,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,18.83

46,11:15-11:30,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,42.42,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,2.76,0,0,0,20,1.6,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,18.83

47,11:30-11:45,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,42.21,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.77,0,0,0,20,1.6,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,18.83

48,11:45-12:00,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,42.21,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.77,0,0,0,20,1.6,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,18.83

49,12:00-12:15,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,41.79,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.77,0,0,0,20,1.6,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

50,12:15-12:30,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,41.79,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.77,0,0,0,20,1.6,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

51,12:30-12:45,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,41.79,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.77,0,0,0,20,1.6,20.8,0,0,0,0,118.76,1.4,139.68,0,10.25,4.57

52,12:45-13:00,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,41.79,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.77,0,0,0,20,1.6,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

53,13:00-13:15,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,41.79,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.77,0,0,0,20,1.6,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

54,13:15-13:30,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,41.79,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.77,0,0,0,20,1.6,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

55,13:30-13:45,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,41.79,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.77,0,0,0,20,0,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

56,13:45-14:00,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,41.79,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.77,0,0,0,20,0,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

57,14:00-14:15,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,41.58,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,2.21,0,0,0,20,0,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

58,14:15-14:30,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,41.58,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,2.21,0,0,0,20,0,20.8,0,0,0,0,118.76,13.95,139.68,0,3.45,4.57

59,14:30-14:45,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,41.58,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,2.21,0,0,0,20,0,20.8,0,0,0,0,118.76,55.77,139.68,0,10.25,4.57

60,14:45-15:00,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,41.58,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,2.21,0,0,0,20,0,20.8,0,0,0,0,118.76,55.77,139.68,0,3.45,4.57

61,15:00-15:15,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,41.58,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,2.21,0,0,0,20,0,20.8,0,0,0,0,118.76,55.77,139.68,0,3.45,4.57

62,15:15-15:30,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,41.58,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,2.21,0,0,0,20,0,20.8,0,0,0,0,118.76,55.77,139.68,0,3.45,4.57

63,15:30-15:45,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,41.58,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,36.43,0,0,0,20,0,20.8,0,0,0,0,118.76,2.33,139.68,0,3.45,4.57

