Block,Time Block,CHAMERA2,DADRT2,CHAMERA3,DHAULIGNGA,DULHASTI,FSTPP I & II,JHAJJAR,KGSU1AND2,KGSU3AND4,CHAMERA1,BSIUL,BRBCL,NNTPP,NTPL,PARBATI2,RAPPB,RAMPUR,PARBATI3,RIHAND1,RSTPSU1TO6,RAPPD,RIHAND3,RAPPC,RIHAND2,KHSTPP-I,KHSTPP-II,KKNPPU2,KISHANGANGA,KOLDAM,KKNP,KUDGI,KOTESHWR,SINGRAULI_HYDRO,SIMHST2,SINGRAULI,MAPS,NLCEXP,NJPC,NAPP,NLCIIST1,NLCIIST2,NLCTS2EXP,URI2,URI,VALLURNTECL,UNCHAHAR4,SASAN,SIMHST1,RSTPSU7,SALAL,SEWA2,TANAKPUR,TALST2,TALA,TelanganaSTPP,TEHRI,TANDA2,UNCHAHAR3,UNCHAHAR2,UNCHAHAR1,ANTA_RF,ANTA_LF,ANTA_GF,AURY_CRF,ANTA_CRF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,AURY_RF,DADRI_LF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
17,04:00-04:15,47.02,194.18,33.72,10.55,57.32,13.16,275.38,0,0,40.6,12.56,14.45,0,0,36.19,0,4.24,37.84,64.99,0,21.21,125.99,66.04,120.01,35.35,114.8,0,8.31,4.61,0,0,10.05,0.89,0,96.32,0,0,106.61,24.95,0,0,0,36.7,47.86,0,0.96,400.97,0,0,0,6.07,6.04,0,0,0,11.2,3.3,15.94,23.84,13.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,47.02,194.18,33.72,10.55,57.32,13.16,275.38,0,0,40.6,12.56,14.45,0,0,36.19,0,4.24,37.84,64.99,0,21.21,125.99,66.04,120.01,35.35,114.8,0,8.31,4.61,0,0,10.05,0.89,0,96.32,0,0,106.61,24.95,0,0,0,36.7,47.86,0,0.96,400.97,0,0,0,6.07,0,0,0,0,11.2,3.3,14.66,23.84,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,47.02,194.18,33.72,10.55,57.32,13.16,275.38,0,0,40.6,12.56,14.45,0,0,36.19,0,4.24,37.84,64.99,0,21.21,125.99,66.04,120.01,34.42,114.8,0,8.31,4.61,0,0,10.05,0.89,0,96.32,0,0,106.61,24.95,0,0,0,36.7,46.79,0,0.96,400.97,0,0,0,6.07,0,0,0,0,11.2,3.3,14.66,23.84,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,47.02,194.18,33.72,10.55,57.32,13.16,275.38,0,0,40.6,12.56,14.45,0,0,36.19,0,4.24,37.84,64.99,0,21.21,125.99,66.04,120.01,34.42,114.8,0,8.31,4.61,0,0,10.05,0.89,0,96.32,0,0,106.61,24.95,0,0,0,36.7,46.79,0,0.96,400.97,0,0,0,6.07,0,0,0,0,11.2,3.3,14.66,23.84,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,47.02,194.18,33.72,10.55,57.32,13.16,275.38,0,0,40.6,12.56,14.45,0,0,36.19,0,4.24,37.84,64.99,0,21.21,125.99,66.04,120.01,33.19,114.8,0,8.31,4.61,0,0,10.05,0.89,0,96.32,0,0,106.61,24.95,0,0,0,36.7,46.79,0,0.96,400.97,0,0,0,6.07,0,0,0,0,11.2,3.3,14.66,23.84,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,47.02,194.18,33.72,10.55,57.32,13.16,275.38,0,0,40.6,12.56,14.45,0,0,36.19,0,3.9,37.84,64.99,0,21.21,125.99,66.04,120.01,32.74,114.8,0,8.31,4.61,0,0,10.05,0.89,0,96.32,0,0,98.19,24.95,0,0,0,36.7,46.79,0,0.96,400.97,0,0,0,0,0,0,0,0,11.2,3.3,14.66,23.84,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,47.02,194.18,33.72,21.06,57.32,13.16,275.38,0,0,40.6,12.56,14.45,0,0,28.96,0,3.9,35.48,64.99,0,21.21,125.99,66.04,120.01,32.52,114.8,0,8.31,4.61,0,0,10.05,0.89,0,96.32,0,0,98.19,24.95,0,0,0,36.7,46.79,0,0.96,400.97,0,0,0,0,0,0,0,0,22.42,3.3,14.66,23.84,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,47.02,194.18,33.72,21.06,57.32,13.16,275.38,0,0,27.07,12.56,14.45,0,0,28.96,0,3.9,35.48,64.99,0,21.21,125.99,66.04,120.01,35.35,114.8,0,8.31,4.61,0,0,10.05,0.89,0,96.32,0,0,98.19,24.95,0,0,0,36.7,46.79,0,0.96,400.97,0,0,0,0,0,0,0,0,33.51,3.3,14.66,23.84,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,47.02,194.18,33.72,21.06,57.32,13.16,275.38,0,0,27.07,12.56,14.45,0,0,28.96,0,3.9,35.48,64.99,0,21.21,92.87,66.04,96.42,35.35,114.8,0,8.31,4.61,0,0,10.05,0.89,0,96.32,0,0,98.19,24.95,0,0,0,36.7,46.79,0,0.96,400.97,0,0,0,0,0,0,0,0,33.51,3.3,14.66,23.84,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,47.02,194.18,33.72,21.06,57.32,13.16,275.38,0,0,27.07,12.56,14.45,0,0,28.96,0,3.9,35.48,64.99,0,21.21,92.87,66.04,96.42,35.35,114.8,0,8.31,4.61,0,0,10.05,0.89,0,96.32,0,0,98.19,24.95,0,0,0,36.7,46.79,0,0.96,400.97,0,0,0,0,0,0,0,0,32.93,3.3,14.66,23.84,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,47.02,194.18,22.47,21.06,57.32,13.16,354.37,0,0,27.07,12.56,14.45,0,0,28.96,0,3.9,35.48,64.99,0,21.21,92.87,66.04,96.42,35.35,114.8,0,8.31,4.61,0,0,10.05,0.89,0,96.32,0,0,98.19,24.95,0,0,0,36.7,46.79,0,1.19,400.97,0,0,0,0,0,0,0,0,32.93,3.3,14.66,23.84,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,47.02,194.18,22.47,21.06,57.32,13.16,354.37,0,0,27.07,12.56,14.45,0,0,28.96,0,3.9,35.48,64.99,0,21.21,92.87,66.04,96.42,35.35,114.8,0,8.31,4.61,0,0,10.05,0.89,0,96.32,0,0,98.19,24.95,0,0,0,36.7,46.79,0,0.96,400.97,0,0,0,0,0,0,0,0,32.93,3.3,14.66,23.84,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,47.02,194.18,22.47,21.06,57.32,10.72,354.37,0,0,27.07,12.56,14.45,0,0,28.96,0,3.9,35.48,64.99,0,21.21,92.87,66.04,96.42,29.26,95.07,0,8.31,4.61,0,0,10.05,0.89,0,96.32,0,0,98.19,24.95,0,0,0,36.7,46.79,0,0.96,400.97,0,0,0,0,0,0,0,0,32.93,3.3,14.66,23.84,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,47.02,194.18,22.47,21.06,57.32,10.72,354.37,0,0,27.07,12.56,14.45,0,0,28.96,0,4.24,35.48,64.99,0,21.21,92.87,66.04,96.42,29.26,95.07,0,8.31,4.61,0,0,10.05,0.89,0,96.32,0,0,106.61,24.95,0,0,0,36.7,46.79,0,0.96,400.97,0,0,0,0,0,0,0,0,32.93,3.3,14.66,23.84,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,47.02,194.18,22.47,21.06,57.32,10.72,354.37,0,0,27.07,12.56,14.45,0,0,28.96,0,4.24,35.48,62.84,0,21.21,79.61,66.04,80.38,25.41,83.97,0,8.31,4.61,0,0,10.05,0.89,0,77.22,0,0,106.61,24.95,0,0,0,36.7,46.79,0,0.96,375.57,0,0,0,0,0,0,0,0,32.93,2.93,14.66,23.84,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,47.02,194.18,22.47,21.06,57.32,10.72,354.37,0,0,27.07,12.56,14.45,0,0,28.96,0,4.24,35.48,62.84,0,21.21,79.61,66.04,80.38,24.58,78.58,0,8.31,4.41,0,0,10.05,0.89,0,77.22,0,0,106.61,24.95,0,0,0,36.7,46.79,0,0.96,375.22,0,0,0,0,0,0,0,0,22.42,2.93,14.66,23.84,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,47.02,151.8,22.47,21.06,57.32,10.72,354.37,0,0,27.07,18.84,14.45,0,0,28.96,0,4.24,35.48,62.84,0,21.21,79.61,66.04,80.38,24.58,78.58,0,8.31,1.86,0,0,10.05,0.89,0,77.22,0,0,106.61,24.95,0,0,0,36.7,46.79,0,0.96,375.22,0,0,0,0,6.04,0,0,0,22.42,2.93,14.66,23.84,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,47.02,151.8,22.47,21.06,57.32,10.72,354.37,0,0,26.17,18.84,14.45,0,0,28.96,0,4.24,35.48,62.84,0,21.21,79.61,66.04,80.38,24.58,78.58,0,8.31,0,0,0,10.05,0.89,0,77.22,0,0,106.61,24.95,0,0,0,36.7,46.79,0,0.96,375.22,0,0,0,0,6.04,0,0,0,22.42,2.93,16.33,23.93,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,47.02,151.8,22.47,10.55,57.32,10.72,306.2,0,0,12.18,18.84,14.45,0,0,28.96,0,4.24,35.48,62.84,0,21.21,71.95,66.04,80.38,24.58,78.58,0,8.31,0,0,0,10.05,0.92,0,77.02,0,0,106.61,24.95,0,0,0,36.7,46.79,0,0.96,375.22,0,0,0,0,6.04,0,0,0,11.2,2.93,16.33,23.84,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,47.02,151.8,22.47,10.55,57.32,10.72,306.2,0,0,0,18.84,14.45,0,0,28.96,0,4.24,35.48,62.84,0,21.21,71.95,66.04,80.38,24.58,78.58,0,8.31,0,0,0,10.05,0.92,0,77.02,0,0,106.61,24.95,0,0,0,36.7,46.79,0,0.96,375.22,0,0,0,0,6.04,0,0,0,11.2,2.93,16.33,23.84,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,47.02,151.8,22.47,10.55,57.32,10.72,277.31,0,0,0,18.84,14.45,0,0,28.96,0,4.24,35.48,62.84,0,21.21,69.66,66.04,80.38,24.58,78.58,0,8.31,0,0,0,10.05,0.92,0,77.02,0,0,106.61,24.95,0,0,0,36.7,46.79,0,0.96,375.22,0,0,0,0,0.49,0,0,0,0,2.93,16.33,23.84,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,47.02,151.8,22.47,10.55,57.32,10.72,258.04,0,0,0,18.84,14.45,0,0,28.96,0,4.24,35.48,62.84,0,21.21,69.66,66.04,80.38,24.58,78.58,0,8.31,0,0,0,10.05,0.92,0,77.02,0,0,106.61,24.95,0,0,0,36.7,46.79,0,0.96,375.22,0,0,0,0,0,0,0,0,0,2.93,16.33,23.84,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,47.02,151.8,22.47,0,57.32,10.72,238.77,0,0,0,18.84,14.45,0,0,28.96,0,4.24,35.48,62.84,0,21.21,79.94,66.04,80.56,24.58,78.58,0,8.31,0,0,0,10.05,0.92,0,91.64,0,0,106.61,24.95,0,0,0,36.7,46.79,0,0.96,399.31,0,0,0,0,0,0,0,0,0,2.93,16.33,25.35,11.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,47.02,151.8,22.47,0,57.32,10.72,238.77,0,0,0,18.84,14.45,0,0,28.96,0,4.24,35.48,62.84,0,21.21,79.61,66.04,80.38,24.58,78.58,0,8.31,0,0,0,10.05,0.92,0,92.2,0,0,106.61,24.95,0,0,0,36.7,46.79,0,0.96,399.31,0,0,0,0,0,0,0,0,0,2.93,16.33,25.35,12.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,47.02,151.8,22.47,0,57.32,10.72,200.24,0,0,0,12.56,14.45,0,0,28.96,0,4.24,35.48,62.84,0,21.21,79.61,66.04,80.38,24.58,78.58,0,8.31,0,0,0,10.05,0.92,0,87.71,0,0,106.61,24.95,0,0,0,36.7,46.79,0,0.96,375.22,0,0,0,0,0,0,0,0,0,2.93,16.33,25.35,12.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,47.02,151.8,22.47,0,57.32,10.72,200.24,0,0,0,12.56,14.45,0,0,28.96,0,4.24,35.48,62.84,0,21.21,79.61,66.04,80.38,24.58,90.08,0,8.31,0,0,0,10.05,0.92,0,87.71,0,0,106.61,24.95,0,0,0,36.7,46.79,0,0.96,375.22,0,0,0,0,0,0,0,0,0,2.93,16.33,25.35,12.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,47.02,151.8,33.72,0,57.32,10.72,200.24,0,0,0,12.56,14.45,0,0,28.96,0,4.24,35.48,62.84,0,21.21,79.61,66.04,80.38,24.58,91.63,0,8.31,0,0,0,10.05,0.92,0,87.71,0,0,106.61,24.95,0,0,0,36.7,46.79,0,0.96,375.22,0,0,0,0,0,0,0,0,0,2.93,16.33,25.35,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,47.02,151.8,33.72,0,57.32,10.72,200.24,0,0,0,12.56,14.45,0,0,28.96,0,4.24,35.48,62.84,0,21.21,79.61,66.04,80.38,24.58,90.55,0,8.31,0,0,0,10.05,0.92,0,87.71,0,0,106.61,24.95,0,0,0,36.7,46.79,0,0.96,375.22,0,0,0,0,0,0,0,0,0,2.93,16.33,25.35,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,47.02,151.8,33.72,0,57.32,10.72,200.24,0,0,0,12.56,14.45,0,0,0,0,4.24,16.26,62.84,0,21.21,84.47,66.04,88.8,28.04,95.73,0,8.31,0,0,0,10.05,0.92,0,98.97,0,0,106.61,24.95,0,0,0,36.7,46.79,0,0.96,375.22,0,0,0,0,0,0,0,0,0,3.86,16.33,29.01,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,47.02,151.8,33.72,0,57.32,10.72,200.24,0,0,0,12.56,14.45,0,0,0,0,4.24,0,62.84,0,21.21,84.47,66.04,88.8,28.04,95.73,0,8.31,0,0,0,10.05,0.92,0,98.97,0,0,106.61,24.95,0,0,0,36.7,46.79,0,0.96,375.22,0,0,0,0,0,0,0,0,0,3.86,16.33,29.01,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,47.02,151.8,33.72,0,57.32,10.72,200.24,0,0,0,12.56,14.45,0,0,0,0,4.24,0,61.51,0,21.21,84.47,66.04,88.8,28.04,95.73,0,8.31,0,0,0,10.05,0.92,0,98.97,0,0,106.61,24.95,0,0,0,36.7,46.79,0,0.96,375.22,0,0,0,0,0,0,0,0,0,3.86,16.33,29.01,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,47.02,151.8,33.72,0,57.32,10.72,200.24,0,0,0,12.56,14.45,0,0,0,0,4.24,0,61.51,0,21.21,84.47,66.04,88.8,28.04,95.73,0,8.31,0,0,0,10.05,0.92,0,98.97,0,0,106.61,24.95,0,0,0,36.7,46.79,0,0.96,375.22,0,0,0,0,0,0,0,0,0,3.86,16.33,29.01,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,47.02,151.8,33.72,0,57.32,10.72,200.24,0,0,0,12.56,14.45,0,0,0,0,4.24,0,60.23,0,21.21,80.05,66.04,84.73,28.04,94.69,0,8.31,0,0,0,10.05,0.92,0,94.3,0,0,106.61,24.95,0,0,0,36.7,46.79,0,0.96,352.65,0,0,0,0,1.36,0,0,0,0,3.86,16.33,29.01,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,47.02,151.8,33.72,0,57.32,10.72,200.24,0,0,0,12.56,14.45,0,0,0,0,4.24,0,60.23,0,21.21,80.05,66.04,84.73,28.04,94.69,0,8.31,0,0,0,10.05,0.92,0,94.3,0,0,106.61,24.95,0,0,0,36.7,46.79,0,0.96,323.31,0,0,0,0,1.36,0,0,0,0,3.86,16.33,29.01,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,47.02,151.8,33.72,0,57.32,10.72,200.24,0,0,0,12.56,14.45,0,0,0,0,3,0,60.23,0,21.21,80.05,66.04,84.73,28.04,94.69,0,8.31,0,0,0,10.05,0.92,0,94.3,0,0,75.52,24.95,0,0,0,36.7,46.79,0,0.96,302.24,0,0,0,0,1.36,0,0,0,0,3.86,16.33,29.01,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,47.02,151.8,33.72,0,57.32,10.72,200.24,0,0,0,12.56,14.45,0,0,0,0,3,0,60.23,0,21.21,80.05,66.04,84.73,28.04,94.69,0,8.31,0,0,0,10.05,0.92,0,94.3,0,0,75.52,24.95,0,0,0,36.7,46.79,0,0.96,297.52,0,0,0,0,1.36,0,0,0,0,3.86,16.33,29.01,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,47.02,151.8,33.72,0,57.32,10.72,200.24,0,0,0,12.56,14.45,0,0,0,0,3,0,60.23,0,21.21,80.05,66.04,84.73,28.04,79.89,0,8.31,0,0,0,10.05,0.92,0,94.3,0,0,75.52,24.95,0,0,0,36.7,46.79,0,0.96,292.7,0,0,0,0,1.36,0,0,0,0,3.86,16.33,29.01,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,47.02,151.8,33.72,0,57.32,10.72,200.24,0,0,0,12.56,14.45,0,0,0,0,3,0,60.23,0,21.21,80.05,66.04,84.73,28.04,79.89,0,8.31,0,0,0,10.05,0.92,0,94.3,0,0,75.52,24.95,0,0,0,36.7,46.79,0,0.96,287.88,0,0,0,0,1.36,0,0,0,0,3.86,16.33,29.01,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

