Block,Time,RAPPB,RIHAND1,RIHAND3,SIMHST1,UNCHAHAR1,AURY_GF,DADRI_GF,CHAMERA3,KHSTPP-I,KKNPPU2,KOLDAM,PARBATI3,RSTPSU1TO6,RSTPSU7,UNCHAHAR2,ANTA_RF,AURY_LF,DHAULIGNGA,DULHASTI,NAPP,RAPPC,VALLURNTECL,ANTA_CRF,AURY_CRF,KOTESHWR,NJPC,SASAN,DADRI_LF,DADRI_RF,BRBCL,BSIUL,CHAMERA2,KGSU3AND4,MAPS,NLCIIST2,TelanganaSTPP,UNCHAHAR4,ANTA_LF,CHAMERA1,FSTPP I & II,KKNP,NLCIIST1,NNTPP,RAMPUR,SINGRAULI_HYDRO,TALST2,TANAKPUR,TANDA2,AURY_RF,KGSU1AND2,KISHANGANGA,KUDGI,NLCTS2EXP,NTPL,RIHAND2,SALAL,SIMHST2,DADRI_CRF,DADRT2,JHAJJAR,KHSTPP-II,NLCEXP,SEWA2,SINGRAULI,TALA,TEHRI,UNCHAHAR3,URI,URI2,ANTA_GF
6,01:15-01:30,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,44.21,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,6.52,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.73,0,5.76,0,70.04,0,0,0,0,0,118.76,69.72,0,0,683.14,434.65,148.3,0,16.53,139.69,0,0,26.4,36.43,32.28,0

7,01:30-01:45,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,44.21,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,6.52,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.73,0,0,0,70.04,0,0,0,0,0,118.76,69.72,0,0,683.14,434.65,148.3,0,16.53,139.69,0,0,26.4,36.43,29.6,0

8,01:45-02:00,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,44.21,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,6.52,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.73,0,0,0,70.04,0,0,0,0,0,118.76,69.72,0,0,683.14,434.65,148.3,0,16.53,139.69,0,0,26.4,36.43,29.6,0

9,02:00-02:15,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,44.21,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,6.52,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.73,0,0,0,70.04,0,0,0,0,0,118.76,69.72,0,0,683.14,434.65,148.3,0,16.53,139.69,0,0,26.4,36.43,32.28,0

10,02:15-02:30,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,44.42,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,6.52,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.73,0,0,0,70.04,0,0,0,0,0,118.76,69.72,0,0,683.14,434.65,148.3,0,16.53,139.69,0,0,26.4,36.43,32.28,0

11,02:30-02:45,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,44.21,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,6.52,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.73,0,0,0,70.04,0,0,0,0,0,118.76,69.72,0,0,683.14,434.65,148.3,0,16.53,139.69,0,0,26.4,36.43,32.28,0

12,02:45-03:00,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,44.21,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,6.52,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.73,0,0,0,70.04,0,0,0,0,0,118.76,69.72,0,0,683.14,434.65,148.3,0,16.53,139.69,0,0,26.4,36.43,32.28,0

13,03:00-03:15,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,44.42,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,13.04,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.73,0,0,0,70.04,0,0,0,0,0,118.76,69.72,0,0,683.14,434.65,148.3,0,16.53,139.69,0,0,26.4,36.43,32.28,0

14,03:15-03:30,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,44.42,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,13.04,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.73,0,0,0,70.04,0,0,0,0,0,118.76,53.45,0,0,683.14,434.65,148.3,0,16.53,139.69,0,0,26.4,36.43,32.28,0

15,03:30-03:45,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,44.42,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,13.04,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.73,0,0,0,70.04,0,0,0,0,0,118.76,26.73,0,0,683.14,434.65,148.3,0,16.53,139.69,0,0,26.4,36.43,29.6,0

16,03:45-04:00,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,44.52,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,13.04,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.73,0,0,0,70.04,0,0,0,0,0,118.76,26.73,0,0,683.14,434.65,148.3,0,16.53,139.69,0,0,26.4,36.43,29.6,0

17,04:00-04:15,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,44.52,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,13.04,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.73,0,0,0,70.04,0,0,0,0,0,118.76,13.36,0,0,683.14,434.65,148.3,0,16.53,139.69,0,0,26.4,36.43,29.6,0

18,04:15-04:30,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,44.52,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,13.04,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.73,0,0,0,70.04,0,0,0,0,0,118.76,13.36,0,0,683.14,434.65,148.3,0,16.53,139.69,0,0,26.4,36.43,29.6,0

19,04:30-04:45,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,44.52,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,13.04,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.73,0,0,0,70.04,0,0,0,0,0,118.76,13.36,0,0,683.14,434.65,148.3,0,16.53,139.69,0,12.1,26.4,36.43,29.6,0

20,04:45-05:00,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,44.52,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,13.04,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.73,0,0,0,70.04,0,0,0,0,0,118.76,13.36,0,0,683.14,434.65,148.3,0,16.53,139.69,0,12.47,26.4,36.43,29.6,0

21,05:00-05:15,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,44.52,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,13.04,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.73,0,0,0,70.04,0,0,0,0,0,118.76,13.36,0,0,683.14,434.65,148.3,0,16.53,139.69,0,24.06,26.4,36.43,29.6,0

22,05:15-05:30,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,44.52,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,13.04,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.73,0,0,0,70.04,0,0,0,0,0,118.76,13.36,0,0,682.78,434.65,148.3,0,16.53,139.69,0,36.29,26.4,36.43,29.6,0

23,05:30-05:45,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,44.73,0,0,0,20.72,25.51,0,0,0,8.87,23.39,399.38,0,59.73,20,13.04,0,0,0,0,0,0,0,13.99,20.8,0,0,0,0,0.73,0,0,0,70.04,0,0,0,0,0,118.76,2.33,0,0,682.78,434.65,148.3,0,16.53,139.69,0,36.29,26.4,36.43,29.6,0

24,05:45-06:00,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,44.73,0,0,0,20.72,25.51,0,0,0,8.87,46.78,399.38,0,59.73,20,13.04,13.17,0,0,0,0,0,0,28.05,20.8,0,0,0,0,0.73,0,0,0,70.04,0,0,0,0,0,118.76,2.33,0,0,682.78,434.65,148.3,0,16.53,139.69,0,36.29,26.4,36.43,29.6,0

25,06:00-06:15,0,92,62.16,0,20.55,0,0,8.4,45.53,0,0,3.82,0,0,42.39,44.73,0,7.92,16.48,20.72,25.51,0,0,0,8.87,70.17,399.38,0,59.73,20,13.04,26.34,0,0,0,0,0,0,42.15,20.8,0,0,0,0,0.73,0,0,0,70.04,0,0,0,0,0,118.76,2.33,0,0,682.78,434.65,148.3,0,16.53,139.69,0,36.29,26.4,39.75,25.56,0

26,06:15-06:30,0,92,62.16,0,20.55,0,0,19.35,45.53,0,0,16.54,0,0,42.39,44.73,0,10.56,32.96,20.72,25.51,0,0,0,17.75,93.56,399.38,0,59.73,20,13.04,26.34,0,0,0,0,0,0,42.15,20.8,0,0,0,0,0.73,0,0,0,70.04,0,0,0,0,0,118.76,2.33,0,0,682.78,434.65,148.3,0,16.53,139.69,0,48.38,26.4,39.75,25.56,0

27,06:30-06:45,0,92,62.16,0,20.55,0,0,29.06,45.53,0,0,16.54,0,0,42.39,44.73,0,27.41,49.43,20.72,25.51,0,0,0,39.05,116.95,399.38,0,59.73,20,19.56,39.51,0,0,0,0,0,0,42.15,20.8,0,0,0,0,0.73,0,5.76,0,70.04,0,0,0,0,0,118.76,2.33,0,0,682.79,434.65,148.3,0,16.93,139.69,0,49.14,26.4,39.75,25.56,0

28,06:45-07:00,0,92,62.16,0,20.55,0,0,29.06,45.53,0,0,16.54,0,0,42.39,44.73,0,27.41,49.43,20.72,25.51,0,0,0,39.05,140.35,399.38,0,59.73,20,19.56,39.51,0,0,0,0,0,0,42.15,20.8,0,0,0,0,0.73,0,5.76,0,70.04,0,0,0,0,0,118.76,2.33,0,0,682.79,434.65,148.3,0,16.93,139.69,0,49.14,26.4,39.75,25.56,0

29,07:00-07:15,0,92,62.16,0,20.55,0,0,29.06,45.53,0,0,16.54,0,0,42.39,44.73,0,27.41,49.43,20.72,25.51,0,0,0,39.05,140.35,399.38,0,59.73,20,19.56,39.51,0,0,0,0,0,0,42.15,20.8,0,0,0,0,0.73,0,5.76,0,70.04,0,0,0,0,0,118.76,2.33,0,0,682.79,434.65,148.3,0,16.93,139.69,0,49.14,26.4,36.43,32.28,0

30,07:15-07:30,0,92,62.16,0,20.55,0,0,29.06,45.53,0,0,16.54,0,0,42.39,44.73,0,27.41,49.43,20.72,25.51,0,0,0,39.05,140.35,399.38,0,59.73,20,19.56,39.51,0,0,0,0,0,0,42.15,20.8,0,0,0,0,0.73,0,5.76,0,70.04,0,0,0,0,0,118.76,2.33,0,0,682.79,434.65,148.3,0,16.93,139.69,0,49.14,26.4,36.43,32.28,0

31,07:30-07:45,0,92,62.16,0,20.55,0,0,29.06,45.53,0,0,16.54,0,0,42.39,44.73,0,27.41,49.43,20.72,25.51,0,0,0,39.05,120.83,399.38,0,59.73,20,19.56,39.51,0,0,0,0,0,0,42.15,20.8,0,0,0,0,0.73,0,5.76,0,70.04,0,0,0,0,0,118.76,2.33,0,0,682.79,434.65,148.3,0,16.93,139.69,0,49.14,26.4,36.43,32.28,0

32,07:45-08:00,0,92,62.16,0,20.55,0,0,29.06,45.53,0,0,3.57,0,0,42.39,44.73,0,27.41,49.43,20.72,25.51,0,0,0,39.05,93.56,399.38,0,59.73,20,19.56,39.51,0,0,0,0,0,0,42.15,20.8,0,0,0,0,0.73,0,5.76,0,70.04,0,0,0,0,0,118.76,2.33,0,0,682.79,434.65,148.3,0,16.93,139.69,0,49.14,26.4,36.43,32.28,0

33,08:00-08:15,0,92,62.16,0,20.55,0,0,9.68,45.53,0,0,0,0,0,42.39,44.52,0,15.98,32.96,20.72,25.51,0,0,0,17.75,70.17,399.38,0,59.73,20,6.52,39.51,0,0,0,0,0,0,42.15,20.8,0,0,0,0,0.73,0,0.51,0,70.04,0,0,0,0,0,118.76,2.33,0,0,682.79,434.65,148.3,0,16.53,139.69,0,49.14,26.4,36.43,29.6,0

34,08:15-08:30,0,92,62.16,0,20.55,0,0,9.68,45.53,0,0,0,0,0,42.39,44.42,0,7.92,16.48,20.72,25.51,0,0,0,8.87,46.78,399.38,0,59.73,20,6.52,26.34,0,0,0,0,0,0,42.15,20.8,0,0,0,0,0.73,0,0.51,0,70.04,0,0,0,0,0,118.76,2.33,0,0,682.79,434.65,148.3,0,16.53,139.69,0,49.14,26.4,39.75,29.6,0

35,08:30-08:45,0,92,62.16,0,20.55,0,0,9.68,45.53,0,0,0,0,0,42.39,44.42,0,1.32,0,20.72,25.51,0,0,0,8.87,23.39,399.38,0,59.73,20,6.52,26.34,0,0,0,0,0,0,42.15,20.8,0,0,0,0,0.73,0,0.51,0,70.04,0,0,0,0,0,118.76,2.33,0,0,682.79,434.65,148.3,0,16.53,139.69,0,49.14,26.4,39.75,29.6,0

36,08:45-09:00,0,92,62.16,0,20.55,0,0,9.68,45.53,0,0,0,0,0,42.39,44.42,0,0,0,20.72,25.51,0,0,0,8.87,23.39,399.38,0,59.73,20,6.52,13.17,0,0,0,0,0,0,42.15,20.8,0,0,0,0,0.73,0,0.51,0,70.04,0,0,0,0,0,118.76,2.33,0,0,683.14,434.65,148.3,0,16.53,139.69,0,36.29,26.4,39.75,29.6,0

37,09:00-09:15,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,44.21,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,6.52,13.17,0,0,0,0,0,0,42.15,20.8,0,0,0,0,0.73,0,0.51,0,70.04,0,0,0,0,0,118.76,2.33,0,0,683.14,434.65,148.3,0,16.53,139.69,0,36.29,26.4,39.75,29.6,0

38,09:15-09:30,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,43.99,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,6.52,13.17,0,0,0,0,0,0,42.15,20.8,0,0,0,0,0.73,0,0.51,0,70.04,0,0,0,0,0,118.76,2.33,0,0,683.14,434.65,148.3,0,16.53,139.69,0,36.29,26.4,36.43,29.6,0

39,09:30-09:45,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,43.57,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,6.52,13.17,0,0,0,0,0,0,42.15,20.8,0,0,0,0,0.73,0,0.51,0,70.04,0,0,0,0,0,118.76,2.33,0,0,683.14,434.65,148.3,0,16.53,139.69,0,36.29,26.4,36.43,28.25,0

40,09:45-10:00,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,43.57,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,6.52,13.17,0,0,0,0,0,0,42.15,20.8,0,0,0,0,0.73,0,0.51,0,70.04,0,0,0,0,0,118.76,2.33,0,0,683.14,434.65,148.3,0,16.53,139.69,0,36.29,26.4,36.43,28.25,0

41,10:00-10:15,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,43.47,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,6.52,13.17,0,0,0,0,0,0,28.05,20.8,0,0,0,0,0.73,0,0.51,0,70.04,0,0,0,0,0,118.76,2.33,0,0,683.14,434.65,148.3,0,16.53,139.69,0,36.29,26.4,36.43,28.25,0

42,10:15-10:30,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,43.26,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,6.52,13.17,0,0,0,0,0,0,13.99,20.8,0,0,0,0,0.73,0,0.51,0,70.04,0,0,0,0,0,118.76,2.33,0,0,683.14,434.65,148.3,0,16.53,139.69,0,24.83,26.4,36.43,28.25,0

43,10:30-10:45,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,43.05,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,6.52,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.73,0,0.51,0,70.04,0,0,0,0,0,118.76,2.33,0,0,683.14,434.65,148.3,0,16.53,139.69,0,24.83,26.4,36.43,28.25,0

44,10:45-11:00,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,42.84,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,6.52,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.73,0,0.51,0,70.04,0,0,0,0,0,118.76,2.33,0,0,683.14,434.65,148.3,0,16.53,139.69,0,24.83,26.4,36.43,28.25,0

45,11:00-11:15,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,42.73,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,6.52,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.71,0,0.51,0,70.04,0,0,0,0,0,118.76,2.33,0,0,683.14,434.65,148.3,0,16.53,139.69,0,24.83,26.4,36.43,28.25,0

46,11:15-11:30,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,42.52,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,6.52,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.71,0,0.51,0,70.04,0,0,0,0,0,118.76,2.33,0,0,683.14,434.65,148.3,0,16.53,139.69,0,24.83,26.4,36.43,28.25,0

47,11:30-11:45,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,42.52,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,6.52,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.71,0,0.51,0,70.04,0,0,0,0,0,118.76,2.33,0,0,683.14,434.65,148.3,0,16.53,139.69,0,24.83,26.4,36.43,33.09,0

48,11:45-12:00,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,42.32,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,6.52,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.71,0,0.51,0,70.04,0,0,0,0,0,118.76,2.33,0,0,683.14,434.65,148.3,0,16.53,139.69,0,24.83,26.4,36.43,33.09,0

49,12:00-12:15,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,42.32,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,0,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.71,0,0.51,0,70.04,0,0,0,0,0,118.76,2.33,0,0,683.14,434.65,148.3,0,16.53,139.69,0,12.41,26.4,36.43,33.09,0

50,12:15-12:30,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,42,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,0,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.71,0,0.51,0,70.04,0,0,0,0,0,118.76,2.33,0,0,683.14,434.65,148.3,0,16.53,139.69,0,12.41,26.4,36.43,33.09,0

51,12:30-12:45,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,41.9,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,0,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.71,0,0.51,0,70.04,0,0,0,0,0,118.76,2.33,0,0,683.14,434.65,148.3,0,16.53,139.69,0,0,26.4,36.43,33.09,0

52,12:45-13:00,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,41.9,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,0,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.71,0,0.51,0,70.04,0,0,0,0,0,118.76,2.33,0,0,683.14,434.65,148.3,0,16.53,139.69,0,0,26.4,36.43,33.09,0

53,13:00-13:15,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,41.9,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,0,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.71,0,0.51,0,70.04,0,0,0,0,0,118.76,2.33,0,0,683.14,434.65,148.3,0,16.53,139.69,0,0,26.4,36.43,33.09,0

54,13:15-13:30,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,41.68,0,0,0,20.72,25.51,0,0,0,4.93,0,399.38,0,59.73,20,0,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.71,0,0.51,0,70.04,0,0,0,0,0,118.76,2.33,0,0,683.14,434.65,148.3,0,16.53,139.69,0,0,26.4,36.43,33.09,0

55,13:30-13:45,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,41.68,0,0,0,20.72,25.51,0,0,0,0,0,399.38,0,59.73,20,0,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0,0,0.51,0,70.04,0,0,0,0,0,118.76,2.33,0,0,683.14,434.65,148.3,0,13.33,139.69,0,0,26.4,25.39,33.09,0

56,13:45-14:00,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,41.48,0,0,0,20.72,25.51,0,0,0,0,0,399.38,0,59.73,20,0,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0,0,0.51,0,70.04,0,0,0,0,0,118.76,2.33,0,0,683.14,434.65,148.3,0,13.33,139.69,0,0,26.4,25.39,33.09,0

57,14:00-14:15,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,41.48,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,0,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0,0,0.51,0,70.04,0,0,0,0,0,118.76,2.33,0,0,683.14,434.65,148.3,0,16.53,139.69,0,0,26.4,25.39,33.09,0

58,14:15-14:30,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,41.48,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,0,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0,0,0.51,0,70.04,0,0,0,0,0,118.76,2.33,0,0,683.14,434.65,148.3,0,16.53,139.69,0,0,26.4,36.43,33.09,0

59,14:30-14:45,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,41.48,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,0,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0,0,0.51,0,70.04,0,0,0,0,0,118.76,13.36,0,0,683.14,434.65,148.3,0,16.53,139.69,0,12.41,26.4,36.43,28.25,0

60,14:45-15:00,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,41.48,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,0,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0,0,0.51,0,70.04,0,0,0,0,0,118.76,13.36,0,0,683.14,434.65,148.3,0,16.53,139.69,0,24.83,26.4,36.43,28.92,0

61,15:00-15:15,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,41.48,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,0,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0,0,1.54,0,70.04,0,0,0,0,0,118.76,13.36,0,0,683.14,434.65,148.3,0,16.53,139.69,0,24.83,26.4,36.43,28.92,0

62,15:15-15:30,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,41.48,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,2.2,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0,0,1.54,0,70.04,0,0,0,0,0,118.76,13.36,0,0,683.14,434.65,148.3,0,16.53,139.69,0,24.83,26.4,36.43,28.92,0

63,15:30-15:45,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,41.48,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,6.52,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0,0,1.54,0,70.04,0,0,0,0,0,118.76,13.36,0,0,683.14,434.65,148.3,0,16.53,139.69,0,24.83,26.4,36.43,28.92,0

