Block,Time,DHAULIGNGA,KHSTPP-II,KKNPPU2,KOLDAM,KOTESHWR,NLCTS2EXP,SALAL,SASAN,ANTA_LF,BRBCL,KHSTPP-I,NAPP,RAPPB,RAPPC,TEHRI,TelanganaSTPP,ANTA_GF,AURY_GF,DADRI_CRF,DADRI_GF,PARBATI3,TANDA2,AURY_LF,JHAJJAR,KGSU1AND2,KGSU3AND4,SINGRAULI_HYDRO,TALST2,URI2,VALLURNTECL,ANTA_RF,DADRI_RF,DULHASTI,KUDGI,RAMPUR,RSTPSU1TO6,UNCHAHAR2,URI,DADRI_LF,BSIUL,CHAMERA1,CHAMERA3,NJPC,NLCEXP,NNTPP,RIHAND1,RSTPSU7,SEWA2,SIMHST1,TALA,TANAKPUR,UNCHAHAR1,ANTA_CRF,AURY_RF,KKNP,MAPS,NLCIIST2,NTPL,SIMHST2,SINGRAULI,UNCHAHAR3,CHAMERA2,DADRT2,FSTPP I & II,KISHANGANGA,NLCIIST1,RIHAND2,RIHAND3,UNCHAHAR4,AURY_CRF
13,03:00-03:15,0,98.87,0,0,8.87,0,12.78,418.77,0,15,43.1,43.36,0,26.01,12.92,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.31,0,44.42,90.42,16.48,0,0,0,42.39,0.45,0,0,0,0,0,0,0,92,0,0,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

14,03:15-03:30,0,98.87,0,0,8.87,0,55.77,418.77,0,15,43.1,43.36,0,26.01,13.04,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.31,0,44.42,90.42,16.48,0,0,0,42.39,0.45,0,0,0,0,0,0,0,92,0,0,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

15,03:30-03:45,0,98.87,0,0,8.87,0,55.77,418.77,0,15,43.1,43.36,0,26.01,13.04,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.31,0,44.42,90.42,16.48,0,0,0,42.39,0.45,0,0,0,0,0,0,0,92,0,0,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

16,03:45-04:00,0,98.87,0,0,8.87,0,55.77,418.77,0,15,43.1,43.36,0,26.01,13.04,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.31,0,44.52,90.42,16.48,0,0,0,42.39,0.45,0,0,0,0,0,0,0,92,0,0,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

17,04:00-04:15,0,98.87,0,0,8.87,0,55.77,418.77,0,15,43.1,43.36,0,26.01,13.04,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.31,0,44.52,90.42,16.48,0,0,0,42.39,0.45,0,0,0,0,0,0,0,92,0,0,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

18,04:15-04:30,0,98.87,0,0,8.87,0,9.29,418.77,0,15,43.1,43.36,0,26.01,13.04,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.31,0,44.52,90.42,16.48,0,0,0,42.39,0.45,0,0,0,0,0,0,0,92,0,0,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

19,04:30-04:45,0,98.87,0,0,8.87,0,2.33,418.77,0,15,43.1,43.36,0,26.01,13.04,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.31,0,44.52,90.42,16.48,0,0,0,42.39,0.45,0,0,0,0,0,0,0,92,0,0,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

20,04:45-05:00,0,98.87,0,0,8.87,0,2.33,418.77,0,15,43.1,43.36,0,26.01,13.04,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.31,0,44.52,90.42,16.48,0,0,0,42.39,0.45,0,0,0,0,0,0,0,92,0,0,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

21,05:00-05:15,0,98.87,0,0,8.87,0,2.33,418.77,0,15,45.53,43.36,0,26.01,13.04,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.31,0,44.52,90.42,16.48,0,0,0,42.39,0.45,0,0,0,0,0,0,0,92,0,0,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

22,05:15-05:30,0,98.87,0,0,8.87,0,2.33,418.77,0,15,45.53,43.36,0,26.01,25.45,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.31,0,44.52,90.42,16.48,0,0,0,42.39,0.45,0,0,0,0,0,0,0,92,0,0,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

23,05:30-05:45,0,98.87,0,0,8.87,0,2.33,418.77,0,15,45.53,43.36,0,26.01,25.45,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.31,0,44.73,90.42,16.48,0,0,0,42.39,0.45,0,0,0,0,0,0,0,92,0,0,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

24,05:45-06:00,0,98.87,0,0,8.87,0,2.33,418.77,0,15,45.53,43.36,0,26.01,39.12,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.31,0,44.73,90.42,16.48,0,0,0,42.39,0.45,0,0,0,0,20.84,0,0,92,0,0,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

25,06:00-06:15,0,98.87,0,0,8.87,0,2.33,418.77,0,15,45.53,43.36,0,26.01,39.12,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.31,0,44.73,90.42,16.48,0,0,0,42.39,0.55,0,0,0,0,41.67,0,0,92,0,0,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,682.78,20.8,0,0,105.84,62.16,0,0

26,06:15-06:30,0,98.87,0,0,17.75,0,2.33,418.77,0,15,45.53,43.36,0,26.01,39.12,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.31,0,44.73,90.42,16.48,0,0,0,42.39,0.55,0,0,0,9.68,58.05,0,0,92,0,5.27,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,682.78,20.8,0,0,105.84,62.16,0,0

27,06:30-06:45,0,98.87,0,0,26.62,0,2.33,418.77,0,15,45.53,43.36,0,26.01,39.12,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.31,0,44.73,90.42,32.96,0,0,0,42.39,0.55,0,2.2,13.2,9.68,83.33,0,0,92,0,10.53,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,5.33,682.79,20.8,0,0,105.84,62.16,0,0

28,06:45-07:00,7.92,98.87,0,0,39.05,0,2.33,418.77,0,15,45.53,43.36,0,26.01,51.54,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.31,0,44.73,90.42,32.96,0,0,0,42.39,0.55,0,13.04,24.09,19.38,113.64,0,0,92,0,10.53,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,39.51,682.79,20.8,0,0,105.84,62.16,0,0

29,07:00-07:15,18.27,98.87,0,0,39.05,0,2.33,418.77,0,15,45.53,43.36,0,26.01,51.54,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.31,0,44.73,90.42,32.96,0,0,0,42.39,26.49,0,13.04,24.09,19.38,113.64,0,0,92,0,10.53,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,39.51,682.79,20.8,0,0,105.84,62.16,0,0

30,07:15-07:30,27.41,98.87,0,0,39.05,0,2.33,418.77,0,15,45.53,43.36,0,26.01,51.54,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.31,0,44.73,90.42,32.96,0,0,0,42.39,26.49,0,13.04,26.63,19.38,113.64,0,0,92,0,10.53,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,39.51,682.79,20.8,0,0,105.84,62.16,0,0

31,07:30-07:45,27.41,98.87,0,0,39.05,0,2.33,418.77,0,15,45.53,43.36,0,26.01,51.54,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,10.76,0,44.73,90.42,32.96,0,0,0,42.39,26.49,0,13.04,28.05,19.38,113.64,0,0,92,0,10.53,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,39.51,682.79,20.8,0,0,105.84,62.16,0,0

32,07:45-08:00,27.41,98.87,0,0,39.05,0,2.33,418.77,0,15,45.53,43.36,0,26.01,51.54,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,10.76,0,44.73,90.42,32.96,0,0,0,42.39,26.49,0,13.04,24.09,19.38,113.64,0,0,92,0,10.53,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,39.51,682.79,20.8,0,0,105.84,62.16,0,0

33,08:00-08:15,27.41,98.87,0,0,39.05,0,2.33,418.77,0,15,45.53,43.36,0,26.01,51.54,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,10.76,0,44.52,90.42,32.96,0,0,0,42.39,1.11,0,13.04,24.09,19.38,113.64,0,0,92,0,10.53,0,0,5.76,19.98,0,70.81,0,0,0,0,0,139.69,26.4,39.51,682.79,20.8,0,0,105.84,62.16,0,0

34,08:15-08:30,18.27,98.87,0,0,17.75,0,2.33,418.77,0,15,45.53,43.36,0,26.01,39.06,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,10.76,0,44.42,90.42,16.48,0,0,0,42.39,1.11,0,2.2,13.2,9.68,113.64,0,0,92,0,10.53,0,0,5.76,19.98,0,70.81,0,0,0,0,0,139.69,26.4,3.34,682.79,20.8,0,0,105.84,62.16,0,0

35,08:30-08:45,18.27,98.87,0,0,17.75,0,2.33,418.77,0,15,43.1,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,10.76,0,44.42,90.42,0,0,0,0,42.39,1.11,0,0,13.2,9.68,83.43,0,0,92,0,5.27,0,0,5.76,19.98,0,70.81,0,0,0,0,0,139.69,26.4,3.34,682.79,20.8,0,0,105.84,62.16,0,0

36,08:45-09:00,7.92,98.87,0,0,17.75,0,2.33,418.77,0,15,43.1,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,10.76,0,44.42,90.42,0,0,0,0,42.39,1.11,0,0,0,9.68,62.51,0,0,92,0,0,0,0,5.76,19.98,0,70.81,0,0,0,0,0,139.69,26.4,3.34,682.79,20.8,0,0,105.84,62.16,0,0

37,09:00-09:15,0,98.87,0,0,17.75,0,2.33,418.77,0,15,43.1,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.31,0,44.21,90.42,0,0,0,0,42.39,1.11,0,0,0,9.68,41.67,0,0,92,0,0,0,0,5.76,19.98,0,70.81,0,0,0,0,0,139.69,26.4,3.34,682.79,20.8,0,0,105.84,62.16,0,0

38,09:15-09:30,0,98.87,0,0,17.75,0,2.33,418.77,0,15,43.1,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.31,0,43.99,90.42,0,0,0,0,42.39,1.11,0,0,0,9.68,18.94,0,0,92,0,0,0,0,5.76,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,682.79,20.8,0,0,105.84,62.16,0,0

39,09:30-09:45,0,98.87,0,0,17.75,0,2.33,418.77,0,15,43.1,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.31,0,43.57,90.42,0,0,0,0,42.39,26.49,0,0,0,9.68,0,0,0,92,0,0,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,682.79,20.8,0,0,118.76,62.16,0,0

40,09:45-10:00,0,98.87,0,0,17.75,0,2.33,418.77,0,15,43.1,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.31,0,43.57,90.42,0,0,0,0,42.39,26.49,0,0,0,0,0,0,0,92,0,0,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

41,10:00-10:15,0,98.87,0,0,17.75,0,12.78,418.77,0,15,43.1,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.31,0,43.47,90.42,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,92,0,0,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

42,10:15-10:30,0,98.87,0,0,17.75,0,55.77,418.77,0,15,43.1,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.31,0,43.26,90.42,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,92,0,0,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

43,10:30-10:45,0,98.87,0,0,17.75,0,55.77,418.77,0,15,43.1,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,43.05,90.42,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,79,0,0,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

44,10:45-11:00,0,98.87,0,0,17.75,0,55.77,418.77,0,15,43.1,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,42.84,90.42,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,74,0,0,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

45,11:00-11:15,0,98.87,0,0,17.75,0,55.77,418.77,0,15,43.1,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,42.73,90.42,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,74,0,0,0,0,2.05,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

46,11:15-11:30,0,98.87,0,0,17.75,0,12.78,418.77,0,15,43.1,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,42.52,90.42,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,74,0,0,0,0,2.05,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

47,11:30-11:45,0,98.87,0,0,17.75,0,2.33,418.77,0,15,45.53,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,42.52,90.42,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,74,0,0,0,0,2.05,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

48,11:45-12:00,0,98.87,0,0,17.75,0,2.33,418.77,0,15,45.53,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,42.32,90.42,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,74,0,0,0,0,2.05,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

49,12:00-12:15,0,98.87,0,0,17.75,0,2.33,418.77,0,15,45.53,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,42.32,90.42,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,74,0,0,0,0,2.05,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

50,12:15-12:30,0,98.87,0,0,17.75,0,2.33,418.77,0,15,45.53,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,42,90.42,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,74,0,0,0,0,2.05,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

51,12:30-12:45,0,98.87,0,0,17.75,0,2.33,418.77,0,15,45.53,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,41.9,90.42,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,74,0,0,0,0,2.05,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

52,12:45-13:00,0,98.87,0,0,17.75,0,2.33,418.77,0,15,45.53,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,41.9,90.42,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,74,0,0,0,0,2.05,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

53,13:00-13:15,0,98.87,0,0,17.75,0,2.33,418.77,0,15,45.53,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,41.9,90.42,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,74,0,0,0,0,2.05,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

54,13:15-13:30,0,98.87,0,0,17.75,0,2.33,418.77,0,15,45.53,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,41.68,90.42,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,74,0,0,0,0,2.05,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

55,13:30-13:45,0,98.87,0,0,17.75,0,2.33,418.77,0,15,45.53,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,41.68,90.42,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,74,0,0,0,0,2.05,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

56,13:45-14:00,0,98.87,0,0,17.75,0,2.33,418.77,0,15,45.53,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,41.48,90.42,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,74,0,0,0,0,2.05,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

57,14:00-14:15,0,98.87,0,0,17.75,0,2.33,343.12,0,15,45.53,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,41.48,90.42,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,74,0,0,0,0,2.05,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

58,14:15-14:30,0,98.87,0,0,17.75,0,2.33,343.12,0,15,45.53,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,41.48,90.42,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,74,0,0,0,0,2.05,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

59,14:30-14:45,0,98.87,0,0,17.75,0,2.33,343.12,0,15,45.53,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,41.48,90.42,0,0,0,0,42.39,0.66,0,0,0,0,0,0,0,74,0,0,0,0,2.05,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

60,14:45-15:00,0,98.87,0,0,17.75,0,2.33,343.12,0,15,45.53,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,41.48,90.42,0,0,0,0,42.39,0.66,0,0,0,0,0,0,0,74,0,0,0,0,2.05,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

61,15:00-15:15,0,98.87,0,0,17.75,0,2.33,343.12,0,15,45.53,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,41.48,90.42,0,0,0,0,42.39,0.66,0,0,0,0,0,0,0,74,0,0,0,0,2.05,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

62,15:15-15:30,0,98.87,0,0,17.75,0,2.33,343.12,0,15,45.53,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,41.48,90.42,0,0,0,0,42.39,0.66,0,0,0,0,0,0,0,74,0,0,0,0,2.05,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

63,15:30-15:45,0,98.87,0,0,17.75,0,2.33,343.12,0,15,45.53,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,41.48,90.42,0,0,0,0,42.39,0.66,0,0,0,0,0,0,0,74,0,0,0,0,2.05,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

64,15:45-16:00,0,98.87,0,0,17.75,0,2.33,343.12,0,15,45.53,43.36,0,26.01,25.83,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,41.26,90.42,0,0,0,0,42.39,0.66,0,0,0,0,0,0,0,74,0,0,0,0,2.05,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

