Column1,Time,GNA/NR/2024/09/01/7908,NR/01102023/31052040/LT-31,GNA/NR/2024/09/01/9821,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/09/01/6566,GNA/NR/2024/09/01/2171,NR/30092023/31122025/SH-07,GNA/NR/2024/09/16/2535,GNA/NR/2024/09/01/6020,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/09/01/7119,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,GNA/NR/2024/09/01/8090,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,NR/26072023/25122043/L_NR_2023_10,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/30092024/LT_MEJA_DELHI
7,01:30-01:45,21.81,0,32.95,29.27,5.59,206.97,24.23,2.42,32,145.38,96.92,0,0,17.52,11.29,57.86,0,70.64,8.81,100.97,0,0,0,0,0,0,0,29.33,0,0,0,28,0,0,29.33,8.66,9.33,0,35.01,0,9.34,274.04,0

8,01:45-02:00,21.81,0,32.95,29.27,5.59,191.55,24.23,2.42,32,145.38,96.92,0,0,17.52,11.29,57.86,0,70.64,8.81,100.97,0,0,0,0,0,0,0,28.67,0,0,0,27.5,0,0,28.67,8.34,9.17,0,33.01,0,9.16,232.61,0

9,02:00-02:15,21.81,0,32.95,29.27,5.46,206.97,24.23,2.42,32,145.38,96.92,0,0,17.52,11.19,68.36,0,70.64,8.81,100.97,0,0,0,0,0,0,0,28.33,0,0,0,27.5,0,0,28.33,8.34,9.17,0,32.01,0,9.16,193.84,0

10,02:15-02:30,21.81,0,32.95,29.27,5.46,206.97,24.23,2.42,32,145.38,96.92,0,0,17.52,11.19,68.36,0,70.64,8.81,100.97,0,0,0,0,0,0,0,27.67,0,0,0,27.5,0,0,27.67,8.34,9.17,0,28.21,0,9.16,150.72,0

11,02:30-02:45,21.81,0,32.95,28.26,5.46,206.97,24.23,2.42,32,145.38,96.92,0,0,17.52,11.19,68.36,0,70.64,8.81,100.97,0,0,0,0,0,0,0,20,0,0,0,27.5,0,0,20,8.34,9.17,0,27.01,0,9.16,150.72,0

12,02:45-03:00,21.81,0,32.95,28.26,5.46,206.97,24.23,2.42,32,145.38,96.92,0,0,17.52,11.19,68.36,0,70.64,8.81,100.97,0,0,0,0,0,0,0,20,0,0,0,27.5,0,0,20,8.34,9.17,0,26.21,0,9.16,150.72,0

13,03:00-03:15,21.81,0,0,28.26,5.31,206.97,24.23,2.42,32,145.38,96.92,0,0,17.52,11.19,68.36,0,70.64,8.81,100.97,0,0,0,0,0,0,0,20,0,0,0,27,0,0,20,8.34,9,0,25.61,0,9,150.72,0

14,03:15-03:30,21.81,0,0,28.26,5.31,206.97,24.23,2.42,32,145.38,96.92,0,0,17.52,11.19,68.36,0,70.64,8.81,100.97,0,0,0,0,0,0,0,20,0,0,0,26.5,0,0,20,8.34,8.83,0,24.61,0,8.84,150.72,0

15,03:30-03:45,21.81,0,0,28.26,5.31,206.97,24.23,2.42,32,145.38,96.92,0,0,17.52,11.19,68.36,0,70.64,8.81,100.97,0,0,0,0,0,0,0,20,0,0,0,26,0,0,20,8.34,8.67,0,27.01,0,8.66,150.72,0

16,03:45-04:00,21.81,0,0,28.26,5.31,206.97,24.23,2.42,32,145.38,96.92,0,0,17.52,11.19,68.36,0,70.64,8.81,100.97,0,0,0,0,0,0,0,20,0,0,0,25.5,0,0,20,8.34,8.5,0,26.41,0,8.5,150.72,0

17,04:00-04:15,21.81,0,0,28.26,5.22,206.97,24.23,2.42,32,145.38,96.92,0,0,17.52,11.11,68.36,0,70.64,8.81,100.97,0,0,0,0,0,0,0,23.33,0,0,0,25,0,0,23.33,8.34,8.33,0,26.01,0,8.34,150.72,0

18,04:15-04:30,21.81,0,0,28.26,5.22,206.97,24.23,2.42,32,145.38,96.92,0,0,17.52,11.11,68.36,0,70.64,8.81,100.97,0,0,0,0,0,0,0,23.33,0,0,0,25,0,0,23.33,8.34,8.33,0,25.61,0,8.34,150.72,0

19,04:30-04:45,21.81,0,0,28.26,5.22,206.97,24.23,2.42,32,145.38,96.92,0,0,17.52,11.11,68.36,0,70.64,8.81,100.97,0,0,0,0,0,0,0,23.33,0,0,0,25,0,0,23.33,8.34,8.33,0,27.61,0,8.34,150.72,0.12

20,04:45-05:00,21.81,0,0,28.26,5.22,206.97,24.23,2.42,32,145.38,96.92,0,0,17.52,11.11,68.36,0,70.64,8.81,100.97,0,0,0,0,0,0,0,23.33,0,0,0,25,0,0,23.33,8.34,8.33,0,27.01,0,8.34,150.72,0.43

21,05:00-05:15,21.81,0,0,28.26,5.13,206.97,24.23,2.42,32,145.38,96.92,0,0,17.52,10.91,68.36,0,70.64,8.81,100.97,0,0,0,0,0,0,0,26.67,0,0,0,25,0,0,26.67,8.34,8.33,0,26.41,0,8.34,150.72,0.77

22,05:15-05:30,21.81,0,0,28.26,5.13,206.97,24.23,2.42,32,145.38,96.92,0,0,17.52,10.91,68.36,0,70.64,8.81,100.97,0,0,0,0,0,0,0,26.67,0,0,0,25,0,0,26.67,8.34,8.33,0,26.01,0,8.34,150.72,0.77

23,05:30-05:45,21.81,0,0,28.26,5.13,206.97,24.23,2.42,32,145.38,96.92,0,0,17.52,10.91,68.36,0,70.64,8.81,100.97,0,0,0,0,0,0,0,26.67,0,0,0,25,0,0,26.67,8.34,8.33,0,27.61,0,8.34,193.84,0.77

24,05:45-06:00,21.81,0,0,29.27,5.13,206.97,24.23,2.42,32,145.38,96.92,0,0,17.52,10.91,68.36,0,70.64,8.81,100.97,0,0,0,0,0,0,0,26.67,0,0,0,25,0,0,26.67,8.34,8.33,0,27.21,0,8.34,232.61,1.09

25,06:00-06:15,21.81,0,0,28.77,5.13,206.97,24.23,2.42,0,0,96.92,0,0,17.52,10.83,68.36,0,70.64,8.81,100.97,0,0,0.38,0,0,11.5,0,26.67,0,3.6,1,25,11.41,0,26.67,8.34,8.33,1,23.01,1,8.34,274.04,1.4

26,06:15-06:30,21.81,0,0,28.26,5.13,206.97,24.23,2.42,0,0,96.92,0,0,17.52,10.83,68.36,0,70.64,8.81,100.97,0,0,3.06,0,1,20.24,0,26.67,1,9.1,4,25,20.07,0,26.67,8.34,8.33,1,22.01,2,8.34,274.04,1.73

27,06:30-06:45,21.81,0.43,0,27.25,5.13,263.14,24.23,2.42,0,0,96.92,0,0.43,17.52,10.83,86.74,0,70.64,8.81,97.86,0,0.45,7.21,0.18,3,27.87,0.89,26.67,3,11.8,7,25,27.63,1,26.67,8.34,8.33,3,21.61,5,8.34,274.04,2.04

28,06:45-07:00,21.81,0.77,0,27.25,5.13,263.14,24.23,2.42,0,0,96.92,0,0.77,17.52,10.83,68.36,0,70.64,8.81,100.97,0,0.79,11.29,0.71,4,33,3.57,26.67,7,15.5,14,25,33,3,26.67,8.34,8.33,6,21.01,8,8.34,274.04,0

29,07:00-07:15,21.81,1.31,0,27.76,5.03,214.68,24.23,2.42,0,0,96.92,0,1.31,17.52,10.73,68.36,0,70.64,8.81,100.97,0,1.34,16.2,1.6,5,33,8.03,26.67,10,19.1,21,25,33,5,26.67,8.34,8.33,9,13.01,10,8.34,232.61,2.07

30,07:15-07:30,21.81,2.04,0,27.76,5.03,206.97,24.23,2.42,0,0,96.92,0,2.04,17.52,10.73,68.36,0,70.64,8.81,100.97,0,2.09,22.97,2.85,7,33,14.28,26.67,13,26.4,32,25,33,8,26.67,8.34,8.33,13,12.81,15,8.34,232.61,2

31,07:30-07:45,21.81,2.94,0,28.26,5.03,206.97,24.23,2.42,0,0,96.92,0,2.94,17.52,10.73,68.36,0,70.64,8.81,100.97,0,3.02,29.03,5.35,10,32.67,26.74,26.67,17,32.67,42,25,32.66,11,26.67,8.34,8.33,18,10,22,8.34,232.61,1.92

32,07:45-08:00,21.81,3.64,0,28.26,5.03,206.97,24.23,2.42,0,0,96.92,0,3.64,17.52,10.73,68.36,0,70.64,8.81,100.97,0,3.72,36.54,8.68,14,33,43.41,26.67,20,33,53,25,33,15,26.67,8.34,8.33,22,10,28,8.34,232.61,1.84

33,08:00-08:15,21.81,4.65,0,27.25,5.03,206.97,24.23,2.42,0,0,96.92,0,4.65,17.52,10.73,68.36,0,70.64,8.81,100.97,0,4.77,43.84,12.28,17,33,61.39,26.67,23,33,67,25,33,20,26.67,8.34,8.33,28,10,35,8.34,193.84,1.76

34,08:15-08:30,21.81,5.74,0,27.25,5.03,206.97,24.23,2.42,0,0,96.92,0,5.74,17.52,10.73,68.36,0,70.64,8.81,100.97,0,5.88,50.28,15.9,20,33,79.51,26.67,29,33,81,25,33,23,26.67,8.34,8.33,34,10,43,8.34,193.84,1.76

35,08:30-08:45,21.81,6.78,0,27.25,5.03,206.97,24.23,2.42,0,0,96.92,0,6.78,17.52,10.73,68.36,0,70.64,8.81,100.97,0,6.95,56.06,19.46,24,33,97.3,26.67,38,33,95,25,33,26,26.67,8.34,8.33,40,10,50,8.34,193.84,1.76

36,08:45-09:00,21.81,7.85,0,26.25,5.03,206.97,24.23,2.42,0,0,96.92,0,7.85,17.52,10.73,68.36,0,70.64,8.81,100.97,0,8.04,61.31,24.16,27,33,120.8,26.67,45,33,109,25,33,29,26.67,8.34,8.33,46,10,58,8.34,193.84,1.76

37,09:00-09:15,21.81,8.78,0,27.25,4.94,206.97,24.23,2.42,0,0,96.92,0,8.78,24.82,10.64,57.86,0,70.64,12.48,100.97,0,9,66.16,28.66,31,33,143.33,26.67,53,33,126,25,33,33,26.67,8.34,8.33,54,10,64,8.34,193.84,1.76

38,09:15-09:30,21.81,9.71,0,25.23,4.94,206.97,24.23,2.42,0,0,96.92,0,9.71,24.82,10.64,57.86,0,70.64,12.48,100.97,0,9.95,70.52,31.57,34,33,157.88,26.67,58,33,140,25,33,35,26.67,8.34,8.33,60,10,70,8.34,193.84,1.76

39,09:30-09:45,21.81,10.64,0,25.23,4.94,206.97,24.23,2.42,0,0,96.92,0,10.64,24.82,10.64,57.86,0,70.64,12.48,100.97,0,10.91,74.5,34.49,37,33,172.43,26.67,66,33,151,25,33,39,26.67,8.34,8.33,64,10,77,8.34,193.84,1.76

40,09:45-10:00,21.81,11.82,0,25.23,4.94,206.97,24.23,2.42,0,0,96.92,0,11.82,24.82,10.64,57.86,0,70.64,12.48,100.97,0,12.12,77.99,37.4,39,33,186.98,26.67,73,33,161,25,33,40,26.67,8.34,8.33,69,10,83,8.34,193.84,1.76

41,10:00-10:15,21.81,12.47,0,26.24,4.94,206.97,24.23,2.42,0,0,96.92,0,12.47,24.82,10.54,57.86,0,70.64,12.48,100.97,0,12.79,80.43,39.6,41,33,197.99,26.67,78,33,172,25,33,41,26.67,8.34,8.33,73,10.2,87,8.34,193.84,1.76

42,10:15-10:30,21.81,13.64,0,25.23,4.94,206.97,24.23,2.42,0,0,96.92,0,13.64,24.82,10.54,57.86,0,70.64,12.48,100.97,0,13.97,81.94,41.8,43,33,208.99,26.67,82,33,179,25,33,43,26.67,8.34,8.33,76,10.4,91,8.34,193.84,1.76

43,10:30-10:45,21.81,14.15,0,25.23,5.59,206.97,24.23,2.42,0,0,96.92,0,14.15,24.82,10.54,57.86,0,70.64,12.48,100.97,0,14.51,83.09,44,44,33,220,32,88,33,186,25,33,44,32,8.34,8.33,79,9.2,93,8.34,193.84,1.76

44,10:45-11:00,21.81,15.12,0,25.23,5.59,206.97,24.23,2.42,0,0,96.92,0,15.12,24.82,10.54,57.86,0,70.64,12.48,100.97,0,15.49,84.24,46,45,33,230,32.67,90,33,189,25,33,45,32.67,8.34,8.33,81,9.2,95,8.34,232.61,1.76

45,11:00-11:15,21.81,15.39,0,25.23,5.59,206.97,24.23,2.42,0,0,96.92,0,15.39,24.82,10.46,57.86,0,70.64,12.48,100.97,0,15.78,85.41,46,45,33,230,33.33,90,33,193,25,33,45,33.33,8.34,8.33,82,9.2,95,8.34,274.04,1.76

46,11:15-11:30,21.81,15.63,0,25.23,5.59,206.97,24.23,2.42,0,0,96.92,0,15.63,24.82,10.46,57.86,0,70.64,12.48,100.97,0,16.02,85.87,46,45,33,230,34.33,91,33,194,25,33,46,34.33,8.34,8.33,83,9.2,95,8.34,274.04,1.76

47,11:30-11:45,21.81,15.76,0,24.72,5.59,171.2,24.23,2.42,0,0,96.92,0,15.76,24.82,10.46,57.86,0,70.64,12.48,87.23,0,16.15,85.39,46,45,33,230,35,91,33,194,25,33,47,35,8.34,8.33,83,9.2,95,8.34,274.04,1.76

48,11:45-12:00,21.81,15.76,0,24.22,5.59,171.2,24.23,2.42,0,0,96.92,0,15.76,24.82,10.46,57.86,0,70.64,12.48,87.23,0,16.15,84.31,46,45,33,230,35.67,91,33,194,25,33,47,35.67,8.34,8.33,83,9.2,95,8.34,274.04,1.76

49,12:00-12:15,21.81,15.76,0,24.22,5.78,171.2,24.23,2.42,0,0,96.92,0,15.76,24.82,10.46,57.86,0,70.64,12.48,77.54,0,16.15,78.77,46,45,33,230,36.67,91,33,194,25.5,33,48,36.67,8.34,8.5,83,10.4,95,8.5,274.04,1.76

50,12:15-12:30,21.81,15.76,0,24.22,5.78,171.2,24.23,2.42,0,0,96.92,0,15.76,24.82,10.46,57.86,0,70.64,12.48,77.54,0,16.15,73.17,46,45,33,230,37.33,91,33,194,27,33,48,37.33,8.34,9,83,11.81,95,9,274.04,1.76

51,12:30-12:45,21.81,15.76,0,24.22,5.78,171.2,24.23,2.42,0,0,96.92,0,15.76,24.82,10.46,57.86,0,70.64,12.48,77.54,0,16.15,68.35,46,45,33,230,37.67,91,33,194,28.5,33,48,37.67,8.34,9.5,83,10.2,95,9.5,274.04,1.76

52,12:45-13:00,21.81,15.76,0,24.22,5.78,171.2,24.23,2.42,0,0,96.92,0,15.76,24.82,10.46,57.86,0,70.64,12.48,77.54,0,16.15,64.41,46,45,33,230,37.67,91,33,194,30,33,48,37.67,8.34,10,83,10.6,95,10,274.04,1.76

53,13:00-13:15,21.81,15.76,0,24.22,5.96,171.2,24.23,2.42,0,0,96.92,0,15.76,24.82,10.46,57.86,0,70.64,12.48,72.69,0,16.15,62.99,46,45,33,230,37.67,91,33,194,32,33,48,37.67,11.66,10.67,83,11.81,95,10.66,274.04,1.76

54,13:15-13:30,21.81,15.76,0,24.72,5.96,171.2,24.23,2.42,0,0,96.92,0,15.76,24.82,10.46,57.86,0,70.64,12.48,63,0,16.15,63.63,46,45,33,230,37.67,91,33,194,34,33,48,37.67,12,11.33,83,13.41,95,11.34,274.04,1.76

55,13:30-13:45,21.81,15.76,0,24.72,5.96,171.2,24.23,2.42,0,0,96.92,0,15.76,24.82,10.46,57.86,0,70.64,12.48,72.69,0,16.15,64.32,46,45,33,230,38.33,91,33,194,36,33,47,38.33,12.34,12,83,15.61,95,12,274.04,1.76

56,13:45-14:00,21.81,15.49,0,24.72,5.96,171.2,24.23,2.42,0,0,96.92,0,15.49,24.82,10.46,57.86,0,70.64,12.48,72.69,0,15.88,61.1,46,45,33,230,39.33,91,33,194,38,33,46,39.33,12.34,12.67,83,16.61,93,12.66,274.04,1.76

57,14:00-14:15,21.81,15.3,0,24.72,6.24,171.2,24.23,2.42,0,0,96.92,0,15.3,24.82,10.54,57.86,0,70.64,12.48,100.97,0,15.68,60.61,45.53,44,33,227.65,40,90,33,193,39,33,44,40,12.66,13,82,12.21,91,13,274.04,1.76

58,14:15-14:30,21.81,14.77,0,24.72,6.24,171.2,24.23,2.42,0,0,96.92,0,14.77,24.82,10.54,57.86,0,70.64,12.48,100.97,0,15.14,62.56,44.13,43,33,220.67,41,90,33,186,39.5,33,43,41,13,13.17,79,14.41,90,13.16,274.04,1.76

59,14:30-14:45,21.81,14.38,0,24.72,6.24,171.2,24.23,0,0,0,96.92,0,14.38,24.82,10.54,57.86,0,70.64,12.48,100.97,0,14.74,61.32,42.19,41,33,210.95,42.67,87,33,165,40,33,43,42.67,13.34,13.33,70,17.21,87,13.34,274.04,1.76

60,14:45-15:00,21.81,13.69,0,25.73,6.24,171.2,24.23,0,0,0,96.92,0,13.69,24.82,10.54,57.86,0,70.64,12.48,100.97,0,14.04,56.71,40.25,39,33,201.23,44.67,84,33,158,40.5,33,42,44.67,13.66,13.5,67,20.61,83,13.5,274.04,1.76

61,15:00-15:15,21.81,12.75,0,27.24,6.52,171.2,24.23,0,0,0,96.92,0,12.75,24.82,10.64,57.86,0,70.64,12.48,100.97,0,13.07,54.02,37,37,33,185.02,47,80,33,151,40,33,41,47,14,13.33,64,27.21,76,13.34,274.04,1.76

62,15:15-15:30,21.81,11.81,0,27.24,6.52,171.2,24.23,0,0,0,96.92,0,11.81,24.82,10.64,57.86,0,70.64,12.48,100.97,0,12.11,46.61,33.76,34,33,168.81,49.33,74,33,144,40,33,38,49.33,14,13.33,61,29.61,71,13.34,274.04,1.76

63,15:30-15:45,21.81,10.88,0,27.24,6.52,263.14,24.23,0,0,0,96.92,0,10.88,24.82,10.64,87.42,0,70.64,12.48,100.97,0,11.14,39.47,34.57,31,33,172.88,52,69,33,137,39.5,33,36,52,14.34,13.17,58,32.41,66,13.16,274.04,1.76

64,15:45-16:00,21.81,9.93,0,27.24,6.52,263.14,24.23,0,0,0,96.92,0,9.93,24.82,10.64,87.42,0,70.64,12.48,100.97,0,10.18,33.06,32.35,28,33,161.73,54.33,64,33,126,39,33,33,54.33,14.34,13,54,34.61,59,13,274.04,1.76

65,16:00-16:15,21.81,8.82,0,27.24,6.44,263.14,24.23,0,0,0,96.92,0,8.82,24.82,10.73,87.42,0,70.64,12.48,100.97,0,9.04,27.49,29.05,25,33,145.27,47.67,58,33,116,39.5,33,30,47.67,14.34,13.17,49,36.42,53,13.16,274.04,1.76

66,16:15-16:30,21.81,7.93,0,27.76,6.44,263.14,24.23,0,0,0,96.92,0,7.93,24.82,10.73,87.42,0,70.64,12.48,100.97,0,8.13,22.6,26.58,21,33,132.91,48.33,53,33,102,40.5,33,27,48.33,14.34,13.5,43,39.22,45,13.5,274.04,1.76

67,16:30-16:45,21.81,6.99,0,27.76,6.44,263.14,24.23,0,0,0,96.92,0,6.99,24.82,10.73,87.42,0,70.64,12.48,100.97,0,7.16,18.02,23.33,18,33,116.63,49.33,46,33,88,42,33,21,49.33,14.66,14,37,42.22,37,14,274.04,1.76

68,16:45-17:00,21.81,5.95,0,27.76,6.44,263.14,24.23,0,0,0,96.92,0,5.95,24.82,10.73,87.42,0,70.64,12.48,100.97,0,6.1,13.67,19.4,15,33,97.01,50.67,39,22.7,74,43.5,33,17,50.67,14.66,14.5,31,43.02,30,14.5,274.04,1.76

69,17:00-17:15,21.81,4.95,0,27.76,6.71,263.14,24.23,0,0,0,96.92,0,4.95,24.82,10.91,87.42,0,70.64,12.48,100.97,0,5.07,9.71,17.09,11,33,85.46,41.67,31,15.5,60,44.5,33,15,41.67,15,14.83,25,43.02,24,14.84,274.04,1.76

70,17:15-17:30,21.81,4.04,0,27.24,6.71,263.14,24.23,0,0,0,96.92,0,4.04,24.82,10.91,87.42,0,70.64,12.48,100.97,0,4.14,6.25,12.79,9,33,63.95,41.67,24,8.2,46,46,33,11,41.67,15,15.33,19,43.02,18,15.34,274.04,1.76

71,17:30-17:45,21.81,3.08,0,27.24,6.71,263.14,24.23,0,0,0,96.92,0,3.08,24.82,10.91,87.42,0,70.64,12.48,100.97,0,3.16,3.72,8.25,6,29.96,41.25,40.67,18,2.7,32,47.5,29.71,8,40.67,14.66,15.83,13,43.02,14,15.84,274.04,1.76

72,17:45-18:00,21.81,2.22,0,27.24,6.71,263.14,24.23,0,0,0,96.92,0,2.22,24.82,10.91,87.42,0,70.64,12.48,100.97,0,2.27,2.38,4.81,5,20.26,24.07,39.33,15,0,18,49,20.08,7,39.33,14,16.33,7,43.02,11,16.34,274.04,1.76

73,18:00-18:15,21.81,1.69,0,28.25,6.71,263.14,24.23,0,0,0,96.92,0,1.69,24.82,11.11,87.42,0,66.47,12.48,100.97,0,1.74,1.45,3.08,3,0,15.4,39,12,0,11,46.5,0,5,39,13.66,15.5,4,43.02,7,15.5,274.04,1.76

74,18:15-18:30,21.81,1.2,0,28.25,6.71,263.14,24.23,0,0,0,96.92,0,1.2,24.82,11.11,87.42,0,66.47,12.48,100.97,0,1.23,0.2,1.73,2,0,8.67,38.67,8,0,4,46,0,2,38.67,12.66,15.33,1,43.02,3,15.34,274.04,0

75,18:30-18:45,21.81,0.61,0,28.25,6.34,263.14,24.23,0,0,0,96.92,0,0.61,24.82,11.11,87.42,0,75.02,12.48,100.97,0,0.63,0,0.7,1,0,3.53,35,6,0,1,39,0,0,35,11.34,13,0,43.02,1,13,274.04,0

76,18:45-19:00,21.81,0.22,0,28.25,6.34,263.14,24.23,0,0,0,96.92,0,0.22,24.82,11.11,87.42,0,83.55,12.48,100.97,0,0.23,0,0.04,0,0,0.22,34,4,0,0,38.5,0,0,34,10.66,12.83,0,43.02,0,12.84,274.04,0

77,19:00-19:15,21.81,0,0,29.77,6.15,263.14,24.23,0,0,0,96.92,0,0,24.82,11.29,87.42,0,92.1,12.48,100.97,0,0,0,0,0,0,0,33,2,0,0,38,0,0,33,10.66,12.67,0,43.02,0,12.66,274.04,0.72

78,19:15-19:30,21.81,0,0,29.77,6.15,263.14,24.23,0,0,0,96.92,0,0,24.82,11.29,87.42,0,115.84,12.48,100.97,0,0,0,0,0,0,0,31.67,0,0,0,37.5,0,0,31.67,10.34,12.5,0,43.02,0,12.5,274.04,1.76

79,19:30-19:45,21.81,0,0,29.77,6.15,263.14,24.23,0,0,0,96.92,0,0,24.82,11.29,87.42,0,115.84,12.48,100.97,0,0,0,0,0,0,0,30.33,0,0,0,35,0,0,30.33,10.34,11.67,0,43.02,0,11.66,274.04,3.99

80,19:45-20:00,21.81,0,0,29.77,6.15,263.14,24.23,0,0,0,96.92,0,0,24.82,11.29,87.42,0,115.84,12.48,100.97,0,0,0,0,0,0,0,29,0,0,0,34,0,0,29,10,11.33,0,43.02,0,11.34,274.04,3.99

81,20:00-20:15,21.81,0,0,29.77,5.96,263.14,24.23,0,0,0,96.92,0,0,24.82,11.38,71.72,0,115.84,12.48,88.31,0,0,0,0,0,0,0,28.33,0,0,0,33,0,0,28.33,10,11,0,43.02,0,11,274.04,3.99

82,20:15-20:30,21.81,0,0,29.27,5.96,263.14,24.23,0,0,0,96.92,0,0,24.82,11.38,71.72,0,115.84,12.48,88.31,0,0,0,0,0,0,0,27.67,0,0,0,32,0,0,27.67,9.66,10.67,0,43.02,0,10.66,274.04,3.99

83,20:30-20:45,21.81,0,0,29.27,5.96,263.14,24.23,0,0,0,96.92,0,0,24.82,11.38,71.72,0,115.84,12.48,88.31,0,0,0,0,0,0,0,27.33,0,0,0,30.5,0,0,27.33,9,10.17,0,43.02,0,10.16,274.04,3.99

84,20:45-21:00,21.81,0,0,28.25,5.96,263.14,24.23,0,0,0,96.92,0,0,24.82,11.38,71.72,0,115.84,12.48,88.31,0,0,0,0,0,0,0,27.33,0,0,0,28.5,0,0,27.33,8.66,9.5,0,43.02,0,9.5,274.04,3.99

85,21:00-21:15,21.81,0,0,28.25,5.96,263.14,24.23,0,0,0,96.92,0,0,17.52,11.38,71.72,0,115.84,8.81,88.31,0,0,0,0,0,0,0,28,0,0,0,28,0,0,28,8.34,9.33,0,43.02,0,9.34,274.04,2.37

