Block,Time Block,KGSU1AND2,JHAJJAR,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,VALLURNTECL,ANTA_LF,URI2,ANTA_GF,ANTA_CRF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,SALAL,SEWA2,RIHAND3,SIMHST1,SINGRAULI_HYDRO,SIMHST2,RIHAND2,SINGRAULI,TALA,SASAN,RAPPC,RIHAND1,RAPPB,RSTPSU1TO6,RSTPSU7,UNCHAHAR1,UNCHAHAR4,TANDA2,TALST2,TANAKPUR,UNCHAHAR3,URI,TelanganaSTPP,UNCHAHAR2,TEHRI,RAMPUR,NTPL,PARBATI3,NLCEXP,NLCIIST1,NJPC,NLCIIST2,MAPS,NLCTS2EXP,NNTPP,NAPP,KKNP,KHSTPP-I,KKNPPU2,KOLDAM,KISHANGANGA,KUDGI,KGSU3AND4,KHSTPP-II,KOTESHWR,CHAMERA3,BSIUL,CHAMERA2,BRBCL,CHAMERA1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
10,02:15-02:30,0,343.17,0,9.57,0,357.64,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,97.81,103.54,0,400.3,51.55,76.25,0,0,0,11.02,0,0,0,0,14.2,1.47,0,22.42,0,0,0,0,0,0,0,0,0,0,0,42.57,0,21.66,0,0,0,0,0,94.34,8.49,0,0,0,12.74,0,0,0,0,0,0

11,02:30-02:45,0,343.17,0,9.57,0,357.64,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,97.81,103.54,0,400.3,51.55,76.25,0,0,0,11.02,0,0,0,0,14.2,1.47,0,22.42,0,0,0,0,0,0,0,0,0,0,0,42.57,0,21.66,0,0,0,0,0,94.34,8.49,0,0,0,13.97,0,0,0,0,0,0

12,02:45-03:00,0,343.17,0,9.57,0,357.64,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,97.81,103.54,0,400.3,51.55,76.25,0,0,0,11.02,0,0,0,0,14.2,1.47,0,22.42,0,0,0,0,0,0,0,0,0,0,0,42.57,0,18.3,0,0,0,0,0,94.34,8.49,0,0,0,13.05,0,0,0,0,0,0

13,03:00-03:15,0,343.17,0,9.57,0,357.64,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,97.81,103.54,0,400.3,51.55,76.25,0,0,0,11.02,0,0,0,0,14.2,1.47,0,22.42,0,0,0,0,0,0,0,0,0,0,0,42.57,0,18.3,0,0,0,0,0,94.34,8.49,0,0,0,14.62,0,0,0,0,0,0

14,03:15-03:30,0,343.17,0,9.57,0,357.64,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,8.88,0,118.84,0,0,0,97.81,103.54,0,400.3,51.55,76.25,0,0,0,11.02,0,0,0,0,14.2,1.47,0,22.42,0,0,0,0,0,0,0,0,0,0,0,42.57,0,18.3,0,0,0,0,0,94.34,8.49,0,0,0,15.53,0,0,0,0,0,0

15,03:30-03:45,0,343.17,0,9.57,0,357.64,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,39.99,0,118.84,0,0,0,97.81,103.54,0,400.3,51.55,76.25,0,0,0,11.02,0,0,0,0,14.2,1.47,0,22.42,0,0,0,0,0,0,0,0,0,0,0,42.57,0,18.3,0,0,0,0,0,94.34,8.49,0,0,0,14.05,0,0,0,0,0,0

16,03:45-04:00,0,343.17,0,9.57,0,357.64,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,39.99,0,118.84,0,0,0,97.81,103.54,0,400.3,51.55,76.25,0,0,0,11.02,0,0,0,0,14.2,1.47,0,22.42,0,0,0,0,0,0,0,0,0,0,0,42.57,0,18.3,0,0,0,0,0,94.34,8.49,0,0,0,17.07,0,0,0,0,0,0

17,04:00-04:15,0,343.17,0,9.57,0,357.64,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,39.99,0,118.84,0,0,0,97.81,103.54,0,400.3,51.55,76.25,0,0,0,11.02,0,0,0,0,14.2,2.11,0,22.42,0,0,0,0,0,0,0,0,0,0,0,42.57,0,18.3,0,0,0,0,0,94.34,8.49,0,0,0,16.8,0,0,0,0,0,0

18,04:15-04:30,0,343.17,0,9.57,0,357.64,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,39.99,0,118.84,0,0,0,97.81,103.54,0,400.3,51.55,76.25,0,0,0,11.02,0,0,0,0,14.2,2.11,0,22.42,0,0,0,0,0,0,0,0,0,0,0,42.57,0,18.3,0,0,0,0,0,94.34,8.49,0,0,0,19.12,0,0,0,0,0,0

19,04:30-04:45,0,343.17,0,9.57,0,357.64,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,39.99,0,118.84,0,0,0,97.81,103.54,0,400.3,51.55,76.25,0,0,0,11.02,0,0,0,0,14.2,2.11,0,22.42,0,0,0,0,0,0,0,0,0,0,0,42.57,0,18.3,0,0,0,0,0,94.34,8.49,0,0,0,18.77,0,0,0,0,0,0

20,04:45-05:00,0,343.17,0,9.57,0,357.64,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,39.99,0,118.84,0,0,0,97.81,103.54,0,400.3,51.55,76.25,0,0,0,11.02,0,0,0,0,14.2,2.11,0,22.42,0,0,0,0,0,0,0,0,0,0,0,42.57,0,18.3,0,0,0,0,0,94.34,8.49,0,0,0,19.06,0,0,0,0,0,0

21,05:00-05:15,0,344,0,9.57,0,357.64,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,8.88,0,118.84,0,0,0,97.81,103.54,0,400.3,51.55,76.25,0,0,0,11.48,0,0,0,0,14.2,2.11,0,22.42,0,0,0,0,0,0,0,0,0,0,0,42.57,0,18.3,0,0,0,0,0,94.34,8.49,0,0,0,19.12,0,0,0,0,0,0

22,05:15-05:30,0,344,0,9.57,0,357.64,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,97.81,103.54,0,400.3,51.55,76.25,0,0,0,11.48,0,0,0,0,14.2,2.11,0,22.42,0,0,0,0,0,0,0,0,0,0,0,42.57,0,18.3,0,0,0,0,0,94.34,8.49,0,0,0,19.12,0,0,0,0,0,0

23,05:30-05:45,0,344,0,9.57,15.75,357.64,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,97.81,103.54,0,400.3,51.55,76.25,0,0,0,11.48,0,0,0,0,14.2,2.11,0,22.42,0,0,0,0,0,0,19.91,0,0,0,0,42.57,0,18.3,0,0,0,0,0,94.34,8.49,0,0,0,19.12,0,0,0,0,0,0

24,05:45-06:00,0,344,0,9.57,15.75,372.93,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,97.81,103.54,0,400.3,51.55,76.25,0,0,0,11.48,0,0,0,0,14.2,2.11,0,22.42,14.87,0,0,0,0,0,44.36,0,0,0,0,42.57,0,18.3,0,0,0,0,0,122.18,8.49,0,0,0,19.12,0,0,0,0,0,0

25,06:00-06:15,0,357.33,8.74,13.58,15.75,477.28,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,13.59,0,0,0,0,17.77,2.11,0,27.59,14.87,0,0,3.65,0,0,67.08,0,0,0,0,42.57,0,29.59,0,0,0,0,0,141.65,8.49,0,0,0,19.12,0,0,0,0,0,0

26,06:15-06:30,0,377.38,17.46,13.83,31.5,534.63,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,17.56,0,0,0,0,24.04,2.11,0,39.96,29.75,0,0,15.82,0,0,67.08,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,8.49,0,0,2.55,19.12,0,0,0,0,0,0

27,06:30-06:45,0,465.32,26.2,13.83,31.5,547.98,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,0,25.23,25.32,0,40.52,44.62,0,0,15.82,0,0,89.43,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,8.49,9.24,1.05,7.65,19.12,11.48,0,0,0,0,0

28,06:45-07:00,0,553.27,26.2,13.83,31.5,617.27,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,0,25.23,25.32,0,40.52,59.5,0,0,15.82,0,0,89.43,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,9.43,18.53,12.46,25.18,19.12,11.71,0,0,0,0,0

29,07:00-07:15,0,623.59,26.2,13.83,31.5,653.01,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,7.55,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,0,25.23,25.32,0,40.52,59.5,0,0,15.82,0,0,108.63,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,9.43,18.53,12.46,25.18,19.12,26.86,0,0,0,0,0

30,07:15-07:30,0,625.45,26.2,13.83,31.5,653.01,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,15.11,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,0,25.23,4.75,0,40.52,59.5,0,0,15.82,0,0,108.63,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,9.43,18.53,12.46,25.18,19.12,26.86,0,0,0,0,0

31,07:30-07:45,0,625.45,26.2,13.83,31.5,653.01,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,15.11,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,5.51,25.23,3.16,0,40.52,59.5,0,0,15.82,0,0,108.63,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,9.43,18.53,12.46,25.18,19.12,26.86,0,0,0,0,0

32,07:45-08:00,0,625.45,26.2,13.83,31.5,653.01,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,15.11,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,5.51,25.23,3.16,0,40.52,59.5,0,0,3.4,0,0,108.63,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,9.43,18.53,12.46,25.18,18,26.86,0,0,0,0,0

33,08:00-08:15,0,625.45,26.2,13.83,31.5,653.01,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,15.11,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,5.51,25.23,3.16,0,40.52,59.5,0,0,0,0,0,108.63,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,9.43,18.53,12.46,25.18,19.12,26.86,0,0,0,0,0

34,08:15-08:30,0,625.45,26.2,13.83,31.5,653.01,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,8.92,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,5.51,25.23,3.16,0,40.52,59.5,0,0,0,0,0,108.63,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,9.43,18.53,12.46,25.18,19.12,26.86,0,0,0,0,0

35,08:30-08:45,0,625.45,8.74,13.83,31.5,653.01,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,5.51,25.23,25.32,0,40.52,59.5,0,0,0,0,0,89.43,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,8.49,9.24,2.1,9.56,19.12,11.48,0,0,0,0,0

36,08:45-09:00,0,625.45,0,13.83,31.5,653.01,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,0,25.23,25.32,0,40.52,44.62,0,0,0,0,0,67.08,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,8.49,0,0,0,19.12,0,0,0,0,0,0

37,09:00-09:15,0,625.45,0,13.83,31.5,653.01,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,0,25.23,25.32,0,40.52,44.62,0,0,0,0,0,44.73,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,8.49,0,0,0,18.71,0,0,0,0,0,0

38,09:15-09:30,0,625.45,0,13.83,31.5,653.01,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,0,25.23,4.75,0,40.52,29.75,0,0,0,0,0,20.55,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,8.49,0,0,0,19.12,0,0,0,0,0,0

39,09:30-09:45,0,625.45,0,13.83,15.75,653.01,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,0,25.23,3.16,0,40.52,29.75,0,0,0,0,0,0,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,8.49,0,0,0,19.12,0,0,0,0,0,0

40,09:45-10:00,0,625.45,0,13.83,15.75,653.01,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,0,25.23,3.16,0,40.52,13.98,0,0,0,0,0,0,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,8.49,0,0,0,19.12,0,0,0,0,0,0

41,10:00-10:15,0,596.44,0,13.83,15.75,588.22,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,0,25.23,3.16,0,40.52,0,0,0,0,0,0,0,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,8.49,0,0,0,19.12,0,0,0,0,0,0

42,10:15-10:30,0,596.44,0,13.83,15.75,524.92,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,0,25.23,3.16,0,40.52,0,0,0,0,0,0,0,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,8.49,0,0,0,19.12,0,0,0,0,0,0

43,10:30-10:45,0,596.44,0,12.23,15.75,517.28,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,17.41,0,0,0,0,22.47,7.39,0,35.71,0,0,0,0,0,0,0,0,0,0,0,42.57,0,29.02,0,0,0,0,0,141.76,8.49,0,0,0,19.12,0,0,0,0,0,0

44,10:45-11:00,0,568.23,0,12.23,15.75,488.6,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,17.41,0,0,0,0,22.47,7.39,0,35.71,0,0,0,0,0,0,0,0,0,0,0,42.57,0,29.02,0,0,0,0,0,141.76,8.49,0,0,0,19.12,0,0,0,0,0,0

45,11:00-11:15,0,520.43,0,13.32,0,440.8,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,17.41,0,0,0,0,22.47,7.39,0,35.71,0,0,0,0,0,0,0,0,0,0,0,42.57,0,29.02,0,0,0,0,0,141.76,8.49,0,0,0,17.62,0,0,0,0,0,0

46,11:15-11:30,0,432.49,0,13.32,0,393.01,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,14.68,0,0,0,0,18.98,7.39,0,30.12,0,0,0,0,0,0,0,0,0,0,0,42.57,0,29.02,0,0,0,0,0,141.76,8.49,0,0,0,16.48,0,0,0,0,0,0

47,11:30-11:45,0,346.97,0,13.32,0,359.16,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,15.2,0,0,0,0,18.98,7.39,0,29.98,0,0,0,0,0,0,0,0,0,0,0,42.57,0,25.74,0,0,0,0,0,121.21,8.49,0,0,0,18.06,0,0,0,0,0,0

48,11:45-12:00,0,346.46,0,11.56,0,299.34,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,15.2,0,0,0,0,19.51,7.39,0,29.98,0,0,0,0,0,0,0,0,0,0,0,42.57,0,25.74,0,0,0,0,0,121.21,8.49,0,0,0,19.12,0,0,0,0,0,0

49,12:00-12:15,0,344,0,9.57,0,261.1,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,11.53,0,0,0,0,14.55,6.34,0,22.28,0,0,0,0,0,0,0,0,0,0,0,42.57,0,25.74,0,0,0,0,0,105.27,8.49,0,0,0,19.12,0,0,0,0,0,0

50,12:15-12:30,0,344,0,9.57,0,261.1,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,11.48,0,0,0,0,14.55,6.34,0,22.28,0,0,0,0,0,0,0,0,0,0,0,42.57,0,25.74,0,0,0,0,0,105.27,8.49,0,0,0,19.12,0,0,0,0,0,0

51,12:30-12:45,0,344,0,9.57,0,261.1,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,11.48,0,0,0,0,14.55,1.06,0,22.28,0,0,0,0,0,0,0,0,0,0,0,42.57,0,25.74,0,0,0,0,0,105.27,8.49,0,0,0,19.12,0,0,0,0,0,0

52,12:45-13:00,0,344,0,9.57,0,261.1,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,11.48,0,0,0,0,14.55,1.06,0,22.28,0,0,0,0,0,0,0,0,0,0,0,42.57,0,25.74,0,0,0,0,0,105.27,8.49,0,0,0,19.12,0,0,0,0,0,0

53,13:00-13:15,0,344,0,9.57,0,261.1,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,11.48,0,0,0,0,14.55,4.22,0,22.28,0,0,0,0,0,0,0,0,0,0,0,42.57,0,19.4,0,0,0,0,0,85.4,8.49,0,0,0,19.12,0,0,0,0,0,0

54,13:15-13:30,0,344,0,9.57,0,261.1,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,11.48,0,0,0,0,14.55,4.22,0,22.28,0,0,0,0,0,0,0,0,0,0,0,42.57,0,19.4,0,0,0,0,0,77.97,8.49,0,0,0,19.12,0,0,0,0,0,0

55,13:30-13:45,0,344,0,9.57,0,261.1,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,11.48,0,0,0,0,14.55,1.06,0,22.28,0,0,0,0,0,0,0,0,0,0,0,42.57,0,19.4,0,0,0,0,0,77.97,8.49,0,0,0,19.12,0,0,0,0,0,0

56,13:45-14:00,0,344,0,9.57,0,261.1,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,11.48,0,0,0,0,14.55,1.06,0,22.28,0,0,0,0,0,0,0,0,0,0,0,42.57,0,19.4,0,0,0,0,0,77.97,8.49,0,0,0,19.12,0,0,0,0,0,0

57,14:00-14:15,0,344,0,9.57,0,261.1,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,11.48,0,0,0,0,14.55,1.59,0,22.28,0,0,0,0,0,0,0,0,0,0,0,42.57,0,18.3,0,0,0,0,0,84.12,8.49,0,0,0,19.12,0,0,0,0,0,0

58,14:15-14:30,0,344,0,9.57,0,261.1,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,11.48,0,0,0,0,14.55,1.59,0,22.28,0,0,0,0,0,0,0,0,0,0,0,42.57,0,18.3,0,0,0,0,0,84.12,8.49,0,0,0,18.46,0,0,0,0,0,0

59,14:30-14:45,0,344,0,9.57,0,261.1,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,87.15,0,0,0,100.57,109.71,0,400.3,51.55,75.58,0,0,0,11.48,0,0,0,0,14.55,4.01,0,22.28,0,0,0,0,0,0,0,0,0,0,0,42.57,0,18.3,0,0,0,0,0,84.12,8.49,0,0,0,19.12,0,0,0,0,0,0

60,14:45-15:00,0,344,0,9.57,0,328.02,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,87.15,0,0,0,91.08,109.71,0,400.3,51.55,60.52,0,0,0,11.48,0,0,0,0,14.55,4.01,0,22.28,0,0,0,0,0,0,0,0,0,0,0,42.57,0,18.3,0,0,0,0,0,84.12,8.49,0,0,0,19.12,0,0,0,0,0,0

61,15:00-15:15,0,344,0,9.57,0,353.64,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,87.15,0,0,0,91.08,109.71,0,400.3,51.55,60.52,0,0,0,11.48,0,0,0,0,14.55,10.55,0,22.28,0,0,0,0,0,0,0,0,0,0,0,42.57,0,21.64,0,0,0,0,0,102.37,8.49,0,0,0,19.12,0,0,0,0,0,0

62,15:15-15:30,0,346.46,0,11.45,0,406.04,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,115.12,0,0,0,104.02,120.41,0,400.3,51.55,72.88,0,0,0,15.2,0,0,0,0,19.51,10.55,0,29.98,0,0,0,0,0,0,0,0,0,0,0,42.57,0,28.61,0,0,0,0,0,138.76,8.49,0,0,0,19.12,0,0,0,0,0,0

63,15:30-15:45,0,346.46,0,11.47,0,445.19,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.47,120.41,0,400.3,51.55,86.19,0,0,0,15.2,0,0,0,0,19.51,3.16,0,29.98,14.87,0,0,0,0,0,0,0,0,0,0,42.57,0,28.61,0,0,0,0,0,139.37,8.49,0,0,0,19.12,0,0,0,0,0,0

