Column1,Time,SR/01102023/07102043/L_NR_2018_61,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/11/01/9061,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),GNA/NR/2024/11/01/9042,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/3646,GNA/WR/2024/11/01/4200,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,GNA/NR/2024/11/01/5474,GNA/WR/2024/10/15/7089,GNA/NR/2024/11/01/4503,GNA/NR/2024/11/01/5428,GNA/NR/2024/11/01/1868,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04)
8,01:45-02:00,23.61,70.04,1.91,0,32,1.39,0,52.84,25.94,0,149.4,170.04,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,17.29,1.81,25.94,63.42,0,2.57,0,190.26,0,8.65,25.94,8.65,57.35,26.24

9,02:00-02:15,23.01,70.04,1.83,0,32,1.39,0,52.84,25.94,0,149.4,117.35,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,17.29,1.81,25.94,63.42,0,2.57,0,190.26,0,8.65,25.94,8.65,57.35,26.24

10,02:15-02:30,22.41,70.04,1.83,0,32,1.39,0,52.84,25.94,0,149.4,143.29,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,17.29,1.81,25.94,63.42,0,2.57,0,190.26,0,8.65,25.94,8.65,57.35,26.24

11,02:30-02:45,22.01,70.04,1.83,0,32,1.39,0,52.84,25.94,0,149.4,139.45,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,17.29,1.81,25.94,63.42,0,2.57,0,190.26,0,8.65,25.94,8.65,57.35,26.24

12,02:45-03:00,21.01,70.04,1.83,0,32,1.39,0,52.84,25.94,0,149.4,136.56,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,17.29,1.81,25.94,63.42,0,2.57,0,190.26,0,8.65,25.94,8.65,57.35,26.24

13,03:00-03:15,20.01,70.04,1.83,0,32,1.39,0,52.84,25.94,0,149.4,136.56,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,17.29,1.81,25.94,63.42,0,2.57,0,190.26,0,8.65,25.94,8.65,57.35,26.24

14,03:15-03:30,19.01,70.04,1.83,0,32,1.39,0,52.84,25.94,0,149.4,131.76,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,17.29,1.81,25.94,63.42,0,2.57,0,190.26,0,8.65,25.94,8.65,57.35,26.24

15,03:30-03:45,18.81,70.04,1.83,0,32,1.39,0,52.84,25.94,0,149.4,136.56,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,17.29,1.81,25.94,63.42,0,2.57,0,190.26,0,8.65,25.94,8.65,57.35,26.24

16,03:45-04:00,17.81,70.04,1.83,0,32,1.39,0,52.84,25.94,0,149.4,137.52,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,17.29,1.81,25.94,63.42,0,2.57,0,190.26,0,8.65,25.94,8.65,57.35,26.24

17,04:00-04:15,17.81,70.04,1.76,0,32,1.39,0,52.84,25.94,0,149.4,150.01,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,17.29,1.81,25.94,63.42,0,2.48,0,190.26,0,8.65,25.94,8.65,57.35,26.24

18,04:15-04:30,18.41,70.04,1.76,0,32,1.39,0,52.84,25.94,0,149.4,161.54,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,17.29,1.81,25.94,63.42,0,2.48,0,190.26,0,8.65,25.94,8.65,57.35,26.24

19,04:30-04:45,22.01,70.04,1.76,0,32,1.39,0,52.84,25.94,0,149.4,170.66,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,17.29,1.81,25.94,63.42,0,2.48,0,190.26,0,8.65,25.94,8.65,57.35,26.24

20,04:45-05:00,22.01,70.04,1.76,0,32,1.39,0,52.84,25.94,0,149.4,170.66,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,17.29,1.81,25.94,63.42,0,2.48,0,190.26,0,8.65,25.94,8.65,57.35,26.24

21,05:00-05:15,21.81,70.04,1.76,0,32,1.32,0,52.84,25.94,0,149.4,170.66,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,17.29,1.81,25.94,63.42,0,2.48,0,190.26,0,8.65,25.94,8.65,57.35,26.24

22,05:15-05:30,21.61,70.04,1.76,0,32,1.32,0,52.84,25.94,0,149.4,170.66,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,17.29,1.81,25.94,63.42,0,2.48,0,190.26,0,8.65,25.94,8.65,57.35,26.24

23,05:30-05:45,28.01,70.04,1.76,0,32,1.32,0,52.84,25.94,0,149.4,170.66,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,17.29,1.81,25.94,63.42,0,2.48,0,190.26,0,8.65,25.94,8.65,57.35,26.24

24,05:45-06:00,28.01,70.04,1.76,0,32,1.32,0,52.84,25.94,0,192.14,170.66,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,17.29,1.81,25.94,63.42,0,2.48,0,190.26,0,8.65,25.94,8.65,57.35,26.24

25,06:00-06:15,27.61,70.04,1.68,0,32,1.24,0,52.84,25.94,0,230.57,199.48,20,6.67,0,0,0,13.67,0,4,0,6.67,13.66,6.66,0.9,0,0,0,0,2.33,17.29,1.76,25.94,0,0,2.48,0,0,0,8.65,25.94,8.65,57.35,26.24

26,06:15-06:30,27.61,70.04,1.68,0,32,1.24,0,52.84,25.94,0,271.64,199.48,20,6.67,0,0,0,13.67,0,8,0,6.67,13.66,6.66,1.46,0,0,0,0,8.17,17.29,1.76,25.94,0,0,2.48,0,0,0,8.65,25.94,8.65,57.35,26.24

27,06:30-06:45,22.01,70.04,1.68,0.1,32,1.24,0.1,59.56,25.94,0.1,271.64,199.48,20,6.67,0,0,0,13.67,0,13,0,6.67,13.66,6.66,2.97,0.01,0,0,0,18.68,17.29,1.76,25.94,0,0,2.48,0,0,0,8.65,25.94,8.65,57.35,26.24

28,06:45-07:00,22.01,70.04,1.68,0.22,32,1.24,0.21,93.19,25.94,0.21,271.64,199.48,20,6.67,0,0,0.04,13.67,0,20,1.08,6.67,13.66,6.66,9.49,0.19,0,0,0,26.82,17.29,1.76,25.94,0,0,2.48,0,0,0,8.65,25.94,8.65,57.35,25.23

29,07:00-07:15,17.01,70.04,1.68,0.52,32,1.24,0.51,59.56,25.94,0.51,271.64,199.48,20,6.67,2,0,0.21,13.67,0,28,8.36,6.67,13.66,6.66,19.09,1.03,1,1,1,31.13,24.98,1.76,25.94,0,0,2.48,0,0,0,8.65,25.94,8.65,57.35,25.23

30,07:15-07:30,16.81,70.04,1.68,0.89,32,1.24,0.87,69.17,25.94,0.87,271.64,199.48,20,6.67,5,1,1.02,13.67,1,29.44,16.33,6.67,13.66,6.66,29.43,5.12,4,2,2,29.43,24.98,1.76,25.94,0,0,2.48,0,0,0,8.65,25.94,8.65,57.35,25.23

31,07:30-07:45,15.01,70.04,1.68,1.26,32,1.16,1.23,88.38,25.94,1.23,271.64,226.32,20,6.67,7,3,2.66,13.67,3,31.5,25.2,6.67,13.66,6.66,31.5,13.32,7,5,5,31.5,24.98,1.76,25.94,0,0,2.48,0,0,0,8.65,25.94,8.65,57.35,25.23

32,07:45-08:00,15.41,70.04,1.68,1.69,32,1.16,1.65,100.09,25.94,1.65,271.64,226.32,20,6.67,11,7,5.06,13.67,4,31.84,34.3,6.67,13.66,6.66,31.83,25.31,18,7,8,31.83,24.98,1.76,25.94,0,0,2.48,0,0,0,8.65,25.94,8.65,57.35,26.24

33,08:00-08:15,15.81,70.04,1.68,2.3,32,1.16,2.24,100.09,25.94,2.24,271.64,226.32,20,6.67,18,15,8.06,13.67,8,32.66,43.5,6.67,13.66,6.66,32.67,40.33,35,8,17,32.67,24.98,1.76,25.94,0,0,2.48,0,0,0,8.65,25.94,8.65,57.35,26.24

34,08:15-08:30,16.21,70.04,1.68,2.95,32,1.16,2.88,88.38,25.94,2.88,271.64,226.32,20,6.67,27,21,11.73,13.67,12,32.66,52.91,6.67,13.66,6.66,32.67,58.65,49,13,23,32.67,24.98,1.76,25.94,0,0,2.48,0,0,0,8.65,25.94,8.65,57.35,27.26

35,08:30-08:45,17.01,70.04,1.68,3.68,32,1.16,3.59,88.38,25.94,3.59,271.64,226.32,20,6.67,32,27,15.53,13.67,15,32.66,61.46,6.67,13.66,6.66,32.67,77.63,63,17,31,32.67,24.98,1.76,25.94,0,0,2.48,0,0,0,8.65,25.94,8.65,57.35,27.26

36,08:45-09:00,18.01,70.04,1.68,4.48,32,1.16,4.37,52.84,25.94,4.37,271.64,226.32,20,6.67,40,33,19.05,13.67,19,32.66,69.98,6.67,13.66,6.66,32.67,95.27,77,21,39,32.67,24.98,1.76,25.94,0,0,2.48,0,0,0,8.65,25.94,8.65,57.35,27.26

37,09:00-09:15,21.01,70.04,1.6,5.57,32,1.16,5.43,52.84,25.94,5.43,271.64,226.32,20,6.67,47,40,23.51,13.67,23,32.66,73.37,6.67,13.66,6.66,32.67,117.54,95,24,46,32.67,24.98,1.76,25.94,0,0,2.48,0,0,0,8.65,25.94,8.65,57.35,27.26

38,09:15-09:30,24.01,70.04,1.6,6.92,32,1.16,6.75,52.84,25.94,6.75,271.64,226.32,20,6.67,54,46,27.52,13.67,27,32.66,80.88,6.67,13.66,6.66,32.67,137.61,109,27,53,32.67,24.98,1.76,25.94,0,0,2.48,0,0,0,8.65,25.94,8.65,57.35,27.26

39,09:30-09:45,24.41,70.04,1.6,8.28,2.67,1.16,8.07,52.84,25.94,8.07,271.64,226.32,20,6.67,61,52,31.2,13.67,29,32.66,87.67,6.67,13.66,6.66,32.67,156,123,29,59,32.67,24.98,1.76,25.94,0,0,2.48,2.67,0,0,8.65,25.94,8.65,57.35,26.24

40,09:45-10:00,24.61,70.04,1.6,9.51,2.67,1.16,9.28,52.84,25.94,9.28,271.64,170.66,20,6.67,66,57,34.85,13.67,32,32.66,94.59,6.67,13.66,6.66,32.67,174.26,133,32,64,32.67,24.98,1.76,25.94,0,0,2.48,2.67,0,0,8.65,25.94,8.65,57.35,26.24

41,10:00-10:15,17.01,70.04,1.6,10.48,2.67,1.16,10.22,52.84,25.94,10.22,249.78,170.66,20,6.67,72,63,38.33,13.67,35,32.66,100.59,6.67,13.66,6.66,32.67,191.66,147,34,69,32.67,24.98,1.81,25.94,0,0,2.48,2.67,0,0,8.65,25.94,8.65,57.35,26.24

42,10:15-10:30,17.41,70.04,1.6,11.17,2.67,1.16,10.9,52.84,25.94,10.9,249.78,170.66,20,6.67,77,67,41.13,13.67,37,32.66,105.58,6.67,13.66,6.66,32.67,205.67,158,36,73,32.67,24.98,1.81,25.94,0,0,2.48,2.67,0,0,8.65,25.94,8.65,57.35,26.24

43,10:30-10:45,18.01,70.04,1.6,11.79,2.67,1.16,11.51,52.84,25.94,11.51,211.35,170.66,20,6.67,80,70,44,13.67,38,32.66,98.44,6.67,13.66,6.66,32.67,220.02,165,37,77,32.67,24.98,1.81,25.94,0,0,2.48,2.67,0,0,8.65,25.94,8.65,57.35,26.24

44,10:45-11:00,18.01,70.04,1.6,12.33,2.67,1.16,12.02,52.84,25.94,12.02,192.14,170.66,20,6.67,83,73,45.65,13.67,40,32.66,102.48,6.67,13.66,6.66,32.67,228.24,172,38,80,32.67,24.98,1.81,25.94,0,0,2.48,2.67,0,0,8.65,25.94,8.65,57.35,25.23

45,11:00-11:15,18.41,70.04,1.6,12.68,2.67,1.16,12.38,52.84,25.94,12.38,192.14,170.66,20,6.67,87,76,46,13.67,43,32.66,106.28,6.67,13.66,6.66,32.67,230,179,40,87,22.44,24.98,1.81,25.94,0,0,2.48,2.67,0,0,8.65,25.94,8.65,57.35,25.23

46,11:15-11:30,18.21,70.04,1.6,13.08,2.67,1.16,12.76,52.84,25.94,12.76,192.14,170.66,20,6.67,88,79,46,13.67,45,32.66,109.81,6.67,13.66,6.66,32.67,230,186,40,90,22.44,24.98,1.81,25.94,0,0,2.48,2.67,0,0,8.65,25.94,8.65,57.35,25.23

47,11:30-11:45,29.01,70.04,1.6,13.39,3,1.16,13.06,52.84,25.94,13.06,192.14,170.66,20,6.67,89,79,46,13.67,45,32.66,112.95,6.67,13.66,6.66,32.67,230,186,41,90,22.44,24.98,1.81,25.94,0,0,2.48,2.67,0,0,8.65,25.94,8.65,57.35,25.23

48,11:45-12:00,26.01,70.04,1.6,13.62,3,1.16,13.29,52.84,25.94,13.29,192.14,156.05,20,6.67,89,79,46,13.67,45,32.66,115.78,6.67,13.66,6.66,32.67,230,186,42,90,22.44,24.98,1.81,25.94,0,0,2.48,2.67,0,0,8.65,25.94,8.65,57.35,25.23

49,12:00-12:15,22.41,70.04,1.76,13.73,3,1.24,13.4,52.84,25.94,13.4,192.14,146.63,20,6.67,89,79,46,13.67,45,32.66,112.78,6.67,13.66,6.66,32.67,230,186,42,90,22.44,24.98,1.84,25.94,0,0,2.48,3,0,0,8.65,25.94,8.65,57.35,25.23

50,12:15-12:30,20.61,70.04,1.76,13.7,3,1.24,13.37,52.84,25.94,13.37,192.14,135.41,20,6.67,89,79,46,13.67,45,32.66,113.8,6.67,13.66,6.66,32.67,230,186,42,90,22.16,24.98,1.84,25.94,0,0,2.48,3,0,0,8.65,25.94,8.65,57.35,24.73

51,12:30-12:45,18.41,70.04,1.76,13.74,3,1.24,13.41,52.84,25.94,13.41,192.14,108.56,20,6.67,90,79,46,13.67,45,32.66,114.17,6.67,13.66,6.66,32.67,230,186,42,90,21.76,24.98,1.84,25.94,0,0,2.48,3,0,0,8.65,25.94,8.65,57.35,24.73

52,12:45-13:00,15.21,70.04,1.76,13.66,3,1.24,13.32,52.84,25.94,13.32,192.14,108.56,20,6.67,90,79,46,13.67,45,32.66,114.02,6.67,13.66,6.66,32.67,230,186,42,90,21.04,24.98,1.84,25.94,0,0,2.48,3,0,0,8.65,25.94,8.65,57.35,24.73

53,13:00-13:15,26.01,70.04,1.83,13.39,3,1.32,13.05,52.84,25.94,13.05,192.14,108.56,20,6.67,90,81,46,13.67,43,32.66,112.74,6.67,13.66,6.66,32.67,230,189,41,87,20.26,24.98,1.84,25.94,0,0,2.48,3,0,0,8.65,25.94,8.65,57.35,24.73

54,13:15-13:30,25.81,70.04,1.83,13.1,3,1.32,12.78,52.84,25.94,12.78,192.14,108.56,20,6.67,89,79,46,13.67,43,32.66,110.33,6.67,13.66,6.66,32.67,230,186,40,85,19.87,24.98,1.84,25.94,0,0,2.48,3,0,0,8.65,25.94,8.65,57.35,24.73

55,13:30-13:45,24.41,70.04,1.83,12.86,12,1.32,12.55,52.84,25.94,12.55,192.14,108.56,20,6.67,88,78,46,13.67,41,32.66,108.37,6.67,13.66,6.66,32.67,230,182,39,83,19.21,24.98,1.84,25.94,0,0,2.48,12,0,0,8.65,25.94,8.65,57.35,23.72

56,13:45-14:00,23.81,70.04,1.83,12.72,15,1.32,12.41,52.84,25.94,12.41,192.14,108.56,20,6.67,87,75,44.37,13.67,40,32.66,103.41,6.67,13.66,6.66,32.67,221.84,175,38,80,17.89,24.98,1.84,25.94,0,0,2.48,15,0,0,8.65,25.94,8.65,57.35,23.72

57,14:00-14:15,21.41,70.04,2.07,13.16,19,1.39,12.84,52.84,25.94,12.84,192.14,108.56,20,6.67,84,72,41.94,13.67,39,32.66,98.45,6.67,13.66,6.66,32.67,209.72,168,37,79,17.23,24.98,1.84,25.94,0,0,2.48,19,0,0,8.65,25.94,8.65,57.35,23.72

58,14:15-14:30,18.01,70.04,2.07,12.43,23,1.39,12.14,52.84,25.94,12.14,192.14,108.56,20,6.67,78,67,40.41,13.67,37,32.66,92.93,6.67,13.66,6.66,32.67,202.03,158,35,75,15.86,24.98,1.84,25.94,0,0,2.48,23,0,0,8.65,25.94,8.65,57.35,23.72

59,14:30-14:45,25.01,70.04,2.07,11.75,23,1.7,11.46,52.84,25.94,11.46,230.57,108.56,20,6.67,75,63,38.86,13.67,35,32.66,86.78,6.67,13.66,6.66,32.67,194.33,147,33,69,14.34,24.98,1.84,25.94,0,0,2.48,23,0,0,8.65,25.94,8.65,57.35,23.72

60,14:45-15:00,24.61,70.04,2.07,10.93,27,1.7,10.67,52.84,25.94,10.67,249.78,108.56,20,6.67,69,58,36.77,13.67,31,32.66,80.25,6.67,13.66,6.66,32.67,183.87,137,31,63,12.71,24.98,1.84,25.94,0,0,2.48,27,0,0,8.65,25.94,8.65,57.35,24.73

61,15:00-15:15,27.01,70.04,2.07,10.13,29,1.7,9.88,52.84,25.94,9.88,249.78,108.56,20,6.67,65,52,34.38,13.67,28,32.66,71.28,6.67,13.66,6.66,32.67,171.91,123,28,56,10.79,24.98,1.84,25.94,0,0,2.48,29,0,0,8.65,25.94,8.65,57.35,24.73

62,15:15-15:30,26.41,70.04,2.07,9.03,29,1.7,8.81,52.84,25.94,8.81,249.78,170.66,20,6.67,60,46,31.08,13.67,25,32.66,64.27,6.67,13.66,6.66,32.67,155.38,109,26,49,8.73,24.98,1.84,25.94,0,0,2.48,29,0,0,8.65,25.94,8.65,57.35,25.74

63,15:30-15:45,41.62,65.9,2.07,8.01,31,1.7,7.81,52.84,25.94,7.81,249.78,170.66,20,6.67,52,40,27.42,13.67,21,32.66,56.38,6.67,13.66,6.66,32.67,137.13,93,24,43,6.81,24.98,1.84,25.94,0,0,2.48,31,0,0,8.65,25.94,8.65,57.35,24.73

64,15:45-16:00,39.82,65.9,2.07,6.98,31,1.7,6.81,52.84,25.94,6.81,249.78,170.66,20,6.67,45,33,23.45,13.67,18,32.66,48.56,6.67,13.66,6.66,32.67,117.25,78,22,37,6.16,24.98,1.84,25.94,0,0,2.48,31,0,0,8.65,25.94,8.65,57.35,25.74

65,16:00-16:15,38.22,65.9,2.14,5.92,31,1.85,5.78,52.84,25.94,5.78,271.64,226.32,20,6.67,37,27,20.08,13.67,15,32.66,39.39,6.67,13.66,6.66,32.67,100.42,63,17,30,5.18,24.98,1.84,25.94,0,0,2.48,31,0,0,8.65,25.94,8.65,75.73,25.74

66,16:15-16:30,36.62,65.9,2.14,4.82,31,1.85,4.7,52.84,25.94,4.7,271.64,226.32,20,6.67,31,21,16.26,13.67,11,30,29.73,6.67,13.66,6.66,21.58,81.33,49,11,23,4.58,24.98,1.84,25.94,0,0,2.48,31,0,0,8.65,25.94,8.65,75.73,25.74

67,16:30-16:45,33.61,65.9,2.14,3.7,31,1.85,3.6,100.09,25.94,3.6,271.64,226.32,20,6.67,22,15,12.77,13.67,7,24,19.23,6.67,13.66,6.66,12.56,63.83,35,8,15,4.28,24.98,1.84,25.94,0,0,2.48,31,0,0,8.65,25.94,8.65,75.73,26.25

68,16:45-17:00,29.81,65.9,2.14,2.6,32,1.85,2.53,100.09,25.94,2.53,271.64,226.32,20,6.67,15,9,9.01,13.67,4,16,12.62,6.67,13.66,6.66,5.63,45.03,21,5,9,2.75,24.98,1.84,25.94,0,0,2.48,32,0,0,8.65,25.94,8.65,75.73,26.25

69,17:00-17:15,25.81,114.86,2.14,1.84,31,1.85,1.8,100.09,33.62,1.8,271.64,260.83,20,6.67,11,4,5.31,13.67,3,7,5.6,6.67,13.66,6.66,1.41,26.58,11,2,6,1.19,24.98,1.84,33.62,0,0,2.48,31,0,0,8.65,33.62,8.65,86.66,25.24

70,17:15-17:30,21.61,114.86,2.14,1.26,31,1.85,1.23,100.09,33.62,1.23,271.64,260.83,20,6.67,7,3,2.59,13.67,1,1,0,6.67,13.66,6.66,1.57,12.98,7,1,2,0.54,24.98,1.84,33.62,0,0,2.48,31,0,0,8.65,33.62,8.65,86.66,25.74

71,17:30-17:45,19.41,114.86,2.14,0.78,32,1.85,0.76,100.09,33.62,0.76,271.64,260.83,20,6.67,3,1,0.89,13.67,0,0,0,6.67,13.66,6.66,0.94,4.43,4,0,1,0.34,24.98,1.84,33.62,0,0,2.48,32,0,0,8.65,33.62,8.65,86.66,26.25

72,17:45-18:00,17.81,114.86,2.14,0.43,32,1.85,0.42,100.09,33.62,0.42,271.64,260.83,20,6.67,2,0,0.1,13.67,0,0,0,6.67,13.66,6.66,0.59,0.51,1,0,0,0.13,24.98,1.84,33.62,0,0,2.48,32,0,0,8.65,33.62,8.65,86.66,26.25

73,18:00-18:15,13.61,114.86,2.45,0.25,32,1.7,0.24,100.09,33.62,0.24,271.64,260.83,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,24.98,1.81,33.62,0,50,2.57,20.89,0,150,8.65,33.62,8.65,86.66,26.25

74,18:15-18:30,12.41,114.86,2.45,0,32,1.7,0,100.09,33.62,0,271.64,260.83,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,24.98,1.81,33.62,0,50,2.57,7.56,0,150,8.65,33.62,8.65,86.66,26.25

75,18:30-18:45,12.01,114.86,2.45,0,0,1.16,0,100.09,33.62,0,271.64,260.83,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,24.98,1.81,33.62,0,50,2.57,0,0,150,8.65,33.62,8.65,86.66,25.24

76,18:45-19:00,11.81,114.86,2.45,0,0,1.16,0,100.09,33.62,0,271.64,260.83,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,24.98,1.81,33.62,0,50,2.57,0,0,150,8.65,33.62,8.65,86.66,24.73

77,19:00-19:15,7.4,65.9,2.3,0,0,1.55,0,100.09,33.62,0,271.64,260.83,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,24.98,1.81,33.62,0,50,2.57,0,0,150,8.65,33.62,8.65,67.76,24.73

78,19:15-19:30,7.4,65.9,2.3,0,0,1.55,0,100.09,33.62,0,271.64,260.83,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,24.98,1.81,33.62,0,50,2.57,0,0,150,8.65,33.62,8.65,67.76,25.74

79,19:30-19:45,7.4,89.44,2.3,0,0,0,0,100.09,33.62,0,271.64,260.83,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,24.98,1.81,33.62,0,50,2.57,0,0,150,8.65,33.62,8.65,86.66,25.74

