Block,Time Block,MAPS,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KUDGI,KHSTPP-I,JHAJJAR,KGSU1AND2,KGSU3AND4,DULHASTI,DADRT2,DHAULIGNGA,FSTPP I & II,UNCHAHAR1,UNCHAHAR4,TALST2,TEHRIPSP,VALLURNTECL,TANAKPUR,UNCHAHAR3,URI2,TALA,TEHRI,TelanganaSTPP,UNCHAHAR2,URI,TANDA2,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,ANTA_GF,DADRI_RF,ANTA_CRF,AURY_CRF,RSTPSU7,SALAL,SEWA2,RIHAND3,SINGRAULI_HYDRO,SIMHST2,RIHAND2,SASAN,SINGRAULI,SIMHST1,RSTPSU1TO6,RAPPB,RAMPUR,RIHAND1,RAPPD,PARBATI3,RAPPC,PARBATI2,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,NLCEXP,NJPC,NLCIIST1,NAPP,BSIUL,CHAMERA3,CHAMERA2,BRBCL,CHAMERA1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
11,02:30-02:45,0,10.1,143.47,0,0,10.3,8.43,0,42.58,291.23,0,0,56.87,140.42,42.42,16.95,13.4,1.22,0,0,0,10.53,17.5,35.8,28.88,38.27,0,28.31,48.06,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,82.63,0,125.35,1.13,0,120.25,331.93,145.82,0,0,0,6.81,94.25,25,57.99,66.32,56.16,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,12.81,40.78,0,0,0,0,0

12,02:45-03:00,0,10.1,143.47,0,0,10.3,8.43,0,42.58,291.23,0,0,56.87,140.42,42.42,16.95,13.4,1.22,0,0,0,10.53,17.5,35.8,28.88,38.27,0,28.31,48.06,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,82.63,0,125.35,1.13,0,120.25,331.93,145.82,0,0,0,6.81,94.25,25,57.99,66.32,56.16,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,15.9,40.78,0,0,0,0,0

13,03:00-03:15,0,10.1,143.47,0,0,10.3,8.43,0,37.56,252.53,0,0,56.87,140.42,42.42,16.95,13.4,1.22,0,0,0,10.53,17.5,35.8,30.2,38.27,0,28.31,48.06,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,125.35,1.13,0,120.25,331.93,145.82,0,0,0,6.81,94.25,25,57.99,66.32,56.16,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,16.09,40.78,0,0,0,0,0

14,03:15-03:30,0,10.1,143.47,0,0,10.3,8.43,0,37.56,215.77,0,0,56.87,101.72,42.42,16.95,13.4,1.22,0,0,0,10.53,17.5,35.8,30.2,38.27,0,28.31,48.06,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,125.35,1.13,0,120.25,331.93,145.82,0,0,0,6.81,94.25,25,57.99,66.32,56.16,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,17.76,40.78,0,0,0,0,0

15,03:30-03:45,0,10.1,143.47,0,0,10.3,8.43,0,42.58,215.77,0,0,56.87,101.72,42.42,16.95,13.4,1.22,0,0,0,10.53,17.5,35.8,30.12,38.27,0,28.31,48.06,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,125.35,1.13,0,120.25,331.93,145.82,0,0,0,6.81,94.25,25,57.99,66.32,56.16,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,16.54,40.78,0,0,0,0,0

16,03:45-04:00,0,10.1,143.47,0,0,10.3,8.43,0,42.58,215.77,0,0,56.87,101.72,42.42,16.95,13.4,1.22,0,0,0,10.53,17.5,35.8,30.12,38.27,0,28.31,48.06,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,125.35,1.13,0,120.25,331.93,145.82,0,0,0,6.81,94.25,25,57.99,66.32,56.16,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,17.26,40.78,0,0,0,0,0

17,04:00-04:15,0,10.1,143.47,0,0,10.3,8.43,0,42.58,215.77,0,0,56.87,101.72,42.42,16.95,13.4,1.22,0,0,0,9.3,17.5,35.8,29.92,38.27,0,28.31,48.06,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,125.35,1.13,0,120.25,331.93,145.82,0,0,0,6.81,94.25,25,57.99,66.32,56.16,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,20.47,40.78,0,0,0,0,0

18,04:15-04:30,0,10.1,143.47,0,0,10.3,8.43,0,42.58,215.77,0,0,56.87,72.7,42.42,16.95,13.4,1.22,0,0,0,9.3,17.5,35.8,29.83,38.27,0,28.31,48.06,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,125.35,1.13,0,120.25,331.93,145.82,0,0,0,6.81,94.25,25,57.99,66.32,56.16,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,19.26,40.78,0,0,0,0,0

19,04:30-04:45,0,10.1,143.47,0,0,10.3,8.43,0,42.58,215.77,0,0,56.87,72.7,42.42,16.95,13.4,1.22,0,0,0,9.3,17.5,35.8,29.79,38.27,0,28.31,48.06,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,125.35,1.13,0,120.25,331.93,145.82,0,0,0,6.81,94.25,25,57.99,66.32,56.16,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,19.3,40.78,0,0,0,0,0

20,04:45-05:00,0,10.1,143.47,0,0,10.3,8.43,0,42.58,215.77,0,0,56.87,8.8,42.42,16.95,13.4,1.22,0,0,0,9.3,17.5,35.8,29.69,38.27,0,28.31,48.06,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,125.35,1.13,0,120.25,331.93,145.82,0,0,0,6.81,94.25,25,57.99,66.32,56.16,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,21.71,40.78,0,0,0,0,0

21,05:00-05:15,0,10.1,143.47,0,0,10.3,8.43,0,36.99,215.77,0,0,56.87,4.98,42.42,12.97,10.56,1.22,0,0,0,9.3,13.98,35.8,29.6,38.27,0,23.4,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,125.35,1.13,0,120.25,331.93,145.82,0,0,0,6.81,94.25,25,57.99,66.32,56.16,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,24.18,40.78,0,0,0,0,0

22,05:15-05:30,0,10.1,142.04,0,0,10.3,8.43,0,26.03,215.77,0,0,56.87,4.98,42.42,12.97,10.56,1.22,0,0,0,9.3,13.98,35.8,29.44,38.27,0,23.4,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,125.35,1.13,0,120.25,331.93,145.82,0,0,0,6.81,94.25,25,57.99,66.32,56.16,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,22.24,40.78,0,0,0,0,0

23,05:30-05:45,0,10.1,117.64,0,0,10.3,8.43,0,26.03,215.77,0,0,56.87,4.98,42.42,12.97,10.56,1.22,0,0,0,9.3,13.98,35.8,29.1,38.27,0,23.4,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,112.86,1.13,0,102.04,331.93,131.1,0,0,0,6.81,82.93,25,57.25,66.32,56.16,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,24.18,40.78,0,0,0,0,0

24,05:45-06:00,0,10.1,115.29,0,0,10.3,8.43,0,26.03,215.77,0,0,56.87,4.98,42.42,12.97,10.56,1.22,0,0,0,9.3,13.98,35.8,28.78,28.71,0,23.4,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,111.82,1.13,0,96.93,331.93,131.1,0,0,0,6.81,81.57,25,57.25,66.32,56.16,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,21.13,40.78,0,0,0,0,0

25,06:00-06:15,0,10.1,115.29,0,0,10.3,8.43,0,26.03,215.77,0,0,56.87,4.98,42.42,12.97,10.56,1.22,0,0,0,8.06,13.98,35.8,28.5,19.14,0,23.4,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,111.82,1.13,0,96.93,331.93,131.1,0,0,0,6.81,81.57,25,57.25,66.32,52.51,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,20.43,40.78,0,0,0,0,0

26,06:15-06:30,0,10.1,115.29,0,0,10.3,8.43,0,26.03,215.77,0,0,56.87,4.98,42.42,12.97,10.56,1.22,0,0,0,8.06,13.98,35.8,28.46,9.57,0,23.4,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,111.82,1.13,0,96.93,331.93,131.1,0,0,0,6.81,81.57,25,57.25,66.32,52.51,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,22.55,40.78,0,0,0,0,0

27,06:30-06:45,0,10.1,97.22,0,0,10.3,8.43,0,25.72,215.77,0,0,56.87,4.98,42.42,12.97,10.56,1.22,0,0,0,7.43,13.98,35.8,29.55,0,0,23.4,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,111.82,1.13,0,96.93,331.93,131.1,0,0,0,6.81,81.57,25,57.25,66.32,52.51,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,21.12,40.78,0,0,0,0,0

28,06:45-07:00,0,10.1,97.22,0,0,10.3,8.43,0,25.72,215.77,0,0,56.87,4.98,42.42,12.97,10.56,1.22,0,0,0,7.43,13.98,35.8,29.6,0,0,23.4,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,111.82,1.13,0,96.93,331.93,131.1,0,0,0,6.81,81.57,25,57.25,66.32,52.51,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,18.79,40.78,0,0,0,0,0

29,07:00-07:15,0,10.1,97.22,0,0,10.3,8.43,0,27.06,215.77,0,0,56.87,4.98,42.42,12.97,10.56,1.22,0,0,0,5.57,13.98,35.8,29.6,0,0,23.4,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,112.44,1.13,0,96.92,331.93,126.66,0,0,0,6.81,82.89,25,57.25,66.32,41.58,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,24.18,40.78,0,0,0,0,0

30,07:15-07:30,0,10.1,97.22,0,0,10.3,8.43,0,27.06,215.77,0,0,56.87,4.98,42.42,12.97,10.56,1.22,0,0,0,5.57,13.98,35.8,29.75,0,0,23.4,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,112.44,1.13,0,96.92,331.93,126.66,0,0,0,6.81,82.89,25,57.25,66.32,41.58,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,20.52,40.78,0,0,0,0,0

31,07:30-07:45,0,10.1,97.22,0,0,10.3,8.43,0,27.06,215.77,0,0,56.87,4.98,42.42,12.97,10.56,1.22,0,0,0,5.57,13.98,35.8,30.46,0,0,23.4,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,89.32,1.13,0,93.74,331.93,126.66,0,0,0,6.81,62.94,25,57.25,66.32,41.58,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,20.06,40.78,0,0,0,0,0

32,07:45-08:00,0,10.1,97.22,0,0,10.3,8.43,0,27.06,215.77,0,0,56.87,4.98,42.42,12.97,10.56,1.22,0,0,0,5.57,13.98,35.8,30.46,0,0,23.4,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,89.32,1.13,0,93.74,331.93,126.66,0,0,0,6.81,62.94,25,57.25,66.32,41.58,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,18.96,40.78,0,0,0,0,0

33,08:00-08:15,0,10.1,97.22,0,0,10.3,8.43,0,27.06,215.77,0,0,56.87,4.98,42.42,12.97,10.56,1.22,0,0,0,7.43,13.98,38.92,30.6,0,0,23.4,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,89.32,1.13,0,93.74,337.6,128.75,0,0,0,6.81,62.94,25,57.25,66.32,40.12,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,18.76,40.78,0,0,0,0,0

34,08:15-08:30,0,10.1,97.22,0,0,10.3,8.43,0,27.06,215.77,0,0,56.87,4.98,42.42,12.97,10.56,1.22,0,0,0,7.43,13.98,38.92,30.7,0,0,23.4,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,89.32,1.13,0,93.74,337.6,128.75,0,0,0,6.81,62.94,25,57.25,66.32,40.12,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,17.06,40.78,0,0,0,0,0

35,08:30-08:45,0,10.1,97.22,0,0,10.3,8.43,0,27.06,215.77,0,0,56.87,4.98,42.42,12.97,10.56,1.22,0,0,0,7.43,13.98,38.92,30.7,0,0,23.4,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,90.36,1.13,0,94.41,337.6,94.27,0,0,0,6.81,62.94,25,57.25,66.32,40.12,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,19.49,40.78,0,0,0,0,0

36,08:45-09:00,0,10.1,97.22,0,0,10.3,8.43,0,27.06,215.77,0,0,56.87,4.98,42.42,12.97,10.56,1.22,0,0,0,7.43,13.98,38.92,30.7,0,0,23.4,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,70.43,1.13,0,80.19,337.6,94.27,0,0,0,6.81,62.94,25,57.25,66.32,40.12,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,19.46,40.78,0,0,0,0,0

37,09:00-09:15,0,10.1,97.22,0,0,10.3,8.43,0,27.06,215.77,0,0,56.87,4.98,42.42,12.97,10.56,1.22,0,0,0,7.43,13.98,35.8,30.7,0,0,23.4,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,70.43,1.13,0,80.19,337.6,94.27,0,0,0,6.81,62.94,25,57.25,66.32,40.12,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,19.14,40.78,0,0,0,0,0

38,09:15-09:30,0,10.1,97.22,0,0,10.3,8.43,0,27.06,175.14,0,0,56.87,4.98,42.42,12.97,10.56,1.22,0,0,0,7.43,13.98,35.8,30.7,0,0,23.4,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,70.43,1.13,0,80.19,337.6,94.27,0,0,0,6.81,62.94,25,57.25,66.32,40.12,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,17.52,40.78,0,0,0,0,0

39,09:30-09:45,0,10.1,97.22,0,0,10.3,8.43,0,27.06,175.14,0,0,56.87,4.98,42.42,12.97,10.56,1.22,0,0,0,7.43,13.98,35.8,30.7,0,0,23.4,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,90.36,1.13,0,94.41,337.6,128.75,0,0,0,6.81,62.94,25,57.25,66.32,40.12,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,19.59,40.78,0,0,0,0,0

40,09:45-10:00,0,10.1,97.22,0,0,10.3,8.43,0,27.06,175.14,0,0,56.87,4.98,42.42,12.97,10.56,1.22,0,0,0,7.43,13.98,35.8,30.7,0,0,23.4,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,90.36,1.13,0,94.41,337.6,128.75,0,0,0,6.81,62.94,25,57.25,66.32,40.12,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,19.74,40.78,0,0,0,0,0

41,10:00-10:15,0,10.1,97.22,0,0,10.3,8.43,0,27.06,175.14,0,0,56.12,4.98,42.42,12.97,13.4,1.22,0,0,0,7.43,17.5,35.8,29.58,0,0,28.31,51.26,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,90.36,1.13,0,94.41,337.6,128.75,0,0,0,6.81,62.94,25,57.25,66.32,40.12,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,20.23,40.78,0,0,0,0,0

42,10:15-10:30,0,10.1,97.22,0,0,10.3,8.43,0,27.06,136.44,0,0,56.12,4.98,42.42,12.97,13.4,1.22,0,0,0,11.65,17.5,35.8,29.58,0,0,28.31,51.26,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,90.36,1.13,0,94.41,337.6,128.75,0,0,0,6.81,62.94,25,57.25,66.32,40.12,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,17.38,40.78,0,0,0,0,0

43,10:30-10:45,0,10.1,97.22,0,0,10.3,8.43,0,27.06,136.44,0,0,56.12,4.98,42.42,12.97,13.4,1.22,0,0,0,11.65,17.5,35.8,29.58,0,0,28.31,51.26,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,125.34,1.13,0,94.41,337.6,128.75,0,0,0,6.81,62.94,25,57.25,66.32,40.12,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,16.34,40.78,0,0,0,0,0

44,10:45-11:00,0,10.1,97.22,0,0,10.3,8.43,0,27.06,136.44,0,0,56.12,4.98,42.42,12.97,13.4,1.22,0,0,0,11.65,17.5,35.8,29.58,0,0,28.31,51.26,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,125.34,1.13,0,94.41,337.6,128.75,0,0,0,6.81,62.94,25,57.25,66.32,40.12,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,15.6,40.78,0,0,0,0,0

45,11:00-11:15,0,10.1,97.22,0,0,10.3,8.43,0,27.06,136.44,0,0,56.12,4.98,42.42,12.97,13.4,1.22,0,0,0,11.65,17.59,35.8,28.44,0,0,28.48,51.26,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,125.34,1.13,0,94.41,337.6,128.75,0,0,0,6.81,62.94,25,57.25,66.32,40.12,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,14.17,40.78,0,0,0,0,0

46,11:15-11:30,0,10.1,97.22,0,0,10.3,8.43,0,27.06,136.44,0,0,56.12,4.98,42.42,12.97,13.4,1.22,0,0,0,11.65,17.59,35.8,28.44,0,0,28.48,51.26,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,125.34,1.13,0,94.41,337.6,128.75,0,0,0,6.81,62.94,25,57.25,66.32,40.12,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,13.8,40.78,0,0,0,0,0

47,11:30-11:45,0,10.1,97.22,0,0,10.3,8.43,0,27.06,136.44,0,0,56.12,4.98,42.42,12.97,13.4,1.22,0,0,0,11.65,17.59,35.8,28.44,0,0,28.48,51.26,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,125.34,1.13,0,94.41,337.6,128.75,0,0,0,6.81,62.94,25,57.25,66.32,40.12,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,15.75,40.78,0,0,0,0,0

48,11:45-12:00,0,10.1,97.22,0,0,10.3,8.43,0,27.06,136.44,0,0,56.12,4.98,42.42,12.97,13.4,1.22,0,0,0,9.92,17.59,35.8,28.44,0,0,28.48,51.26,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,104.89,1.13,0,94.41,337.6,128.75,0,0,0,6.81,62.94,25,57.25,66.32,40.12,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,20.52,40.78,0,0,0,0,0

49,12:00-12:15,0,10.1,97.22,0,0,10.3,8.43,0,27.06,136.44,0,0,56.12,4.98,42.42,12.97,13.4,1.22,0,0,0,9.92,17.59,35.8,28.44,0,0,28.48,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,90.36,1.13,0,94.41,337.6,128.75,0,0,0,6.81,62.94,25,57.25,66.32,40.12,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,23.29,40.78,0,0,0,0,0

50,12:15-12:30,0,10.1,97.22,0,0,10.3,8.43,0,27.06,136.44,0,0,56.12,4.98,42.42,12.97,13.4,1.22,0,0,0,9.92,17.59,35.8,28.44,0,0,28.48,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,90.36,1.13,0,94.41,337.6,128.75,0,0,0,6.81,62.94,25,57.25,66.32,40.12,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,24.18,40.78,0,0,0,0,0

51,12:30-12:45,0,10.1,97.22,0,0,10.3,8.43,0,27.06,136.44,0,0,56.12,4.98,42.42,12.97,13.4,1.22,0,0,0,11.15,17.59,35.8,28.44,0,0,28.48,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,70.43,1.13,0,80.19,337.6,94.27,0,0,0,6.81,62.94,25,57.25,66.32,40.12,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,22.51,40.78,0,0,0,0,0

52,12:45-13:00,0,10.1,97.22,0,0,10.3,8.43,0,27.06,136.44,0,0,56.12,4.98,42.42,12.97,13.4,1.22,0,0,0,11.15,17.59,35.8,28.44,0,0,28.48,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,70.43,1.13,0,80.19,337.6,94.27,0,0,0,6.81,62.94,25,57.25,66.32,40.12,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,22.01,40.78,0,0,0,0,0

53,13:00-13:15,0,10.1,97.22,0,0,10.3,8.43,0,27.06,136.44,0,0,56.12,4.98,42.42,12.97,13.4,1.22,0,0,0,11.15,17.59,38.92,28.44,0,0,28.48,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,70.43,1.13,0,80.19,337.6,94.27,0,0,0,6.81,62.94,25,57.25,66.32,42.3,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,21.46,40.78,0,0,0,0,0

