Block,Time,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01042024/31072024/LT_MEJA_DELHI,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,NR/20062024/30062024/1000011400-GOHP-BRPL(DISCOM),NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01062024/30062024/IEPL01,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01102023/30042040/GNA_LT_35,NR/01062024/30062024/R2,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/28062024/28062024/IEX_240627_01332,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/16062024/30062024/1000011196-KWHPS-BRPL(DISCOM),NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01102023/31052040/LT-31,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01102023/23072042/L_NR_2012_04,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,NR/01102023/14082046/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12
6,01:15-01:30,17.870000,0.000000,8.340000,100.500000,259.070000,48.240000,272.770000,12.290000,24.120000,30.870000,87.020000,0.000000,67.530000,38.590000,24.120000,30.280000,38.590000,115.340000,10.590000,24.120000,0.000000,24.120000,21.750000,0.000000,10.400000,30.870000,0.000000,15.710000,0.000000,48.240000,0.000000,21.5,7.17,0,0,0,36.82,0,0,0,0,7.16,14.67,0,0,0,14.67,7.34,0,0,0,0

7,01:30-01:45,17.870000,0.000000,8.340000,100.500000,259.070000,48.240000,272.770000,12.290000,24.120000,30.870000,87.020000,0.000000,67.530000,38.590000,24.120000,30.280000,38.590000,115.340000,10.590000,24.120000,0.000000,24.120000,21.750000,0.000000,10.400000,30.870000,0.000000,15.710000,0.000000,48.240000,0.000000,21.5,7.17,0,0,0,37.42,0,0,0,0,7.16,14.67,0,0,0,14.67,7.34,0,0,0,0

8,01:45-02:00,17.870000,0.000000,8.340000,100.500000,259.070000,48.240000,272.770000,12.290000,24.120000,30.870000,87.020000,0.000000,67.530000,38.590000,24.120000,30.280000,38.590000,115.340000,10.590000,24.120000,0.000000,24.120000,21.750000,0.000000,10.400000,30.870000,0.000000,15.710000,0.000000,48.240000,0.000000,21.5,7.17,0,0,0,38.01,0,0,0,0,7.16,14.67,0,0,0,14.67,7.34,0,0,0,0

9,02:00-02:15,17.590000,0.000000,8.160000,100.500000,259.070000,48.240000,272.770000,12.290000,24.120000,30.870000,87.020000,0.000000,67.530000,38.590000,24.120000,30.280000,38.590000,115.340000,10.590000,24.120000,0.000000,24.120000,21.750000,0.000000,10.400000,30.870000,0.000000,15.710000,0.000000,48.240000,0.000000,21.5,7.17,0,0,0,32.02,0,0,0,0,7.16,14.67,0,0,0,14.67,7.34,0,0,0,0

10,02:15-02:30,17.590000,0.000000,8.160000,100.500000,259.070000,48.240000,272.770000,12.290000,24.120000,30.870000,87.020000,0.000000,67.530000,38.590000,24.120000,30.280000,38.590000,115.340000,10.590000,24.120000,0.000000,24.120000,21.750000,0.000000,10.400000,30.870000,0.000000,15.710000,0.000000,48.240000,0.000000,21.5,7.17,0,0,0,32.82,0,0,0,0,7.16,14.67,0,0,0,14.67,7.34,0,0,0,0

11,02:30-02:45,17.590000,0.000000,8.160000,100.500000,259.070000,48.240000,272.770000,12.290000,24.120000,30.870000,87.020000,0.000000,67.530000,38.590000,24.120000,30.280000,38.590000,115.340000,10.590000,24.120000,0.000000,24.120000,21.750000,0.000000,10.400000,30.870000,0.000000,15.710000,0.000000,48.240000,0.000000,21.5,7.17,0,0,0,30.02,0,0,0,0,7.16,16.67,0,0,0,16.67,7.34,0,0,0,0

12,02:45-03:00,17.590000,0.000000,8.160000,100.500000,259.070000,48.240000,272.770000,12.290000,24.120000,30.870000,87.020000,0.000000,67.530000,38.590000,24.120000,30.280000,38.590000,115.340000,10.590000,24.120000,0.000000,24.120000,21.750000,0.000000,10.400000,30.870000,0.000000,15.710000,0.000000,48.240000,0.000000,21.5,7.17,0,0,0,30.02,0,0,0,0,7.16,16.67,0,0,0,16.67,7.34,0,0,0,0

13,03:00-03:15,17.220000,0.000000,7.980000,100.500000,259.070000,48.240000,272.770000,12.290000,24.120000,30.870000,87.020000,0.000000,67.530000,0.000000,24.120000,30.280000,38.590000,115.340000,10.360000,24.120000,0.000000,24.120000,21.750000,0.000000,10.400000,30.870000,0.000000,15.710000,0.000000,48.240000,0.000000,21.5,7.17,0,0,0,30.02,0,0,0,0,7.16,16.67,0,0,0,16.67,7.34,0,0,0,0

14,03:15-03:30,17.220000,0.000000,7.980000,100.500000,259.070000,48.240000,272.770000,12.290000,24.120000,30.870000,87.020000,0.000000,67.530000,0.000000,24.120000,30.280000,38.590000,115.340000,10.360000,24.120000,0.000000,24.120000,21.750000,0.000000,10.400000,30.870000,0.000000,15.710000,0.000000,48.240000,0.000000,21.5,7.17,0,0,0,30.02,0,0,0,0,7.16,16.67,0,0,0,16.67,7.34,0,0,0,0

15,03:30-03:45,17.220000,0.000000,7.980000,71.560000,259.070000,48.240000,272.770000,12.290000,24.120000,25.600000,76.490000,0.000000,67.530000,0.000000,24.120000,30.280000,38.590000,115.340000,10.360000,24.120000,0.000000,24.120000,21.750000,0.000000,10.400000,25.600000,0.000000,15.710000,0.000000,48.240000,0.000000,21.5,7.17,0,0,0,30.02,0,0,0,0,7.16,16.67,0,0,0,16.67,7.34,0,0,0,0

16,03:45-04:00,17.220000,0.000000,7.980000,53.060000,259.070000,48.240000,272.770000,12.290000,24.120000,25.600000,76.490000,0.000000,67.530000,0.000000,24.120000,30.280000,38.590000,115.340000,10.360000,24.120000,0.000000,24.120000,21.750000,0.000000,10.400000,25.600000,0.000000,15.710000,0.000000,48.240000,0.000000,21.5,7.17,0,0,0,30.02,0,0,0,0,7.16,16.33,0,0,0,16.33,7.34,0,0,0,0

17,04:00-04:15,16.850000,0.000000,7.790000,53.060000,259.070000,48.240000,272.770000,12.290000,24.120000,25.600000,76.490000,0.000000,67.530000,0.000000,24.120000,30.280000,38.590000,115.340000,10.360000,24.120000,0.000000,24.120000,21.750000,0.000000,10.400000,25.600000,0.000000,15.710000,0.000000,48.240000,0.000000,21.5,7.17,0,0,0,30.02,0,0,0,0,7.16,16,0,0,0,16,7.34,0,0,0,0

18,04:15-04:30,16.850000,0.000000,7.790000,53.060000,259.070000,48.240000,272.770000,12.290000,24.120000,25.600000,76.490000,0.000000,67.530000,0.000000,24.120000,30.280000,38.590000,115.340000,10.360000,24.120000,0.000000,24.120000,21.750000,0.000000,10.400000,25.600000,0.000000,15.710000,0.000000,48.240000,0.000000,21.5,7.17,0,0,0,30.02,0,0,0,0,7.16,15.67,0,0,0,15.67,7.34,0,0,0,0

19,04:30-04:45,16.850000,0.000000,7.790000,53.060000,261.920000,48.240000,272.770000,12.290000,24.120000,30.870000,76.490000,0.000000,67.530000,0.000000,24.120000,30.280000,38.590000,115.340000,10.360000,24.120000,0.000000,24.120000,21.750000,0.000000,10.400000,24.950000,0.000000,15.710000,0.000000,48.240000,0.000000,21.5,7.17,0,0,0,30.02,0,0,0,0,7.16,14.67,0,0,0,14.67,7.34,0,0,0,0

20,04:45-05:00,16.850000,0.000000,7.790000,53.060000,261.920000,48.240000,272.770000,12.290000,24.120000,30.870000,57.590000,0.000000,67.530000,0.000000,24.120000,30.280000,38.590000,115.340000,10.360000,24.120000,0.000000,24.120000,21.750000,0.000000,10.400000,24.950000,0.000000,15.710000,0.000000,48.240000,0.000000,21.5,7.17,0,0,0,30.02,0,0,0,0,7.16,14.67,0,0,0,14.67,7.34,0,0,0,0

21,05:00-05:15,16.490000,0.000000,7.520000,53.060000,213.680000,48.240000,272.770000,12.290000,24.120000,30.870000,57.590000,0.000000,67.530000,0.000000,24.120000,30.280000,38.590000,85.090000,10.210000,24.120000,0.000000,24.120000,21.750000,0.000000,10.400000,24.950000,0.000000,24.120000,0.000000,48.240000,0.000000,21.5,7.17,0,0,0,30.02,0,0,0,0,7.16,14.67,0,0,0,14.67,7.34,0,0,0,0

22,05:15-05:30,16.490000,0.000000,7.520000,53.060000,165.450000,48.240000,272.770000,10.290000,24.120000,30.870000,57.590000,0.000000,67.530000,0.000000,24.120000,30.280000,38.590000,66.180000,10.210000,24.120000,0.000000,24.120000,21.750000,0.000000,10.400000,24.950000,0.000000,24.120000,0.000000,48.240000,0.000000,21.5,7.17,0,0,0,30.02,0,0,0,0,7.16,14.67,0,0,0,14.67,7.34,0,0,0,0

23,05:30-05:45,16.490000,0.000000,7.520000,53.060000,117.210000,48.240000,272.770000,10.290000,24.120000,30.870000,57.590000,0.000000,67.530000,0.000000,24.120000,30.280000,38.590000,66.180000,10.210000,24.120000,0.000000,24.120000,21.750000,0.000000,10.400000,24.950000,0.000000,24.120000,0.000000,48.240000,0.000000,21.5,7.17,1.130304,0,0,34.02,0,0,0,0,7.16,14.67,0,0,0,14.67,7.34,0,0,0,0

24,05:45-06:00,16.490000,0.000000,7.520000,53.060000,109.980000,48.240000,272.770000,10.290000,24.120000,30.870000,57.590000,0.000000,67.530000,0.000000,24.120000,30.280000,38.590000,66.180000,10.210000,24.120000,0.000000,24.120000,21.750000,0.000000,10.400000,24.950000,0.000000,24.120000,0.000000,48.240000,0.000000,21.5,7.17,1.9488,0,0,33.82,0,0.2,0,0,7.16,14.67,0.17,0,0,14.67,7.34,0,0,0.11,0.53

25,06:00-06:15,16.120000,0.000000,7.330000,53.060000,109.980000,48.240000,231.530000,1.860000,24.120000,30.870000,57.590000,0.000000,67.530000,0.000000,24.120000,30.280000,38.590000,66.180000,9.970000,24.120000,0.000000,24.120000,21.750000,0.000000,10.400000,24.950000,0.000000,24.120000,0.000000,48.240000,0.000000,21.5,7.17,3.449376,0,9.89,33.42,1,1,6.94,0,7.16,14.67,1.56,1,0,14.67,7.34,1,0,0.7,3.49

26,06:15-06:30,16.120000,0.000000,7.330000,53.060000,109.980000,48.240000,192.940000,1.860000,24.120000,30.870000,57.590000,0.090000,67.530000,0.000000,24.120000,30.280000,38.590000,70.340000,9.970000,24.120000,0.090000,24.120000,21.750000,0.000000,10.400000,24.950000,0.000000,24.120000,0.090000,48.240000,0.000000,21.5,7.17,6.060768,1,18.67,33.02,1,2,10.1,0,7.16,14.67,3.56,2,1.9,14.67,7.34,4,0,1.51,7.53

27,06:30-06:45,16.120000,0.000000,7.330000,53.060000,109.980000,48.240000,150.020000,1.860000,24.120000,25.600000,57.590000,0.660000,67.530000,0.000000,24.120000,31.290000,38.590000,70.340000,9.970000,24.120000,0.650000,24.120000,21.750000,0.000000,10.400000,25.600000,0.000000,24.120000,0.650000,48.240000,0.000000,21.5,7.17,9.363984,3,25.63,32.82,3,5,14.55,0,7.16,14.67,6.13,5,5.6,14.67,7.34,7,0,2.82,14.08

28,06:45-07:00,16.120000,0.000000,7.330000,53.060000,109.980000,48.240000,150.020000,1.860000,24.120000,25.600000,57.590000,1.060000,67.530000,0.000000,24.120000,31.290000,38.590000,70.340000,9.970000,24.120000,1.030000,24.120000,21.750000,0.000000,10.400000,25.600000,0.000000,24.120000,1.030000,48.240000,0.000000,21.5,7.17,13.30056,4,32.29,32.42,6,6,24.48,0,7.16,14.67,8.91,8,10.3,14.67,7.34,14,0,3.85,19.27

29,07:00-07:15,15.660000,0.000000,7.140000,53.060000,109.980000,48.240000,150.020000,1.860000,24.120000,25.600000,57.590000,1.560000,67.530000,0.000000,24.120000,30.280000,38.590000,70.340000,9.820000,24.120000,1.520000,24.120000,21.750000,0.000000,10.400000,25.600000,0.000000,24.120000,1.520000,48.240000,0.000000,22.5,7.5,17.987424,5,32.25,24.01,9,6,32.25,0,7.5,16,11.06,11,18.8,16,7.34,21,0,5.89,29.44

30,07:15-07:30,15.660000,0.000000,7.140000,53.060000,109.980000,48.240000,150.020000,1.860000,24.120000,25.600000,57.590000,2.160000,67.530000,0.000000,24.120000,30.280000,38.590000,70.340000,9.820000,24.120000,2.110000,24.120000,21.750000,0.000000,10.400000,25.600000,0.000000,24.120000,2.110000,48.240000,0.000000,22.5,7.5,23.3856,8,30.18,25.01,15,11,30.18,0,7.5,16.67,14.32,16,30.09,16.67,7.34,35,0,8.17,40.87

31,07:30-07:45,15.660000,0.000000,7.140000,53.060000,109.980000,48.240000,150.020000,1.860000,24.120000,25.600000,57.590000,2.850000,67.530000,0.000000,24.120000,30.280000,38.590000,70.340000,9.820000,24.120000,2.770000,24.120000,21.750000,0.000000,10.400000,25.600000,0.000000,24.120000,2.770000,48.240000,0.000000,22.5,7.5,31.443888,11,31.48,26.01,18,13,31.48,0,7.5,17.33,18.33,23,31.49,17.33,7.34,42,0,10.15,50.74

32,07:45:08:00,15.660000,0.000000,7.140000,53.060000,109.980000,48.240000,150.020000,1.860000,24.120000,25.600000,57.590000,3.780000,67.530000,0.000000,24.120000,30.280000,38.590000,70.340000,9.820000,24.120000,3.690000,24.120000,21.750000,0.000000,10.400000,25.600000,0.000000,24.120000,3.690000,48.240000,0.000000,22.5,7.5,38.225712,14,32.17,27.01,22,16,32.17,0,7.5,17.67,22.04,28,32.16,17.67,7.34,53,0,12.56,62.81

33,08:00-08:15,15.290000,0.000000,6.960000,53.060000,109.980000,48.240000,150.020000,1.860000,24.120000,25.600000,57.590000,4.710000,67.530000,0.000000,24.120000,30.280000,38.590000,70.340000,9.670000,24.120000,4.590000,24.120000,21.750000,0.000000,10.400000,25.600000,0.000000,24.120000,4.590000,48.240000,0.000000,22.5,7.5,45.465504,16,32.33,28.01,25,20,32.33,0,7.5,16.67,26.82,32,32.34,16.67,7.34,60,0,13.91,69.57

34,08:15-08:30,15.290000,0.000000,6.960000,53.060000,109.980000,48.240000,150.020000,1.860000,24.120000,25.600000,57.590000,5.650000,67.530000,0.000000,24.120000,30.280000,38.590000,70.340000,9.670000,24.120000,5.520000,24.120000,21.750000,0.000000,10.400000,25.600000,0.000000,24.120000,5.520000,48.240000,0.000000,22.5,7.5,53.124288,18,32.83,29.01,30,23,32.83,0,7.5,17.33,31.33,38,32.84,17.33,7.34,70,0,16.16,80.8

35,08:30-08:45,15.290000,0.000000,6.960000,53.060000,109.980000,48.240000,150.020000,1.860000,24.120000,25.600000,57.590000,6.550000,67.530000,0.000000,24.120000,30.280000,38.590000,70.340000,9.670000,24.120000,6.400000,24.120000,21.750000,0.000000,10.400000,25.600000,0.000000,24.120000,6.400000,48.240000,0.000000,22.5,7.5,59.399424,20,32.83,30.02,36,26,32.83,0,7.5,17.33,38.28,42,32.84,17.33,7.34,84,0,18.37,91.85

36,08:45:09:00,15.290000,0.000000,6.960000,53.060000,109.980000,48.240000,150.020000,1.860000,24.120000,25.600000,57.590000,7.400000,67.530000,0.000000,24.120000,30.280000,38.590000,70.340000,9.670000,24.120000,7.220000,24.120000,21.750000,0.000000,10.400000,25.600000,0.000000,24.120000,7.220000,48.240000,0.000000,22.5,7.5,65.655072,23,33,31.02,42,29,33,0,7.5,17.67,44.11,49,33,17.67,7.34,98,0,20.54,102.69

37,09:00:09:15,17.130000,0.000000,6.770000,53.060000,109.980000,0.000000,150.020000,1.860000,24.120000,25.600000,57.590000,8.230000,67.530000,0.000000,0.000000,26.240000,0.000000,70.340000,9.200000,24.120000,8.030000,24.120000,21.750000,0.000000,10.400000,25.600000,0.000000,24.120000,8.030000,0.000000,0.000000,22.5,7.5,71.725584,27,33,20.2,46,30,33,0,7.5,18,49.61,58,33,18,7.34,109,0,21.1,105.48

38,09:15-09:30,17.130000,0.000000,6.770000,53.060000,109.980000,0.000000,150.020000,1.860000,24.120000,25.600000,57.590000,9.020000,67.530000,0.000000,0.000000,27.250000,0.000000,70.340000,9.200000,24.120000,8.800000,24.120000,21.750000,0.000000,10.400000,25.600000,0.000000,24.120000,8.800000,0.000000,0.000000,22.5,7.5,77.435568,31,33,20.6,51,31,33,0,7.5,18.33,54.75,64,33,18.33,7.34,119,0,21.89,109.45

39,09:30-09:45,17.130000,0.000000,6.770000,53.060000,109.980000,0.000000,150.020000,1.860000,24.120000,25.600000,57.590000,9.700000,67.530000,0.000000,0.000000,27.250000,0.000000,70.340000,9.200000,24.120000,9.470000,24.120000,21.750000,0.000000,10.400000,25.600000,0.000000,24.120000,9.470000,0.000000,0.000000,22.5,7.5,81.303936,30,33,21.01,55,35.5,33,0,7.5,18.67,53.33,62,33,18.67,7.34,130,0,22.68,113.42

40,09:45-10:00,17.130000,0.000000,6.770000,53.060000,109.980000,0.000000,150.020000,1.860000,24.120000,25.600000,57.590000,10.350000,67.530000,0.000000,0.000000,27.250000,0.000000,70.340000,9.200000,24.120000,10.100000,24.120000,21.750000,0.000000,10.400000,25.600000,0.000000,24.120000,10.100000,0.000000,0.000000,22.5,7.5,84.831264,32,33,21.61,60,36.5,33,0,7.5,19.33,56.67,68,33,19.33,7.34,140,0,23.48,117.38

41,10:00-10:15,17.130000,0.000000,6.770000,53.060000,109.980000,0.000000,150.020000,1.860000,24.120000,25.600000,57.590000,10.970000,0.000000,0.000000,0.000000,26.740000,0.000000,70.340000,8.980000,0.000000,10.710000,0.000000,21.750000,0.000000,9.310000,25.600000,0.000000,0.000000,10.710000,0.000000,0.000000,22.5,7.5,87.345216,36,33,32.02,64,37.5,33,0,7.5,20,60,76,33,20,7.34,151,0,23.77,118.85

42,10:15-10:30,17.130000,0.000000,6.770000,53.060000,109.980000,0.000000,150.020000,1.860000,24.120000,25.600000,57.590000,7.940000,0.000000,0.000000,0.000000,26.740000,0.000000,70.340000,8.980000,0.000000,7.750000,0.000000,21.750000,0.000000,9.310000,25.600000,0.000000,0.000000,7.750000,0.000000,0.000000,22.5,7.5,88.826304,38,33,32.62,67,40,33,0,7.5,20.67,63.33,81,33,20.67,7.34,158,0,24.06,120.32

43,10:30-10:45,17.130000,0.000000,6.770000,53.060000,109.980000,0.000000,150.020000,1.860000,24.120000,25.600000,57.590000,8.530000,0.000000,0.000000,0.000000,27.750000,0.000000,70.340000,8.980000,0.000000,8.320000,0.000000,21.750000,0.000000,9.310000,25.600000,0.000000,0.000000,8.320000,0.000000,0.000000,22.5,7.5,89.956608,37,33,37.02,66,40.5,33,0,7.5,18.33,66.67,76,33,18.33,8.34,154,0,21.48,107.43

44,10:45-11:00,17.130000,0.000000,6.770000,53.060000,109.980000,0.000000,150.020000,1.860000,24.120000,25.600000,57.590000,9.500000,0.000000,0.000000,0.000000,27.750000,0.000000,70.340000,8.980000,0.000000,9.270000,0.000000,21.750000,0.000000,9.310000,25.600000,0.000000,0.000000,9.270000,0.000000,0.000000,22.5,7.5,91.564368,38,33,37.02,69,41.5,33,0,7.5,18.33,70,80,33,18.33,8.34,161,0,21.74,108.72

45,11:00-11:15,16.950000,0.000000,6.640000,53.060000,109.980000,0.000000,150.020000,1.860000,24.120000,25.600000,57.590000,10.490000,0.000000,0.000000,0.000000,27.750000,0.000000,70.340000,8.750000,0.000000,10.230000,0.000000,21.750000,0.000000,9.310000,25.600000,0.000000,0.000000,10.230000,0.000000,0.000000,22.5,7.5,92.587488,40,33,41.01,72,41,33,0,7.5,31.67,73.33,85,33,31.67,8.66,168,0,22.65,113.23

46,11:15-11:30,16.950000,0.000000,6.640000,53.060000,109.980000,0.000000,150.020000,1.860000,24.120000,25.600000,57.590000,11.270000,0.000000,0.000000,0.000000,27.750000,0.000000,70.340000,8.750000,0.000000,10.990000,0.000000,21.750000,0.000000,9.310000,25.600000,0.000000,0.000000,10.990000,0.000000,0.000000,22.5,7.5,92.831088,41,33,41.01,75,41,33,0,7.5,32.67,76.67,87,33,32.67,8.66,175,0,23.38,116.9

47,11:30-11:45,16.950000,0.000000,7.880000,53.060000,109.980000,0.000000,150.020000,1.860000,24.120000,25.600000,57.590000,11.750000,0.000000,0.000000,0.000000,27.750000,0.000000,70.340000,8.750000,0.000000,11.460000,0.000000,21.750000,0.000000,9.310000,25.600000,0.000000,0.000000,11.460000,0.000000,0.000000,37.5,12.5,95.4912,38,33,41.01,70,40,33,0,12.5,33.67,79.26,80,33,33.67,11.34,165,0,24.18,120.89

48,11:45-12:00,16.950000,0.000000,7.880000,53.060000,109.980000,0.000000,150.020000,1.860000,24.120000,25.600000,57.590000,12.240000,0.000000,0.000000,0.000000,27.750000,0.000000,70.340000,8.750000,0.000000,11.950000,0.000000,21.750000,0.000000,9.310000,25.600000,0.000000,0.000000,11.950000,0.000000,0.000000,40,13.33,97.790784,38,33,41.01,70,41,33,0,13.34,35,79.42,80,33,35,12,165,0,25.05,125.26

49,12:00-12:15,16.760000,0.000000,7.880000,53.060000,109.980000,0.000000,150.020000,1.860000,24.120000,25.600000,57.590000,12.450000,0.000000,0.000000,0.000000,27.750000,0.000000,70.340000,8.750000,0.000000,12.150000,0.000000,21.750000,0.000000,9.310000,25.600000,0.000000,0.000000,12.150000,0.000000,0.000000,42.5,14.17,104.299776,40,33,41.01,75,43.5,33,0,14.16,36,79.51,85,33,36,13,175,0,31.91,159.53

50,12:15-12:30,16.760000,0.000000,7.880000,53.060000,109.980000,0.000000,150.020000,1.860000,24.120000,25.600000,57.590000,12.450000,0.000000,0.000000,0.000000,27.750000,0.000000,70.340000,8.750000,0.000000,12.150000,0.000000,21.750000,0.000000,9.310000,25.600000,0.000000,0.000000,12.150000,0.000000,0.000000,45,15,104.11464,40,33,41.01,75,42.5,33,0,15,36.67,79.47,85,33,36.67,13.34,175,0,32.9,164.52

