Block,Time,NR/01012024/31032024/ ChanjuII,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,NR/23032024/30032024/HP-64,NR/01102023/06022042/L_NR_2012_07,NR/01032024/31032024/NVVN/OA/16997,WR/16032024/31032024/TPDDL/PMG/MSEDCL/Banking/12112023,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,NR/30092023/26122029/SH-06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,NR/23032024/30032024/HP-60,NR/01102023/05012040/L_NR_2020_02,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),SR/16032024/31032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,NR/01102023/23072042/L_NR_2012_04,WR/01102023/31032046/L_NR_2020_05,SR/01032024/31032024/SJVN010324NR1590,NR/01102023/13082046/L_NR_2021_12,NR/01032024/31032024/SJVN010324NR1588,NR/26072023/25122043/L_NR_2023_10,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/01102023/19072037/LT-05,NR/23032024/30032024/HP-57,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01032024/31032024/SJVN010324NR1589,NR/01102023/02012046/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16
6,01:15-01:30,0.000000,27.030000,0.000000,0.000000,26.060000,2.380000,2.720000,226.820000,0.000000,0.000000,29.540000,57.560000,48.280000,193.100000,27.66,0,26.060000,60,19,48.28,74.090000,2.000000,0,0,48.28,48.280000,60,27.67,0,134.010000,83,0,0,0,0,7.01,0,0,0,35.200000,173.020000,0,0,0,0,0,0

7,01:30-01:45,0.000000,27.030000,0.000000,0.000000,26.060000,2.380000,2.720000,226.820000,0.000000,0.000000,29.540000,57.560000,48.280000,193.100000,27.5,0,26.060000,59.33,25.66,48.28,74.090000,2.000000,0,0,48.28,48.280000,59.33,27.5,0,134.010000,82.5,0,0,0,0,7.01,0,0,0,35.200000,173.020000,0,0,0,0,0,0

8,01:45-02:00,0.000000,27.030000,0.000000,0.000000,26.060000,2.380000,2.720000,200.080000,0.000000,0.000000,29.540000,57.560000,48.280000,193.100000,27,0,26.060000,59,25.34,48.28,74.090000,2.000000,0,0,48.28,48.280000,59,27,0,134.010000,81,0,0,0,0,7.01,0,0,0,35.200000,173.020000,0,0,0,0,0,0

9,02:00-02:15,0.000000,27.030000,0.000000,0.000000,26.060000,2.310000,2.480000,200.080000,0.000000,0.000000,29.540000,57.560000,48.280000,193.100000,26.16,0,26.060000,58.33,29.34,48.28,74.090000,1.950000,0,0,48.28,48.280000,58.33,26.17,0,134.010000,78.5,0,0,0,0,7.01,0,0,0,35.200000,173.020000,0,0,0,0,0,0

10,02:15-02:30,0.000000,27.030000,0.000000,0.000000,26.060000,2.310000,2.480000,200.080000,0.000000,0.000000,29.540000,57.560000,48.280000,193.100000,25.84,0,26.060000,57.67,29.34,48.28,74.090000,1.950000,0,0,48.28,48.280000,57.67,25.83,0,134.010000,77.5,0,0,0,0,7.01,0,0,0,35.200000,173.020000,0,0,0,0,0,0

11,02:30-02:45,0.000000,27.030000,0.000000,0.000000,26.060000,2.310000,2.480000,190.430000,0.000000,0.000000,29.540000,57.560000,48.280000,193.100000,29.16,0,26.060000,55.33,25.34,48.28,74.090000,1.950000,0,0,48.28,48.280000,55.33,29.17,0,134.010000,87.5,0,0,0,0,7.01,0,0,0,35.200000,173.020000,0,0,0,0,0,0

12,02:45-03:00,0.000000,27.030000,0.000000,0.000000,26.060000,2.310000,2.480000,180.770000,0.000000,0.000000,29.540000,57.560000,48.280000,193.100000,28.66,0,26.060000,55,24.66,48.28,74.090000,1.950000,0,0,48.28,48.280000,55,28.67,0,134.010000,86,0,0,0,0,7.01,0,0,0,35.200000,173.020000,0,0,0,0,0,0

13,03:00-03:15,0.000000,27.030000,0.000000,0.000000,26.060000,2.310000,2.480000,180.770000,0.000000,0.000000,29.540000,33.790000,48.280000,193.100000,28.34,0,26.060000,54.67,24,48.28,74.090000,1.950000,0,0,48.28,48.280000,54.67,28.33,0,134.010000,85,0,0,0,0,7.01,0,0,0,35.200000,173.020000,0,0,0,0,0,0

14,03:15-03:30,0.000000,27.030000,0.000000,0.000000,26.060000,2.310000,2.480000,171.120000,0.000000,0.000000,29.540000,33.790000,48.280000,193.100000,28,0,26.060000,53.67,23.66,48.28,74.090000,1.950000,0,0,48.28,48.280000,53.67,28,0,134.010000,84,0,0,0,0,7.01,0,0,0,35.200000,173.020000,0,0,0,0,0,0

15,03:30-03:45,0.000000,27.030000,0.000000,0.000000,26.060000,2.310000,2.480000,171.120000,0.000000,0.000000,29.540000,33.790000,48.280000,193.100000,27.5,0,26.060000,47,21,48.28,74.090000,1.950000,0,0,48.28,48.280000,47,27.5,0,134.010000,82.5,0,0,0,0,7.01,0,0,0,35.200000,173.020000,0,0,0,0,0,0

16,03:45-04:00,0.000000,27.030000,0.000000,0.000000,26.060000,2.310000,2.480000,171.120000,0.000000,0.000000,29.540000,33.790000,48.280000,193.100000,27,0,26.060000,46.33,20.66,48.28,74.090000,1.950000,0,0,48.28,48.280000,46.33,27,0,134.010000,81,0,0,0,0,6.61,0,0,0,35.200000,173.020000,0,0,0,0,0,0

17,04:00-04:15,0.000000,27.030000,0.000000,0.000000,26.060000,2.230000,2.330000,171.120000,0.000000,0.000000,29.540000,33.790000,48.280000,193.100000,24,0,26.060000,51,20,48.28,74.090000,1.850000,0,0,48.28,48.280000,51,24,0,134.010000,72,0,0,0,0,6.61,0,0,0,35.200000,173.020000,0,0,0,0,0,0

18,04:15-04:30,0.000000,27.030000,0.000000,0.000000,26.060000,2.230000,2.330000,171.120000,0.000000,0.000000,29.540000,33.790000,48.280000,193.100000,23.34,0,26.060000,51.33,19.34,48.28,74.090000,1.850000,0,0,48.28,48.280000,51.33,23.33,0,134.010000,70,0,0,0,0,6.61,0,0,0,35.200000,173.020000,0,0,0,0,0,0

19,04:30-04:45,0.000000,26.070000,0.000000,0.000000,26.060000,2.230000,2.330000,171.120000,0.000000,0.000000,29.540000,33.790000,48.280000,193.100000,23,0,26.060000,51.67,18.34,48.28,74.090000,1.850000,0,0,48.28,48.280000,51.67,23,0,134.010000,69,0,0,0,0,6.61,0,0,0,35.200000,173.020000,0,0,0,0,0,0

20,04:45-05:00,0.000000,26.070000,0.000000,0.000000,26.060000,2.230000,2.330000,171.120000,0.000000,0.000000,29.540000,33.790000,48.280000,193.100000,22.5,0,26.060000,52.67,17.34,48.28,74.090000,1.850000,0,0,48.28,48.280000,52.67,22.5,0,134.010000,67.5,0,0,0,0,6.61,0,0,0,35.200000,173.020000,0,0,0,0,0,0

21,05:00-05:15,0.000000,26.070000,0.000000,0.000000,26.060000,2.230000,2.330000,171.120000,0.000000,0.000000,29.540000,57.560000,48.280000,193.100000,24.66,0,26.060000,54.67,16.66,48.28,74.090000,1.850000,0,0,48.28,48.280000,54.67,24.67,0,134.010000,74,0,0,0,0,6.61,0,0,0,33.120000,173.020000,0,0,0,0,0,0

22,05:15-05:30,0.000000,26.070000,0.000000,0.000000,26.060000,2.230000,2.330000,180.770000,0.000000,0.000000,29.540000,57.560000,48.280000,193.100000,24.34,0,26.060000,54.33,16,48.28,74.090000,1.850000,0,0,48.28,48.280000,54.33,24.33,0,134.010000,73,0,0,0,0,6.61,0,0,0,33.120000,173.020000,0,0,0,0,0,0

23,05:30-05:45,0.000000,26.070000,0.000000,0.000000,26.060000,2.230000,2.330000,180.770000,0.000000,0.000000,29.540000,57.560000,48.280000,193.100000,24.16,0,26.060000,53,20,48.28,74.090000,1.850000,0,0,48.28,48.280000,53,24.17,0,134.010000,72.5,0,0,0,0,6.61,0,0,0,33.120000,173.020000,0,0,0,0,0,0

24,05:45-06:00,0.000000,26.070000,0.000000,0.000000,26.060000,2.230000,2.330000,200.080000,0.000000,0.000000,29.540000,57.560000,48.280000,193.100000,24,0,26.060000,52,19.34,48.28,74.090000,1.850000,0,0,48.28,48.280000,52,24,0,134.010000,72,0,0,0,0,6.61,0,0,0,33.120000,173.020000,0,0,0,0,0,0

25,06:00-06:15,0.000000,26.070000,0.000000,0.000000,25.220000,2.230000,2.100000,205.560000,0.000000,0.000000,0.000000,57.560000,48.280000,96.550000,23.84,0,30.900000,43.33,18.66,48.28,0.000000,1.770000,0,0,48.28,48.280000,43.33,23.83,0,134.010000,71.5,0,0,0,0,6.61,0,0,0,33.120000,0.000000,0,0,0,0,0,0

26,06:15-06:30,0.000000,26.070000,0.000000,0.000000,25.220000,2.230000,2.100000,253.840000,0.000000,0.000000,0.000000,57.560000,48.280000,96.550000,23.5,0.63284,30.900000,42.67,18.34,48.28,0.000000,1.770000,3.53,0.5,48.28,77.240000,42.67,23.5,2.04,134.010000,70.5,0,0.01,0,0,6.61,0,0,0,33.120000,0.000000,0,0,0,0,0,0

27,06:30-06:45,0.000000,25.100000,0.000000,0.000000,25.220000,2.230000,2.100000,261.260000,0.000000,0.000000,0.000000,68.100000,48.280000,96.550000,20.34,4.030704,30.900000,42,14,48.28,0.000000,1.770000,10.69,5,48.28,100.050000,42,20.33,5.85,134.010000,61,0,0.01,0,0,6.61,0,0,0,33.120000,0.000000,0,0,0,0,0,0

28,06:45-07:00,0.000000,25.100000,0.030000,0.030000,25.220000,2.230000,2.100000,261.260000,0.000000,0.030000,0.000000,68.100000,48.280000,96.550000,19.66,9.122632,30.900000,41.67,13.34,48.28,0.000000,1.770000,19.34,15,48.28,100.050000,41.67,19.67,13.04,134.010000,59,0,1.86,0,1,6.61,0.5,0.27,1,33.120000,0.000000,0,0,0.37,0,0,0

29,07:00-07:15,0.000000,25.100000,0.190000,0.190000,25.220000,2.150000,2.100000,261.260000,0.000000,0.190000,0.000000,68.100000,48.280000,96.550000,14.66,14.370336,30.900000,41,10,48.28,0.000000,1.770000,20.99,20.98,48.28,100.050000,41,14.67,20.98,134.010000,44,0,8.22,0,1,6.61,1,2.28,4,33.120000,0.000000,2,1,1.64,0,0,0

30,07:15-07:30,0.000000,24.140000,0.590000,0.590000,25.220000,2.150000,2.100000,261.260000,0.000000,0.610000,0.000000,68.100000,48.280000,96.550000,14.16,20.211936,30.900000,40,10,48.28,0.000000,1.770000,21.49,21.48,48.28,100.050000,40,14.17,21.48,134.010000,42.5,0,18.13,0,4,6.61,5,5.8,11,33.120000,0.000000,9,4,3.63,0,0,0

31,07:30-07:45,0.000000,23.170000,1.290000,1.290000,25.220000,2.150000,2.100000,261.260000,0.000000,1.320000,0.000000,57.560000,48.280000,96.550000,13.34,30.191336,30.900000,39.33,10,48.28,0.000000,1.770000,22.49,22.48,48.28,100.050000,39.33,13.33,22.48,134.010000,40,0,32.48,0,6,6.61,7,10.95,14,33.120000,0.000000,11,5,6.49,0,0,0

32,07:45:08:00,0.000000,23.170000,2.260000,2.260000,25.220000,2.150000,2.100000,261.260000,0.000000,2.320000,0.000000,76.550000,48.280000,96.550000,13,39.275024,30.900000,38,10,48.28,0.000000,1.770000,23.31,23.32,48.28,100.050000,38,13,23.32,134.010000,39,0,50.33,0,12,6.61,11,17.63,28,33.120000,0.000000,16,8,10.07,0,0,0

33,08:00-08:15,0.000000,23.170000,3.280000,3.280000,25.220000,2.150000,2.100000,226.820000,0.000000,3.350000,0.000000,76.550000,48.280000,96.550000,12.5,48.650792,30.900000,37,9.66,48.28,0.000000,1.770000,25.31,25.32,48.28,71.080000,37,12.5,25.32,134.010000,37.5,0,70.68,0,18,6.61,13.5,25.09,42,33.120000,0.000000,25,12,14.14,0,0,0

34,08:15-08:30,0.000000,23.170000,4.620000,4.620000,25.220000,2.150000,2.100000,226.820000,0.000000,4.740000,0.000000,76.550000,48.280000,96.550000,12,57.461872,30.900000,35.33,9.34,48.28,0.000000,1.770000,26.99,26.98,48.28,48.280000,35.33,12,26.98,134.010000,36,0,92.93,0,24,6.61,17,32.19,56,33.120000,0.000000,29,15,18.59,0,0,0

35,08:30-08:45,0.000000,22.210000,5.930000,5.930000,25.220000,2.150000,2.330000,226.820000,0.000000,6.070000,0.000000,76.550000,48.280000,96.550000,11.66,65.990608,30.900000,31.67,9,48.28,0.000000,1.770000,27.81,27.82,48.28,48.280000,31.67,11.67,27.82,134.010000,35,0,106.11,0,31,6.61,21.1,39.81,74,33.120000,0.000000,35,17,21.22,0,0,0

36,08:45:09:00,0.000000,22.210000,5.060000,5.060000,25.220000,2.150000,2.330000,226.820000,0.000000,5.190000,0.000000,76.550000,48.280000,96.550000,11.66,74.363568,30.900000,31,8.66,48.28,0.000000,1.770000,28.49,28.48,48.28,48.280000,31,11.67,28.48,134.010000,35,0,125.38,0,37,6.61,24.6,47.37,88,33.120000,0.000000,43,22,25.08,0,0,0

37,09:00:09:15,0.000000,22.210000,5.830000,5.830000,25.220000,2.150000,2.330000,226.820000,0.000000,5.970000,0.000000,76.550000,48.280000,96.550000,10.84,76.408128,30.900000,30,8.34,48.28,0.000000,1.770000,28.49,28.48,48.28,48.280000,30,10.83,28.48,134.010000,32.5,0.48,143.99,23.65,38,6.61,27.9,54.56,88,33.120000,0.000000,43,22,28.8,28.97,0,0

38,09:15-09:30,0.000000,22.210000,7.160000,7.160000,25.220000,2.150000,2.330000,226.820000,0.000000,7.340000,0.000000,76.550000,48.280000,96.550000,10,83.836696,30.900000,29.33,8.34,48.28,0.000000,1.770000,30.49,30.48,48.28,48.280000,29.33,10,30.48,134.010000,30,0,161.8,24.14,44,6.61,31,61.16,104,57.910000,0.000000,50,25,32.36,28.97,0,0

39,09:30-09:45,0.000000,22.210000,8.660000,8.660000,25.220000,2.150000,2.330000,226.820000,0.000000,8.870000,0.000000,76.550000,48.280000,96.550000,9.66,88.704696,26.060000,29.33,8,48.28,0.000000,1.770000,30.49,30.48,48.28,48.280000,29.33,9.67,30.48,134.010000,29,0,168.77,24.14,51,6.61,33,56.67,119,57.910000,0.000000,57,28,33.75,28.97,0,0

40,09:45-10:00,0.000000,22.210000,9.420000,9.420000,25.220000,2.150000,2.330000,226.820000,0.000000,9.650000,0.000000,76.550000,48.280000,96.550000,9.5,91.236056,26.060000,29,8,48.28,0.000000,1.770000,30.99,30.98,48.28,48.280000,29,9.5,30.98,134.010000,28.5,0,185.13,24.14,57,6.61,36,63.33,133,57.910000,0.000000,63,32,37.03,28.97,0,0

41,10:00-10:15,0.000000,22.210000,10.170000,10.170000,25.220000,2.150000,2.330000,226.820000,0.000000,10.420000,0.000000,76.550000,48.280000,96.550000,9,94.380784,26.060000,18.33,7.66,48.28,0.000000,1.820000,30.99,30.98,48.28,48.280000,18.33,9,30.98,134.010000,27,0,207.79,24.14,64,6.61,38.6,70,151,57.910000,0.000000,73,37,41.56,28.97,0,0

42,10:15-10:30,0.000000,22.210000,12.060000,12.060000,25.220000,2.150000,2.330000,226.820000,0.000000,12.370000,0.000000,76.550000,48.280000,96.550000,8.66,99.716112,26.060000,18.33,7.66,48.28,0.000000,1.820000,30.99,30.98,48.28,48.280000,18.33,8.67,30.98,134.010000,26,0,220.71,24.14,70,6.61,40.7,76.67,165,57.910000,0.000000,79,39,44.14,28.97,0,0

43,10:30-10:45,0.000000,22.210000,13.320000,13.320000,25.220000,2.150000,2.330000,226.820000,0.000000,13.660000,0.000000,76.550000,48.280000,96.550000,8.5,96.464288,26.060000,26,7.66,48.28,0.000000,1.820000,30.99,30.98,48.28,48.280000,26,8.5,30.98,134.010000,25.5,0,227.6,24.14,75,6.61,42.3,81.67,175,57.910000,0.000000,85,43,45.52,28.97,0,0

44,10:45-11:00,0.000000,22.210000,13.990000,13.990000,25.220000,2.150000,2.330000,226.820000,0.000000,14.340000,0.000000,76.550000,48.280000,96.550000,8.34,99.959512,26.060000,26,7.66,48.28,0.000000,1.820000,30.99,30.98,48.28,48.280000,26,8.33,30.98,134.010000,25,0,229.33,24.14,78,6.61,44,86.82,182,57.910000,0.000000,89,44,45.87,28.97,0,0

45,11:00-11:15,0.000000,24.140000,15.290000,15.290000,26.060000,2.150000,2.170000,226.820000,0.000000,15.670000,0.000000,52.780000,48.280000,96.550000,12,101.93592,26.060000,26,7.66,48.28,0.000000,1.820000,31.15,31.15,48.28,48.280000,26,12,31.15,134.010000,36,0,229.33,24.14,78,6.61,44.8,87.69,182,57.910000,0.000000,89,45,45.87,28.97,0,0

46,11:15-11:30,0.000000,23.170000,15.800000,15.800000,26.060000,2.150000,2.170000,226.820000,0.000000,16.200000,0.000000,52.780000,48.280000,96.550000,12,105.869264,26.060000,26.33,8.34,48.28,0.000000,1.820000,31.15,31.15,48.28,48.280000,26.33,12,31.15,134.010000,36,0,229.33,24.14,79,6.61,46,88.27,186,57.910000,0.000000,89,45,45.87,28.97,0,0

47,11:30-11:45,0.000000,23.170000,15.800000,15.800000,26.060000,2.150000,2.170000,226.820000,0.000000,16.200000,0.000000,52.780000,48.280000,96.550000,11.84,108.838744,26.060000,32.67,8.66,48.28,0.000000,1.820000,31.49,31.48,48.28,48.280000,32.67,11.83,31.48,134.010000,35.5,0,229.33,24.14,78,6.61,46.1,91.8,182,57.910000,0.000000,89,45,45.87,28.97,0,0

48,11:45-12:00,0.000000,23.170000,16.810000,16.810000,26.060000,2.150000,2.170000,226.820000,0.000000,17.230000,0.000000,52.780000,48.280000,96.550000,11.66,111.029344,26.060000,33,9,48.28,0.000000,1.820000,31.49,31.48,48.28,48.280000,33,11.67,31.48,134.010000,35,0,229.33,24.14,78,6.61,46.2,91.8,182,57.910000,0.000000,89,45,45.87,28.97,0,0

49,12:00-12:15,0.000000,23.170000,16.810000,16.810000,26.060000,2.150000,2.170000,166.730000,0.000000,17.230000,0.000000,33.790000,48.280000,96.550000,11.84,144.978776,26.060000,33.33,10,48.28,0.000000,1.820000,31.49,31.48,48.28,48.280000,33.33,11.83,31.48,134.010000,35.5,0,229.33,24.14,76,6.61,46.2,91.8,179,33.120000,0.000000,89,45,45.87,28.97,0,0

50,12:15-12:30,0.000000,23.170000,16.810000,16.810000,26.060000,2.150000,2.170000,140.000000,0.000000,17.230000,0.000000,33.790000,48.280000,96.550000,12,145.222176,26.060000,33.67,10,48.28,0.000000,1.820000,31.49,31.48,48.28,48.280000,33.67,12,31.48,134.010000,36,0,229.33,24.14,78,6.61,46.2,91.8,182,33.120000,0.000000,89,45,45.87,28.97,0,0

51,12:30-12:45,0.000000,23.170000,16.810000,16.810000,26.060000,2.150000,2.170000,136.140000,0.000000,17.230000,0.000000,33.790000,48.280000,96.550000,10.34,144.745112,26.060000,35,10.66,48.28,0.000000,1.820000,31.49,31.48,48.28,48.280000,35,10.33,31.48,134.010000,31,0,232.75,24.14,79,6.61,46.2,91.8,186,35.200000,0.000000,89,45,46.55,28.97,0,0

52,12:45-13:00,0.000000,23.170000,16.810000,16.810000,26.060000,2.150000,2.170000,136.140000,0.000000,17.230000,0.000000,33.790000,48.280000,96.550000,10.5,143.888344,26.060000,36.33,12,48.28,0.000000,1.820000,31.49,31.48,48.28,48.280000,36.33,10.5,31.48,134.010000,31.5,0,232.75,24.14,79,6.61,46.2,91.75,186,35.200000,0.000000,89,45,46.55,28.97,0,0

53,13:00-13:15,0.000000,23.170000,16.810000,16.810000,26.060000,2.230000,2.170000,136.140000,0.000000,17.230000,0.000000,33.790000,48.280000,96.550000,10.66,142.905008,26.060000,32,13,48.28,0.000000,1.850000,31.49,31.48,48.28,48.280000,32,10.67,31.48,114.700000,32,14.48,232.75,0,79,8.01,46.2,91.96,186,35.200000,0.000000,90,45,46.55,0,0,0

54,13:15-13:30,0.000000,23.170000,16.810000,16.810000,26.060000,2.230000,2.170000,136.140000,0.000000,17.230000,0.000000,33.790000,48.280000,96.550000,11.84,141.726952,26.060000,32.33,15,48.28,0.000000,1.850000,31.49,31.48,48.28,48.280000,32.33,11.83,31.48,95.390000,35.5,14.48,232.75,0,79,8.01,46.2,91.6,186,35.200000,0.000000,90,45,46.55,0,0,0

55,13:30-13:45,0.000000,23.170000,16.810000,16.810000,26.060000,2.080000,2.170000,136.140000,0.000000,17.230000,0.000000,33.790000,48.280000,96.550000,12.84,135.972976,26.060000,41.67,17,48.28,0.000000,1.850000,31.49,31.48,48.28,48.280000,41.67,12.83,31.48,74.680000,38.5,14.48,232.75,0,79,8.01,46,91.6,186,35.200000,0.000000,90,45,46.55,0,0,0

56,13:45-14:00,0.000000,23.170000,16.510000,16.510000,26.060000,2.080000,2.170000,136.140000,0.000000,16.920000,0.000000,33.790000,48.280000,96.550000,13.5,133.607128,26.060000,42.67,17.34,48.28,0.000000,1.850000,31.49,31.48,48.28,48.280000,42.67,13.5,31.48,74.680000,40.5,14.48,232.75,0,79,8.01,46,91.41,186,35.200000,0.000000,89,45,46.55,0,0,0

57,14:00-14:15,0.000000,23.170000,16.370000,16.370000,26.060000,2.080000,2.330000,136.140000,0.000000,16.780000,0.000000,33.790000,48.280000,96.550000,14.5,128.817016,26.060000,45,18.34,48.28,0.000000,1.850000,31.49,31.48,48.28,48.280000,45,14.5,31.48,74.680000,43.5,0,232.75,24.14,79,8.01,45.2,91.11,186,35.200000,0.000000,89,45,46.55,28.97,0,0

58,14:15-14:30,0.000000,23.170000,15.920000,15.920000,26.060000,2.080000,2.330000,136.140000,0.000000,16.320000,0.000000,33.790000,48.280000,96.550000,15.34,123.277232,26.060000,46.67,18.66,48.28,0.000000,1.850000,31.49,31.48,48.28,48.280000,46.67,15.33,31.48,74.680000,46,0,232.75,24.14,79,8.01,44.4,90.65,186,35.200000,0.000000,89,45,46.55,28.97,0,0

59,14:30-14:45,0.000000,23.170000,14.380000,14.380000,26.060000,2.080000,2.330000,136.140000,0.000000,14.750000,0.000000,33.790000,48.280000,96.550000,16.5,117.007248,26.060000,47.33,19.34,48.28,0.000000,1.850000,31.49,31.48,48.28,48.280000,47.33,16.5,31.48,74.680000,49.5,0,232.75,24.14,75,8.01,43.8,90.27,175,35.200000,0.000000,83,42,46.55,28.97,0,0

60,14:45-15:00,0.000000,23.170000,13.640000,13.640000,26.060000,2.080000,2.330000,136.140000,0.000000,13.980000,0.000000,33.790000,48.280000,96.550000,16.84,109.763664,26.060000,47.67,19.34,48.28,0.000000,1.850000,31.49,31.48,48.28,48.280000,47.67,16.83,31.48,74.680000,50.5,0,232.75,24.14,72,8.01,42.2,87.43,168,35.200000,0.000000,80,40,46.55,28.97,0,0

61,15:00-15:15,0.000000,23.170000,12.950000,12.950000,26.060000,2.150000,2.330000,136.140000,0.000000,13.270000,0.000000,33.790000,48.280000,96.550000,17.5,97.428152,26.060000,48,20,48.28,0.000000,1.950000,31.49,31.48,48.28,48.280000,48,17.5,31.48,74.680000,52.5,14.48,231.3,0,69,8.01,39.6,83.67,161,35.200000,0.000000,77,38,46.26,0,0,0

62,15:15-15:30,0.000000,23.170000,12.250000,12.250000,26.060000,2.150000,2.330000,136.140000,0.000000,12.560000,0.000000,33.790000,48.280000,96.550000,18,90.15536,26.060000,48.67,20,48.28,0.000000,1.950000,31.49,31.48,48.28,48.280000,48.67,18,31.48,74.680000,54,14.48,219.32,0,64,8.61,37.5,79.28,151,35.200000,0.000000,71,36,43.86,0,0,0

