Column1,Time,GNA/NR/2024/10/01/3642,GNA/NR/2024/10/01/9072,GNA/NR/2024/10/01/8106,GNA/NR/2024/10/01/6101,NR/01102023/06022042/L_NR_2012_07,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,GNA/NR/2024/10/01/9582,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,GNA/WR/2024/10/15/7089,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02
89,22:00-22:15,37.24,37.24,12.42,37.24,0,0,0,0,7,0,6.83,6.66,20.5,6.84,0,0,0,14,0,0,14,0,0,0,0,0,70.29,92.13,0,12.42,3.88,18.98,18.98,192.8,3.99,272.57,30.28,5.99,3.06,231.36

90,22:15-22:30,37.24,37.24,12.42,37.24,0,0,0,0,7,0,6.83,6.66,20.5,6.84,0,0,0,14,0,0,14,0,0,0,0,0,70.29,92.13,0,12.42,3.88,18.98,18.98,192.8,3.99,272.57,30.28,5.99,3.06,231.36

91,22:30-22:45,37.24,37.24,12.42,37.24,0,0,0,0,7,0,6.83,6.66,20.5,6.84,0,0,0,14,0,0,14,0,0,0,0,0,70.29,92.13,0,12.42,3.88,18.98,18.98,192.8,3.99,272.57,29.78,5.99,3.06,231.36

92,22:45-23:00,37.24,37.24,12.42,37.24,0,0,0,0,7,0,6.83,6.66,20.5,6.84,0,0,0,14,0,0,14,0,0,0,0,0,70.29,92.13,0,12.42,3.88,18.98,18.98,192.8,3.99,272.57,29.78,5.99,3.06,231.36

93,23:00-23:15,37.24,37.24,12.42,37.24,0,0,0,0,7,0,6.83,6.66,20.5,6.84,0,0,0,14,0,0,14,0,0,0,0,0,70.29,92.13,0,12.42,3.72,18.98,18.98,192.8,3.68,272.57,29.27,5.79,3.06,231.36

94,23:15-23:30,37.24,37.24,12.42,37.24,0,0,0,0,7,0,6.83,6.66,20.5,6.84,0,0,0,14,0,0,14,0,0,0,0,0,70.29,92.13,0,12.42,3.72,18.98,18.98,192.8,3.68,272.57,29.27,5.79,3.06,231.36

95,23:30-23:45,37.24,37.24,12.42,37.24,0,0,0,0,7,0,6.83,6.66,20.5,6.84,0,0,0,14,0,0,14,0,0,0,0,0,70.29,92.13,0,12.42,3.72,18.98,18.98,192.8,3.68,272.57,29.27,5.79,3.06,231.36

96,23:45-24:00,37.24,37.24,12.42,37.24,0,0,0,0,7,0,6.83,6.66,20.5,6.84,0,0,0,14,0,0,14,0,0,0,0,0,70.29,92.13,0,12.42,3.72,18.98,18.98,192.8,3.68,272.57,29.27,5.79,3.06,231.36

