Block,Time Block,KOTESHWR,KUDGI,MAPS,SASAN,RAPPC,RSTPSU1TO6,RAPPD,RSTPSU7,RIHAND3,SALAL,RAPPB,RIHAND2,RAMPUR,RIHAND1,KHSTPP-II,KHSTPP-I,KKNP,KOLDAM,KISHANGANGA,KKNPPU2,NAPP,NJPC,NLCTS2EXP,NLCIIST2,NLCEXP,NLCIIST1,SINGRAULI_HYDRO,SIMHST1,SINGRAULI,SEWA2,SIMHST2,PARBATI3,NTPL,PARBATI2,DADRI_LF,DADRI_GF,AURY_RF,AURY_LF,DADRI_CRF,DADRI_RF,KGSU3AND4,NNTPP,AURY_GF,ANTA_CRF,ANTA_RF,ANTA_LF,ANTA_GF,AURY_CRF,JHAJJAR,KGSU1AND2,UNCHAHAR4,VALLURNTECL,URI2,UNCHAHAR3,UNCHAHAR2,URI,UNCHAHAR1,DHAULIGNGA,FSTPP I & II,DULHASTI,TEHRIPSP,TEHRI,TelanganaSTPP,DADRT2,CHAMERA3,CHAMERA2,TANAKPUR,TANDA2,TALA,TALST2,CHAMERA1,BSIUL,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
9,02:00-02:15,7.29,0,0,399.51,65.92,0,24.78,0,89.26,82.53,0,93.2,6.8,62.24,143.3,44.29,0,10.29,8.42,0,23.93,175.05,0,0,0,0,1.12,0,148.9,5.04,0,74.26,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.05,0,2.31,0,36.87,27.05,43.11,49.61,21.09,42.37,15.63,56.81,48.23,18.19,0,422.75,33.91,47.25,2.36,3.26,2.27,0,40.73,12.6,9.88,0,0,0,0,0

10,02:15-02:30,7.29,0,0,399.51,65.92,0,24.78,0,89.26,82.53,0,93.2,6.8,62.24,143.3,44.29,0,10.29,8.42,0,23.93,175.05,0,0,0,0,1.12,0,148.9,0,0,74.26,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.05,0,2.31,0,36.87,27.05,43.11,49.61,21.09,42.37,15.71,56.81,48.23,18.19,0,374.43,33.91,47.25,2.36,3.26,2.27,0,40.73,12.6,11.57,0,0,0,0,0

11,02:30-02:45,7.29,0,0,399.51,65.92,0,24.78,0,88.79,82.53,0,92.22,6.8,61.57,143.3,44.29,0,10.29,8.42,0,23.93,175.05,0,0,0,0,1.12,0,148.9,0,0,74.26,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.04,0,2.31,0,36.87,27.05,43.11,49.61,21.09,42.37,16.15,56.81,48.23,18.19,0,314.35,33.91,47.25,2.36,3.26,2.56,0,40.73,12.6,12.16,0,0,0,0,0

12,02:45-03:00,7.29,0,0,399.51,65.92,0,24.78,0,88.79,82.53,0,92.22,6.8,61.57,143.3,44.29,0,10.29,8.42,0,23.93,175.05,0,0,0,0,1.12,0,148.9,0,0,74.26,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.04,0,2.31,0,36.87,27.05,43.09,49.61,21.09,42.37,16.15,56.81,48.23,18.19,0,266.03,33.91,47.25,2.36,3.26,2.56,0,40.73,12.6,12.03,0,0,0,0,0

13,03:00-03:15,7.29,0,0,393.53,65.92,0,24.78,0,89.26,80.28,0,93.2,6.8,62.24,143.3,44.29,0,10.29,8.42,0,23.93,175.05,0,0,0,0,1.12,0,148.9,0,0,74.26,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.05,0,2.31,0,36.87,27.05,43.09,49.61,21.09,42.37,16.41,56.81,48.23,18.19,0,314.35,33.91,47.25,9.65,3.26,2.56,0,40.73,12.6,16.78,0,0,0,0,0

14,03:15-03:30,7.29,0,0,393.53,65.92,0,24.78,0,89.26,80.28,0,93.2,6.8,62.24,143.3,44.29,0,10.29,8.42,0,23.93,175.05,0,0,0,0,1.12,0,148.9,0,0,74.26,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.05,0,2.31,0,36.87,27.05,43.09,49.61,21.09,42.37,17.12,56.81,48.23,18.19,0,295.49,33.91,47.25,9.65,3.26,2.56,0,40.73,12.6,17.12,0,0,0,0,0

15,03:30-03:45,7.29,0,0,393.53,65.92,0,24.78,0,89.26,80.28,0,93.2,6.8,62.24,143.3,44.29,0,10.29,8.42,0,23.93,175.05,0,0,0,0,1.12,0,148.9,0,0,66.83,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.05,0,2.31,0,36.87,27.05,43.09,49.61,21.09,42.37,16.81,56.81,48.23,18.19,0,260.55,33.91,47.25,9.65,3.26,2.56,0,40.73,12.6,17.06,0,0,0,0,0

16,03:45-04:00,7.29,0,0,393.53,65.92,0,24.78,0,89.26,80.28,0,93.2,6.8,62.24,143.3,44.29,0,10.29,8.42,0,23.93,175.05,0,0,0,0,1.12,0,148.9,0,0,66.83,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.05,0,2.31,0,36.87,27.05,43.09,49.61,21.09,42.37,16.81,56.81,0,18.19,0,260.55,33.91,47.25,9.65,3.26,2.56,0,40.73,12.6,17.86,0,0,0,0,0

17,04:00-04:15,7.29,0,0,393.53,65.92,0,24.78,0,89.26,80.28,0,93.2,6.8,62.24,143.3,44.29,0,10.29,8.42,0,23.93,175.05,0,0,0,0,1.12,0,148.9,0,0,66.83,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.05,0,2.31,0,36.87,27.05,43.09,49.61,21.09,31.78,17.01,56.81,0,18.19,0,212.24,33.91,47.25,2.36,3.26,2.56,0,40.73,12.6,18.62,0,0,0,0,0

18,04:15-04:30,7.29,0,0,393.53,65.92,0,24.78,0,89.26,80.28,0,93.2,6.8,62.24,143.3,44.29,0,10.29,8.42,0,23.93,175.05,0,0,0,0,1.12,0,148.9,0,0,66.83,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.05,0,2.31,0,36.87,27.05,43.09,49.61,21.09,31.78,17.01,56.81,0,18.19,0,212.24,33.91,47.25,2.36,3.26,1.42,0,40.73,12.6,19.33,0,0,0,0,0

19,04:30-04:45,7.29,0,0,393.53,65.92,0,24.78,0,89.26,80.28,0,93.2,6.8,62.24,143.3,44.29,0,10.29,8.42,0,23.93,175.05,0,0,0,0,1.12,0,148.9,0,0,66.83,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423.96,0,2.31,0,36.87,20.79,34.25,49.61,16.56,31.78,17.01,56.81,0,18.19,0,163.92,33.91,47.25,1.36,3.26,1.28,0,40.73,12.6,19.33,0,0,0,0,0

20,04:45-05:00,7.29,0,0,393.53,65.92,0,24.78,0,89.26,80.28,0,93.2,6.8,62.24,143.3,44.29,0,10.29,8.42,0,23.93,175.05,0,0,0,0,1.12,0,148.9,0,0,66.83,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423.96,0,2.31,0,36.87,20.79,34.25,49.61,16.56,31.78,17.01,56.81,0,18.19,0,163.92,33.91,47.25,1.36,3.26,1.28,0,40.73,12.6,19.33,0,0,0,0,0

21,05:00-05:15,7.29,0,0,393.53,65.92,0,24.78,0,127.91,80.28,0,121.9,6.8,95.73,143.3,44.29,0,10.29,8.42,0,23.93,175.05,0,0,0,0,1.12,0,148.9,0,0,66.83,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361.15,0,2.31,0,36.87,20.79,34.52,49.61,16.56,31.78,16.81,56.81,0,18.19,0,229.15,33.91,47.25,1.36,3.26,1.28,0,40.73,12.6,19.33,0,0,0,0,0

22,05:15-05:30,7.29,0,0,393.53,65.92,0,24.78,0,127.91,80.28,0,121.9,6.8,95.73,143.3,44.29,0,10.29,8.42,0,23.93,175.05,0,0,0,0,1.12,0,148.9,0,0,66.83,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361.15,0,2.31,0,36.87,20.79,34.52,49.61,16.56,31.78,16.81,56.81,0,18.19,0,102.58,33.91,47.25,1.36,3.26,1.28,0,40.73,12.6,19.33,0,0,0,0,0

23,05:30-05:45,7.29,0,0,393.53,65.92,0,24.78,0,127.91,80.28,0,121.9,6.8,95.73,143.3,44.29,0,10.29,8.42,0,23.93,175.05,0,0,0,0,1.12,0,148.9,0,0,66.83,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.18,0,2.31,0,36.87,20.79,34.52,49.61,16.56,31.78,16.81,56.81,0,18.19,0,63.93,33.91,47.25,1.36,3.26,1.28,0,40.73,12.6,19.33,0,0,0,0,0

24,05:45-06:00,7.29,0,0,393.53,65.92,0,24.78,0,127.91,80.28,0,121.9,6.8,95.73,143.3,44.29,0,10.29,8.42,0,23.93,175.05,0,0,0,0,1.12,0,148.9,0,0,66.83,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.21,0,2.31,0,36.87,20.79,34.52,49.61,16.56,31.78,16.81,56.81,0,9.09,0,7.38,33.91,47.25,1.36,3.26,1.28,0,40.73,12.6,19.33,0,0,0,0,0

25,06:00-06:15,7.29,0,0,393.53,65.92,0,24.78,0,127.91,80.28,0,121.9,6.8,95.73,143.3,34.5,0,10.29,8.42,0,23.93,175.05,0,0,0,0,1.12,0,148.9,0,0,66.83,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.83,0,1.8,0,36.87,20.79,34.52,49.61,16.56,31.78,11.99,56.81,0,9.09,0,7.38,33.91,47.25,3.33,2.97,1.28,0,40.73,12.6,19.33,0,0,0,0,0

26,06:15-06:30,7.29,0,0,393.53,65.92,0,24.78,0,127.91,80.28,0,121.9,6.8,95.73,114.19,34.5,0,10.29,8.42,0,23.93,175.05,0,0,0,0,1.12,0,133.56,0,0,66.83,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.83,0,1.11,0,36.87,20.79,34.52,49.61,16.56,31.78,11.99,56.81,0,0,0,7.38,33.91,47.25,3.33,2.44,1.28,0,40.73,12.6,19.33,0,0,0,0,0

27,06:30-06:45,7.29,0,0,393.53,65.92,0,24.78,0,127.91,80.28,0,97.28,6.8,65.26,114.19,34.5,0,10.29,8.42,0,23.93,175.05,0,0,0,0,1.12,0,133.56,0,0,66.83,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.83,0,1.11,0,36.87,20.79,34.52,49.61,16.56,31.78,11.99,56.81,0,0,0,7.38,33.91,47.25,3.33,2.33,1,0,40.73,12.6,19.33,0,0,0,0,0

28,06:45-07:00,7.29,0,0,393.53,65.92,0,24.78,0,127.91,80.28,0,97.28,6.8,65.26,114.19,34.5,0,10.29,8.42,0,23.93,175.05,0,0,0,0,1.12,0,133.56,0,0,66.83,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.83,0,1.11,0,36.87,20.79,34.52,49.61,16.56,31.78,11.99,56.81,0,0,0,7.38,33.91,47.25,3.33,2.33,1,0,40.73,12.6,18.65,0,0,0,0,0

29,07:00-07:15,7.29,0,0,396.51,65.92,0,24.78,0,93.79,80.28,0,97.28,6.8,65.26,114.19,34.5,0,10.29,8.42,0,23.93,175.05,0,0,0,0,1.12,0,133.56,0,0,66.83,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.83,0,1.11,0,36.87,16.18,27.08,49.61,12.56,31.78,10.57,56.81,0,0,0,7.38,33.91,47.25,4.96,1.82,1,0,40.73,12.6,17.97,0,0,0,0,0

30,07:15-07:30,7.29,0,0,396.78,65.92,0,24.78,0,93.79,80.28,0,97.28,6.8,65.26,114.19,34.5,0,10.29,8.42,0,23.93,175.05,0,0,0,0,1.12,0,133.56,0,0,66.83,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.83,0,1.11,0,36.87,13.28,23.96,49.61,10.44,31.78,9.9,56.81,0,0,0,7.38,33.91,47.25,4.96,1.82,1,0,40.73,12.6,19.33,0,0,0,0,0

31,07:30-07:45,7.29,0,0,401.46,65.92,0,24.78,0,93.79,80.28,0,97.28,6.8,65.26,96.15,30.48,0,10.29,8.42,0,23.93,175.05,0,0,0,0,1.12,0,133.56,0,0,66.83,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.83,0,1.11,0,36.87,13.28,23.96,49.61,10.44,31.78,8.49,56.81,0,0,0,7.38,33.91,47.25,4.96,1.82,0,0,40.73,12.6,17.06,0,0,0,0,0

32,07:45-08:00,7.29,0,0,402.22,65.92,0,24.78,0,93.79,80.28,0,97.28,6.8,65.26,96.15,28.85,0,10.29,8.42,0,23.93,175.05,0,0,0,0,1.12,0,133.56,0,0,66.83,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.83,0,1.11,0,36.87,13.28,23.96,49.61,10.44,31.78,8.49,56.81,0,0,0,7.38,33.91,47.25,4.96,1.82,0,0,40.73,12.6,17.26,0,0,0,0,0

33,08:00-08:15,7.29,0,0,402.22,65.92,0,24.78,0,93.79,80.28,0,97.28,6.8,65.26,96.15,27.82,0,9.36,8.42,0,23.93,175.05,0,0,0,0,1.12,0,133.56,0,0,66.83,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.83,0,1.11,0,36.87,13.28,23.96,49.61,10.44,31.78,8.49,56.81,0,0,0,7.38,33.91,47.25,3.33,1.82,0,0,40.73,12.6,18.65,0,0,0,0,0

34,08:15-08:30,7.29,0,0,402.22,65.92,0,24.78,0,93.79,80.28,0,97.28,6.8,65.26,96.15,27.82,0,9.36,8.42,0,23.93,175.05,0,0,0,0,1.12,0,133.56,0,0,66.83,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.83,0,1.11,0,36.87,13.28,23.96,49.61,10.44,31.78,8.49,56.81,0,0,0,7.38,33.91,47.25,3.33,1.82,0,0,40.73,12.6,19.23,0,0,0,0,0

35,08:30-08:45,7.29,0,0,402.22,65.92,0,24.78,0,127.91,80.28,0,97.28,6.8,65.26,96.15,27.82,0,9.36,8.42,0,23.93,175.05,0,0,0,0,1.12,0,133.56,0,0,66.83,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.83,0,1.11,0,36.87,13.28,23.96,49.61,10.44,31.78,8.49,56.81,0,0,0,7.38,33.91,47.25,3.33,1.82,0,0,40.73,12.6,19.12,0,0,0,0,0

36,08:45-09:00,7.29,0,0,402.22,65.92,0,24.78,0,127.91,80.28,0,97.28,6.8,65.26,96.15,27.82,0,7.02,8.42,0,23.93,175.05,0,0,0,0,1.12,0,133.56,0,0,66.83,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.83,0,1.11,0,36.87,13.28,23.96,49.61,10.44,31.78,8.49,56.81,0,0,0,7.38,33.91,47.25,3.33,1.82,0,0,40.73,12.6,19.17,0,0,0,0,0

37,09:00-09:15,10.09,0,0,402.22,65.92,0,24.78,0,103.51,80.28,0,83.08,6.8,65.26,88.28,26.81,0,7.02,8.42,0,23.93,175.05,0,0,0,0,1.12,0,122.5,0,0,66.83,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.83,0,1.11,0,36.87,13.28,23.96,49.61,10.44,31.78,8.49,56.81,0,0,0,7.38,33.91,47.25,4.33,1.82,0,0,40.73,12.6,17.76,0,0,0,0,0

38,09:15-09:30,10.09,0,0,402.22,65.92,0,24.78,0,103.51,80.28,0,83.08,6.8,65.26,93.13,26.81,0,4.21,8.42,0,23.93,175.05,0,0,0,0,1.12,0,99.12,0,0,66.83,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.83,0,1.11,0,36.87,13.28,23.96,49.61,10.44,31.78,8.49,56.81,0,0,0,7.38,33.91,47.25,4.33,1.82,0,0,40.73,12.6,17.39,0,0,0,0,0

39,09:30-09:45,10.09,0,0,402.22,65.92,0,24.78,0,127.91,80.28,0,97.28,6.8,65.26,93.13,26.81,0,4.21,8.42,0,23.93,175.05,0,0,0,0,1.12,0,133.56,0,0,66.83,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.83,0,1.11,0,36.87,13.28,23.96,49.61,10.44,31.78,8.49,56.81,0,0,0,7.38,33.91,47.25,4.33,1.82,0,0,40.73,12.6,19.33,0,0,0,0,0

40,09:45-10:00,10.09,0,0,402.22,65.92,0,24.78,0,127.91,80.28,0,97.28,6.8,65.26,93.13,26.81,0,4.21,8.42,0,23.93,175.05,0,0,0,0,1.12,0,133.56,0,0,66.83,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.83,0,1.11,0,36.87,13.28,23.96,49.61,10.44,31.78,8.49,56.81,0,0,0,7.38,33.91,47.25,4.33,2.99,0,0,27.15,12.6,19.18,0,0,0,0,0

41,10:00-10:15,10.09,0,0,402.22,65.92,0,24.78,0,127.91,80.28,0,97.28,6.8,65.26,97.11,26.81,0,1.95,8.42,0,23.93,175.05,0,0,0,0,1.12,0,133.56,0,0,49.01,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.83,0,1.11,0,36.87,13.28,23.96,49.61,10.44,31.78,8.49,56.81,0,0,0,7.38,33.91,47.25,4.33,2.99,0,0,27.15,12.6,19.04,0,0,0,0,0

42,10:15-10:30,10.09,0,0,402.22,65.92,0,24.78,0,127.91,80.28,0,97.28,6.8,65.26,97.11,26.81,0,0,8.42,0,23.93,175.05,0,0,0,0,1.12,0,133.56,0,0,49.01,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.83,0,1.11,0,36.87,13.28,23.96,49.61,10.44,31.78,8.49,56.81,0,0,0,7.38,33.91,47.25,4.33,2.99,0,0,27.15,12.6,16.76,0,0,0,0,0

43,10:30-10:45,10.09,0,0,402.22,65.92,0,24.78,0,127.91,80.28,0,97.28,6.8,65.26,97.11,26.81,0,0,8.42,0,23.93,175.05,0,0,0,0,1.12,0,133.56,0,0,51.98,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.83,0,1.11,0,36.87,13.28,23.96,49.61,10.44,31.78,8.49,56.81,0,0,0,7.38,33.91,47.25,3.96,2.99,1.42,0,13.58,12.6,13.76,0,0,0,0,0

44,10:45-11:00,10.09,0,0,402.22,65.92,0,24.78,0,127.91,80.28,0,97.28,6.8,65.26,97.11,26.81,0,0,8.42,0,23.93,175.05,0,0,0,0,1.12,0,133.56,0,0,51.98,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.83,0,1.11,0,36.87,13.28,23.96,49.61,10.44,31.78,8.49,56.81,0,0,0,7.38,33.91,47.25,3.96,2.99,1.42,0,0,12.6,12.84,0,0,0,0,0

45,11:00-11:15,10.09,0,0,402.22,65.92,0,24.78,0,127.91,80.28,0,97.28,6.8,65.26,97.11,26.81,0,0,8.42,0,23.93,175.05,0,0,0,0,1.12,0,133.56,0,0,51.98,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,1.11,0,36.87,13.59,23.96,51.2,10.44,21.18,8.49,56.81,0,0,0,7.38,33.91,47.25,3.96,2.99,1.42,0,0,6.3,14.82,0,0,0,0,0

46,11:15-11:30,10.09,0,0,402.22,65.92,0,24.78,0,127.91,80.28,0,97.28,6.8,65.26,97.11,26.81,0,0,8.42,0,23.93,175.05,0,0,0,0,1.12,0,133.56,0,0,51.98,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,1.11,0,36.87,13.59,23.96,51.2,10.44,21.18,8.49,56.81,0,0,0,7.38,33.91,47.25,3.96,2.99,1.42,0,0,6.3,14.21,0,0,0,0,0

47,11:30-11:45,10.09,0,0,402.22,65.92,0,24.78,0,127.91,80.28,0,97.28,6.8,65.26,94.4,27.67,0,0,8.42,0,23.93,175.05,0,0,0,0,1.12,0,115.35,0,0,51.98,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,1.11,0,36.87,13.59,23.96,51.2,10.44,21.18,8.49,56.81,0,0,0,7.38,33.91,47.25,3.96,2.99,1.42,0,0,6.3,14.24,0,0,0,0,0

48,11:45-12:00,10.09,0,0,402.22,65.92,0,24.78,0,127.91,80.28,0,97.28,6.8,65.26,94.4,27.67,0,0,8.42,0,23.93,175.05,0,0,0,0,1.12,0,115.35,0,0,51.98,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,1.11,0,36.87,13.59,23.96,51.2,10.44,21.18,8.49,56.81,0,0,0,7.38,33.91,47.25,3.96,2.99,1.42,0,0,6.3,19.17,0,0,0,0,0

49,12:00-12:15,10.09,0,0,402.22,65.92,0,24.78,0,93.79,80.28,0,97.28,6.8,65.26,97.11,27.67,0,0,8.42,0,23.93,175.05,0,0,0,0,1.12,0,115.35,0,0,51.98,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,1.11,0,36.87,13.59,23.96,51.2,10.44,21.18,8.49,56.81,0,0,0,7.38,33.91,47.25,5.57,2.99,1.42,0,0,6.3,19.33,0,0,0,0,0

50,12:15-12:30,10.09,0,0,402.22,65.92,0,24.78,0,93.79,80.28,0,97.28,6.8,65.26,97.11,27.67,0,0,8.42,0,23.93,175.05,0,0,0,0,1.12,0,115.35,0,0,51.98,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,1.11,0,36.87,13.59,23.96,51.2,10.44,21.18,8.49,56.81,0,0,0,7.38,33.91,47.25,5.57,2.99,1.42,0,0,6.3,19.33,0,0,0,0,0

51,12:30-12:45,10.09,0,0,402.22,65.92,0,24.78,0,93.79,80.28,0,97.28,6.8,65.26,97.11,27.67,0,0,8.42,0,23.93,175.05,0,0,0,0,1.12,0,115.35,0,0,55.84,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,1.11,0,36.87,13.59,23.96,51.2,10.44,21.18,8.49,56.81,0,0,0,7.38,33.91,47.25,11.63,2.99,1.42,0,0,6.3,17.76,0,0,0,0,0

52,12:45-13:00,10.09,0,0,402.22,65.92,0,24.78,0,93.79,80.28,0,97.28,6.8,65.26,97.11,27.67,0,0,8.42,0,23.93,175.05,0,0,0,0,1.12,0,115.35,0,0,55.84,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,1.11,0,36.87,13.59,23.96,51.2,10.44,21.18,8.49,56.81,0,0,0,7.38,33.91,47.25,11.63,2.99,1.42,0,0,6.3,17.91,0,0,0,0,0

53,13:00-13:15,10.09,0,0,402.22,65.92,0,24.78,0,93.79,80.28,0,97.28,6.8,65.26,97.11,28.49,0,0,8.42,0,23.93,175.05,0,0,0,0,1.12,0,115.35,0,0,57.19,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,1.11,0,36.87,13.59,23.96,51.2,10.44,21.18,8.49,56.81,0,0,0,7.38,33.91,47.25,11.63,2.99,1.42,0,0,6.3,17.73,0,0,0,0,0
