Block,Time,KGSU1AND2,NJPC,NTPL,RIHAND2,SIMHST2,TANDA2,VALLURNTECL,ANTA_LF,AURY_GF,CHAMERA3,DADRT2,DHAULIGNGA,DULHASTI,NAPP,NLCIIST2,NNTPP,AURY_LF,DADRI_CRF,DADRI_GF,CHAMERA2,KKNPPU2,PARBATI3,RSTPSU1TO6,RSTPSU7,URI,ANTA_CRF,ANTA_GF,MAPS,RIHAND1,SIMHST1,UNCHAHAR1,UNCHAHAR3,URI2,DADRI_LF,BSIUL,JHAJJAR,KISHANGANGA,NLCEXP,RAPPB,RAPPC,SEWA2,TALST2,UNCHAHAR4,ANTA_RF,AURY_CRF,AURY_RF,DADRI_RF,BRBCL,FSTPP I & II,KOTESHWR,NLCIIST1,SASAN,UNCHAHAR2,CHAMERA1,KHSTPP-II,KUDGI,SALAL,TALA,TEHRI,TelanganaSTPP,KGSU3AND4,KHSTPP-I,KKNP,KOLDAM,NLCTS2EXP,RAMPUR,RIHAND3,SINGRAULI,SINGRAULI_HYDRO,TANAKPUR
8,01:45-02:00,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,53.4,0,0,48.02,0,0,0,43.21,0,20.96,27.05,36.05,0,13.04,413.81,4.32,0,0,60.23,17.37,0,1.62,48.13,0,78.06,97.42,20.01,20.8,38.64,0,418.77,43.71,42.15,98.87,0,70.88,10.09,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,12.94

9,02:00-02:15,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,53.4,0,0,44.16,0,0,0,43.21,0,20.96,27.05,36.05,0,13.04,413.81,4.32,0,0,60.23,17.37,0,1.62,48.13,0,78.06,97.42,20.01,20.8,38.64,0,418.77,43.71,42.15,98.87,0,70.88,10.09,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,12.94

10,02:15-02:30,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,53.4,0,0,44.16,0,0,0,43.21,0,20.96,27.05,36.05,0,13.04,413.81,4.32,0,0,60.23,17.37,0,1.62,48.13,0,78.06,97.42,20.01,20.8,38.64,0,418.77,43.71,42.15,98.87,0,70.88,10.09,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,12.94

11,02:30-02:45,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,53.4,0,0,44.16,0,0,0,43.21,0,20.96,27.05,36.05,0,13.04,413.81,4.32,0,0,60.23,17.37,0,1.62,48.13,0,78.06,97.42,20.01,20.8,38.64,0,418.77,43.71,42.15,98.87,0,70.88,10.09,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,12.94

12,02:45-03:00,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,53.4,0,0,44.16,0,0,0,43.21,0,20.96,27.05,36.05,0,13.04,413.81,4.32,0,0,60.23,11.58,0,1.62,48.13,0,78.06,97.42,20.01,20.8,38.64,0,418.77,43.71,42.15,98.87,0,70.88,10.09,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,12.94

13,03:00-03:15,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,53.4,0,0,48.02,0,0,0,43.21,0,20.96,27.05,32.51,0,13.04,413.81,4.32,0,0,60.23,5.79,0,1.62,48.13,0,78.06,97.42,20.01,20.8,38.64,0,418.77,43.71,28.1,98.87,0,70.88,10.09,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.53

14,03:15-03:30,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,53.4,0,0,48.02,0,0,0,43.21,0,20.96,27.05,32.51,0,13.04,413.81,4.32,0,0,60.23,3.96,0,1.62,48.13,0,78.06,97.42,20.01,20.8,38.64,0,418.77,43.71,28.1,98.87,0,70.88,10.09,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.53

15,03:30-03:45,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,52.7,0,0,44.16,0,0,0,43.21,0,20.96,27.05,32.51,0,13.04,413.81,4.32,0,0,60.23,0,0,1.62,48.13,0,78.06,97.42,20.01,20.8,38.64,0,418.77,43.71,28.1,98.87,0,70.88,10.09,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.53

16,03:45-04:00,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,52.7,0,0,44.16,0,0,0,43.21,0,20.96,27.05,32.51,0,13.04,413.81,4.32,0,0,60.23,0,0,1.62,48.13,0,78.06,97.42,20.01,20.8,38.64,0,418.77,43.71,28.1,98.87,0,70.88,10.09,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.53

17,04:00-04:15,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,52.7,0,0,44.16,0,0,0,43.21,0,20.96,27.05,32.51,0,13.04,413.81,4.32,0,0,60.23,0,0,1.62,48.13,0,78.06,97.42,20.01,20.8,38.64,0,418.77,43.71,28.1,98.87,0,70.88,10.09,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.53

18,04:15-04:30,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,52.7,0,0,44.16,0,0,0,43.21,0,20.96,27.05,32.51,0,13.04,413.81,4.32,0,0,60.23,0,0,1.62,48.13,0,78.06,97.42,20.01,20.8,38.64,0,418.77,43.71,28.1,98.87,0,70.88,10.09,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.53

19,04:30-04:45,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,52.7,0,0,48.02,0,0,0,43.21,0,20.96,27.05,32.51,0,13.04,413.81,4.32,0,0,60.23,0,0,1.62,48.13,0,78.06,97.42,20.01,20.8,38.64,0,418.77,43.71,28.1,98.87,0,70.88,9.97,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.53

20,04:45-05:00,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,52.7,0,0,48.02,0,0,0,43.21,0,20.96,27.05,32.51,0,13.04,413.81,4.32,0,0,60.23,0,0,1.62,48.13,0,78.06,97.42,20.01,20.8,38.64,0,418.77,43.71,28.1,98.87,0,70.88,9.88,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.53

21,05:00-05:15,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,52.7,0,0,44.16,0,0,0,43.21,0,20.96,27.05,32.51,0,13.04,413.81,4.32,0,0,60.23,0,0,1.62,48.13,0,78.06,97.42,20.01,20.8,38.64,0,418.77,43.71,28.1,98.87,0,70.88,9.79,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.53

22,05:15-05:30,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,52.7,0,0,44.16,0,0,0,43.21,0,20.96,27.05,32.51,0,13.04,413.81,4.32,0,0,60.23,0,0,1.62,48.13,0,78.06,97.42,20.01,20.8,38.64,0,418.77,43.71,28.1,98.87,0,70.88,9.7,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.53

23,05:30-05:45,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,11.24,0,0,44.16,0,0,0,43.21,0,20.96,27.05,32.51,0,13.04,413.81,4.32,0,0,60.23,0,0,1.62,48.13,0,78.06,97.42,20.01,20.8,38.64,0,418.77,43.71,28.1,98.87,0,70.88,9.2,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.53

24,05:45-06:00,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,54.11,0,0,44.16,0,0,0,43.21,0,20.96,27.05,32.51,0,13.04,413.81,4.32,0,0,60.23,0,0,1.62,48.13,0,78.06,97.42,20.01,20.8,38.64,0,418.77,43.71,28.1,98.87,0,70.88,8.56,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.53

25,06:00-06:15,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,54.11,0,0,48.02,0,0,0,43.21,0,20.96,27.05,32.51,0,13.04,413.81,4.32,0,0,60.23,0,0,1.62,46.96,0,78.06,97.42,20.01,20.8,38.64,0,418.77,43.71,28.1,98.87,0,70.88,8.37,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.53

26,06:15-06:30,0,167.1,0,121.71,0,0.12,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,54.11,0,0,48.02,0,0,0,43.21,0,20.96,27.05,32.51,0,13.04,413.81,4.32,0,0,60.23,0,0,1.62,46.96,0,78.06,97.42,20.01,20.8,38.64,0,418.77,43.71,28.1,98.87,0,70.88,8.14,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.53

27,06:30-06:45,0,167.1,0,121.71,0,0.12,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,54.11,0,0,44.16,0,0,0,43.21,0,20.96,27.05,32.51,0,13.04,413.81,4.32,0,0,60.23,0,0,1.62,46.96,0,78.06,97.42,20.01,20.8,38.64,0,418.77,43.71,28.1,98.87,0,70.88,8.21,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.53

28,06:45-07:00,0,167.1,0,121.71,0,0.12,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,54.11,0,0,44.16,0,0,0,43.21,0,20.96,27.05,32.51,0,13.04,413.81,4.32,0,0,60.23,0,0,1.62,46.96,0,78.06,97.42,20.01,20.8,38.64,0,418.77,43.71,28.1,98.87,0,70.88,8.37,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.53

29,07:00-07:15,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,54.11,0,0,44.16,0,0,0,43.21,0,20.96,27.05,32.51,0,13.04,413.81,4.32,0,0,60.23,0,0,1.62,46.96,0,78.06,97.42,20.01,20.8,38.64,0,418.77,43.71,28.1,98.87,0,70.88,8.91,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.53

30,07:15-07:30,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,21.08,0,0,44.16,0,0,0,43.21,0,20.96,27.05,26.6,0,13.04,413.81,4.32,0,0,60.23,0,0,1.62,46.96,0,78.06,97.42,20.01,20.8,38.64,0,418.77,43.71,28.1,98.87,0,70.88,9.08,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.53

31,07:30-07:45,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,21.08,0,0,48.02,0,0,0,43.21,0,20.96,27.05,17.73,0,13.04,413.81,4.32,0,0,60.23,0,0,1.62,46.96,0,78.06,97.42,20.01,20.8,38.64,0,418.77,43.71,28.1,98.87,0,70.88,9.2,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.53

32,07:45-08:00,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,21.08,0,0,48.02,0,0,0,43.21,0,20.96,27.05,8.86,0,13.04,413.81,4.32,0,0,60.23,0,0,1.62,46.96,0,78.06,97.42,20.01,20.8,38.64,0,418.77,43.71,28.1,98.87,0,70.88,9.2,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.53

33,08:00-08:15,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,21.08,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,4.32,0,0,60.23,0,0,1.62,46.96,0,78.06,94.95,20.01,20.8,38.64,0,418.77,43.71,28.1,98.87,0,70.88,9.2,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.53

34,08:15-08:30,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,21.08,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,4.32,0,0,60.23,0,0,1.62,46.96,0,78.06,94.95,20.01,20.8,38.64,0,418.77,43.71,28.1,98.87,0,70.88,9.2,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.53

35,08:30-08:45,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,21.08,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,4.32,0,0,60.23,0,0,1.62,46.96,0,78.06,94.95,20.01,20.8,38.64,0,418.77,43.71,28.1,98.87,0,70.88,8.61,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.53

36,08:45-09:00,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,21.08,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,4.32,0,0,60.23,0,0,1.62,46.96,0,78.06,94.95,20.01,20.8,38.64,0,418.77,43.71,28.1,98.87,0,70.88,8.61,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.53

37,09:00-09:15,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,21.08,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,2.88,0,0,60.23,0,0,1.62,46.96,0,78.06,94.95,20.01,18.21,38.64,0,418.77,43.71,28.1,98.87,0,70.88,8.61,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

38,09:15-09:30,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,21.08,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,2.88,0,0,60.23,0,0,1.62,46.96,0,78.06,94.95,20.01,18.21,38.64,0,418.77,43.71,28.1,98.87,0,70.88,8.61,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

39,09:30-09:45,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,30.92,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,2.88,0,0,60.23,0,0,1.62,46.96,0,78.06,94.95,20.01,18.21,38.64,0,418.77,43.71,25.44,98.87,0,70.88,8.61,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

40,09:45-10:00,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,30.92,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,2.88,0,0,60.23,0,0,1.62,46.96,0,78.06,94.95,20.01,18.21,38.64,0,418.77,43.71,25.44,98.87,0,70.88,8.61,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

41,10:00-10:15,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,30.92,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,2.88,0,0,60.23,0,0,1.62,46.72,0,77.81,94.95,20.01,18.21,38.64,0,418.77,43.71,12.72,98.87,0,70.88,8.61,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

42,10:15-10:30,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,30.92,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,2.88,0,0,60.23,0,0,1.62,46.72,0,77.81,94.95,20.01,18.21,38.64,0,418.77,43.71,0,98.87,0,44.15,8.61,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

43,10:30-10:45,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,30.92,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,2.88,0,0,60.23,0,0,1.62,46.72,0,77.81,94.95,20.01,18.21,38.64,0,418.77,43.71,0,98.87,0,44.15,8.61,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

44,10:45-11:00,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,30.92,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,2.88,0,0,60.23,0,0,1.62,46.72,0,77.81,94.95,20.01,18.21,38.64,0,418.77,43.71,0,98.87,0,44.15,8.61,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

45,11:00-11:15,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,30.92,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,2.88,0,0,60.23,0,0,1.62,46.72,0,77.81,94.95,20.01,18.21,28.98,0,418.77,43.71,0,98.87,0,44.15,11.03,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

46,11:15-11:30,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,30.92,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,2.88,0,0,60.23,0,0,1.62,46.72,0,77.81,94.95,20.01,18.21,28.98,0,418.77,43.71,0,98.87,0,44.15,11.03,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

47,11:30-11:45,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,30.92,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,2.88,0,0,60.23,0,0,1.62,46.72,0,77.81,94.95,20.01,18.21,28.98,0,418.77,43.71,0,98.87,0,44.15,11.62,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

48,11:45-12:00,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,30.92,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,2.88,0,0,60.23,0,0,1.62,46.72,0,77.81,94.95,20.01,18.21,28.98,0,418.77,43.71,0,98.87,0,52.28,11.62,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

49,12:00-12:15,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,30.92,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,2.88,0,0,60.23,0,0,1.62,46.37,0,77.81,94.95,20.01,18.21,28.98,0,418.77,43.71,0,98.87,0,52.28,11.62,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

50,12:15-12:30,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,30.92,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,2.88,0,0,60.23,0,0,1.62,46.37,0,77.81,94.95,20.01,18.21,28.98,0,418.77,43.71,0,98.87,0,77.85,11.62,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

51,12:30-12:45,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,30.92,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,2.88,0,0,60.23,0,0,1.62,46.37,0,77.81,94.95,20.01,18.21,28.98,0,418.77,43.71,0,98.87,0,80.18,11.62,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

52,12:45-13:00,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,30.92,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,2.88,0,0,60.23,0,0,1.62,46.37,0,77.81,94.95,20.01,18.21,28.98,0,418.77,43.71,0,98.87,0,83.67,11.62,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

53,13:00-13:15,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,21.08,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,2.88,0,0,60.23,0,0,1.62,46.37,0,77.81,94.95,20.01,18.21,28.98,0,418.77,43.71,0,98.87,0,83.67,11.62,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

54,13:15-13:30,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,21.08,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,2.88,0,0,60.23,0,0,1.62,46.37,0,77.81,94.95,20.01,18.21,28.98,0,418.77,43.71,0,98.87,0,83.67,11.62,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

55,13:30-13:45,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,21.08,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,2.88,0,0,60.23,0,0,1.62,46.37,0,77.81,94.95,20.01,18.21,28.98,0,418.77,43.71,0,98.87,0,83.67,11.62,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

56,13:45-14:00,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,21.08,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,2.88,0,0,60.23,0,0,1.62,46.37,0,77.81,94.95,20.01,18.21,28.98,0,418.77,43.71,0,98.87,0,83.67,11.62,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

