Block,Time,NR/01102023/30042040/GNA_LT_36,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,NR/01042024/31072024/LT_MEJA_DELHI,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/25122043/L_NR_2023_10,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,NR/30092023/31122025/SH-07,NR/01102023/23072042/L_NR_2012_04,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01042024/30042024/PTC/OA/32001,NR/01102023/31102037/L_NR_2019_11,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_17,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/01102023/L_NR_2022_09,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_07,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,NR/30092023/26122029/SH-06,WR/01102023/16072048/L_NR_2022_08,NR/01102023/19072037/LT-05,WR/01102023/01102023/L_NR_2020_06,NR/01102023/13082046/L_NR_2021_12,WR/01102023/30052048/L_NR_2022_10
21,05:00-05:15,0.000000,45,0,272.120000,0.000000,2.320000,0,0,16.050000,0,0,9.190000,0,0,25.360000,0.000000,0.000000,40.900000,2.220000,0,0,26.950000,15,0,100.260000,33.2,201.010000,1.850000,0.000000,67.930000,6.01,0,25.360000,7.34,33.010000,15,0,33.2

22,05:15-05:30,0.000000,45,0,272.120000,0.000000,2.320000,0,0,16.050000,0,0,9.190000,0,0,25.360000,0.000000,0.000000,40.900000,2.220000,0,0,26.950000,15,0,100.260000,32.73,201.010000,1.850000,0.000000,67.930000,6.01,0,25.360000,7.34,33.010000,15,0,32.73

23,05:30-05:45,0.000000,50.16,0,272.120000,0.000000,2.320000,0,0,16.050000,0,0,9.190000,0,0,25.360000,0.000000,0.000000,40.900000,2.300000,0,0,26.950000,16.72,0,100.260000,38.73,249.130000,1.850000,0.000000,67.930000,6.01,0,25.360000,13.27,57.720000,16.72,0,38.73

24,05:45-06:00,0.000000,49.31,0,272.120000,0.000000,2.320000,0,0,16.050000,0,0,9.190000,0,0,25.360000,0.000000,0.000000,40.900000,2.300000,0,0,26.950000,16.44,0,100.260000,35.53,261.290000,1.850000,0.000000,67.930000,6.01,0,25.360000,13.2,57.720000,16.43,0,35.53

25,06:00-06:15,0.000000,47.83,0,272.120000,0.000000,2.320000,0,0,16.050000,0,0,9.190000,0,0,25.360000,0.000000,0.000000,40.900000,2.300000,0.243475,0,25.980000,15.94,0,100.260000,34.1,261.290000,1.850000,0.000000,67.930000,6.01,0,25.360000,12.6,57.720000,15.95,0,34.1

26,06:15-06:30,0.000000,45.33,1,272.120000,0.000000,2.320000,2,0,16.050000,1.22,0,9.190000,2.04,0,25.360000,0.000000,0.000000,40.900000,2.300000,2.775615,0,25.980000,15.11,0,100.260000,32.57,261.290000,1.850000,0.000000,67.930000,6.01,0,25.360000,12.16,57.720000,15.11,0,32.57

27,06:30-06:45,0.000000,43.27,1,272.120000,0.000000,2.470000,5,1.83,16.050000,5.4,1,9.190000,5.85,0,30.800000,0.000000,0.000000,40.900000,2.300000,7.625637,0.5,25.980000,14.42,0,100.260000,32.53,213.170000,1.850000,0.000000,67.930000,6.01,0.17,23.640000,11.5,57.720000,14.43,0.83,32.53

28,06:45-07:00,0.220000,42.28,7,272.120000,0.210000,2.470000,10,3.3,16.050000,11.48,3,9.190000,13.04,0,30.800000,0.000000,0.000000,40.900000,2.300000,13.118433,1,25.980000,14.09,0,100.260000,31.23,201.010000,1.850000,0.210000,67.930000,6.01,1.19,23.640000,10.66,57.720000,14.11,5.98,31.23

29,07:00-07:15,0.830000,40.41,14,272.120000,0.800000,2.470000,18,5.39,16.050000,20.49,6,9.090000,22.31,2,25.360000,0.000000,0.000000,40.900000,2.220000,19.721475,3.5,25.020000,13.47,1,100.260000,30.5,201.010000,1.850000,0.800000,67.930000,6.01,2.78,25.360000,10,33.010000,13.47,13.9,30.5

30,07:15-07:30,1.560000,38.83,21,272.120000,1.520000,2.470000,29.17,10.41,16.050000,29.16,9,9.090000,29.17,9,25.360000,0.000000,0.000000,40.900000,2.220000,28.408663,6,25.020000,12.94,4,100.260000,28.6,201.010000,1.850000,1.520000,67.930000,6.01,4.91,25.360000,9.34,33.010000,12.95,24.54,28.6

31,07:30-07:45,2.470000,37.32,32,272.120000,2.410000,2.470000,30.67,16.79,16.050000,30.66,13,9.090000,30.67,16,25.360000,0.000000,0.000000,40.900000,2.220000,39.072868,9.34,25.020000,12.44,8,100.260000,28.17,201.010000,1.850000,2.410000,57.430000,6.01,7.81,25.360000,8.66,33.010000,12.44,39.07,28.17

32,07:45:08:00,3.550000,35.85,46,272.120000,3.470000,2.470000,30.67,24.19,16.050000,30.66,19,9.090000,30.67,23,25.360000,0.000000,0.000000,40.900000,2.220000,51.042099,13.35,25.020000,11.95,12,100.260000,29.37,201.010000,1.850000,3.470000,57.430000,6.01,11.24,25.360000,8,33.010000,11.96,56.2,29.37

33,08:00-08:15,3.130000,35.03,60,272.120000,3.060000,2.470000,30.67,32.21,16.050000,30.66,25,9.090000,30.67,30,25.360000,0.000000,0.000000,40.900000,2.220000,62.582814,17.85,25.020000,11.68,15,100.260000,29.33,185.700000,1.850000,3.060000,38.500000,6.01,13.01,25.360000,7.34,33.010000,11.66,65.03,29.33

34,08:15-08:30,4.440000,33.87,77,272.120000,4.340000,2.470000,30.67,40.36,16.050000,30.66,33,9.090000,30.67,38,25.360000,0.000000,0.000000,40.900000,2.220000,72.993805,22.02,25.020000,11.29,19,100.260000,29.33,185.700000,1.850000,4.340000,38.500000,6.01,16.04,25.360000,7.34,33.010000,11.28,80.22,29.33

35,08:30-08:45,5.890000,32.5,88,272.120000,5.750000,2.470000,31.67,48.05,16.050000,31.66,37,9.090000,31.67,42,25.360000,0.000000,0.000000,40.900000,2.220000,82.723066,23.63,25.020000,10.83,21,52.930000,29.33,158.800000,1.850000,5.750000,38.500000,6.01,18.56,25.360000,7.34,33.010000,10.84,92.81,29.33

36,08:45:09:00,7.230000,31.5,102,272.120000,7.060000,2.470000,31.67,55.38,16.050000,31.66,43,9.090000,31.67,49,25.360000,0.000000,0.000000,40.900000,2.220000,92.072506,26.94,25.020000,10.5,24,52.930000,29,185.700000,1.850000,7.060000,38.500000,6.01,21.08,25.360000,7.34,33.010000,10.5,105.39,29

37,09:00:09:15,8.490000,30,109,272.120000,8.280000,2.470000,31.67,50,12.250000,31.66,46,9.010000,31.67,53,25.360000,0.000000,0.000000,40.900000,2.220000,98.724243,30.02,25.020000,10,26,67.370000,28.33,201.010000,1.850000,8.280000,38.500000,6.01,24.05,25.360000,8.44,33.010000,10,120.25,28.33

38,09:15-09:30,7.750000,30,123,272.120000,7.570000,2.470000,31.67,56.67,12.250000,31.66,52,9.010000,31.67,58,25.360000,0.000000,0.000000,40.900000,2.220000,106.943959,32.71,25.020000,10,29,81.800000,27,201.010000,1.850000,7.570000,38.500000,6.01,27.02,25.360000,8.44,33.010000,10,135.1,27

39,09:30-09:45,8.590000,30,133,272.120000,8.380000,2.470000,31.67,63.33,12.250000,31.66,57,9.010000,31.67,58,25.360000,0.000000,0.000000,40.900000,2.220000,114.491684,35.34,25.020000,10,29,81.800000,25.67,201.010000,1.850000,8.380000,38.500000,6.01,29.99,25.360000,8.44,33.010000,10,149.94,25.67

40,09:45-10:00,9.330000,30,147,272.120000,9.100000,2.470000,32,70,12.250000,32,63,9.010000,32,63,25.360000,0.000000,0.000000,40.900000,2.220000,120.383779,37.54,25.020000,10,32,81.800000,25,201.010000,1.850000,9.100000,38.500000,6.01,32.96,25.360000,8.44,33.010000,10,164.8,25

41,10:00-10:15,10.020000,30,161,230.980000,9.780000,2.470000,32,76.67,12.250000,32,69,9.010000,32,77,25.360000,0.000000,0.000000,40.900000,2.150000,125.672056,39.46,25.020000,10,38,52.930000,24.67,158.800000,1.810000,9.780000,38.500000,6.01,40.32,25.360000,8.44,33.010000,10,201.59,24.67

42,10:15-10:30,11.850000,30,172,230.980000,11.570000,2.470000,32,82.59,12.250000,32,73,9.010000,32,82,25.360000,0.000000,0.000000,40.900000,2.150000,130.823987,41.3,25.020000,10,41,52.930000,24.33,129.920000,1.810000,11.570000,38.500000,6.01,42.75,25.360000,8.44,33.010000,10,213.76,24.33

43,10:30-10:45,12.480000,38.75,165,230.980000,12.180000,2.470000,32,84.75,12.250000,32,70,9.010000,32,78,25.360000,0.000000,0.000000,40.900000,2.150000,134.378722,43.05,25.020000,12.91,39,52.930000,28.67,125.110000,1.810000,12.180000,38.500000,6.01,43.96,25.360000,11.84,33.010000,12.92,219.8,28.67

44,10:45-11:00,13.040000,39.92,172,230.980000,12.720000,2.470000,32,85.53,12.250000,32,73,9.010000,32,81,25.360000,0.000000,0.000000,40.900000,2.150000,137.787372,44.1,24.060000,13.31,41,52.930000,29.33,125.110000,1.810000,12.720000,38.500000,6.01,44.17,25.360000,11.77,33.010000,13.31,220.83,29.33

45,11:00-11:15,13.470000,55,158,230.980000,13.140000,2.470000,32,85.63,12.250000,32,67,8.910000,32,75,25.360000,0.000000,0.000000,40.900000,2.150000,139.890996,44.42,25.980000,18.33,37,52.930000,38,125.110000,1.810000,13.140000,38.500000,6.01,44.17,25.360000,16.34,35.080000,18.34,220.83,38

46,11:15-11:30,15.350000,56,170,230.980000,14.960000,2.470000,32,85.59,12.250000,32,73,8.910000,32,78,25.360000,0.000000,0.000000,40.900000,2.150000,141.497931,44.24,25.980000,18.67,39,52.930000,37.67,120.300000,1.810000,14.960000,38.500000,6.01,44.17,25.360000,16.66,35.080000,18.66,220.83,37.67

47,11:30-11:45,16.250000,57.5,189,230.980000,15.850000,2.470000,32,85.67,12.250000,32,81,8.910000,32,89,25.360000,0.000000,0.000000,40.900000,2.150000,142.257573,45,25.980000,19.17,45,52.930000,37.33,117.410000,1.810000,15.850000,38.500000,6.01,46.33,25.360000,17.34,35.080000,19.16,231.67,37.33

48,11:45-12:00,16.250000,57.5,189,230.980000,15.850000,2.470000,32,85.84,12.250000,32,81,8.910000,32,89,25.360000,0.000000,0.000000,40.900000,2.150000,142.608177,45.5,25.980000,19.17,45,52.930000,36.67,117.410000,1.810000,15.850000,38.500000,6.01,46.33,25.360000,17.34,35.080000,19.16,231.67,36.67

49,12:00-12:15,16.250000,50,189,230.980000,15.850000,2.470000,32,85.93,12.250000,32,81,8.820000,32,89,30.800000,0.000000,0.000000,40.900000,2.220000,142.919825,45.2,25.980000,16.67,45,52.930000,36,117.410000,1.810000,15.850000,38.500000,6.01,46.33,23.650000,14.34,35.080000,16.66,231.67,36

50,12:15-12:30,16.250000,51,189,230.980000,15.850000,2.470000,32,85.89,12.250000,32,81,8.820000,32,89,30.800000,0.000000,0.000000,40.900000,2.220000,143.192517,45.2,25.980000,17,45,52.930000,35,109.710000,1.810000,15.850000,38.500000,7.01,46.33,23.650000,14.66,35.080000,17,231.67,35

51,12:30-12:45,16.250000,51.5,189,230.980000,15.850000,2.470000,32,85.85,12.250000,32,81,8.450000,32,89,30.800000,0.000000,0.000000,40.900000,2.220000,142.686089,45.2,25.980000,17.17,45,52.930000,40,109.710000,1.810000,15.850000,38.500000,7.01,46.33,23.650000,14.66,35.080000,17.16,231.67,40

52,12:45-13:00,16.250000,52.16,189,192.480000,15.850000,2.470000,32,85.8,12.250000,32,81,8.450000,32,89,30.800000,0.000000,0.000000,40.900000,2.220000,141.975142,45.2,25.980000,17.39,45,52.930000,40.67,109.710000,1.810000,15.850000,38.500000,7.01,46.33,23.650000,15,35.080000,17.38,231.67,40.67

53,13:00-13:15,16.250000,51,189,149.660000,15.850000,2.470000,32,89.13,12.250000,32,81,8.450000,32,91,25.020000,0.000000,0.000000,40.900000,2.300000,140.387685,45.2,25.980000,17,46,52.930000,48.33,109.710000,1.850000,15.850000,38.500000,7.01,44.17,23.650000,14,35.080000,17,220.83,48.33

54,13:15-13:30,16.250000,52.5,189,149.660000,15.850000,2.470000,32,89.13,12.250000,32,81,8.450000,32,91,25.020000,0.000000,0.000000,40.900000,2.300000,135.868789,45.2,25.980000,17.5,46,52.930000,49.33,109.710000,1.850000,15.850000,38.500000,7.01,44.17,23.650000,14.34,35.080000,17.5,220.83,49.33

55,13:30-13:45,16.250000,54.5,189,148.860000,15.850000,2.470000,32,89.03,12.250000,32,81,8.450000,32,91,25.360000,0.000000,0.000000,40.900000,2.300000,134.232637,45,25.980000,18.17,45,52.930000,50,109.710000,1.850000,15.850000,38.500000,7.81,44.17,23.650000,14.34,35.080000,18.16,220.83,50

56,13:45-14:00,16.250000,56,189,148.860000,15.850000,2.470000,32,89.08,12.250000,32,81,8.450000,32,90,25.360000,0.000000,0.000000,40.900000,2.300000,129.168357,45,25.980000,18.67,45,52.930000,51,109.710000,1.850000,15.850000,38.500000,8.01,44.17,23.650000,14.34,35.080000,18.66,220.83,51

57,14:00-14:15,15.990000,57,189,192.480000,15.600000,2.550000,32,88.93,12.250000,32,81,8.360000,32,92,25.360000,0.000000,0.000000,40.900000,2.300000,124.376769,44.2,26.950000,19,46,52.930000,55,109.710000,1.940000,15.600000,38.500000,8.01,44.17,23.650000,15,35.080000,19,220.83,55

58,14:15-14:30,15.620000,57.5,189,230.980000,15.240000,2.550000,32,88.59,12.250000,32,81,8.360000,32,92,25.360000,0.000000,0.000000,40.900000,2.300000,119.380662,43.9,26.950000,19.17,46,52.930000,55.67,109.710000,1.940000,15.240000,38.500000,9.01,44.17,23.650000,15.66,35.080000,19.16,220.83,55.67

59,14:30-14:45,15.140000,67.5,189,272.120000,14.770000,2.550000,32,87.92,12.250000,32,81,8.360000,32,92,25.360000,0.000000,0.000000,40.900000,2.300000,114.150819,41.5,26.950000,22.5,46,52.930000,54.67,109.710000,1.940000,14.770000,38.500000,9.61,44.17,23.650000,16.34,35.080000,22.5,220.83,54.67

60,14:45-15:00,14.530000,67.5,179,272.120000,14.170000,2.550000,32,86.09,12.250000,32,76,8.360000,32,88,25.360000,0.000000,0.000000,40.900000,2.300000,109.057322,39.98,26.950000,22.5,44,52.930000,54.67,138.590000,1.940000,14.170000,38.500000,10.01,43.57,23.650000,17,35.080000,22.5,217.86,54.67

61,15:00-15:15,13.850000,68.5,172,272.120000,13.500000,2.550000,32,82.42,12.250000,32,73,8.360000,32,81,25.360000,0.000000,0.000000,40.900000,2.380000,100.243527,38.06,26.950000,22.83,41,52.930000,54.33,138.590000,2.040000,13.500000,38.500000,20,41.97,25.360000,18,35.080000,22.84,209.84,54.33

62,15:15-15:30,13.010000,69.5,161,272.120000,12.690000,2.550000,32,77.58,12.250000,32,69,8.360000,32,77,25.360000,0.000000,0.000000,40.900000,2.380000,92.61789,35.44,27.910000,23.17,38,52.930000,54.33,138.590000,2.040000,12.690000,38.500000,19.8,40.04,25.360000,18,35.080000,23.16,200.21,54.33

63,15:30-15:45,11.990000,70.5,147,272.120000,11.700000,2.550000,32,72.37,12.250000,32,63,8.360000,32,70,25.360000,0.000000,0.000000,40.900000,2.380000,83.65801,31.1,27.910000,23.5,35,52.930000,57.67,138.590000,2.040000,11.700000,38.500000,19.4,37.52,25.360000,20,33.010000,23.5,187.62,57.67

64,15:45-16:00,10.920000,71.5,133,272.120000,10.650000,2.550000,32,66.88,12.250000,32,57,8.360000,32,63,25.360000,0.000000,0.000000,40.900000,2.380000,74.532567,28.42,28.870000,23.83,32,52.930000,57.67,186.710000,2.040000,10.650000,38.500000,18.8,34.9,25.360000,20.34,33.010000,23.84,174.49,57.67

65,16:00-16:15,9.800000,77,119,272.120000,9.560000,2.550000,32,61.16,12.250000,32,51,8.360000,32,57,25.360000,0.000000,0.000000,40.900000,2.380000,66.088854,25.36,28.870000,25.67,28,52.930000,57.33,198.140000,2.130000,9.560000,57.430000,18.6,27.52,25.360000,20.66,33.010000,25.66,137.63,57.33

66,16:15-16:30,8.780000,78.5,105,272.120000,8.560000,2.550000,32,55.14,12.250000,32,45,8.360000,32,50,25.360000,0.000000,0.000000,40.900000,2.380000,56.866021,22.17,28.870000,26.17,25,83.730000,57.33,246.260000,2.130000,8.560000,76.310000,18.2,24.78,25.360000,20.66,57.720000,26.16,123.89,57.33

67,16:30-16:45,7.420000,62.5,91,272.120000,7.240000,2.550000,33,48.83,16.050000,33,39,8.360000,20.87,43,25.360000,0.000000,0.000000,40.900000,2.380000,53.983277,18.65,28.870000,20.83,22,100.260000,57,261.290000,2.130000,7.240000,86.810000,17.6,21.91,25.360000,21,57.720000,20.84,109.53,57

68,16:45-17:00,5.870000,61.5,77,272.120000,5.730000,2.550000,30,41.79,16.050000,31.47,33,8.360000,10.97,37,25.360000,0.000000,0.000000,40.900000,2.380000,44.088453,15.74,28.870000,20.5,18,100.260000,57,261.290000,2.130000,5.730000,86.810000,16.6,19.06,25.360000,21.66,57.720000,20.5,95.33,57

69,17:00-17:15,4.160000,60.5,60,272.120000,4.070000,2.470000,20,34.67,16.050000,20.19,25,8.450000,4.08,30,25.360000,0.000000,0.000000,40.900000,2.450000,34.203368,12.5,28.870000,20.17,15,100.260000,57,261.290000,2.220000,4.070000,76.310000,16.2,16.15,25.360000,22,57.720000,20.16,80.76,57

70,17:15-17:30,2.930000,58.5,42,272.120000,2.860000,2.470000,10,28.11,16.050000,10.44,18,8.450000,0.58,23,25.360000,0.000000,0.000000,40.900000,2.450000,24.026113,12,28.870000,19.5,12,100.260000,57,261.290000,2.220000,2.860000,76.310000,15.6,13.37,25.360000,22,57.720000,19.5,66.84,57

71,17:30-17:45,2.060000,74.5,28,272.120000,2.020000,2.470000,3,21.58,16.050000,5.42,12,8.450000,0,15,23.650000,0.000000,0.000000,40.900000,2.450000,16.702385,9,28.870000,24.83,8,100.260000,57,261.290000,2.220000,2.020000,86.810000,15.52,10.55,30.800000,22.34,57.720000,24.84,52.77,57

72,17:45-18:00,1.550000,75.5,14,272.120000,1.510000,2.470000,0,15.26,16.050000,2.12,6,8.450000,0,11,23.650000,0.000000,0.000000,40.900000,2.450000,8.833273,6,28.870000,25.17,5,100.260000,56.67,261.290000,2.220000,1.510000,86.810000,15.49,7.94,30.800000,22.66,57.720000,25.16,39.71,56.67

73,18:00-18:15,1.130000,76,7,272.120000,1.100000,2.470000,0,9.64,16.050000,0,3,8.550000,0,3,30.800000,0.000000,0.000000,40.900000,2.450000,4.489679,4,28.870000,25.33,1,100.260000,55,261.290000,2.220000,1.100000,86.810000,15.45,5.57,30.800000,25,57.720000,25.34,27.87,55

74,18:15-18:30,0.740000,73,2,272.120000,0.720000,2.470000,0,5.21,16.050000,0,1,8.550000,0,0,30.800000,0.000000,0.000000,40.900000,2.450000,1.723803,2,28.870000,24.33,0,100.260000,54.33,261.290000,2.220000,0.720000,67.880000,15.34,3.63,30.800000,24.34,57.720000,24.34,18.13,54.33

75,18:30-18:45,0.310000,68.5,1,272.120000,0.300000,2.470000,0,2.26,16.050000,0,0,8.550000,0,0,30.800000,0.000000,0.000000,40.900000,2.450000,0.272692,1,29.830000,22.83,0,100.260000,54,261.290000,2.220000,0.300000,67.880000,15.2,2.09,30.800000,23.66,57.720000,22.84,10.45,54

