Column1,Time,GNA/NR/2025/03/01/6891,GNA/NR/2025/03/01/3469,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/03/01/1906,GNA/NR/2025/03/01/4651,GNA/NR/2025/03/01/8036,GNA/SR/2025/03/01/7500,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,GNA/WR/2025/01/01/9606,NR/01102023/25072045/L_NR_2021_15,GNARE/SR/2025/01/13/4532,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,GNA/NR/2025/03/01/2563,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,GNA/NR/2025/03/01/9482,NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/WR/2025/03/01/6406,GNA/WR/2025/01/01/8625,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/03/01/5143,GNARE/NR/2024/12/20/3668
8,01:45-02:00,55.49,6.71,27.25,23.02,5.76,23.02,200,1.08,67.7,0,0,6,0,0,0,0,0,0,0,13.17,39.49,37,0,0,0,37,10,0,13.17,23.02,99.93,69.95,17.27,1.15,26.99,4.68,42,0,0,26.99,0,0,1.3,166.6,271.21,166.48,0

9,02:00-02:15,55.49,6.71,27.25,23.02,5.76,23.02,0,1.01,63.9,0,0,6,0,0,0,0,0,0,0,12.83,38.51,32.33,0,0,0,32.34,10.34,0,12.83,23.02,99.93,69.95,17.27,1.07,26.99,4.59,42,0,0,26.99,0,0,1.26,193.98,271.21,166.48,0

10,02:15-02:30,55.49,6.71,27.25,23.02,5.76,23.02,0,1.01,63.9,0,0,6,0,0,0,0,0,0,0,12.33,37.01,32.33,0,0,0,32.34,10,0,12.33,23.02,99.93,69.95,17.27,1.07,26.99,4.59,42,0,0,26.99,0,0,1.26,193.98,271.21,166.48,0

11,02:30-02:45,55.49,6.71,27.76,23.02,5.76,23.02,0,1.01,63.9,0,0,6,0,0,0,0,0,0,0,11.67,34.99,28.33,0,0,0,28.34,9.34,0,11.67,23.02,99.93,69.95,17.27,1.07,26.99,4.59,42,0,0,26.99,0,0,1.26,193.98,271.21,166.48,0

12,02:45-03:00,55.49,6.71,27.76,23.02,5.76,23.02,0,1.01,63.9,0,0,6,0,0,0,0,0,0,0,11,33,28.33,0,0,0,28.34,9,0,11,23.02,99.93,69.95,17.27,1.07,26.99,4.59,42,0,0,26.99,0,0,1.26,193.98,271.21,166.48,0

13,03:00-03:15,55.49,6.71,27.76,23.02,5.76,23.02,0,1.01,63.9,0,0,6,0,0,0,0,0,0,0,10.5,31.5,28.33,0,0,0,28.34,7.33,0,10.5,23.02,99.93,69.95,17.27,1.07,26.99,4.59,42,0,0,26.99,0,0,1.26,193.98,271.21,166.48,0

14,03:15-03:30,55.49,6.71,27.25,23.02,5.76,23.02,0,1.01,63.9,0,0,6,0,0,0,0,0,0,0,10.17,30.49,28.67,0,0,0,28.66,7.33,0,10.17,23.02,99.93,69.95,17.27,1.07,26.99,4.59,42,0,0,26.99,0,0,1.26,193.98,271.21,166.48,0

15,03:30-03:45,55.49,6.71,27.25,23.02,5.76,23.02,0,1.01,63.9,0,0,6,0,0,0,0,0,0,0,9.83,29.51,30.67,0,0,0,30.66,7.33,0,9.83,23.02,99.93,69.95,17.27,1.07,26.99,4.59,42,0,0,26.99,0,0,1.26,193.98,271.21,166.48,0

16,03:45-04:00,55.49,6.71,27.25,23.02,5.76,23.02,0,1.01,63.9,0,0,6,0,0,0,0,0,0,0,9.67,28.99,32,0,0,0,32,7.33,0,9.67,23.02,99.93,69.95,17.27,1.07,26.99,4.59,42,0,0,26.99,0,0,1.26,193.98,271.21,166.48,0

17,04:00-04:15,55.49,6.71,27.25,23.02,5.76,23.02,0,1.01,63.9,0,0,6,0,0,0,0,0,0,0,14.67,43.99,32.33,0,0,0,32.34,7.33,0,14.67,23.02,99.93,69.95,17.27,1,26.99,4.5,42,0,0,26.99,0,0,1.21,193.98,271.21,166.48,0

18,04:15-04:30,55.49,6.71,27.25,23.02,5.76,23.02,0,1.01,86.52,0,0,6,0,0,0,0,0,0,0,14.67,43.99,33,0,0,0,33,7.33,0,14.67,23.02,99.93,69.95,17.27,1,26.99,4.5,42,0,0,26.99,0,0,1.21,224.38,271.21,166.48,0

19,04:30-04:45,55.49,6.71,27.25,23.02,5.76,23.02,0,1.01,76.05,0,0,6,0,0,0,0,0,0,0,14.5,43.5,33.33,0,0,0,33.34,7.33,0,14.5,23.02,99.93,65.82,17.27,1,26.99,4.5,42,0,0,26.99,0,0,1.21,224.38,271.21,166.48,0

20,04:45-05:00,55.49,6.71,27.25,23.02,5.76,23.02,0,1.01,86.52,0,0,6,0,0,0,0,0,0,0,14.5,43.5,33.33,0,0,0,33.34,7.33,0,14.5,23.02,99.93,65.82,17.27,1,26.99,4.5,42,0,0,26.99,0,0,1.21,224.38,271.21,166.48,0

21,05:00-05:15,55.49,6.71,26.74,23.02,5.76,23.02,0,0.93,86.52,0,0,6,0,0,0,0,0,0,0,21.17,63.49,45,0,0,0,45,10.67,0,21.17,23.02,99.93,65.82,17.27,1,26.99,4.5,42,0,0,26.99,0,0,1.21,259.56,271.21,166.48,0

22,05:15-05:30,55.49,6.71,26.74,23.02,5.76,23.02,0,0.93,86.52,0,0,6,0,0,0,0,0,0,0,21.17,63.49,45.67,0,0,0,45.66,10.67,0,21.17,23.02,99.93,74.28,17.27,1,26.99,4.5,42,0,0,26.99,0,0,1.21,259.56,271.21,166.48,0

23,05:30-05:45,55.49,6.71,26.24,32.61,5.76,32.61,0,1.08,86.52,0,0,6,0,0,0,0,0,0,0,18.67,55.99,46.67,0,0,0,46.66,10.67,0,18.67,32.61,99.93,82.75,28.78,1,26.99,4.5,42,0,0,26.99,0,0,1.21,259.56,271.21,166.48,0

24,05:45-06:00,55.49,6.71,26.24,32.61,5.76,32.61,0,1.08,86.52,0,0,6,0,0,0,0,0,0,0,18.5,55.5,47.67,0,0,0,47.66,10.67,0,18.5,32.61,99.93,114.72,28.78,1,26.99,4.5,42,0,0,26.99,0,0,1.21,259.56,271.21,166.48,0

25,06:00-06:15,0,6.71,26.24,32.61,5.76,32.61,0,1.08,86.52,0,0,6,0,0,0,0,0,0,0,23.5,70.5,56.33,0,0,6.25,56.34,13.33,6.35,23.5,32.61,99.93,114.72,28.78,1.15,25.83,4.4,42,0,0,32,0,0,1.21,259.56,271.21,0,0

26,06:15-06:30,0,6.71,26.24,32.61,5.76,32.61,0,1.08,86.52,0,0,6,0,0,0,0,0,0,0,23.33,70.01,55,0,0,12.4,55,13.33,12.62,23.33,32.61,99.93,114.72,28.78,1.15,32,4.4,42,0,0,32,0,0,1.21,259.56,271.21,0,0

27,06:30-06:45,0,6.71,26.24,32.61,5.76,32.61,0,1.08,86.52,0,0,6,0,0,0,0,0,0,0,23,69,61,1,0,18.56,61,13.33,18.88,23,32.61,99.93,114.72,28.78,1.15,32,4.4,42,0,0,32,0,0,1.21,259.56,271.21,0,0.13

28,06:45-07:00,0,6.71,25.24,32.61,5.76,32.61,0,1.08,86.52,0,0,6,0,0,1,0,0,0,0,22.5,67.5,59.33,4,2.22,24.72,59.34,13,25.1,22.5,32.61,99.93,114.72,28.78,1.15,32,4.4,42,0,0,32,0,0,1.21,259.56,271.21,0,0.38

29,07:00-07:15,0,6.71,25.24,32.61,5.76,32.61,0,1.08,86.52,0,1,6,0.43,2.14,4,10,2,1,5,21.67,64.99,61.67,10,8.75,27.25,61.66,17,27.25,21.67,32.61,99.93,114.72,28.78,1.07,31.51,4.4,0,0,0,31.51,0,0,1.21,259.56,271.21,0,0.73

30,07:15-07:30,0,6.71,25.24,32.61,5.76,32.61,0,1.08,86.52,0,3,6,1.85,9.24,7,10,6,3,5,21.17,63.49,60.67,15,16.74,26.25,60.66,16,26.25,21.17,32.61,99.93,114.72,28.78,1.07,31.51,4.4,0,0,0,31.51,0,0,1.21,259.56,271.21,0,2.43

31,07:30-07:45,0,6.71,24.73,32.61,5.76,32.61,0,1.08,86.52,0,5,6,4.16,20.77,14,17,10,6,8,20.17,60.49,58.33,24,25.98,24.5,58.34,15,24.5,20.17,32.61,99.93,114.72,28.78,1.07,31.51,4.4,0,0,0.16,31.51,0.16,0.12,1.21,259.56,271.21,0,6.31

32,07:45-08:00,0,6.71,24.73,32.61,5.76,32.61,0,1.08,86.52,0,8,6,7.41,37.02,25,23,14,10,12,19.67,58.99,56.33,24.84,36.49,24.83,56.34,14.33,24.83,19.67,32.61,99.93,114.72,28.78,1.07,31.51,4.4,0,0,0.65,31.51,0.65,0.5,1.21,259.56,271.21,0,12.51

33,08:00-08:15,0,6.71,24.22,32.61,5.76,32.61,0,1.08,86.52,0,12,6,11.41,57.03,56,31,21,24,15,16.83,50.51,40.33,25.5,47.32,25.5,40.34,12,25.5,16.83,32.61,99.93,114.72,28.78,1.07,32,4.32,0,0,1.44,32,1.44,1.12,1.21,259.56,271.21,0,20.2

34,08:15-08:30,0,6.71,24.22,32.61,5.76,32.61,0,1.08,86.52,0,18,6,15.54,77.69,77,40,31,33,20,14,42,32.33,27.06,58.2,27.07,32.34,10,27.07,14,32.61,99.93,65.82,28.78,1.07,32,4.32,0,0,2.57,32,2.57,1.99,1.21,259.56,271.21,0,28.79

35,08:30-08:45,0,6.71,23.72,23.02,5.76,36.45,0,1.08,86.52,0,23,6,19.73,98.67,95,52,37,40,26,11,33,26.67,28.56,68.47,28.57,26.66,9,28.57,11,36.45,99.93,65.82,17.27,1.07,26.99,4.32,0,0,4.01,26.99,4.01,3.1,1.21,259.56,271.21,0,37.33

36,08:45-09:00,0,6.71,23.72,23.02,5.76,36.45,0,1.08,63.9,0,27,6,23.75,118.76,116,57,45,49,29,10.33,31.01,20,28.56,78.42,28.57,20,8,28.57,10.33,36.45,99.93,65.82,17.27,1.07,26.99,4.32,0,0,6.24,26.99,6.24,4.82,1.21,193.98,271.21,0,45.96

37,09:00-09:15,0,6.71,23.21,23.02,5.76,23.02,0,1.08,63.9,0,31,6,27.76,138.77,130,67,56,55,33,9.33,28.01,14,28.56,88.14,28.57,14,7,28.57,9.33,23.02,99.93,65.82,17.27,1.07,26.99,4.32,0,0,7.89,26.99,7.89,6.1,1.21,193.98,271.21,0,54.12

38,09:15-09:30,0,6.71,22.21,23.02,5.76,23.02,0,1.08,63.9,0,34,6,31.55,157.73,147,73,63,63,37,8.83,26.51,14,29.56,97.04,29.57,14,7,29.57,8.83,23.02,99.93,65.82,17.27,1.07,26.99,4.32,0,0,9.42,26.99,9.42,7.28,1.21,193.98,271.21,0,61.97

39,09:30-09:45,0,6.71,22.21,23.02,5.76,23.02,0,1.08,63.9,0,36,6,35.18,175.89,158,80,71,67,40,7.67,22.99,14,29.56,105.33,29.57,14,7,29.57,7.67,23.02,99.93,65.82,17.27,1.07,26.99,4.32,0,0,10.72,26.99,10.72,8.29,1.21,193.98,271.21,0,69.06

40,09:45-10:00,0,6.71,22.21,23.02,5.76,23.02,0,1.08,63.9,0,39,6,38.8,193.97,175,87,77,75,43,7,21,14,29.56,113.2,29.57,14,7,29.57,7,23.02,99.93,65.82,17.27,1.07,26.99,4.32,0,0,11.99,26.99,11.99,9.27,1.21,193.98,271.21,0,75.76

41,10:00-10:15,0,6.71,22.21,23.02,5.76,23.02,0,1.08,63.9,0,41,6,43.38,216.91,186,91,83,79,46,7,21,14,29.56,119.77,29.57,14,7,29.57,7,23.02,99.93,65.82,17.27,1,26.99,4.22,0,0,13.49,26.99,13.49,10.43,1.26,193.98,271.21,0,82.1

42,10:15-10:30,0,6.71,21.2,23.02,5.76,23.02,0,1.08,63.9,0,43,6,45.74,228.71,196,97,87,84,48,7,21,14,29.56,138.27,29.57,14,7,29.57,7,23.02,99.93,65.82,17.27,1,26.99,4.22,0,0,14.51,26.99,14.51,11.21,1.26,193.98,271.21,0,88.2

43,10:30-10:45,0,6.71,20.18,23.02,5.76,23.02,0,1.08,63.9,0,45,6,47.24,236.21,210,100,91,90,50,7,21,14,29.56,143.13,29.57,14,7,29.57,7,23.02,99.93,65.82,17.27,1,26.99,4.22,0,0,15.63,26.99,15.63,12.07,1.26,193.98,271.21,0,93.4

44,10:45-11:00,0,6.71,19.17,23.02,5.76,23.02,0,1.08,63.9,0,47,6,49.17,245.83,210,100,93,90,50,7,21,14,29.56,148,29.57,14,7,29.57,7,23.02,99.93,65.82,17.27,1,26.99,4.22,0,0,16.44,26.99,16.44,12.7,1.26,193.98,271.21,0,100

45,11:00-11:15,0,6.71,19.17,23.02,5.76,23.02,0,1.08,45.08,0,48,6,49.17,245.83,210,100,96,90,50,7,21,14,29.56,150.92,29.57,14,7,29.57,7,23.02,52.76,65.82,17.27,1.15,26.99,4.13,0,0,17.65,26.99,17.65,15.98,1.26,136.21,271.21,0,100

46,11:15-11:30,0,6.71,19.17,23.02,5.76,23.02,0,1.08,45.08,0,49,6,49.17,245.83,210,100,97,90,50,7,21,14,29.56,151.9,29.57,14,7,29.57,7,23.02,52.76,65.82,17.27,1.15,26.99,4.13,0,0,18.05,26.99,18.05,16.33,1.26,136.21,230.21,0,100

47,11:30-11:45,0,6.71,19.17,23.02,5.76,23.02,0,1.08,45.08,0,50,6,49.17,245.83,210,100,97,90,50,7,21,14,29.56,153.84,29.57,14,7,29.57,7,23.02,52.76,65.82,17.27,1.15,26.99,4.13,0,0,18.05,26.99,18.05,16.33,1.26,136.21,191.84,0,100

48,11:45-12:00,0,6.71,19.17,23.02,5.76,23.02,0,1.08,45.08,0,50,6,49.17,245.83,210,100,97,90,50,7,21,14,29.56,153.84,29.57,14,7,29.57,7,23.02,52.76,65.82,17.27,1.15,26.99,4.13,0,0,18.05,26.99,18.05,16.33,1.26,136.21,149.17,0,100

49,12:00-12:15,0,6.71,19.17,23.02,5.76,23.02,0,1.08,45.08,0,50,6,49.17,245.83,210,100,97,90,50,7,21,14,29.56,155.79,29.57,14,7,29.57,7,23.02,52.76,69.95,17.27,1.15,26.99,4.13,0,0,18.05,26.99,18.05,16.33,1.26,136.21,149.17,0,100

50,12:15-12:30,0,6.71,19.17,23.02,5.76,23.02,0,1.08,45.08,0,50,6,49.17,245.83,210,100,97,90,50,7,21,14,29.56,155.79,29.57,14,7,29.57,7,23.02,52.76,69.95,17.27,1.15,26.99,4.13,0,0,18.05,26.99,18.05,16.33,1.26,136.21,149.17,0,100

51,12:30-12:45,0,6.71,19.17,23.02,5.76,23.02,0,1.08,45.08,0,50,6,49.17,245.83,210,100,97,90,50,7,21,14,29.56,154.82,29.57,14,7,29.57,7,23.02,52.76,69.95,17.27,1.15,26.99,4.13,0,0,18.05,26.99,18.05,16.33,1.26,136.21,149.17,0,100

52,12:45-13:00,0,6.71,19.17,23.02,5.76,23.02,0,1.08,45.08,0,50,6,49.17,245.83,210,100,97,90,50,7,21,14,29.56,154.82,29.57,14,7,29.57,7,23.02,52.76,69.95,17.27,1.15,26.99,4.13,0,0,18.05,26.99,18.05,17.96,1.26,136.21,149.17,0,100

53,13:00-13:15,0,6.71,19.68,23.02,5.76,23.02,0,1.08,45.08,0,50,6,49.17,245.83,210,100,97,90,50,7,21,14,29.56,155.79,29.57,14,7,29.57,7,23.02,52.76,69.95,17.27,1.15,26.99,4.04,0,0,18.05,26.99,18.05,17.96,1.3,136.21,149.17,0,100

54,13:15-13:30,0,6.71,20.69,23.02,5.76,23.02,0,1.08,45.08,0,50,6,49.17,245.83,210,100,97,90,50,7,21,14,29.56,155.79,29.57,14,7,29.57,7,23.02,52.76,69.95,17.27,1.15,26.99,4.04,0,0,18.05,26.99,18.05,17.96,1.3,136.21,149.17,0,100

55,13:30-13:45,0,6.71,21.2,23.02,5.76,23.02,0,1.08,45.08,0,50,6,49.17,245.83,210,100,97,90,50,7,21,14,29.56,154.82,29.57,14,7,29.57,7,23.02,52.76,69.95,17.27,1.15,26.99,4.04,0,0,18.05,26.99,18.05,17.96,1.3,136.21,149.17,0,100

56,13:45-14:00,0,6.71,21.2,23.02,5.76,23.02,0,1.08,45.08,0,50,6,49.17,245.83,210,100,97,90,50,7,21,14,29.56,152.87,29.57,14,7,29.57,7,23.02,52.76,69.95,17.27,1.15,26.99,4.04,0,0,18.05,26.99,18.05,17.96,1.3,136.21,149.17,0,100

57,14:00-14:15,0,6.71,21.2,23.02,5.76,23.02,0,1.08,45.08,0,49,6,49.17,245.83,210,100,95,90,50,7,21,14,29.56,150.92,29.57,14,7,29.57,7,23.02,52.76,69.95,17.27,1.23,26.99,3.95,0,0,18.05,26.99,18.05,17.96,1.35,136.21,149.17,0,100

58,14:15-14:30,0,6.71,21.7,23.02,5.76,23.02,0,1.08,45.08,0,48,6,49.17,245.83,210,100,94,90,50,7,21,14,29.56,146.06,29.57,14,7,29.57,7,23.02,52.76,69.95,17.27,1.23,26.99,3.95,0,0,17.68,26.99,17.68,17.6,1.35,136.21,149.17,0,100

59,14:30-14:45,0,6.71,21.7,23.02,5.76,23.02,0,1.08,45.08,0,47,7,49.17,245.83,210,99,92,90,49,7,21,14,29.56,141.19,29.57,14,7,29.57,7,23.02,52.76,69.95,17.27,1.23,26.99,3.95,0,0,17.09,26.99,17.09,17.02,1.35,136.21,191.84,0,100

60,14:45-15:00,0,6.71,22.21,23.02,5.76,23.02,0,1.08,45.08,0,45,7,49.17,245.83,207,97,91,88,48,7,21,14,29.56,137.19,29.57,14,7,29.57,7,23.02,52.76,69.95,17.27,1.23,26.99,3.95,0,0,16.45,26.99,16.45,16.38,1.35,136.21,230.21,0,100

61,15:00-15:15,0,6.71,22.21,23.02,5.76,23.02,0,1.08,45.08,0,43,7.2,48.47,242.35,200,92,89,85,46,7,21,14,29.56,130.38,29.57,14,7,29.57,7,23.02,99.93,69.95,17.27,1.23,26.99,3.95,0,0,15.7,26.99,15.7,15.63,1.35,136.21,271.21,0,95.66

62,15:15-15:30,0,6.71,22.21,23.02,5.76,23.02,0,1.08,45.08,0,41,7.6,45.71,228.55,193,89,85,82,44,7,21,14,29.56,122.59,29.57,14,7,29.57,7,23.02,99.93,65.82,17.27,1.23,26.99,3.95,0,0,14.89,26.99,14.89,14.82,1.35,136.21,271.21,0,91.39

63,15:30-15:45,0,6.71,22.21,23.02,5.76,23.02,0,1.08,45.08,0,38,7.6,42.99,214.93,179,83,80,76,42,7,21,14,29.56,111.98,29.57,14,7,29.57,7,23.02,99.93,65.82,17.27,1.23,26.99,3.95,0,0,13.95,26.99,13.95,13.89,1.35,136.21,271.21,0,85.99

64,15:45-16:00,0,6.71,22.7,23.02,5.76,23.02,0,1.08,45.08,0,35,7.8,39.83,199.15,165,77,74,70,38,7,21,14.67,29.56,102.24,29.57,14.66,7,29.57,7,23.02,99.93,65.82,17.27,1.23,26.99,3.95,0,0,12.93,26.99,12.93,12.87,1.35,136.21,271.21,0,80.39

65,16:00-16:15,0,6.71,22.7,23.02,5.76,23.02,0,1.08,45.08,0,33,10.8,36.65,183.24,147,70,67,63,35,7,21,14.67,29.56,92.5,29.57,14.66,7.33,29.57,7,23.02,99.93,65.82,17.27,1.23,26.99,3.95,0,0,11.79,26.99,11.79,11.74,1.39,136.21,271.21,0,74.6

66,16:15-16:30,0,6.71,23.72,23.02,5.76,23.02,0,1.08,63.9,0,29,11.41,33.18,165.89,133,62,60,57,31,7.17,21.49,15,29.56,80.82,29.57,15,7.33,29.57,7.17,23.02,99.93,65.82,17.27,1.23,26.99,3.95,0,0,10.59,26.99,10.59,10.54,1.39,163.06,271.21,0,68.49

67,16:30-16:45,0,6.71,23.72,23.02,5.76,23.02,0,1.08,63.9,0,25,11.61,29.51,147.57,116,55,55,49,28,7.5,22.5,15,29.56,70.11,29.57,15,7.33,29.57,7.5,23.02,99.93,65.82,17.27,1.23,26.99,3.95,0,0,9.32,26.99,9.32,9.27,1.39,193.98,271.21,0,61.65

68,16:45-17:00,0,6.71,24.22,23.02,5.76,23.02,0,1.08,86.52,0,21,11.61,25.53,127.66,98,47,47,42,23,7.83,23.51,15,29.56,59.4,29.57,15,7.33,29.57,7.83,23.02,99.93,65.82,17.27,1.23,26.99,3.95,0,0,7.91,26.99,7.91,7.87,1.39,259.56,271.21,0,54.32

69,17:00-17:15,0,6.71,25.24,23.02,5.76,23.02,0,1.08,86.52,0,16,11.61,21.29,106.44,81,37,38,34,18,7.83,23.51,15,29.56,48.68,29.57,15,7.33,29.57,7.83,23.02,99.93,65.82,17.27,1.3,26.99,4.32,0,100,6.47,26.99,6.47,6.43,1.39,259.56,271.21,0,46.21

70,17:15-17:30,0,6.71,25.74,23.02,5.76,23.02,0,1.08,86.52,0,12,11.41,17.12,85.59,63,27,30,27,13,7.5,22.5,15.33,18,36.03,31.19,15.34,7.33,31.65,7.5,23.02,99.93,65.82,17.27,1.3,26.99,4.32,0,100,4.94,26.99,4.94,4.92,1.39,259.56,271.21,0,37.69

71,17:30-17:45,0,6.71,26.24,23.02,5.76,23.02,0,1.08,86.52,0,8,11.21,12.82,64.11,42,16,21,18,8,7.5,22.5,16,8,25.32,18.56,16,10,18.89,7.5,23.02,99.93,65.82,17.27,1.3,26.99,4.32,0,100,3.51,26.99,3.51,3.5,1.39,259.56,271.21,0,28.99

72,17:45-18:00,0,6.71,26.74,23.02,5.76,23.02,0,1.08,86.52,0,5,10.8,8.98,44.87,25,10,13,10,5,7.5,22.5,16.33,1,15.58,5.94,16.34,10,6.05,7.5,23.02,99.93,65.82,17.27,1.3,26.99,4.32,0,100,2.15,26.99,2.15,2.14,1.39,259.56,271.21,0,20.74

73,18:00-18:15,0,6.71,26.74,32.61,5.76,32.61,0,1.16,86.52,100,3,11,5.39,26.97,14,4,8,6,2,7.5,22.5,17.33,0,8.76,0,17.34,9.67,0,7.5,32.61,99.93,114.72,28.78,1.3,32,4.5,0,100,1.1,32,1.1,1.09,1.39,259.56,271.21,0,13.36

74,18:15-18:30,0,6.71,27.25,32.61,5.76,32.61,0,1.16,86.52,100,1,11,2.62,13.11,7,1,5,3,1,7.5,22.5,18.33,0,3.89,0,18.34,9.33,0,7.5,32.61,99.93,114.72,28.78,1.3,31.94,4.5,0,100,0.35,31.94,0.35,0.35,1.39,259.56,271.21,0,7.41

75,18:30-18:45,0,6.71,28.26,32.61,5.76,32.61,50,1.24,86.52,100,0,10.6,0.82,4.08,2,0,2,1,0,10.17,30.49,19.33,0,0,0,19.34,9.33,0,10.17,32.61,99.93,114.72,28.78,1.3,31.66,4.5,0,100,0.05,31.66,0.05,0.06,1.39,259.56,271.21,0,3.17

76,18:45-19:00,0,6.71,29.27,32.61,5.76,32.61,50,1.24,86.52,100,0,10.2,0.09,0.46,0,0,0,0,0,10.33,31.01,20.67,0,0,0,20.66,9.67,0,10.33,32.61,99.93,114.72,28.78,1.3,31.66,4.5,0,100,0.03,31.66,0.03,0.03,1.39,259.56,271.21,0,1.03

