Column1,Time,NR/26072023/31072042/L_NR_2023_07,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/01102023/05012040/L_NR_2020_02,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/09/01/8090,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,GNA/NR/2024/09/01/7196,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01082024/30092024/LT_MEJA_DELHI,GNA/NR/2024/09/01/3451,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/09/01/4802,GNA/NR/2024/09/01/9821,GNA/NR/2024/09/01/2171,GNA/NR/2024/09/01/7908,GNA/NR/2024/09/01/6566,GNA/NR/2024/09/01/7119,GNA/NR/2024/09/05/5848,NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/09/01/6020,NR/01102023/31102037/L_NR_2019_11,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09
9,02:00-02:15,0,19.01,0,0,0,0,0,0,0,5.4,14.6,57.78,140.35,12.47,30.29,26.8708,0,48.4,0,53.23,26.8708,70.55,3.97,48.4,0,62.08,32.91,2.42,21.78,24.2,24.74,0,0,150.52,96.79,0,0,47,0,0,0,20.5,20.5,0,61.5,47

10,02:15-02:30,0,19.21,0,0,0,0,0,0,0,5.4,14.6,57.78,140.35,12.47,30.29,26.8708,0,48.4,0,53.23,26.8708,70.55,3.9,48.4,0,62.08,32.91,2.42,21.78,24.2,24.74,0,0,150.52,96.79,0,0,47,0,0,0,21,21,0,63,47

11,02:30-02:45,0,16.01,0,0,0,0,0,0,0,5.4,14.6,57.78,111.31,12.47,28.77,26.8708,0,48.4,0,53.23,26.8708,70.55,4.07,48.4,0,62.08,32.91,2.42,21.78,24.2,24.74,0,0,150.52,96.79,0,0,48,0,0,0,21.33,21.34,0,64,48

12,02:45-03:00,0,15.81,0,0,0,0,0,0,0,5.4,14.6,57.78,111.31,12.47,28.26,26.8708,0,48.4,0,53.23,26.8708,70.55,4.07,48.4,0,62.08,32.91,2.42,21.78,24.2,24.74,0,0,150.52,96.79,0,0,48.67,0,0,0,21.5,21.5,0,64.5,48.67

13,03:00-03:15,0,15.61,0,0,0,0,0,0,0,5.3,14.6,57.78,111.31,12.47,28.26,26.8708,0,48.4,0,53.23,26.8708,70.55,0,48.4,0,62.08,0,2.42,21.78,24.2,24.74,0,0,150.52,96.79,0,0,48.67,0,0,0,21.67,21.66,0,65,48.67

14,03:15-03:30,0,15.21,0,0,0,0,0,0,0,5.3,14.6,57.78,111.31,12.47,28.26,26.8708,0,48.4,0,53.23,26.8708,70.55,4.07,48.4,0,62.08,0,2.42,21.78,24.2,24.74,0,0,150.52,96.79,0,0,49,0,0,0,22,22,0,66,49

15,03:30-03:45,0,14.81,0,0,0,0,0,0,0,5.3,14.6,57.78,111.31,12.47,28.26,26.8708,0,48.4,0,53.23,26.8708,70.55,4.07,48.4,0,62.08,0,2.42,21.78,24.2,24.74,0,0,150.52,96.79,0,0,49,0,0,0,21.83,21.84,0,65.5,49

16,03:45-04:00,0,14.41,0,0,0,0,0,0,0,5.3,14.6,57.78,111.31,12.47,28.26,26.8708,0,48.4,0,53.23,26.8708,70.55,4.07,48.4,0,62.08,0,2.42,21.78,24.2,24.74,0,0,150.52,96.79,0,0,49.67,0,0,0,22,22,0,66,49.67

17,04:00-04:15,0,14.21,0,0,0,0,0,0,0,5.12,12.75,57.78,111.31,12.47,28.26,26.8708,0,48.4,0,53.23,26.8708,70.55,0,48.4,0,62.08,0,2.42,21.78,24.2,24.74,0,0,150.52,96.79,0,0,51,0,0,0,22,22,0,66,51

18,04:15-04:30,0,13.81,0,0,0,0,0,0,0,5.12,12.75,57.78,111.31,12.47,28.26,26.8708,0,48.4,0,53.23,26.8708,70.55,0,48.4,0,62.08,0,2.42,21.78,24.2,24.74,0,0,150.52,96.79,0,0,52.33,0,0,0,22.17,22.16,0,66.5,52.33

19,04:30-04:45,0,13.41,0,0,0,0,0,0,0,5.12,12.75,57.78,111.31,12.47,28.26,26.8708,0,48.4,0,53.23,26.8708,70.55,0,48.4,0,62.08,0,2.42,21.78,24.2,24.74,0,0,150.52,96.79,0,0,53.67,0,0,0,24.17,24.16,0,72.5,53.67

20,04:45-05:00,0,13.21,0,0,0,0,0,0,0,5.12,12.75,57.78,111.31,12.47,28.26,26.8708,0,48.4,0,53.23,26.8708,70.55,0,48.4,0,62.08,0,2.42,21.78,24.2,24.74,0,0,150.52,96.79,0,0,55,0,0,0,24.5,24.5,0,73.5,55

21,05:00-05:15,0,12.61,0,0,0,0,0,0,0,5.02,12.75,57.78,111.31,12.47,28.26,26.8708,0,48.4,0,53.23,26.8708,70.55,0,48.4,0,62.08,0,2.42,21.78,24.2,24.74,0,0,150.52,96.79,0,0,56.33,0,0,0,25,25,0,75,56.33

22,05:15-05:30,0,12.61,0,0,0,0,0,0,0,5.02,12.75,57.78,111.31,12.47,28.26,26.8708,0,48.4,0,53.23,26.8708,70.55,0,48.4,0,62.08,0,2.42,21.78,24.2,24.74,0,0,150.52,96.79,0,0,57,0,0,0,25.33,25.34,0,76,57

23,05:30-05:45,0,12.61,0,0,0,0,0,0,0,5.02,12.75,57.78,111.31,12.47,27.26,26.8708,0,48.4,0,53.23,26.8708,70.55,0,48.4,0,62.08,0,2.42,21.78,24.2,24.74,0,0,150.52,96.79,0,0,57.67,0,0,0,25.83,25.84,0,77.5,57.67

24,05:45-06:00,0,13.01,0,0,0,0,0,0,0,5.02,12.75,57.78,111.31,12.47,28.26,26.8708,0,48.4,0,53.23,26.8708,70.55,4.38,48.4,0,62.08,0,2.42,21.78,24.2,24.74,0,0,150.52,96.79,0,0,58.33,0,0,0,25.67,25.66,0,77,58.33

25,06:00-06:15,1,13.21,0,1,1,1,0,0,0.82,4.94,13.68,57.78,111.31,12.47,28.26,26.8708,0,48.4,0,53.23,26.8708,70.55,4.38,48.4,0,62.08,0,2.42,21.78,24.2,24.74,0,0,150.52,96.79,0,0,59,13.1,0.29,0,25.83,25.84,12.84,77.5,59

26,06:15-06:30,4,13.21,1,1,2,2,2.95,0.59,2.92,4.94,13.68,57.78,111.31,12.47,28.26,26.8708,0,48.4,0,53.23,26.8708,70.55,3.95,48.4,0,62.08,0,2.42,21.78,24.2,24.74,0,0,150.52,96.79,0,1,59.67,23.03,1.77,0,26,26,22.57,78,59.67

27,06:30-06:45,7,13.41,3,3,3,5,7.31,1.46,4.94,4.94,13.68,57.78,111.31,12.47,28.26,26.8708,0,48.4,0.42,53.23,26.8708,70.55,3.95,48.4,0.43,62.08,0,2.42,21.78,24.2,24.74,0,0.42,150.52,96.79,0,5,60,31.71,4.21,0,26.17,26.16,31.1,78.5,60

28,06:45-07:00,14,13.21,4,6,5,8,12.48,2.49,7.94,4.94,13.68,57.78,111.31,12.47,28.26,26.8708,0,48.4,0.61,53.23,26.8708,70.55,3.95,48.4,0.63,62.08,0,2.42,21.78,24.2,24.74,0,0.61,150.52,96.79,0,12,60,33,7.15,0,25.83,25.84,33,77.5,60

29,07:00-07:15,21,13.41,5,9,7,10,16.93,3.38,10,4.84,13.68,57.78,111.31,12.47,28.26,26.8708,0,48.4,0.89,53.23,26.8708,70.55,3.95,48.4,0.92,62.08,0,2.42,21.78,24.2,24.74,0,0.89,150.52,96.79,0,20,60,33,10.38,0,25.5,25.5,33,76.5,60

30,07:15-07:30,30,13.61,6,13,8,12,25.8,5.16,13,4.84,13.68,57.78,111.31,12.47,28.26,26.8708,0,48.4,1.19,53.23,26.8708,70.55,3.95,48.4,1.22,62.08,0,2.42,21.78,24.2,24.74,0,1.19,150.52,96.79,0,30,60,33,13.76,0,25.5,25.5,33,76.5,60

31,07:30-07:45,46,13.81,10,19,12,20,30.05,6.01,17,4.84,13.68,57.78,111.31,12.47,28.26,26.8708,0,48.4,1.54,53.23,26.8708,70.55,3.95,48.4,1.58,62.08,0,2.42,21.78,24.2,24.74,0,1.54,150.52,96.79,0,32.66,60,32.67,16.61,0,25.5,25.5,32.67,76.5,60

32,07:45-08:00,56,13.81,12,24,16,26,38.55,7.71,20,4.84,13.68,57.78,111.31,12.47,29.27,26.8708,0,48.4,2,53.23,26.8708,70.55,3.95,48.4,2.04,62.08,0,2.42,21.78,24.2,24.74,0,2,150.52,96.79,0,33,60,33,19.75,0,25.67,25.66,33,77,60

33,08:00-08:15,67,18.01,16,28,20,32,49.6,9.92,24,4.74,13.68,57.78,111.31,12.47,28.77,26.8708,0,48.4,2.47,53.23,26.8708,70.55,3.95,48.4,2.53,62.08,0,2.42,21.78,24.2,24.74,0,2.47,150.52,96.79,0,33,60,33,22.99,0,26.17,26.16,33,78.5,60

34,08:15-08:30,81,17.81,19,34,23,39,55.55,11.11,31,4.74,13.68,57.78,111.31,12.47,29.27,26.8708,0,48.4,2.94,53.23,26.8708,70.55,3.95,48.4,3.01,62.08,0,2.42,21.78,24.2,24.74,0,2.94,150.52,96.79,0,33,60,33,26.36,0,26.17,26.16,33,78.5,60

35,08:30-08:45,95,17.61,22,40,26,46,100.18,20.04,38,4.74,13.68,57.78,111.31,12.47,29.78,26.8708,0,48.4,3.42,53.23,26.8708,70.55,3.95,48.4,3.5,62.08,0,2.42,21.78,24.2,24.74,0,3.42,150.52,96.79,0,33,60,33,32.53,0,27,27,33,81,60

36,08:45-09:00,109,17.81,25,46,29,53,115.55,23.11,45,4.74,13.68,57.78,111.31,12.47,28.77,26.8708,0,48.4,3.88,53.23,26.8708,70.55,3.95,48.4,3.97,62.08,0,2.42,21.78,24.2,24.74,0,3.88,150.52,96.79,0,33,60,33,39.3,0,27.67,27.66,33,83,60

37,09:00-09:15,123,11.01,28,52,32,60,130.9,26.18,51,4.74,15.06,57.78,111.31,12.47,28.77,26.8708,0,48.4,4.29,53.23,26.8708,70.55,3.95,48.4,4.39,62.08,0,2.42,21.78,24.2,24.74,0,4.29,150.52,96.79,0,33,60,33,42.84,0,28.5,28.5,33,85.5,60

38,09:15-09:30,137,11.01,31,58,34,66,145.61,29.12,57,4.74,15.06,57.78,111.31,12.47,26.75,26.8708,0,48.4,7.78,53.23,26.8708,70.55,3.95,48.4,7.97,62.08,0,2.42,21.78,24.2,24.74,0,7.78,150.52,96.79,0,33,60,33,49.93,0,28.67,28.66,33,86,60

39,09:30-09:45,147,11.01,35,63,38,72,159.29,31.86,64,4.74,15.06,57.78,111.31,12.47,27.26,26.8708,0,48.4,8.83,53.23,26.8708,70.55,3.95,48.4,9.05,62.08,0,2.42,21.78,24.2,24.74,0,8.83,150.52,96.79,0,33,60,33,53.27,0,24.17,24.16,33,72.5,60

40,09:45-10:00,158,11.01,37,67,40,78,171.63,34.32,71,4.74,15.06,57.78,111.31,12.47,28.26,26.8708,0,48.4,9.94,53.23,26.8708,70.55,3.95,48.4,10.19,62.08,0,2.42,21.78,24.2,24.74,0,9.94,150.52,96.79,0,33,60,33,56.79,0,24.17,24.16,33,72.5,60

41,10:00-10:15,165,7.61,40,70,41,84,183,36.6,74,4.66,15.06,57.78,111.31,12.47,29.77,26.8708,0,48.4,10.89,53.23,26.8708,70.55,3.95,0,11.15,0,0,2.42,21.78,24.2,24.74,0,10.89,150.52,96.79,0,33,60,33,58.8,0,24.67,24.66,33,74,60

42,10:15-10:30,172,7.61,42,73,42,88,193.25,38.65,77,4.66,15.06,57.78,111.31,12.47,27.75,26.8708,0,48.4,12.04,53.23,26.8708,70.55,3.95,0,12.35,0,0,2.42,21.78,24.2,24.74,0,12.04,150.52,96.79,0,33,60,33,59.1,0,24.83,24.84,33,74.5,60

43,10:30-10:45,175,7.61,43,75,44,90,205.97,41.19,81,4.66,15.06,57.78,111.31,12.47,27.75,26.8708,0,48.4,12.71,53.23,26.8708,70.55,3.95,0,13.04,0,0,2.42,21.78,24.2,24.74,0,12.71,150.52,96.79,0,33,60,33,62.89,0,25,25,33,75,60

44,10:45-11:00,179,7.61,43,76,45,90,213.88,42.78,84,4.66,15.06,57.78,111.31,12.47,27.75,26.8708,0,48.4,13.38,53.23,26.8708,70.55,3.95,0,13.71,0,0,2.42,21.78,24.2,24.74,0,13.38,150.52,96.79,0,33,60,33,65.93,0,25,25,33,75,60

45,11:00-11:15,182,7.61,43,78,45,90,217.85,43.57,86,4.94,15.06,57.78,111.31,12.47,27.75,26.8708,0,48.4,13.77,53.23,26.8708,70.55,4.15,0,14.11,0,0,2.42,21.78,24.2,24.74,0,13.77,150.52,96.79,0,33,66.67,33,68.6,0,29.67,29.66,33,89,66.67

46,11:15-11:30,189,7.61,43,81,45,90,217.85,43.57,87,4.94,15.06,57.78,111.31,12.47,27.75,26.8708,0,48.4,14.59,53.23,26.8708,70.55,4.15,0,14.96,0,0,2.42,21.78,24.2,24.74,0,14.59,150.52,96.79,0,33,66.67,33,71.04,0,30.17,30.16,33,90.5,66.67

47,11:30-11:45,189,8.01,43,81,46,90,229.17,45.83,87,4.94,15.06,57.78,111.31,12.47,27.75,26.8708,0,48.4,15.04,53.23,26.8708,70.55,4.15,0,15.41,0,0,2.42,21.78,24.2,24.74,0,15.04,150.52,96.79,0,33,66.67,33,70.57,0,30.33,30.34,33,91,66.67

48,11:45-12:00,189,8.41,43,81,46,90,229.17,45.83,88,4.94,15.06,57.78,111.31,12.47,27.75,26.8708,0,48.4,15.2,53.23,26.8708,70.55,4.15,0,15.59,0,0,2.42,21.78,24.2,24.74,0,15.2,150.52,96.79,0,33,66.67,33,69.88,0,30.5,30.5,33,91.5,66.67

49,12:00-12:15,172,9.01,41,73,44,87,229.17,45.83,85,4.94,15.06,57.78,111.31,4.84,27.75,26.8708,0,48.4,15.3,53.23,26.8708,70.55,4.15,0,15.68,0,0,2.42,21.78,24.2,24.74,0,15.3,150.52,96.79,0,33,66.67,33,77.43,0,29.67,29.66,33,89,66.67

50,12:15-12:30,175,10.01,42,75,44,88,229.17,45.83,85,4.94,15.06,57.78,111.31,4.84,27.75,26.8708,0,48.4,15.3,53.23,26.8708,70.55,4.15,0,15.68,0,0,2.42,21.78,24.2,24.74,0,15.3,150.52,96.79,0,33,66.67,33,73.94,0,29.17,29.16,33,87.5,66.67

51,12:30-12:45,175,11.01,40,75,43,85,229.17,45.83,85,4.94,15.06,57.78,111.31,4.84,27.75,26.8708,0,48.4,15.3,53.23,26.8708,70.55,4.15,0,15.68,0,0,2.42,21.78,24.2,24.74,0,15.3,150.52,96.79,0,33,66.67,33,66.69,0,29,29,33,87,66.67

52,12:45-13:00,175,12.01,40,75,43,85,229.17,45.83,85,4.94,15.06,57.78,111.31,4.84,27.75,26.8708,0,48.4,15.3,53.23,26.8708,70.55,4.15,0,15.68,0,0,2.42,21.78,24.2,24.74,0,15.3,150.52,96.79,0,33,66.67,33,59.48,0,29,29,33,87,66.67

53,13:00-13:15,175,13,40,75,41,85,229.17,45.83,85,5.02,15.06,57.78,111.31,4.84,27.75,26.8708,0,48.4,15.3,53.23,26.8708,70.55,4.15,0,15.68,0,0,2.42,21.78,24.2,24.74,0,15.3,150.52,96.79,0,33,66.67,33,52.05,0,29.17,29.16,33,87.5,66.67

54,13:15-13:30,175,14,40,75,41,85,229.17,45.83,85,5.02,15.06,57.78,111.31,4.84,27.75,26.8708,0,48.4,14.88,53.23,26.8708,70.55,4.15,0,15.25,0,0,2.42,21.78,24.2,24.74,0,14.88,150.52,96.79,0,33,66.67,33,45.29,0,29.5,29.5,33,88.5,66.67

55,13:30-13:45,168,15,39,72,41,81,229.17,45.83,85,5.02,15.06,57.78,111.31,4.84,27.75,26.8708,0,48.4,14.87,53.23,26.8708,70.55,4.15,0,15.24,0,0,2.42,21.78,24.2,24.74,0,14.87,150.52,96.79,0,33,66.67,33,78.03,0,30,30,33,90,66.67

56,13:45-14:00,168,16,39,72,41,81,229.17,45.83,85,5.02,15.06,57.78,111.31,4.84,27.75,26.8708,0,48.4,14.32,53.23,26.8708,70.55,4.15,0,14.68,0,0,2.42,21.78,24.2,24.74,0,14.32,150.52,96.79,0,33,66.67,33,75.74,0,30.33,30.34,33,91,66.67

57,14:00-14:15,172,18,39,73,38,81,229.17,45.83,80,5.22,15.06,57.78,111.31,4.84,28.25,26.8708,0,48.4,13.85,53.23,26.8708,70.55,3.95,0,14.19,0,0,2.42,21.78,24.2,24.74,0,13.85,193.58,96.79,0,33,71.67,33,72.95,7,23,23,33,69,71.67

58,14:15-14:30,168,19,39,72,37,81,229.17,45.83,78,5.22,15.06,57.78,111.31,4.84,28.25,26.8708,0,48.4,13.07,53.23,26.8708,70.55,3.95,0,13.4,0,0,2.42,21.78,24.2,24.74,0,13.07,232.3,96.79,0,33,71.67,33,69.86,7.66,23,23,33,69,71.67

59,14:30-14:45,165,19.6,38,70,38,80,188.89,37.78,77,5.22,15.06,57.78,159.7,4.84,28.25,26.8708,0,48.4,12.58,53.23,26.8708,70.55,3.95,0,12.89,0,0,2.42,21.78,24.2,24.74,0,12.58,232.3,96.79,0,33,71.67,33,61.45,8.34,23,23,33,69,71.67

60,14:45-15:00,154,20,37,66,37,76,182.57,36.51,73,5.22,15.06,57.78,171.94,4.84,28.25,26.8708,0,48.4,12.09,53.23,26.8708,70.55,3.95,0,12.4,0,0,2.42,21.78,24.2,24.74,0,12.09,193.58,96.79,0,33,71.67,33,52.99,9,23,23,33,69,71.67

61,15:00-15:15,147,26.01,35,63,36,73,141.7,28.34,67,5.58,15.06,57.78,171.94,4.84,28.25,26.9071,0,48.4,11.41,53.23,26.9071,70.55,3.95,0,11.7,0,0,2.42,21.78,24.2,24.74,0,11.41,193.58,96.79,0,33,71.67,33,53.99,7,23,23,33,69,71.67

62,15:15-15:30,140,25.81,32,60,33,68,132.99,26.6,63,5.58,15.06,57.78,171.94,4.84,28.25,26.9071,0,48.4,10.68,53.23,26.9071,70.55,3.95,0,10.94,0,0,2.42,21.78,24.2,24.74,0,10.68,193.58,96.79,0,33,71.67,33,45.4,7,23,23,33,69,71.67

63,15:30-15:45,130,35.61,30,55,32,63,90.73,18.15,62,5.58,15.06,57.78,171.94,4.84,28.25,26.9071,0,48.4,9.87,53.23,26.9071,70.55,3.95,0,10.12,0,0,2.42,21.78,24.2,24.74,0,9.87,150.52,96.79,0,33,71.67,33,43.58,7,23,23,33,69,71.67

64,15:45-16:00,123,37.02,27,52,29,58,93.08,18.61,58,5.58,15.06,57.78,171.94,4.84,28.25,26.9071,0,48.4,9.13,53.23,26.9071,70.55,3.95,0,9.36,0,0,2.42,21.78,24.2,24.74,0,9.13,150.52,96.79,0,33,71.67,33,41.4,7,23,23,33,69,71.67

65,16:00-16:15,116,37.82,26,49,26,54,87.58,17.52,52,5.95,15.06,57.78,171.94,4.84,28.25,26.9071,0,48.4,8.47,53.23,26.9071,70.55,3.95,0,8.68,0,0,2.42,21.78,24.2,24.74,0,8.47,150.52,96.79,0,33,65,33,38.56,20.34,23,23,33,69,65

66,16:15-16:30,103,37.82,23,44,24,49,82.08,16.42,48,5.95,15.06,57.78,171.94,4.84,28.25,26.9071,0,48.4,7.54,53.23,26.9071,70.55,3.95,0,7.74,0,0,2.42,21.78,24.2,24.74,0,7.54,150.52,96.79,0,33,65,33,35.04,21.66,23,23,33,69,65

67,16:30-16:45,90,37.82,21,38,20,44,95.23,19.05,42,5.95,15.06,57.78,171.94,12.47,28.25,26.9071,0,48.4,6.8,53.23,26.9071,70.55,3.95,0,6.97,0,0,2.42,21.78,24.2,24.74,0,6.8,150.52,96.79,0,22,65,33,30.42,23.34,23,23,33,69,65

68,16:45-17:00,77,37.82,18,33,16,38,82.65,16.53,38,5.95,15.06,57.78,171.94,12.47,28.25,26.9071,0,48.4,5.85,53.23,26.9071,70.55,3.95,0,6.01,0,0,2.42,21.78,24.2,24.74,0,5.85,150.52,96.79,0,12,65,33,25.67,25,23,23,33,69,65

69,17:00-17:15,67,37.82,16,28,12,34,69.48,13.89,27,6.33,11.36,57.78,171.94,12.47,27.25,26.9071,0,48.4,4.81,53.23,26.9071,70.55,3.95,48.4,4.93,62.08,0,2.42,21.78,24.2,24.74,0,4.81,150.52,96.79,0,7,63.33,33,20.91,6.66,23,23,33,69,63.33

70,17:15-17:30,56,37.82,13,24,11,27,56.61,11.32,23,6.33,11.36,57.78,171.94,12.47,27.25,26.9071,0,48.4,3.93,53.23,26.9071,70.55,3.95,48.4,4.04,62.08,0,2.42,21.78,24.2,24.74,0,3.93,193.58,96.79,0,1,63.33,33,16.23,6.66,23,23,33,69,63.33

71,17:30-17:45,42,37.82,10,18,9,20,44.14,8.83,18,6.33,11.36,76.74,220.33,12.47,27.25,26.9071,0,48.4,2.97,53.23,26.9071,70.55,3.95,48.4,3.05,62.08,0,2.42,21.78,24.2,24.74,0,2.97,232.3,96.79,0,0,61.67,33,11.71,22.66,22.67,22.66,33,68,61.67

72,17:45-18:00,32,37.82,7,13,7,16,31.48,6.3,15,6.33,11.36,76.74,228.02,12.47,27.25,26.9071,0,48.4,2.2,53.23,26.9071,70.55,3.95,48.4,2.25,96.79,0,2.42,21.78,24.2,24.74,0,2.2,273.67,96.79,0,0,61.67,23.05,7.16,22,22.33,22.34,22.6,67,61.67

73,18:00-18:15,21,37.82,5,9,7,10,23.9,4.78,12,6.79,11.36,87.3,262.78,12.47,28.26,26.9071,0,48.4,1.68,82.27,26.9071,70.55,3.95,48.4,1.72,96.79,0,2.42,21.78,24.2,24.74,0,1.68,273.67,96.79,0,0,60.67,0,3.3,21.34,22,22,0,66,60.67

74,18:15-18:30,14,37.82,3,6,5,6,16.16,3.23,8,6.79,11.36,87.3,262.78,12.47,28.26,26.9071,0,48.4,1.23,100.84,26.9071,70.55,3.95,48.4,1.26,96.79,0,2.42,21.78,24.2,24.74,0,1.23,273.67,96.79,0,0,60.67,0,0.29,20,21.67,21.66,0,65,60.67

75,18:30-18:45,7,41.02,1,3,3,1,9.16,1.83,6,6.79,11.36,87.3,262.78,12.47,28.26,26.9071,0,48.4,0.58,91.43,26.9071,70.55,0,48.4,0.6,96.79,0,2.42,21.78,24.2,24.74,0,0.58,273.67,96.79,0,0,60,0,0,22,20.83,20.84,0,62.5,60

76,18:45-19:00,4,41.02,0,1,2,0,2.23,0.44,4,6.79,11.36,87.3,262.78,12.47,28.26,26.9071,0,48.4,0.34,91.43,26.9071,70.55,0,48.4,0.35,96.79,0,2.42,21.78,24.2,24.74,0,0.34,273.67,96.79,0,0,60,0,0,20.66,20,20,0,60,60

