Column1,Time,NR/01102023/31052040/LT-31,NR/01082024/31082024/SKS-Raigarh,NR/01082024/31082024/jitpl,NR/30092023/26122029/SH-06,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,NR/01082024/30092024/LT_MEJA_DELHI,NR/30092023/31122025/SH-07,NR/01082024/15082024/APL-Raigarh,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug'24,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01082024/31082024/APPCPL/180/F25/GNA/12763
50,12:15-12:30,10.12,12.4,11.94,26.9071,30,15,76.35,10.37,10.12,16.36,272.26,33,70,27.5,82.5,70,29.34,33,7.01,33,27.5,119,159.81,51,78,40,48.36,31.96,0,26.9071,0,0,5.6,0,0,0,27.25,226.84,35.09,52.96,0,0

51,12:30-12:45,10.12,12.4,11.94,26.9071,19,9,76.35,10.37,10.12,16.36,272.26,33,75,27.17,81.5,75,31.34,33,7.01,33,27.16,46,165.28,19,77,39,50.85,33.06,0,26.9071,0,0,5.6,0,0,0,27.25,226.84,35.09,52.96,0,0

52,12:45-13:00,10.12,12.4,11.94,26.9071,20,10,76.35,10.37,10.12,16.36,272.26,33,75,26.83,80.5,75,31.34,33,7.01,33,26.84,46,168.84,19,77,39,52.02,33.77,0,26.9071,0,0,5.6,0,0,0,27.25,226.84,35.09,52.96,0,0

53,13:00-13:15,10.12,12.4,11.94,26.9071,22,11,57.49,10.37,10.12,16.36,272.26,33,75,30,90,75,30.66,33,7.01,33,30,56,190.61,24,75,38,50.87,38.12,0,26.9071,0,0,5.6,0,0,0,27.25,139.62,35.09,52.96,0,0

54,13:15-13:30,10.12,12.4,11.94,26.9071,24,11,57.49,10.37,10.12,16.36,231.1,33,75,29.83,89.5,75,31.66,33,7.01,33,29.84,56,187.93,24,75,38,48.07,37.58,0,26.9071,0,0,5.6,0,0,0,27.25,139.62,35.09,52.96,0,0

55,13:30-13:45,11.33,12.4,11.94,26.9071,34,16,57.49,11.61,11.33,16.36,272.26,33,75,31.33,94,75,31.66,33,7.21,33,31.34,105,188.08,45,85,43,47.96,37.62,0,26.9071,0,0,5.6,0,0,0,27.25,139.62,35.09,52.96,0,0

56,13:45-14:00,11.33,12.4,11.94,26.9071,37,18,62.27,11.61,11.33,16.36,272.26,33,75,31,93,75,32,33,7.21,33,31,105,185.32,45,85,41,44.9,37.06,0,26.9071,0,0,5.6,0,0,0,27.25,195.42,35.09,52.96,0,0

57,14:00-14:15,11.33,12.4,11.94,26.9071,61,29,76.35,11.61,11.33,15.44,272.26,33,74.67,31,93,74.67,31.66,33,8.01,33,31,144,182.64,61,83,41,42.2,36.53,0,26.9071,0,0,5.74,0,0,0,26.74,226.84,35.09,52.96,0,0

58,14:15-14:30,11.33,12.4,11.94,26.9071,61,29,76.35,11.61,11.33,15.44,272.26,33,73.67,30.83,92.5,73.67,31.34,33,9.01,33,30.84,144,177.88,61,83,40,39.38,35.57,0,26.9071,0,0,5.74,0,0,0,27.25,226.84,35.09,52.96,0,0

59,14:30-14:45,11.33,12.4,11.94,26.9071,55,27,76.35,11.61,11.33,15.44,272.26,33,73.67,30.83,92.5,73.67,31.34,33,12.6,33,30.84,120,182.41,52,78,38,36.32,36.48,0,26.9071,0,0,5.74,0,0,0,27.25,226.84,35.09,52.96,0,0

60,14:45-15:00,11.33,12.4,11.94,26.9071,55,27,76.35,11.61,11.33,15.44,272.26,33,71.67,30.67,92,71.67,31.34,33,14,33,30.66,116,172.85,50,75,38,33.19,34.57,0,26.9071,0,0,5.74,0,0,0,27.25,226.84,35.09,52.96,0,0

61,15:00-15:15,11.33,12.4,11.94,26.9071,59,28,76.35,11.61,11.33,15.44,272.26,33,71,30.33,91,71,31.34,33,16,33,30.34,123,176.36,52,70,38,29.27,35.27,4.36,26.9071,0,0,5.74,0,0,0,27.25,226.84,35.09,52.96,0,0

62,15:15-15:30,10.8,12.4,11.94,26.9071,56,27,76.35,11.08,10.8,15.44,272.26,33,70.67,30.17,90.5,70.67,31.34,33,18,33,30.16,116,164.42,49,67,35,27.83,32.88,4.36,26.9071,0,0,5.74,0,0,0,27.25,226.84,35.09,52.96,0,0

63,15:30-15:45,12.87,12.4,11.94,26.9071,51,24,76.35,13.19,12.87,15.44,272.26,33,71,30,90,71,31.34,33,19,33,30,95,184.84,40,60,33.5,26.25,36.97,4.05,26.9071,0,0,5.74,0,0,0,27.25,226.84,35.09,52.96,0,0

64,15:45-16:00,11.96,12.4,11.94,26.9071,46,22,76.35,12.26,11.96,15.44,272.26,33,71.67,29.67,89,71.67,31.34,33,19,33,29.66,88,174.65,37,55,30,24.3,34.93,4.05,26.9071,0,0,5.74,0,0,0,27.75,226.84,35.09,52.96,0,0

65,16:00-16:15,9.2,12.4,11.94,26.9071,45,22,76.35,9.43,9.2,15.44,272.26,33,72.33,29.33,88,72.33,31,33,19,33,29.34,88,161.5,37,51,27,21.67,32.3,4.05,26.9071,0,0,6.02,0,0,0,27.75,226.84,35.09,52.96,0,0

66,16:15-16:30,7.36,12.4,11.94,26.9071,42,20,76.35,7.54,7.36,15.44,272.26,33,72.67,29.17,87.5,72.67,30.66,33,19,33,29.16,77,147.25,33,45,26,18.5,29.45,4.05,26.9071,0,0,6.02,0,0,0,27.75,226.84,35.09,52.96,0,0

67,16:30-16:45,7.01,12.4,11.94,26.9071,39,19,76.35,7.18,7.01,15.44,272.26,33,73,28.67,86,73,30.34,22,17.6,33,28.66,77,134.68,33,40,21,15.44,26.93,4.05,26.9071,0,0,6.02,0,0,0,27.75,226.84,35.09,52.96,0,0

68,16:45-17:00,6.02,12.4,11.94,26.9071,34,16,76.35,6.17,6.02,15.44,272.26,33,74,28.33,85,74,29.66,12,15.8,33,28.34,67,120.39,28,33,18,12.74,24.08,4.05,26.9071,0,0,6.02,0,0,0,27.75,226.84,35.09,52.96,0,0

69,17:00-17:15,4.93,12.4,11.94,26.9071,29,14,76.35,5.05,4.93,15.44,272.26,33,71.67,28,84,71.67,29.34,7,14,33,28,56,77.58,24,27,16,10.77,15.51,4.05,26.9071,192.58,0,6.39,0,48.14,48.14,28.26,226.84,35.09,52.96,0,0

70,17:15-17:30,4.02,12.4,11.94,26.9071,24,11,76.35,4.13,4.02,15.44,272.26,33,69.33,27.67,83,69.33,29,1,13,33,27.66,46,66.43,19,22,13,9.28,13.29,4.05,26.9071,192.58,0,6.39,0,48.14,48.14,28.26,226.84,35.09,52.96,0,0

71,17:30-17:45,3.01,12.4,11.94,26.9071,17,8,76.35,3.1,3.01,15.44,272.26,26.58,67,27.5,82.5,67,28.34,0,10.01,26.58,27.5,35,54.63,15,18,10,7.62,10.93,4.05,26.9071,192.58,0,6.39,0,48.14,48.14,28.26,226.84,35.09,52.96,0,0

72,17:45-18:00,2.26,12.4,11.94,26.9071,12,6,76.35,2.32,2.26,15.44,272.26,20.67,64.33,27.17,81.5,64.33,27.66,0,9.01,20.67,27.16,18,43.03,7,15,8,5.7,8.61,4.05,26.9071,192.58,0,6.39,0,48.14,48.14,27.25,226.84,35.09,52.96,0,0

73,18:00-18:15,1.74,12.4,11.94,26.9071,7,3,76.35,1.79,1.74,19.39,272.26,0,63.33,26.67,80,63.33,26.34,0,8.01,0,26.66,11,35.55,4,11,7,4.5,7.11,0,26.9071,192.58,0,6.66,0,48.14,48.14,28.26,226.84,33.01,100.31,0,0

74,18:15-18:30,1.29,12.4,11.94,26.9071,3,2,76.35,1.33,1.29,19.39,272.26,0,60,25.83,77.5,60,26.34,0,7.21,0,25.84,7,27.42,3,8,5,2.88,5.48,0,26.9071,192.58,0,6.66,0,48.14,48.14,28.26,226.84,33.01,100.31,0,0

75,18:30-18:45,0.63,12.4,11.94,26.9071,1,1,86.85,0.65,0.63,19.39,272.26,0,64.67,27.5,82.5,64.67,28.34,0,6.81,0,27.5,4,19.43,1,6,3,1.83,3.89,7.92,26.9071,192.58,0,6.66,0,48.14,48.14,28.26,261.43,33.01,87.8,0,0

76,18:45-19:00,0.38,12.4,11.94,26.9071,0,0,86.85,0.39,0.38,19.39,272.26,0,64.67,26.67,80,64.67,27.66,0,6.81,0,26.66,1,10.58,0,4,2,0.67,2.11,7.92,26.9071,192.58,0,6.66,0,48.14,48.14,28.26,261.43,33.01,87.8,0,0

77,19:00-19:15,0.08,12.4,11.94,0,0,0,86.85,0.08,0.08,19.39,272.26,0,64.67,25.67,77,64.67,27,0,15.6,0,25.66,1,5.88,0,2,1,0,1.18,7.92,0,192.58,0,6.94,0,48.14,48.14,28.26,261.43,41.49,87.74,0,0

78,19:15-19:30,0.01,12.4,11.94,0,0,0,86.85,0.01,0.01,19.39,272.26,0,61.67,24.67,74,61.67,26.34,0,15.2,0,24.66,0,1.16,0,1,0,0,0.23,7.92,0,192.58,0,6.94,0,48.14,48.14,28.26,261.43,57.73,87.74,0,0

79,19:30-19:45,0,12.4,11.94,30.5,0,0,86.85,0,0,19.39,272.26,0,59,23.83,71.5,59,25.66,0,14.8,0,23.84,0,0.23,0,0,0,0,0.05,7.92,30.5,192.58,0,6.94,0,48.14,48.14,28.26,261.43,57.73,87.74,0,0

80,19:45-20:00,0,12.4,11.94,30.5,0,0,86.85,0,0,19.39,272.26,0,55,23,69,55,24.66,0,14.2,0,23,0,0,0,0,0,0,0,7.92,30.5,192.58,0,6.94,0,48.14,48.14,28.26,261.43,57.73,87.74,0,0

81,20:00-20:15,0,12.4,11.94,30.5,0,0,86.85,0,0,19.39,272.26,0,52.67,22.67,68,52.67,24,0,24.01,0,22.66,0,0,0,0,0,0,0,7.92,30.5,192.58,0,7.6,0,48.14,48.14,28.26,261.43,57.73,87.74,0,0

82,20:15-20:30,0,12.4,11.94,30.5,0,0,86.85,0,0,19.39,272.26,0,49.67,22,66,49.67,22.66,0,23.01,0,22,0,0,0,0,0,0,0,7.92,30.5,192.58,0,7.6,0,48.14,48.14,28.26,261.43,57.73,87.74,0,0

83,20:30-20:45,0,12.4,11.94,30.5,0,0,86.85,0,0,19.39,272.26,0,47,21.33,64,47,21.66,0,30.02,0,21.34,0,0,0,0,0,0,0,7.92,30.5,192.58,0,7.6,0,48.14,48.14,29.27,261.43,57.73,87.74,0,0

84,20:45-21:00,0,12.4,11.94,30.5,0,0,86.85,0,0,19.39,272.26,0,44.67,20.67,62,44.67,21,0,29.62,0,20.66,0,0,0,0,0,0,0,7.92,30.5,192.58,0,7.6,0,48.14,48.14,29.27,261.43,57.73,87.74,0,0

