Column1,Time,SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/11/01/5428,GNA/NR/2024/11/01/3646,GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/9061,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/11/01/1868,GNA/WR/2024/11/01/4200,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/11/01/5474,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,GNA/WR/2024/10/15/7089,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/11/01/9042,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,GNA/NR/2024/11/01/4503,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09

28,06:45-07:00,11.81,5.44,0.2,0,1,0,0,170.3,26.03,0,26.03,26.03,3.13,8.68,0,53.03,57.56,0,0,1.63,70.29,0,272.6,1.9,17.35,0.66,26.87,8.68,0.66,26.87,2.07,0.68,0,0,0.04,6.83,19.52,20.5,6.84,19.33,13.33,12,6.66,13.33

29,07:00-07:15,7.2,13.49,1.45,1,2,0,1,170.3,26.03,0,26.03,26.03,3.13,8.68,0,53.03,57.56,0,0,1.63,70.29,0,272.6,1.9,17.35,1.23,26.87,8.68,1.23,26.87,2.07,1.26,1,0,0.29,6.67,31.25,20,6.66,31.25,13.33,20,6.66,13.33

30,07:15-07:30,7.2,21.26,7.73,4,5,1,2,170.3,26.03,0,26.03,26.03,3.13,8.68,0,53.03,57.56,0,0,1.63,70.29,0,272.6,1.9,17.35,2.05,26.87,8.68,2.05,26.87,2.07,2.11,2,1,1.55,6.67,30.15,20,6.66,30.15,13.33,29,6.66,13.33

31,07:30-07:45,7.2,29.98,17.56,7,8,3,5,170.3,34.71,0,34.71,34.71,3.13,8.68,0,53.03,57.56,0,0,1.63,70.29,0,272.6,1.9,17.35,2.87,26.87,8.68,2.87,26.87,2.07,2.93,5,3,3.51,6.67,31.83,20,6.66,31.83,13.33,31.84,6.66,13.33

32,07:45-08:00,7.2,40.48,31.79,14,13,6,7,170.3,34.71,0,34.71,34.71,3.13,8.68,0,53.03,57.56,0,0,1.63,70.29,0,272.6,1.9,17.35,3.73,26.87,8.68,3.73,26.87,2.07,3.83,8,4,6.36,6.67,32.67,20,6.66,32.67,13.33,32.66,6.66,13.33

33,08:00-08:15,7.2,51.99,49.07,49,20,21,10,170.3,34.71,0,34.71,34.71,3.13,8.68,0,53.03,57.56,0,28.77,1.63,70.29,0,272.6,1.9,17.35,4.72,26.87,8.68,4.72,26.87,2,4.84,23,12,9.81,6.67,33,20,6.66,33,13.33,33,6.66,13.33

34,08:15-08:30,7.2,63.53,67.63,63,28,27,15,170.3,34.71,0,34.71,34.71,3.13,8.68,0,53.03,57.56,0,29.27,1.63,70.29,0,272.6,1.9,17.35,5.72,26.87,8.68,5.72,26.87,2,5.86,30,15,13.52,6.67,33,20,6.66,33,13.33,33,6.66,13.33

35,08:30-08:45,7.2,74.3,87.7,77,37,33,19,170.3,36.64,0,36.64,36.64,3.13,8.68,0,53.03,57.56,0,29.77,1.63,70.29,0,231.38,1.9,17.35,6.92,26.87,8.68,6.92,26.87,2,7.1,37,18,17.54,6.67,33,20,6.66,33,13.33,33,6.66,13.33

36,08:45-09:00,7.2,83.91,108.59,91,43,39,23,170.3,36.64,0,36.64,36.64,3.13,8.68,0,53.03,57.56,0,29.77,1.63,70.29,0,192.82,1.9,17.35,7.91,26.87,8.68,7.91,26.87,2,8.1,43,22,21.72,6.67,33,20,6.66,33,13.33,33,6.66,13.33

37,09:00-09:15,7.2,92.77,126.45,105,52,45,26,170.3,28.92,0,28.92,28.92,3.13,8.68,0,53.03,57.56,0,30.28,1.4,70.29,0,149.93,1.9,17.35,8.93,26.87,8.68,8.93,26.87,2,9.15,50,25,25.29,6.67,33,20,6.66,33,13.33,33,6.66,13.33

38,09:15-09:30,7.2,101.01,144.1,119,58,51,29,170.3,28.92,0,28.92,28.92,3.13,8.68,0,53.03,57.56,0,30.28,1.4,70.29,0,149.93,1.9,17.35,9.95,26.87,8.68,9.95,26.87,2,10.2,57,28,28.82,6.67,33,20,6.66,33,13.33,33,6.66,13.33

39,09:30-09:45,7.2,108.45,161.09,130,63,55,32,170.3,28.92,0,28.92,28.92,3.13,8.68,0,53.03,57.56,0,30.28,1.4,70.29,0,149.93,1.9,17.35,10.85,26.87,8.68,10.85,26.87,2,11.12,63,32,32.22,6.67,33,20,6.66,33,13.33,33,6.66,13.33

40,09:45-10:00,7.2,114.96,176.41,140,70,60,34,170.3,28.92,0,28.92,28.92,3.13,8.68,0,53.03,57.56,0,30.78,1.4,70.29,0,149.93,1.9,17.35,12.24,26.87,8.68,12.24,26.87,2,12.55,69,34,35.28,6.67,33,20,6.66,33,13.33,33,6.66,13.33

41,10:00-10:15,7.2,120.42,189.22,151,76,64,36,170.3,36.64,0,36.64,36.64,3.13,8.68,0,53.03,57.56,0,30.78,1.4,70.29,0,149.93,1.95,17.35,12.87,26.87,8.68,12.87,26.87,2,13.2,73,37,37.84,6.67,33,20,6.66,33,13.33,33,6.66,13.33

42,10:15-10:30,7.2,125.1,202.08,161,80,69,38,170.3,36.64,0,36.64,36.64,3.13,8.68,0,53.03,57.56,0,30.78,1.4,70.29,0,149.93,1.95,17.35,13.81,26.87,8.68,13.81,26.87,2,14.16,78,39,40.41,6.67,33,20,6.66,33,13.33,33,6.66,13.33

43,10:30-10:45,7.2,129,213.29,172,82,73,39,109.91,36.64,0,36.64,36.64,3.13,8.68,0,53.03,57.56,0,30.78,1.4,70.29,0,149.93,1.95,17.35,14.44,26.87,8.68,14.44,26.87,2,14.8,81,41,42.66,6.67,33,20,6.66,33,13.33,33,6.66,13.33

44,10:45-11:00,7.2,132.4,222.86,177,85,76,40,109.91,35.67,0,35.67,35.67,3.13,8.68,0,53.03,57.56,0,29.77,1.4,70.29,0,149.93,1.95,17.35,14.82,26.87,8.68,14.82,26.87,2,15.19,85,42,44.57,6.67,33,20,6.66,33,13.33,33,6.66,13.33

45,11:00-11:15,10.2,135.06,230.81,182,87,78,42,109.91,35.67,0,35.67,35.67,3.04,8.68,0,53.03,57.56,0,29.77,1.4,70.29,0,149.93,1.95,17.35,15.07,26.87,8.68,15.07,26.87,2,15.44,89,44,46.16,6.67,33,20,6.66,33,13.33,33,6.66,13.33

46,11:15-11:30,10.2,137.37,233.33,186,87,79,42,109.91,35.67,0,35.67,35.67,3.04,8.68,0,53.03,57.56,0,29.27,1.4,70.29,0,149.93,1.95,17.35,15.07,26.87,8.68,15.07,26.87,2,15.44,90,45,46.67,6.67,33,20,6.66,33,13.33,33,6.66,13.33

47,11:30-11:45,9.2,138.91,233.33,189,88,81,43,109.91,35.67,0,35.67,35.67,3.04,8.68,0,53.03,57.56,0,28.77,1.4,70.29,0,149.93,1.95,17.35,15.07,26.87,8.68,15.07,26.87,2,15.44,90,45,46.67,6.67,33,20,6.66,33,13.33,33,6.66,13.33

48,11:45-12:00,9.2,139.81,233.33,189,88,81,43,109.91,34.71,0,34.71,34.71,3.04,8.68,0,53.03,57.56,0,28.26,1.4,70.29,0,149.93,1.95,17.35,15.07,26.87,8.68,15.07,26.87,2,15.44,90,45,46.67,6.67,33,20,6.66,33,13.33,33,6.66,13.33

49,12:00-12:15,9.2,139.66,233.33,189,90,81,43,109.91,34.71,0,34.71,34.71,3.04,8.68,0,53.03,57.56,0,28.26,1.55,70.29,0,149.93,1.95,17.35,15.07,26.87,8.68,15.07,26.87,2.15,15.44,90,45,46.67,6.67,33,20,6.66,33,10.96,33,6.66,10.95

50,12:15-12:30,9.4,138.87,233.33,189,90,81,43,109.91,34.71,0,34.71,34.71,3.04,8.68,0,53.03,57.56,0,28.26,1.55,70.29,0,149.93,1.95,17.35,15.07,26.87,8.68,15.07,26.87,2.15,15.44,90,45,46.67,6.67,33,20,6.66,33,10.96,33,6.66,10.95

51,12:30-12:45,9,137.25,233.33,189,90,81,43,109.91,34.71,0,34.71,34.71,3.04,8.68,0,53.03,57.56,0,28.26,1.55,70.29,0,149.93,1.95,17.35,15.07,26.87,8.68,15.07,26.87,2.15,15.44,90,45,46.67,6.67,33,20,6.66,33,10.96,33,6.66,10.95

52,12:45-13:00,8.6,134.83,233.33,189,90,81,43,109.91,34.71,0,34.71,34.71,3.04,8.68,0,53.03,57.56,0,29.27,1.55,70.29,0,149.93,1.95,17.35,15.07,26.87,8.68,15.07,26.87,2.15,15.44,90,45,46.67,6.67,33,20,6.66,33,10.96,33,6.66,10.95

53,13:00-13:15,7.8,131.58,233.33,189,90,81,42,109.91,34.71,0,34.71,34.71,3.04,8.68,0,53.03,57.56,0,29.77,1.71,70.29,0,149.93,2,17.35,15.11,26.87,8.68,15.11,26.87,2.3,15.48,87,43,46.67,6.67,33,20,6.66,33,10.96,33,6.66,10.95

54,13:15-13:30,7.6,127.55,233.33,186,90,79,41,109.91,34.71,0,34.71,34.71,3.04,8.68,0,53.03,57.56,0,29.77,1.71,70.29,0,149.93,2,17.35,14.47,26.87,8.68,14.47,26.87,2.3,14.83,83,42,46.67,6.67,33,20,6.66,33,10.96,33,6.66,10.95

55,13:30-13:45,7.2,121.75,231.12,182,88,78,38,109.91,34.71,0,34.71,34.71,3.04,8.68,0,53.03,57.56,0,29.77,1.71,70.29,0,149.93,2,17.35,14.25,26.87,8.68,14.25,26.87,2.3,14.6,80,40,46.22,6.67,33,20,6.66,33,10.96,33,6.66,10.95

56,13:45-14:00,7.2,116.12,224.44,179,87,76,37,109.91,34.71,0,34.71,34.71,3.04,8.68,0,53.03,57.56,0,29.77,1.71,70.29,0,149.93,2,17.35,13.92,26.87,8.68,13.92,26.87,2.3,14.27,79,39,44.89,6.67,33,20,6.66,33,10.96,33,6.66,10.95

57,14:00-14:15,7.2,109.36,218.2,168,83,72,36,109.91,34.71,0,34.71,34.71,3.04,8.68,0,53.03,57.56,0,29.77,1.86,70.29,0,192.82,2,17.35,13.53,26.87,8.68,13.53,26.87,2.46,13.87,77,38,43.64,6.67,33,20,6.66,33,10.96,33,6.66,10.95

58,14:15-14:30,7.2,101.84,209.72,158,78,67,34,109.91,34.71,0,34.71,34.71,3.04,8.68,0,53.03,57.56,0,29.77,1.86,70.29,0,231.38,2,17.35,12.98,26.87,8.68,12.98,26.87,2.46,13.3,74,37,41.94,6.67,33,20,6.66,33,10.96,33,6.66,10.95

59,14:30-14:45,7.2,93.47,198.89,147,71,63,32,107.02,34.71,0,34.71,34.71,3.04,8.68,0,53.03,57.56,0,30.28,1.86,70.29,0,272.6,2,17.35,12.38,26.87,8.68,12.38,26.87,2.46,12.68,68,34,39.78,6.67,33,20,6.66,33,10.96,33,6.66,10.95

60,14:45-15:00,7.2,84.39,185.22,133,67,57,30,107.02,34.71,0,34.71,34.71,3.04,8.68,0,53.03,57.56,0,31.29,1.86,70.29,0,272.6,2,17.35,11.57,26.87,8.68,11.57,26.87,2.46,11.85,63,31,37.04,6.67,33,20,6.66,33,10.96,33,6.66,10.95

61,15:00-15:15,7.2,74.28,169.73,105,60,45,27,138.83,34.71,0,34.71,34.71,3.04,8.68,0,53.03,57.56,0,31.29,1.94,70.29,0,272.6,2.04,17.35,10.65,26.87,8.68,10.65,26.87,2.53,10.92,50,25,33.94,6.67,33,20,6.66,33,10.96,33,6.66,10.95

62,15:15-15:30,7,65.22,155.88,91,55,39,25,170.3,34.71,0,34.71,34.71,3.04,8.68,0,53.03,57.56,0,31.29,1.94,70.29,0,272.6,2.04,17.35,9.58,26.87,8.68,9.58,26.87,2.53,9.82,43,22,31.17,6.67,33,20,6.66,33,10.96,33,6.66,10.95

63,15:30-15:45,7,55.42,140.03,74,48,31,23,170.3,34.71,0,34.71,34.71,3.04,8.68,0,53.03,57.56,0,31.29,1.94,66.14,0,272.6,2.04,17.35,8.6,26.87,8.68,8.6,26.87,2.53,8.81,37,18,28,6.67,33,20,6.66,33,10.96,33,6.66,10.95

64,15:45-16:00,7,44.89,121.43,63,43,27,21,226.16,34.71,0,34.71,34.71,3.04,8.68,0,53.03,76.03,0,31.29,1.94,66.14,0,272.6,2.04,17.35,7.69,26.87,8.68,7.69,26.87,2.53,7.88,31,16,24.28,6.67,33,20,6.66,33,10.96,33,6.66,10.95

65,16:00-16:15,7,34.27,102.62,49,37,21,16,226.16,36.64,0,36.64,36.64,3.04,8.68,0,53.03,76.03,0,30.27,2.01,66.14,0,272.6,2.04,17.35,6.87,21.08,8.68,6.87,21.08,2.6,7.04,25,13,20.52,6.67,33,20,6.66,33,10.96,28,6.66,10.95

66,16:15-16:30,7,24.1,84.44,39,29,16,10,226.16,36.64,0,36.64,36.64,3.04,8.68,0,53.03,76.03,0,30.27,2.01,66.14,0,272.6,2.04,17.35,6.04,25.16,8.68,6.04,32,2.6,6.19,20,10,16.89,6.67,33,20,6.66,33,10.96,20,6.66,10.95

67,16:30-16:45,7,15.01,62.96,25,20,10,8,261.75,36.64,0,36.64,36.64,3.04,8.68,0,53.03,76.03,0,30.27,2.01,115.27,0,272.6,2.04,17.35,5.2,28.95,8.68,5.2,32,2.6,5.33,13,7,12.59,6.67,24.28,20,6.66,26.86,10.96,10,6.66,10.95

68,16:45-17:00,7,9.29,43.48,14,13,6,5,261.75,36.64,0,36.64,36.64,3.04,8.68,0,100.44,86.96,0,31.29,2.01,115.27,0,272.6,2.04,17.35,4.39,29.52,8.68,4.39,32,2.6,4.51,7,3,8.7,6.67,14.78,20,6.66,19.33,10.96,5,6.66,10.95

69,17:00-17:15,7,5.72,28.1,11,10,4,2,261.75,36.64,0,36.64,36.64,3.04,8.68,0,80.35,86.96,0,31.29,2.01,115.27,0,272.6,2.04,17.35,3.65,32,8.68,3.65,32,2.68,3.73,3,2,5.62,6.67,7.18,20,6.66,9.93,11.72,1,6.66,11.71

70,17:15-17:30,7,2.09,14.79,7,7,3,1,261.75,36.64,0,36.64,36.64,3.04,8.68,0,80.35,86.96,0,31.29,2.01,115.27,0,272.6,2.04,17.35,2.92,32,8.68,2.92,32,2.68,3,1,0,2.96,6.67,3.37,20,6.66,3.35,12,0,6.66,12

71,17:30-17:45,7,0,5.63,2,4,1,0,261.75,36.64,0,36.64,36.64,3.04,8.68,0,80.35,86.96,0,30.28,2.01,115.27,0,272.6,2.04,17.35,2.21,32,8.68,2.21,32,2.46,2.26,0,0,1.12,6.67,1.91,20,6.66,0.95,12.28,0,6.66,12.29

72,17:45-18:00,7,0,0.81,1,2,0,0,261.75,36.64,0,36.64,36.64,3.04,8.68,0,80.35,86.96,0,30.28,2.01,115.27,0,272.6,2.04,17.35,1.47,32,8.68,1.47,32,2.46,1.51,0,0,0.16,6.67,0.81,20,6.66,0.8,12.57,0,6.66,12.57

73,18:00-18:15,7,0,0,0,0,0,0,261.75,36.64,0,36.64,36.64,3.04,8.68,50,80.35,86.96,0,29.27,2.17,115.27,150,272.6,2,17.35,0.83,32,8.68,0.83,32,2.46,0.86,0,0,0,6.67,0,20,6.66,0,14.33,0,6.66,14.33

74,18:15-18:30,7,0,0,0,0,0,0,261.75,36.64,0,36.64,36.64,3.04,8.68,50,80.35,86.96,0,29.27,2.17,115.27,150,272.6,2,17.35,0,32,8.68,0,32,2.46,0,0,0,0,6.67,0,20,6.66,0,14.02,0,6.66,14.01

75,18:30-18:45,7,0,0,0,0,0,0,261.75,36.64,0,36.64,36.64,3.04,8.68,50,80.35,86.96,0,29.27,2.17,115.27,150,272.6,2,17.35,0,0,8.68,0,32,2.15,0,0,0,0,6.67,0,20,6.66,0,14.02,0,6.66,14.01

76,18:45-19:00,7,0,0,0,0,0,0,261.75,36.64,0,36.64,36.64,3.04,8.68,50,80.35,86.96,0,29.27,2.17,115.27,150,272.6,2,17.35,0,0,8.68,0,32,2.15,0,0,0,0,6.67,0,20,6.66,0,13.7,0,6.66,13.69

77,19:00-19:15,7,0,0,0,0,0,0,261.75,36.64,0,36.64,36.64,3.13,8.68,50,80.35,86.96,0,29.27,2.17,115.27,150,272.6,2,17.35,0,15.47,8.68,0,15.47,2.15,0,0,0,0,6.67,0,20,6.66,0,13.62,0,6.66,13.63

78,19:15-19:30,7,0,0,0,0,0,0,261.75,36.64,0,36.64,36.64,3.13,8.68,50,80.35,86.96,0,29.27,2.17,115.27,150,272.6,2,17.35,0,24.08,8.68,0,24.08,2.15,0,0,0,0,6.67,0,20,6.66,0,13.3,0,6.66,13.3

79,19:30-19:45,7,0,0,0,0,0,0,261.75,36.64,0,36.64,36.64,3.13,8.68,50,80.35,86.96,0,29.27,2.17,115.27,150,272.6,2,17.35,0,26.87,8.68,0,26.87,2.15,0,0,0,0,6.67,0,20,6.66,0,12.97,0,6.66,12.98

