Block,Time,KHSTPP-I,MAPS,NJPC,NLCIIST1,UNCHAHAR4,DADRI_CRF,DADRI_GF,FSTPP I & II,KISHANGANGA,KUDGI,NAPP,RAMPUR,RIHAND3,TALST2,CHAMERA1,DULHASTI,NLCEXP,NNTPP,RIHAND1,SIMHST1,SINGRAULI_HYDRO,TEHRI,AURY_LF,BRBCL,CHAMERA3,KHSTPP-II,KKNP,KOLDAM,NLCTS2EXP,RAPPC,AURY_RF,DADRI_LF,DADRT2,NLCIIST2,RSTPSU1TO6,SALAL,UNCHAHAR1,ANTA_CRF,ANTA_GF,DADRI_RF,BSIUL,KGSU3AND4,RAPPB,RIHAND2,SIMHST2,TelanganaSTPP,URI,URI2,CHAMERA2,DHAULIGNGA,JHAJJAR,KGSU1AND2,KOTESHWR,PARBATI3,RSTPSU7,SEWA2,SINGRAULI,TALA,KKNPPU2,NTPL,SASAN,TANAKPUR,TANDA2,UNCHAHAR2,UNCHAHAR3,VALLURNTECL,ANTA_LF,ANTA_RF,AURY_CRF,AURY_GF
64,15:45-16:00,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,0,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,42.74,0,5.48,0,0,0,118.75,0,0,0.55,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,410.62,4.48,0,20.14,26.39,0,0,0,70.8,0

65,16:00-16:15,32.78,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,16.07,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,42.74,0,5.48,0,0,0,118.75,0,0,0.55,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,410.62,4.1,0,20.14,26.39,0,0,0,70.8,0

66,16:15-16:30,32.78,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,31.12,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,42.74,0,5.48,0,0,0,118.75,0,0,0.55,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,410.62,4.1,0,20.14,26.39,0,0,0,70.8,0

67,16:30-16:45,32.78,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,46.68,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,8.13,20.56,42.74,0,5.48,0,0,0,118.75,0,0,0.55,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,410.62,4.1,0,20.14,26.39,0,0,0,70.8,0

68,16:45-17:00,32.78,0,18.94,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,50.46,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,8.13,20.56,42.74,0,5.48,0,0,0,118.75,0,0,0.55,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,410.62,2.05,0,20.14,26.39,0,0,0,70.8,0

69,17:00-17:15,32.78,0,37.88,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,62.24,0,20,0,148.3,0,0,0,53.43,0,23.57,378.75,0,0,8.13,20.56,42.94,0,5.48,0,0,0,118.75,0,0,0.55,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,410.62,2.05,0,20.14,26.39,0,0,0,70.8,0

70,17:15-17:30,32.78,0,56.82,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,12.16,16.48,0,0,92,0,0,62.24,0,20,0,148.3,0,0,0,53.43,0,23.57,401.06,0,0,8.13,20.56,43.16,0,5.48,1.1,0,0,118.75,0,0,0.55,4.31,2.67,0,654.3,0,17.75,0,0,5.27,125.96,0,0,0,410.62,2.05,0,20.14,26.39,0,0,0,70.8,0

71,17:30-17:45,32.78,0,77.65,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,14.05,32.95,0,0,92,0,0,62.24,0,20,9.67,148.3,0,0,0,53.43,0,23.57,423.36,0,0,2.33,20.56,43.36,0,5.48,2.2,0,0,118.75,0,0,0.55,4.31,4,8.06,654.3,0,26.63,0,0,10.53,125.96,0,0,0,410.62,2.05,0,20.14,26.39,0,0,0,70.8,0

72,17:45-18:00,32.78,0,116.96,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,28.05,32.95,0,0,92,0,0,62.24,0,20,19.38,148.3,0,0,0,53.43,0,23.57,445.67,0,0,2.33,20.56,43.47,0,5.48,13.04,0,0,118.75,0,0,0.55,4.31,26.34,15.98,654.3,0,39.83,0,0,15.06,125.96,0,0,0,410.62,2.05,0,20.14,26.39,0,0,0,70.8,0

73,18:00-18:15,32.78,0,116.96,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,28.05,32.95,0,0,92,0,0,62.24,0,20,19.38,148.3,0,0,0,53.43,0,23.57,445.67,0,0,2.33,20.56,43.68,0,5.48,13.04,0,0,118.75,0,0,0.55,4.31,26.34,32.1,654.3,0,39.83,0,0,15.06,125.96,0,0,0,410.62,2.05,0,20.14,26.39,0,0,0,71.46,0

74,18:15-18:30,32.78,0,116.96,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,28.05,32.95,0,0,92,0,0,62.24,0,20,19.38,148.3,0,0,0,53.43,0,23.57,467.98,0,0,2.33,20.56,43.68,0,5.48,13.04,0,0,118.75,0,0,2.21,4.31,26.34,33.43,654.3,0,39.83,0,0,15.06,125.96,0,0,0,410.62,2.05,0,20.14,26.39,0,0,0,71.46,0

75,18:30-18:45,32.78,0,116.96,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,28.05,32.95,0,0,92,0,0,62.24,0,20,19.38,148.3,0,0,0,53.43,0,23.57,490.28,0,0,12.78,20.56,43.89,0,5.48,13.04,0,0,118.75,0,0,2.21,4.31,26.34,33.43,654.3,0,39.83,0,0,15.06,125.96,0,0,0,410.62,1.15,0,20.14,26.39,0,0,0,71.46,0

76,18:45-19:00,32.78,0,116.96,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,28.05,32.95,0,0,92,0,0,62.24,0,20,19.38,148.3,0,0,0,53.43,0,23.57,490.28,0,0,55.77,20.56,43.89,0,5.48,13.04,0,0,118.75,0,0,2.21,4.31,26.34,33.43,654.3,0,39.83,0,0,10.53,125.96,0,0,0,410.62,1.15,0,20.14,26.39,0,0,0,71.46,0

77,19:00-19:15,32.78,0,94.7,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,24.49,32.95,0,0,92,0,0,62.24,0,20,19.38,148.3,0,0,0,53.43,0,23.57,512.59,0,0,55.77,20.56,44.1,0,5.48,13.04,0,0,118.75,0,0,2.21,4.31,26.34,15.98,654.3,0,39.83,3.82,0,5.27,125.96,0,0,0,410.62,1.15,0,20.14,26.39,0,0,0,71.46,0

78,19:15-19:30,32.78,0,93.56,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,12.01,32.95,0,0,92,0,0,62.24,0,20,1.27,148.3,0,0,0,53.43,0,23.57,534.9,0,0,55.77,20.56,44.1,0,5.48,6.52,0,0,118.75,0,0,26.49,4.31,0,15.98,654.3,0,19.72,16.55,0,5.27,125.96,0,0,0,410.62,1.15,0,20.14,26.39,0,0,0,71.46,0

79,19:30-19:45,32.78,0,70.17,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,12.01,16.48,0,0,92,0,0,62.24,0,20,0,148.3,0,0,0,53.43,0,23.57,557.2,0,0,55.77,20.56,44.1,0,5.48,1.1,0,0,118.75,0,0,26.49,4.31,0,7.92,654.3,0,8.88,16.55,0,0,125.96,0,0,0,410.62,1.15,0,20.14,26.39,0,0,0,71.46,0

80,19:45-20:00,32.78,0,70.17,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,62.24,0,20,0,148.3,0,0,0,53.43,0,23.57,557.2,0,0,12.78,20.56,44.1,0,5.48,0,0,0,118.75,0,0,26.49,4.31,0,0,654.3,0,8.88,16.55,0,0,125.96,0,0,0,410.62,1.15,0,20.14,26.39,0,0,0,71.46,0

81,20:00-20:15,32.78,0,39.78,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,46.68,0,20,0,148.3,0,0,0,53.43,0,23.57,579.51,0,0,2.33,20.56,44.1,0,5.48,0,0,0,118.75,0,0,2.21,4.31,0,0,654.3,0,8.88,16.55,0,0,125.96,0,0,0,410.62,3.2,0,20.14,26.39,0,0,0,71.46,0

82,20:15-20:30,32.78,0,39.78,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,31.12,0,20,0,148.3,0,0,0,53.43,0,23.57,601.81,0,0,2.33,20.56,44.31,0,5.48,0,0,0,118.75,0,0,2.21,4.31,0,0,654.3,0,8.88,16.55,0,0,125.96,0,0,0,410.62,3.2,0,20.14,26.39,0,0,0,71.46,0

83,20:30-20:45,32.78,0,39.78,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,31.12,0,20,0,148.3,0,0,0,53.43,0,23.57,601.81,0,0,2.33,20.56,44.31,0,5.48,0,0,0,118.75,0,0,2.21,4.31,0,0,654.3,0,8.88,16.55,0,0,125.96,0,0,0,410.62,3.2,0,20.14,26.39,0,0,0,71.46,0

84,20:45-21:00,32.78,0,19.23,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,31.12,0,20,0,148.3,0,0,0,53.43,0,23.57,624.12,0,0,2.33,20.56,44.31,0,5.48,0,0,0,118.75,0,0,2.21,4.31,0,0,654.3,0,8.88,3.56,0,0,125.96,0,0,0,410.62,3.2,0,20.14,26.39,0,0,0,71.46,0

85,21:00-21:15,32.78,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,31.12,0,20,0,148.3,0,0,0,53.43,0,23.57,646.43,0,0,2.33,20.56,44.41,0,5.48,0,0,0,118.75,0,0,26.49,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,410.62,3.2,0,20.14,26.39,0,0,0,71.46,0

86,21:15-21:30,32.78,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,31.12,0,20,0,148.3,0,0,0,53.43,0,23.57,661.3,0,0,2.33,20.56,44.41,0,5.48,0,0,0,118.75,0,0,26.49,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,410.62,3.2,0,20.14,26.39,0,0,0,71.46,0

87,21:30-21:45,32.78,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,15.56,0,20,0,148.3,0,0,0,53.43,0,23.57,683.14,0,0,2.33,20.56,44.41,0,5.48,0,0,0,118.75,0,0,26.49,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,339.75,3.2,0,20.14,26.39,0,0,0,71.46,0

88,21:45-22:00,32.78,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,15.56,0,20,0,148.3,0,0,0,53.43,0,23.57,683.14,0,0,2.33,20.56,44.41,0,5.48,0,0,0,118.75,0,0,11.04,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,339.75,3.2,0,20.14,26.39,0,0,0,71.46,0

89,22:00-22:15,32.78,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,683.14,0,0,2.33,20.56,44.63,0,5.48,0,0,0,118.75,0,0,2.21,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,339.75,3.2,0,20.14,26.39,0,0,0,71.46,0

90,22:15-22:30,32.78,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,683.14,0,0,2.33,20.56,44.83,0,5.48,0,0,0,118.75,0,0,2.21,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,339.75,3.2,0,20.14,26.39,0,0,0,71.46,0

91,22:30-22:45,32.78,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,683.14,0,0,2.33,20.56,44.83,0,5.48,0,0,0,118.75,0,0,1.66,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,339.75,3.85,0,20.14,26.39,0,0,0,71.46,0

92,22:45-23:00,32.78,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,683.14,0,0,2.33,20.56,44.83,0,5.48,0,0,0,118.75,0,0,1.66,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,339.75,3.85,0,20.14,26.39,0,0,0,71.46,0

93,23:00-23:15,32.78,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,683.14,0,0,2.33,20.56,44.83,0,5.48,0,0,0,118.75,0,0,1.66,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,339.75,3.85,0,20.14,26.39,0,0,0,71.46,0

94,23:15-23:30,32.78,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,683.14,0,0,2.33,20.56,45.05,0,5.48,0,0,0,118.75,0,0,1.66,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,339.75,3.85,0,20.14,26.39,0,0,0,71.46,0

95,23:30-23:45,32.78,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,683.14,0,0,2.33,20.56,45.05,0,5.48,0,0,0,118.75,0,0,1.66,8.07,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,339.75,3.85,0,20.14,26.39,0,0,0,71.46,0

96,23:45-24:00,32.78,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,683.14,0,0,2.33,20.56,45.05,0,5.48,0,0,0,118.75,0,0,1.66,8.07,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,339.75,3.85,0,20.14,26.39,0,0,0,71.46,0

