Time,Block,NR/2024/18388/A/4416,NER/2024/1922/A/4603,NR/2024/18445/A/4635,NER/2024/1934/A/4598,NR/2024/18436/A/4544,WR/2024/21351/A/4620,NR/2024/18581/C,WR/2024/21355/A/4633,Total
16,03:45-04:00,0.390000,25.000000,0.000000,20.000000,7.700000,0.000000,0,0.000000,53.09

17,04:00-04:15,0.390000,25.000000,0.000000,20.000000,7.700000,0.000000,0,0.000000,53.09

18,04:15-04:30,0.390000,25.000000,0.000000,20.000000,7.700000,0.000000,0,0.000000,53.09

19,04:30-04:45,0.390000,25.000000,0.000000,20.000000,7.700000,0.000000,0,0.000000,53.09

20,04:45-05:00,0.390000,25.000000,0.000000,20.000000,7.700000,0.000000,0,0.000000,53.09

21,05:00-05:15,0.390000,25.000000,0.000000,20.000000,7.700000,0.000000,0,0.000000,53.09

22,05:15-05:30,0.390000,25.000000,0.000000,20.000000,7.700000,0.000000,0,0.000000,53.09

23,05:30-05:45,0.390000,25.000000,0.000000,20.000000,7.700000,0.000000,0,0.000000,53.09

24,05:45-06:00,0.390000,25.000000,0.000000,20.000000,7.700000,0.000000,0,0.000000,53.09

25,06:00-06:15,0.430000,25.000000,158.480000,20.000000,7.700000,0.000000,0,0.000000,211.61

26,06:15-06:30,0.430000,25.000000,158.480000,20.000000,7.700000,0.000000,0,0.000000,211.61

27,06:30-06:45,0.430000,25.000000,158.480000,20.000000,7.700000,0.000000,0,0.000000,211.61

28,06:45-07:00,0.430000,25.000000,158.480000,20.000000,7.700000,0.000000,0,0.000000,211.61

29,07:00-07:15,0.480000,25.000000,158.480000,20.000000,7.700000,0.000000,0,0.000000,211.66

30,07:15-07:30,0.480000,25.000000,158.480000,20.000000,7.700000,0.000000,0.27,0.000000,211.93

31,07:30-07:45,0.480000,25.000000,158.480000,20.000000,7.700000,0.000000,0.6,0.000000,212.26

32,07:45:08:00,0.480000,25.000000,158.480000,20.000000,7.700000,0.000000,0.91,0.000000,212.57

33,08:00-08:15,0.870000,25.000000,158.480000,20.000000,7.700000,0.000000,1.27,0.000000,213.32

34,08:15-08:30,0.870000,25.000000,158.480000,20.000000,7.700000,0.000000,1.6,0.000000,213.65

35,08:30-08:45,0.870000,25.000000,158.480000,20.000000,7.700000,0.000000,1.67,0.000000,213.72

36,08:45:09:00,0.870000,25.000000,158.480000,20.000000,7.700000,0.000000,2.04,0.000000,214.09

37,09:00:09:15,0.870000,25.000000,158.480000,20.000000,7.700000,0.000000,3,0.000000,215.05

38,09:15-09:30,0.870000,25.000000,158.480000,20.000000,7.700000,0.000000,3.74,0.000000,215.79

39,09:30-09:45,0.870000,25.000000,158.480000,20.000000,7.700000,0.000000,4.24,0.000000,216.29

40,09:45-10:00,0.870000,25.000000,158.480000,20.000000,7.700000,0.000000,4.71,0.000000,216.76

41,10:00-10:15,0.870000,25.000000,158.480000,20.000000,7.700000,0.000000,5.11,0.000000,217.16

42,10:15-10:30,0.870000,25.000000,158.480000,20.000000,7.700000,0.000000,5.52,0.000000,217.57

43,10:30-10:45,0.870000,25.000000,158.480000,20.000000,7.700000,0.000000,5.91,0.000000,217.96

44,10:45-11:00,0.870000,25.000000,158.480000,20.000000,7.700000,0.000000,6.18,0.000000,218.23

45,11:00-11:15,0.870000,25.000000,158.480000,20.000000,7.700000,0.000000,6.5,0.000000,218.55

46,11:15-11:30,0.870000,25.000000,158.480000,20.000000,7.700000,0.000000,6.73,0.000000,218.78

47,11:30-11:45,0.870000,25.000000,158.480000,20.000000,7.700000,0.000000,6.93,0.000000,218.98

48,11:45-12:00,0.870000,25.000000,158.480000,20.000000,7.700000,0.000000,6.9,0.000000,218.95

49,12:00-12:15,0.870000,25.000000,158.480000,20.000000,7.700000,0.000000,7.2,0.000000,219.25

50,12:15-12:30,0.870000,25.000000,158.480000,20.000000,7.700000,0.000000,7.15,0.000000,219.2

51,12:30-12:45,0.870000,25.000000,158.480000,20.000000,7.700000,0.000000,7.23,0.000000,219.28

52,12:45-13:00,0.870000,25.000000,158.480000,20.000000,7.700000,0.000000,7.11,0.000000,219.16

53,13:00-13:15,0.870000,25.000000,158.480000,20.000000,7.700000,0.000000,6.99,0.000000,219.04

54,13:15-13:30,0.870000,25.000000,158.480000,20.000000,7.700000,0.000000,7.12,0.000000,219.17

55,13:30-13:45,0.870000,25.000000,158.480000,20.000000,7.700000,0.000000,6.89,0.000000,218.94

56,13:45-14:00,0.870000,25.000000,158.480000,20.000000,7.700000,0.000000,6.52,0.000000,218.57

57,14:00-14:15,0.870000,25.000000,158.480000,20.000000,7.700000,0.000000,5.9,0.000000,217.95

58,14:15-14:30,0.870000,25.000000,158.480000,20.000000,7.700000,0.000000,6.08,0.000000,218.13

59,14:30-14:45,0.870000,25.000000,158.480000,20.000000,7.700000,0.000000,6.28,0.000000,218.33

60,14:45-15:00,0.870000,25.000000,158.480000,20.000000,7.700000,0.000000,5.01,0.000000,217.06

61,15:00-15:15,0.670000,25.000000,158.480000,20.000000,7.700000,0.000000,4.42,0.000000,216.27

62,15:15-15:30,0.670000,25.000000,158.480000,20.000000,7.700000,0.000000,3.36,0.000000,215.21

63,15:30-15:45,0.670000,25.000000,158.480000,20.000000,7.700000,0.000000,4.05,0.000000,215.9

64,15:45-16:00,0.670000,25.000000,158.480000,20.000000,7.700000,0.000000,3.45,0.000000,215.3

65,16:00-16:15,0.530000,25.000000,158.480000,20.000000,7.700000,0.000000,2.93,0.000000,214.64

66,16:15-16:30,0.530000,25.000000,158.480000,20.000000,7.700000,0.000000,2.48,0.000000,214.19

67,16:30-16:45,0.530000,25.000000,158.480000,20.000000,7.700000,0.000000,1.77,0.000000,213.48

68,16:45-17:00,0.530000,25.000000,158.480000,20.000000,7.700000,0.000000,1.01,0.000000,212.72

69,17:00-17:15,0.530000,25.000000,158.480000,20.000000,7.700000,0.000000,0.97,0.000000,212.68

70,17:15-17:30,0.530000,25.000000,158.480000,20.000000,7.700000,0.000000,0.84,0.000000,212.55

71,17:30-17:45,0.530000,25.000000,158.480000,20.000000,7.700000,0.000000,0.63,0.000000,212.34

72,17:45-18:00,0.530000,25.000000,158.480000,20.000000,7.700000,0.000000,0.42,0.000000,212.13

73,18:00-18:15,0.530000,25.000000,158.480000,20.000000,7.700000,55.000000,0.23,25.000000,291.94

74,18:15-18:30,0.530000,25.000000,158.480000,20.000000,7.700000,55.000000,0,25.000000,291.71

75,18:30-18:45,0.530000,25.000000,158.480000,20.000000,7.700000,55.000000,0,25.000000,291.71

76,18:45-19:00,0.530000,25.000000,158.480000,20.000000,7.700000,55.000000,0,25.000000,291.71

77,19:00-19:15,0.630000,25.000000,158.480000,20.000000,7.700000,55.000000,0,25.000000,291.81

78,19:15-19:30,0.630000,25.000000,158.480000,20.000000,7.700000,55.000000,0,25.000000,291.81

79,19:30-19:45,0.630000,25.000000,158.480000,20.000000,7.700000,55.000000,0,25.000000,291.81

80,19:45-20:00,0.630000,25.000000,158.480000,20.000000,7.700000,55.000000,0,25.000000,291.81

81,20:00-20:15,0.630000,25.000000,158.480000,20.000000,7.700000,55.000000,0,25.000000,291.81

82,20:15-20:30,0.630000,25.000000,158.480000,20.000000,7.700000,55.000000,0,25.000000,291.81

83,20:30-20:45,0.630000,25.000000,158.480000,20.000000,7.700000,55.000000,0,25.000000,291.81

84,20:45-21:00,0.630000,25.000000,158.480000,20.000000,7.700000,55.000000,0,25.000000,291.81

85,21:00-21:15,0.580000,25.000000,158.480000,20.000000,7.700000,55.000000,0,25.000000,291.76

86,21:15-21:30,0.580000,25.000000,158.480000,20.000000,7.700000,55.000000,0,25.000000,291.76

87,21:30-21:45,0.580000,25.000000,158.480000,20.000000,7.700000,55.000000,0,25.000000,291.76

88,21:45-22:00,0.580000,25.000000,158.480000,20.000000,7.700000,55.000000,0,25.000000,291.76

89,22:00-22:15,0.530000,25.000000,0.000000,20.000000,7.700000,55.000000,0,0.000000,108.23

90,22:15-22:30,0.530000,25.000000,0.000000,20.000000,7.700000,55.000000,0,0.000000,108.23

91,22:30-22:45,0.530000,25.000000,0.000000,20.000000,7.700000,55.000000,0,0.000000,108.23

92,22:45-23:00,0.530000,25.000000,0.000000,20.000000,7.700000,55.000000,0,0.000000,108.23

93,23:00-23:15,0.480000,25.000000,0.000000,20.000000,7.700000,0.000000,0,0.000000,53.18

94,23:15-23:30,0.480000,25.000000,0.000000,20.000000,7.700000,0.000000,0,0.000000,53.18

95,23:30-23:45,0.480000,25.000000,0.000000,20.000000,7.700000,0.000000,0,0.000000,53.18

96,23:45-24:00,0.480000,25.000000,0.000000,20.000000,7.700000,0.000000,0,0.000000,53.18

