Column1,Time,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,GNARE/SR/2025/01/13/4532,L_NR_2019_19,GNARE/NR/2024/12/20/3668,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/2569,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/06/07/5932,GNA/NR/2025/06/01/4444,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/8510,GNA/NR/2025/06/13/7863,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/06/01/7782,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/06/01/4973,GNA/NR/2025/04/01/8456,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,GNA/NR/2025/06/01/9719,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/8964,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/01/7663,NR/30092023/31122025/SH-07,GNA/NR/2025/06/01/2868,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11
6,01:15-01:30,0,0,0,0,0,0,0,0,36.42,0,0,24.16,62.81,0,31.29,-0,0,57.96,100.67,9.65,15.35,96.63,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,16.74,48.32,24.16,11.91,48.32,32,29.16,0,0,0,18.33,0,0,24.17,24.17,72.49,10.6,10.78

7,01:30-01:45,0,0,0,0,0,0,0,0,36.01,0,0,24.16,62.81,0,31.29,-0,0,57.96,100.67,9.65,15.35,96.63,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,16.74,48.32,24.16,11.91,48.32,32,29.16,0,0,0,17.67,0,0,21.67,21.67,64.99,10.6,10.78

8,01:45-02:00,0,0,0,0,0,0,0,0,35.61,0,0,24.16,62.81,0,31.29,-0,0,57.96,100.67,9.65,15.35,96.63,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,16.74,48.32,24.16,11.91,48.32,32,29.16,0,0,0,17,0,0,21.67,21.67,64.99,10.6,10.78

9,02:00-02:15,0,0,0,0,0,0,0,0,35.01,0,0,24.16,62.81,0,31.29,-0,193.26,57.96,100.67,9.37,15.35,96.63,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,16.47,48.32,24.16,11.91,48.32,32,29.16,0,0,0,16.67,0,0,21.67,21.67,64.99,10.6,10.78

10,02:15-02:30,0,0,0,0,0,0,0,0,34.41,0,0,24.16,62.81,0,31.29,-0,193.26,57.96,100.67,9.37,15.35,96.63,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,16.47,48.32,24.16,11.91,48.32,32,29.16,0,0,0,16.33,0,0,21.67,21.67,64.99,10.6,10.78

11,02:30-02:45,0,0,0,0,0,0,0,0,33.61,0,0,24.16,62.81,0,31.29,-0,193.26,57.96,100.67,9.37,15.35,96.63,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,14.98,48.32,24.16,11.91,48.32,32,29.16,0,0,0,16.33,0,0,21.33,21.33,64.01,10.6,10.78

12,02:45-03:00,0,0,0,0,0,0,0,0,33.01,0,0,24.16,62.81,0,31.29,-0,193.26,57.96,100.67,9.37,15.35,96.63,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,14.98,48.32,24.16,11.91,48.32,32,29.16,0,0,0,16,0,0,21.33,21.33,64.01,10.28,10.78

13,03:00-03:15,0,0,0,0,0,0,0,0,32.81,0,0,24.16,62.81,0,31.29,-0,193.26,57.96,100.67,8.44,15.35,0,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,14.71,48.32,24.16,11.91,48.32,32,29.16,0,0,0,16,0,0,21.17,21.17,63.49,10.28,10.4

14,03:15-03:30,0,0,0,0,0,0,0,0,32.61,0,0,24.16,62.81,0,31.29,-0,193.26,57.96,100.67,8.44,15.35,0,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,14.71,48.32,24.16,11.91,48.32,32,29.16,0,0,0,16,0,0,20.83,20.83,62.51,10.28,10.4

15,03:30-03:45,0,0,0,0,0,0,0,0,23.01,0,0,24.16,62.81,0,31.29,-0,193.26,57.96,100.67,8.44,15.35,0,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,14.71,48.32,24.16,11.91,48.32,32,29.16,0,0,0,16,0,0,20.67,20.67,61.99,10.28,10.4

16,03:45-04:00,0,0,0,0,0,0,0,0,23.01,0,0,24.16,62.81,0,31.29,-0,193.26,57.96,100.67,8.44,15.35,0,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,14.71,48.32,24.16,11.91,48.32,32,29.16,0,0,0,16,0,0,20.67,20.67,61.99,10.28,10.4

17,04:00-04:15,0,0,0,0,0,0,0,0,16.21,0,0,24.16,62.81,0,31.29,-0,193.26,57.96,100.67,7.96,15.35,0,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,14.43,48.32,24.16,11.91,48.32,32,29.16,0,0,0,16.33,0,0,21,21,63,9.82,10.02

18,04:15-04:30,0,0,0,0,0,0,0,0,16.21,0,0,24.16,62.81,0,31.29,-0,193.26,57.96,100.67,7.96,15.35,0,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,14.43,48.32,24.16,11.91,48.32,32,29.16,0,0,0,15.67,0,0,20.33,20.33,61.01,9.82,10.02

19,04:30-04:45,0,0,0,0,0,0,0,0,18.01,0,0,24.16,62.81,0,31.29,-0,193.26,57.96,100.67,7.96,15.35,0,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,14.43,48.32,24.16,11.91,48.32,32,29.16,0,0,0,19.34,0,0,19.5,19.5,58.5,9.82,10.02

20,04:45-05:00,0,0,0,0,0,0,0,0,18.01,0,0,24.16,62.81,0,31.29,-0,193.26,57.96,100.67,7.96,15.35,0,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,14.43,48.32,24.16,11.91,48.32,32,29.16,0,0,0,19.34,0,0,18.83,18.83,56.51,9.82,10.02

21,05:00-05:15,0,0,0,0,0,0,0,0,14.01,0,0,24.16,62.81,0,31.29,-0,193.26,57.96,100.67,7.5,15.35,0,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,14.06,48.32,24.16,11.91,48.32,32,29.16,0,0,0,18.66,0,0,22.33,22.33,67.01,9.03,10.02

22,05:15-05:30,0,0,0,0,0,0,0,0,14.61,0,0,24.16,62.81,0,31.29,-0,193.26,57.96,100.67,7.5,15.35,0,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,14.06,48.32,24.16,11.91,48.32,32,29.16,0,0,0,18.66,0,0,22.17,22.17,66.49,9.03,10.02

23,05:30-05:45,0,0,0,0,0,0,0,0,13,1.49,0,24.16,62.81,0,31.29,-0,193.26,57.96,100.67,7.5,15.35,0,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,14.06,48.32,24.16,11.91,48.32,32,29.16,0,0,0,19,0,0,22.17,22.17,66.49,9.03,10.02

24,05:45-06:00,0,0,0,0,0,0,0,0,13,4.54,0,24.16,62.81,0,31.29,-0,193.26,28.41,100.67,7.5,15.35,0,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,14.06,48.32,24.16,11.91,48.32,32,29.16,0,0,0,19.34,0,0,22,22,66,9.03,10.02

25,06:00-06:15,3.53,1,1,0,0,1,1,0.71,10,7.58,0.3,24.16,62.81,0,31.29,-0,193.26,28.41,100.67,7.03,15.35,0,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,13.68,48.32,24.16,11.91,48.32,32,29.16,0,9.8,0,20,0,9.79,22.17,22.17,66.49,8.8,9.63

26,06:15-06:30,8.42,2,2,1,0,3,2,1.68,10,11.02,0.3,24.16,62.81,1.1,31.29,-0,193.26,28.41,100.67,7.03,15.35,0,273.22,11.9,1.1,0.85,48.32,10.34,130.74,32,24.16,87.16,0,13.68,48.32,24.16,11.91,48.32,32,29.16,0,26.23,0,20.34,0,23.83,22,22,66,8.8,9.63

27,06:30-06:45,13.99,3,3,2,0,4,3,2.8,9,15.52,6.35,24.16,62.81,2.83,31.29,-0,193.26,28.41,100.67,7.03,15.35,0,273.22,11.9,2.83,2.19,48.32,10.34,130.74,32,24.16,87.16,0,13.68,48.32,24.16,11.91,48.32,32,29.16,3,33,0,17,0,33,21.83,21.83,65.51,8.8,9.63

28,06:45-07:00,20.79,7,6,3,0,7,5,4.16,9,21.25,9.36,24.16,62.81,3.83,31.29,-0,193.26,28.41,100.67,7.03,15.35,0,273.22,11.9,3.83,2.95,48.32,10.34,130.74,32,24.16,87.16,0,13.68,48.32,24.16,11.91,48.32,32,29.16,6,33,0,17.33,0,33,21.67,21.67,64.99,8.8,9.63

29,07:00-07:15,29.91,15,9,7,0,12,7,5.98,9,27.86,13.25,24.16,62.81,4.82,31.29,-0,193.26,28.41,100.67,6.56,15.35,0,273.22,11.9,4.82,3.72,48.32,10.34,98.75,32,24.16,49.19,0,13.5,48.32,24.16,11.91,48.32,32,29.16,10,33,0,17.33,0,33,21.5,21.5,64.5,8.8,9.25

30,07:15-07:30,41.05,19,13,9,0,18,9,8.21,9,35.36,18.18,24.16,62.81,5.83,31.29,-0,193.26,28.41,100.67,6.56,15.35,0,234.57,11.9,5.83,4.5,48.32,10.34,98.75,32,24.16,49.19,0,13.5,48.32,24.16,11.91,48.32,32,29.16,16,33,0,17,0,33,21.33,21.33,64.01,8.8,9.25

31,07:30-07:45,54.61,27,23,13,0,22,14,10.92,9,43.67,24.66,24.16,62.81,6.82,31.29,-0,193.26,28.41,100.67,6.56,11.07,0,195.92,11.9,6.82,5.27,48.32,7.77,70.87,32,24.16,49.19,0,13.5,48.32,24.16,11.91,48.32,32,29.16,25,32.95,0,16.67,0,32.95,21.5,21.5,64.5,8.8,9.25

32,07:45-08:00,69.82,33,31,17,0,28,18,13.96,9.2,51.93,30.84,24.16,62.81,7.96,31.29,-0,193.26,28.41,100.67,6.56,11.07,0,172,11.9,7.96,6.14,48.32,7.77,70.87,32,24.16,49.19,0,13.5,48.32,24.16,11.91,48.32,32,29.16,32.6,32.6,0,16.33,0,32.6,21.67,21.67,64.99,8.8,9.25

33,08:00-08:15,86.07,43,37,22,0,37,21,17.22,9.4,60.19,37.81,24.16,62.81,9.09,31.29,-0,193.26,28.41,100.67,6.37,11.07,0,212.59,11.9,9.09,7.02,48.32,7.77,70.87,32,24.16,49.19,0,13.23,48.32,24.16,11.91,48.32,32,29.16,33,33,0,18.33,0,33,21.67,21.67,64.99,8.57,9.25

34,08:15-08:30,102.56,50,43,25,0,43,25,20.51,9.6,69.07,44.82,24.16,62.81,10.22,31.29,-0,193.26,28.41,100.67,6.37,11.07,0,231.91,11.9,10.22,7.9,48.32,7.77,70.87,32,24.16,49.19,0,13.23,48.32,24.16,11.91,48.32,32,29.16,33,33,0,20,0,33,23.83,23.83,71.51,8.57,9.25

35,08:30-08:45,119.22,57,50,28,0,49,27,23.85,10,78.65,51.84,24.16,62.81,11.35,31.29,-0,193.26,28.41,100.67,6.37,11.07,0,231.91,11.9,11.35,8.78,48.32,7.77,70.87,32,24.16,49.19,0,13.23,48.32,24.16,11.91,48.32,32,29.16,33,33,0,21.67,0,33,23.17,23.17,69.49,8.57,10.02

36,08:45-09:00,135.46,63,56,32,0,54,30,27.09,10.4,88.53,58.6,24.16,62.81,12.2,31.29,-0,193.26,28.41,100.67,6.37,11.07,0,231.91,11.9,12.2,9.44,48.32,7.77,70.87,32,24.16,49.19,0,13.23,48.32,24.16,11.91,48.32,32,29.16,33,33,0,23,0,33,22.67,22.67,67.99,8.57,10.02

37,09:00-09:15,151.06,67,63,33,0,60,32,30.21,11,97.42,65.43,24.16,62.81,12.93,31.29,-77.48,193.26,28.41,100.67,6.37,11.07,0,231.91,11.9,12.93,10,48.32,7.77,70.87,32,24.16,49.19,0,9.06,48.32,24.16,11.91,48.32,32,29.16,33,33,0,20.19,0,33,22,22,66,8.57,9.63

38,09:15-09:30,166.24,73,67,37,0,64,34,33.25,11.61,104.23,71.28,24.16,62.81,13.66,31.29,-77.48,193.26,28.41,100.67,6.37,11.07,0,231.91,11.9,13.66,10.55,48.32,7.77,70.87,32,24.16,49.19,0,9.06,48.32,24.16,11.91,48.32,32,29.16,33,33,0,19.74,0,33,21.5,21.5,64.5,8.57,9.63

39,09:30-09:45,180.22,78,73,39,0,69,36,36.04,13.01,109.98,76.62,24.16,62.81,14.37,31.29,-77.48,193.26,28.41,100.67,6.37,11.07,0,273.22,11.9,14.37,11.1,48.32,10.34,70.87,32,24.16,49.19,0,9.06,48.32,24.16,11.91,48.32,32,29.16,33,33,0,19.19,0,33,19.73,19.73,59.19,8.57,9.63

40,09:45-10:00,193.18,83,79,41,0,73,38,38.64,13.41,116.22,81.7,24.16,62.81,14.86,31.29,-77.48,193.26,28.41,100.67,6.37,11.07,0,273.22,11.9,14.86,11.48,48.32,10.34,70.87,32,24.16,49.19,0,9.06,48.32,24.16,11.91,48.32,32,29.16,33,33,0,18.58,0,33,19.39,19.39,58.14,8.57,9.63

41,10:00-10:15,208.33,87,83,43,0,76,40,41.67,12.21,122.21,86.42,24.16,62.81,15.3,31.29,-77.48,193.26,28.41,100.67,6.37,8.63,0,273.22,11.9,15.3,11.82,48.32,5.81,70.87,32,24.16,49.19,0,9.06,48.32,24.16,11.91,48.32,32,29.16,33,33,0,16.48,0,33,18.71,18.71,56.15,8.57,9.63

42,10:15-10:30,225,91,88,45,0,79,41,45,12.41,126.77,90.68,24.16,62.81,15.81,31.29,-77.48,193.26,28.41,100.67,6.37,8.63,0,273.22,11.9,15.81,12.21,48.32,5.81,70.87,32,24.16,49.19,0,9.06,48.32,24.16,11.91,48.32,32,29.16,33,33,0,15.47,0,33,18.09,18.09,54.24,8.57,9.63

43,10:30-10:45,233.33,93,91,47,0,82,42,46.67,12.61,129.87,94.42,24.16,62.81,16.32,31.29,-77.48,193.26,28.41,100.67,6.37,8.63,0,273.22,11.9,16.32,12.62,48.32,5.81,70.87,32,24.16,49.19,0,9.06,48.32,24.16,11.91,48.32,32,29.16,33,33,0,14.75,0,33,17.37,17.37,52.1,8.57,9.63

44,10:45-11:00,241.67,96,93,48,0,85,43,48.33,13.01,132.22,97.13,24.16,62.81,16.56,31.29,-77.48,193.26,28.41,100.67,6.37,8.63,0,273.22,11.9,16.56,12.8,48.32,5.81,70.87,32,24.16,49.19,0,9.06,48.32,24.16,11.91,48.32,32,29.16,33,33,0,14,0,33,16.62,16.62,49.88,8.57,9.63

45,11:00-11:15,245.83,98,96,49,0,88,45,49.17,20.01,133.83,100,24.16,62.81,16.82,31.29,-77.48,193.26,28.41,100.67,5.43,8.63,0,273.22,11.9,16.82,13,48.32,5.81,70.87,32,24.16,49.19,0,9.06,48.32,24.16,11.91,48.32,32,29.16,33,33,0,11.96,0,33,18.17,18.17,54.49,8.57,9.25

46,11:15-11:30,250,98,97,49,0,88,45,50,20.61,134.61,100,24.16,62.81,17.09,31.29,-77.48,193.26,28.41,100.67,5.43,8.63,0,273.22,11.9,17.09,13.21,48.32,5.81,70.87,32,24.16,49.19,0,9.06,48.32,24.16,11.91,48.32,32,29.16,33,33,0,12.08,0,33,18.5,18.5,55.5,8.57,9.25

47,11:30-11:45,250,98,98,49,0,88,45,50,36.01,134.46,100,24.16,62.81,17.39,31.29,-77.48,193.26,28.41,100.67,5.43,8.63,0,273.22,11.9,17.39,13.44,48.32,5.81,102.87,32,24.16,67.19,0,9.06,48.32,24.16,11.91,48.32,32,29.16,33,33,0,12.01,0,33,14.17,14.17,42.49,8.57,9.25

48,11:45-12:00,250,98,98,49,0,88,45,50,36.42,132.57,100,24.16,62.81,17.38,31.29,-77.48,193.26,28.41,100.67,5.43,8.63,0,273.22,11.9,17.38,13.44,48.32,5.81,102.87,32,24.16,67.19,0,9.06,48.32,24.16,11.91,48.32,32,29.16,33,33,0,12.29,0,33,14.5,14.5,43.5,8.57,9.25

49,12:00-12:15,250,98,94,49,0,87,45,50,39.02,130.05,100,24.16,62.81,17.41,31.29,-77.48,193.26,28.41,100.67,5.9,8.63,0,273.22,11.9,17.41,13.45,48.32,5.81,102.87,32,24.16,56.26,0,9.06,48.32,24.16,11.91,48.32,32,29.16,33,33,0,11.6,0,33,14.67,14.67,43.99,8.73,9.63

50,12:15-12:30,250,98,94,49,0,87,45,50,39.42,129.2,100,24.16,62.81,17.46,31.29,-77.48,193.26,28.41,100.67,5.9,8.63,0,273.22,11.9,17.46,13.48,48.32,5.81,102.87,32,24.16,56.26,0,9.06,48.32,24.16,11.91,48.32,32,29.16,33,33,0,12.1,0,33,15,15,45,8.73,9.63

51,12:30-12:45,250,98,94,49,0,87,45,50,44.02,126.79,100,24.16,62.81,17.54,31.29,-77.48,193.26,28.41,100.67,5.9,8.63,0,273.22,11.9,17.54,13.56,48.32,5.81,130.74,32,24.16,56.26,0,9.06,48.32,24.16,11.91,48.32,32,29.16,33,33,0,12.85,0,33,15.67,15.67,46.99,8.73,9.63

52,12:45-13:00,250,98,94,49,0,87,45,50,44.02,125.81,100,24.16,62.81,17.35,31.29,-77.48,193.26,28.41,100.67,5.9,8.63,0,273.22,11.9,17.35,13.41,48.32,5.81,130.74,32,24.16,56.26,0,9.06,48.32,24.16,11.91,48.32,32,29.16,33,33,0,13.26,0,33,16.5,16.5,49.5,8.73,9.63

53,13:00-13:15,250,98,93,49,0,87,45,50,44.02,123.86,100,24.16,62.81,17.22,31.29,-77.48,193.26,28.41,100.67,6.09,8.63,0,273.22,11.9,17.22,13.31,48.32,5.81,130.74,32,24.16,67.19,0,9.06,48.32,24.16,11.91,48.32,32,29.16,33,33,0,18.33,0,33,17.5,17.5,52.5,8.96,10.02

54,13:15-13:30,250,96,93,48,0,87,44,50,44.02,114.5,100,24.16,62.81,17.15,31.29,-77.48,193.26,28.41,100.67,6.09,8.63,0,273.22,11.9,17.15,13.26,48.32,5.81,130.74,32,24.16,67.19,0,9.06,48.32,24.16,11.91,48.32,32,29.16,33,33,0,18.67,0,33,18.67,18.67,55.99,8.96,10.02

55,13:30-13:45,250,93,92,47,0,82,39,50,44.02,112.96,100,24.16,62.81,17.13,31.29,-77.48,193.26,28.41,100.67,6.09,15.35,0,273.22,11.9,17.13,13.24,48.32,5.81,130.74,32,24.16,67.19,0,9.06,48.32,24.16,11.91,48.32,32,29.16,33,33,0,19,0,33,23.33,23.33,70.01,8.96,10.02

56,13:45-14:00,249.14,91,91,45,0,81,39,49.83,44.02,109.46,100,24.16,62.81,16.85,31.29,-77.48,193.26,28.41,100.67,6.09,15.35,0,273.22,11.9,16.85,13.02,48.32,5.81,130.74,32,24.16,67.19,0,9.06,48.32,24.16,11.91,48.32,32,29.16,33,33,0,19.33,0,33,23.67,23.67,70.99,8.96,10.02

57,14:00-14:15,244.9,88,88,44,0,79,38,48.98,44.02,106.01,100,24.16,62.81,16.61,31.29,-77.48,193.26,28.41,100.67,6.37,15.35,0,273.22,11.9,16.61,12.84,48.32,5.81,102.87,32,24.16,67.19,0,12.58,48.32,24.16,11.91,48.32,32,29.16,33,33,0,19.67,0,33,22.83,22.83,68.51,9.35,10.4

58,14:15-14:30,237.74,87,87,43,0,78,37,47.55,44.02,102.19,97.8,24.16,62.81,16.42,31.29,-77.48,193.26,28.41,100.67,6.37,15.35,0,273.22,11.9,16.42,12.68,48.32,5.81,102.87,32,24.16,67.19,0,12.58,48.32,24.16,11.91,48.32,32,29.16,33,33,0,20,0,33,23.5,23.5,70.5,9.35,10.4

59,14:30-14:45,229.94,85,85,43,0,75,36,45.99,44.02,97.68,95.14,24.16,62.81,16.26,31.29,-77.48,193.26,28.41,100.67,6.37,15.35,0,273.22,11.9,16.26,12.57,48.32,5.81,130.74,32,24.16,67.19,0,12.58,48.32,24.16,11.91,48.32,32,29.16,33,33,0,25.33,0,33,24.33,24.33,73.01,9.35,10.4

60,14:45-15:00,221.4,81,83,40,0,72,35,44.28,44.02,73.72,92.04,24.16,62.81,15.81,31.29,-77.48,193.26,28.41,100.67,6.37,15.35,0,273.22,11.9,15.81,12.22,48.32,5.81,130.74,32,24.16,67.19,0,12.58,48.32,24.16,11.91,48.32,32,29.16,33,33,0,25.67,0,33,25,25,75,9.35,10.4

61,15:00-15:15,210.49,78,77,39,0,69,34,42.1,44.02,68.85,88.5,24.16,62.81,14.84,31.29,-77.48,193.26,28.41,100.67,7.03,15.35,0,273.22,11.9,14.84,11.47,48.32,5.81,130.74,32,24.16,67.19,0,12.76,48.32,24.16,11.91,48.32,32,29.16,33,33,0,26,0,33,28.33,28.33,85.01,9.74,10.78

62,15:15-15:30,200.79,73,75,37,0,66,33,40.16,44.02,63.96,84.04,24.16,62.81,13.87,31.29,-77.48,193.26,28.41,100.67,7.03,15.35,0,273.22,11.9,13.87,10.72,48.32,5.81,130.74,32,24.16,67.19,0,12.76,48.32,24.16,11.91,48.32,32,29.16,33,33,0,26.33,0,33,28.5,28.5,85.5,9.74,10.78

63,15:30-15:45,189.06,62,68,31,0,55,31,37.81,44.02,58.91,79.33,24.16,62.81,12.89,31.29,-77.48,193.26,28.41,100.67,7.03,15.35,0,273.22,11.9,12.89,9.96,48.32,5.81,130.74,32,24.16,67.19,0,12.76,48.32,24.16,11.91,48.32,32,29.16,33,33,0,26.01,0,33,28.67,28.67,85.99,9.74,10.78

64,15:45-16:00,175.65,57,62,28,0,50,30,35.13,44.02,66.99,74.53,24.16,62.81,11.76,31.29,-77.48,193.26,28.41,100.67,7.03,15.35,0,273.22,11.9,11.76,9.09,48.32,5.81,130.74,32,24.16,67.19,0,12.76,48.32,24.16,11.91,48.32,32,29.16,33,33,0,26.7,0,33,28.83,28.83,86.51,9.74,10.78

65,16:00-16:15,161.81,51,57,26,0,46,27,32.36,44.02,59.68,69.39,24.16,62.81,10.57,31.29,-77.48,193.26,28.41,100.67,7.96,15.35,0,273.22,11.9,10.57,8.17,48.32,5.81,130.74,32,24.16,67.19,0,13.04,48.32,24.16,11.91,48.32,32,29.16,25,33,0,28.33,0,33,29,29,87,10.13,10.78

66,16:15-16:30,147.89,47,53,23,0,41,24,29.58,42.82,38.84,63.26,24.16,62.81,9.44,31.29,-0,193.26,28.41,100.67,7.96,15.35,0,273.22,11.9,9.44,7.3,48.32,5.81,130.74,32,24.16,87.16,0,13.04,48.32,24.16,11.91,48.32,32,29.16,20,33,0,28.33,0,33,29,29,87,10.13,10.78

67,16:30-16:45,121.24,41,40,21,0,36,19,24.25,44.02,29.31,57,24.16,62.81,8.32,31.29,-0,193.26,28.41,100.67,7.96,15.35,0,273.22,11.9,8.32,6.43,48.32,5.81,130.74,32,24.16,87.16,0,13.04,48.32,24.16,11.91,48.32,32,29.16,15,33,0,32,0,33,31.67,31.67,94.99,10.28,10.78

