Block,Time,BSIUL,JHAJJAR,KKNP,NTPL,PARBATI3,RIHAND1,RSTPSU7,SEWA2,SIMHST1,ANTA_GF,AURY_RF,KHSTPP-I,KUDGI,NLCTS2EXP,RAMPUR,RAPPB,RAPPC,RSTPSU1TO6,SASAN,SIMHST2,SINGRAULI_HYDRO,ANTA_LF,KOLDAM,NLCIIST2,RIHAND2,SINGRAULI,TANAKPUR,TANDA2,TelanganaSTPP,URI2,DADRI_LF,CHAMERA1,CHAMERA2,DHAULIGNGA,UNCHAHAR1,ANTA_RF,AURY_GF,DADRI_RF,KGSU3AND4,NAPP,UNCHAHAR3,URI,ANTA_CRF,AURY_CRF,BRBCL,CHAMERA3,KISHANGANGA,KOTESHWR,NLCIIST1,RIHAND3,TEHRI,UNCHAHAR2,DADRI_GF,DULHASTI,FSTPP I & II,SALAL,TALST2,VALLURNTECL,DADRI_CRF,DADRT2,KGSU1AND2,KHSTPP-II,KKNPPU2,MAPS,NJPC,NLCEXP,NNTPP,TALA,UNCHAHAR4,AURY_LF
6,01:15-01:30,6.52,342.53,0,0,3.51,47.33,0,11.58,0,0,78.06,44.92,0,0,3.04,0,60.23,0,416.25,0,0,0,4.01,0,121.71,141.78,13,0,0,36.35,0,42.15,22.38,40.4,20.96,48.13,0,97.42,0,45.1,0,44.71,0,0,20.01,16.87,1.44,28.98,0,127.6,70.87,43.71,0,53.79,18.21,76.69,0,0,0,686.07,0,98.87,0,0,139.68,0,0,10.56,1.62,0

7,01:30-01:45,6.52,342.53,0,0,3.51,47.33,0,11.58,0,0,78.06,44.92,0,0,3.04,0,60.23,0,416.25,0,0,0,4.01,0,121.71,141.78,13,0,0,36.35,0,42.15,22.38,40.4,20.96,48.13,0,97.42,0,45.1,0,49.13,0,0,20.01,16.87,1.44,28.98,0,127.6,70.87,43.71,0,53.79,18.21,76.69,0,0,0,686.07,0,98.87,0,0,139.68,0,0,10,1.62,0

8,01:45-02:00,6.52,342.53,0,0,3.51,47.33,0,11.58,0,0,78.06,44.92,0,0,3.04,0,60.23,0,416.25,0,0,0,4.01,0,121.71,141.78,13,0,0,36.35,0,42.15,22.38,40.4,20.96,48.13,0,97.42,0,45.1,0,49.13,0,0,20.01,16.87,1.44,28.98,0,127.6,70.87,43.71,0,53.79,18.21,76.69,0,0,0,686.07,0,98.87,0,0,139.68,0,0,10,1.62,0

9,02:00-02:15,6.52,342.53,0,0,3.51,47.33,0,11.58,0,0,78.06,44.92,0,0,3.04,0,60.23,0,416.25,0,0,0,4.01,0,121.71,141.78,13,0,0,36.35,0,42.15,22.38,40.4,20.96,48.13,0,97.42,0,45.1,0,49.13,0,0,20.01,16.87,1.44,28.98,0,127.6,70.87,43.71,0,53.79,18.21,76.69,0,0,0,686.07,0,98.87,0,0,139.68,0,0,10,1.62,0

10,02:15-02:30,6.52,342.53,0,0,3.51,47.33,0,5.79,0,0,78.06,44.92,0,0,3.04,0,60.23,0,416.25,0,0,0,4.01,0,121.71,141.78,13,1.21,0,36.35,0,42.15,22.38,40.4,20.96,48.13,0,97.42,0,45.1,0,44.71,0,0,20.01,16.87,1.44,28.98,0,127.6,70.87,43.71,0,53.79,18.21,76.69,0,0,0,686.07,0,98.87,0,0,139.68,0,0,10,1.62,0

11,02:30-02:45,6.52,342.53,0,0,3.51,47.33,0,0,0,0,78.06,44.92,0,0,3.04,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,13,1.21,0,36.35,0,42.15,22.38,40.4,20.96,48.13,0,97.42,0,45.1,0,44.71,0,0,20.01,16.87,1.44,28.98,0,127.6,70.87,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,139.68,0,0,10,1.62,0

12,02:45-03:00,6.52,342.53,0,0,3.51,47.33,0,0,0,0,78.06,44.92,0,0,3.04,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,13,1.21,0,36.35,0,28.1,22.38,40.4,20.96,48.13,0,97.42,0,45.1,0,44.71,0,0,20.01,16.87,1.44,28.98,0,127.6,70.87,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,139.68,0,0,10,1.62,0

13,03:00-03:15,6.52,342.53,0,0,3.51,47.33,0,0,0,0,78.06,44.92,0,0,3.04,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.21,0,33.98,0,28.1,22.38,31.83,20.96,48.13,0,97.42,0,45.1,0,44.71,0,0,20.01,16.87,1.44,28.98,0,127.6,70.87,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,139.68,0,0,10,1.62,0

14,03:15-03:30,6.52,342.53,0,0,3.51,47.33,0,0,0,0,78.06,44.92,0,0,3.04,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.21,0,33.98,0,28.1,22.38,31.83,20.96,48.13,0,97.42,0,45.1,0,49.13,0,0,20.01,16.87,1.44,28.98,0,127.6,70.87,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,139.68,0,0,10,1.62,0

15,03:30-03:45,6.52,342.53,0,0,3.51,47.33,0,0,0,0,78.06,44.92,0,0,3.04,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.21,0,33.98,0,28.1,22.38,31.83,20.96,48.13,0,97.42,0,45.1,0,49.13,0,0,20.01,16.87,1.44,28.98,0,127.6,70.87,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,139.68,0,0,9.55,1.62,0

16,03:45-04:00,6.52,342.53,0,0,3.51,47.33,0,0,0,0,78.06,44.92,0,0,3.04,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.21,0,33.98,0,28.1,22.38,31.83,20.96,48.13,0,97.42,0,45.1,0,49.13,0,0,20.01,16.87,1.44,28.98,0,127.6,70.87,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,139.68,0,0,9.55,1.62,0

17,04:00-04:15,6.52,342.53,0,0,15.46,47.33,0,0,0,0,78.06,44.92,0,0,3.04,0,60.38,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,28.1,22.38,31.83,20.96,48.13,0,97.42,0,45.1,0,44.71,0,0,20.01,16.87,1.44,28.98,0,127.6,70.87,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,139.68,0,0,9.55,1.62,0

18,04:15-04:30,6.52,342.53,0,0,15.46,47.33,0,0,0,0,78.06,44.92,0,0,3.04,0,60.38,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,28.1,22.38,31.83,20.96,48.13,0,97.42,0,45.1,0,44.71,0,0,20.01,16.87,1.44,28.98,0,127.6,70.87,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,139.68,0,0,9.55,1.62,0

19,04:30-04:45,6.52,342.53,0,0,3.51,47.33,0,0,0,0,78.06,44.92,0,0,3.04,0,60.38,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,28.1,22.38,31.83,20.96,48.13,0,97.42,0,45.1,0,44.71,0,0,20.01,16.87,1.44,28.98,0,127.6,70.87,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,139.68,0,0,9.55,1.62,0

20,04:45-05:00,6.52,342.53,0,0,3.51,47.33,0,0,0,0,78.06,44.92,0,0,3.04,0,60.38,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,28.1,22.38,31.83,20.96,48.13,0,97.42,0,45.1,0,49.13,0,0,20.01,16.87,1.44,28.98,0,127.6,70.87,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,139.68,0,0,9.55,1.62,0

21,05:00-05:15,13.04,342.53,0,0,3.51,47.33,0,0,0,0,78.06,44.92,0,0,3.04,0,60.38,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,28.1,22.38,31.83,20.96,48.13,0,97.42,0,45.1,0,49.13,0,0,20.01,16.87,1.44,28.98,0,127.6,70.3,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,139.68,0,0,9.55,1.62,0

22,05:15-05:30,13.04,342.53,0,0,5.62,47.33,0,0,0,0,78.06,44.92,0,0,3.04,0,60.38,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,28.1,22.38,31.83,20.96,48.13,0,97.42,0,45.1,0,44.16,0,0,20.01,16.87,1.44,28.98,0,127.6,68.01,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,139.68,0,0,9.47,1.62,0

23,05:30-05:45,13.04,342.53,0,0,8.43,47.33,0,0,0,0,78.06,44.92,0,0,3.04,0,60.38,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,28.1,22.38,40.4,20.96,48.13,0,97.42,0,45.1,0,44.71,0,0,20.01,16.87,1.44,28.98,0,127.6,68.01,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,139.68,0,0,9,1.62,0

24,05:45-06:00,13.04,342.53,0,0,54.11,47.33,0,0,0,0,78.06,44.92,0,0,3.04,0,60.38,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,26.07,22.38,40.4,20.96,48.13,0,97.42,0,45.1,0,44.71,0,0,20.01,16.87,1.44,28.98,0,127.6,68.01,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,139.68,0,0,8.96,1.62,0

25,06:00-06:15,13.04,342.53,0,0,54.11,47.33,0,0,0,0,78.06,44.92,0,0,3.04,0,60.38,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,26.07,22.38,40.4,20.96,46.96,0,97.42,0,45.1,0,44.71,0,0,20.01,16.87,1.44,28.98,0,127.6,68.01,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,139.68,0,0,8.96,1.62,0

26,06:15-06:30,13.04,342.53,0,0,54.11,47.33,0,0,0,0,78.06,44.92,0,0,3.04,0,60.38,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,13.43,22.38,40.4,20.96,46.96,0,97.42,0,45.1,0,49.13,0,0,20.01,16.87,1.44,28.98,0,127.6,68.01,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,139.68,0,0,8.96,1.62,0

27,06:30-06:45,13.04,342.53,0,0,54.11,47.33,0,0,0,0,78.06,44.92,0,0,3.04,0,60.38,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,13.43,22.38,40.4,20.96,46.96,0,97.42,0,45.1,0,49.13,0,0,20.01,16.87,1.44,28.98,0,127.6,68.01,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,139.68,0,0,8.96,1.62,0

28,06:45-07:00,13.04,342.53,0,0,54.11,47.33,0,0,0,0,78.06,44.92,0,0,3.04,0,60.38,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,13.03,22.38,40.4,20.96,46.96,0,97.42,0,45.1,0,44.71,0,0,20.01,16.87,1.44,28.98,0,127.6,68.01,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,139.68,0,0,8.96,1.62,0

29,07:00-07:15,13.04,342.53,0,0,54.11,47.33,0,0,0,0,78.06,44.92,0,0,3.04,0,60.38,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,13.03,22.38,40.4,20.96,46.96,0,97.42,0,45.1,0,44.71,0,0,20.01,16.87,1.44,28.98,0,127.6,68.01,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,139.68,0,0,8.49,1.62,0

30,07:15-07:30,13.04,342.53,0,0,7.03,47.33,0,0,0,0,78.06,44.92,0,0,3.04,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,13.03,22.38,40.4,20.96,46.96,0,97.42,0,45.1,0,44.71,0,0,20.01,16.87,1.44,28.98,0,127.6,68.01,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,139.68,0,0,8.49,1.62,0

31,07:30-07:45,13.04,342.53,0,0,3.51,47.33,0,0,0,0,78.06,44.92,0,0,3.04,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,13.03,22.38,40.4,20.96,46.96,0,97.42,0,45.1,0,44.71,0,0,20.01,16.87,1.44,28.98,0,127.6,68.01,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,139.68,0,0,8.49,1.62,0

32,07:45-08:00,13.04,342.53,0,0,3.51,47.33,0,0,0,0,78.06,44.92,0,0,3.04,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,13.03,22.38,40.4,20.96,46.96,0,97.42,0,45.1,0,44.71,0,0,20.01,16.87,1.44,28.98,0,127.6,68.01,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,139.68,0,0,8.49,1.62,0

33,08:00-08:15,13.04,342.53,0,0,15.46,47.33,0,0,0,0,78.06,44.92,0,0,2.67,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,3.85,1.42,0,33.98,0,13.03,22.38,40.4,20.96,46.96,0,94.95,0,45.1,0,44.71,0,0,20.01,16.87,1.44,28.98,0,127.6,68.01,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,115.88,0,0,8.49,1.62,0

34,08:15-08:30,13.04,342.53,0,0,15.46,47.33,0,0,0,0,78.06,44.92,0,0,2.67,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,2.56,1.42,0,33.98,0,13.03,22.38,40.4,20.96,46.96,0,94.95,0,45.1,0,44.71,0,0,20.01,16.87,1.44,28.98,0,127.6,68.01,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,115.88,0,0,8.49,1.62,0

35,08:30-08:45,13.04,342.53,0,0,15.46,47.33,0,0,0,0,78.06,44.92,0,0,2.51,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,3.85,1.42,0,33.98,0,13.03,22.38,40.4,20.96,46.96,0,94.95,0,45.1,0,44.71,0,0,20.01,16.87,1.44,28.98,0,127.6,68.01,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,115.88,0,0,8.49,1.62,0

36,08:45-09:00,13.04,342.53,0,0,15.46,47.33,0,0,0,0,78.06,44.92,0,0,2.51,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.53,1.42,0,33.98,0,0,22.38,40.4,20.96,46.96,0,94.95,0,45.1,0,44.71,0,0,20.01,16.87,1.44,28.98,0,127.6,68.01,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,115.88,0,0,8.49,1.62,0

37,09:00-09:15,13.04,342.53,0,0,15.46,47.33,0,0,0,0,78.06,44.92,0,0,2.51,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.53,1.42,0,33.98,0,0,22.38,40.4,20.96,46.96,0,94.95,0,45.1,0,44.71,0,0,20.01,16.87,1.44,28.98,0,127.6,68.01,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,115.88,0,0,8.82,1.62,0

38,09:15-09:30,13.04,342.53,0,0,15.46,47.33,0,0,0,0,78.06,44.92,0,0,2.51,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.53,1.42,0,33.98,0,0,22.38,40.4,20.96,46.96,0,94.95,0,45.1,0,44.71,0,0,20.01,16.87,1.44,28.98,0,127.6,68.01,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,115.88,0,0,8.96,1.62,0

39,09:30-09:45,13.04,342.53,0,0,15.46,47.33,0,0,0,0,78.06,44.92,0,0,2.51,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.53,1.42,0,33.98,0,0,22.38,40.4,20.96,46.96,0,94.95,0,45.1,0,44.71,0,0,20.01,16.87,1.44,28.98,0,127.6,68.01,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,115.88,0,0,9.55,1.62,0

40,09:45-10:00,13.04,342.53,0,0,15.46,47.33,0,0,0,0,78.06,44.92,0,0,2.51,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.53,1.42,0,33.98,0,0,22.38,40.4,20.96,46.96,0,94.95,0,45.1,0,44.71,0,0,20.01,16.87,1.44,28.98,0,127.6,68.01,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,115.88,0,0,9.5,1.62,0

41,10:00-10:15,13.04,342.53,0,0,15.46,47.33,0,0,0,0,77.81,44.92,0,0,2.51,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.53,1.42,0,33.98,0,0,22.38,40.4,20.96,46.72,0,94.95,0,45.1,0,44.71,0,0,20.01,16.87,1.44,28.98,0,127.6,53.16,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,115.88,0,0,12.09,1.62,0

42,10:15-10:30,13.04,342.53,0,0,15.46,47.33,0,0,0,0,77.81,44.92,0,0,2.51,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.53,1.42,0,33.98,0,0,22.38,40.4,20.96,46.72,0,94.95,0,45.1,0,44.71,0,0,20.01,16.87,1.44,28.98,0,127.6,53.16,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,115.88,0,0,12.05,1.62,0

43,10:30-10:45,6.52,342.53,0,0,15.46,47.33,0,0,0,0,77.81,44.92,0,0,2.51,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.53,1.42,0,33.98,0,0,22.38,40.4,20.96,46.72,0,94.95,0,45.1,0,44.71,0,0,20.01,16.87,1.44,19.32,0,127.6,53.16,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,115.88,0,0,12.02,1.62,0

44,10:45-11:00,6.52,342.53,0,0,15.46,47.33,0,0,0,0,77.81,44.92,0,0,2.51,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.53,1.42,0,33.98,0,0,22.38,40.4,20.96,46.72,0,94.95,0,45.1,0,44.71,0,0,20.01,16.87,1.44,19.32,0,127.6,53.16,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,115.88,0,0,11.94,1.62,0

45,11:00-11:15,6.52,342.53,0,0,15.46,47.33,0,0,0,0,77.81,44.92,0,0,2.7,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,0,22.38,40.4,20.96,46.72,0,94.95,0,45.1,0,44.71,0,0,20.01,16.87,1.44,19.32,0,127.6,53.16,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,124.16,0,0,12.14,1.62,0

46,11:15-11:30,6.52,342.53,0,0,15.46,47.33,0,0,0,0,77.81,44.92,0,0,2.7,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,0,22.38,40.4,20.96,46.72,0,94.95,0,45.1,0,44.71,0,0,20.01,16.87,1.44,19.32,0,127.6,53.16,43.71,0,53.79,18.21,75.52,0,0,0,686.07,0,98.87,0,0,124.16,0,0,12.05,1.62,0

47,11:30-11:45,6.52,342.53,0,0,15.46,47.33,0,0,0,0,77.81,44.92,0,0,2.7,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,0,22.38,40.4,20.96,46.72,0,94.95,0,45.1,0,44.71,0,0,20.01,16.87,1.44,19.32,0,127.6,53.16,43.71,0,53.79,18.21,74.37,0,0,0,686.07,0,98.87,0,0,124.16,0,0,12.23,1.62,0

48,11:45-12:00,6.52,342.53,0,0,15.46,47.33,0,0,0,0,77.81,44.92,0,0,2.7,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,0,22.38,40.4,20.96,46.72,0,94.95,0,45.1,0,44.71,0,0,20.01,16.87,1.44,19.32,0,127.6,53.16,43.71,0,53.79,18.21,74.37,0,0,0,686.07,0,98.87,0,0,124.16,0,0,12.29,1.62,0

49,12:00-12:15,6.52,342.53,0,0,15.46,47.33,0,0,0,0,77.81,44.92,0,0,2.7,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,0,22.38,40.4,20.96,46.37,0,94.95,0,45.1,0,44.71,0,0,20.01,16.87,1.44,19.32,0,127.6,35.44,43.71,0,53.79,18.21,74.37,0,0,0,686.07,0,98.87,0,0,124.16,0,0,12.25,1.62,0

50,12:15-12:30,6.52,342.53,0,0,15.46,47.33,0,0,0,0,77.81,44.92,0,0,2.7,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,0,22.38,40.4,20.96,46.37,0,94.95,0,45.1,0,44.71,0,0,20.01,16.87,1.44,19.32,0,127.6,35.44,43.71,0,53.79,18.21,74.37,0,0,0,686.07,0,98.87,0,0,124.16,0,0,12.37,1.62,0

51,12:30-12:45,6.52,342.53,0,0,15.46,47.33,0,0,0,0,77.81,44.92,0,0,2.7,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,0,22.38,40.4,20.96,46.37,0,94.95,0,45.1,0,44.71,0,0,20.01,16.87,1.44,19.32,0,127.6,35.44,43.71,0,53.79,18.21,74.37,0,0,0,686.07,0,98.87,0,0,124.16,0,0,12.35,1.62,0

52,12:45-13:00,6.52,342.53,0,0,15.46,47.33,0,0,0,0,77.81,44.92,0,0,2.7,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,0,22.38,40.4,20.96,46.37,0,94.95,0,45.1,0,44.71,0,0,20.01,16.87,1.44,19.32,0,127.6,35.44,43.71,0,53.79,18.21,74.37,0,0,0,686.07,0,98.87,0,0,124.16,0,0,12.44,1.62,0

53,13:00-13:15,6.52,342.53,0,0,15.46,47.33,0,0,0,0,77.81,44.92,0,0,2.7,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,0,22.38,40.4,20.96,46.37,0,94.95,0,45.1,0,44.71,0,0,20.01,16.87,1.44,19.32,0,127.6,35.44,43.71,0,53.79,18.21,74.37,0,0,0,686.07,0,98.87,0,0,124.16,0,0,12.29,1.62,0

54,13:15-13:30,6.52,342.53,0,0,15.46,47.33,0,0,0,0,77.81,44.92,0,0,2.7,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,0,22.38,40.4,20.96,46.37,0,94.95,0,45.1,0,44.71,0,0,20.01,16.87,1.44,19.32,0,127.6,35.44,43.71,0,53.79,18.21,74.37,0,0,0,686.07,0,98.87,0,0,124.16,0,0,12.32,1.62,0

55,13:30-13:45,6.52,342.53,0,0,0,47.33,0,0,0,0,77.81,44.92,0,0,2.7,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,0,20.89,40.4,20.96,46.37,0,94.95,0,45.1,0,45.27,0,0,20.01,16.87,1.44,19.32,0,127.6,35.44,43.71,0,53.79,18.21,74.37,0,0,0,686.07,0,98.87,0,0,124.16,0,0,12.47,1.62,0

56,13:45-14:00,6.52,342.53,0,0,0,47.33,0,0,0,0,77.81,44.92,0,0,2.7,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,0,20.89,40.4,20.96,46.37,0,94.95,0,45.1,0,45.27,0,0,20.01,16.87,1.44,19.32,0,127.6,35.44,43.71,0,53.79,18.21,74.37,0,0,0,686.07,0,98.87,0,0,124.16,0,0,12.56,1.62,0

57,14:00-14:15,6.52,342.53,0,0,0,47.33,0,0,0,0,77.58,44.92,0,0,2.56,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,0,20.89,40.4,20.96,46.37,0,96.19,0,45.1,0,45.27,0,0,20.01,16.87,1.44,19.32,0,127.6,35.44,43.71,0,53.79,18.21,73.21,0,0,0,686.07,0,98.87,0,0,118.98,0,0,12.25,1.62,0

