Block,Time,KGSU1AND2,KHSTPP-I,KOLDAM,RAPPB,RAPPC,RIHAND3,TANDA2,TEHRI,UNCHAHAR4,ANTA_GF,KKNP,NLCEXP,NLCIIST2,URI,URI2,CHAMERA3,DHAULIGNGA,JHAJJAR,MAPS,NLCTS2EXP,NTPL,PARBATI3,SALAL,SASAN,SINGRAULI,TelanganaSTPP,CHAMERA1,CHAMERA2,KGSU3AND4,KHSTPP-II,NAPP,NJPC,NNTPP,RIHAND2,RSTPSU7,ANTA_CRF,ANTA_LF,ANTA_RF,DADRI_CRF,KISHANGANGA,NLCIIST1,PARBATI2,RIHAND1,SIMHST1,SINGRAULI_HYDRO,UNCHAHAR2,VALLURNTECL,DADRT2,FSTPP I & II,KKNPPU2,KOTESHWR,KUDGI,RAMPUR,SEWA2,SIMHST2,TANAKPUR,AURY_CRF,AURY_RF,BRBCL,RSTPSU1TO6,TALA,AURY_GF,AURY_LF,DADRI_GF,DADRI_LF,BSIUL,DULHASTI,TALST2,UNCHAHAR1,UNCHAHAR3,DADRI_RF
58,14:15-14:30,0,45.53,0,0,45.28,130.75,5.65,0,3.18,0,0,0,0,48.57,38.05,0,10.93,440.51,0,0,0,0,39.51,418.77,150.25,0,16.59,0,0,148.3,50.94,55.26,0,124.53,0,0,0,51.09,0,8.56,0,11.24,46.48,0,1,20.77,0,688.87,15.99,0,10.41,0,2.18,18.88,0,1.79,0,85.35,20,0,0.41,0,0,0,0,6.52,39.62,0,21.63,27.67,74.38

59,14:30-14:45,0,45.53,0,0,45.28,130.75,5.65,0,3.18,0,0,0,0,48.57,38.05,0,10.93,440.51,0,0,0,0,39.51,418.77,150.25,0,42.15,0,0,148.3,50.94,55.26,0,124.53,0,0,0,51.09,0,8.56,0,11.24,46.28,0,1,20.77,0,688.87,15.99,0,10.41,0,2.18,18.88,0,1.79,0,85.35,20,0,0.41,0,0,0,0,6.52,39.62,0,21.63,27.67,74.38

60,14:45-15:00,0,45.53,0,0,45.28,130.75,5.65,0,3.18,0,0,0,0,48.57,38.05,0,10.93,440.51,0,0,0,0,39.51,418.77,150.25,0,42.15,0,0,148.3,50.94,55.26,0,124.53,0,0,0,50.83,0,8.56,0,11.24,46.28,0,1,20.77,0,688.87,15.99,0,10.41,0,2.18,18.88,0,1.79,0,85.35,20,0,0.41,0,0,0,0,6.52,39.62,0,21.63,27.67,74.38

61,15:00-15:15,0,45.53,0,0,45.28,130.75,5.65,0,3.18,0,0,0,0,48.57,38.05,0,10.93,440.51,0,0,0,0,39.51,418.77,150.25,0,42.15,0,0,148.3,50.94,82.89,0,124.53,0,0,0,50.83,0,8.56,0,11.24,46.48,0,1,20.77,0,688.87,15.99,0,10.41,0,3.27,18.88,0,1.79,0,85.35,20,0,0.41,0,0,0,0,6.52,39.62,0,21.63,27.67,74.38

62,15:15-15:30,0,45.53,0,0,45.95,130.75,5.65,0,3.18,0,0,0,0,48.57,38.05,0,10.93,440.51,0,0,0,0,39.51,418.77,150.25,0,42.15,0,0,148.3,50.94,110.53,0,124.53,0,0,0,50.83,0,8.56,0,11.24,46.48,0,1,20.77,0,688.87,15.99,0,10.41,0,4.3,18.88,0,1.79,0,85.35,20,0,0.41,0,0,0,0,6.52,39.62,0,21.63,27.67,74.38

63,15:30-15:45,0,45.53,0,0,45.95,130.75,5.65,0,3.18,0,0,0,0,48.57,38.05,0,10.93,370.51,0,0,0,0,39.51,418.77,150.25,0,42.15,0,0,148.3,50.94,110.53,0,124.53,0,0,0,50.83,0,8.56,0,11.24,46.48,0,1,20.77,0,688.87,15.99,0,10.41,0,4.3,18.88,0,1.79,0,85.35,20,0,0.33,0,0,0,0,6.52,39.62,0,21.63,27.67,74.38

64,15:45-16:00,0,45.53,0,0,45.95,130.75,5.65,0,3.18,0,0,0,0,48.57,38.05,0,10.93,370.51,0,0,0,0,39.51,418.77,150.25,0,42.15,0,0,148.3,50.94,110.53,0,124.53,0,0,0,50.83,0,8.56,0,11.24,46.48,0,1,20.77,0,688.87,15.99,0,10.41,0,4.3,18.88,0,1.79,0,85.35,20,0,0.26,0,0,0,0,6.52,39.62,0,21.63,27.67,74.38

65,16:00-16:15,0,45.53,0,0,45.95,130.75,5.65,12.74,3.18,0,0,0,0,48.57,38.05,0,10.93,370.51,0,0,0,4.29,39.51,418.77,150.25,0,42.15,0,0,148.3,50.94,110.53,0,124.53,0,0,0,50.83,0,8.56,0,11.24,46.48,0,1,20.77,0,688.87,15.99,0,10.41,0,4.3,18.88,0,1.79,0,85.35,20,0,0.18,0,0,0,0,6.52,39.62,0,21.63,27.67,74.38

66,16:15-16:30,0,45.53,0,0,45.95,130.75,5.65,12.98,3.18,0,0,0,0,48.57,38.05,0,10.93,370.51,0,0,0,4.29,39.51,418.77,150.25,0,42.15,4.11,0,148.3,50.94,89.5,0,124.53,0,0,0,50.83,0,8.56,0,11.24,46.48,0,1,20.77,0,688.87,15.99,0,10.41,0,3.53,18.88,0,1.79,0,85.35,20,0,0.24,0,0,0,0,6.52,39.62,0,21.63,27.67,74.38

67,16:30-16:45,0,45.53,0,0,45.95,130.75,5.65,25.47,3.18,0,0,0,0,48.57,38.05,0,10.93,370.51,0,0,0,4.29,39.51,418.77,150.25,0,42.15,16.25,0,148.3,50.94,89.5,0,124.53,0,0,0,50.83,0,8.56,0,11.24,46.48,0,1,20.77,0,688.87,15.99,0,10.41,0,3.53,18.88,0,0.25,0,85.35,20,0,0,0,0,0,0,6.52,39.62,0,21.63,27.67,74.38

68,16:45-17:00,0,45.53,0,0,45.95,130.75,5.65,25.47,3.18,0,0,0,0,48.57,38.05,0,10.93,370.51,0,0,0,4.29,39.51,418.77,150.25,0,42.15,16.25,0,148.3,50.94,89.5,0,124.53,0,0,0,50.83,0,8.56,0,11.24,38.28,0,1,20.77,0,688.87,17.38,0,10.41,0,3.53,18.88,0,0.25,0,85.35,20,0,0,0,0,0,0,6.52,39.62,0,21.63,27.67,74.38

69,17:00-17:15,0,45.53,1.92,0,46.46,130.75,5.65,25.47,2.21,0,0,0,0,48.57,38.05,0,10.93,370.51,0,0,0,4.29,39.51,418.77,150.25,0,42.15,16.25,0,148.3,50.94,89.5,0,124.53,0,0,0,50.83,0,8.56,0,11.24,42.28,0,1,20.77,0,688.87,17.38,0,10.41,0,3.53,18.88,0,0.25,0,85.35,20,0,0,0,0,0,0,6.52,39.62,0,21.63,27.67,74.38

70,17:15-17:30,0,45.53,3.85,0,46.46,130.75,5.65,38.22,2.21,0,0,0,0,48.57,38.05,0,10.93,388.51,0,0,0,4.29,39.51,418.77,150.25,0,42.15,16.25,0,148.3,50.94,89.5,0,124.53,0,0,0,50.83,0,8.56,0,11.24,46.48,0,1,20.77,0,688.87,17.38,0,10.41,0,3.53,18.88,0,0.25,0,85.35,20,0,0,0,0,0,0,6.52,39.62,0,21.63,27.67,74.38

71,17:30-17:45,0,45.53,5.26,0,46.46,130.75,5.65,38.22,2.21,0,0,0,0,48.57,38.05,11.65,10.93,388.51,0,0,0,4.29,39.51,418.77,150.25,0,42.15,32.49,0,148.3,50.94,89.5,0,124.53,0,0,0,51.35,0,8.56,0,11.24,46.48,0,1,20.27,0,688.87,17.38,0,10.41,0,3.53,18.88,0,0.25,0,85.35,20,0,0,0,0,0,0,6.52,39.62,0,21.63,27.67,74.38

72,17:45-18:00,0,45.53,5.26,0,46.46,130.75,5.65,38.22,2.21,0,0,0,0,48.57,38.05,23.3,10.93,388.51,0,0,0,4.29,39.51,418.77,150.25,0,42.15,32.49,0,148.3,50.94,89.5,0,124.53,0,0,0,51.35,0,8.56,0,11.24,46.48,0,1,20.27,0,688.87,18.2,0,10.41,0,3.53,18.88,0,0.25,0,85.35,20,0,0,0,0,0,0,6.52,39.62,0,21.63,27.67,74.38

73,18:00-18:15,0,45.53,7.2,0,46.46,130.75,5.65,38.22,2.28,0,0,0,0,48.57,38.05,23.3,10.93,428.51,0,0,0,16.86,52.28,418.77,150.25,0,42.15,32.49,0,148.3,50.94,89.5,0,124.53,0,0,0,51.35,0,8.56,0,11.24,46.48,0,1,20.27,0,688.87,18.2,0,10.41,0,3.53,18.88,0,0.25,0,85.35,20,0,0,0,0,0,0,6.52,59.43,0,21.63,27.67,74.38

74,18:15-18:30,0,45.53,9.52,0,46.46,130.75,5.65,38.22,2.28,0,0,0,0,51.34,38.05,23.3,21.86,428.51,0,0,0,24.51,52.28,418.77,150.25,0,42.15,48.74,0,148.3,50.94,110.53,0,124.53,0,0,0,51.35,0,8.56,0,11.24,46.48,0,1,20.27,0,688.87,18.2,0,10.41,0,4.3,18.88,0,0.25,0,85.35,20,0,0,0,0,0,0,6.52,59.43,0,21.63,27.67,74.38

75,18:30-18:45,0,45.53,9.52,0,47.3,130.75,5.65,38.22,2.28,0,0,0,0,51.34,38.05,34.98,43.72,428.51,0,0,0,39.84,52.28,418.77,150.25,0,42.15,48.74,0,148.3,50.94,110.53,0,113.13,0,0,0,51.87,0,8.61,0,28.47,46.48,0,1,20.27,0,688.87,18.2,0,23.14,0,4.3,20.07,0,0.25,0,85.35,20,0,0,0,0,0,0,19.56,59.43,0,21.63,27.67,74.38

76,18:45-19:00,0,45.53,9.52,0,47.3,130.75,5.65,38.22,2.28,0,0,0,0,51.34,38.05,34.98,43.72,428.51,0,0,0,39.84,52.28,418.77,150.25,0,42.15,48.74,0,148.3,50.94,110.53,0,113.13,0,0,0,51.87,0,8.61,0,28.47,46.48,0,1,20.27,0,688.87,18.2,0,23.14,0,4.3,20.07,0,0.25,0,85.35,20,0,0,0,0,0,0,19.56,59.43,0,21.63,27.67,74.38

77,19:00-19:15,0,45.53,9.52,0,47.3,130.75,5.65,38.22,2.28,0,0,0,0,51.34,38.05,34.98,43.72,428.51,0,0,0,39.84,52.28,418.77,150.25,0,42.15,48.74,0,148.3,50.94,110.53,0,112.13,0,0,0,51.87,0,8.61,0,28.47,46.48,0,1,20.27,0,688.87,18.2,0,23.14,0,4.3,20.07,0,0.25,0,85.35,20,0,0,0,0,0,0,19.56,59.43,0,21.63,27.67,74.38

78,19:15-19:30,0,45.53,9.52,0,47.3,130.75,5.65,38.22,2.28,0,0,0,0,48.57,38.05,34.98,43.72,428.51,0,0,0,39.84,52.28,418.77,150.25,0,42.15,48.74,0,148.3,50.94,110.53,0,113.13,0,0,0,51.87,0,8.61,0,28.47,46.48,0,1,20.27,0,688.87,18.2,0,23.14,0,4.3,20.07,0,0.25,0,85.35,20,0,0,0,0,0,0,19.56,59.43,0,21.63,27.67,74.38

79,19:30-19:45,0,45.53,9.52,0,47.3,130.75,5.65,38.22,2.28,0,0,0,0,48.57,38.05,34.98,43.72,428.51,0,0,0,39.84,52.28,418.77,150.25,0,42.15,48.74,0,148.3,50.94,110.53,0,107.13,0,0,0,51.87,0,8.61,0,28.47,40.28,0,1,20.27,0,688.87,18.2,0,23.14,0,4.3,20.07,0,0.25,0,85.35,20,0,0,0,0,0,0,19.56,59.43,0,21.63,27.67,74.38

80,19:45-20:00,0,45.53,9.52,0,47.3,130.75,5.65,38.22,2.28,0,0,0,0,51.34,38.05,34.98,43.72,428.51,0,0,0,39.84,52.28,418.77,150.25,0,42.15,48.74,0,148.3,50.94,110.53,0,107.13,0,0,0,51.87,0,8.61,0,28.47,40.28,0,1,20.27,0,688.87,18.2,0,23.14,0,4.3,20.07,0,0.25,0,85.35,20,0,0,0,0,0,0,19.56,59.43,0,21.63,27.67,74.38

81,20:00-20:15,0,45.53,9.52,0,47.3,130.75,5.65,38.22,2.28,0,0,0,0,51.34,38.05,34.98,43.72,428.51,0,0,0,39.84,52.28,418.77,150.25,0,42.15,48.74,0,148.3,50.94,110.53,0,123.13,0,0,0,51.87,0,8.61,0,28.47,46.48,0,1,20.27,0,688.87,18.2,0,23.14,0,4.3,20.07,0,0.25,0,85.35,20,0,0,0,0,0,0,19.56,59.43,0,21.63,27.67,74.38

82,20:15-20:30,0,45.53,9.52,0,47.3,130.75,5.65,38.22,2.28,0,0,0,0,51.34,38.05,34.98,43.72,428.51,0,0,0,39.84,52.28,418.77,150.25,0,42.15,48.74,0,148.3,50.94,110.53,0,107.13,0,0,0,51.87,0,8.61,0,28.47,46.48,0,1,20.27,0,688.87,18.2,0,23.14,0,4.3,20.07,0,0.25,0,85.35,20,0,0,0,0,0,0,19.56,59.43,0,21.63,27.67,74.38

83,20:30-20:45,0,45.53,9.52,0,47.3,130.75,5.65,38.22,2.28,0,0,0,0,51.34,38.05,34.98,43.72,428.51,0,0,0,9.19,52.28,418.77,150.25,0,42.15,48.74,0,148.3,50.94,110.53,0,107.13,0,0,0,52.14,0,8.61,0,14.98,46.48,0,1,20.27,0,688.87,18.2,0,10.41,0,4.3,18.88,0,0.25,0,85.35,20,0,0,0,0,0,0,3.3,59.43,0,21.63,27.67,74.38

84,20:45-21:00,0,45.53,9.52,0,48.14,130.75,5.65,38.22,2.28,0,0,0,0,48.57,38.05,34.98,21.86,428.51,0,0,0,7.67,52.28,418.77,150.25,0,42.15,48.74,0,148.3,50.94,110.53,0,124.53,0,0,0,52.14,0,8.61,0,14.98,40.28,0,1,20.27,0,688.87,18.2,0,10.41,0,4.3,18.88,0,0.25,0,85.35,20,0,0,0,0,0,0,3.3,59.43,0,21.63,27.67,74.38

85,21:00-21:15,0,45.53,9.52,0,48.14,130.75,5.65,38.22,2.28,0,0,0,0,48.57,38.05,34.98,21.86,428.51,0,0,0,7.67,52.28,418.77,150.25,0,42.15,48.74,0,148.3,50.94,110.53,0,124.53,0,0,0,52.66,0,8.61,0,14.98,46.48,0,1,20.27,0,688.87,18.2,0,10.41,0,4.3,18.88,0,0.25,0,85.35,20,0,0,0,0,0,0,3.3,59.43,0,21.63,27.67,74.38

86,21:15-21:30,0,45.53,9.52,0,48.14,130.75,5.65,38.22,2.28,0,0,0,0,48.57,38.05,34.98,21.86,428.51,0,0,0,9.19,52.28,418.77,150.25,0,42.15,48.74,0,148.3,50.94,110.53,0,124.53,0,0,0,52.66,0,8.61,0,14.98,46.48,0,1,20.27,0,688.87,18.2,0,10.41,0,4.3,18.88,0,0.25,0,85.35,20,0,0,0,0,0,0,6.52,59.43,0,21.63,27.67,74.38

87,21:30-21:45,0,45.53,9.52,0,48.14,130.75,5.65,38.22,2.28,0,0,0,0,48.57,38.05,34.98,43.72,428.51,0,0,0,39.84,52.28,418.77,150.25,0,42.15,48.74,0,148.3,50.94,110.53,0,124.53,0,0,0,52.66,0,8.61,0,28.47,46.48,0,1,20.27,0,688.87,18.2,0,23.14,0,4.3,20.07,0,0.25,0,85.35,20,0,0,0,0,0,0,19.56,59.43,0,21.63,27.67,74.38

88,21:45-22:00,0,45.53,9.52,0,48.14,130.75,5.65,38.22,2.28,0,0,0,0,48.57,38.05,34.98,43.72,428.51,0,0,0,39.84,52.28,418.77,150.25,0,42.15,48.74,0,148.3,50.94,110.53,0,124.53,0,0,0,52.66,0,8.61,0,28.47,46.48,0,1,20.27,0,688.87,18.2,0,23.14,0,4.3,20.07,0,0.25,0,85.35,20,0,0,0,0,0,0,19.56,59.43,0,21.63,27.67,74.38

89,22:00-22:15,0,45.53,9.52,0,48.14,130.75,5.65,38.22,2.28,0,0,0,0,48.57,38.05,34.98,43.72,428.51,0,0,0,39.84,52.28,418.77,150.25,0,42.15,48.74,0,148.3,50.94,110.53,0,124.53,0,0,0,53.05,0,8.61,0,28.47,46.48,0,1,20.27,0,688.87,18.2,0,23.14,0,4.3,20.07,0,0.25,0,85.35,20,0,0,0,0,0,0,19.56,59.43,0,21.63,27.67,74.38

90,22:15-22:30,0,45.53,9.52,0,48.99,130.75,5.65,38.22,2.28,0,0,0,0,48.57,38.05,34.98,43.72,428.51,0,0,0,39.84,52.28,418.77,150.25,0,42.15,48.74,0,148.3,50.94,110.53,0,124.53,0,0,0,53.05,0,8.61,0,28.47,46.48,0,1,20.27,0,688.87,18.2,0,23.14,0,4.3,20.07,0,0.25,0,85.35,20,0,0,0,0,0,0,19.56,59.43,0,21.63,27.67,74.38

91,22:30-22:45,0,45.53,9.52,0,48.99,130.75,5.65,38.22,2.28,0,0,0,0,48.57,38.05,34.98,21.86,428.51,0,0,0,33.71,52.28,418.77,150.25,0,42.15,48.74,0,148.3,50.94,110.53,0,124.53,0,0,0,53.05,0,8.56,0,11.24,46.48,0,1,20.27,0,688.87,18.2,0,10.41,0,4.3,18.88,0,0.25,0,85.35,20,0,0,0,0,0,0,13.04,59.43,0,21.63,27.67,74.38

92,22:45-23:00,0,45.53,7.2,0,48.99,130.75,5.65,38.22,2.28,0,0,0,0,48.57,38.05,34.98,10.93,428.51,0,0,0,19.92,52.28,418.77,150.25,0,42.15,48.74,0,148.3,50.94,110.53,0,124.53,0,0,0,53.05,0,8.56,0,11.24,46.48,0,1,20.27,0,688.87,18.2,0,10.41,0,4.3,18.88,0,0.25,0,85.35,20,0,0,0,0,0,0,13.04,59.43,0,21.63,27.67,74.38

93,23:00-23:15,0,45.53,7.14,0,48.99,130.75,5.65,38.22,2.28,0,0,0,0,48.57,38.05,34.98,10.93,428.51,0,0,0,16.86,52.28,418.77,150.25,0,42.15,48.74,0,148.3,50.94,110.53,0,124.53,0,0,0,53.05,0,8.56,0,11.24,46.48,0,1,20.27,0,688.87,18.2,0,10.41,0,4.3,18.88,0,0.25,0,85.35,20,0,0,0,0,0,0,13.04,59.43,0,21.63,27.67,74.38

94,23:15-23:30,0,45.53,4.76,0,48.99,130.75,5.65,38.22,2.28,0,0,0,0,48.57,38.05,34.98,10.93,428.51,0,0,0,16.86,52.28,418.77,150.25,0,42.15,48.74,0,148.3,50.94,110.53,0,124.53,0,0,0,53.05,0,8.56,0,11.24,46.48,0,1,20.27,0,688.87,18.2,0,10.41,0,4.3,18.88,0,0.25,0,85.35,20,0,0,0,0,0,0,13.04,59.43,0,21.63,27.67,74.38

95,23:30-23:45,0,45.53,2.38,0,48.99,130.75,5.65,38.22,2.28,0,0,0,0,48.57,38.05,34.98,0,448.51,0,0,0,16.86,52.28,418.77,150.25,0,42.15,48.74,0,148.3,50.94,110.53,0,113.13,0,0,0,53.05,0,8.56,0,11.24,46.48,0,1,20.27,0,688.87,18.2,0,10.41,0,4.3,18.88,0,0.25,0,85.35,20,0,0,0,0,0,0,13.04,59.43,0,21.63,27.67,74.38

96,23:45-24:00,0,45.53,0,0,48.99,130.75,5.65,25.47,2.28,0,0,0,0,48.57,38.05,34.98,0,448.51,0,0,0,16.86,52.28,418.77,150.25,0,42.15,48.74,0,148.3,50.94,110.53,0,113.13,0,0,0,53.05,0,8.56,0,11.24,46.48,0,1,20.27,0,688.87,18.2,0,10.41,0,4.3,18.88,0,0.25,0,85.35,20,0,0,0,0,0,0,13.04,59.43,0,21.63,27.67,74.38

