Block,Time,KGSU3AND4,KKNP,KOLDAM,NLCEXP,NLCTS2EXP,RSTPSU1TO6,RSTPSU7,SIMHST1,UNCHAHAR1,AURY_CRF,DADRI_GF,BRBCL,KHSTPP-I,KOTESHWR,NAPP,NJPC,RAMPUR,SALAL,TALST2,UNCHAHAR2,UNCHAHAR4,NLCIIST1,NTPL,SIMHST2,SINGRAULI_HYDRO,TALA,AURY_GF,DADRI_CRF,CHAMERA1,CHAMERA3,KISHANGANGA,NNTPP,SASAN,SEWA2,TEHRI,ANTA_GF,DHAULIGNGA,RIHAND1,URI2,VALLURNTECL,DADRI_LF,BSIUL,KGSU1AND2,NLCIIST2,RIHAND2,SINGRAULI,TANAKPUR,TelanganaSTPP,DADRI_RF,CHAMERA2,DULHASTI,FSTPP I & II,JHAJJAR,KUDGI,MAPS,RAPPB,RAPPC,RIHAND3,UNCHAHAR3,URI,ANTA_LF,ANTA_RF,AURY_LF,AURY_RF,DADRT2,KHSTPP-II,KKNPPU2,PARBATI3,TANDA2,ANTA_CRF
44,10:45-11:00,0,0,0,0,0,0,0,0,20.56,0,0,20,41.89,8.87,41.65,0,0,13.95,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,418.77,0,0,0,0,92,10.76,0,22.47,0,0,0,118.76,125.97,4.48,0,66.85,1.6,16.48,20.8,429.66,0,0,0,52.41,124.32,26.39,0.88,0,42,0,70.37,683.14,144.77,0,0,0,0

45,11:00-11:15,0,0,0,0,0,0,0,0,20.56,0,0,20,41.89,8.87,41.65,0,0,69.72,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,418.77,0,0,0,0,92,18.83,0,22.47,0,0,0,118.76,125.97,4.48,0,66.85,1.6,16.48,20.8,429.66,0,0,0,52.41,124.32,26.39,0.88,0,42,0,70.37,683.14,144.77,0,0,0,0

46,11:15-11:30,0,0,0,0,0,0,0,0,20.56,0,0,20,41.89,8.87,41.65,0,0,69.72,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,418.77,0,0,0,0,92,18.83,0,22.47,0,0,0,118.76,125.97,4.48,0,66.85,1.6,16.48,20.8,429.66,0,0,0,52.41,124.32,26.39,0.88,0,42,0,70.37,683.14,144.77,0,0,0,0

47,11:30-11:45,0,0,0,0,0,0,0,0,20.56,0,0,20,41.89,8.87,41.65,0,0,69.72,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,418.77,0,0,0,0,92,10.76,0,22.47,0,0,0,118.76,125.97,4.48,0,66.85,1.6,16.48,20.8,429.66,0,0,0,52.41,124.32,26.39,6.63,0,42,0,70.37,683.14,144.77,0,0,0,0

48,11:45-12:00,0,0,0,0,0,0,0,0,20.56,0,0,20,41.89,8.87,41.65,0,0,69.72,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,418.77,0,0,0,0,92,10.76,0,22.47,0,0,0,118.76,125.97,4.48,0,66.85,1.6,16.48,20.8,429.66,0,0,0,52.41,124.32,26.39,6.63,0,42,0,70.37,683.14,144.77,0,0,0,0

49,12:00-12:15,0,0,0,0,0,0,0,0,20.56,0,0,20,41.89,8.87,41.65,0,0,13.95,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,418.77,0,0,0,0,92,4.57,0,22.47,0,0,0,118.76,125.97,4.48,0,66.85,1.6,16.48,20.8,429.66,0,0,0,52.41,124.32,26.39,0.88,0,41.37,0,70.37,683.14,144.77,0,0,0,0

50,12:15-12:30,0,0,0,0,0,0,0,0,20.56,0,0,20,41.89,8.87,41.65,0,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,418.77,0,0,0,0,92,4.57,0,22.47,0,0,0,118.76,125.97,4.48,0,66.85,1.6,16.48,20.8,429.66,0,0,0,52.41,124.32,26.39,0.88,0,41.37,0,70.37,683.14,144.77,0,0,0,0

51,12:30-12:45,0,0,0,0,0,0,0,0,20.56,0,0,20,41.89,8.87,41.65,0,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,418.77,0,0,0,0,92,4.57,0,22.47,0,0,0,118.76,125.97,10.25,0,66.85,1.6,16.48,20.8,429.66,0,0,0,52.41,124.32,26.39,0.88,0,41.37,0,70.37,683.14,144.77,0,0,0,0

52,12:45-13:00,0,0,0,0,0,0,0,0,20.56,0,0,20,41.89,8.87,41.65,0,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,418.77,0,0,0,0,92,4.57,0,22.47,0,0,0,118.76,125.97,10.25,0,66.85,1.6,16.48,20.8,429.66,0,0,0,52.41,124.32,26.39,0.88,0,41.37,0,70.37,683.14,144.77,0,0,0,0

53,13:00-13:15,0,0,0,0,0,0,0,0,20.56,0,0,20,41.89,8.87,41.65,0,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,418.77,0,0,0,0,92,4.57,0,22.47,0,0,0,118.76,125.97,5.13,0,66.85,1.6,16.48,20.8,429.66,0,0,0,52.41,124.32,26.39,0.88,0,41.37,0,70.37,683.14,144.77,0,0,0,0

54,13:15-13:30,0,0,0,0,0,0,0,0,20.56,0,0,20,41.89,8.87,41.65,0,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,418.77,0,0,0,0,92,4.57,0,22.47,0,0,0,118.76,125.97,5.13,0,66.85,1.6,16.48,20.8,429.66,0,0,0,52.41,124.32,26.39,0.88,0,41.37,0,70.37,683.14,144.77,0,0,0,0

55,13:30-13:45,0,0,0,0,0,0,0,0,20.56,0,0,20,41.89,8.87,41.65,0,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,418.77,0,0,0,0,92,4.57,0,22.47,0,0,0,118.76,125.97,5.13,0,66.85,1.6,16.48,20.8,429.66,0,0,0,52.41,124.32,26.39,6.63,0,41.37,0,70.37,683.14,144.77,0,0,0,0

56,13:45-14:00,0,0,0,0,0,0,0,0,20.56,0,0,20,41.89,8.87,41.65,0,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,418.77,0,0,0,0,92,4.57,0,22.47,0,0,0,118.76,125.97,5.13,0,66.85,1.6,16.48,20.8,429.66,0,0,0,52.41,124.32,26.39,6.63,0,41.37,0,70.37,683.14,144.77,0,0,0,0

57,14:00-14:15,0,0,0,0,0,0,0,0,20.56,0,0,20,41.89,8.87,41.65,0,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,418.77,0,0,0,0,92,4.57,0,22.47,0,0,0,118.76,125.97,10.25,0,66.85,1.6,32.96,20.8,429.66,0,0,0,52.41,124.32,26.39,6.63,0,40.95,0,70.37,683.14,144.77,0,0,0,0

58,14:15-14:30,0,0,0,0,0,0,0,0,20.56,0,0,20,41.89,8.87,41.65,0,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,418.77,0,0,0,0,92,4.57,0,22.47,0,0,0,118.76,125.97,5.13,0,66.85,1.6,32.96,20.8,429.66,0,0,0,52.41,124.32,26.39,6.63,0,40.95,0,70.37,683.14,144.77,0,0,0,0

59,14:30-14:45,0,0,0,0,0,0,0,0,20.56,0,0,20,41.89,8.87,41.65,0,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,418.77,0,0,0,0,92,4.57,0,22.47,0,0,0,118.76,125.97,5.13,0,66.85,1.6,32.96,20.8,429.66,0,0,0,52.41,124.32,26.39,0.88,0,40.95,0,70.37,683.14,144.77,0,0,0,0

60,14:45-15:00,0,0,0,0,0,0,0,0,20.56,0,0,20,41.89,8.87,41.65,0,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,418.77,0,0,0,0,92,4.57,0,22.47,0,0,0,118.76,125.97,11.53,0,66.85,1.6,32.96,20.8,429.66,0,0,0,52.41,124.32,26.39,0.88,0,40.95,0,70.37,683.14,144.77,0,0,0,0

61,15:00-15:15,0,0,0,0,0,0,0,0,20.56,0,0,20,41.89,8.87,41.65,0,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,418.77,0,0,0,0,92,4.57,0,22.47,0,0,0,118.76,125.97,5.13,0,66.85,1.6,32.96,20.8,429.66,0,0,0,52.41,124.32,26.39,8.83,0,40.95,0,70.37,683.14,144.77,0,0,0,0

62,15:15-15:30,0,0,0,0,0,0,0,0,20.56,0,0,20,41.89,8.87,41.65,0,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,418.77,0,0,0,0,92,4.57,0,22.47,0,0,0,118.76,125.97,5.13,0,66.85,1.6,32.96,20.8,429.66,0,0,0,52.41,124.32,26.39,8.83,0,40.95,0,70.37,683.14,144.77,0,0,0,0

63,15:30-15:45,0,0,0,0,0,0,0,0,20.56,0,0,20,41.89,8.87,41.65,0,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,418.77,0,0,0,0,92,4.57,0,22.47,0,0,0,118.76,125.97,5.13,0,66.85,1.6,32.96,20.8,429.66,0,0,0,52.41,124.32,26.39,8.83,0,40.95,0,70.37,683.14,144.77,0,0,0,0

