Block,Time Block,DADRI_LF,DADRI_RF,DADRI_CRF,AURY_CRF,AURY_RF,AURY_LF,DADRI_GF,AURY_GF,SINGRAULI_HYDRO,TALA,URI2,UNCHAHAR3,TALST2,TANAKPUR,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,TANDA2,ANTA_GF,ANTA_CRF,ANTA_RF,ANTA_LF,PARBATI2,RSTPSU1TO6,RAPPC,RSTPSU7,SALAL,RIHAND3,RAPPB,SEWA2,RAMPUR,RIHAND2,SASAN,PARBATI3,RIHAND1,SINGRAULI,SIMHST1,SIMHST2,NLCTS2EXP,NNTPP,NTPL,DULHASTI,FSTPP I & II,KGSU1AND2,JHAJJAR,KOLDAM,NLCIIST1,NJPC,MAPS,NLCIIST2,NAPP,NLCEXP,DADRT2,DHAULIGNGA,KOTESHWR,KUDGI,CHAMERA3,CHAMERA1,CHAMERA2,BRBCL,BSIUL,KHSTPP-I,KGSU3AND4,KISHANGANGA,KKNPPU2,KHSTPP-II,KKNP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
28,06:45-07:00,0,0,0,0,0,0,0,0,0.9,0,36.6,25.62,0,0,0,42.1,38.24,25.12,19.9,0,1.75,3,0,0,0,0,0,0,66.47,0,38.56,123.7,0,18.16,2.1,116.51,333.3,0,89.16,134.28,0,0,0,0,0,38.11,13.12,0,342.17,0,0,53.15,0,0,49.88,0,523.43,0,10.01,0,11.36,0,15.63,19.24,18.81,44.03,0,8.13,0,141.21,0,0,0,0,0,0

29,07:00-07:15,0,0,0,0,0,0,0,0,0.9,0,36.6,25.62,0,0,0,42.1,34.51,25.12,19.9,0,1.75,3,0,0,0,0,0,0,66.47,0,38.56,123.7,0,18.16,2.1,116.51,333.3,0,91.08,137.39,0,0,0,0,0,38.11,13.12,0,236.99,0,0,53.15,0,0,49.88,0,432.05,0,10.01,0,11.36,0,15.63,19.24,12.54,44.03,0,8.13,0,141.21,0,0,0,0,0,0

30,07:15-07:30,0,0,0,0,0,0,0,0,0.9,0,36.6,26,0,0,0,42.19,34.51,25.12,20.1,0,1.75,3,0,0,0,0,0,0,66.47,0,38.56,123.7,0,18.16,2.1,116.51,333.3,0,91.08,137.39,0,0,0,0,0,38.11,13.12,0,172.28,0,0,53.15,0,0,49.88,0,404.96,0,10.01,0,11.36,0,15.63,19.24,12.54,44.03,0,8.13,0,141.21,0,0,0,0,0,0

31,07:30-07:45,0,0,0,0,0,0,0,0,0.9,0,36.6,22.15,0,0,0,35.46,34.51,25.12,17.22,0,1.75,3,0,0,0,0,0,0,66.47,0,38.56,123.7,0,18.16,2.1,116.51,333.3,0,91.08,137.39,0,0,0,0,0,38.11,11.82,0,351.19,0,0,53.15,0,0,49.88,0,361.67,0,10.01,0,11.36,0,15.63,19.24,12.54,37.79,0,8.13,0,120.05,0,0,0,0,0,0

32,07:45-08:00,0,0,0,0,0,0,0,0,0.9,0,36.6,17.03,0,0,0,26.81,34.51,12.56,13.07,0,1.75,3,0,0,0,0,0,0,66.47,0,38.56,123.7,0,18.16,2.1,116.51,333.3,0,91.08,137.39,0,0,0,0,0,38.11,11.2,0,351.19,0,0,53.15,0,0,49.88,0,361.67,0,10.01,0,11.36,0,15.63,19.24,12.54,37.29,0,8.13,0,120.05,0,0,0,0,0,0

33,08:00-08:15,0,0,0,0,0,0,0,0,0.9,0,36.6,14.64,0,0,0,23.79,34.51,12.56,11.85,0,1.75,3,0,0,0,0,0,0,66.47,0,38.56,123.7,0,0,2.1,116.51,335.5,0,91.08,137.39,0,0,0,0,0,38.11,9.39,0,351.19,0,0,53.15,0,0,49.88,0,298.92,0,10.01,0,11.36,0,15.63,19.24,12.54,31.87,0,8.13,0,103.05,0,0,0,0,0,0

34,08:15-08:30,0,0,0,0,0,0,0,0,0.9,0,36.6,14.64,0,0,0,23.79,38.24,0,11.85,0,1.75,3,0,0,0,0,0,0,66.47,0,38.56,123.7,0,0,1.69,116.51,335.68,0,91.08,137.39,0,0,0,0,0,38.11,9.39,0,351.19,0,0,43.04,0,0,49.88,0,284.72,0,10.01,0,11.36,0,15.63,19.24,12.54,31.87,0,8.13,0,103.05,0,0,0,0,0,0

35,08:30-08:45,0,0,0,0,0,0,0,0,0.9,0,36.6,14.64,0,0,0,23.79,38.24,0,11.85,0,1.75,3,0,0,0,0,0,0,66.47,0,38.56,123.7,0,0,1.69,116.51,335.68,0,91.08,137.39,0,0,0,0,0,38.11,9.39,0,351.19,0,0,43.04,0,0,49.88,0,284.72,0,10.01,0,11.36,0,15.63,19.24,12.54,31.87,0,8.13,0,103.05,0,0,0,0,0,0

36,08:45-09:00,0,0,0,0,0,0,0,0,0.9,0,36.6,14.64,0,0,0,23.79,38.24,0,11.85,0,1.75,3,0,0,0,0,0,0,66.47,0,38.56,123.7,0,0,1.69,116.51,335.68,0,91.08,137.39,0,0,0,0,0,38.11,9.39,0,351.19,0,0,43.04,0,0,49.88,0,284.72,0,10.01,0,11.36,0,15.63,19.24,12.54,31.87,0,8.13,0,103.05,0,0,0,0,0,0

37,09:00-09:15,0,0,0,0,0,0,0,0,0.9,0,36.6,16.12,0,0,0,23.79,38.24,0,11.85,0,1.75,3,0,0,0,0,0,0,66.47,0,38.56,125.57,0,0,1.69,118.33,335.68,0,92.24,140.55,0,0,0,0,0,38.11,9.39,0,351.19,0,0,43.04,0,0,49.88,0,284.72,0,10.01,0,11.36,0,15.63,19.24,12.54,31.87,0,8.13,0,103.05,0,0,0,0,0,0

38,09:15-09:30,0,0,0,0,0,0,0,0,0.9,0,36.6,16.12,0,0,0,23.79,34.51,0,11.85,0,1.75,3,0,0,0,0,0,0,66.47,0,38.56,101.96,0,0,1.69,104.71,335.68,0,92.23,105.72,0,0,0,0,0,38.11,9.39,0,351.19,0,0,43.04,0,0,49.88,0,284.72,0,10.01,0,11.36,0,15.63,19.24,12.54,31.87,0,8.13,0,103.05,0,0,0,0,0,0

39,09:30-09:45,0,0,0,0,0,0,0,0,0.9,0,36.6,16.12,0,1.97,0,23.79,34.51,0,11.85,0,1.75,3,0,0,0,0,0,0,66.47,0,38.56,101.96,0,0,1.69,104.71,335.68,0,92.23,105.72,0,0,0,0,0,38.11,9.39,0,351.19,0,0,43.04,0,0,49.88,0,284.72,0,10.01,0,11.36,0,15.63,19.24,12.54,31.87,0,8.13,0,103.05,0,0,0,0,0,0

40,09:45-10:00,0,0,0,0,0,0,0,0,0.9,0,36.6,16.12,0,1.97,0,23.79,34.51,0,11.85,0,1.75,3,0,0,0,0,0,0,66.47,0,38.56,101.96,0,0,1.69,104.71,335.68,0,92.23,105.72,0,0,0,0,0,19.06,9.39,0,351.19,0,0,43.04,0,0,49.88,0,284.72,0,10.01,0,0,0,15.63,19.24,12.54,31.87,0,8.13,0,103.05,0,0,0,0,0,0

41,10:00-10:15,0,0,0,0,0,0,0,0,0.9,0,36.6,16.19,0,1.97,0,24.49,34.51,0,11.85,0,1.75,3,0,0,0,0,0,0,66.47,0,25.71,101.96,0,0,1.69,104.71,335.68,0,92.23,105.72,0,0,0,0,0,19.06,9.39,0,351.19,0,0,43.04,0,0,49.88,0,284.72,0,10.01,0,0,0,15.63,19.24,12.54,31.87,0,8.13,0,103.05,0,0,0,0,0,0

42,10:15-10:30,0,0,0,0,0,0,0,0,0.9,0,36.6,16.19,0,1.97,0,24.49,34.51,0,11.85,0,1.75,3,0,0,0,0,0,0,66.47,0,25.71,101.96,0,0,1.05,104.71,335.68,0,92.23,105.72,0,0,0,0,0,19.06,9.39,0,351.19,0,0,26.58,0,0,49.88,0,284.72,0,10.01,0,0,0,15.63,18.06,12.54,31.87,0,8.13,0,103.05,0,0,0,0,0,0

43,10:30-10:45,0,0,0,0,0,0,0,0,0.9,0,36.6,16.19,0,0.74,0,24.49,34.51,0,12.59,0,1.75,3,0,0,0,0,0,0,66.47,0,12.85,101.96,0,0,0,104.71,335.68,0,92.23,105.72,0,0,0,0,0,19.06,9.39,0,351.19,0,0,0,0,0,49.88,0,284.72,0,10.01,0,0,0,15.63,16.12,12.54,31.87,0,8.13,0,103.05,0,0,0,0,0,0

44,10:45-11:00,0,0,0,0,0,0,0,0,0.9,0,36.6,16.19,0,0.74,0,24.49,34.51,0,12.59,0,1.75,3,0,0,0,0,0,0,66.47,0,12.85,101.96,0,0,0,104.71,335.68,0,92.23,105.72,0,0,0,0,0,19.06,9.39,0,351.19,0,0,0,0,0,49.88,0,284.72,0,10.01,0,0,0,15.63,17.3,12.54,31.87,0,8.13,0,103.05,0,0,0,0,0,0

45,11:00-11:15,0,0,0,0,0,0,0,0,0.9,0,36.6,16.44,0,0.74,0,27.32,34.51,0,12.59,0,1.75,3,0,0,0,0,0,0,66.47,0,12.85,101.96,0,0,0,104.71,335.68,0,92.23,139.38,0,0,0,0,0,19.06,9.39,0,351.19,0,0,0,0,0,49.88,0,284.72,0,10.01,0,0,0,15.63,16.5,12.54,31.73,0,8.13,0,103.05,0,0,0,0,0,0

46,11:15-11:30,0,0,0,0,0,0,0,0,0.9,0,36.6,16.44,0,0.74,0,27.32,34.51,0,12.59,0,1.75,3,0,0,0,0,0,0,66.47,0,25.71,101.96,0,0,0,104.71,335.68,0,92.23,139.38,0,0,0,0,0,19.06,9.39,0,351.19,0,0,0,0,0,49.88,0,284.72,0,10.01,0,0,0,0,14.77,12.54,31.73,0,8.13,0,103.05,0,0,0,0,0,0

47,11:30-11:45,0,0,0,0,0,0,0,0,0.9,0,36.6,16.44,0,0,0,27.32,34.51,0,12.59,0,1.75,3,0,0,0,0,0,0,66.47,0,25.71,98.62,0,0,0,80.7,335.68,0,85.89,139.17,0,0,0,0,0,19.06,9.39,0,351.19,0,0,0,0,0,49.88,0,284.72,0,10.01,0,0,0,0,14.9,12.54,31.73,0,8.13,0,103.05,0,0,0,0,0,0

48,11:45-12:00,0,0,0,0,0,0,0,0,0.9,0,36.6,16.44,0,0,0,27.32,34.51,0,12.59,0,1.75,3,0,0,0,0,0,0,66.47,0,25.71,98.62,0,0,0,80.7,335.68,0,86.55,139.17,0,0,0,0,0,19.06,9.39,0,351.19,0,0,0,0,0,49.88,0,284.72,0,10.01,0,0,0,0,17.56,12.54,31.73,0,8.13,0,103.05,0,0,0,0,0,0

49,12:00-12:15,0,0,0,0,0,0,0,0,0.9,0,36.6,16.44,0,0,0,27.32,34.51,0,12.59,0,1.75,3,0,0,0,0,0,0,66.47,0,25.71,98.62,0,0,0,80.7,335.68,0,86.55,139.17,0,0,0,0,0,19.06,9.39,0,351.19,0,0,0,0,0,49.88,0,284.72,0,10.01,0,0,0,0,19.24,12.54,31.73,0,8.13,0,103.05,0,0,0,0,0,0

50,12:15-12:30,0,0,0,0,0,0,0,0,0.9,0,36.6,16.44,0,0,0,27.32,34.51,0,12.59,0,1.75,3,0,0,0,0,0,0,66.47,0,25.71,98.62,0,0,0,80.7,335.68,0,85.89,139.17,0,0,0,0,0,19.06,9.39,0,351.19,0,0,0,0,0,49.88,0,284.72,0,10.01,0,0,0,0,19.24,12.54,31.73,0,8.13,0,103.05,0,0,0,0,0,0

51,12:30-12:45,0,0,0,0,0,0,0,0,0.9,0,36.6,16.44,0,0,0,27.32,34.51,0,12.59,0,1.75,3,0,0,0,0,0,0,66.47,0,25.71,98.69,0,0,0,80.7,335.68,0,85.97,139.17,0,0,0,0,0,19.06,9.39,0,351.19,0,0,0,0,0,49.88,0,284.72,0,10.01,0,0,0,0,19.24,12.54,31.73,0,8.13,0,103.05,0,0,0,0,0,0

52,12:45-13:00,0,0,0,0,0,0,0,0,0.9,0,36.6,16.44,0,0,0,27.32,34.51,0,12.59,0,1.75,3,0,0,0,0,0,0,66.47,0,25.71,98.69,0,0,0,80.7,335.68,0,85.97,139.17,0,0,0,0,0,19.06,9.39,0,351.19,0,0,0,0,0,49.88,0,284.72,0,10.01,0,0,0,0,19.24,12.54,31.73,0,8.13,0,103.05,0,0,0,0,0,0

53,13:00-13:15,0,0,0,0,0,0,0,0,0.9,0,36.6,16.44,0,0,0,27.32,34.51,0,12.59,0,1.75,3,0,0,0,0,0,0,66.47,0,25.71,96.99,0,0,0,80.7,335.68,0,84.69,139.06,0,0,0,0,0,5.19,9.39,0,351.19,0,0,0,0,0,49.88,0,284.72,0,10.01,0,0,0,0,19.24,6.27,31.73,0,8.13,0,103.05,0,0,0,0,0,0

54,13:15-13:30,0,0,0,0,0,0,0,0,0.9,0,36.6,16.44,0,0,0,27.32,34.51,0,12.59,0,1.75,3,0,0,0,0,0,0,66.47,0,25.71,96.99,0,0,0,80.7,335.68,0,84.69,139.06,0,0,0,0,0,5.19,9.39,0,351.19,0,0,0,0,0,49.88,0,284.72,0,7.23,0,0,0,0,19.24,6.27,31.73,0,8.13,0,103.05,0,0,0,0,0,0

55,13:30-13:45,0,0,0,0,0,0,0,0,0.9,0,36.6,16.44,0,0.24,0,27.32,34.51,0,12.59,0,1.75,3,0,0,0,0,0,0,66.47,0,25.71,96.99,0,0,0,80.7,335.68,0,84.69,139.06,0,0,0,0,0,5.19,9.39,0,351.19,0,0,0,0,0,49.88,0,284.72,0,7.23,0,0,0,0,19.24,6.27,31.73,0,8.13,0,103.05,0,0,0,0,0,0

56,13:45-14:00,0,0,0,0,0,0,0,0,0.9,0,36.6,16.44,0,0.24,0,27.32,34.51,0,12.59,0,1.75,3,0,0,0,0,0,0,66.47,0,25.71,96.99,0,0,0,80.7,335.68,0,84.69,139.06,0,0,0,0,0,5.19,9.39,0,351.19,0,0,0,0,0,49.88,0,284.72,0,7.23,0,0,0,0,19.24,6.27,31.73,0,8.13,0,103.05,0,0,0,0,0,0

57,14:00-14:15,0,0,0,0,0,0,0,0,0.9,0,36.6,16.44,0,0.24,0,27.32,33.98,0,12.59,0,1.75,3,0,0,0,0,0,0,66.47,0,25.71,96.94,0,0,0,80.7,335.68,0,84.63,139.07,0,0,0,0,0,19.06,9.39,0,351.19,0,0,0,0,0,49.88,0,284.72,0,10.01,0,0,0,0,19.24,6.27,31.73,0,8.13,0,103.05,0,0,0,0,0,0

58,14:15-14:30,0,0,0,0,0,0,0,0,0.9,0,36.6,16.44,0,0.24,0,27.32,33.98,0,12.59,0,1.75,3,0,0,0,0,0,0,66.47,0,25.71,96.94,0,0,1.05,80.7,335.68,0,84.63,139.07,0,0,0,0,0,19.06,9.39,0,351.19,0,0,26.58,0,0,49.88,0,284.72,0,10.01,0,0,0,0,19.24,6.27,31.73,0,8.13,0,103.05,0,0,0,0,0,0

