Block,Time Block,BSIUL,BRBCL,CHAMERA3,DADRT2,CHAMERA2,CHAMERA1,DADRI_LF,DADRI_RF,RIHAND2,NLCIIST1,NLCIIST2,RIHAND1,NLCTS2EXP,RAMPUR,NNTPP,RAPPC,RSTPSU7,NTPL,RSTPSU1TO6,PARBATI3,RIHAND3,RAPPB,SASAN,TALST2,TANAKPUR,TelanganaSTPP,SIMHST1,SINGRAULI_HYDRO,SIMHST2,TALA,TEHRI,SALAL,SEWA2,SINGRAULI,UNCHAHAR1,TANDA2,DADRI_GF,URI2,ANTA_LF,UNCHAHAR3,AURY_GF,DADRI_CRF,ANTA_GF,UNCHAHAR2,AURY_CRF,URI,ANTA_CRF,AURY_RF,VALLURNTECL,ANTA_RF,UNCHAHAR4,AURY_LF,KKNPPU2,KUDGI,KOLDAM,NJPC,KISHANGANGA,MAPS,NAPP,KOTESHWR,KKNP,NLCEXP,KHSTPP-I,KHSTPP-II,KGSU1AND2,KGSU3AND4,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,12.57,10.64,0,575.93,0,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,0,0,0,0.68,0,0,0,25.76,4.88,100.37,20.09,0,0,32.02,0,25.35,0,0,0,40.85,0,33.52,0,0,0,0,0,0,0,0,0,0,0,0,41.06,6.18,0,0,44.17,142.43,0,0,0,15.41,15.88,535.34,0,0,0,0,0

7,01:30-01:45,12.57,9.64,0,576.68,0,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,0,0,0,0.68,0,0,0,25.76,4.88,100.37,20.09,0,0,32.02,0,25.35,0,0,0,40.85,0,33.52,0,0,0,0,0,0,0,0,0,0,0,0,41.06,6.18,0,0,44.17,142.43,0,0,0,15.41,15.88,535.34,0,0,0,0,0

8,01:45-02:00,12.57,9.64,0,577.47,0,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,0,0,0,0.68,0,0,0,25.76,4.88,100.37,20.09,0,0,32.02,0,25.35,0,0,0,40.85,0,33.52,0,0,0,0,0,0,0,0,0,0,0,0,41.06,6.18,0,0,44.17,142.43,0,0,0,15.41,15.88,531.85,0,0,0,0,0

9,02:00-02:15,12.57,11.55,0,522.21,0,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,0,0,0,0.68,0,0,0,25.76,4.88,100.37,20.09,0,0,32.02,0,25.35,0,0,0,40.85,0,33.52,0,0,0,0,0,0,0,0,0,0,0,0,41.06,6.18,0,0,44.17,142.43,0,0,0,15.41,15.88,456.08,0,0,0,0,0

10,02:15-02:30,12.57,13.43,0,476.25,0,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,0,0,0,0.68,0,0,0,25.76,4.88,100.37,20.09,0,0,32.02,0,25.35,0,0,0,40.85,0,33.52,0,0,0,0,0,0,0,0,0,0,0,0,41.06,6.18,0,0,44.17,142.43,0,0,0,15.41,15.88,350.79,0,0,0,0,0

11,02:30-02:45,12.57,14.2,0,447.75,0,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,0,0,0,0.68,0,0,0,25.76,4.88,100.37,20.09,0,0,32.02,0,25.35,0,0,0,40.85,0,33.52,0,0,0,0,0,0,0,0,0,0,0,0,41.06,6.18,0,0,44.17,142.43,0,0,0,15.41,15.88,345.56,0,0,0,0,0

12,02:45-03:00,12.57,15.22,0,448.53,0,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,0,0,0,0.68,0,0,0,25.76,4.94,100.37,20.09,0,0,32.02,0,25.35,0,0,0,40.85,0,33.52,0,0,0,0,0,0,0,0,0,0,0,0,41.06,6.18,0,0,44.17,142.43,0,0,0,15.41,15.88,345.56,0,0,0,0,0

13,03:00-03:15,12.57,18.39,0,449.74,0,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,0,0,0,0.68,0,0,0,25.76,5.01,100.37,20.09,0,0,30.46,0,25.35,0,0,0,37.74,0,33.52,0,0,0,0,0,0,0,0,0,0,0,0,41.06,6.18,0,0,44.17,142.43,0,0,0,15.41,15.88,345.56,0,0,0,0,0

14,03:15-03:30,12.57,17.99,0,450.35,0,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,0,0,0,0.68,0,0,0,25.76,10.15,100.37,20.09,0,0,30.46,0,25.35,0,0,0,32.35,0,33.52,0,0,0,0,0,0,0,0,0,0,0,0,41.06,6.18,0,0,44.17,142.43,0,0,0,15.41,15.88,345.56,0,0,0,0,0

15,03:30-03:45,12.57,19.27,0,451.19,0,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,0,0,0,0.68,0,0,0,25.76,10.15,100.37,20.09,0,0,30.46,0,25.35,0,0,0,32.35,0,33.52,0,0,0,0,0,0,0,0,0,0,0,0,41.06,6.18,0,0,44.17,142.43,0,0,0,15.41,15.88,345.56,0,0,0,0,0

16,03:45-04:00,12.57,19.27,0,451.17,0,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,0,0,0,0.68,0,0,0,25.76,10.15,100.37,20.09,0,0,30.46,0,25.35,0,0,0,32.35,0,33.52,0,0,0,0,0,0,0,0,0,0,0,0,41.06,6.18,0,0,44.17,142.43,0,0,0,15.41,15.88,345.56,0,0,0,0,0

17,04:00-04:15,12.57,17.7,0,426.18,0,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,0,0,0,0.68,0,0,0,25.76,10.15,100.37,20.09,0,0,30.46,0,25.35,0,0,0,32.35,0,33.52,0,0,0,0,0,0,0,0,0,0,0,0,41.06,6.18,0,0,44.17,142.43,0,0,0,15.41,15.88,345.56,0,0,0,0,0

18,04:15-04:30,12.57,19.27,0,426.92,0,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,6.04,0,0,0.68,0,0,0,25.76,10.15,100.37,20.09,0,0,30.46,0,25.35,0,0,0,32.35,0,33.52,0,0,0,0,0,0,0,0,0,0,0,0,41.06,6.18,0,0,44.17,142.43,0,0,0,15.41,15.88,345.56,0,0,0,0,0

19,04:30-04:45,12.57,19.27,0,436.1,0,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,6.04,0,0,0.68,0,0,0,25.76,10.15,100.37,20.09,0,0,30.46,0,25.35,0,0,0,32.35,0,33.52,0,0,0,0,0,0,0,0,0,0,0,0,41.06,6.18,0,0,44.17,142.43,0,0,8.81,15.41,15.88,366.09,0,0,0,0,0

20,04:45-05:00,12.57,19.27,0,477.04,0,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,6.04,0,0,0.68,0,0,10.01,25.76,10.15,100.37,20.09,0,0,30.46,0,25.35,0,0,0,32.35,0,33.52,0,0,0,0,0,0,0,0,0,0,0,0,41.06,6.18,0,0,44.17,142.43,0,0,8.81,15.41,15.88,366.09,0,0,0,0,0

21,05:00-05:15,12.57,19.27,0,476.68,0,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,6.04,0,0,0.68,0,0,10.01,68.31,10.15,100.37,20.09,0,0,30.46,0,25.35,0,0,0,32.35,0,33.52,0,0,0,0,0,0,0,0,0,0,0,0,41.06,6.18,0,0,44.17,142.43,0,0,8.81,15.41,15.88,366.09,0,0,0,0,0

22,05:15-05:30,12.57,19.27,0,486.63,0,11.81,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,6.04,0,0,0.68,0,0,20.04,68.31,15.24,100.37,20.09,0,0,30.46,0,25.35,0,0,0,32.35,0,33.52,0,0,0,0,0,0,0,0,0,22.54,0,0,41.06,6.18,0,0,44.17,142.43,0,0,8.81,15.41,15.88,448.06,0,0,0,0,0

23,05:30-05:45,12.57,19.27,0,488.28,3.22,11.81,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,6.04,0,0,0.68,0,0,21.01,68.31,15.24,100.37,20.09,0,0,30.46,0,25.35,0,0,0,32.35,0,33.52,0,0,0,0,0,0,0,0,0,22.54,0,0,41.06,6.18,0,0,44.17,142.43,0,0,17.61,15.41,15.88,535.34,0,0,0,0,0

24,05:45-06:00,12.57,19.27,0,475.61,12.69,11.81,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,6.04,0,0,0.68,0,0,31.51,68.31,15.24,100.37,20.09,0,0,30.46,0,25.35,0,0,0,32.35,0,33.52,0,0,0,0,0,0,0,0,0,45.08,0,0,41.06,6.18,0,0,44.17,142.43,0,0,17.61,15.41,15.88,535.34,0,0,0,0,0

25,06:00-06:15,12.57,19.27,9.33,437.06,12.69,11.81,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,3.68,119.82,0,403.57,0,6.04,0,0,0.68,0,0,31.51,68.31,15.24,100.37,20.09,0,0,30.46,0,25.35,0,0,0,32.35,0,38.31,0,0,0,0,0,0,0,0,0,58.41,0,0,41.06,6.18,0,0,44.17,142.43,0,0,17.61,15.41,15.88,535.34,0,0,0,0,0

26,06:15-06:30,12.57,19.27,18.65,437.06,25.38,27.03,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,15.94,119.82,0,403.57,0,0,0,0,0.68,0,0,31.51,25.76,15.24,100.37,20.09,0,0,30.46,0,25.35,0,0,0,32.35,0,38.31,0,0,0,0,0,0,0,0,0,63.16,0,0,41.06,17.11,0,0,44.17,142.43,0,0,17.61,15.41,31.76,535.34,0,0,0,0,0

27,06:30-06:45,18.85,19.27,28.01,437.06,38.08,40.62,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,31.9,119.82,0,403.57,0,0,0,0,0.68,0,0,41.16,25.76,15.24,100.37,20.09,0,0,30.46,0,25.35,0,0,0,32.35,0,38.31,0,0,0,0,0,0,0,0,0,112.34,0,0,41.06,37.63,0,0,44.17,142.43,0,0,17.61,15.41,47.64,535.34,0,0,0,0,0

28,06:45-07:00,18.85,19.27,28.01,437.06,38.08,40.62,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,31.9,119.82,0,403.57,0,0,0,0,0.68,0,0,41.16,25.76,15.24,100.37,20.09,0,0,30.46,0,25.35,0,0,0,32.35,0,38.31,0,0,0,0,0,0,0,0,0,135.26,0,0,41.06,37.63,0,0,44.17,142.43,0,0,26.42,15.41,47.64,534.74,0,0,0,0,0

29,07:00-07:15,18.85,19.27,28.01,367.87,38.08,40.62,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,31.9,119.82,0,403.57,0,0,0,0,0.68,0,0,41.16,25.76,15.24,100.37,12.82,0,0,30.46,0,17.07,0,0,0,22.68,0,34.05,0,0,0,0,0,0,0,0,0,135.26,0,0,41.06,37.63,0,0,44.17,142.43,0,0,26.42,15.41,47.64,499.83,0,0,0,0,0

30,07:15-07:30,18.85,19.27,28.01,362.35,38.08,40.62,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,31.9,119.82,0,403.57,0,0,0,0,0.68,0,0,41.16,25.76,15.24,100.37,11.45,0,0,30.46,0,13.99,0,0,0,22.46,0,34.05,0,0,0,0,0,0,0,0,0,135.26,0,0,41.06,37.63,0,0,44.17,142.43,0,0,26.42,15.41,47.64,428.64,0,0,0,0,0

31,07:30-07:45,18.85,19.27,28.01,362.35,38.08,40.62,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,15.94,119.82,0,403.57,0,0,0,0,0.68,0,0,41.16,25.76,15.24,100.37,11.45,0,0,30.46,0,13.99,0,0,0,22.46,0,34.05,0,0,0,0,0,0,0,0,0,135.26,0,0,41.06,37.63,0,0,44.17,142.43,0,0,26.42,15.41,47.64,355.5,0,0,0,0,0

32,07:45-08:00,6.28,19.27,18.65,362.35,25.38,40.62,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,3.44,119.82,0,403.57,0,0,0,0,0.68,0,0,41.16,25.76,15.24,100.37,11.45,0,0,30.46,0,13.99,0,0,0,22.46,0,34.05,0,0,0,0,0,0,0,0,0,112.7,0,0,41.06,17.11,0,0,37.36,120.27,0,0,17.61,12.04,31.76,341.15,0,0,0,0,0

33,08:00-08:15,6.28,19.27,9.33,362.35,25.38,23.6,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,0,0,0,0.68,0,0,41.16,12.88,15.24,100.37,11.45,0,0,30.46,0,13.99,0,0,0,22.46,0,34.05,0,0,0,0,0,0,0,0,0,112.7,0,0,41.06,8.55,0,0,26.64,120.27,0,0,17.61,11.87,15.88,341.15,0,0,0,0,0

34,08:15-08:30,6.28,19.27,9.33,362.35,25.38,22.84,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,0,0,0,0.68,0,0,31.51,12.88,15.24,100.37,11.45,0,0,30.46,0,13.99,0,0,0,22.46,0,38.31,0,0,0,0,0,0,0,0,0,90.16,0,0,41.06,8.55,0,0,26.64,120.27,0,0,8.81,11.93,15.88,341.15,0,0,0,0,0

35,08:30-08:45,12.57,19.27,9.33,362.35,12.69,22.84,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,0,0,0,0.7,0,0,31.51,12.88,15.24,100.37,11.45,0,0,30.46,0,13.99,0,0,0,22.46,0,38.31,0,0,0,0,0,0,0,0,0,67.62,0,0,41.06,8.55,0,0,24.59,78.61,0,0,8.81,12.52,15.88,341.15,0,0,0,0,0

36,08:45-09:00,12.57,19.27,9.33,362.35,12.69,11.42,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,0,0,0,0.7,0,0,20.15,12.88,10.15,100.37,11.45,0,0,30.46,0,13.99,0,0,0,22.46,0,38.31,0,0,0,0,0,0,0,0,0,45.08,0,0,41.06,8.55,0,0,24.59,78.61,0,0,8.81,12.52,15.88,341.15,0,0,0,0,0

37,09:00-09:15,12.57,19.27,9.33,362.35,12.69,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,0,0,0,0.7,0,0,20.15,12.88,10.15,100.37,11.76,0,0,30.46,0,16.48,0,0,0,23.16,0,38.31,0,0,0,0,0,0,0,0,0,22.17,0,0,41.06,8.55,0,0,24.59,78.61,0,0,8.81,12.52,15.88,341.15,0,0,0,0,0

38,09:15-09:30,12.57,19.27,9.33,362.35,12.69,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,0,0,0,0.7,0,0,9.9,12.88,10.15,100.37,11.76,0,0,30.46,0,16.48,0,0,0,23.16,0,34.05,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,12.52,15.88,341.15,0,0,0,0,0

39,09:30-09:45,12.57,19.27,9.33,362.35,12.69,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,0,0,0,0.7,0,0,9.9,12.88,5.08,100.37,11.76,0,0,30.46,0,16.48,0,0,0,23.16,0,34.05,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,12.52,15.88,341.15,0,0,0,0,0

40,09:45-10:00,12.57,19.27,9.33,362.35,12.69,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,0,0,0,0.7,0,0,9.9,12.88,5.08,100.37,11.76,0,0,30.46,0,16.48,0,0,0,23.16,0,34.05,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,12.52,15.88,341.15,0,0,0,0,0

41,10:00-10:15,6.28,19.27,9.33,362.35,12.69,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,0,0,0,0.7,0,0,0,12.88,5.08,100.37,12.14,0,0,30.46,0,16.48,0,0,0,24.36,0,34.05,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,11.35,15.88,341.15,0,0,0,0,0

42,10:15-10:30,6.28,19.27,9.33,362.35,12.69,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,0,0,0,0.7,0,0,0,12.88,5.08,100.37,12.14,0,0,30.46,0,16.48,0,0,0,24.36,0,34.05,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,11.35,15.88,341.15,0,0,0,0,0

43,10:30-10:45,6.28,19.27,9.33,362.35,12.69,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,0,0,0,0.7,0,0,0,12.88,0,100.37,13.59,0,0,30.46,0,16.48,0,0,0,24.36,0,34.05,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,11.35,15.88,341.15,0,0,0,0,0

44,10:45-11:00,6.28,19.27,9.33,362.35,12.69,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,0,0,0,0.7,0,0,0,12.88,0,100.37,13.59,0,0,30.46,0,16.48,0,0,0,24.36,0,34.05,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,11.35,15.88,341.15,0,0,0,0,0

45,11:00-11:15,12.57,19.27,9.33,362.35,12.69,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,0,0,0,0.7,0,0,0,12.88,0,100.37,13.59,0,0,30.46,0,16.48,0,0,0,24.36,0,34.05,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,11.35,15.88,341.15,0,0,0,0,0

46,11:15-11:30,12.57,19.25,9.33,362.35,12.69,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,0,0,0,0.7,0,0,0,12.88,0,100.37,13.59,0,0,30.46,0,16.48,0,0,0,24.36,0,34.05,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,11.35,15.88,341.15,0,0,0,0,0

47,11:30-11:45,12.57,19.27,0,362.35,0,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,1.98,0,0,0.7,0,0,0,12.88,0,100.37,13.59,0,0,30.46,0,16.48,0,0,0,24.36,0,34.05,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,11.35,15.88,341.15,0,0,0,0,0

48,11:45-12:00,12.57,19.27,0,362.35,0,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,1.98,0,0,0.7,0,0,0,12.88,0,100.37,13.59,0,0,30.46,0,16.48,0,0,0,24.36,0,34.05,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,11.35,15.88,341.15,0,0,0,0,0

49,12:00-12:15,12.57,19.27,0,362.35,0,0,0,0,102.1,0,0,81.42,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,1.98,0,0,0.7,0,0,0,12.88,0,84.17,13.59,0,0,30.46,0,16.48,0,0,0,24.35,0,34.05,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,11.35,0,341.15,0,0,0,0,0

50,12:15-12:30,6.28,19.27,0,362.35,0,0,0,0,94.99,0,0,80.9,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,1.98,0,0,0.7,0,0,0,12.88,0,78.56,13.59,0,0,30.46,0,16.48,0,0,0,24.35,0,34.05,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,11.35,0,341.15,0,0,0,0,0

51,12:30-12:45,6.28,19.27,0,304.53,0,0,0,0,82.97,0,0,75.93,0,0,0,49.53,0,0,0,0,110.25,0,403.57,0,1.48,0,0,0.7,0,0,0,12.88,0,77.76,13.59,0,0,30.46,0,16.48,0,0,0,24.34,0,34.05,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,11.35,0,341.15,0,0,0,0,0

52,12:45-13:00,6.28,19.27,0,304.53,0,0,0,0,82.97,0,0,75.93,0,0,0,49.53,0,0,0,0,110.25,0,403.57,0,1.48,0,0,0.7,0,0,0,12.88,0,77.76,13.59,0,0,30.46,0,16.48,0,0,0,24.34,0,34.05,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,11.35,0,341.15,0,0,0,0,0

53,13:00-13:15,6.28,19.27,0,304.53,0,0,0,0,82.46,0,0,75.6,0,0,0,49.53,0,0,0,0,95.7,0,403.57,0,1.48,0,0,0.7,0,0,0,12.88,0,77.76,13.59,0,0,30.46,0,16.48,0,0,0,24.34,0,34.05,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,11.35,0,341.15,0,0,0,0,0

54,13:15-13:30,6.28,19.27,0,304.53,0,0,0,0,82.46,0,0,75.6,0,0,0,49.53,0,0,0,0,95.7,0,403.57,0,1.48,0,0,0.7,0,0,0,12.88,0,77.76,13.59,0,0,30.46,0,16.48,0,0,0,24.34,0,34.05,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,11.35,0,341.15,0,0,0,0,0

55,13:30-13:45,6.28,19.27,0,304.53,0,0,0,0,71.4,0,0,70.74,0,0,0,49.53,0,0,0,0,87.29,0,403.57,0,1.48,0,0,0.7,0,0,0,12.88,0,77.76,13.59,0,0,30.46,0,16.48,0,0,0,24.33,0,34.05,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,11.35,0,341.15,0,0,0,0,0

56,13:45-14:00,6.28,19.27,0,304.53,0,0,0,0,71.4,0,0,70.74,0,0,0,49.53,0,0,0,0,87.29,0,403.57,0,1.48,0,0,0.7,0,0,0,12.88,0,77.76,13.59,0,0,30.46,0,16.48,0,0,0,24.33,0,34.05,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,11.35,0,341.15,0,0,0,0,0

57,14:00-14:15,6.28,19.27,0,304.53,0,0,0,0,70.81,0,0,70.44,0,0,0,49.53,0,0,0,0,99.94,0,391.86,0,1.48,0,0,0.7,0,0,0,12.88,0,77.76,13.59,0,0,30.46,0,16.48,0,0,0,24.33,0,34.05,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,11.35,0,341.15,0,0,0,0,0

58,14:15-14:30,6.28,19.27,0,304.53,0,0,0,0,70.81,0,0,70.44,0,0,0,49.53,0,0,0,0,99.94,0,389.64,0,1.48,0,0,0.7,0,0,0,12.88,0,77.76,13.59,0,0,30.46,0,16.48,0,0,0,24.33,0,34.05,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,11.35,0,341.15,0,0,0,0,0

59,14:30-14:45,6.28,19.27,0,304.53,0,0,0,0,70.81,0,0,70.76,0,0,0,49.53,0,0,0,0,99.94,0,389.64,0,1.48,0,0,0.7,0,0,0,12.88,0,77.76,11.45,0,0,28.53,0,16.48,0,0,0,24.33,0,34.05,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,11.35,0,341.15,0,0,0,0,0

60,14:45-15:00,6.28,19.27,0,304.53,0,0,0,0,70.81,0,0,70.76,0,0,0,49.53,0,0,0,0,99.94,0,389.64,0,1.48,0,0,0.7,0,0,0,12.88,0,77.76,11.45,0,0,28.53,0,16.48,0,0,0,24.33,0,34.05,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,11.35,0,341.15,0,0,0,0,0

