Block,Time,FSTPP I & II,KHSTPP-II,KOLDAM,NJPC,NNTPP,RIHAND1,SEWA2,TALA,UNCHAHAR4,ANTA_CRF,AURY_CRF,BSIUL,KGSU3AND4,KOTESHWR,NTPL,PARBATI3,RAMPUR,UNCHAHAR3,VALLURNTECL,AURY_RF,DADRI_CRF,CHAMERA3,DHAULIGNGA,KGSU1AND2,KISHANGANGA,NLCIIST1,RIHAND2,RSTPSU7,UNCHAHAR1,DULHASTI,KUDGI,NAPP,TANDA2,DADRI_GF,BRBCL,CHAMERA2,MAPS,NLCEXP,NLCTS2EXP,RAPPB,RIHAND3,SASAN,URI,CHAMERA1,JHAJJAR,NLCIIST2,TALST2,TANAKPUR,TEHRI,TelanganaSTPP,DADRI_LF,KKNP,RSTPSU1TO6,SALAL,UNCHAHAR2,URI2,ANTA_RF,AURY_LF,DADRT2,KHSTPP-I,KKNPPU2,RAPPC,SIMHST1,SIMHST2,SINGRAULI,SINGRAULI_HYDRO,ANTA_GF,ANTA_LF,AURY_GF,DADRI_RF
65,16:00-16:15,14.47,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,1.11,0,654.3,0,0,0,15.56,0,23.57,0,0,2.33,42.39,4.31,42.94,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

66,16:15-16:30,14.47,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,1.11,0,654.3,0,0,0,31.12,0,23.57,0,0,9.29,42.39,4.31,42.94,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

67,16:30-16:45,14.47,148.3,0,23.39,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,1.66,0,654.3,0,0,0.25,45.49,0,23.57,0,0,41.83,42.39,4.31,42.94,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

68,16:45-17:00,14.47,148.3,0,46.79,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,2,0,0,0,0,124.32,418.77,1.66,0,654.3,0,0,0.25,45.49,0,23.57,0,0,41.83,42.39,4.31,42.94,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

69,17:00-17:15,14.47,148.3,0,70.17,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,16.48,0,44.53,0,0,20,13.17,0,0,0,0,124.32,418.77,1.66,0,654.3,0,0,0.25,45.49,0,23.57,0,0,41.83,42.39,4.31,43.26,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

70,17:15-17:30,14.47,148.3,0,92.05,0,92,7.9,0,0,0,0,1.1,0,8.88,0,0,0,26.39,0,70.59,2.19,9.67,0,0,0,0,118.75,0,20.56,32.95,0,44.53,0,0,20,26.34,0,0,0,0,124.32,418.77,1.66,12.01,654.3,0,0,0.25,45.49,0,23.57,0,0,41.83,42.39,4.31,43.57,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

71,17:30-17:45,14.47,148.3,0,113.64,0,92,7.9,0,0,0,0,13.04,0,19.72,0,0,0,26.39,0,70.59,2.19,19.38,9.14,0,0,0,118.75,0,20.56,49.43,0,44.53,0,0,20,26.34,0,0,0,0,124.32,418.77,4.41,28.1,654.3,0,0,0.25,62.24,0,23.57,0,0,41.83,42.39,4.31,44.41,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

72,17:45-18:00,14.47,148.3,0,113.64,0,92,7.9,0,0,0,0,13.04,0,19.72,0,0,0,26.39,0,70.59,2.19,19.38,17.57,0,0,0,118.75,0,20.56,49.43,0,44.53,0,0,20,26.34,0,0,0,0,124.32,418.77,4.41,28.1,654.3,0,0,0.25,62.24,0,23.57,0,0,41.83,42.39,4.31,44.41,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

73,18:00-18:15,14.47,148.3,0,113.64,0,92,7.9,0,0,0,0,13.04,0,19.72,0,0,0,26.39,0,71.46,2.19,19.38,27.41,0,0,0,118.75,0,20.56,49.43,0,44.53,0,0,20,26.34,0,0,0,0,124.32,418.77,11.04,28.1,654.3,0,0,1.15,62.24,0,23.57,0,0,9.29,42.39,18.83,44.63,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

74,18:15-18:30,14.47,148.3,0,113.64,0,92,7.9,0,0,0,0,13.04,0,19.72,0,0,0,26.39,0,71.46,2.19,19.38,27.41,0,0,0,118.75,0,20.56,49.43,0,44.53,0,0,20,26.34,0,0,0,0,124.32,418.77,11.04,28.1,654.3,0,0,1.15,62.24,0,23.57,0,0,1.4,42.39,18.83,44.83,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

75,18:30-18:45,14.47,148.3,0,113.64,0,92,7.9,0,0,0,0,13.04,0,19.72,0,0,0,26.39,0,71.46,2.19,19.38,27.41,0,0,0,118.75,0,20.56,49.43,0,44.53,0,0,20,26.34,0,0,0,0,124.32,418.77,11.04,12.01,654.3,0,0,5.76,62.24,0,23.57,0,0,1.4,42.39,18.83,44.83,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

76,18:45-19:00,14.47,148.3,0,113.64,0,92,0,0,0,0,0,1.1,0,8.88,0,0,0,26.39,0,71.46,2.19,9.67,27.41,0,0,0,118.75,0,20.56,32.95,0,44.53,0,0,20,26.34,0,0,0,0,124.32,418.77,26.49,0,654.3,0,0,5.76,62.24,0,23.57,0,0,1.4,42.39,18.83,44.83,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

77,19:00-19:15,14.47,148.3,0,93.46,0,92,0,0,0,0,0,0,0,8.88,0,3.82,0,26.39,0,71.46,2.19,9.67,27.41,0,0,0,118.75,0,20.56,16.48,0,44.53,0,0,20,26.34,0,0,0,0,124.32,418.77,26.49,0,654.3,0,0,5.76,46.68,0,23.57,0,0,1.4,42.39,18.83,45.05,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

78,19:15-19:30,14.47,148.3,0,46.79,0,92,0,0,0,0,0,0,0,8.88,0,16.55,0,26.39,0,71.46,2.19,9.67,16.37,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,26.34,0,0,0,0,124.32,418.77,26.49,0,654.3,0,0,5.76,46.68,0,23.57,0,0,1.4,42.39,18.83,45.05,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

79,19:30-19:45,14.47,148.3,0,23.39,0,92,0,0,0,0,0,0,0,8.88,0,16.55,0,26.39,0,71.46,2.19,9.67,7.92,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,13.17,0,0,0,0,124.32,418.77,26.49,0,654.3,0,0,0.25,31.12,0,23.57,0,0,1.4,42.39,4.31,44.41,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

80,19:45-20:00,14.47,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,16.55,0,26.39,0,71.46,2.19,9.67,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,26.49,0,654.3,0,0,0.25,31.12,0,23.57,0,0,1.4,42.39,4.31,44.41,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

81,20:00-20:15,14.47,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,16.55,0,26.39,0,71.46,2.19,9.67,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,26.49,0,654.3,0,0,0.25,31.12,0,23.57,0,0,1.4,42.39,4.31,44.41,0,623.21,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

82,20:15-20:30,14.47,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,16.55,0,26.39,0,71.46,2.19,9.67,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,15.45,0,654.3,0,0,0.25,15.56,0,23.57,0,0,1.4,42.39,4.31,44.41,0,573.22,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

83,20:30-20:45,14.47,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,16.55,0,26.39,0,71.46,2.19,9.67,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,15.45,0,654.3,0,0,0.25,0,0,23.57,0,0,1.4,42.39,7.13,44.41,0,523.22,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

84,20:45-21:00,14.47,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,3.56,0,26.39,0,71.46,2.19,9.67,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,15.45,0,654.3,0,0,0.25,0,0,23.57,0,0,1.4,42.39,7.13,44.41,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

85,21:00-21:15,14.47,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,71.46,2.19,9.67,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,12.15,0,654.3,0,0,0.25,0,0,23.57,0,0,1.4,42.39,7.13,44.41,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

86,21:15-21:30,14.47,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,71.46,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,12.15,0,654.3,0,0,0.25,0,0,23.57,0,0,1.4,42.39,7.13,44.41,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

87,21:30-21:45,14.47,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,71.46,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,348.98,15.45,0,654.3,0,0,0.25,0,0,23.57,0,0,1.4,42.39,7.13,44.41,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

88,21:45-22:00,15.2,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,71.46,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,348.98,15.45,0,654.3,0,0,0.25,0,0,23.57,0,0,1.4,42.39,7.13,44.41,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

89,22:00-22:15,15.99,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,71.46,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,348.98,12.15,0,654.3,0,0,0.25,0,0,23.57,0,0,1.4,42.39,7.13,44.63,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

90,22:15-22:30,15.99,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,71.46,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,348.98,12.15,0,654.3,0,0,0.25,0,0,23.57,0,0,1.4,42.39,7.13,44.83,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

91,22:30-22:45,15.99,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,71.46,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,348.98,13.25,0,654.3,0,0,0.25,0,0,23.57,0,0,1.4,42.39,7.13,44.83,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

92,22:45-23:00,15.99,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,71.46,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,348.98,2.21,0,654.3,0,0,0.25,0,0,23.57,0,0,1.4,42.39,7.13,44.83,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

93,23:00-23:15,15.99,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,71.46,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,348.98,3.31,0,654.3,0,0,0.25,0,0,23.57,0,0,1.4,42.39,7.13,44.83,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

94,23:15-23:30,15.99,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,71.46,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,348.98,3.31,0,654.3,0,0,0.25,0,0,23.57,0,0,1.4,42.39,7.13,45.05,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

95,23:30-23:45,15.99,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,71.46,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,348.98,3.31,0,654.3,0,0,0.25,0,0,23.57,0,0,1.4,42.39,7.13,45.05,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

96,23:45-24:00,15.99,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,71.46,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,348.98,3.31,0,654.3,0,0,0.25,0,0,23.57,0,0,1.4,42.39,7.13,45.05,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

