Column1,Time,L_NR_2019_19,GNARE/NR/2024/12/20/3668,NR/01102023/13082046/L_NR_2021_12,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,GNA/NR/2025/08/01/6475,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,GNA/NR/2025/08/01/5126,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/1196,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/08/01/6452,GNA/NR/2025/06/07/5932,NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/8128,GNA/NR/2025/07/01/2952,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,GNA/NR/2025/08/01/5784,GNA/NR/2025/08/01/2414,GNA/NR/2025/08/01/4452,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/08/01/6209,NR/01102023/22052037/LT-59,GNA/NR/2025/07/01/1044,GNA/NR/2025/08/01/6187,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/08/01/4125,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06
17,04:00-04:15,0,0,0,5.82,0,0,13.16,39.46,0,20.71,10.33,52.79,0,70,24,0,8.72,19.2,24.23,0,24,-0,38.39,149.26,18.47,6.13,2.02,26.93,26.93,95.98,47.99,15.21,53.75,95.98,10.45,3.13,9.21,6.33,8.72,36.67,0,0,0,0,0,36.66,0,12.67,0,13.16

18,04:15-04:30,0,0,0,5.82,0,0,11.88,35.62,0,20.71,10.33,52.79,0,70,24,0,8.72,19.2,24.23,0,24,-0,38.39,149.26,18.47,6.13,2.02,26.93,26.93,95.98,47.99,15.21,53.75,95.98,10.45,3.13,9.21,6.33,8.72,35.33,0,0,0,0,0,35.34,0,12,0,11.88

19,04:30-04:45,0,0,0,5.82,0,0,11.79,35.36,0,20.71,10.33,52.79,0,70,24,0,8.72,19.2,24.23,0,24,-0,38.39,149.26,18.47,6.13,2.02,26.93,26.93,95.98,47.99,15.21,53.75,95.98,10.45,3.13,9.21,6.33,8.72,34,0,0,0,0,0,34,0,8.67,0,11.79

20,04:45-05:00,0,0,0,5.82,0,0,11.33,34,0,20.71,10.33,52.79,0,70,24,0,8.72,19.2,24.23,0,24,-0,38.39,149.26,18.47,6.13,2.02,26.93,26.93,95.98,47.99,15.21,53.75,95.98,10.45,3.13,9.21,6.33,8.72,32.33,0,0,0,0,0,32.34,0,8.67,0,11.33

21,05:00-05:15,0,0,0,5.82,0,0,10.23,30.69,0,20.71,10.33,52.79,0,70,24,0,8.72,19.2,24.23,0,24,-0,38.39,149.26,18.28,6.13,2.02,26.93,26.93,95.98,47.99,15.21,53.75,95.98,10.45,3.13,9.21,6.14,8.72,31.33,0,0,0,0,0,31.34,0,8.33,0,10.23

22,05:15-05:30,0,0,0,5.82,0,0,9.15,27.44,0,20.71,10.33,52.79,0,70,24,0,8.72,19.2,24.23,0,24,-0,38.39,149.26,18.28,6.13,2.02,26.93,26.93,95.98,47.99,15.21,53.75,95.98,10.45,3.13,9.21,6.14,8.72,30.67,0,0,0,0,0,30.66,0,8,0,9.15

23,05:30-05:45,0,0,0,5.82,0,0,7.98,23.92,0,20.71,10.33,52.79,0,70,24,0,8.72,19.2,26.24,0,24,-0,38.39,149.26,18.28,6.13,2.02,26.93,26.93,95.98,47.99,15.21,53.75,95.98,10.45,3.13,9.21,6.14,8.72,30,0,0,0,0,0,30,0,7.67,0,7.98

24,05:45-06:00,0,0.16,0,5.82,0,0,7.21,21.6,0,20.71,10.33,52.79,0,70,24,0,8.72,19.2,26.24,0,24,-0,38.39,149.26,18.28,6.13,2.02,26.93,26.93,95.98,47.99,15.21,53.75,95.98,10.45,3.13,9.21,6.14,8.72,29.67,0,0,0,0,0,29.66,0,7.18,0,7.21

25,06:00-06:15,0.95,0.79,0.8,5.82,0,3.9,7.19,21.55,3.7,20.71,10.33,52.79,0,70,24,0,8.72,19.2,26.24,0,24,-0,38.39,149.26,18.28,6.13,2.02,26.93,26.93,95.98,47.99,15.21,53.75,95.98,10.45,3.13,9.21,6,8.72,29.33,0,1,1,0,1,29.34,0.16,6.44,1,7.19

26,06:15-06:30,3,1.94,1.53,5.82,0,6.5,6.86,20.59,6.7,20.71,10.33,52.79,0,70,24,0,8.72,19.2,26.24,0,24,-0,38.39,149.26,18.28,6.13,2.02,26.93,26.93,95.98,47.99,15.21,53.75,95.98,10.45,3.13,9.21,6,8.72,29,0,2,2,1,2,29,0.31,5.74,2,6.86

27,06:30-06:45,6.51,3.75,2.27,5.82,3,9.5,11.67,34.99,10.5,20.71,10.33,52.79,0.52,70,24,0.52,8.72,19.2,25.73,0.39,24,-0,38.39,149.26,18.28,6.13,2.02,26.93,26.93,95.98,47.99,15.21,53.75,95.98,10.45,3.13,9.21,6,8.72,35.67,0,5,4,2,3,35.66,0.46,9.33,4,11.67

28,06:45-07:00,11.38,6.4,16.39,5.82,5,13.1,11.67,34.99,15.3,20.71,10.33,52.79,1.14,70,24,1.14,8.72,19.2,25.73,0.88,24,-0,38.39,149.26,18.28,6.13,2.02,26.93,26.93,95.98,47.99,15.21,53.75,95.98,10.45,3.13,9.21,6,8.72,36,0,7,6,4,4,36,3.28,9.33,7,11.67

29,07:00-07:15,17.47,9.96,25.92,5.82,8,16.3,11.67,34.99,21.1,20.71,10.33,52.79,1.88,70,24,1.88,8.72,19.2,25.23,1.45,24,-0,38.39,149.26,18.19,6.13,2.02,26.93,26.93,95.98,47.99,15.21,53.75,95.98,10.45,3.15,9.21,6,8.72,36.33,0,11,9,6,5,36.34,5.19,9.33,11,11.67

30,07:15-07:30,24.11,14.19,36.44,5.82,13,20.1,11.67,34.99,27.7,20.71,10.33,52.79,2.8,70,24,2.8,8.72,19.2,25.23,2.16,24,-0,38.39,149.26,18.19,6.13,2.02,26.93,26.93,95.98,47.99,15.21,53.75,95.98,10.45,3.15,9.21,6,8.72,36.67,0,16,12,8,7,36.66,7.29,9.33,13,11.67

31,07:30-07:45,31.6,19.25,48.47,5.82,20,24,8.98,26.95,33,20.71,10.33,52.79,3.67,70,24,3.67,8.72,19.2,26.24,2.84,24,-0,38.39,149.26,18.19,6.13,2.02,26.93,26.93,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,6,8.72,28.17,0,20,16,10,12,28.16,9.7,6.59,23,8.98

32,07:45-08:00,39.62,25.22,61.9,5.82,26,28,10,30,33,20.71,10.33,52.79,4.76,70,24,4.76,8.72,19.2,26.24,3.68,24,-0,38.39,149.26,18.19,6.19,2.02,26.93,26.93,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,6,8.72,29.51,0,27,19,13,16,29.52,12.38,7.14,29,10

33,08:00-08:15,47.98,28.44,76.8,5.82,31.9,31.9,10.28,30.83,31.9,20.71,10.71,52.79,6.02,70,24,6.02,8.72,19.2,25.22,4.65,24,-0,38.39,149.26,18.19,6.7,2.02,26.93,26.93,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,5.86,8.72,30.77,0,34,30,17,20,30.76,15.36,7.53,35,10.28

34,08:15-08:30,56.53,35.46,92.53,5.82,33,33,10.67,31.99,33,20.71,10.71,52.79,7.24,70,24,7.24,8.72,19.2,25.22,5.59,24,-0,38.39,149.26,18.19,6.7,2.02,26.93,26.93,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,5.86,8.72,32.05,0,41,36,20,23,32.06,18.51,7.87,40,10.67

35,08:30-08:45,64.42,42.62,96.17,5.82,33,33,11.14,33.39,33,20.71,10.71,52.79,8.5,70,24,8.5,8.72,19.2,25.22,6.56,24,-0,38.39,149.26,18.19,6.7,2.02,26.93,26.93,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,5.86,8.72,28.43,0,47,42,23,26,28.44,19.23,8.2,47,11.14

36,08:45-09:00,77.2,49.65,112.27,5.82,33,33,11.57,34.69,33,20.71,10.71,52.79,9.72,70,24,9.72,8.72,19.2,26.24,7.51,24,-0,38.39,149.26,18.19,6.7,2.02,26.93,26.93,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,5.86,8.72,30.54,0,52,48,26,29,30.55,22.46,8.58,53,11.57

37,09:00-09:15,85.71,56.33,127.92,5.81,33,33,12.27,36.81,33,20.71,10.56,52.79,10.9,70,24,10.9,8.72,19.2,25.23,8.43,24,-0,38.39,149.26,18.19,6.7,2.02,26.94,26.94,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,5.86,8.72,32.87,0,57,54,29,31,32.88,25.59,9.07,58,12.27

38,09:15-09:30,93.86,62.7,142.97,5.81,33,33,12.82,38.46,33,20.71,10.56,52.79,12.02,70,24,12.02,8.72,19.2,25.23,9.29,24,-0,38.39,149.26,18.19,6.7,2.02,26.94,26.94,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,5.86,8.72,35.51,0,60,60,30,34,35.52,28.6,9.69,64,12.82

39,09:30-09:45,100.63,71.05,157.32,2,33,33,13.67,40.98,33,20.71,10.56,52.79,12.96,70,24,12.96,8.72,19.2,22.2,10.02,24,-108.33,38.39,149.26,18.19,6.7,4.46,26.94,26.94,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,5.86,8.72,38.42,0,65,64,32,36,38.41,31.47,10.42,73,13.67

40,09:45-10:00,107.15,76.52,170.77,2,33,33,14.42,43.26,33,20.71,10.56,52.79,13.9,70,24,13.9,8.72,19.2,22.2,10.74,24,-216.67,38.39,149.26,18.19,6.7,4.46,26.94,26.94,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,5.86,8.72,41.67,0,70,69,35,38,41.66,34.16,11.24,75,14.42

41,10:00-10:15,112.66,81.57,183.04,2,33,33,15.77,47.28,33,20.71,10.71,52.79,14.73,70,24,14.73,8.72,19.2,22.2,11.38,24,-216.67,38.39,149.26,18.37,6.7,4.5,26.94,26.94,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,5.86,8.72,44.51,0,75,70,37,40,44.52,36.61,11.63,82,15.77

42,10:15-10:30,113.24,86.29,194.21,2,33,33,16.28,48.83,33,20.71,10.71,52.79,15.44,70,24,15.44,8.72,19.2,22.2,11.94,24,-216.67,38.39,149.26,18.37,6.7,4.5,26.94,26.94,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,5.86,8.72,45.78,0,79,75,39,41,45.78,38.84,11.9,87,16.28

43,10:30-10:45,114.47,91.87,218.88,2,33,33,17.17,51.51,33,20.71,10.71,52.79,15.98,70,24,15.98,8.72,19.2,22.2,12.35,24,-216.67,38.39,149.26,18.37,6.7,4.5,26.94,26.94,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,5.86,8.72,46.76,0,83,79,42,42,46.77,43.78,12.18,93,17.17

44,10:45-11:00,113.77,96.18,233.44,2,33,33,18.1,54.31,33,20.71,10.71,52.79,16.75,70,24,16.75,8.72,19.2,22.2,12.93,24,-216.67,38.39,149.26,18.37,6.7,4.5,26.94,26.94,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,5.86,8.72,47.69,0,85,81,43,43,47.7,46.69,12.41,96,18.1

45,11:00-11:15,106.66,98.43,246.08,2,33,33,18.44,55.33,33,20.71,10.71,52.79,17.21,70,24,17.21,8.72,19.2,21.7,13.3,24,-216.67,38.39,149.26,18.37,6.7,2.02,26.94,26.94,95.98,47.99,15.21,53.75,95.98,10.84,3.19,9.21,5.12,8.72,47.63,0,93,84,47,43,47.64,49.22,12.81,98,18.44

46,11:15-11:30,105.82,99.8,250,2,33,33,18.79,56.36,33,20.71,10.71,52.79,17.61,70,24,17.61,8.72,19.2,21.7,13.61,24,-216.67,38.39,149.26,18.37,6.7,2.02,26.94,26.94,95.98,47.99,15.21,53.75,95.98,10.84,3.19,9.21,5.12,8.72,47.25,0,93,84,47,43,47.26,50,13.26,100,18.79

47,11:30-11:45,109.57,100,250,7,33,33,19.12,57.35,33,20.71,10.71,52.79,17.82,70,24,17.82,8.72,19.2,21.7,13.77,24,-108.33,38.39,149.26,18.37,6.7,2.02,26.94,26.94,95.98,47.99,15.21,53.75,95.98,10.84,3.19,9.21,5.12,8.72,46.51,0,93,84,47,43,46.5,50,13.78,100,19.12

48,11:45-12:00,112.01,100,250,7.4,33,33,19.53,58.6,33,20.71,10.71,52.79,17.91,70,24,17.91,8.72,19.2,21.7,13.84,24,-0,38.39,149.26,18.37,6.7,2.02,26.94,26.94,95.98,47.99,15.21,53.75,95.98,10.84,3.19,9.21,5.12,8.72,45.88,0,93,84,47,43,45.87,50,14.32,100,19.53

49,12:00-12:15,115.01,100,250,8,33,33,18.23,54.68,33,20.71,10.71,52.79,17.91,70,24,17.91,8.72,19.2,21.7,13.84,24,-0,38.39,149.26,18.37,6.7,2.02,26.95,26.95,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,6.05,8.72,45.85,0,93,84,47,43,45.84,50,17.72,100,18.23

50,12:15-12:30,117.37,100,250,9,33,33,19.33,57.98,33,20.71,10.71,52.79,17.91,70,24,17.91,8.72,19.2,21.7,13.84,24,-0,38.39,149.26,18.37,6.7,2.02,26.95,26.95,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,6.05,8.72,46.41,0,93,84,47,43,46.41,50,18.23,100,19.33

51,12:30-12:45,114.5,100,250,9.6,33,33,17.67,52.99,33,20.71,10.71,52.79,17.91,70,24,17.91,8.72,19.2,21.7,13.84,24,-0,38.39,149.26,18.37,6.7,2.02,26.95,26.95,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,6.05,8.72,47.12,0,93,84,47,43,47.11,50,16.67,100,17.67

52,12:45-13:00,111.25,100,250,10,33,33,18.17,54.49,33,20.71,10.71,52.79,17.91,70,24,17.91,8.72,19.2,21.7,13.84,24,-0,38.39,149.26,18.37,6.7,2.02,26.95,26.95,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,6.05,8.72,47.71,0,93,84,47,43,47.72,50,16.67,100,18.17

53,13:00-13:15,107.3,100,250,10.4,33,33,19.17,57.49,33,20.71,10.71,52.79,17.91,70,24,17.91,8.72,19.2,21.7,13.84,24,-0,38.39,149.26,18.37,6.7,4.51,26.95,26.95,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,6.24,8.72,48.27,0,93,84,47,43,48.28,50,18.56,100,19.17

54,13:15-13:30,108.2,100,250,11.61,33,33,20.28,60.82,33,20.71,10.71,52.79,17.91,70,24,17.91,8.72,19.2,21.7,13.84,24,-0,38.39,149.26,18.37,6.7,4.51,26.95,26.95,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,6.24,8.72,48.75,0,93,84,47,43,48.76,50,18.95,98,20.28

55,13:30-13:45,106.1,100,249.66,16,33,33,20.48,61.43,33,20.71,10.71,52.79,17.91,70,24,17.91,8.72,19.2,21.7,13.84,24,-0,38.39,149.26,18.37,6.7,4.51,26.95,26.95,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,6.24,8.72,49.2,0,93,84,47,42,49.2,49.93,19.33,97,20.48

56,13:45-14:00,98.61,100,250,16.2,33,33,20.7,62.09,33,20.71,10.71,52.79,17.84,70,24,17.84,8.72,19.2,21.7,13.79,24,-0,38.39,149.26,18.37,6.7,4.51,26.95,26.95,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,6.24,8.72,49.42,0,93,84,47,42,49.43,50,19.62,95,20.7

57,14:00-14:15,90.85,100,250,16.6,33,33,25,75,33,20.71,10.71,52.79,17.37,70,24,17.37,8.72,19.2,20.18,13.42,24,-0,38.39,149.26,18.55,6.51,4.46,26.95,26.95,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,6.98,8.72,59.33,0,93,84,47,41,59.34,50,23.67,93,25

58,14:15-14:30,82.87,98.37,250,17,33,33,25.33,75.98,33,20.71,10.71,52.79,17.12,70,24,17.12,8.72,19.2,20.18,13.23,24,-0,38.39,149.26,18.55,6.51,4.46,26.95,26.95,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,6.98,8.72,59.43,0,90,84,45,41,59.42,50,23.66,89,25.33

59,14:30-14:45,84.31,95.41,233.33,17,33,33,26.37,79.09,33,20.71,10.71,52.79,16.95,70,24,16.95,8.72,19.2,20.18,13.1,24,-0,38.39,149.26,18.55,6.51,4.46,26.95,26.95,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,6.98,8.72,61.67,0,87,78,43,39,61.66,46.67,31.67,89,26.37

60,14:45-15:00,78.07,91.88,220.83,17,33,33,27.32,81.94,33,20.71,10.71,52.79,16.41,70,24,16.41,8.72,19.2,20.18,12.67,24,-0,38.39,149.26,18.55,6.51,4.43,26.95,26.95,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,6.98,8.72,61.33,0,83,75,42,38,61.34,44.17,31.33,88,27.32

61,15:00-15:15,69.37,87.14,209.79,17,33,33,26.67,79.99,33,20.71,10.71,52.79,15.36,70,24,15.36,8.72,19.2,21.19,11.87,24,-0,38.39,149.26,18.55,6.7,3.55,26.95,26.95,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,7.45,8.72,61,0,79,70,39,37,61,41.96,28.33,85,26.67

62,15:15-15:30,69.5,82.1,200.38,17,33,33,26.11,78.33,33,20.71,10.71,52.79,14.73,70,24,14.73,8.72,19.2,21.19,11.38,24,-0,38.39,149.26,18.55,6.7,3.55,26.95,26.95,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,7.45,8.72,60,0,73,67,37,36,60,40.08,28.67,78,26.11

63,15:30-15:45,61.96,76.98,189.54,17,33,33,26.24,78.71,33,20.71,10.71,52.79,14.06,70,24,14.06,8.72,19.2,21.7,10.86,24,-0,38.39,173.12,18.55,6.88,4.61,26.95,26.95,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,7.45,8.72,58.33,0,68,64,34,33,58.34,37.91,29.67,73,26.24

64,15:45-16:00,54.37,71.85,177.89,17,33,33,26.29,78.88,33,20.71,10.71,52.79,12.9,70,24,12.9,8.72,19.2,21.7,9.96,24,-0,38.39,183.96,18.55,6.88,4.61,26.95,26.95,95.98,47.99,15.21,53.75,95.98,10.45,3.19,9.21,7.45,8.72,56.99,0,63,60,32,32,57,35.58,30,69,26.29

65,16:00-16:15,46.28,66.32,164.57,17,24,33,26.23,78.68,33,20.71,10.71,52.79,11.43,70,24,11.43,8.72,19.2,22.2,8.82,24,-0,56.26,190.99,18.74,6.83,4.62,26.95,26.95,95.98,47.99,15.21,83.62,95.98,10.84,3.19,9.21,7.91,8.72,57.9,0,59,55,29,29,57.9,32.91,28.33,63,26.23

66,16:15-16:30,37.01,60.58,150.35,17,16,33,25.6,76.81,33,20.71,10.71,52.79,10.93,70,24,10.93,8.72,19.2,22.2,8.45,24,-0,56.26,194.25,18.74,6.83,4.62,26.95,26.95,95.98,47.99,15.21,83.62,95.98,10.84,3.19,9.21,7.91,8.72,59.52,0,53,49,27,25,59.53,30.07,28.67,57,25.6

67,16:30-16:45,31.62,54.57,135.2,17,8,33,24.88,74.64,33,20.71,10.71,52.79,9.95,70,24,9.95,8.72,19.2,21.19,7.68,24,-0,56.26,232.65,18.74,6.83,4.62,26.95,26.95,95.98,47.99,15.21,102.55,95.98,10.84,3.19,9.21,7.91,8.72,65,0,43,37,22,20,65,27.04,29,47,24.88

