Block,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/14082046/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,NR/01062024/30062024/IEPL01,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01102023/05012040/L_NR_2020_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01062024/15062024/1000011005-GOHP-BRPL,NR/01102023/06022042/L_NR_2012_07,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01062024/15062024/1000011003-KWHPS-BRPL(DISCOM),NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/15082037/GNA_NR_2012_01,NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01062024/30062024/R2,NR/01102023/23072042/L_NR_2012_04
18,04:15-04:30,0,20.66,44.33,0,66,0,15.92,0,0,0,0,0,0,0,44.33,0,22,22,0,0,0,30.880000,0.000000,24.120000,8.670000,0.000000,0.000000,7.910000,0.000000,100.230000,48.240000,272.830000,24.660000,28.260000,12.520000,261.970000,15.390000,38.600000,24.120000,6.730000,0.000000,24.120000,48.240000,76.510000,48.240000,24.120000,13.450000,100.520000,24.120000,24.120000,0.000000

19,04:30-04:45,0,21.66,38.33,0,60,0,15.98,0,0,0,0,0,0,0,38.33,0,20,20,0,0,0,30.880000,0.000000,24.120000,8.670000,0.000000,0.000000,7.910000,0.000000,107.800000,48.240000,272.830000,24.660000,28.260000,12.520000,261.970000,15.390000,38.600000,24.120000,6.730000,0.000000,24.120000,48.240000,76.510000,48.240000,24.120000,13.450000,100.520000,24.120000,24.120000,0.000000

20,04:45-05:00,0,21.66,38.33,0,60,0,16.15,0,0,0,0,0,0,0,38.33,0,20,20,0,0,0,30.880000,0.000000,24.120000,8.670000,0.000000,0.000000,7.910000,0.000000,107.800000,48.240000,272.830000,24.660000,28.260000,12.520000,261.970000,15.390000,38.600000,24.120000,6.730000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,13.450000,100.520000,24.120000,24.120000,0.000000

21,05:00-05:15,0,21.66,38.67,0,60,0,15.99,0,0,0,0,0,0,0,38.67,0,20,20,0,0,0,30.880000,0.000000,24.120000,8.670000,0.000000,0.000000,7.760000,0.000000,66.190000,48.240000,272.830000,24.660000,28.260000,12.340000,261.970000,15.390000,38.600000,24.120000,6.590000,0.000000,24.120000,48.240000,76.510000,48.240000,24.120000,13.450000,100.520000,24.120000,24.120000,0.000000

22,05:15-05:30,0,21.66,39.33,0,61.5,0,15.4,0,0,0,0,0,0,0,39.33,0,20.5,20.5,0,0,0,30.880000,0.000000,24.120000,8.670000,0.000000,0.000000,7.760000,0.000000,66.190000,48.240000,272.830000,24.660000,27.260000,12.340000,261.970000,15.390000,38.600000,24.120000,6.590000,0.000000,24.120000,48.240000,76.510000,48.240000,24.120000,13.450000,100.520000,24.120000,24.120000,0.000000

23,05:30-05:45,0,13.34,41.67,1.247104,45,0,14.21,0,0,0,0,0,0,0,41.67,0,15,15,0,0,0,30.880000,0.000000,24.120000,8.670000,0.000000,0.000000,7.760000,0.000000,66.190000,48.240000,272.830000,24.660000,26.750000,12.340000,261.970000,15.390000,38.600000,24.120000,6.590000,0.000000,24.120000,48.240000,76.510000,48.240000,24.120000,13.450000,100.520000,24.120000,24.120000,0.000000

24,05:45-06:00,0,13.34,42.67,2.650096,46,0,13.53,0,0,0.2,0,0.26,0,0,42.67,0,15.34,15.33,0.18,0,1.31,30.880000,0.000000,24.120000,8.670000,0.000000,0.000000,7.760000,0.000000,66.190000,48.240000,272.830000,24.660000,26.750000,12.340000,261.970000,15.390000,38.600000,24.120000,6.590000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,13.450000,100.520000,24.120000,24.120000,0.000000

25,06:00-06:15,10.28,13.34,44,5.007902,47.5,0,13.3,1,1,1,0,1.09,1,0,44,0,15.84,15.83,1.67,0,5.46,30.880000,0.000000,24.120000,8.440000,0.000000,0.000000,7.530000,0.000000,66.190000,48.240000,272.830000,24.660000,26.750000,12.250000,261.970000,15.390000,38.600000,24.120000,6.450000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,13.450000,100.520000,24.120000,24.120000,0.000000

26,06:15-06:30,21.46,13.34,45,9.070733,49.5,2.04,12.52,1,4,2,0,2.16,2,1,45,2,16.5,16.5,3.82,0,10.78,30.880000,0.160000,24.120000,8.440000,0.160000,0.000000,7.530000,0.160000,66.190000,48.240000,272.830000,24.660000,27.260000,12.250000,261.970000,15.390000,38.600000,24.120000,6.450000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,13.450000,100.520000,24.120000,24.120000,0.000000

27,06:30-06:45,29.14,13.34,48.33,13.620714,52.5,5.85,11.33,3,7,5,0,3.34,5,3,48.33,6,17.5,17.5,6.57,0,16.68,30.880000,0.690000,24.120000,8.440000,0.710000,0.000000,7.530000,0.690000,66.190000,48.240000,272.830000,24.660000,27.260000,12.250000,259.570000,15.390000,38.600000,24.120000,6.450000,0.000000,24.120000,48.240000,67.220000,48.240000,24.120000,13.450000,96.990000,24.120000,24.120000,0.000000

28,06:45-07:00,33,14,50.67,18.940392,57.5,13.04,10.79,6,14,6,0,4.7,8,4,50.67,11,19.16,19.17,9.55,0,23.5,30.880000,1.070000,24.120000,8.440000,1.100000,0.000000,7.530000,1.070000,66.190000,48.240000,272.830000,24.660000,27.260000,12.250000,259.570000,15.390000,38.600000,24.120000,6.450000,0.000000,24.120000,48.240000,67.220000,48.240000,24.120000,13.450000,96.990000,24.120000,24.120000,0.000000

29,07:00-07:15,32.56,14.34,58.33,24.981052,62.5,22.31,19,9,21,8,0,6.68,11,5,58.33,20,20.84,20.83,13.94,0,33.4,30.880000,1.540000,24.120000,7.830000,1.580000,0.000000,7.290000,1.540000,66.190000,48.240000,272.830000,24.660000,27.260000,12.160000,259.570000,15.390000,38.600000,24.120000,6.310000,0.000000,24.120000,48.240000,67.220000,48.240000,24.120000,13.450000,100.520000,24.120000,24.120000,0.000000

30,07:15-07:30,29.48,15,61.67,31.625778,67.5,29.48,18.8,15,35,12.86,0,9.14,16,8,61.67,29.49,22.5,22.5,18.06,0,45.72,30.880000,2.100000,24.120000,7.830000,2.150000,0.000000,7.290000,2.100000,66.190000,48.240000,272.830000,24.660000,27.260000,12.160000,201.530000,15.390000,38.600000,24.120000,6.310000,0.000000,24.120000,48.240000,57.600000,48.240000,24.120000,13.450000,100.520000,24.120000,24.120000,0.000000

31,07:30-07:45,31.48,21.66,63,38.445878,77.5,31.48,18.6,21,49,16.18,0,11.88,23,12,63,31.49,25.84,25.83,23.11,0,59.39,22.950000,2.740000,24.120000,7.830000,2.810000,0.000000,7.290000,2.740000,66.190000,48.240000,231.580000,24.660000,27.260000,12.160000,199.140000,22.950000,38.600000,24.120000,6.310000,0.000000,24.120000,48.240000,57.600000,48.240000,24.120000,9.650000,100.520000,24.120000,24.120000,0.000000

32,07:45:08:00,32.17,22,63.33,45.509553,87.5,32.17,18,27,63,19.59,0,14.91,31,15,63.33,32.16,29.16,29.17,27.79,0,74.54,22.950000,3.960000,24.120000,7.830000,4.060000,0.000000,7.290000,3.960000,66.190000,48.240000,192.980000,24.660000,27.260000,12.160000,145.620000,22.950000,38.600000,24.120000,6.310000,0.000000,24.120000,48.240000,57.600000,48.240000,24.120000,9.650000,100.520000,24.120000,24.120000,0.000000

33,08:00-08:15,32.33,22.66,64.33,52.797317,92.5,32.33,17.6,33,77,22.69,0,18.2,37,18,64.33,32.34,30.84,30.83,33.82,0,90.99,22.950000,5.180000,24.120000,7.830000,5.310000,0.000000,6.990000,5.180000,66.190000,48.240000,150.050000,24.660000,27.760000,11.970000,143.220000,22.950000,38.600000,24.120000,6.210000,0.000000,24.120000,48.240000,57.600000,48.240000,24.120000,9.650000,100.520000,24.120000,24.120000,0.000000

34,08:15-08:30,32.83,25,65,60.231226,97.5,32.83,17,39,91,25.41,0,21.67,43,22,65,32.84,32.5,32.5,39.51,0,108.35,22.950000,6.430000,24.120000,7.830000,6.590000,0.000000,6.990000,6.430000,66.190000,48.240000,150.050000,24.660000,28.260000,11.970000,143.220000,22.950000,38.600000,24.120000,6.210000,0.000000,24.120000,48.240000,57.600000,48.240000,24.120000,9.650000,100.520000,24.120000,24.120000,0.000000

35,08:30-08:45,33,27.34,66,67.489761,100,33,16.4,45,105,28.39,0,24.93,50,25,66,33,33.34,33.33,48.26,0,124.64,22.950000,7.590000,24.120000,7.830000,7.770000,0.000000,6.990000,7.590000,66.190000,48.240000,150.050000,24.660000,29.270000,11.970000,142.810000,22.950000,38.600000,24.120000,6.210000,0.000000,24.120000,48.240000,57.600000,48.240000,24.120000,9.650000,82.020000,24.120000,24.120000,0.000000

36,08:45:09:00,33,28.34,67,74.680095,102.5,33,16,51,119,30.9,0,28.08,57,28,67,33,34.16,34.17,55.62,0,140.42,22.950000,8.710000,24.120000,7.830000,8.930000,0.000000,6.990000,8.710000,66.190000,48.240000,150.050000,24.660000,29.270000,11.970000,142.810000,22.950000,38.600000,24.120000,6.210000,0.000000,24.120000,48.240000,57.600000,48.240000,24.120000,9.650000,82.020000,24.120000,24.120000,0.000000

37,09:00:09:15,33,30,72.33,81.636597,104,33,15.8,57,133,33.38,0,30.97,63,31,72.33,33,34.66,34.67,62.55,0,154.88,22.950000,9.810000,0.000000,7.670000,10.050000,0.000000,6.680000,9.810000,66.190000,0.000000,150.050000,29.010000,29.270000,11.890000,142.810000,22.950000,0.000000,24.120000,6.030000,0.000000,24.120000,48.240000,57.600000,0.000000,24.120000,9.650000,82.020000,24.120000,24.120000,0.000000

38,09:15-09:30,33,31.66,72.67,87.823402,107.5,33,15.6,61,144,36.28,0,33.71,68,34,72.67,33,35.84,35.83,69.02,0,168.54,22.950000,10.780000,0.000000,7.670000,11.050000,0.000000,6.680000,10.780000,66.190000,0.000000,150.050000,29.010000,29.270000,11.890000,142.810000,22.950000,0.000000,24.120000,6.030000,0.000000,24.120000,48.240000,57.600000,0.000000,24.120000,9.650000,82.020000,24.120000,24.120000,0.000000

39,09:30-09:45,33,32.66,73,93.698431,109,33,15.4,66,154,38.16,0,36.38,73,36,73,33,36.34,36.33,75.03,0,181.92,22.950000,11.690000,0.000000,7.670000,11.980000,0.000000,6.680000,11.690000,66.190000,0.000000,150.050000,29.010000,30.280000,11.890000,142.810000,22.950000,0.000000,24.120000,6.030000,0.000000,24.120000,48.240000,57.600000,0.000000,24.120000,9.650000,82.020000,24.120000,24.120000,0.000000

40,09:45-10:00,33,35,73,99.359114,110,33,15.2,70,165,40.08,0,39.04,77,39,73,33,36.66,36.67,80.37,0,195.2,22.950000,12.550000,0.000000,7.670000,12.860000,0.000000,6.680000,12.550000,66.190000,0.000000,150.050000,29.010000,31.290000,11.890000,142.810000,22.950000,0.000000,24.120000,6.030000,0.000000,24.120000,48.240000,57.600000,0.000000,24.120000,9.650000,82.020000,24.120000,24.120000,0.000000

41,10:00-10:15,33,35.34,73.33,102.964024,111,33,15,75,175,41.66,0,41.19,81,40,73.33,33,37,37,85,0,205.97,22.950000,13.330000,0.000000,7.670000,13.670000,0.000000,6.450000,13.330000,66.190000,0.000000,150.050000,29.010000,27.260000,11.790000,142.810000,22.950000,0.000000,24.120000,5.850000,0.000000,24.120000,48.240000,57.600000,0.000000,24.120000,9.650000,100.520000,24.120000,24.120000,0.000000

42,10:15-10:30,33,35.34,72,104.34753,112.5,33,15,78,182,43.5,0,43.29,85,42,72,33,37.5,37.5,89.2,0,216.44,22.950000,14.010000,0.000000,7.670000,14.360000,0.000000,6.450000,14.010000,66.190000,0.000000,192.980000,29.010000,26.750000,11.790000,142.810000,22.950000,0.000000,24.120000,5.850000,0.000000,24.120000,48.240000,57.600000,0.000000,24.120000,9.650000,100.520000,24.120000,24.120000,0.000000

43,10:30-10:45,33,36,71.67,105.165942,112.5,33,15,79,186,44,0,45.31,89,44,71.67,33,37.5,37.5,91.54,0,226.53,22.950000,14.700000,0.000000,7.670000,15.070000,0.000000,6.450000,14.700000,66.190000,0.000000,231.580000,29.010000,26.750000,11.790000,142.810000,22.950000,0.000000,24.120000,5.850000,0.000000,24.120000,48.240000,57.600000,0.000000,24.120000,9.650000,100.520000,24.120000,24.120000,0.000000

44,10:45-11:00,33,36.34,71,105.078255,112.5,33,15,79,186,44.5,0,46.37,93,47,71,33,37.5,37.5,92.38,0,231.86,22.950000,15.170000,0.000000,7.670000,15.560000,0.000000,6.450000,15.170000,66.190000,0.000000,272.830000,29.010000,26.750000,11.790000,142.810000,22.950000,0.000000,24.120000,5.850000,0.000000,24.120000,48.240000,57.600000,0.000000,24.120000,9.650000,100.520000,24.120000,24.120000,0.000000

45,11:00-11:15,33,36,71.33,104.649563,112.5,33,15,79,186,44.5,0,46.57,93,47,71.33,33,37.5,37.5,92.49,0,232.87,22.950000,15.580000,0.000000,7.670000,15.970000,0.000000,6.450000,15.580000,66.190000,0.000000,272.830000,29.010000,26.750000,11.610000,142.810000,22.950000,0.000000,24.120000,5.660000,0.000000,24.120000,48.240000,57.600000,0.000000,24.120000,11.530000,100.520000,24.120000,24.120000,0.000000

46,11:15-11:30,33,35.66,71,103.733721,112.5,33,15,79,186,44.5,0,46.63,93,47,71,33,37.5,37.5,92.45,0,233.16,22.950000,15.720000,0.000000,7.670000,16.110000,0.000000,6.450000,15.720000,66.190000,0.000000,272.830000,29.010000,26.750000,11.610000,198.720000,22.950000,0.000000,24.120000,5.660000,0.000000,24.120000,48.240000,57.600000,0.000000,24.120000,11.530000,100.520000,24.120000,24.120000,0.000000

47,11:30-11:45,33,35.34,71.33,102.155355,112.5,33,15,79,186,44.5,0,46.67,93,47,71.33,33,37.5,37.5,92.53,0,233.33,22.950000,15.720000,0.000000,7.670000,16.110000,0.000000,6.450000,15.720000,66.190000,0.000000,272.830000,29.010000,26.750000,11.610000,198.720000,22.950000,0.000000,24.120000,5.660000,0.000000,24.120000,48.240000,57.600000,0.000000,24.120000,11.530000,100.520000,24.120000,24.120000,0.000000

48,11:45-12:00,33,35.34,71.67,100.489302,112.5,33,15,79,186,44.5,0,46.67,93,47,71.67,33,37.5,37.5,92.71,0,233.33,22.950000,15.720000,0.000000,7.670000,16.110000,0.000000,6.450000,15.720000,66.190000,0.000000,272.830000,29.010000,26.750000,11.610000,198.720000,22.950000,0.000000,24.120000,5.660000,0.000000,24.120000,48.240000,57.600000,0.000000,24.120000,11.530000,71.580000,24.120000,24.120000,0.000000

49,12:00-12:15,33,34.34,71.67,98.50173,112.5,33,15,79,186,44.5,0,46.67,93,47,71.67,33,37.5,37.5,92.81,0,233.33,22.950000,15.720000,0.000000,7.670000,16.110000,0.000000,6.450000,15.720000,66.190000,0.000000,272.830000,29.010000,26.250000,11.510000,171.700000,22.950000,0.000000,24.120000,5.570000,0.000000,24.120000,48.240000,57.600000,0.000000,24.120000,11.530000,53.070000,24.120000,24.120000,0.000000

50,12:15-12:30,33,34.66,72.67,95.880863,112.5,33,14.8,79,186,44.5,0,46.67,93,47,72.67,33,37.5,37.5,92.77,0,233.33,22.950000,15.720000,0.000000,7.670000,16.110000,0.000000,6.450000,15.720000,66.190000,0.000000,272.830000,29.010000,26.250000,11.510000,171.700000,22.950000,0.000000,24.120000,5.570000,0.000000,24.120000,48.240000,57.600000,0.000000,24.120000,11.530000,53.070000,24.120000,24.120000,0.000000

51,12:30-12:45,33,35,73.33,91.808289,112.5,33,14.8,79,186,44.5,0,46.67,93,47,73.33,33,37.5,37.5,92.72,0,233.33,22.950000,15.720000,0.000000,7.670000,16.110000,0.000000,6.450000,15.720000,66.190000,0.000000,272.830000,29.010000,26.250000,11.510000,171.700000,22.950000,0.000000,24.120000,5.570000,0.000000,24.120000,48.240000,57.600000,0.000000,24.120000,11.530000,53.070000,24.120000,24.120000,0.000000

52,12:45-13:00,33,35,73.33,87.170621,112.5,33,14.8,79,186,44.5,0,46.67,93,47,73.33,33,37.5,37.5,92.67,0,233.33,22.950000,15.720000,0.000000,7.670000,16.110000,0.000000,6.450000,15.720000,66.190000,0.000000,272.830000,29.010000,26.250000,11.510000,171.700000,22.950000,0.000000,24.120000,5.570000,0.000000,24.120000,48.240000,57.600000,0.000000,24.120000,11.530000,53.070000,24.120000,24.120000,0.000000

