Column1,Time,NR/01102023/13082046/L_NR_2021_12,GNARE/SR/2025/01/13/4532,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,GNA/WR/2025/01/01/8625,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/9606,NR/01102023/06022042/L_NR_2012_02,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_16,GNA/NR/2025/02/01/5886,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/02/01/9969,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31052040/LT-31,GNA/SR/2025/02/01/6460,GNA/NR/2025/02/01/4863,GNA/SR/2025/02/01/7432,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/02/01/2594,GNA/NR/2025/02/01/2143
80,19:45-20:00,0,10.8,0,0,0,0,0,6.83,20.51,0,16,7,0,6.83,16,86.6,114.85,32,0,26.75,0.92,100.02,32,0,0.62,50,200,259.8,0,0,0,0,0,8.64,271.47,36.48,1.39,0,75,8.64,50,0,1.3,36.48,36.48

81,20:00-20:15,0,10.8,0,0,0,0,0,6.83,20.51,0,16,7.33,0,6.83,16,86.6,65.9,26.12,0,27.25,0.92,100.02,32,0,0.62,50,150,259.8,0,0,0,0,0,8.64,271.47,31.68,1.49,0,75,8.64,50,0,1.3,31.68,31.68

82,20:15-20:30,0,10.8,0,0,0,0,0,6.83,20.51,0,17.66,8.33,0,6.83,17.67,86.6,65.9,26.12,0,27.25,0.92,100.02,32,0,0.62,50,150,259.8,0,0,0,0,0,8.64,271.47,31.68,1.49,0,75,8.64,50,0,1.3,31.68,31.68

83,20:30-20:45,0,11,0,0,0,0,0,6.83,20.51,0,27.66,8.33,0,6.83,27.67,86.6,65.9,26.12,0,27.25,0.92,100.02,32,0,0.62,50,150,259.8,0,0,0,0,0,8.64,271.47,28.8,1.49,0,75,8.64,50,0,1.3,28.8,28.8

84,20:45-21:00,0,11,0,0,0,0,0,8,24,0,28.34,8.33,0,8,28.33,86.6,65.9,26.12,0,27.25,0.92,100.02,32,0,0.62,50,150,259.8,0,0,0,0,0,8.64,271.47,28.8,1.49,0,75,8.64,50,0,1.3,28.8,28.8

85,21:00-21:15,0,12.01,0,0,0,0,0,10,30,0,29.34,8.33,0,10,29.33,86.6,65.9,26.99,0,27.25,0.92,100.02,26.99,0,0.62,50,150,259.8,0,0,0,0,0,8.64,271.47,25.92,1.39,0,75,8.64,50,0,1.3,25.92,25.92

86,21:15-21:30,0,12.01,0,0,0,0,0,9.67,28.99,0,30.66,8.33,0,9.67,30.67,86.6,70.04,26.99,0,27.25,0.92,100.02,26.99,0,0.62,50,150,259.8,0,0,0,0,0,8.64,271.47,25.92,1.39,0,75,8.64,50,0,1.3,25.92,25.92

87,21:30-21:45,0,11.81,0,0,0,0,0,9.67,28.99,0,31.66,15,0,9.67,31.67,86.6,70.04,26.99,0,26.75,0.92,100.02,26.99,0,0.62,50,150,259.8,0,0,0,0,0,8.64,271.47,25.92,1.39,0,75,8.64,50,0,1.3,25.92,25.92

88,21:45-22:00,0,11.61,0,0,0,0,0,9.67,28.99,0,31.66,15,0,9.67,31.67,86.6,70.04,26.99,0,26.24,0.92,100.02,26.99,0,0.62,50,150,259.8,0,0,0,0,0,8.64,271.47,25.92,1.39,0,75,8.64,50,0,1.3,25.92,25.92

89,22:00-22:15,0,11.41,0,0,0,0,0,12.5,37.5,0,31.66,11.67,0,12.5,31.67,63.96,70.04,26.99,0,26.24,0.92,100.02,26.99,0,0.62,50,150,229.38,0,0,0,0,0,8.64,271.47,23.04,1.39,0,75,8.64,50,0,1.25,23.04,23.04

90,22:15-22:30,0,11.21,0,0,0,0,0,12.5,37.5,0,30,10,0,12.5,30,76.13,70.04,26.99,0,26.24,0.92,100.02,26.99,0,0.62,50,150,225.55,0,0,0,0,0,8.64,271.47,23.04,1.39,0,75,8.64,50,0,1.25,23.04,23.04

91,22:30-22:45,0,10,0,0,0,0,0,12.33,37.01,0,29.34,8.33,0,12.33,29.33,59.36,70.04,26.99,0,26.24,0.92,100.02,26.99,0,0.62,50,150,195.12,0,0,0,0,0,8.64,271.47,23.04,1.39,0,75,8.64,50,0,1.25,23.04,23.04

92,22:45-23:00,0,10,0,0,0,0,0,12,36,0,25.66,7.67,0,12,25.67,59.36,70.04,26.99,0,26.24,0.92,100.02,26.99,0,0.62,50,150,195.12,0,0,0,0,0,8.64,271.47,23.04,1.39,0,75,8.64,50,0,1.25,23.04,23.04

93,23:00-23:15,0,9.8,0,0,0,0,0,11.67,34.99,0,25,7.33,0,11.67,25,59.36,70.04,26.99,0,25.74,0.92,52.81,26.99,0,0.62,50,150,135.37,0,0,0,0,0,8.64,271.47,23.04,1.39,0,75,8.64,50,0,1.25,23.04,23.04

94,23:15-23:30,0,9.6,0,0,0,0,0,10.83,32.51,0,25,7,0,10.83,25,59.36,70.04,26.99,0,25.74,0.92,52.81,26.99,0,0.62,50,150,135.37,0,0,0,0,0,8.64,271.47,23.04,1.39,0,75,8.64,50,0,1.25,23.04,23.04

95,23:30-23:45,0,9.2,0,0,0,0,0,9.67,28.99,0,24.34,6.67,0,9.67,24.33,59.36,70.04,26.99,0,25.74,0.92,52.81,26.99,0,0.62,50,150,135.37,0,0,0,0,0,8.64,271.47,23.04,1.39,0,75,8.64,50,0,1.25,23.04,23.04

96,23:45-24:00,0,8.6,0,0,0,0,0,9.67,28.99,0,24.34,6.67,0,9.67,24.33,59.36,70.04,26.99,0,25.74,0.92,52.81,26.99,0,0.62,50,150,135.37,0,0,0,0,0,8.64,271.47,23.04,1.39,0,75,8.64,50,0,1.25,23.04,23.04

