Block,Time,L_NR_2018_61,L_NR_2021_14,L_NR_2021_12,L_NR_2021_13,L_NR_2021_16,L_NR_2021_15,L_NR_2021_17,L_NR_2019_05,L_NR_2020_06,L_NR_2022_10,L_NR_2022_09,L_NR_2019_07,L_NR_2020_07,L_NR_2020_05,L_NR_2019_06,L_NR_2022_08,LT-35,L_NR_2020_02,LT_MEJA_Delhi,SH-06,L_NR_2012_04,L_NR_2019_11,L_NR_2023_04,SH-07,LT-59,L_NR_2012_01,L_NR_2012_02,L_NR_2019_19,LT-36,LT-31,L_NR_2012_07,LT-05
6,01:15-01:30,15.19,0,0,0,0,0,0,0,29.5,62.66,62.66,0,29.51,88.5,0,25.48,0.000000,6.560000,3.200000,0.000000,272.110000,5.700000,0.000000,0.000000,5.450000,101.350000,261.810000,0.000000,0.000000,0.000000,87.270000,115.760000

7,01:30-01:45,14.82,0,0,0,0,0,0,0,30.25,74.59,74.59,0,30.24,90.75,0,26.02,0.000000,6.560000,3.200000,0.000000,272.110000,5.700000,0.000000,0.000000,5.450000,101.350000,261.810000,0.000000,0.000000,0.000000,87.270000,115.760000

8,01:45-02:00,14.55,0,0,0,0,0,0,0,35.44,74.98,74.98,0,35.45,106.32,0,32.22,0.000000,6.560000,3.200000,0.000000,272.110000,5.700000,0.000000,0.000000,5.450000,101.350000,261.810000,0.000000,0.000000,0.000000,87.270000,115.760000

9,02:00-02:15,10.27,0,0,0,0,0,0,0,35.45,74.56,74.56,0,35.46,106.36,0,31.55,0.000000,6.420000,3.200000,0.000000,272.110000,5.540000,0.000000,0.000000,5.450000,101.350000,261.810000,0.000000,0.000000,0.000000,87.270000,115.760000

10,02:15-02:30,10.23,0,0,0,0,0,0,0,35.91,73.99,73.99,0,35.9,107.72,0,31.11,0.000000,6.420000,3.200000,0.000000,272.110000,5.540000,0.000000,0.000000,5.450000,101.350000,261.810000,0.000000,0.000000,0.000000,87.270000,115.760000

11,02:30-02:45,10.35,0,0,0,0,0,0,0,35.97,73.43,73.43,0,35.96,107.89,0,30.81,0.000000,6.420000,3.200000,0.000000,272.110000,5.540000,0.000000,0.000000,5.450000,101.350000,261.810000,0.000000,0.000000,0.000000,87.270000,115.760000

12,02:45-03:00,10.23,0,0,0,0,0,0,0,36.02,81.77,81.77,0,36.02,108.07,0,30.77,0.000000,6.420000,3.200000,0.000000,272.110000,5.540000,0.000000,0.000000,5.450000,101.350000,261.810000,0.000000,0.000000,0.000000,87.270000,115.760000

13,03:00-03:15,11.6,0,0,0,0,0,0,0,35.9,81.44,81.44,0,35.9,107.71,0,30.51,0.000000,6.230000,2.320000,0.000000,272.110000,5.540000,0.000000,0.000000,5.450000,101.350000,230.620000,0.000000,0.000000,0.000000,63.450000,115.760000

14,03:15-03:30,11.42,0,0,0,0,0,0,0,35.79,81.11,81.11,0,35.8,107.38,0,35.3,0.000000,6.230000,2.320000,0.000000,272.110000,5.540000,0.000000,0.000000,5.450000,101.350000,201.600000,0.000000,0.000000,0.000000,63.450000,115.760000

15,03:30-03:45,11.56,0,0,0,0,0,0,0,35.71,80.88,80.88,0,35.72,107.14,0,35.23,0.000000,6.230000,2.320000,0.000000,272.110000,5.540000,0.000000,0.000000,5.450000,101.350000,201.600000,0.000000,0.000000,0.000000,63.450000,115.760000

16,03:45-04:00,11.74,0,0,0,0,0,0,0,35.34,80.55,80.55,0,35.34,106.03,0,35.08,0.000000,6.230000,2.320000,0.000000,272.110000,5.540000,0.000000,0.000000,5.450000,101.350000,201.600000,0.000000,0.000000,0.000000,63.450000,115.760000

17,04:00-04:15,12,0,0,0,0,0,0,0,34.56,78.55,78.55,0,34.54,103.67,0,34.36,0.000000,6.140000,2.320000,0.000000,272.110000,5.540000,0.000000,0.000000,5.450000,101.350000,201.600000,0.000000,0.000000,0.000000,63.450000,115.760000

18,04:15-04:30,12.16,0,0,0,0,0,0,0,33.7,75.55,75.55,0,33.7,101.1,0,33.31,0.000000,6.140000,2.320000,0.000000,272.110000,5.540000,0.000000,0.000000,5.450000,101.350000,201.600000,0.000000,0.000000,0.000000,63.450000,115.760000

19,04:30-04:45,20.92,0,0,0,0,0,0,0,39.77,72.78,72.78,0,39.79,119.32,0,31.98,0.000000,6.140000,2.320000,0.000000,272.110000,5.540000,0.000000,0.000000,5.450000,101.350000,201.600000,0.000000,0.000000,0.000000,63.450000,115.760000

20,04:45-05:00,20.58,0,0,0,0,0,0,0,39.76,81.26,81.26,0,39.75,119.27,0,30.45,0.000000,6.140000,2.320000,0.000000,272.110000,5.540000,0.000000,0.000000,5.450000,101.350000,201.600000,0.000000,0.000000,0.000000,63.450000,115.760000

21,05:00-05:15,19.99,0,0,0,0,0,0,0,39.61,81.59,81.59,0,39.61,118.82,0,29.68,0.000000,6.140000,2.320000,0.000000,272.110000,5.540000,0.000000,0.000000,5.450000,101.350000,201.600000,0.000000,0.000000,0.000000,63.450000,115.760000

22,05:15-05:30,19.32,0,0,0,0,0,0,0,39.19,80.69,80.69,0,39.2,117.59,0,28.3,0.000000,6.140000,2.320000,0.000000,272.110000,5.540000,0.000000,0.000000,5.450000,101.350000,201.600000,0.000000,0.000000,0.000000,63.450000,115.760000

23,05:30-05:45,18.64,0,0,0,0.16,0,0.08,0,38.28,79.76,79.76,0,38.27,114.83,0,27.05,0.000000,6.140000,2.320000,0.000000,272.110000,5.540000,0.000000,0.000000,5.450000,101.350000,201.600000,1.600000,0.000000,0.000000,63.450000,115.760000

24,05:45-06:00,17.8,0,0.05,0.01,0.74,0.35,0.37,0,36.88,78.57,78.57,0,36.89,110.64,0,25.8,0.000000,6.140000,2.320000,0.000000,272.110000,5.540000,0.000000,0.000000,5.450000,101.350000,201.600000,5.860000,0.000000,0.000000,63.450000,115.760000

25,06:00-06:15,18.07,0.03,2.54,0.51,1.95,0.71,0.97,14.25,20.4,38.22,38.22,1.45,20.38,61.19,16.47,24.61,0.000000,6.050000,2.320000,0.000000,272.110000,5.540000,0.000000,0.000000,5.450000,101.350000,201.600000,10.470000,0.000000,0.000000,63.450000,115.760000

26,06:15-06:30,18.29,0.03,6.88,1.37,3.46,1.75,1.73,22.24,20.4,38.44,38.44,4.02,20.41,61.21,22.24,23.68,0.130000,6.050000,2.320000,0.000000,272.110000,5.540000,0.000000,0.000000,5.450000,101.350000,201.600000,14.850000,0.130000,0.130000,63.450000,115.760000

27,06:30-06:45,27.32,1.27,12.16,2.43,5.67,2.33,2.83,18.43,20.81,39.36,39.36,11.64,20.8,62.42,18.43,8.45,0.450000,6.050000,2.320000,0.000000,272.110000,5.540000,0.000000,0.000000,5.450000,101.350000,201.600000,20.420000,0.460000,0.450000,44.420000,66.420000

28,06:45-07:00,26.68,3.7,18.71,3.74,8.45,3.56,4.22,16.16,21.42,15.11,15.11,16.17,21.42,64.25,16.17,8.86,0.930000,6.050000,2.320000,0.000000,272.110000,5.540000,0.000000,0.000000,5.450000,72.320000,201.600000,27.670000,0.960000,0.930000,31.930000,115.760000

29,07:00-07:15,26.15,7.27,28.1,5.62,11.54,4.99,5.77,16.16,6.85,15.11,15.11,16.17,6.86,20.55,16.17,8.96,1.620000,6.050000,2.320000,0.000000,272.110000,5.540000,0.000000,0.000000,5.450000,53.210000,201.600000,35.680000,1.650000,1.620000,31.930000,107.220000

30,07:15-07:30,25.63,12.1,40.07,8.01,15.06,6.61,7.53,16.16,6.87,15.11,15.11,16.17,6.87,20.61,16.17,9.23,2.470000,6.050000,2.320000,0.000000,272.110000,5.540000,0.000000,0.000000,5.450000,53.210000,201.600000,44.080000,2.540000,2.470000,31.930000,70.590000

31,07:30-07:45,31.25,18.1,54.18,10.84,19.44,9.03,9.72,16.16,6.89,15.11,15.11,16.17,6.9,20.67,16.17,9.49,3.600000,6.050000,2.320000,0.000000,272.110000,5.540000,0.000000,0.000000,5.450000,53.210000,230.620000,52.610000,3.680000,3.600000,31.930000,70.590000

32,07:45:08:00,30.59,24.93,69.71,13.94,24.43,11.81,12.21,16.16,6.91,15.11,15.11,16.17,6.9,20.73,16.17,9.43,4.700000,6.050000,3.200000,0.000000,272.110000,5.540000,0.000000,0.000000,5.450000,53.210000,261.810000,60.800000,4.820000,4.700000,31.930000,70.590000

33,08:00-08:15,29.78,32.47,67.39,13.48,34.67,13.57,17.33,26.85,7.06,15.11,15.11,26.85,7.06,21.18,26.85,10.56,5.750000,6.050000,2.320000,0.000000,232.200000,5.540000,0.000000,0.000000,5.450000,53.210000,213.430000,67.990000,5.900000,5.750000,31.930000,70.590000

34,08:15-08:30,28.74,40.7,79.85,15.97,42,15.71,21,26.85,7.26,15.11,15.11,26.85,7.27,21.78,26.85,11.63,6.830000,6.050000,2.320000,0.000000,272.110000,5.540000,0.000000,0.000000,5.450000,53.210000,165.060000,74.320000,6.990000,6.830000,31.930000,70.590000

35,08:30-08:45,27.34,46.73,91.38,18.28,48.67,21,24.33,26.85,7.41,15.24,15.24,26.85,7.4,22.22,26.85,12.5,7.740000,6.050000,2.320000,0.000000,272.110000,5.230000,0.000000,0.000000,5.450000,53.210000,119.970000,81.190000,7.940000,7.740000,31.930000,70.590000

36,08:45:09:00,25.97,53.97,100.12,20.02,52.67,26.63,26.33,26.85,8.66,17.59,17.59,26.85,8.66,25.98,26.85,13.74,8.860000,6.050000,2.320000,0.000000,272.110000,5.230000,0.000000,0.000000,5.450000,53.210000,119.970000,88.590000,9.080000,8.860000,31.930000,70.590000

37,09:00:09:15,22.03,59.8,160.42,32.08,57.34,31.89,28.66,26.85,9.96,19.66,19.66,26.85,9.96,29.89,26.85,14.89,9.790000,5.950000,2.320000,0.000000,232.200000,5.230000,0.000000,0.000000,5.450000,53.210000,119.970000,96.070000,10.030000,9.790000,31.930000,70.590000

38,09:15-09:30,13.77,66,175.33,35.07,62,36.66,31,26.85,11.11,21.67,21.67,26.85,11.12,33.34,26.85,16.38,10.470000,5.950000,2.320000,0.000000,232.200000,5.230000,0.000000,0.000000,5.450000,53.210000,119.970000,103.150000,10.740000,10.470000,31.930000,70.590000

39,09:30-09:45,12.82,71.5,190.25,38.05,66.67,50,33.33,26.85,10.04,27.74,27.74,26.85,10.05,30.12,26.85,9.85,9.580000,5.950000,2.320000,0.000000,272.110000,5.230000,0.000000,0.000000,5.450000,53.210000,119.970000,109.550000,9.820000,9.580000,31.930000,70.590000

40,09:45-10:00,11.92,76.3,205.17,41.03,72,50,36,26.85,10.42,29.17,29.17,26.85,10.41,31.25,26.85,10.95,9.600000,5.950000,2.320000,0.000000,272.110000,5.230000,0.000000,0.000000,5.450000,53.210000,119.970000,115.700000,9.840000,9.600000,31.930000,70.590000

41,10:00-10:15,11.1,80.9,215.9,43.18,78.67,50,39.33,26.85,10.72,30.45,30.45,26.85,10.74,32.17,26.85,11.72,9.600000,5.950000,2.320000,0.000000,272.110000,5.230000,0.000000,0.000000,5.450000,53.210000,119.970000,120.220000,9.840000,9.600000,31.930000,70.590000

42,10:15-10:30,10.45,85.23,221.3,44.26,84.67,50,42.33,26.85,11.23,58.5,58.5,26.85,11.22,33.67,26.85,20.92,9.600000,5.950000,2.320000,0.000000,272.110000,5.230000,0.000000,0.000000,5.450000,53.210000,119.970000,122.600000,9.840000,9.600000,31.930000,70.590000

43,10:30-10:45,9.4,88.2,225.3,45.06,87.34,50,43.66,26.85,24.25,59.36,59.36,26.85,24.25,72.75,26.85,21.05,9.600000,5.950000,2.320000,0.000000,272.110000,5.230000,0.000000,0.000000,5.450000,53.210000,119.970000,125.550000,9.840000,9.600000,31.930000,70.590000

44,10:45-11:00,8.37,89.63,227.13,45.43,88.67,50,44.33,26.85,24.53,60.5,60.5,26.85,24.54,73.6,26.85,21.2,9.600000,5.950000,2.320000,0.000000,272.110000,5.230000,0.000000,0.000000,5.450000,53.210000,119.970000,129.240000,9.840000,9.600000,31.930000,70.590000

45,11:00-11:15,7.31,90.67,227.13,45.43,88,45.93,44,26.85,25.27,61.48,61.48,26.85,25.29,75.82,26.85,21.22,9.600000,5.950000,2.320000,0.000000,272.110000,5.230000,0.000000,0.000000,4.830000,53.210000,119.970000,130.980000,9.840000,9.600000,31.930000,70.590000

46,11:15-11:30,7.39,91.2,227.13,45.43,88,46.95,44,26.85,25.76,63,63,26.85,25.75,77.27,26.85,21.22,9.600000,5.950000,2.320000,0.000000,272.110000,5.230000,0.000000,0.000000,5.140000,53.210000,119.970000,130.020000,9.840000,9.600000,31.930000,70.590000

47,11:30-11:45,7.27,91.27,227.13,45.43,87.34,47.62,43.66,26.85,26.48,63.77,63.77,26.85,26.49,79.45,26.85,21.65,9.600000,5.950000,2.320000,0.000000,272.110000,5.230000,0.000000,0.000000,5.140000,53.210000,119.970000,128.500000,9.840000,9.600000,31.930000,70.590000

48,11:45-12:00,7.15,91.27,227.13,45.43,87.34,48.1,43.66,26.85,27.17,63.86,63.86,26.85,27.17,81.51,26.85,21.88,9.590000,5.950000,2.320000,0.000000,272.110000,5.230000,0.000000,0.000000,5.140000,53.210000,119.970000,126.500000,9.830000,9.590000,31.930000,70.590000

49,12:00-12:15,7.25,91.27,227.13,45.43,86.67,48.24,43.33,26.85,28.35,65.1,65.1,26.85,28.35,85.04,26.85,22.11,9.590000,6.050000,2.320000,0.000000,272.110000,5.230000,0.000000,0.000000,5.210000,53.210000,166.110000,119.910000,9.830000,9.590000,31.930000,70.590000

50,12:15-12:30,7.31,84.88,233.33,46.67,86.67,48.22,43.33,26.85,29.72,65.5,65.5,26.85,29.72,89.15,26.85,22.33,9.600000,6.050000,2.320000,0.000000,272.110000,5.230000,0.000000,0.000000,5.210000,53.210000,166.110000,116.610000,9.840000,9.600000,31.930000,70.590000

51,12:30-12:45,7.32,84.88,233.33,46.67,87.34,50,43.66,26.85,31.23,66.79,66.79,26.85,31.23,93.68,26.85,22.56,9.600000,6.050000,2.320000,0.000000,272.110000,5.230000,0.000000,0.000000,5.210000,53.210000,166.110000,118.950000,9.840000,9.600000,31.930000,70.590000

52,12:45-13:00,7.38,84.85,233.33,46.67,88,50,44,26.85,32.97,67.02,67.02,26.85,32.96,98.9,26.85,22.59,9.590000,6.050000,2.320000,0.000000,272.110000,5.230000,0.000000,0.000000,5.210000,53.210000,166.110000,123.400000,9.830000,9.590000,31.930000,70.590000

53,13:00-13:15,7.45,90.69,233.33,46.67,88.67,50,44.33,26.85,33.38,69.89,69.89,26.85,33.37,100.12,26.85,23.79,9.600000,6.050000,2.320000,0.000000,272.110000,5.390000,0.000000,0.000000,5.210000,53.210000,119.970000,123.940000,9.840000,9.600000,31.930000,70.590000

54,13:15-13:30,8,90.65,233.33,46.67,88.67,50,44.33,26.85,33.88,71.53,71.53,26.85,33.87,101.62,26.85,24.86,9.560000,6.050000,2.320000,0.000000,272.110000,5.390000,0.000000,0.000000,5.210000,53.210000,119.970000,123.180000,9.790000,9.560000,31.930000,70.590000

55,13:30-13:45,8.62,90.69,233.33,46.67,89.34,49.27,44.66,26.85,29.46,74.3,74.3,26.85,29.46,88.38,26.85,26.02,9.580000,6.050000,2.320000,0.000000,272.110000,5.390000,0.000000,0.000000,5.210000,53.210000,119.970000,113.630000,9.820000,9.580000,31.930000,70.590000

56,13:45-14:00,9.23,90.45,233.33,46.67,89.34,47.44,44.66,26.85,29.93,78.83,78.83,26.85,29.93,89.8,26.85,27.28,9.550000,6.050000,2.320000,0.000000,272.110000,5.390000,0.000000,0.000000,5.210000,53.210000,119.970000,106.980000,9.790000,9.550000,31.930000,70.590000

57,14:00-14:15,12.05,89.56,233.33,46.67,90.67,48.52,45.33,26.85,30.43,79.69,79.69,26.85,30.44,91.3,26.85,28.54,9.570000,6.230000,2.320000,0.000000,272.110000,5.390000,0.000000,0.000000,5.460000,53.210000,168.340000,101.380000,9.810000,9.570000,31.930000,70.590000

58,14:15-14:30,12.47,89,233.33,46.67,92,47.23,46,26.85,31.1,80.1,80.1,26.85,31.1,93.31,26.85,29.22,9.480000,6.230000,2.320000,0.000000,272.110000,5.390000,0.000000,0.000000,5.460000,53.210000,201.600000,96.680000,9.720000,9.480000,50.960000,70.590000

59,14:30-14:45,12.88,87.93,233.33,46.67,90.67,45.82,45.33,26.85,31.69,80,80,26.85,31.7,95.08,26.85,29.93,9.530000,6.230000,2.320000,0.000000,272.110000,5.390000,0.000000,0.000000,5.460000,67.720000,201.600000,92.440000,9.770000,9.530000,50.960000,94.880000

60,14:45-15:00,13.28,86.14,227.13,45.43,88.67,44.05,44.33,26.85,32.38,79.99,79.99,26.85,32.37,97.14,26.85,30.47,9.450000,6.230000,2.320000,0.000000,272.110000,5.390000,0.000000,0.000000,5.460000,72.560000,201.600000,88.080000,9.690000,9.450000,50.960000,94.880000

61,15:00-15:15,13.66,82.06,209.14,41.83,84,41.82,42,26.85,32.94,80.4,80.4,26.85,32.95,98.84,26.85,31.03,9.530000,6.510000,2.320000,0.000000,272.110000,5.780000,0.000000,0.000000,5.460000,101.350000,201.600000,76.560000,9.770000,9.530000,63.450000,115.760000

62,15:15-15:30,14.06,77.35,189.88,37.98,78.67,39.4,39.33,26.85,33.66,80.07,80.07,26.85,33.66,100.97,26.85,31.21,9.570000,6.510000,2.320000,0.000000,272.110000,5.780000,0.000000,0.000000,5.460000,101.350000,201.600000,69.930000,9.810000,9.570000,63.450000,115.760000

63,15:30-15:45,11.67,72.97,196.47,39.29,73.34,38.52,36.66,26.85,30.63,71.78,71.78,26.85,30.64,91.9,26.85,28.11,9.280000,6.510000,2.320000,0.000000,272.110000,5.780000,0.000000,0.000000,5.460000,101.350000,201.600000,65.200000,9.510000,9.280000,63.450000,115.760000

64,15:45-16:00,11.81,67.34,182.09,36.42,68.67,36.18,34.33,26.85,31.08,71.33,71.33,26.85,31.08,93.25,26.85,27.87,9.000000,6.510000,2.320000,0.000000,272.110000,5.780000,0.000000,0.000000,5.460000,101.350000,201.600000,62.190000,9.230000,9.000000,63.450000,115.760000

65,16:00-16:15,11.94,61.63,167.56,33.51,64,33.35,32,26.85,31.34,72.24,72.24,26.85,31.34,94.01,26.85,27.67,8.420000,6.890000,2.320000,0.000000,272.110000,5.920000,0.000000,0.000000,5.460000,101.350000,249.970000,57.350000,8.630000,8.420000,63.450000,115.760000

66,16:15-16:30,12.7,55.89,152.72,30.55,56,30.03,28,26.85,31.81,72.48,72.48,26.85,31.79,95.42,26.85,27.71,7.600000,6.890000,2.320000,0.000000,272.110000,5.920000,0.000000,0.000000,5.460000,101.350000,261.810000,50.750000,7.780000,7.600000,63.450000,115.760000

67,16:30-16:45,13.59,49.59,136.05,27.21,48.67,26.57,24.33,26.85,31.86,69.81,69.81,26.85,31.86,95.58,26.85,27.66,6.780000,6.890000,2.320000,0.000000,272.110000,5.920000,0.000000,0.000000,5.460000,101.350000,261.810000,42.000000,6.950000,6.780000,63.450000,115.760000

68,16:45-17:00,14.48,42.82,119.64,23.93,44.67,23.05,22.33,26.85,32.33,70.72,70.72,26.85,32.32,96.99,26.85,27.42,5.850000,6.890000,2.320000,0.000000,272.110000,5.920000,0.000000,0.000000,5.460000,101.350000,261.810000,34.470000,5.990000,5.850000,63.450000,115.760000

69,17:00-17:15,11.11,35.69,102.38,20.47,37.34,21.16,18.66,27.77,28.62,70.7,70.7,25,28.63,85.87,27.78,26.9,4.920000,7.260000,2.320000,0.000000,272.110000,6.150000,0.000000,0.000000,6.970000,101.350000,213.430000,27.510000,5.040000,4.920000,63.450000,115.760000

70,17:15-17:30,11.62,28.93,86.7,17.34,30,17.71,15,32.77,28.84,70.89,70.89,15,28.83,86.51,32.78,26.39,3.980000,7.260000,2.320000,0.000000,272.110000,6.150000,0.000000,0.000000,6.970000,101.350000,201.600000,21.480000,4.080000,3.980000,63.450000,115.760000

71,17:30-17:45,11.87,22.02,69.72,13.95,22.67,14.08,11.33,21.31,28.9,71.5,71.5,8.74,28.89,86.68,29.19,25.81,3.090000,7.260000,2.320000,0.000000,272.110000,6.150000,0.000000,0.000000,5.920000,101.350000,201.600000,16.170000,3.160000,3.090000,63.450000,115.760000

72,17:45-18:00,12.12,15.52,52.58,10.52,14.67,10.64,7.33,12.2,28.76,71.72,71.72,2.7,28.75,86.26,17.89,25.57,2.270000,7.260000,2.320000,0.000000,272.110000,6.150000,0.000000,0.000000,5.920000,101.350000,201.600000,11.340000,2.330000,2.270000,63.450000,94.880000

73,18:00-18:15,12.62,9.95,39.07,7.82,10,7.7,5,0,28.63,71.36,71.36,0,28.65,85.9,0,25.49,1.530000,7.540000,2.320000,0.000000,272.110000,6.150000,0.000000,0.000000,6.150000,101.350000,201.600000,7.340000,1.570000,1.530000,63.450000,70.590000

74,18:15-18:30,13.14,5.74,27.12,5.42,8,5.34,4,0,28.14,74.61,74.61,0,28.13,84.42,0,24.65,1.070000,7.540000,2.320000,0.000000,272.110000,6.150000,0.000000,0.000000,6.150000,101.350000,201.600000,4.340000,1.100000,1.070000,63.450000,94.880000

75,18:30-18:45,10.03,2.85,17.57,3.52,5.33,2.8,2.67,0,28.59,74.85,74.85,0,28.6,85.78,0,29.53,0.000000,7.540000,2.320000,0.000000,272.110000,6.150000,0.000000,0.000000,6.150000,101.350000,249.970000,2.110000,0.000000,0.000000,63.450000,115.760000

76,18:45-19:00,10.03,0.9,9.76,1.95,3.33,1.24,1.67,0,28.77,73.82,73.82,0,28.76,86.31,0,29.34,0.000000,7.540000,3.200000,0.000000,272.110000,6.150000,0.000000,0.000000,6.150000,101.350000,261.810000,0.840000,0.000000,0.000000,87.270000,115.760000

77,19:00-19:15,10.05,0.03,5.04,1.01,1.33,0.18,0.67,0,29.39,74.1,74.1,0,29.39,88.18,0,29.46,0.000000,6.740000,3.200000,0.000000,272.110000,6.930000,0.000000,0.000000,6.470000,101.350000,261.810000,0.130000,0.000000,0.000000,87.270000,115.760000

78,19:15-19:30,10.31,0,1.39,0.28,0.32,0,0.16,0,29.43,75.16,75.16,0,29.42,88.28,0,29.34,0.000000,6.740000,3.200000,0.000000,272.110000,6.930000,0.000000,0.000000,6.470000,101.350000,261.810000,0.000000,0.000000,0.000000,87.270000,115.760000

79,19:30-19:45,10.54,0,0.66,0.13,0,0,0,0,29.47,76.01,76.01,0,29.48,88.41,0,29.41,0.000000,6.740000,3.200000,0.000000,272.110000,6.930000,0.000000,0.000000,4.840000,101.350000,261.810000,0.000000,0.000000,0.000000,87.270000,115.760000

80,19:45-20:00,7.18,0,0,0,0,0,0,0,29.47,55.78,55.78,0,29.48,88.41,0,29.65,0.000000,6.740000,3.200000,0.000000,272.110000,6.930000,0.000000,0.000000,4.840000,101.350000,261.810000,0.000000,0.000000,0.000000,87.270000,115.760000

81,20:00-20:15,7.12,0,0,0,0,0,0,0,27.55,56,56,0,27.55,82.64,0,26.22,0.000000,6.740000,3.200000,0.000000,272.110000,6.620000,0.000000,0.000000,5.770000,101.350000,261.810000,0.000000,0.000000,0.000000,87.270000,115.760000

82,20:15-20:30,7.09,0,0,0,0,0,0,0,27.53,56.22,56.22,0,27.54,82.61,0,26.35,0.000000,6.740000,3.200000,0.000000,272.110000,6.620000,0.000000,0.000000,5.770000,101.350000,261.810000,0.000000,0.000000,0.000000,87.270000,115.760000

83,20:30-20:45,7.03,0,0,0,0,0,0,0,27.65,70.88,70.88,0,27.65,82.94,0,26.51,0.000000,6.740000,3.200000,0.000000,272.110000,6.620000,0.000000,0.000000,5.770000,101.350000,261.810000,0.000000,0.000000,0.000000,87.270000,115.760000

84,20:45-21:00,7.2,0,0,0,0,0,0,0,27.63,70.67,70.67,0,27.64,82.89,0,26.56,0.000000,6.740000,3.200000,0.000000,272.110000,6.620000,0.000000,0.000000,5.770000,101.350000,261.810000,0.000000,0.000000,0.000000,87.270000,115.760000

85,21:00-21:15,7.03,0,0,0,0,0,0,0,27.5,73.51,73.51,0,27.52,82.51,0,26.66,0.000000,6.610000,3.200000,0.000000,272.110000,6.620000,0.000000,0.000000,5.610000,101.350000,261.810000,0.000000,0.000000,0.000000,87.270000,115.760000

86,21:15-21:30,10.2,0,0,0,0,0,0,0,27.52,71.42,71.42,0,27.52,82.57,0,21.95,0.000000,6.610000,3.200000,0.000000,272.110000,6.620000,0.000000,0.000000,5.610000,101.350000,261.810000,0.000000,0.000000,0.000000,87.270000,115.760000

87,21:30-21:45,10.15,0,0,0,0,0,0,0,25.95,70.01,70.01,0,25.95,77.86,0,22,0.000000,6.610000,3.200000,0.000000,272.110000,6.620000,0.000000,0.000000,5.610000,101.350000,261.810000,0.000000,0.000000,0.000000,87.270000,115.760000

88,21:45-22:00,10.14,0,0,0,0,0,0,0,25.94,67.8,67.8,0,25.93,77.81,0,26.78,0.000000,6.610000,3.200000,0.000000,272.110000,6.620000,0.000000,0.000000,5.610000,101.350000,261.810000,0.000000,0.000000,0.000000,87.270000,115.760000

89,22:00-22:15,9.98,0,0,0,0,0,0,0,26.15,68.53,68.53,0,26.15,78.46,0,27.59,0.000000,6.610000,3.200000,0.000000,272.110000,6.850000,0.000000,0.000000,6.240000,101.350000,261.810000,0.000000,0.000000,0.000000,87.270000,115.760000

90,22:15-22:30,9.95,0,0,0,0,0,0,0,26.89,68.69,68.69,0,26.89,80.67,0,27.75,0.000000,6.610000,3.200000,0.000000,272.110000,6.850000,0.000000,0.000000,6.240000,101.350000,261.810000,0.000000,0.000000,0.000000,87.270000,115.760000

91,22:30-22:45,9.82,0,0,0,0,0,0,0,30.19,68.42,68.42,0,30.2,90.58,0,27.79,0.000000,6.610000,3.200000,0.000000,272.110000,6.850000,0.000000,0.000000,6.240000,101.350000,261.810000,0.000000,0.000000,0.000000,87.270000,115.760000

