Block,Time Block,DADRT2,CHAMERA3,CHAMERA2,UNCHAHAR3,TALST2,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,UNCHAHAR2,TALA,SINGRAULI,TEHRI,UNCHAHAR1,UNCHAHAR4,TANDA2,CHAMERA1,BSIUL,BRBCL,SIMHST1,RSTPSU1TO6,RSTPSU7,SIMHST2,SALAL,SEWA2,RIHAND3,RIHAND2,SASAN,RAMPUR,NTPL,NLCTS2EXP,PARBATI3,RAPPC,RIHAND1,PARBATI2,NNTPP,RAPPB,RAPPD,KHSTPP-I,KGSU3AND4,KGSU1AND2,KHSTPP-II,KKNP,KISHANGANGA,KOTESHWR,KKNPPU2,KOLDAM,NLCIIST2,FSTPP I & II,DULHASTI,JHAJJAR,DHAULIGNGA,AURY_LF,DADRI_GF,DADRI_RF,AURY_GF,DADRI_CRF,DADRI_LF,AURY_CRF,AURY_RF,KUDGI,MAPS,NAPP,NLCEXP,NJPC,NLCIIST1,URI2,ANTA_LF,URI,ANTA_GF,VALLURNTECL,ANTA_CRF,ANTA_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
16,03:45-04:00,7.36,33.84,47.16,13.19,0,1.11,5.56,0,23.79,14.09,126.99,28.61,10.38,0.97,2.94,22.9,12.6,19.32,0,0,0,0,81.38,0,89.89,117.95,399.97,6.74,0,0,38.55,66.24,45.94,39.93,0,0,19.19,24.65,0,0,95.95,0,0,20.14,0,9.26,0,10.17,56.7,232.79,31.72,0,0,0,0,0,0,0,0,0,0,24.26,0,174.76,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,7.36,33.84,47.16,13.19,0,1.11,5.56,0,23.79,14.09,126.99,28.61,10.38,0.97,2.94,22.9,12.6,19.32,0,0,0,0,81.38,0,123.68,117.95,399.97,6.74,0,0,41.5,66.24,45.94,39.93,0,0,19.19,24.65,0,0,95.95,0,0,20.14,0,9.26,0,10.17,56.7,232.79,31.72,0,0,0,0,0,0,0,0,0,0,24.26,0,174.76,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,7.36,33.84,47.16,13.19,0,1.11,5.56,0,23.79,14.09,126.99,28.61,10.38,0.97,2.94,22.9,12.6,19.32,0,0,0,0,81.38,0,123.68,117.95,399.97,6.74,0,0,41.5,66.24,45.94,39.93,0,0,19.19,24.65,0,0,95.95,0,0,20.14,0,9.26,0,10.17,56.7,232.79,31.72,0,0,0,0,0,0,0,0,0,0,24.26,0,174.76,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,7.36,33.84,47.16,13.19,0,1.11,5.56,0,23.79,14.09,100.64,28.61,10.38,0.97,2.94,22.9,12.6,19.32,0,0,0,0,81.38,0,79.04,93.83,399.97,6.74,0,0,41.5,66.24,44.88,39.93,0,0,19.19,24.65,0,0,95.95,0,0,20.14,0,9.26,0,10.17,56.7,232.79,31.72,0,0,0,0,0,0,0,0,0,0,24.26,0,174.76,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,7.36,33.84,47.16,13.19,0,1.11,5.56,0,23.79,14.09,100.64,28.61,10.38,0.97,2.94,22.9,12.6,19.32,0,0,0,0,81.38,0,79.04,93.83,399.97,6.74,0,0,41.5,66.24,44.88,39.93,0,0,19.19,24.65,0,0,95.95,0,0,20.14,0,9.26,0,10.17,56.7,232.79,31.72,0,0,0,0,0,0,0,0,0,0,24.26,0,174.76,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,83.68,33.84,47.16,13.19,0,1.11,4.96,0,23.79,18.77,91.94,28.61,10.38,0.97,2.94,22.9,12.6,19.32,0,0,0,0,77.46,0,79.04,93.83,399.97,6.74,0,0,41.5,66.24,44.88,39.93,0,0,19.19,24.65,0,0,96.3,0,0,20.14,0,9.26,0,10.17,56.7,232.79,31.72,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,14.12,33.84,47.16,13.19,0,1.11,4.96,0,23.79,18.77,105.47,28.61,10.38,0.97,2.94,22.9,12.6,19.32,0,0,0,0,77.46,0,79.04,93.83,399.97,6.74,0,0,41.5,66.24,44.88,39.93,0,0,19.19,24.65,0,0,96.3,0,0,20.14,0,9.26,0,10.17,56.7,232.79,31.72,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,7.37,33.84,47.16,13.19,0,1.11,4.96,0,23.79,19.88,115.55,28.61,10.38,0.97,2.94,22.9,12.6,19.32,0,0,0,0,74.09,0,79.04,93.83,399.97,6.74,0,0,41.5,66.24,44.88,39.93,0,0,19.19,24.65,0,0,96.3,0,0,20.14,0,9.26,0,10.17,56.7,232.79,31.72,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,7.37,33.84,47.16,13.19,0,1.11,4.96,0,23.79,19.88,115.55,28.61,10.38,0.97,2.94,22.9,12.6,19.32,0,0,0,0,74.09,0,79.04,93.83,399.97,6.74,0,0,41.5,66.24,44.88,39.93,0,0,19.19,24.65,0,0,114.96,0,0,20.14,0,9.26,0,10.17,56.7,232.79,31.72,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,7.37,33.84,47.16,13.19,0,1.09,4.96,0,23.79,19.88,115.55,28.61,10.38,0.97,2.94,22.9,12.6,19.32,0,0,0,0,74.09,0,79.04,93.83,399.97,6.74,0,0,41.5,66.24,44.88,39.93,0,0,19.19,24.65,0,0,102.62,0,0,20.14,0,9.26,0,10.17,56.7,232.79,31.72,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,7.37,33.84,47.16,16.3,0,1.09,4.96,0,26.04,19.88,115.55,28.61,12.25,0.97,2.94,22.9,12.6,19.32,0,0,0,0,74.09,0,79.04,93.83,399.97,6.74,0,0,41.5,66.24,44.88,39.93,0,0,19.19,25.32,0,0,100.99,0,0,20.14,0,9.26,0,12.95,56.7,232.79,31.72,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,7.37,33.84,47.16,13.56,0,1.09,4.96,0,23.79,22.72,115.55,28.61,10.38,0.97,2.94,22.9,12.6,19.32,0,0,0,0,74.09,0,79.04,93.83,399.97,6.74,0,0,41.5,66.24,44.88,39.93,0,0,19.19,24.65,0,0,100.99,0,0,20.14,0,9.26,0,10.17,56.7,232.79,31.72,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,7.37,33.84,47.16,13.19,0,1.09,4.96,0,23.79,25.56,115.55,28.61,10.38,0.97,2.94,22.9,12.6,19.32,0,0,0,0,74.09,0,79.04,93.83,399.97,6.74,0,0,41.5,66.24,44.88,39.93,0,0,19.19,24.65,0,0,102.62,0,0,20.14,0,9.26,0,10.17,56.7,232.79,31.72,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,4.98,33.84,47.16,12.78,0,1.09,4.96,0,23.2,25.56,115.55,28.61,10.04,0.71,1.67,22.9,12.6,19.32,0,0,0,0,74.09,0,79.04,93.83,399.97,6.74,0,0,41.5,66.24,44.88,39.93,0,0,19.19,24.65,0,0,95.95,0,0,20.14,0,6.95,0,10.17,56.7,232.79,31.72,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,4.98,33.84,47.16,12.78,0,1.09,4.96,0,23.2,25.56,115.55,28.61,10.04,0.7,1.67,22.9,12.6,19.32,0,0,0,0,74.09,0,79.04,93.83,399.97,6.74,0,0,41.5,66.24,44.88,39.93,0,0,19.19,24.65,0,0,95.95,0,0,20.14,0,4.63,0,10.17,56.7,232.79,31.72,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,4.98,33.84,47.16,12.78,0,1.09,4.96,0,23.2,25.56,84.21,28.61,10.04,0.7,1.67,22.9,12.6,19.32,0,0,0,0,74.09,0,79.04,79.18,399.97,6.74,0,0,41.5,66.24,44.88,39.93,0,0,19.19,28.04,0,0,95.95,0,0,20.14,0,1.86,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,4.98,33.84,47.16,12.78,0,1.09,4.96,0,23.2,25.56,84.21,28.61,10.04,0.7,1.67,22.9,12.6,19.16,0,0,0,0,74.09,0,69.49,79.18,399.97,6.74,0,0,41.5,66.24,44.88,39.93,0,0,19.19,28.04,0,0,95.95,0,0,20.14,0,1.86,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,4.98,33.84,47.16,12.78,0,1.09,4.96,0,23.2,25.28,84.21,0,10.04,0.7,1.67,22.9,12.6,19.32,0,0,0,0,74.09,0,69.49,79.18,399.97,6.74,0,0,41.5,66.24,44.88,39.93,0,0,19.19,28.04,0,0,96.92,0,0,20.14,0,1.86,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,4.98,33.84,47.16,12.78,0,1.09,4.96,0,23.2,25.28,84.21,0,10.04,0.7,1.67,11.83,12.6,19.32,0,0,0,0,74.09,0,69.49,79.18,399.97,6.74,0,0,41.5,66.24,44.88,39.93,0,0,19.19,28.04,0,0,96.92,0,0,20.14,0,1.86,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,4.98,33.84,47.16,12.78,0,1.09,4.96,0,23.2,25.28,72.03,0,10.04,0.7,1.67,11.83,12.6,19.32,0,0,0,0,74.09,0,69.49,66.2,402.14,6.74,0,0,41.5,66.24,44.88,39.93,0,0,19.19,28.04,0,0,96.9,0,0,20.14,0,1.86,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,4.98,22.54,47.16,12.78,0,1.09,4.96,0,23.2,25.28,72.03,0,10.04,0.7,1.67,11.83,12.6,19.32,0,0,0,0,74.09,0,69.49,66.2,402.14,6.74,0,0,41.5,66.24,44.88,39.93,0,0,19.19,28.04,0,0,96.9,0,0,20.14,0,0,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,4.98,22.54,47.16,12.78,0,1.09,4.96,0,23.2,25.28,72.03,0,10.04,0.7,1.67,0,6.3,19.32,0,0,0,0,51.64,0,69.49,66.2,370.26,6.74,0,0,22.24,66.24,38.88,25.41,0,0,19.19,28.04,0,0,96.9,0,0,10.64,0,0,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,4.98,22.54,47.16,12.78,0,1.09,4.96,0,23.2,25.28,72.03,0,10.04,0.7,1.67,0,6.3,19.32,0,0,0,0,51.64,0,69.49,66.2,332.6,6.74,0,0,22.24,66.24,38.88,25.41,0,0,19.19,28.04,0,0,96.9,0,0,10.64,0,0,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,4.98,22.54,47.16,12.78,0,1.09,4.96,0,23.2,25.28,72.03,0,10.04,0.7,1.67,0,6.3,19.32,0,0,0,0,51.64,0,69.49,66.2,298.87,6.74,0,0,22.24,66.24,38.88,25.41,0,0,19.19,28.04,0,0,96.9,0,0,10.64,0,0,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,4.98,22.54,47.16,12.78,0,1.09,4.96,0,23.2,25.28,72.03,0,10.04,0.7,1.67,0,6.3,19.32,0,0,0,0,51.64,0,69.49,66.2,269.2,6.74,0,0,22.24,66.24,38.88,25.41,0,0,19.19,28.04,0,0,96.9,0,0,10.64,0,0,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,4.98,22.54,47.16,12.78,0,1.09,4.96,0,23.2,24.86,72.03,0,10.04,0.7,1.67,0,6.3,19.32,0,0,0,0,51.64,0,69.49,66.2,264.09,6.74,0,0,22.24,66.24,38.88,25.41,0,0,19.19,28.04,0,0,96.9,0,0,11.2,0,0,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,4.98,22.54,47.16,12.78,0,1.09,4.96,0,23.2,24.86,72.03,0,10.04,0.7,1.67,0,6.3,19.32,0,0,0,0,51.64,0,69.49,66.2,264.09,6.74,0,0,22.24,66.24,38.88,25.41,0,0,19.19,28.04,0,0,96.9,0,0,11.2,0,0,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,0,0,11.74,0,0,0,0,0,0,0,0,0

43,10:30-10:45,4.98,22.54,47.16,12.78,0,1.09,4.96,0,23.2,23.86,72.03,0,10.04,0.7,1.67,0,6.3,19.32,0,0,0,0,77.46,0,69.49,66.2,224.59,6.74,0,0,22.24,66.24,38.88,25.41,0,0,19.19,28.04,0,0,96.9,0,0,11.2,0,0,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,0,0,11.74,0,0,0,0,0,0,0,0,0

44,10:45-11:00,4.98,22.54,47.16,12.78,0,1.09,4.96,0,23.2,19.03,72.03,0,10.04,0.7,1.67,0,6.3,17.94,0,0,0,0,77.46,0,69.49,66.2,224.59,6.74,0,0,22.24,66.24,38.88,25.41,0,0,19.19,28.04,0,0,96.9,0,0,11.2,0,0,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,0,0,11.74,0,0,0,0,0,0,0,0,0

45,11:00-11:15,4.98,22.54,47.16,12.78,0,1.09,4.96,0,23.2,23.86,72.03,9.77,10.04,0.7,1.67,0,6.3,19.32,0,0,0,0,77.46,0,69.49,66.2,224.59,6.74,0,0,22.24,66.24,26.64,25.41,0,0,19.19,28.04,0,0,96.9,0,0,20.14,0,0,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,0,0,11.74,0,0,0,0,0,0,0,0,0

46,11:15-11:30,4.98,22.54,47.16,12.78,0,1.09,4.96,0,23.2,19.03,72.03,19.07,10.04,0.7,1.67,0,6.3,18.08,0,0,0,0,77.46,0,69.49,66.2,224.59,6.74,0,0,22.24,66.24,26.64,25.41,0,0,19.19,28.04,0,0,96.9,0,0,20.14,0,0,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,0,0,11.74,0,0,0,0,0,0,0,0,0

47,11:30-11:45,4.98,22.54,47.16,12.78,0,1.09,4.33,0,23.2,23.38,72.03,28.61,10.04,0.7,1.67,0,6.3,18.19,0,0,0,0,77.46,0,69.49,66.2,224.59,6.74,0,0,22.24,66.24,26.64,25.41,0,0,19.19,28.04,0,0,96.9,0,0,20.14,0,0,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,15.52,0,11.74,0,0,0,0,0,0,0,0,0

48,11:45-12:00,4.98,22.54,47.16,12.78,0,1.09,4.33,0,23.2,19.03,72.03,28.61,10.04,0.7,1.67,0,6.3,19.32,0,0,0,0,77.46,0,69.49,66.2,224.59,6.74,0,0,22.24,66.24,26.64,25.41,0,0,19.19,28.04,0,0,96.9,0,0,20.14,0,1.86,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,15.52,0,11.74,0,0,0,0,0,0,0,0,0

49,12:00-12:15,4.98,22.54,47.16,12.78,0,1.09,4.33,0,23.2,23.38,72.03,28.61,10.04,0.7,1.67,0,6.3,19.32,0,0,0,0,77.46,0,69.49,66.2,222.51,6.74,0,0,22.24,66.24,26.64,25.41,0,0,19.19,28.04,0,0,96.9,0,2.77,20.14,0,3.75,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,15.52,0,11.74,0,0,0,0,0,0,0,0,0

50,12:15-12:30,4.98,22.54,47.16,12.78,0,1.09,4.33,0,23.2,19.03,72.03,28.61,10.04,0.7,1.67,0,6.3,19.32,0,0,0,0,77.46,0,69.49,66.2,250.91,6.74,0,0,22.24,66.24,26.64,25.41,0,0,19.19,28.04,0,0,96.9,0,5.56,20.14,0,6.95,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,15.52,0,11.74,0,0,0,0,0,0,0,0,0

51,12:30-12:45,4.98,22.54,47.16,12.78,0,1.09,4.33,0,23.2,24.86,72.03,28.61,10.04,0.7,1.67,0,6.3,19.32,0,0,0,0,77.46,0,69.49,66.2,278.29,6.74,0,0,22.24,66.24,26.64,25.41,0,0,19.19,28.04,0,0,96.9,0,8.34,20.14,0,9.26,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,15.52,0,11.74,0,0,0,0,0,0,0,0,0

52,12:45-13:00,4.98,22.54,47.16,12.78,0,1.09,4.33,0,23.2,24.86,72.03,28.61,10.04,0.7,1.67,0,6.3,19.32,0,0,0,0,77.46,0,69.49,66.2,302.35,6.74,0,0,22.24,66.24,26.64,25.41,0,0,19.19,28.04,0,0,96.9,0,8.34,20.14,0,9.26,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,15.52,0,11.74,0,0,0,0,0,0,0,0,0

53,13:00-13:15,4.98,22.54,47.16,12.78,0,1.09,4.33,0,23.2,24.86,72.03,28.61,10.04,0.7,1.67,0,6.3,19.32,0,0,0,0,77.46,0,69.49,66.2,292.44,6.74,0,0,22.24,66.24,25.82,25.41,0,0,19.19,28.04,0,0,96.9,0,8.34,20.14,0,9.26,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,15.52,0,36.26,0,0,0,0,0,0,0,0,0

54,13:15-13:30,4.98,22.54,47.16,12.78,0,1.09,4.33,0,23.2,24.86,72.03,28.61,10.04,0.7,1.67,0,6.3,19.32,0,0,0,0,77.46,0,69.49,66.2,316.59,6.74,0,0,22.24,66.24,25.82,25.41,0,0,19.19,28.04,0,0,96.9,0,8.34,20.14,0,9.26,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,15.52,0,36.26,0,0,0,0,0,0,0,0,0

