Block,Time,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,NR/01122023/15122023/HP-15,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/15082037/GNA_NR_2012_01,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/01102023/23072042/L_NR_2012_04,WR/01102023/24112044/L_NR_2020_07,NR/08122023/15122023/HP-19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,SR/01122023/31122023/BYPL_KSEB_DEC23,NR/01102023/25072045/L_NR_2021_15,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61,NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2020_06,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/01102023/19072037/LT-05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/06022042/L_NR_2012_02,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/30042040/GNA_LT_35,NR/01102023/02012046/L_NR_2021_17,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17
75,18:30-18:45,0.000000,0.000000,0.000000,0.000000,1.390000,1.530000,0.000000,100.690000,96.130000,25.960000,1.890000,270.370000,7,127.830000,21,0,48.06,0,86.710000,30.280000,10,5.01,0,0,7,0,0,117.280000,6.66,260.130000,10,0,0.000000,0,0,0,0,0,1,0

76,18:45-19:00,0.000000,0.000000,0.000000,0.000000,1.390000,1.530000,0.000000,100.690000,96.130000,25.960000,1.890000,270.370000,7,127.830000,21,0,48.06,0,86.710000,30.280000,10,5.01,0,0,7,0,0,117.280000,6.66,260.130000,10,0,0.000000,0,0,0,0,0,0,0

77,19:00-19:15,0.000000,0.000000,0.000000,0.000000,1.390000,1.450000,0.000000,100.690000,96.130000,25.960000,1.890000,270.370000,7,127.830000,21,0,48.06,0,86.710000,30.760000,10,5.01,0,0,7,0,0,117.280000,5.66,260.130000,10,0,0.000000,0,0,0,0,0,0,0

78,19:15-19:30,0.000000,0.000000,0.000000,0.000000,1.390000,1.450000,0.000000,100.690000,96.130000,25.960000,1.890000,270.370000,7,127.830000,21,0,48.06,0,86.710000,30.760000,10,5.01,0,0,7,0,0,117.280000,5.66,260.130000,10,0,0.000000,0,0,0,0,0,0,0

79,19:30-19:45,0.000000,0.000000,0.000000,0.000000,1.390000,1.450000,0.000000,100.690000,96.130000,24.990000,1.890000,270.370000,7,127.830000,21,0,48.06,0,86.710000,30.760000,10,5.01,0,0,7,0,0,117.280000,5.66,260.130000,10,0,0.000000,0,0,0,0,0,0,0

80,19:45-20:00,0.000000,0.000000,0.000000,0.000000,1.390000,1.450000,0.000000,100.690000,96.130000,24.990000,1.890000,270.370000,7,127.830000,21,0,48.06,0,86.710000,30.760000,10,5.01,0,0,7,0,0,117.280000,5.66,260.130000,10,0,0.000000,0,0,0,0,0,0,0

81,20:00-20:15,0.000000,0.000000,25.400000,0.000000,1.320000,1.450000,0.000000,100.690000,96.130000,24.990000,1.850000,270.370000,5.33,127.830000,16,0,48.06,0,86.710000,30.760000,10,5.01,0,0,5.34,0,0,117.280000,5.66,260.130000,10,0,0.000000,0,0,0,0,0,0,0

82,20:15-20:30,0.000000,0.000000,25.400000,0.000000,1.320000,1.450000,0.000000,100.690000,96.130000,24.990000,1.850000,270.370000,5.33,127.830000,16,0,48.06,0,86.710000,30.760000,10,5.01,0,0,5.34,0,0,117.280000,5.66,260.130000,10,0,0.000000,0,0,0,0,0,0,0

83,20:30-20:45,0.000000,0.000000,25.950000,0.000000,1.320000,1.450000,0.000000,73.060000,96.130000,24.990000,1.850000,270.370000,5.33,127.830000,16,0,48.06,0,76.220000,25.950000,10,5.01,0,0,5.34,0,0,117.280000,5.66,260.130000,10,0,0.000000,0,0,0,0,0,0,0

84,20:45-21:00,0.000000,0.000000,25.950000,0.000000,1.320000,1.450000,0.000000,46.140000,96.130000,24.990000,1.850000,270.370000,5.33,127.830000,16,0,48.06,0,76.220000,25.950000,10,5.01,0,0,5.34,0,0,117.280000,5.66,260.130000,10,0,0.000000,0,0,0,0,0,0,0

85,21:00-21:15,0.000000,0.000000,25.950000,0.000000,1.320000,1.370000,0.000000,46.140000,96.130000,24.990000,1.850000,270.370000,5.33,127.830000,16,0,48.06,0,76.220000,25.950000,10,5.01,0,0,5.34,0,0,96.130000,5.66,223.910000,10,0,0.000000,0,0,0,0,0,0,0

86,21:15-21:30,0.000000,0.000000,25.950000,0.000000,1.320000,1.370000,0.000000,46.140000,96.130000,24.990000,1.850000,270.370000,5.33,127.830000,16,0,48.06,0,76.220000,25.950000,10,5.01,0,0,5.34,0,0,67.290000,5.66,223.910000,10,0,0.000000,0,0,0,0,0,0,0

87,21:30-21:45,0.000000,0.000000,25.950000,0.000000,1.320000,1.370000,0.000000,46.140000,96.130000,24.990000,1.850000,270.370000,5.33,127.830000,16,0,48.06,0,76.220000,25.950000,10,5.01,0,0,5.34,0,0,67.290000,5.66,223.910000,10,0,0.000000,0,0,0,0,0,0,0

88,21:45-22:00,0.000000,0.000000,25.950000,0.000000,1.240000,1.370000,0.000000,46.140000,96.130000,24.990000,1.850000,270.370000,5.33,127.830000,16,0,48.06,0,76.220000,25.950000,10,5.01,0,0,5.34,0,0,67.290000,5.66,223.910000,10,0,0.000000,0,0,0,0,0,0,0

89,22:00-22:15,0.000000,0.000000,25.950000,57.250000,1.240000,1.370000,0.000000,46.140000,96.130000,24.990000,1.850000,270.370000,5.33,127.830000,16,0,48.06,0,57.310000,25.950000,10,5.01,0,0,5.34,0,0,67.290000,5.66,223.910000,10,0,0.000000,0,0,0,0,0,0,0

90,22:15-22:30,0.000000,0.000000,25.950000,57.250000,1.240000,1.370000,0.000000,46.140000,96.130000,24.990000,1.850000,270.370000,5.33,127.830000,16,0,48.06,0,57.310000,25.950000,10,5.01,0,0,5.34,0,0,67.290000,5.66,223.910000,10,0,0.000000,0,0,0,0,0,0,0

91,22:30-22:45,0.000000,0.000000,25.950000,57.250000,1.240000,1.370000,0.000000,46.140000,96.130000,24.990000,1.850000,270.370000,5.33,127.830000,16,0,48.06,0,57.310000,25.950000,10,5.01,0,0,5.34,0,0,67.290000,5.66,182.870000,10,0,0.000000,0,0,0,0,0,0,0

92,22:45-23:00,0.000000,0.000000,25.950000,57.250000,1.240000,1.370000,0.000000,46.140000,96.130000,24.990000,1.850000,270.370000,5.33,127.830000,16,0,48.06,0,57.310000,25.950000,10,5.01,0,0,5.34,0,0,72.100000,5.66,173.260000,10,0,0.000000,0,0,0,0,0,0,0

93,23:00-23:15,0.000000,0.000000,25.950000,57.250000,1.240000,1.370000,0.000000,46.140000,96.130000,24.990000,1.850000,270.370000,5.33,127.830000,16,0,48.06,0,57.310000,25.950000,10,5.01,0,0,5.34,0,0,72.100000,5.66,173.260000,10,0,0.000000,0,0,0,0,0,0,0

94,23:15-23:30,0.000000,0.000000,25.950000,57.250000,1.240000,1.370000,0.000000,46.140000,96.130000,24.990000,1.850000,270.370000,5.33,127.830000,16,0,48.06,0,57.310000,25.950000,10,5.01,0,0,5.34,0,0,72.100000,5.66,173.260000,10,0,0.000000,0,0,0,0,0,0,0

95,23:30-23:45,0.000000,0.000000,25.950000,57.250000,1.240000,1.370000,0.000000,46.140000,96.130000,24.990000,1.850000,270.370000,5.33,127.830000,16,0,48.06,0,57.310000,25.950000,10,5.01,0,0,5.34,0,0,72.100000,5.66,173.260000,10,0,0.000000,0,0,0,0,0,0,0

96,23:45-24:00,0.000000,0.000000,25.950000,57.250000,1.240000,1.370000,0.000000,46.140000,96.130000,24.990000,1.850000,230.710000,5.33,127.830000,16,0,48.06,0,57.310000,25.950000,10,5.01,0,0,5.34,0,0,72.100000,5.66,173.260000,10,0,0.000000,0,0,0,0,0,0,0

