Block,Time,NLCEXP,NLCIIST1,RAPPB,UNCHAHAR1,UNCHAHAR3,URI,VALLURNTECL,ANTA_RF,DADRI_CRF,KOLDAM,MAPS,NTPL,RAPPC,RAPPD,RIHAND1,SIMHST1,ANTA_LF,DADRI_RF,CHAMERA1,DADRT2,JHAJJAR,KHSTPP-II,SINGRAULI_HYDRO,TALST2,TelanganaSTPP,UNCHAHAR2,URI2,DADRI_LF,KKNP,NJPC,NLCIIST2,NLCTS2EXP,RAMPUR,TEHRI,ANTA_CRF,BRBCL,DHAULIGNGA,DULHASTI,KKNPPU2,KUDGI,PARBATI2,SEWA2,TANAKPUR,TANDA2,AURY_CRF,CHAMERA3,KGSU3AND4,NAPP,NNTPP,RIHAND3,RSTPSU7,SIMHST2,AURY_LF,DADRI_GF,CHAMERA2,FSTPP I & II,KGSU1AND2,KHSTPP-I,KOTESHWR,RSTPSU1TO6,SINGRAULI,TEHRIPSP,UNCHAHAR4,AURY_RF,BSIUL,KISHANGANGA,PARBATI3,RIHAND2,SALAL,SASAN,TALA,ANTA_GF,AURY_GF
6,01:15-01:30,0,0,0,22.41,0,13.25,0,52.34,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.1,689.39,444.85,148.3,0,0,0,44.52,36.96,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,13.11,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.34,0,6.97,46.09,125.27,84.83,236.25,19.58,0,0

7,01:30-01:45,0,0,0,22.41,0,35.33,0,52.34,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.1,689.39,444.85,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,13.11,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.34,0,6.97,46.09,125.27,84.83,236.25,19.58,0,0

8,01:45-02:00,0,0,0,22.41,0,35.33,0,52.34,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.1,689.39,444.85,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,13.11,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.34,0,6.97,46.09,125.27,84.83,236.25,19.58,0,0

9,02:00-02:15,0,0,0,22.41,0,35.33,0,52.6,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.1,689.39,444.85,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,13.11,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.34,0,6.97,46.09,125.27,84.83,236.25,20.17,0,0

10,02:15-02:30,0,0,0,22.41,0,26.49,0,52.6,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.1,689.39,444.85,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,13.11,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.34,0,6.97,46.09,125.27,84.83,236.25,20.17,0,0

11,02:30-02:45,0,0,0,22.41,0,19.87,0,52.6,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.1,689.39,444.85,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,13.11,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.34,0,6.97,46.09,125.27,84.83,236.25,19.29,0,0

12,02:45-03:00,0,0,0,22.41,0,19.87,0,52.6,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.1,689.39,444.85,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,13.11,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.34,0,6.97,46.09,125.27,84.83,236.25,19.29,0,0

13,03:00-03:15,0,0,0,22.41,0,35.33,0,52.85,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.1,689.39,444.85,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.34,0,6.97,46.09,125.27,82.5,236.25,21.11,0,0

14,03:15-03:30,0,0,0,22.41,0,35.33,0,52.85,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.1,689.39,444.85,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.34,0,6.97,46.09,125.27,82.5,236.25,21.11,0,0

15,03:30-03:45,0,0,0,22.41,0,19.87,0,52.85,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.1,689.39,444.85,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.34,0,6.97,46.09,125.27,82.5,236.25,21.11,0,0

16,03:45-04:00,0,0,0,22.41,0,19.87,0,52.85,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.1,689.39,444.85,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.34,0,6.97,46.09,125.27,82.5,236.25,21.11,0,0

17,04:00-04:15,0,0,0,22.41,0,26.49,0,52.85,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.1,689.39,444.85,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.34,0,6.97,46.09,125.27,82.5,236.25,21.11,0,0

18,04:15-04:30,0,0,0,22.41,0,26.49,0,52.85,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.1,689.39,444.85,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.34,0,6.97,46.09,125.27,82.5,236.25,21.11,0,0

19,04:30-04:45,0,0,0,22.41,0,26.49,0,52.85,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.1,689.39,444.85,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.34,0,6.97,46.09,125.27,82.5,236.25,21.11,0,0

20,04:45-05:00,0,0,0,22.41,0,26.49,0,52.85,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.1,689.39,444.85,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.34,0,6.97,46.09,125.27,82.5,236.25,21.11,0,0

21,05:00-05:15,0,0,0,22.41,0,26.49,0,52.6,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.1,689.39,444.85,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.34,0,6.97,46.09,125.27,82.5,236.25,20.63,0,0

22,05:15-05:30,0,0,0,22.41,0,26.49,0,52.6,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.1,689.39,444.85,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.34,0,6.97,46.09,125.27,82.5,236.25,18.53,0,0

23,05:30-05:45,0,0,0,22.41,0,26.49,0,52.6,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.1,689.39,667.27,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.34,0,6.97,46.09,125.27,82.5,236.25,18.16,0,0

24,05:45-06:00,0,0,0,22.41,0,26.49,0,52.6,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.1,689.39,667.27,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.34,0,6.97,46.09,125.27,82.5,236.25,17.76,0,0

25,06:00-06:15,0,0,0,22.41,0,26.49,0,52.6,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.34,0,4.65,46.09,125.27,82.5,236.25,17.37,0,0

26,06:15-06:30,0,0,0,22.41,0,26.49,0,52.6,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,129.8,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.34,0,4.65,46.09,125.27,82.5,236.25,17.31,0,0

27,06:30-06:45,0,0,0,22.41,0,26.49,0,52.6,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,129.8,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.34,0,4.65,46.09,125.27,82.5,236.25,17.35,0,0

28,06:45-07:00,0,0,0,22.41,0,26.49,0,52.6,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,129.8,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.08,0,4.65,46.09,125.27,82.5,236.25,17.56,0,0

29,07:00-07:15,0,0,0,22.41,0,26.49,0,52.6,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.08,0,4.65,46.09,125.27,82.5,236.25,17.93,0,0

30,07:15-07:30,0,0,0,22.41,0,26.49,0,52.6,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.08,0,4.65,46.09,125.27,82.5,236.25,18.04,0,0

31,07:30-07:45,0,0,0,22.41,0,4.41,0,52.6,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,3.85,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.08,0,4.65,46.09,125.27,82.5,236.25,18.06,0,0

32,07:45-08:00,0,0,0,22.41,0,4.41,0,52.6,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,3.85,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.08,0,4.65,46.09,125.27,82.5,236.25,18.07,0,0

33,08:00-08:15,0,0,0,22.41,0,4.41,0,52.09,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,3.85,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.08,0,4.65,46.09,125.27,82.5,236.25,20.2,0,0

34,08:15-08:30,0,0,0,22.41,0,4.41,0,52.09,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,3.85,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.08,0,4.65,46.09,125.27,82.5,236.25,20.2,0,0

35,08:30-08:45,0,0,0,22.41,0,26.49,0,52.09,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,36.96,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.08,0,4.65,46.09,125.27,82.5,236.25,20.2,0,0

36,08:45-09:00,0,0,0,22.41,0,26.49,0,52.09,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,36.96,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.08,0,4.65,46.09,125.27,82.5,236.25,20.23,0,0

37,09:00-09:15,0,0,0,22.41,0,26.49,0,51.59,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,82.08,0,4.65,46.09,125.27,82.5,236.25,20.23,0,0

38,09:15-09:30,0,0,0,22.41,0,26.49,0,51.59,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,103.98,3.23,82.08,0,4.65,46.09,125.27,82.5,236.25,20.64,0,0

39,09:30-09:45,0,0,0,22.41,0,13.25,0,51.59,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,103.98,3.23,82.08,0,4.65,46.09,125.27,82.5,236.25,15.55,0,0

40,09:45-10:00,0,0,0,22.41,0,13.25,0,51.59,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,103.98,3.23,82.08,0,2.33,46.09,125.27,82.5,236.25,15.57,0,0

41,10:00-10:15,0,0,0,22.41,0,13.25,0,50.83,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,103.98,3.23,81.82,0,0.64,46.09,125.27,68.56,236.25,9.79,0,0

42,10:15-10:30,0,0,0,22.41,0,13.25,0,50.83,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,82.67,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,0,3.23,81.82,0,0,46.09,125.27,68.56,236.25,9.79,0,0

43,10:30-10:45,0,0,0,22.41,0,8.83,0,50.58,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,41.33,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,0,3.23,81.82,0,0,46.09,125.27,68.56,258.75,15.64,0,0

44,10:45-11:00,0,0,0,22.41,0,8.83,0,50.58,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,0,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,0,3.23,81.82,0,0,46.09,125.27,68.56,281.25,15.64,0,0

45,11:00-11:15,0,0,0,22.41,0,8.83,0,50.08,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,36.96,0,0,175.8,0,0,5.68,0,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,0,3.23,81.82,0,0,46.09,125.27,68.56,303.75,9.88,0,0

46,11:15-11:30,0,0,0,22.41,0,13.25,0,50.08,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,36.96,0,0,175.8,0,0,5.68,0,0,18.75,30.7,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,0,3.23,81.82,0,0,46.09,125.27,68.56,303.75,9.88,0,0

47,11:30-11:45,0,0,0,22.41,0,13.25,0,50.08,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,0,0,18.75,31.84,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,15.71,20.8,0,34.29,45.08,0,113.75,0,3.23,81.82,0,0,46.09,125.27,69.72,303.75,15.78,0,0

48,11:45-12:00,0,0,0,22.41,0,13.25,0,50.08,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,0,0,18.75,31.84,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,15.71,20.8,0,34.29,45.08,0,113.75,0,3.23,81.82,0,0,46.09,125.27,69.72,303.75,15.78,0,0

49,12:00-12:15,0,0,0,22.41,0,13.25,0,49.81,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,0,0,18.75,31.84,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,15.71,20.8,0,34.29,45.08,0,113.75,0,3.23,81.82,0,0,46.09,125.27,69.72,303.75,15.78,0,0

50,12:15-12:30,0,0,0,22.41,0,13.25,0,49.81,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,0,0,18.75,31.84,37.42,0,0,0,18.87,11.91,5.73,0,0,0,24.36,0,130.84,0,0,0,0,15.71,20.8,0,34.29,45.08,0,113.75,0,3.23,81.82,0,0,46.09,125.27,69.72,303.75,15.82,0,0

51,12:30-12:45,0,0,0,22.41,0,13.25,0,49.81,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,0,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,15.71,20.8,0,34.29,45.08,0,113.75,0,3.23,81.82,0,0,46.09,125.27,69.72,326.25,21.29,0,0

52,12:45-13:00,0,0,0,22.41,0,13.25,0,49.81,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,0,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,15.71,20.8,0,34.29,45.08,0,113.75,0,3.23,81.82,0,0,46.09,125.27,69.72,337.5,21.17,0,0

53,13:00-13:15,0,0,0,22.41,0,17.67,0,49.56,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,0,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,15.71,20.8,0,34.29,45.08,0,113.75,0,3.23,81.82,0,0,46.09,125.27,69.72,348.75,20.93,0,0

54,13:15-13:30,0,0,0,22.41,0,17.67,0,49.56,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,0,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,15.71,20.8,0,34.29,45.08,0,113.75,0,3.23,81.82,0,0,46.09,125.27,69.72,360,20.58,0,0

55,13:30-13:45,0,0,0,22.41,0,17.67,0,49.06,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,0,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,15.71,20.8,0,34.29,45.08,0,113.75,0,3.23,81.82,0,0,28.25,125.27,69.72,360,20.58,0,0

