Column1,Time,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/06/01/9257,GNA/NR/2025/04/01/8456,GNA/NR/2025/06/01/5280,GNA/NR/2025/04/01/8510,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/7786,GNA/NR/2025/04/01/8964,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/01/2868,GNA/NR/2025/06/01/2569,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,GNARE/SR/2025/01/13/4532,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,GNARE/NR/2024/12/20/3668,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13
6,01:15-01:30,0,0,70.37,2.62,5.39,201.12,0,25.74,4.98,100.55,272.91,0,0,26.7,26.7,69.09,11.73,20.51,4.48,11.9,9.07,11.89,20.51,41.02,4.3,0,41.02,20.51,41.02,17.37,53.33,24.5,24.5,73.5,0,36.67,36.67,30.61,22.34,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,0,0,70.37,2.62,5.39,156.05,0,25.74,4.98,100.55,272.91,0,0,26.7,26.7,49.14,11.73,20.51,4.48,11.9,9.07,11.89,20.51,41.02,4.3,0,41.02,20.51,41.02,17.37,53.33,27.5,27.5,82.5,0,36.67,36.67,30.01,22.66,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,0,0,70.37,2.62,5.39,158.95,0,25.74,4.98,100.55,272.91,0,0,26.7,26.7,49.14,11.73,20.51,4.48,11.9,9.07,11.89,20.51,41.02,4.3,0,41.02,20.51,41.02,17.37,53.33,27.5,27.5,82.5,0,36.67,36.67,29.61,23,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,0,0,70.37,2.34,5.23,160.88,0,25.74,4.98,100.55,272.91,0,0,26.94,26.94,38.61,11.64,20.51,4.48,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,27.5,27.5,82.5,0,38.33,38.33,29.01,23.34,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,0,0,70.37,2.34,5.23,159.91,0,25.74,4.98,100.55,272.91,0,0,26.94,26.94,38.61,11.64,20.51,4.48,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,27.5,27.5,82.5,0,38.33,38.33,28.61,24,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,0,0,70.37,2.34,5.23,160.88,0,25.23,4.98,100.55,272.91,0,0,26.94,26.94,38.61,11.64,20.51,4.48,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,27.5,27.5,82.5,0,38.33,38.33,27.61,24.34,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,0,0,70.37,2.34,5.23,160.88,0,25.23,4.98,100.55,272.91,0,0,26.94,26.94,38.61,11.64,20.51,4.48,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,27.5,27.5,82.5,0,38.33,38.33,26.61,24.66,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0,0,70.37,2.06,5,201.12,0,25.23,4.98,100.55,272.91,0,0,26.94,26.94,69.09,11.54,20.51,4.48,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,27.5,27.5,82.5,0,38.33,38.33,25.61,25,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,0,70.37,2.06,5,201.12,0,25.23,4.98,100.55,272.91,0,0,26.94,26.94,69.09,11.54,20.51,4.48,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,27.5,27.5,82.5,0,38.33,38.33,24.81,25.34,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,0,70.37,2.06,5,201.12,0,25.74,4.67,100.55,272.91,0,0,26.94,26.94,69.09,11.54,20.51,4.48,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,30,30,90,0,38.33,38.33,23.41,25.66,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,70.37,2.06,5,201.12,0,25.74,4.67,100.55,272.91,0,0,26.94,26.94,69.09,11.54,20.51,4.48,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,30,30,90,0,38.33,38.33,22.21,26.34,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,70.37,2.06,4.92,165.72,0,25.74,4.67,53.09,272.91,0,0,26.94,26.94,58.15,11.46,20.51,4.48,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,36.67,36.67,109.99,0,41.67,41.67,21.01,27,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,70.37,2.06,4.92,165.72,0,25.74,4.67,53.09,272.91,0,0,26.94,26.94,58.15,11.46,20.51,4.48,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,36.67,36.67,109.99,0,41.67,41.67,19.81,28,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,70.37,2.06,4.92,165.72,0,25.74,4.67,53.09,272.91,0,0,26.94,26.94,58.15,11.46,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,33.33,33.33,100.01,0,41.67,41.67,19.21,28.66,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,70.37,2.06,4.92,165.72,0,25.74,4.67,53.09,272.91,0,0,26.94,26.94,58.15,11.46,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,33.33,33.33,100.01,0,41.67,41.67,18.61,28.66,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,0,70.37,2.06,4.85,165.72,0,23.72,4.67,53.09,272.91,0,0,26.94,26.94,58.15,11.27,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,30,30,90,0,41.67,41.67,17.81,28.66,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,0,70.37,2.06,4.85,165.72,0,23.72,4.67,53.09,254.24,0,0,26.94,26.94,58.15,11.27,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,30,30,90,0,41.67,41.67,17.21,28.66,0,0,0,0,0,0,0.02,0,0,0

23,05:30-05:45,0,0,70.37,2.06,4.85,165.72,0,23.72,4.67,53.09,246.6,0,0,26.94,26.94,58.15,11.27,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,33.33,33.33,100.01,0.29,41.67,41.67,16.21,28.66,0,0,0,0,0,0,0.1,0,0,0

24,05:45-06:00,0,0,70.37,2.06,4.85,165.72,0,24.73,4.67,53.09,231.21,0,0,26.94,26.94,58.15,11.27,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,33.33,33.33,100.01,2.01,41.67,41.67,15.21,28.66,0,0,0,0,0,0,0.12,0,0,0

25,06:00-06:15,1,0,70.37,2.25,4.85,110.03,0,24.73,4.67,53.09,227.12,0,0,26.94,26.94,38.2,11.08,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,33.33,33.33,100.01,3.96,41.67,41.67,14.21,35,4.6,1,0,0,1,5.2,0.61,0,2.07,0.42

26,06:15-06:30,2,1,70.37,2.25,4.85,110.03,0,24.73,4.67,53.09,227.12,0,0,26.94,26.94,38.2,11.08,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,33.33,33.33,100.01,7.64,41.67,41.67,13.41,35,15.3,2,0,0,2,16.07,1.29,1,3.47,0.69

27,06:30-06:45,3,2,70.37,2.25,4.85,110.03,0.74,25.23,4.67,53.09,220.92,0.74,0.58,26.94,26.94,38.2,11.08,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,33.33,33.33,100.01,11.95,41.67,41.67,13.61,35,29.49,3,0,3,3,23.25,4.31,3,9.9,1.98

28,06:45-07:00,7,3,70.37,2.25,4.85,110.03,1.17,25.73,4.67,53.09,200.26,1.17,0.91,26.94,26.94,38.2,11.08,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,33.33,33.33,100.01,17.11,41.67,41.67,14.01,35.33,33,6,0,6,5,33,7.19,6,16.86,3.37

29,07:00-07:15,15,7,70.37,2.43,4.77,110.03,1.69,26.23,4.52,53.09,182.58,1.69,1.31,26.94,26.94,38.2,10.99,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,22.95,41.67,41.67,14.21,35.33,33,9,0,10,7,33,10.81,10,26.72,5.35

30,07:15-07:30,19,9,70.37,2.43,4.77,110.03,2.29,27.25,4.52,53.09,167.92,2.29,1.78,26.94,26.94,38.2,10.99,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,25.37,41.67,41.67,14.41,35,33,13,0,15,9,33,15.5,15,38.36,7.67

31,07:30-07:45,27,13,70.37,2.43,4.77,110.03,3,27.75,4.52,53.09,150.1,3,2.32,26.94,26.94,38.2,10.99,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,34.6,41.67,41.67,16.61,35,32.95,19,0,25,12,32.95,21.08,21,51.32,10.26

32,07:45-08:00,33,17,70.37,2.43,4.77,110.03,4.27,28.26,4.52,53.09,150.1,4.27,3.29,26.94,26.94,38.2,10.99,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,42.06,41.67,41.67,16.01,35,32.6,25,0,32.6,16,32.6,27.27,27,66.85,13.37

33,08:00-08:15,40,20,70.37,2.62,4.77,110.03,5.56,28.26,4.44,53.09,150.1,5.56,4.3,26.94,26.94,38.2,10.9,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,35,35,105,51.59,41.67,41.67,15.41,31.67,33,35,0,33,21,33,33.94,33,85.02,17.01

34,08:15-08:30,47,23,70.37,2.62,4.77,110.03,6.56,27.26,4.44,53.09,150.1,6.56,5.07,26.94,26.94,38.2,10.9,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,35,35,105,59.4,41.67,41.67,14.81,31.67,33,41,0,33,25,33,40.65,37,102.37,20.47

35,08:30-08:45,52,26,70.37,2.62,4.77,110.03,7.53,27.26,4.44,53.09,150.1,7.53,5.83,26.94,26.94,38.2,10.9,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,35,35,105,67.77,41.67,41.67,14.61,27.33,33,47,0,33,27,33,47.35,43,119.02,23.81

36,08:45-09:00,59,29,70.37,2.62,4.77,110.03,8.51,27.76,4.44,53.09,150.1,8.51,6.58,26.94,26.94,38.2,10.9,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,35,35,105,90.63,41.67,41.67,14.61,27.33,33,53,0,33,30,33,54.18,49,135.07,27.02

37,09:00-09:15,63,32,70.37,2.81,4.77,110.03,9.44,28.26,2.34,53.09,150.1,9.44,7.29,26.95,26.95,38.2,10.81,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,32,32,96,98.22,41.67,41.67,13.41,28,33,59,0,33,32,33,60.82,55,151.44,30.29

38,09:15-09:30,69,34,70.37,2.81,4.77,110.03,10.31,27.25,4.29,53.09,150.1,10.31,7.96,26.95,26.95,38.2,10.81,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,32.33,32.33,97.01,103.79,41.67,41.67,13.61,28.67,33,65,0,33,34,33,66.48,58,166.42,33.28

39,09:30-09:45,75,37,70.37,2.81,4.77,110.03,11.14,24.22,4.29,53.09,150.1,11.14,8.61,26.95,26.95,38.2,10.81,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,32.67,32.67,97.99,108.46,41.67,41.67,13.81,29.33,33,68,0,33,36,33,78.16,63,195.12,39.02

40,09:45-10:00,78,39,70.37,2.81,4.77,110.03,11.91,24.22,4.29,53.09,150.1,11.91,9.21,26.95,26.95,38.2,10.81,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,33,33,99,113.12,41.67,41.67,14.01,29.67,33,72,0,33,38,33,83.74,67,208.57,41.72

41,10:00-10:15,82,41,70.37,2.81,4.61,110.03,12.61,24.22,4.29,53.09,150.1,12.61,9.74,26.95,26.95,38.2,10.71,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,118.38,41.67,41.67,11.61,37.67,33,77,0,33,40,33,88.76,72,221.96,44.39

42,10:15-10:30,87,43,70.37,2.81,4.61,110.03,13.26,24.73,4.29,53.09,150.1,13.26,10.25,26.95,26.95,38.2,10.71,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,125.66,41.67,41.67,11.81,37.67,33,83,0,33,41,33,93.42,75,234.6,46.92

43,10:30-10:45,90,45,70.37,2.81,4.61,110.03,13.85,24.73,4.29,53.09,150.1,13.85,10.7,26.95,26.95,38.2,10.71,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,129.99,41.67,41.67,10.4,37.67,33,87,0,33,42,33,97.58,78,241.67,48.33

44,10:45-11:00,93,47,70.37,2.81,4.61,110.03,14.35,24.73,4.29,53.09,156.26,14.35,11.09,26.95,26.95,38.2,10.71,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,131.67,41.67,41.67,10.6,37.67,33,92,0,33,43,33,100,81,241.67,48.33

45,11:00-11:15,93,47,70.37,1.4,4.61,110.03,14.79,24.73,4.29,53.09,172.55,14.79,11.43,26.95,26.95,38.2,10.63,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,131.67,41.67,41.67,10.2,37.67,33,95,0,33,43,33,100,82,241.67,48.33

46,11:15-11:30,93,47,70.37,1.4,4.61,110.03,15.16,24.73,4.29,53.09,189.39,15.16,11.71,26.95,26.95,38.2,10.63,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,131.67,41.67,41.67,10.4,37.67,33,95,0,33,43,33,100,84,241.67,48.33

47,11:30-11:45,93,47,70.37,1.4,4.61,110.03,15.45,24.73,4.29,53.09,200.63,15.45,11.94,26.95,26.95,38.2,10.63,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,131.67,41.67,41.67,10.6,37.67,33,96,0,33,44,33,100,84,224.67,44.93

48,11:45-12:00,93,47,70.37,1.4,4.61,110.03,15.68,24.73,4.29,53.09,215.64,15.68,12.12,26.95,26.95,38.2,10.63,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,131.67,41.67,41.67,14.01,37.67,33,96,0,33,45,33,100,84,225.83,45.17

49,12:00-12:15,93,47,70.37,3.27,4.61,110.03,15.85,24.73,4.29,53.09,272.91,15.85,12.25,26.96,26.96,38.2,10.53,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,126.79,41.67,41.67,13.41,37.67,33,97,0,33,45,33,100,90,229.17,45.83

50,12:15-12:30,93,47,70.37,3.27,4.61,110.03,15.96,24.73,4.29,53.09,272.91,15.96,12.33,26.96,26.96,38.2,10.53,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,126.79,41.67,41.67,13.81,37.67,33,97,0,33,45,33,100,90,229.17,45.83

51,12:30-12:45,93,47,70.37,2.58,4.61,110.03,16.02,24.73,4.29,53.09,272.91,16.02,12.38,26.96,26.96,38.2,10.53,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,126.79,41.67,41.67,16.01,37.67,33,97,0,33,45,33,100,90,229.17,45.83

52,12:45-13:00,93,47,70.37,2.58,4.61,110.03,15.96,24.73,4.29,53.09,272.91,15.96,12.33,26.96,26.96,38.2,10.53,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,121.91,41.67,41.67,17.41,37.67,33,97,0,33,45,33,100,90,229.17,45.83

53,13:00-13:15,93,47,70.37,2.58,5.39,110.03,15.86,24.73,4.44,53.09,272.91,15.86,12.26,26.96,26.96,38.2,10.43,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,121.91,41.67,41.67,32.01,37.67,33,97,0,33,44,33,100,90,229.17,45.83

54,13:15-13:30,93,47,70.37,2.58,5.39,110.03,15.71,23.72,4.44,53.09,272.91,15.71,12.14,26.96,26.96,38.2,10.43,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,106.7,41.67,41.67,33.41,37.67,33,97,0,33,43,33,100,90,229.17,45.83

55,13:30-13:45,93,47,70.37,2.58,5.39,165.72,15.45,23.72,4.44,53.09,272.91,15.45,11.95,26.96,26.96,38.2,10.43,20.51,1.36,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,106.47,41.67,41.67,34.01,37.67,33,95,0,33,43,33,100,90,233.33,46.67

56,13:45-14:00,91,46,70.37,2.58,5.39,165.72,15.15,23.72,4.44,53.09,272.91,15.15,11.7,26.96,26.96,38.2,10.43,20.51,2.04,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,102.14,41.67,41.67,35.01,37.67,33,93,0,33,42,33,100,87,233.33,46.67

57,14:00-14:15,89,44,70.37,2.71,5,165.72,14.74,24.23,4.67,53.09,272.91,14.74,11.38,26.96,26.96,38.2,10.35,20.51,2.04,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,28.96,53.33,37.5,37.5,112.5,97.61,41.67,41.67,35.21,37.67,33,92,0,33,41,33,100,81,229.17,45.83

58,14:15-14:30,87,43,70.37,2.71,5,165.72,14.28,25.24,4.67,53.09,272.91,14.28,11.03,26.96,26.96,38.2,10.35,20.51,2.04,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,28.96,53.33,37.5,37.5,112.5,92.79,41.67,41.67,35.41,37.67,33,90,0,33,41,33,100,78,229.17,45.83

59,14:30-14:45,85,43,70.37,2.71,5,165.72,13.73,26.24,4.67,53.09,272.91,13.73,10.61,26.96,26.96,38.2,10.35,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,28.96,53.33,37.5,37.5,112.5,88.65,41.67,41.67,36.01,37.67,33,88,0,33,39,33,88.36,73,229.17,45.83

60,14:45-15:00,83,42,70.37,2.71,5,165.72,13.03,26.24,4.67,53.09,272.91,13.03,10.07,26.96,26.96,38.2,10.35,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,28.96,53.33,37.5,37.5,112.5,81.35,41.67,41.67,36.22,37.67,33,86,0,33,38,33,84.87,69,225,45

61,15:00-15:15,79,39,115.4,2.81,5.08,165.72,12.37,24.73,2.34,53.09,272.91,12.37,9.56,26.96,26.96,58.15,10.35,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,72.01,41.67,41.67,39.62,37.67,33,85,0,33,36,33,81.01,61,224.3,44.86

62,15:15-15:30,73,37,115.4,2.81,5.08,165.72,11.69,24.73,4.36,53.09,272.91,11.69,9.03,26.96,26.96,58.15,10.35,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,67.66,41.67,41.67,39.62,37.67,33,79,0,33,34,33,76.87,57,211.47,42.29

63,15:30-15:45,57,28,115.4,2.81,5.08,165.72,10.92,25.73,4.36,53.09,272.91,10.92,8.43,26.96,26.96,58.15,10.35,20.51,1.35,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,63.77,41.67,41.67,39.62,37.67,33,71,0,33,32,33,72.06,51,196.92,39.39

64,15:45-16:00,52,26,115.4,2.81,5.08,165.72,10.09,25.73,4.36,53.09,272.91,10.09,7.8,26.96,26.96,58.15,10.35,20.51,2.03,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,59.51,41.67,41.67,39.62,37.67,33,66,0,33,30,33,67.27,46,181.25,36.25

65,16:00-16:15,47,23,115.4,2.99,5.23,165.72,9.35,25.73,4.36,53.09,272.91,9.35,7.22,26.96,26.96,58.15,10.53,20.51,2.03,11.9,2.41,11.89,20.51,41.02,1.19,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,49.95,41.67,41.67,39.62,37.67,33,57,0,25,23,33,59.79,42,165.17,33.03

66,16:15-16:30,42,21,115.4,2.99,5.23,165.72,8.25,25.73,4.36,53.09,272.91,8.25,6.37,26.96,26.96,58.15,10.53,20.51,2.03,11.9,2.41,11.89,20.51,41.02,1.19,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,44.78,41.67,41.67,40.02,37.67,33,53,0,20,20,33,52.84,37,148.92,29.79

