Block,Time,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,NR/01102023/14082046/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02012046/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15
30,07:15-07:30,29.040000,3.080000,1.630000,101.380000,0.000000,111.310000,30.970000,1.590000,74.220000,1.590000,272.220000,226.490000,3.190000,3.400000,2.110000,20.18,23.95,36.800473,7.01,20.18,13.47,6,41.11,5,40.4,21,9,4.79,7.58,3,41.11,13.45,20.19,4.69

31,07:30-07:45,29.040000,3.080000,2.900000,101.380000,0.000000,111.310000,30.970000,2.830000,74.220000,2.830000,272.220000,226.490000,3.190000,3.400000,2.110000,21.18,41.33,47.146652,7.01,21.18,13.38,15,41.35,11.75,40.13,39,16,8.26,7.36,7,41.35,13.36,21.19,7.47

32,07:45:08:00,29.040000,3.080000,4.170000,101.380000,0.000000,111.310000,30.970000,4.080000,74.220000,4.080000,272.220000,226.490000,3.190000,3.400000,11.400000,22.02,60.81,57.989214,7.01,22.02,13.45,21,42.43,18.25,40.36,53,22,12.16,7.34,10,42.43,13.45,22.01,11.72

33,08:00-08:15,29.040000,3.080000,5.580000,101.380000,0.000000,111.310000,30.970000,5.430000,74.220000,5.430000,272.220000,226.490000,3.190000,3.400000,11.400000,24.02,81.03,68.189398,7.01,24.02,13.37,25,43.8,25.33,40.11,67,28,16.21,7.34,13,43.8,13.36,24.01,15.27

34,08:15-08:30,29.040000,3.080000,6.960000,101.380000,0.000000,111.310000,30.970000,6.790000,74.220000,6.790000,272.220000,226.490000,3.190000,3.400000,11.400000,25.02,102.19,77.455214,7.01,25.02,13.45,34,44.76,32.73,40.35,81,34,20.44,7.34,17,44.76,13.45,25.01,18.99

35,08:30-08:45,29.040000,3.080000,8.390000,101.380000,0.000000,111.310000,21.190000,8.190000,74.220000,8.190000,272.220000,226.490000,3.190000,3.400000,21.190000,25.85,117,85.981322,7.01,25.85,13.49,42,45.41,40.36,40.46,95,40,23.4,7.34,21,45.41,13.48,25.85,22.66

36,08:45:09:00,29.040000,3.080000,9.610000,101.380000,0.000000,111.310000,21.190000,9.370000,74.220000,9.370000,272.220000,226.490000,3.190000,3.400000,21.190000,26.82,136.02,93.845586,7.01,26.82,13.48,47,45.86,47.87,40.45,109,46,27.2,7.34,23,45.86,13.49,26.81,26.01

37,09:00:09:15,29.040000,3.080000,10.780000,101.380000,0.000000,111.310000,21.190000,10.520000,74.220000,10.520000,272.220000,226.490000,3.190000,3.400000,21.190000,26.82,154.53,95.67539,6.01,26.82,13.35,56,42.34,54.79,40.06,123,52,30.91,8.77,28,42.34,13.35,26.81,29.02

38,09:15-09:30,29.040000,3.080000,11.910000,101.380000,0.000000,111.310000,21.190000,11.610000,74.220000,11.610000,272.220000,226.490000,3.190000,3.400000,21.190000,28.82,171.67,103.909508,6.01,28.82,13.36,60,41.82,61.16,40.08,133,57,34.33,8.85,30,41.82,13.35,28.81,31.75

39,09:30-09:45,29.040000,3.080000,12.860000,101.380000,0.000000,111.310000,21.190000,12.550000,56.140000,12.550000,272.220000,182.260000,3.190000,3.400000,21.190000,28.82,166.67,111.092462,6.01,28.82,13.38,63,33.54,67.29,40.14,144,61,33.33,8.97,31,33.54,13.38,28.81,34.19

40,09:45-10:00,27.100000,3.080000,13.680000,101.380000,0.000000,111.310000,22.260000,13.340000,56.140000,13.340000,272.220000,182.260000,3.190000,3.400000,22.260000,28.82,183.33,117.652504,6.01,28.82,13.46,66.68,33.54,72.61,40.39,154,66,36.67,9.01,33.33,33.54,13.47,28.81,36.33

41,10:00-10:15,27.100000,3.080000,14.350000,101.380000,0.000000,102.600000,21.190000,14.000000,46.970000,14.000000,272.220000,182.260000,3.190000,3.400000,21.190000,28.82,191.67,123.132183,6.01,28.82,13.47,72.67,33.54,77.55,40.4,165,70,38.33,9.06,36.33,33.54,13.46,28.81,38.19

42,10:15-10:30,27.100000,3.080000,14.900000,101.380000,0.000000,93.890000,21.190000,14.540000,46.970000,14.540000,272.220000,182.260000,3.190000,3.400000,21.190000,28.82,206.97,127.541232,6.01,28.82,13.48,76,33.54,81.88,40.44,172,73,41.39,8.97,38,33.54,13.48,28.81,39.8

43,10:30-10:45,26.130000,3.080000,15.360000,48.400000,0.000000,85.180000,21.190000,14.980000,46.970000,14.980000,272.220000,152.130000,3.890000,3.400000,21.190000,28.82,212.8,129.750623,6.01,28.82,10,79.34,33.54,83.62,30,168,72,42.56,8.93,39.66,33.54,10,28.81,40.25

44,10:45-11:00,26.130000,3.080000,15.690000,48.400000,0.000000,76.460000,21.190000,15.310000,46.970000,15.310000,272.220000,152.130000,3.890000,3.400000,21.190000,28.82,221.13,133.001445,6.01,28.82,10,82,33.54,85.56,30,170,73,44.23,8.99,41,33.54,10,28.81,41.61

45,11:00-11:15,26.130000,0.000000,15.890000,48.400000,0.000000,67.750000,21.190000,15.510000,46.970000,15.510000,272.220000,152.130000,0.000000,3.400000,21.190000,29.48,225.3,134.80205,6.01,29.48,10,81,33.54,86.72,30,169,73,45.06,9.05,41,33.54,10,29.49,42.67

46,11:15-11:30,26.130000,0.000000,16.030000,48.400000,0.000000,67.750000,21.190000,15.640000,46.970000,15.640000,272.220000,152.130000,0.000000,3.400000,21.190000,29.48,229.17,135.687753,6.01,29.48,10,81,33.54,89.29,30,172,73,45.83,9.21,40,33.54,10,29.49,43.47

47,11:30-11:45,26.130000,0.000000,15.220000,101.380000,0.000000,67.750000,21.190000,14.860000,46.970000,14.860000,272.220000,182.260000,0.000000,3.400000,21.190000,29.82,229.17,135.67802,6.01,29.82,14.24,80,33.54,89.69,42.73,172,73,45.83,9.75,40,33.54,14.24,29.81,44.5

48,11:45-12:00,26.130000,0.000000,15.270000,101.380000,0.000000,67.750000,21.190000,14.900000,46.970000,14.900000,272.220000,182.260000,0.000000,3.400000,21.190000,29.82,229.17,134.344599,6.01,29.82,14.28,80,34.48,90.6,42.83,172,73,45.83,10.15,40,34.48,14.26,29.81,45.5

49,12:00-12:15,26.130000,0.000000,15.340000,101.380000,0.000000,67.750000,30.970000,14.960000,46.970000,14.960000,272.220000,182.260000,0.000000,3.450000,11.400000,29.82,229.17,139.288963,6.01,29.82,14.44,80,35.56,91,43.33,189,81,45.83,10.84,40,35.56,14.44,29.81,45.5

50,12:15-12:30,26.130000,0.000000,15.320000,101.380000,0.000000,67.750000,30.970000,14.950000,46.970000,14.950000,272.220000,182.260000,0.000000,3.450000,11.400000,29.82,229.17,137.225567,6.01,29.82,14.78,80,36.34,90.67,44.33,186,79,45.83,11.29,40,36.34,14.76,29.81,45.5

51,12:30-12:45,26.130000,0.000000,15.280000,101.380000,0.000000,72.010000,21.190000,14.910000,46.970000,14.910000,272.220000,182.260000,0.000000,3.450000,21.190000,29.82,229.17,134.081808,6.01,29.82,15.38,80,38.36,90.88,46.15,186,79,45.83,11.1,40,38.36,15.38,29.81,45.5

52,12:45-13:00,26.130000,0.000000,15.190000,48.400000,0.000000,72.010000,21.190000,14.820000,46.970000,14.820000,272.220000,152.130000,0.000000,3.450000,21.190000,29.82,229.17,130.801787,6.01,29.82,16.16,81,39.8,90.22,48.48,186,79,45.83,11.31,40,39.8,16.15,29.81,45.5

53,13:00-13:15,26.130000,0.000000,15.100000,48.400000,0.000000,72.010000,21.190000,14.730000,31.940000,14.730000,272.220000,116.150000,0.000000,3.450000,21.190000,29.82,229.17,126.801524,6.01,29.82,17.03,81,40.43,89.2,51.08,196,84,45.83,11.6,41,40.43,17.02,29.81,45.5

54,13:15-13:30,26.130000,0.000000,14.940000,48.400000,0.000000,72.010000,21.190000,14.570000,31.940000,14.570000,272.220000,116.150000,0.000000,3.450000,21.190000,29.82,229.17,121.419175,7.41,29.82,17.37,82,42.42,87.67,52.1,196,84,45.83,11.71,41,42.42,17.35,29.81,45.5

55,13:30-13:45,26.130000,0.000000,14.710000,48.400000,0.000000,72.010000,21.190000,14.340000,31.940000,14.340000,272.220000,116.150000,0.000000,3.450000,21.190000,29.82,229.17,117.730368,7.41,29.82,17.79,80,44.32,85.64,53.38,193,82,45.83,12.03,40,44.32,17.79,29.81,44.5

56,13:45-14:00,26.130000,0.000000,14.340000,48.400000,0.000000,72.010000,21.190000,14.000000,31.940000,14.000000,272.220000,116.150000,0.000000,3.450000,21.190000,29.82,229.17,111.189792,7.41,29.82,18.26,77,46.05,83.3,54.79,193,82,45.83,14.81,38,46.05,18.26,29.81,43

57,14:00-14:15,26.130000,0.000000,13.970000,48.400000,0.000000,72.010000,21.190000,13.630000,31.940000,13.630000,272.220000,116.150000,0.000000,3.450000,21.190000,29.82,229.17,104.892541,7.41,29.82,18.39,65,46.27,81.85,55.16,193,82,45.83,14.86,33,46.27,18.38,29.81,41

58,14:15-14:30,25.170000,0.000000,13.400000,101.380000,0.000000,111.310000,21.190000,13.070000,31.940000,13.070000,272.220000,146.270000,0.000000,3.450000,21.190000,29.82,229.17,99.364197,7.41,29.82,18.47,61,47.95,80,55.4,193,82,45.83,14.88,31,47.95,18.45,29.81,40

59,14:30-14:45,25.170000,0.000000,12.840000,101.380000,0.000000,111.310000,21.190000,12.540000,56.140000,12.540000,272.220000,172.400000,0.000000,3.450000,21.190000,29.82,216.76,92.65816,7.41,29.82,18.73,60,53.87,77.11,56.19,186,79,43.35,15.05,30,53.87,18.72,29.81,38.61

60,14:45-15:00,25.170000,0.000000,12.160000,101.380000,0.000000,111.310000,21.190000,11.860000,56.140000,11.860000,272.220000,172.400000,0.000000,3.450000,21.190000,29.82,203.35,85.368143,7.41,29.82,18.8,57,54.08,74.68,56.4,182,78,40.67,15.64,28,54.08,18.79,29.81,36.71

61,15:00-15:15,28.070000,3.390000,11.420000,101.380000,0.000000,111.310000,21.190000,11.140000,56.140000,11.140000,272.220000,172.400000,0.000000,3.450000,21.190000,29.82,191.46,81.494409,7.41,29.82,18.94,53,53.88,69.68,56.81,168,72,38.29,15.86,27,53.88,18.93,29.81,34.79

62,15:15-15:30,28.070000,3.390000,10.350000,101.380000,0.000000,111.310000,21.190000,10.090000,56.140000,10.090000,272.220000,201.440000,0.000000,3.450000,21.190000,29.82,174.98,72.978034,7.41,29.82,18.8,51,53.05,64.33,56.41,154,66,35,15.93,25,53.05,18.81,29.81,32.61

63,15:30-15:45,28.070000,3.390000,9.350000,101.380000,0.000000,111.310000,21.190000,9.120000,56.140000,9.120000,272.220000,226.310000,0.000000,3.450000,21.190000,29.82,157.41,63.663553,7.41,29.82,18.73,48,45.55,58.49,56.19,147,63,31.48,16.01,24,45.55,18.72,29.81,30.22

64,15:45-16:00,28.070000,3.390000,8.200000,101.380000,0.000000,111.310000,21.190000,8.000000,74.220000,8.000000,272.220000,226.310000,0.000000,3.450000,21.190000,29.82,135.78,54.144679,7.41,29.82,18.72,43,45.07,52.19,56.15,130,55,27.16,15.88,21,45.07,18.71,29.81,27.64

65,16:00-16:15,30.000000,3.470000,6.990000,101.380000,0.000000,111.310000,30.970000,6.820000,74.220000,6.820000,272.220000,226.310000,1.020000,3.490000,11.490000,29.82,117.06,44.022359,7.41,29.82,18.19,39,44.18,45.4,54.56,116,49,23.41,15.81,19,44.18,18.17,29.81,24.79

66,16:15-16:30,30.000000,3.470000,5.730000,101.380000,0.000000,111.310000,30.970000,5.600000,74.220000,5.600000,272.220000,226.310000,1.560000,3.490000,11.490000,29.82,98.78,33.948704,7.41,29.82,17.62,31,43.66,38.56,52.85,102,43,19.76,14.84,16,43.66,17.6,29.81,22.62

67,16:30-16:45,30.970000,3.470000,4.350000,101.380000,0.000000,111.310000,30.970000,4.240000,74.220000,4.240000,272.220000,226.310000,2.490000,3.490000,11.490000,30.52,79.9,22.132842,7.41,30.52,17.14,26,43.41,31.33,51.41,84,36,15.98,13.84,13,43.41,17.13,28.41,19.18

68,16:45-17:00,30.970000,3.470000,3.060000,101.380000,0.000000,111.310000,30.970000,2.990000,74.220000,2.990000,272.220000,226.310000,2.810000,3.490000,11.490000,18.06,61.32,15.154281,7.41,25,16.58,19,43,24.59,49.75,63,27,12.26,13.27,9,43,16.59,12.88,15.44

69,17:00-17:15,31.940000,3.470000,2.110000,101.380000,0.000000,111.310000,21.190000,2.050000,74.220000,2.050000,272.220000,226.310000,3.120000,3.490000,21.190000,4.85,44.64,9.071156,7.41,20,15.68,15,42.95,17.48,47.05,49,21,8.93,14.94,8,42.95,15.68,0.6,11.58

70,17:15-17:30,31.940000,3.470000,1.300000,101.380000,0.000000,111.310000,21.190000,1.270000,74.220000,1.270000,272.220000,226.310000,3.500000,3.490000,21.190000,1,29.75,4.078127,7.41,15,15.07,20,42.07,11.03,45.21,21,9,5.95,14.76,10,42.07,15.06,1,9.82

71,17:30-17:45,31.940000,3.470000,0.670000,101.380000,0.000000,111.310000,21.190000,0.650000,74.220000,0.650000,272.220000,226.310000,3.500000,3.490000,21.190000,0.1,17.68,2.316454,7.41,8.74,14.4,18,40.7,5.73,43.21,14,6,3.54,14.23,9,40.7,14.41,0,6.46

72,17:45-18:00,31.940000,3.470000,0.240000,101.380000,0.000000,111.310000,16.540000,0.230000,74.220000,0.230000,272.220000,226.310000,3.500000,3.490000,16.540000,0,8.81,0.087597,7.41,2.7,13.76,17,30.01,1.62,41.28,7,3,1.76,12.01,8,30.01,13.75,0,3.79

73,18:00-18:15,31.940000,3.540000,0.030000,101.380000,0.000000,111.310000,16.540000,0.030000,74.220000,0.030000,272.220000,226.310000,3.580000,3.490000,16.540000,0,3.23,0,7.41,0,13.51,10,28.67,0.33,40.53,6,2,0.64,11.68,5,28.67,13.51,0,1.92

74,18:15-18:30,31.940000,3.540000,0.000000,101.380000,0.000000,111.310000,16.540000,0.000000,74.220000,0.000000,272.220000,226.310000,3.580000,3.490000,16.540000,0,2.79,0,7.41,0,13.14,7,28.01,0,39.41,4,1,0.56,11.01,3,28.01,13.12,0,0.6

75,18:30-18:45,31.940000,3.540000,0.000000,101.380000,0.000000,111.310000,16.540000,0.000000,74.220000,0.000000,272.220000,226.310000,3.580000,3.490000,16.540000,0,2.38,0,7.41,0,12.8,0,23.34,0,38.39,0,0,0.47,8.18,0,23.34,12.78,0,0

76,18:45-19:00,31.940000,3.540000,0.000000,101.380000,0.000000,111.310000,16.540000,0.000000,74.220000,0.000000,272.220000,226.310000,3.580000,3.490000,16.540000,0,0.26,0,7.41,0,12.68,0,22.67,0,38.03,0,0,0.05,8.09,0,22.67,12.66,0,0

77,19:00-19:15,31.940000,3.390000,0.000000,101.380000,0.000000,111.310000,16.540000,0.000000,74.220000,0.000000,272.220000,226.310000,3.660000,3.530000,16.540000,0,0,0,7.41,0,8.65,0,22.34,0,25.94,0,0,0,8.01,0,22.34,8.63,0,0

78,19:15-19:30,31.940000,3.390000,0.000000,101.380000,0.000000,111.310000,16.540000,0.000000,74.220000,0.000000,272.220000,226.310000,3.660000,3.530000,16.540000,0,0,0,7.41,0,8.4,0,22.28,0,25.21,0,0,0,7.84,0,22.28,8.4,0,0

79,19:30-19:45,31.940000,3.390000,0.000000,101.380000,0.000000,111.310000,16.540000,0.000000,74.220000,0.000000,272.220000,226.310000,3.660000,3.530000,16.540000,0,0,0,7.41,0,7.94,0,22.01,0,23.82,0,0,0,7.51,0,22.01,7.93,0,0

80,19:45-20:00,31.940000,3.390000,0.000000,101.380000,0.000000,111.310000,16.540000,0.000000,74.220000,0.000000,272.220000,226.310000,3.660000,3.530000,16.540000,0,0,0,7.41,0,7.65,0,35.22,0,22.95,0,0,0,7.41,0,35.22,7.64,0,0

81,20:00-20:15,31.940000,3.390000,0.000000,101.380000,0.000000,111.310000,16.540000,0.000000,74.220000,0.000000,272.220000,226.310000,3.660000,3.490000,16.540000,0,0,0,7.41,0,7.33,0,34.78,0,22,0,0,0,7,0,34.78,7.34,0,0

82,20:15-20:30,31.940000,3.390000,0.000000,101.380000,0.000000,111.310000,16.540000,0.000000,74.220000,0.000000,272.220000,226.310000,3.660000,3.490000,16.540000,0,0,0,7.41,0,7.33,0,28.55,0,22,0,0,0,7,0,28.55,7.34,0,0

83,20:30-20:45,31.940000,3.390000,0.000000,101.380000,0.000000,111.310000,16.540000,0.000000,74.220000,0.000000,272.220000,226.310000,3.660000,3.490000,16.540000,0,0,0,7.41,0,7.33,0,28.51,0,22,0,0,0,7,0,28.51,7.34,0,0

84,20:45-21:00,31.940000,3.390000,0.000000,101.380000,0.000000,111.310000,16.540000,0.000000,74.220000,0.000000,272.220000,226.310000,3.660000,3.490000,16.540000,0,0,0,7.41,0,7.33,0,28.09,0,22,0,0,0,7,0,28.09,7.34,0,0

85,21:00-21:15,31.940000,3.230000,0.000000,101.380000,0.000000,111.310000,16.540000,0.000000,74.220000,0.000000,272.220000,226.310000,3.580000,3.490000,30.970000,0,0,0,7.41,0,7.33,0,28.02,0,22,0,0,0,7,0,28.02,7.34,0,0

86,21:15-21:30,31.940000,3.230000,0.000000,101.380000,0.000000,111.310000,16.540000,0.000000,74.220000,0.000000,272.220000,226.310000,3.580000,3.490000,30.970000,0,0,0,7.41,0,7.33,0,27.22,0,22,0,0,0,7,0,27.22,7.34,0,0
