Block,Time Block,RAMPUR,NNTPP,RAPPC,NAPP,NTPL,PARBATI3,RAPPB,NLCEXP,RIHAND2,NLCIIST1,NJPC,NLCIIST2,RIHAND1,NLCTS2EXP,KUDGI,MAPS,KOTESHWR,KGSU1AND2,KKNP,KGSU3AND4,KHSTPP-II,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,JHAJJAR,BSIUL,CHAMERA1,DHAULIGNGA,BRBCL,CHAMERA3,DADRT2,CHAMERA2,FSTPP I & II,DULHASTI,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,AURY_LF,TANAKPUR,TelanganaSTPP,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,TALA,RSTPSU7,TEHRI,SALAL,SEWA2,SINGRAULI,RIHAND3,TANDA2,SASAN,TALST2,ANTA_LF,UNCHAHAR2,URI,ANTA_GF,ANTA_CRF,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,ANTA_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
18,04:15-04:30,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,36.83,235.66,0,0,0,19.28,0,450.38,0,17.28,15.89,0,0,0,0,0,0,0,0,4.95,0,0,0,0,0,0,0,0,2.25,0,134.67,119.86,0,401.31,0,0,20.43,1.07,0,0,14.94,0,0,4.41,19.33,0,0,0,0,0,0

19,04:30-04:45,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,36.83,235.66,0,0,0,19.28,0,450.38,0,17.28,15.89,0,0,0,0,0,0,0,0,4.95,0,0,0,0,0,0,0,0,2.25,0,134.67,119.86,0,401.31,0,0,20.43,1.07,0,0,14.94,0,0,4.41,19.33,0,0,0,0,0,0

20,04:45-05:00,0,0,50.77,40.77,0,0,0,0,114.5,0,22.55,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,36.83,235.66,0,0,0,19.28,0,450.38,0,17.28,15.89,0,0,0,0,0,0,0,0,4.95,0,0,0,0,0,0,0,0,2.25,0,134.67,119.86,0,401.31,0,0,20.43,1.07,0,0,14.94,0,0,4.41,19.33,0,0,0,0,0,0

21,05:00-05:15,0,0,50.77,40.77,0,0,0,0,114.5,0,45.1,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,235.66,0,0,0,19.28,0,474.48,0,17.28,15.89,0,0,0,0,0,0,0,0,4.95,0,0,0,0,0,0,0,15.79,2.25,0,134.67,119.86,0,401.31,0,0,20.43,34.06,0,0,14.94,0,0,4.41,19.33,0,0,0,0,0,0

22,05:15-05:30,0,0,50.77,40.77,0,0,0,0,114.5,0,67.65,0,88.7,0,0,0,8.55,0,0,0,83.19,0,0,0,37.45,235.66,0,0,0,19.28,0,474.48,0,14.97,15.89,0,0,0,0,0,0,0,0,4.95,0,0,0,0,0,0,0,29.76,2.25,0,134.67,119.86,0,401.31,0,0,20.43,34.06,0,0,14.94,0,0,4.41,19.33,0,0,0,0,0,0

23,05:30-05:45,0,0,50.77,40.77,0,0,0,0,114.5,0,90.2,0,88.7,0,0,0,8.55,0,0,0,83.19,0,0,0,37.45,235.66,0,0,8.8,19.28,0,474.48,1.54,14.97,15.89,0,0,0,0,0,0,0,0,4.95,0,0,0,0,0,0,0,29.76,2.25,0,134.67,119.86,0,403.58,0,0,20.43,2.66,0,0,14.94,0,0,4.41,19.33,0,0,0,0,0,0

24,05:45-06:00,0,0,50.77,40.77,0,0,0,0,114.5,0,112.75,0,88.7,0,0,0,8.55,0,0,0,83.19,0,0,0,37.45,235.66,0,0,17.61,19.28,9.33,450.38,3.6,14.97,15.89,0,0,0,0,0,0,0,0,4.95,0,0,0,0,0,0,0,44.65,2.25,0,134.67,119.86,0,403.74,0,0,20.43,1.07,0,0,14.94,0,0,4.41,19.33,0,0,0,0,0,0

25,06:00-06:15,0,0,50.77,40.77,0,3.68,0,0,114.5,0,112.75,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,235.66,2.12,11.42,26.42,19.28,18.66,373.25,7.71,14.97,31.78,0,0,0,0,0,0,0,0,4.95,0,0,0,0,0,0,0,60.01,12.32,0,134.67,119.86,0,403.74,0,0,20.43,1.07,0,0,14.94,0,0,4.41,19.33,0,0,0,0,0,0

26,06:15-06:30,0,0,50.77,40.77,0,15.96,0,0,114.5,0,135.3,0,88.7,0,0,0,19.01,0,0,0,77.56,0,0,0,33.6,231.38,12.57,27.04,35.24,19.28,28.02,362.24,38.09,11.03,47.66,0,0,0,0,0,0,0,0,4.95,0,0,0,0,0,0,0,60.01,67.22,5.08,134.67,119.86,0,403.74,0,0,20.43,1.07,0,0,11.58,0,0,4.41,16.69,0,0,0,0,0,0

27,06:30-06:45,0,0,50.77,40.77,0,15.96,0,0,114.5,0,135.3,0,88.7,0,0,0,19.01,0,0,0,77.56,0,0,0,33.6,231.38,12.57,40.59,35.24,19.28,28.02,362.24,38.09,11.03,47.66,0,0,0,0,0,0,0,0,4.95,0,0,0,0,0,0,0,60.01,67.22,10.16,134.67,119.86,0,403.74,0,0,20.43,2.13,0,0,11.58,0,0,4.41,13.99,0,0,0,0,0,0

28,06:45-07:00,0,0,50.77,40.77,0,15.96,0,0,114.5,0,135.3,0,88.7,0,0,0,19.01,0,0,0,77.56,0,0,0,33.6,231.38,12.57,40.59,35.24,19.28,28.02,362.24,38.09,11.03,47.66,0,0,0,0,0,0,0,0,4.95,0,0,0,0,0,0,0,60.01,67.22,10.16,134.67,119.86,0,403.74,0,0,20.43,34.06,0,0,11.58,0,0,4.41,13.99,0,0,0,0,0,0

29,07:00-07:15,0,0,50.77,40.77,0,15.96,0,0,114.5,0,135.3,0,88.7,0,0,0,19.01,0,0,0,77.56,0,0,0,33.6,231.38,12.57,38.08,35.24,19.28,28.02,362.24,38.09,11.03,47.66,0,0,0,0,0,0,0,0,4.95,0,0,0,0,0,0,0,60.01,67.22,10.16,134.67,119.86,0,403.74,0,0,20.43,34.06,0,0,11.58,0,0,4.41,13.99,0,0,0,0,0,0

30,07:15-07:30,0,0,50.77,40.77,0,15.96,0,0,114.5,0,135.3,0,88.7,0,0,0,19.01,0,0,0,95.32,0,0,0,42.72,231.38,12.57,27.04,35.24,19.28,28.02,362.24,38.09,13.29,47.66,0,0,0,0,0,0,0,0,4.95,0,0,0,0,0,0,0,60.01,13.45,5.08,134.67,119.86,0,403.74,0,0,20.43,2.66,0,0,11.58,0,0,4.41,13.99,0,0,0,0,0,0

31,07:30-07:45,0,0,50.77,40.77,0,15.96,0,0,114.5,0,112.75,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,235.66,0,11.42,26.42,19.28,18.66,362.24,3.86,20.05,31.78,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,44.65,2.25,0,134.67,119.86,0,403.74,0,0,20.43,1.17,0,0,14.94,0,0,4.41,19.33,0,0,0,0,0,0

32,07:45-08:00,0,0,50.77,40.77,0,3.43,0,0,114.5,0,90.2,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,235.66,0,11.42,17.61,19.28,9.33,362.24,0,20.05,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,29.76,2.25,0,134.67,119.86,0,403.74,0,0,20.43,1.17,0,0,14.94,0,0,4.41,19.33,0,0,0,0,0,0

33,08:00-08:15,0,0,50.77,40.77,0,0,0,0,114.5,0,67.65,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,235.66,0,0,8.8,19.28,0,362.24,0,20.05,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,29.76,2.25,0,134.67,119.86,0,403.74,0,0,20.43,1.17,0,0,14.94,0,0,4.41,19.33,0,0,0,0,0,0

34,08:15-08:30,0,0,50.77,40.77,0,0,0,0,114.5,0,39.44,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,235.66,0,0,0,19.28,0,362.24,0,20.05,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,16.28,2.25,0,134.67,119.86,0,403.74,0,0,20.43,1.17,0,0,14.94,0,0,4.41,19.33,0,0,0,0,0,0

35,08:30-08:45,0,0,50.77,40.77,0,0,0,0,114.5,0,22.55,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,235.66,0,0,0,19.28,0,362.24,0,20.05,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,2.25,0,134.67,119.86,0,403.74,0,0,20.43,2.13,0,0,14.94,0,0,4.41,19.33,0,0,0,0,0,0

36,08:45-09:00,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,235.66,0,0,0,19.28,0,362.24,0,20.05,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,2.25,0,134.67,119.86,0,403.74,0,0,20.43,34.06,0,0,14.94,0,0,4.41,19.33,0,0,0,0,0,0

37,09:00-09:15,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,231.38,0,0,0,19.28,0,362.24,0,20.05,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,2.25,0,134.67,119.86,0,403.74,0,0,20.43,34.06,0,0,11.58,0,0,18.15,19.33,0,0,0,0,0,0

38,09:15-09:30,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,231.38,0,0,0,19.28,0,362.24,0,20.05,15.89,0,0,0,0,0,0,0,0,9.88,0,0,0,0,0,0,0,0,2.25,0,134.67,119.86,0,403.74,0,0,20.43,2.66,0,0,11.58,0,0,18.15,13.99,0,0,0,0,0,0

39,09:30-09:45,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,231.38,0,0,0,19.28,0,362.24,0,20.05,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,2.25,0,134.67,119.86,0,403.74,0,0,20.43,1.07,0,0,11.58,0,0,18.15,13.99,0,0,0,0,0,0

40,09:45-10:00,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,231.38,0,0,0,19.28,0,362.24,0,20.05,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,2.25,0,134.67,119.86,0,403.74,0,0,20.43,1.07,0,0,11.58,0,0,18.15,13.99,0,0,0,0,0,0

41,10:00-10:15,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,231.38,0,0,0,19.28,0,362.24,0,17.28,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,2.25,0,134.67,119.86,0,403.74,0,0,20.43,2.13,0,0,11.58,0,0,18.15,13.99,0,0,0,0,0,0

42,10:15-10:30,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,231.38,0,0,0,19.28,0,362.24,0,17.28,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,2.25,0,134.67,119.86,0,403.74,0,0,20.43,2.13,0,0,11.58,0,0,18.15,13.99,0,0,0,0,0,0

43,10:30-10:45,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,231.38,0,0,0,18.49,0,362.24,0,17.28,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,2.25,0,134.67,119.86,0,403.74,0,0,20.43,2.13,0,0,11.58,0,0,4.41,13.99,0,0,0,0,0,0

44,10:45-11:00,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,231.38,0,0,0,18.39,0,362.24,0,17.28,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,2.25,0,134.67,119.86,0,403.74,0,0,20.43,2.13,0,0,11.58,0,0,4.41,13.99,0,0,0,0,0,0

45,11:00-11:15,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,231.38,0,0,0,19.28,0,362.24,0,17.28,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,2.25,0,134.67,119.86,0,403.74,0,0,20.43,2.13,0,0,11.58,0,0,4.41,13.99,0,0,0,0,0,0

46,11:15-11:30,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,231.38,0,0,0,19.28,0,362.24,0,17.28,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,2.25,0,134.67,119.86,0,403.74,0,0,20.06,2.13,0,0,11.58,0,0,4.41,13.99,0,0,0,0,0,0

47,11:30-11:45,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,231.38,0,0,0,19.28,0,362.24,0,17.28,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,2.25,0,134.67,119.86,0,403.74,0,0,20.06,1.28,0,0,11.58,0,0,4.41,13.99,0,0,0,0,0,0

48,11:45-12:00,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,77.56,0,0,0,33.6,231.38,0,0,0,19.28,0,362.24,0,13.29,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,2.25,0,134.67,119.86,0,403.74,0,0,20.06,1.28,0,0,11.58,0,0,4.41,13.99,0,0,0,0,0,0

49,12:00-12:15,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,77.56,0,0,0,33.6,231.38,0,0,0,19.28,0,362.24,0,13.29,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,2.25,0,134.67,119.86,0,403.74,0,0,20.06,3.72,0,0,11.58,0,0,4.41,13.99,0,0,0,0,0,0

50,12:15-12:30,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,77.56,0,0,0,33.6,231.38,0,0,0,19.28,0,362.24,0,13.29,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,2.25,0,134.67,119.86,0,403.74,0,0,20.06,3.72,0,0,11.58,0,0,4.41,13.99,0,0,0,0,0,0

51,12:30-12:45,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,77.56,0,0,0,33.6,231.38,0,0,0,19.28,0,362.24,0,13.29,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,2.25,0,134.67,119.86,0,403.74,0,0,20.06,7.98,0,0,11.58,0,0,4.41,13.99,0,0,0,0,0,0

52,12:45-13:00,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,77.56,0,0,0,33.6,231.38,0,0,0,19.28,0,362.24,0,13.29,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,2.25,0,134.67,119.86,0,403.74,0,0,20.06,7.98,0,0,11.58,0,0,4.41,13.99,0,0,0,0,0,0

53,13:00-13:15,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,77.56,0,0,0,33.6,231.38,0,0,0,19.28,0,362.24,0,13.29,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,2.25,0,134.67,119.86,0,403.74,0,0,20.06,13.41,0,0,11.58,0,0,4.41,13.99,0,0,0,0,0,0

54,13:15-13:30,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,77.56,0,0,0,33.6,231.38,0,0,0,19.28,0,362.24,0,13.29,15.89,0,0,0,0,0,0,0,0,9.88,0,0,0,0,0,0,0,0,2.25,0,134.67,119.86,0,403.74,0,0,20.06,13.41,0,0,11.58,0,0,4.41,13.99,0,0,0,0,0,0

55,13:30-13:45,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,77.56,0,0,0,33.6,231.38,0,0,0,19.28,0,362.24,0,13.29,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,12.32,0,134.67,119.86,0,403.74,0,0,20.06,3.84,0,0,11.58,0,0,4.41,13.99,0,0,0,0,0,0

56,13:45-14:00,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,77.56,0,0,0,33.6,231.38,0,0,0,19.28,0,362.24,0,13.29,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,12.32,0,134.67,119.86,0,403.74,0,0,20.43,3.84,0,0,11.58,0,0,4.41,13.99,0,0,0,0,0,0

57,14:00-14:15,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,77.56,0,0,0,33.6,231.38,0,0,0,19.28,0,362.24,0,13.29,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,12.32,0,134.67,119.86,0,403.74,0,0,20.43,3.84,0,0,11.58,0,0,4.41,13.99,0,0,0,0,0,0

58,14:15-14:30,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,77.56,0,0,0,33.6,231.38,0,0,0,19.28,0,362.24,0,13.29,15.89,0,0,0,0,0,0,0,0,9.88,0,0,0,0,0,0,0,0,12.32,0,134.67,119.86,0,403.74,0,0,20.43,3.84,0,0,11.58,0,0,4.41,13.99,0,0,0,0,0,0

59,14:30-14:45,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,77.56,0,0,0,33.6,231.38,0,0,0,19.28,0,362.24,0,13.29,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,12.32,0,134.67,119.86,0,403.74,0,0,20.43,6.39,0,0,11.58,0,0,4.41,13.99,0,0,0,0,0,0

60,14:45-15:00,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,77.56,0,0,0,33.6,231.38,0,0,0,19.28,0,362.24,0,13.29,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,12.32,0,134.67,119.86,0,403.74,0,0,20.43,6.39,0,0,11.58,0,0,4.41,13.99,0,0,0,0,0,0

61,15:00-15:15,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,77.56,0,0,0,33.6,231.38,0,0,0,19.28,0,362.24,0,13.29,15.89,0,0,0,0,0,0,0,0,9.88,0,0,0,0,0,0,0,0,12.32,0,134.67,119.86,0,403.74,0,0,20.43,2.13,0,0,11.58,0,0,4.41,13.99,0,0,0,0,0,0

