Block,Time,BRBCL,JHAJJAR,KISHANGANGA,KKNP,KKNPPU2,KOLDAM,MAPS,NNTPP,RSTPSU1TO6,SINGRAULI,DADRI_RF,CHAMERA2,KOTESHWR,PARBATI3,RAPPC,SALAL,UNCHAHAR1,UNCHAHAR3,ANTA_GF,FSTPP I & II,RAPPB,SASAN,SINGRAULI_HYDRO,TALST2,TANAKPUR,UNCHAHAR2,ANTA_RF,DADRI_GF,CHAMERA3,DADRT2,NLCIIST1,NLCIIST2,NTPL,RAMPUR,RIHAND3,TANDA2,ANTA_LF,AURY_RF,DADRI_CRF,BSIUL,DHAULIGNGA,KHSTPP-II,KUDGI,NLCEXP,NLCTS2EXP,SIMHST2,URI2,VALLURNTECL,DULHASTI,KGSU1AND2,RSTPSU7,SEWA2,TALA,TEHRI,DADRI_LF,CHAMERA1,KHSTPP-I,NJPC,RIHAND1,AURY_CRF,KGSU3AND4,NAPP,RIHAND2,SIMHST1,TelanganaSTPP,UNCHAHAR4,URI,ANTA_CRF,AURY_GF,AURY_LF
64,15:45-16:00,15,654.31,0,0,0,0,0,0,0,102,65.76,11.33,8.87,0,51.64,2.33,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.16,0,9.68,341.57,0,0,0,0,124.32,0,0,69.07,0,0,9.11,148.3,0,0,0,0,7.54,0,16.48,0,0,0,5.2,0,21.92,0,44.92,46.78,92,0,0,41.44,118.76,0,0,0,6.07,0,0,0

65,16:00-16:15,15,654.31,0,0,0,0,0,0,0,102,65.76,11.33,8.87,0,51.64,2.33,20.56,0,0,14.3,0,405,0,0,11.53,42.4,40.11,0,9.68,341.57,0,0,0,0,124.32,0,0,69.07,0,0,9.11,148.3,0,0,0,0,7.54,0,16.48,0,0,0,5.2,0,21.92,0,44.92,46.78,92,0,0,41.44,118.76,0,0,0,6.07,0,0,0

66,16:15-16:30,15,654.31,0,0,0,0,0,0,0,102,65.76,11.33,8.87,0,51.64,2.33,20.56,0,0,14.3,0,405,0,0,11.53,42.4,40.11,0,9.68,341.57,0,0,0,0,124.32,0,0,69.07,0,0,9.11,148.3,0,0,0,0,7.54,0,32.96,0,0,0,5.2,0,21.92,0,44.92,46.78,92,0,0,41.44,118.76,0,0,0,6.07,0,0,0

67,16:30-16:45,15,654.31,0,0,0,0,0,0,0,102,65.76,11.33,8.87,0,51.64,2.33,20.56,0,0,14.3,0,405,0,0,11.53,42.4,40.11,0,9.68,341.57,0,0,0,0,124.32,0,0,69.07,0,0,9.11,148.3,0,0,0,0,7.54,0,32.96,0,0,0,5.06,0,21.92,0,44.92,46.78,92,0,0,41.44,118.76,0,0,0,6.07,0,0,0

68,16:45-17:00,15,654.31,0,0,0,0,0,0,0,102,65.76,11.33,8.87,0,51.64,2.33,20.56,0,0,14.3,0,405,0,0,11.53,42.4,40.11,0,9.68,341.57,0,0,0,0,124.32,0,0,69.07,0,0,9.11,148.3,0,0,0,0,7.54,0,32.96,0,0,0,5.06,0,21.92,0,44.92,46.78,92,0,0,41.44,118.76,0,0,0,6.07,0,0,0

69,17:00-17:15,15,654.31,0,0,0,0,0,0,0,102,65.76,11.33,8.87,0,51.64,2.33,20.56,0,0,14.3,0,405,0,0,11.53,42.4,40.11,0,9.68,341.57,0,0,0,0,124.32,0,0,70.16,0,0,9.11,148.3,0,0,0,0,7.54,0,32.96,0,0,0,4.61,14.93,21.92,0,44.92,46.78,92,0,0,41.44,118.76,0,0,0,6.07,0,0,0

70,17:15-17:30,15,654.31,0,0,0,0,0,0,0,102,65.76,11.33,8.87,0,51.64,2.33,20.56,0,0,14.3,0,405,0,0,11.53,42.4,40.11,0,9.68,341.57,0,0,0,0,124.32,0,0,70.16,0,0,9.11,148.3,0,0,0,0,7.54,0,32.96,0,0,0,4.47,14.93,21.92,0,44.92,46.78,92,0,0,41.44,118.76,0,0,0,6.07,0,0,0

71,17:30-17:45,15,654.31,0,0,0,0,0,0,0,102,65.76,11.33,8.87,0,51.64,2.33,20.56,0,0,14.3,0,405,0,0,11.53,42.4,40.11,0,9.68,341.57,0,0,0,0,124.32,0,0,70.16,0,1.1,9.11,148.3,0,0,0,0,7.54,0,32.96,0,0,0,4.17,29.87,21.92,0,44.92,70.17,92,0,0,41.44,118.76,0,0,0,6.07,0,0,0

72,17:45-18:00,15,654.31,0,0,0,0,0,0,0,102,65.76,11.33,8.87,3.18,51.64,2.33,20.56,0,0,14.3,0,405,0,0,11.53,42.4,40.11,0,9.68,341.57,0,0,0,0,124.32,0,0,70.16,0,6.52,18.23,148.3,0,0,0,0,7.54,0,32.96,0,0,0,4.17,46.69,21.92,14.05,44.92,93.56,92,0,0,41.44,118.76,0,0,0,6.07,0,0,0

73,18:00-18:15,15,654.31,0,0,0,0,0,0,0,102,65.76,26.34,8.87,5.09,51.64,2.33,20.56,0,0,14.3,0,405,0,0,11.53,42.4,40.63,0,19.36,341.57,0,0,0,0,124.32,0,0,70.16,0,6.52,27.48,148.3,0,0,0,0,7.54,0,32.96,0,0,2.67,3.76,46.69,21.92,28.1,44.92,116.95,92,0,0,41.44,118.76,0,0,0,6.07,0,0,0

74,18:15-18:30,15,654.31,0,0,0,0,0,0,0,102,65.76,40.79,19.72,33.1,51.64,2.33,20.56,0,0,14.3,0,405,0,0,13.06,42.4,40.63,0,30.56,341.57,0,0,0,0,124.32,0,0,70.16,0,19.56,37.65,148.3,0,0,0,0,7.54,0,49.43,0,0,7.19,3.76,62.24,21.92,42.15,44.92,140.34,92,0,0,41.44,118.76,0,0,0,45.27,0,0,0

75,18:30-18:45,15,654.31,0,0,0,0,0,0,0,102,65.76,40.79,19.72,49.01,51.64,2.33,20.56,0,0,14.3,0,405,0,0,13.06,42.4,40.63,0,30.56,341.57,0,0,0,0,124.32,0,0,70.16,0,19.56,37.65,148.3,0,0,0,0,7.54,0,49.43,0,0,15.81,3.76,62.24,21.92,42.15,44.92,140.34,92,0,0,41.44,118.76,0,0,0,45.27,0,0,0

76,18:45-19:00,15,654.31,0,0,0,0,0,0,0,102,65.76,40.79,19.72,49.01,51.64,2.33,20.56,0,0,14.3,0,405,0,0,13.06,42.4,40.95,0,30.56,341.57,0,0,0,0,124.32,0,0,70.16,0,19.56,37.65,148.3,0,0,0,0,7.54,0,49.43,0,0,15.81,3.76,62.24,21.92,42.15,44.92,140.34,92,0,0,41.44,118.76,0,0,0,8.83,0,0,0

77,19:00-19:15,15,654.31,0,0,0,0,0,0,0,102,65.76,40.79,19.72,49.01,51.64,26.14,20.56,0,0,14.3,0,405,0,0,13.06,42.4,41.16,0,30.56,341.57,0,0,0,0,124.32,0,0,70.16,0,19.56,37.65,148.3,0,0,0,0,7.54,0,49.43,0,0,15.81,3.76,62.24,21.92,42.15,44.92,140.34,92,0,0,41.44,118.76,0,0,0,6.63,0,0,0

78,19:15-19:30,15,654.31,0,0,0,0,0,0,0,102,65.76,40.79,19.72,49.01,51.64,79.38,20.56,0,0,14.3,0,405,0,0,12.94,42.4,41.16,0,30.56,341.57,0,0,0,0,124.32,0,0,70.16,0,19.56,37.65,148.3,0,0,0,0,7.54,0,49.43,0,0,15.81,4.21,62.24,21.92,42.15,44.92,140.34,92,0,0,41.44,118.76,0,0,0,6.63,0,0,0

79,19:30-19:45,15,654.31,0,0,0,0,0,0,0,102,65.76,40.79,19.72,49.01,51.64,79.38,20.56,0,0,14.3,0,405,0,0,12.94,42.4,41.16,0,30.56,341.57,0,0,0,0,124.32,0,0,70.16,0,19.56,37.65,148.3,0,0,0,0,7.54,0,49.43,0,0,15.81,4.21,62.24,21.92,42.15,44.92,140.34,92,0,0,41.44,118.76,0,0,0,6.63,0,0,0

80,19:45-20:00,15,654.31,0,0,0,0,0,0,0,102,65.76,40.79,19.72,6.36,51.64,79.38,20.56,0,0,14.3,0,405,0,0,12.94,42.4,41.16,0,30.56,341.57,0,0,0,0,124.32,0,0,70.16,0,19.56,37.65,148.3,0,0,0,0,7.54,0,49.43,0,0,15.81,4.35,62.24,21.92,42.15,44.92,140.34,92,0,0,41.44,118.76,0,0,0,6.63,0,0,0

81,20:00-20:15,15,654.31,0,0,0,0,0,0,0,102,65.76,40.79,19.72,0,51.64,79.38,20.56,0,0,14.3,0,405,0,0,12.94,42.4,41.16,0,30.56,341.57,0,0,0,0,124.32,0,0,70.16,0,19.56,37.65,148.3,0,0,0,0,7.54,0,49.43,0,0,12,4.49,62.24,21.92,42.15,44.92,140.34,92,0,0,41.44,118.76,0,0,0,6.63,0,0,0

82,20:15-20:30,15,654.31,0,0,0,0,0,0,0,102,65.76,39.51,9.86,0,51.64,26.14,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.16,0,29.03,341.57,0,0,0,0,124.32,0,0,70.16,0,6.52,27.48,148.3,0,0,0,0,7.54,0,32.96,0,0,8.84,4.49,62.24,21.92,42.15,44.92,116.95,92,0,0,41.44,118.76,0,0,0,6.63,0,0,0

83,20:30-20:45,15,654.31,0,0,0,0,0,0,0,102,65.76,39.51,8.87,0,51.64,2.33,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.16,0,19.36,341.57,0,0,0,0,124.32,0,0,70.16,0,6.52,18.23,148.3,0,0,0,0,7.54,0,32.96,0,0,8,4.49,62.24,21.92,42.15,44.92,116.95,92,0,0,41.44,118.76,0,0,0,45.27,0,0,0

84,20:45-21:00,15,654.31,0,0,0,0,0,0,0,102,65.76,39.51,8.87,0,51.64,2.33,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.16,0,19.36,341.57,0,0,0,0,124.32,0,0,70.16,0,6.52,18.23,148.3,0,0,0,0,7.54,0,32.96,0,0,8,4.49,62.24,21.92,42.15,44.92,116.95,92,0,0,41.44,118.76,0,0,0,45.27,0,0,0

85,21:00-21:15,15,654.31,0,0,0,0,0,0,0,102,65.76,39.51,8.87,0,51.64,2.33,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.16,0,19.36,341.57,0,0,0,0,124.32,0,0,70.16,0,0,18.23,148.3,0,0,0,0,7.54,0,32.96,0,0,8,4.8,62.24,21.92,42.15,44.92,93.56,92,0,0,41.44,118.76,0,0,0,8.83,0,0,0

86,21:15-21:30,15,654.31,0,0,0,0,0,0,0,102,65.76,39.51,8.87,0,51.64,2.33,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.16,0,19.36,341.57,0,0,0,0,124.32,0,0,70.16,0,0,18.23,148.3,0,0,0,0,7.54,0,32.96,0,0,8,4.8,62.24,21.92,42.15,44.92,93.56,92,0,0,41.44,118.76,0,0,0,6.63,0,0,0

87,21:30-21:45,15,654.31,0,0,0,0,0,0,0,102,65.76,39.51,8.87,0,51.64,2.33,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.16,0,19.36,341.57,0,0,0,0,124.32,0,0,70.16,0,0,18.23,148.3,0,0,0,0,7.54,0,32.96,0,0,8,4.8,62.24,21.92,28.1,44.92,93.56,92,0,0,41.44,118.76,0,0,0,6.63,0,0,0

88,21:45-22:00,15,654.31,0,0,0,0,0,0,0,102,65.76,39.51,8.87,0,51.64,2.33,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.16,0,19.36,341.57,0,0,0,0,124.32,0,0,70.16,0,0,18.23,148.3,0,0,0,0,7.54,0,32.96,0,0,8,5.08,62.24,21.92,28.1,44.92,93.56,92,0,0,41.44,118.76,0,0,0,6.63,0,0,0

89,22:00-22:15,15,654.31,0,0,0,0,0,0,0,102,65.76,39.51,8.87,0,51.64,2.33,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.68,0,19.36,341.57,0,0,0,0,124.32,0,0,70.16,0,0,18.23,148.3,0,0,0,0,7.54,0,32.96,0,0,8,5.08,60.98,21.92,27.81,44.92,93.56,92,0,0,41.44,118.76,0,0,0,6.63,0,0,0

90,22:15-22:30,15,654.31,0,0,0,0,0,0,0,102,65.76,39.51,8.87,0,51.64,2.33,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.68,0,19.36,341.57,0,0,0,0,124.32,0,0,70.16,0,0,18.23,148.3,0,0,0,0,7.54,0,32.96,0,0,8,5.39,46.69,21.92,27.81,44.92,93.56,92,0,0,41.44,118.76,0,0,0,6.63,0,0,0

91,22:30-22:45,15,654.31,0,0,0,0,0,0,0,102,65.76,39.51,8.87,0,51.64,2.33,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.68,0,9.68,341.57,0,0,0,0,124.32,0,0,70.16,0,0,18.23,148.3,0,0,0,0,7.54,0,32.96,0,0,2.67,5.39,46.69,21.92,27.81,44.92,70.17,92,0,0,41.44,118.76,0,0,0,6.63,0,0,0

92,22:45-23:00,15,654.31,0,0,0,0,0,0,0,102,65.76,39.51,8.87,0,51.64,2.33,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.68,0,9.68,341.57,0,0,0,0,124.32,0,0,70.16,0,0,18.23,148.3,0,0,0,0,7.54,0,32.96,0,0,0,5.39,46.69,21.92,27.81,44.92,70.17,92,0,0,41.44,118.76,0,0,0,45.27,0,0,0

93,23:00-23:15,15,654.31,0,0,0,0,0,0,0,102,65.76,39.51,8.87,0,51.64,2.33,20.56,0,0,14.3,0,405,0,0,11.53,42.4,42.74,0,9.68,341.57,0,0,0,0,124.32,0,0,70.16,0,0,18.23,148.3,0,0,0,0,7.54,0,32.96,0,0,0,5.39,46.69,21.92,11.85,44.92,70.17,92,0,0,41.44,118.76,0,0,0,45.27,0,0,0

94,23:15-23:30,15,654.31,0,0,0,0,0,0,0,102,65.76,26.34,8.87,0,51.64,2.33,20.56,0,0,14.3,0,405,0,0,11.53,42.4,42.74,0,9.68,341.57,0,0,0,0,124.32,0,0,70.16,0,0,18.23,148.3,0,0,0,0,7.54,0,32.96,0,0,0,5.39,46.69,21.92,11.85,44.92,70.17,92,0,0,41.44,118.76,0,0,0,8.83,0,0,0

95,23:30-23:45,15,654.31,0,0,0,0,0,0,0,102,65.76,26.34,8.87,0,51.64,2.33,20.56,0,0,14.3,0,405,0,0,11.53,42.4,42.74,0,9.68,341.57,0,0,0,0,124.32,0,0,70.16,0,0,18.23,148.3,0,0,0,0,7.54,0,32.96,0,0,0,5.39,46.69,21.92,11.85,44.92,70.17,92,0,0,41.44,118.76,0,0,0,6.63,0,0,0

96,23:45-24:00,15,654.31,0,0,0,0,0,0,0,102,65.76,26.34,8.87,0,51.64,2.33,20.56,0,0,14.3,0,405,0,0,11.53,42.4,42.74,0,9.68,341.57,0,0,0,0,124.32,0,0,70.16,0,0,18.23,148.3,0,0,0,0,7.54,0,32.96,0,0,0,5.39,46.69,21.92,11.85,44.92,70.17,92,0,0,41.44,118.76,0,0,0,6.63,0,0,0

