Block,Time,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,NR/01032024/22032024/HP-56,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/23072042/L_NR_2012_04,WR/01102023/30052048/L_NR_2022_10,NR/01102023/06022042/L_NR_2012_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/19072037/LT-05,NR/01102023/25072045/L_NR_2021_15,NR/16032024/22032024/HP-63,NR/01102023/30042040/GNA_LT_35,NR/01032024/31032024/NVVN/OA/16997,SR/16032024/31032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/22102023/11042047/L_NR_2021_17,NR/01032024/31032024/SJVN010324NR1589,WR/01102023/01102023/L_NR_2022_09,NR/01102023/31052040/LT-31,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,NR/26072023/25122043/L_NR_2023_10,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/31072042/L_NR_2023_07,NR/01102023/06022042/L_NR_2012_07,L_NR_2019_19,SR/01032024/31032024/SJVN010324NR1590,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/02122045/L_NR_2021_13,NR/01102023/14082046/L_NR_2021_16,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_36,SR/01102023/07102043/L_NR_2018_61,WR/01102023/24112044/L_NR_2020_07,NR/01012024/31032024/ ChanjuII,WR/01102023/01102023/L_NR_2020_06,NR/01032024/22032024/HP-59,WR/16032024/31032024/TPDDL/PMG/MSEDCL/Banking/12112023,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02012046/L_NR_2021_17,NR/01032024/31032024/SJVN010324NR1588
6,01:15-01:30,1.480000,1.420000,25.710000,13,0,0,76.750000,42.5,0,0,271.550000,34.33,130.630000,0.000000,35.200000,0,78.790000,0.000000,48.280000,48.28,0,0,34.33,0.000000,48.28,0,25.710000,1.390000,0,0,63.320000,0,0,100.050000,0,0,26.070000,0.000000,7.41,14.17,0.000000,14.16,32.860000,193.100000,0,0,0

7,01:30-01:45,1.480000,1.420000,25.710000,9,0,0,76.750000,32.5,0,0,271.550000,34.33,130.630000,0.000000,35.200000,0,78.790000,0.000000,48.280000,48.28,0,0,34.33,0.000000,48.28,0,25.710000,1.390000,0,0,44.330000,0,0,100.050000,0,0,25.100000,0.000000,7.41,10.83,0.000000,10.84,32.860000,193.100000,0,0,0

8,01:45-02:00,1.480000,1.420000,25.710000,9.34,0,0,76.750000,33,0,0,271.550000,34.33,130.630000,0.000000,35.200000,0,78.790000,0.000000,48.280000,48.28,0,0,34.33,0.000000,48.28,0,25.710000,1.390000,0,0,44.330000,0,0,100.050000,0,0,25.100000,0.000000,7.41,11,0.000000,11,32.860000,193.100000,0,0,0

9,02:00-02:15,1.400000,1.420000,25.710000,7.34,0,0,76.750000,33.5,0,0,271.550000,27.33,100.600000,0.000000,35.200000,0,78.790000,0.000000,48.280000,48.28,0,0,27.33,0.000000,48.28,0,25.710000,1.390000,0,0,33.790000,0,0,100.050000,0,0,25.100000,0.000000,7.41,11.17,0.000000,11.16,32.860000,193.100000,0,0,0

10,02:15-02:30,1.400000,1.420000,25.710000,7,0,0,76.750000,34.5,0,0,271.550000,27.33,100.600000,0.000000,35.200000,0,78.790000,0.000000,48.280000,48.28,0,0,27.33,0.000000,48.28,0,25.710000,1.390000,0,0,33.790000,0,0,100.050000,0,0,25.100000,0.000000,7.41,11.5,0.000000,11.5,32.860000,193.100000,0,0,0

11,02:30-02:45,1.250000,1.420000,25.710000,6.66,0,0,76.750000,35.5,0,0,271.550000,27,100.600000,0.000000,35.200000,0,78.790000,0.000000,48.280000,48.28,0,0,27,0.000000,48.28,0,25.710000,1.390000,0,0,33.790000,0,0,100.050000,0,0,25.100000,0.000000,7.41,11.83,0.000000,11.84,32.860000,193.100000,0,0,0

12,02:45-03:00,1.250000,1.420000,25.710000,6.66,0,0,76.750000,36.5,0,0,271.550000,26.67,100.600000,0.000000,35.200000,0,78.790000,0.000000,48.280000,48.28,0,0,26.67,0.000000,48.28,0,25.710000,1.390000,0,0,33.790000,0,0,81.100000,0,0,25.100000,0.000000,7.21,12.17,0.000000,12.16,32.860000,193.100000,0,0,0

13,03:00-03:15,1.250000,1.460000,25.710000,6.66,0,0,76.750000,32.5,0,0,271.550000,26.33,100.600000,0.000000,35.200000,0,78.790000,0.000000,48.280000,48.28,0,0,26.33,0.000000,48.28,0,25.710000,1.340000,0,0,33.790000,0,0,77.240000,0,0,25.100000,0.000000,7.21,10.83,0.000000,10.84,32.860000,193.100000,0,0,0

14,03:15-03:30,1.250000,1.460000,25.710000,6.66,0,0,76.750000,32.5,0,0,271.550000,25.67,100.600000,0.000000,35.200000,0,78.790000,0.000000,48.280000,48.28,0,0,25.67,0.000000,48.28,0,25.710000,1.340000,0,0,33.790000,0,0,81.100000,0,0,24.140000,0.000000,7.01,10.83,0.000000,10.84,32.860000,193.100000,0,0,0

15,03:30-03:45,1.170000,1.460000,25.710000,6.66,0,0,76.750000,42,0,0,271.550000,36.67,100.600000,0.000000,35.200000,0,78.790000,0.000000,48.280000,48.28,0,0,36.67,0.000000,48.28,0,25.710000,1.340000,0,0,44.330000,0,0,100.050000,0,0,24.140000,0.000000,6.81,14,0.000000,14,32.860000,193.100000,0,0,0

16,03:45-04:00,1.170000,1.460000,25.710000,6.66,0,0,76.750000,42,0,0,271.550000,36.67,100.600000,0.000000,35.200000,0,78.790000,0.000000,48.280000,48.28,0,0,36.67,0.000000,48.28,0,25.710000,1.340000,0,0,44.330000,0,0,100.050000,0,0,24.140000,0.000000,6.61,14,0.000000,14,32.860000,193.100000,0,0,0

17,04:00-04:15,1.170000,1.460000,25.710000,6.66,0,0,76.750000,41,0,0,271.550000,36,130.630000,0.000000,35.200000,0,78.790000,0.000000,48.280000,48.28,0,0,36,0.000000,48.28,0,25.710000,1.340000,0,0,44.330000,0,0,100.050000,0,0,24.140000,0.000000,6.41,13.67,0.000000,13.66,32.860000,193.100000,0,0,0

18,04:15-04:30,1.170000,1.460000,25.710000,6.66,0,0,76.750000,40.5,0,0,271.550000,35.67,130.630000,0.000000,35.200000,0,78.790000,0.000000,48.280000,48.28,0,0,35.67,0.000000,48.28,0,25.710000,1.340000,0,0,68.100000,0,0,100.050000,0,0,24.140000,0.000000,6.21,13.5,0.000000,13.5,32.860000,193.100000,0,0,0

19,04:30-04:45,1.170000,1.460000,25.710000,6.66,0,0,76.750000,40,0,0,271.550000,29.33,130.630000,0.000000,33.120000,0,78.790000,0.000000,48.280000,48.28,0,0,29.33,0.000000,48.28,0,25.710000,1.340000,0,0,68.100000,0,0,100.050000,0,0,24.140000,0.000000,6.01,13.33,0.000000,13.34,32.860000,193.100000,0,0,0

20,04:45-05:00,1.170000,1.460000,25.710000,6.66,0,0,76.750000,39,0,0,271.550000,29.33,130.630000,0.000000,33.120000,0,78.790000,0.000000,48.280000,48.28,0,0,29.33,0.000000,48.28,0,25.710000,1.340000,0,0,68.100000,0,0,100.050000,0,0,24.140000,0.000000,6.01,13,0.000000,13,32.860000,193.100000,0,0,0

21,05:00-05:15,1.170000,1.420000,25.710000,6.66,0,0,76.750000,38.5,0,0,271.550000,28.33,130.630000,0.000000,33.120000,0,78.790000,0.000000,48.280000,48.28,0,0,28.33,0.000000,48.28,0,25.710000,1.340000,0,0,76.550000,0,0,100.050000,0,0,24.140000,0.000000,6.01,12.83,0.000000,12.84,32.860000,193.100000,0,0,0

22,05:15-05:30,1.170000,1.420000,25.710000,6.66,0,0,76.750000,37.5,0,0,271.550000,28.33,130.630000,0.000000,33.120000,0,78.790000,0.000000,48.280000,48.28,0,0,28.33,0.000000,48.28,0,25.710000,1.340000,0,0,76.550000,0,0,100.050000,0,0,24.140000,0.000000,6.01,12.5,0.000000,12.5,32.860000,193.100000,0,0,0

23,05:30-05:45,1.170000,1.420000,25.710000,6.66,0,0,76.750000,37.5,0,0,271.550000,28,130.630000,0.000000,33.120000,0,78.790000,0.000000,48.280000,48.28,0,0,28,0.000000,48.28,0,25.710000,1.340000,0,0,76.550000,0,0,100.050000,0,0,24.140000,0.000000,6.01,12.5,0.000000,12.5,32.860000,193.100000,0,0,0

24,05:45-06:00,1.170000,1.420000,25.710000,6.66,0,0,76.750000,38.5,0,0,271.550000,28,130.630000,0.000000,33.120000,0,78.790000,0.000000,48.280000,48.28,0,0,28,0.000000,48.28,0,25.710000,1.340000,0,0,76.550000,0,0,100.050000,0,0,24.140000,0.000000,6.01,12.83,0.000000,12.84,32.860000,193.100000,0,0,0

25,06:00-06:15,1.170000,1.420000,25.060000,6.66,0,0,0.000000,38.5,0,0,271.550000,27.67,130.630000,0.000000,33.120000,0,0.000000,0.000000,48.280000,48.28,0,0,27.67,0.000000,48.28,0,30.900000,1.340000,0,0,87.090000,0,0,100.050000,0,0,24.140000,0.000000,6.01,12.83,0.000000,12.84,0.000000,96.550000,0,0,0

26,06:15-06:30,1.170000,1.420000,25.060000,6.66,0,0,0.000000,38.5,0.01,0,271.550000,27.67,112.440000,0.000000,33.120000,0,0.000000,0.000000,48.280000,48.28,0,0,27.67,0.000000,48.28,0,30.900000,1.340000,0.5,0,68.100000,0.19472,0,100.050000,0,0,24.140000,0.000000,6.01,12.83,0.000000,12.84,0.000000,96.550000,1,0,0

27,06:30-06:45,1.170000,1.420000,25.060000,6.66,1,0,0.000000,48,0.01,0,271.550000,33.33,130.630000,0.000000,47.310000,0,0.000000,0.000000,48.280000,48.28,0,0,33.33,0.000000,48.28,0,30.900000,1.340000,5,0,87.090000,2.998688,0,100.050000,0,0,23.170000,0.000000,6.01,16,0.000000,16,0.000000,96.550000,8.14,0,0

28,06:45-07:00,1.170000,1.420000,25.060000,6.66,3,0,0.000000,46.5,0.01,0.29,271.550000,32.67,130.630000,0.000000,57.910000,0.5,0.000000,0.030000,48.280000,48.28,0,0,32.67,0.030000,48.28,1,30.900000,1.340000,15,1,87.090000,8.996064,0,100.050000,0,0,23.170000,0.030000,6.01,15.5,0.000000,15.5,0.000000,96.550000,14.94,0,0

29,07:00-07:15,1.090000,1.380000,25.060000,6.66,10,2,0.000000,58,2.49,2.28,271.550000,30.67,130.630000,0.000000,57.910000,1,0.000000,0.200000,48.280000,48.28,1,0,30.67,0.200000,48.28,1,30.900000,1.340000,25,4,87.090000,15.694432,0,100.050000,0.5,0,22.210000,0.210000,6.01,19.33,0.000000,19.34,0.000000,96.550000,24.12,0,0

30,07:15-07:30,1.090000,1.380000,25.060000,6.66,29.21,6,0.000000,56.5,10.98,5.8,271.550000,29.33,130.630000,0.000000,57.910000,3,0.000000,0.650000,48.280000,48.28,3,0,29.33,0.650000,48.28,4,30.900000,1.340000,29.22,11,87.090000,23.424816,0,100.050000,2.19,0,22.210000,0.660000,6.01,18.83,0.000000,18.84,0.000000,96.550000,29.22,0,0

31,07:30-07:45,1.090000,1.380000,25.060000,6.66,30.71,13,0.000000,55.5,24.15,10.95,271.550000,27,130.630000,0.000000,57.910000,7,0.000000,1.390000,48.280000,48.28,7,0,27,1.390000,48.28,7,30.900000,1.340000,30.72,18,87.090000,33.326328,0,100.050000,4.83,0,21.240000,1.430000,6.01,18.5,0.000000,18.5,0.000000,96.550000,30.72,0,0

32,07:45:08:00,1.090000,1.380000,25.060000,6.66,30.71,23,0.000000,54.5,43.03,17.63,271.550000,26,130.630000,0.000000,57.910000,11,0.000000,2.450000,48.280000,48.28,11,0,26,2.450000,48.28,16,30.900000,1.340000,30.72,39,87.090000,44.960848,0,100.050000,8.6,0,21.240000,2.520000,6.01,18.17,0.000000,18.16,0.000000,96.550000,30.72,0,0

33,08:00-08:15,1.250000,1.380000,25.060000,6.66,30.71,32,0.000000,54,65.69,25.09,271.550000,24.67,130.630000,0.000000,57.910000,16,0.000000,3.550000,48.280000,48.28,16,0,24.67,3.550000,48.28,25,30.900000,1.340000,30.72,60,87.090000,57.199,0,100.050000,13.14,0,21.240000,3.640000,6.01,18,0.000000,18,0.000000,96.550000,30.72,0,0

34,08:15-08:30,1.250000,1.380000,25.060000,6.66,30.71,41,0.000000,52.5,89.65,32.19,271.550000,24,130.630000,0.000000,47.310000,21,0.000000,5.010000,48.280000,48.28,21,0,24,5.010000,48.28,33,30.900000,1.340000,30.72,77,68.100000,68.765368,0,100.050000,17.93,0,21.240000,5.140000,6.01,17.5,0.000000,17.5,0.000000,96.550000,30.72,0,0

35,08:30-08:45,1.250000,1.380000,25.060000,6.66,31.71,51,0.000000,49,113.36,39.81,271.550000,32,130.630000,0.000000,57.910000,25,0.000000,6.440000,48.280000,48.28,26,0,32,6.440000,48.28,40,30.900000,1.340000,31.72,95,87.090000,79.659952,0,100.050000,22.67,0,21.240000,6.590000,6.01,16.33,0.000000,16.34,0.000000,96.550000,31.72,0,0

36,08:45:09:00,1.250000,1.380000,25.060000,6.66,31.71,60,0.000000,46.5,136.78,47.37,271.550000,30.33,130.630000,0.000000,57.910000,28.9,0.000000,7.800000,48.280000,48.28,30,0,30.33,7.800000,48.28,48,30.900000,1.340000,31.72,112,76.550000,90.379288,0,100.050000,27.36,0,21.240000,7.990000,6.01,15.5,0.000000,15.5,0.000000,96.550000,31.72,0,0

37,09:00:09:15,1.480000,1.300000,25.060000,6.66,31.71,68,0.000000,43,159.05,54.56,271.550000,28.67,114.860000,0.000000,57.910000,32.3,0.000000,9.190000,48.280000,48.28,34,28.97,28.67,9.190000,48.28,55,30.900000,1.340000,31.72,130,76.550000,100.826016,0,53.100000,31.81,0,21.240000,9.420000,6.01,14.33,0.000000,14.34,0.000000,96.550000,31.72,0,24.14

38,09:15-09:30,1.480000,1.300000,25.060000,6.66,31.71,75,0.000000,39.5,178.97,61.16,271.550000,27.33,114.860000,0.000000,57.910000,35.4,0.000000,10.430000,48.280000,48.28,38,28.97,27.33,10.430000,48.28,63,30.900000,1.340000,31.72,147,76.550000,110.377032,0,53.100000,35.79,0,21.240000,10.700000,6.01,13.17,0.000000,13.16,0.000000,96.550000,31.72,0,24.14

39,09:30-09:45,1.480000,1.300000,30.900000,6.66,31.71,83,0.000000,36,198.18,67.52,271.550000,23.33,130.630000,0.000000,57.910000,37.5,0.000000,11.600000,48.280000,48.28,42,28.97,23.33,11.600000,48.28,67,30.900000,1.340000,31.72,158,76.550000,118.92524,0,57.930000,39.63,0,21.240000,11.900000,6.01,12,0.000000,12,0.000000,96.550000,31.72,0,24.14

40,09:45-10:00,1.480000,1.300000,30.900000,6.66,32.05,89,0.000000,32.5,216.35,73.53,271.550000,21.67,130.630000,0.000000,57.910000,40.5,0.000000,12.620000,48.280000,48.28,44,28.97,21.67,12.620000,48.28,73,30.900000,1.340000,32.05,172,76.550000,126.266184,0,79.170000,43.27,0,22.210000,12.930000,6.01,10.83,0.000000,10.84,0.000000,96.550000,32.05,0,24.14

41,10:00-10:15,1.400000,1.380000,30.900000,6.66,32.05,93,0.000000,27.5,233.21,79,271.550000,11.67,130.630000,0.000000,57.910000,43.1,0.000000,13.630000,48.280000,48.28,47,28.97,11.67,13.630000,48.28,79,30.900000,1.390000,32.05,186,76.550000,132.283032,0,62.760000,46.64,0,22.210000,13.960000,6.01,9.17,0.000000,9.16,0.000000,96.550000,32.05,0,24.14

42,10:15-10:30,1.400000,1.380000,30.900000,6.66,32.05,94,0.000000,26,243.33,83.78,271.550000,11.67,130.630000,0.000000,57.910000,45.2,0.000000,14.470000,48.280000,48.28,47,28.97,11.67,14.470000,48.28,85,30.900000,1.390000,32.05,200,76.550000,137.267864,0,62.760000,48.67,0,22.210000,14.830000,6.01,8.67,0.000000,8.66,0.000000,96.550000,32.05,0,24.14

43,10:30-10:45,1.400000,1.380000,30.900000,6.66,32.05,94,0.000000,25,245.83,87.98,271.550000,11.67,130.630000,0.000000,57.910000,46.8,0.000000,15.220000,48.280000,48.28,47,0,11.67,15.220000,48.28,87,30.900000,1.390000,32.05,203,76.550000,141.308304,19.6,62.760000,49.17,0,22.210000,15.600000,6.01,8.33,0.000000,8.34,0.000000,96.550000,32.05,0,0

44,10:45-11:00,1.400000,1.380000,30.900000,6.66,32.05,94,0.000000,24,245.83,91.39,271.550000,11.67,130.630000,0.000000,57.910000,48,0.000000,15.990000,48.280000,48.28,47,0,11.67,15.990000,48.28,87,30.900000,1.390000,32.05,203,76.550000,144.842472,19.6,62.760000,49.17,0,21.240000,16.390000,6.01,8,0.000000,8,0.000000,96.550000,32.05,0,0

45,11:00-11:15,1.400000,1.380000,30.900000,6.66,32.05,94,0.000000,23,245.83,92.31,271.550000,11.67,130.630000,0.000000,57.910000,48.2,0.000000,16.600000,48.280000,48.28,47,0,11.67,16.600000,48.28,87,30.900000,1.390000,32.05,203,76.550000,147.811952,19.6,62.760000,49.17,0,21.240000,17.020000,6.01,7.67,0.000000,7.66,0.000000,96.550000,32.05,0,0

46,11:15-11:30,1.400000,1.380000,30.900000,6.66,32.05,94,0.000000,22,245.83,92.92,271.550000,11.67,130.630000,0.000000,57.910000,48.2,0.000000,16.800000,48.280000,48.28,47,0,11.67,16.800000,48.28,87,30.900000,1.390000,32.05,203,76.550000,150.265424,19.6,62.760000,49.17,0,21.240000,17.220000,6.01,7.33,0.000000,7.34,0.000000,96.550000,32.05,0,0

47,11:30-11:45,1.400000,1.380000,30.900000,6.66,32.05,94,0.000000,22,245.83,92.92,271.550000,11.67,130.630000,0.000000,57.910000,48.2,0.000000,16.880000,48.280000,48.28,47,0,11.67,16.880000,48.28,87,30.900000,1.390000,32.05,203,76.550000,151.862128,19.6,62.760000,49.17,0,21.240000,17.300000,6.01,7.33,0.000000,7.34,0.000000,96.550000,32.05,0,0

48,11:45-12:00,1.400000,1.380000,30.900000,6.66,32.05,94,0.000000,22,245.83,92.92,271.550000,11.67,130.630000,0.000000,57.910000,48.2,0.000000,17.190000,48.280000,48.28,47,0,11.67,17.190000,48.28,87,30.900000,1.390000,32.05,203,76.550000,152.718896,19.6,62.760000,49.17,0,21.240000,17.620000,6.01,7.33,0.000000,7.34,0.000000,96.550000,32.05,0,0

49,12:00-12:15,1.320000,1.380000,30.900000,6.66,32.05,94,0.000000,22,245.83,92.92,271.550000,11.67,130.630000,0.000000,57.910000,48.2,0.000000,17.190000,48.280000,48.28,47,0,11.67,17.190000,48.28,87,25.060000,1.440000,32.05,203,76.550000,152.748104,19.6,62.760000,49.17,0,21.240000,17.620000,6.01,7.33,0.000000,7.34,0.000000,96.550000,32.05,0,0

50,12:15-12:30,1.320000,1.380000,30.900000,6.66,32.05,94,0.000000,22,245.83,92.92,271.550000,11.67,130.630000,0.000000,57.910000,48.2,0.000000,17.190000,48.280000,48.28,47,0,11.67,17.190000,48.28,87,25.060000,1.440000,32.05,203,76.550000,151.998432,19.6,77.240000,49.17,0,21.240000,17.620000,6.01,7.33,0.000000,7.34,0.000000,96.550000,32.05,0,0

51,12:30-12:45,1.320000,1.380000,30.900000,6.66,32.05,94,0.000000,22,245.83,92.92,271.550000,11.67,130.630000,0.000000,57.910000,48.2,0.000000,17.190000,48.280000,48.28,47,0,11.67,17.190000,48.28,90,25.060000,1.440000,32.05,210,76.550000,150.56724,19.6,72.410000,49.17,0,21.240000,17.620000,6.01,7.33,0.000000,7.34,0.000000,96.550000,32.05,0,0

52,12:45-13:00,1.320000,1.380000,30.900000,6.66,32.05,94,0.000000,22,245.83,92.86,271.550000,11.67,130.630000,0.000000,57.910000,48.2,0.000000,17.190000,48.280000,48.28,47,0,11.67,17.190000,48.28,90,25.060000,1.440000,32.05,210,76.550000,149.019216,19.6,53.100000,49.17,0,21.240000,17.620000,6.01,7.33,0.000000,7.34,0.000000,96.550000,32.05,0,0

53,13:00-13:15,1.320000,1.460000,30.900000,6.66,32.05,94,0.000000,22,245.83,93.08,231.720000,11.67,66.620000,0.000000,33.120000,48.2,0.000000,17.190000,48.280000,48.28,47,0,11.67,17.190000,48.28,90,25.060000,1.440000,32.05,210,33.790000,147.373832,19.6,53.100000,49.17,0,21.240000,17.620000,6.01,7.33,0.000000,7.34,0.000000,96.550000,32.05,0,0

54,13:15-13:30,1.320000,1.460000,30.900000,6.66,32.05,94,0.000000,22,245.83,92.71,193.100000,11.67,66.620000,0.000000,33.120000,48.2,0.000000,17.190000,48.280000,48.28,47,0,11.67,17.190000,48.28,90,25.060000,1.440000,32.05,210,33.790000,133.441616,19.6,53.100000,49.17,0,22.210000,17.620000,6.01,7.33,0.000000,7.34,0.000000,96.550000,32.05,0,0

55,13:30-13:45,1.320000,1.460000,30.900000,7.34,32.05,94,0.000000,28,245.83,92.72,231.720000,16.67,66.620000,0.000000,33.120000,48,0.000000,17.190000,48.280000,48.28,47,0,16.67,17.190000,48.28,90,25.060000,1.440000,32.05,210,33.790000,129.34276,19.6,53.100000,49.17,0,22.210000,17.620000,8.81,9.33,0.000000,9.34,0.000000,96.550000,32.05,0,0

56,13:45-14:00,1.320000,1.460000,30.900000,7.66,32.05,94,0.000000,28.5,245.83,92.52,271.550000,17.33,66.620000,0.000000,33.120000,48,0.000000,16.850000,48.280000,48.28,47,0,17.33,16.850000,48.28,90,25.060000,1.440000,32.05,210,33.790000,126.538792,19.6,53.100000,49.17,0,22.210000,17.270000,9.41,9.5,0.000000,9.5,0.000000,96.550000,32.05,0,0

57,14:00-14:15,1.320000,1.540000,30.900000,8,32.05,94,0.000000,29,245.83,92.22,271.550000,18,84.810000,0.000000,57.910000,48,0.000000,16.700000,48.280000,48.28,47,0,18,16.700000,48.28,90,25.060000,1.440000,32.05,210,52.780000,123.121456,19.6,53.100000,49.17,0,22.210000,17.120000,10.21,9.67,0.000000,9.66,0.000000,96.550000,32.05,0,0

58,14:15-14:30,1.320000,1.540000,30.900000,8.34,32.05,94,0.000000,29.5,245.83,91.75,271.550000,18.67,100.600000,0.000000,57.910000,48,0.000000,16.240000,48.280000,48.28,47,0,18.67,16.240000,48.28,87,25.060000,1.440000,32.05,203,52.780000,119.188112,19.6,86.900000,49.17,0,22.210000,16.660000,10.81,9.83,0.000000,9.84,0.000000,96.550000,32.05,0,0

59,14:30-14:45,0.940000,1.540000,25.710000,8.66,32.05,94,0.000000,31,245.83,91.36,271.550000,19.33,100.600000,0.000000,57.910000,47.8,0.000000,15.610000,48.280000,48.28,47,0,19.33,15.610000,48.28,85,25.710000,1.440000,32.05,200,52.780000,115.001632,19.6,82.070000,49.17,0,22.210000,16.010000,10.41,10.33,0.000000,10.34,0.000000,96.550000,32.05,0,0

60,14:45-15:00,0.940000,1.540000,25.710000,9,32.05,93,0.000000,32,245.83,88.49,271.550000,19.67,100.600000,0.000000,57.910000,46.2,0.000000,14.810000,48.280000,48.28,47,0,19.67,14.810000,48.28,84,25.710000,1.440000,32.05,196,52.780000,109.607888,19.6,53.100000,49.17,0,22.210000,15.170000,11.01,10.67,0.000000,10.66,0.000000,96.550000,32.05,0,0

61,15:00-15:15,1.250000,1.540000,25.710000,9.34,32.05,87,0.000000,34,245.83,84.69,271.550000,25,100.600000,0.000000,57.910000,43.6,0.000000,14.060000,48.280000,48.28,43,0,25,14.060000,48.28,78,25.710000,1.490000,32.05,182,52.780000,113.599648,19.6,83.030000,49.17,0,22.210000,14.410000,11.61,11.33,0.000000,11.34,0.000000,96.550000,32.05,0,0

