Block,Time Block,SIMHST1,SINGRAULI_HYDRO,RAMPUR,RSTPSU1TO6,SIMHST2,TALA,RAPPC,RSTPSU7,SALAL,SEWA2,SINGRAULI,RIHAND3,RAPPB,RIHAND2,SASAN,RIHAND1,NTPL,PARBATI3,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,BRBCL,BSIUL,KUDGI,MAPS,KKNPPU2,KOTESHWR,KOLDAM,NAPP,NLCEXP,NJPC,KHSTPP-II,KKNP,KISHANGANGA,KGSU1AND2,KHSTPP-I,KGSU3AND4,AURY_RF,ANTA_RF,DADRI_LF,AURY_LF,ANTA_LF,DADRI_GF,AURY_GF,DADRI_CRF,ANTA_GF,AURY_CRF,DADRI_RF,FSTPP I & II,DHAULIGNGA,DULHASTI,CHAMERA3,DADRT2,CHAMERA2,JHAJJAR,CHAMERA1,TANDA2,TALST2,TANAKPUR,VALLURNTECL,UNCHAHAR1,UNCHAHAR4,URI2,UNCHAHAR3,ANTA_CRF,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
24,05:45-06:00,0,0,3.42,0,0,8.69,58.16,0,76.3,0,86.52,123.22,0,117.54,378.31,87.43,0,35.29,0,0,0,0,19.32,12.59,0,0,0,9.33,5.17,43.32,0,161.37,95.48,0,1.39,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,18.79,39.01,51.95,30.98,509.95,42.7,117.5,13.57,2.7,0,12.5,0,7.81,1.56,31.39,22.61,0,0,35.93,38.39,32.84,0,0,0,0,0

25,06:00-06:15,0,0,3.42,0,0,8.5,58.16,0,76.3,0,86.52,123.22,0,117.54,386.37,87.43,0,35.29,0,0,0,0,19.32,12.59,0,0,0,9.33,5.17,43.32,0,161.37,95.48,0,1.39,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,18.79,39.01,51.95,30.98,562.76,42.7,146.02,27.14,2.7,0,11.13,0,9.46,1.56,31.39,25.62,0,0,40.37,38.39,32.84,0,0,0,0,0

26,06:15-06:30,0,0,3.42,0,0,8.5,58.16,0,76.3,0,86.52,123.22,0,117.54,395.7,87.43,0,35.29,0,0,0,0,19.32,12.59,0,0,0,9.33,5.17,43.32,0,161.37,95.48,0,1.39,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,18.79,39.01,51.95,30.98,567.89,42.7,146.02,27.14,2.7,0,11.13,0,9.56,1.56,31.39,26.12,0,0,41.57,38.39,32.84,0,0,0,0,0

27,06:30-06:45,0,0,3.42,0,0,8.6,58.16,0,76.3,0,86.52,123.22,0,117.54,398.72,87.43,0,35.29,0,0,0,0,19.32,12.59,0,0,0,9.33,5.17,43.32,0,161.37,95.48,0,1.39,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,18.79,39.01,51.95,30.98,509.95,42.7,117.5,27.14,2.7,0,11.13,0,9.11,1.56,31.39,23.51,0,0,36.98,38.39,32.84,0,0,0,0,0

28,06:45-07:00,0,0,3.42,0,0,8.65,58.16,0,76.3,0,86.52,123.22,0,117.54,398.72,87.43,0,35.29,0,0,0,0,19.32,12.59,0,0,0,9.33,5.17,43.32,0,161.37,95.48,0,1.39,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,18.79,39.01,51.95,30.98,509.95,42.7,117.5,27.14,2.7,0,11.13,0,9.11,1.56,31.39,23.51,0,0,36.98,38.39,32.84,0,0,0,0,0

29,07:00-07:15,0,0,3.42,0,0,8.72,58.16,0,76.3,0,86.52,123.22,0,117.54,398.72,87.43,0,35.29,0,0,0,0,19.32,12.59,0,0,0,9.33,5.17,43.32,0,161.37,95.48,0,1.39,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,18.79,39.01,51.95,30.98,461.66,42.7,117.5,27.14,2.7,0,11.13,0,9.11,1.56,31.39,23.51,0,0,36.98,38.39,32.84,0,0,0,0,0

30,07:15-07:30,0,0,3.42,0,0,8.88,58.16,0,76.3,0,86.52,123.22,0,117.54,398.72,87.43,0,14.93,0,0,0,0,19.32,12.59,0,0,0,9.33,5.17,43.32,0,161.37,95.48,0,1.39,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,18.79,39.01,51.95,30.98,413.38,42.7,117.5,27.14,2.7,0,11.13,0,9.11,1.56,31.39,23.51,0,0,36.98,38.39,32.84,0,0,0,0,0

31,07:30-07:45,0,0,3.42,0,0,9.29,58.16,0,76.3,0,86.52,123.22,0,117.54,398.72,87.43,0,14.93,0,0,0,0,19.32,12.59,0,0,0,9.33,5.17,43.32,0,161.37,95.48,0,1.39,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,18.79,39.01,51.95,30.98,367.02,42.7,117.5,27.14,2.7,0,11.13,0,7.81,1.56,31.39,20,0,0,31.33,44.78,16.42,0,0,0,0,0

32,07:45-08:00,0,0,3.42,0,0,9.29,58.16,0,76.3,0,86.52,123.22,0,117.54,398.72,87.43,0,16.96,0,0,0,0,19.32,12.59,0,0,0,9.33,5.17,43.32,0,161.37,95.48,0,1.39,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,18.79,39.01,51.95,30.98,367.02,42.7,117.5,27.14,2.7,0,11.13,0,7.81,1.56,31.39,20,0,0,31.33,44.78,16.42,0,0,0,0,0

33,08:00-08:15,0,0,3.42,0,0,9.29,58.16,0,76.3,0,86.52,123.22,0,117.54,398.72,87.43,0,16.96,0,0,0,0,19.32,12.59,0,0,0,9.33,5.17,43.32,0,161.37,82.32,0,1.39,0,36.88,0,0,0,0,0,0,0,0,0,0,0,0,17.31,39.01,51.95,30.98,367.02,42.7,117.5,27.14,2.7,0,12,0,7.74,1.56,31.39,19.86,0,0,31.12,38.39,16.42,0,0,0,0,0

34,08:15-08:30,0,0,3.42,0,0,9.29,58.16,0,76.3,0,86.52,123.22,0,117.54,398.72,87.43,0,16.96,0,0,0,0,19.32,12.59,0,0,0,9.33,5.17,43.32,0,161.37,82.32,0,1.39,0,36.88,0,0,0,0,0,0,0,0,0,0,0,0,17.31,39.01,51.95,30.98,367.02,42.7,117.5,27.14,2.7,0,12,0,7.74,1.56,31.39,19.86,0,0,31.12,38.39,16.42,0,0,0,0,0

35,08:30-08:45,0,0,3.42,0,0,9.29,58.16,0,75.18,0,86.52,123.22,0,117.54,398.72,87.43,0,16.96,0,0,0,0,19.32,12.59,0,0,0,9.33,5.17,43.32,0,161.37,82.32,0,1.39,0,36.88,0,0,0,0,0,0,0,0,0,0,0,0,17.31,39.01,51.95,30.98,367.02,42.7,117.5,27.14,2.7,0,12,0,7.74,1.56,31.39,19.86,0,0,31.12,38.39,16.42,0,0,0,0,0

36,08:45-09:00,0,0,3.42,0,0,12.06,58.16,0,75.18,0,86.52,123.22,0,117.54,398.72,87.43,0,16.96,0,0,0,0,19.32,12.59,0,0,0,9.33,5.17,43.32,0,161.37,82.32,0,1.39,0,36.88,0,0,0,0,0,0,0,0,0,0,0,0,17.31,39.01,51.95,30.98,367.02,42.7,117.5,27.14,2.7,0,12,0,7.74,1.56,31.39,19.86,0,0,31.12,38.39,16.42,0,0,0,0,0

37,09:00-09:15,0,0,3.42,0,0,12.01,58.16,0,75.18,0,86.52,123.22,0,117.54,398.72,87.43,0,16.96,0,0,0,0,19.32,12.59,0,0,0,0,5.17,43.32,0,161.37,82.32,0,1.39,0,36.88,0,0,0,0,0,0,0,0,0,0,0,0,14.53,39.01,51.95,30.98,364.4,42.7,111.15,27.14,0,0,11.13,0,7.57,0,31.39,19.23,0,0,30.49,38.39,16.42,0,0,0,0,0

38,09:15-09:30,0,0,3.42,0,0,12.01,58.16,0,75.18,0,86.52,123.22,0,117.54,398.72,87.43,0,16.96,0,0,0,0,19.32,12.59,0,0,0,0,5.17,43.32,0,161.37,95.48,0,1.39,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,14.53,39.01,51.95,30.98,364.4,42.7,111.15,27.14,0,0,11.13,0,7.57,0,31.39,19.23,0,0,30.49,44.78,16.42,0,0,0,0,0

39,09:30-09:45,0,0,3.42,0,0,12.01,58.16,0,75.18,0,86.52,123.22,0,117.54,398.72,87.43,0,16.96,0,0,0,0,19.32,12.59,0,0,0,0,5.17,43.32,0,161.37,95.48,0,1.39,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,14.53,39.01,51.95,30.98,364.4,42.7,111.15,27.14,0,0,11.13,0,7.57,0,31.39,19.23,0,0,30.49,44.78,16.42,0,0,0,0,0

40,09:45-10:00,0,0,3.42,0,0,12.01,58.16,0,75.18,0,86.52,123.22,0,117.54,398.72,87.43,0,16.96,0,0,0,0,19.32,12.59,0,0,0,0,5.17,43.32,0,161.37,95.48,0,1.39,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,14.53,39.01,51.95,30.98,364.4,42.7,111.15,27.14,0,0,11.13,0,7.57,0,31.39,19.23,0,0,30.49,38.39,16.42,0,0,0,0,0

41,10:00-10:15,0,0,3.42,0,0,12.01,58.16,0,75.18,0,86.52,123.22,0,117.54,398.72,87.43,0,16.96,0,0,0,0,19.32,12.59,0,0,0,0,5.17,43.32,0,161.37,95.48,0,1.39,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,16.41,39.01,51.95,30.98,410.55,42.7,111.15,27.14,0,0,11.13,0,7.57,0,31.39,19.23,0,0,30.49,38.39,0,0,0,0,0,0

42,10:15-10:30,0,0,3.42,0,0,12.01,58.16,0,75.18,0,86.52,123.22,0,117.54,398.72,87.43,0,16.96,0,0,0,0,19.32,12.59,0,0,0,0,5.17,43.32,0,161.37,95.48,0,1.39,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,20.09,39.01,51.95,30.98,410.55,42.7,111.15,27.14,0,0,11.13,0,7.57,0,31.39,19.23,0,0,30.49,38.39,0,0,0,0,0,0

43,10:30-10:45,0,0,3.42,0,0,12.01,58.16,0,75.18,0,86.52,123.22,0,117.54,398.72,87.43,0,16.96,0,0,0,0,19.32,12.59,0,0,0,0,5.17,43.32,0,161.37,95.48,0,1.39,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,20.09,39.01,51.95,30.98,410.55,42.7,111.15,27.14,0,0,11.13,0,7.57,0,31.39,19.23,0,0,30.49,38.39,0,0,0,0,0,0

44,10:45-11:00,0,0,3.42,0,0,12.01,58.16,0,75.18,0,86.52,123.22,0,117.54,398.72,87.43,0,16.96,0,0,0,0,19.32,12.59,0,0,0,0,5.17,43.32,0,161.37,95.48,0,1.39,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,20.09,39.01,51.95,30.98,410.55,42.7,111.15,27.14,0,0,11.13,0,7.57,0,31.39,19.23,0,0,30.49,38.39,0,0,0,0,0,0

45,11:00-11:15,0,0,3.42,0,0,12.15,58.16,0,75.18,0,86.52,123.22,0,117.54,398.72,87.43,0,16.96,0,0,0,0,19.32,12.59,0,0,0,0,5.17,43.32,0,161.37,95.48,0,1.39,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,20.09,39.01,51.95,30.98,459.8,42.7,111.15,27.14,0,0,11.13,0,7.33,0,31.39,19.18,0,0,30.3,38.39,0,0,0,0,0,0

46,11:15-11:30,0,0,3.42,0,0,12.15,58.16,0,75.18,0,86.52,123.22,0,117.54,398.72,87.43,0,16.96,0,0,0,0,19.32,12.59,0,0,0,0,5.17,43.32,0,161.37,95.48,0,1.39,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,20.09,39.01,51.95,30.98,459.8,42.7,111.15,27.14,0,0,11.13,0,6.67,0,31.39,19.1,0,0,30.29,44.78,0,0,0,0,0,0

47,11:30-11:45,0,0,3.42,0,0,12.15,58.16,0,75.18,0,86.52,123.22,0,117.54,398.72,87.43,0,16.96,0,0,0,0,19.32,12.59,0,0,0,0,5.17,43.32,0,161.37,95.48,0,1.39,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,20.09,39.01,35.54,30.98,389.79,42.7,111.15,27.14,0,0,11.13,0,6.67,0,31.39,19.1,0,0,30.29,44.78,0,0,0,0,0,0

48,11:45-12:00,0,0,3.42,0,0,12.15,58.16,0,75.18,0,86.52,123.22,0,117.54,398.72,87.43,0,16.96,0,0,0,0,19.32,12.59,0,0,0,0,5.17,43.32,0,161.37,95.48,0,1.39,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,20.09,39.01,35.54,30.98,364.4,42.7,111.15,27.14,0,0,11.13,0,5.91,0,31.39,14.37,0,0,23.22,38.39,0,0,0,0,0,0

49,12:00-12:15,0,0,3.42,0,0,12.15,58.16,0,75.18,0,86.52,123.22,0,117.54,398.72,87.43,0,16.96,0,0,0,0,19.32,12.59,0,0,0,0,5.17,43.32,0,161.37,95.48,0,1.39,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,17.88,39.01,35.54,30.98,364.4,42.7,111.15,27.14,0,0,11.13,0,5.91,0,31.39,14.37,0,0,23.22,38.39,0,0,0,0,0,0

50,12:15-12:30,0,0,3.42,0,0,12.15,58.16,0,75.18,0,86.52,123.22,0,117.54,398.72,87.43,0,16.96,0,0,0,0,19.32,12.59,0,0,0,0,5.17,43.32,0,161.37,95.48,0,1.39,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,17.88,39.01,35.54,30.98,364.4,42.7,111.15,27.14,0,0,11.13,0,5.91,0,31.39,14.37,0,0,23.22,38.39,0,0,0,0,0,0

51,12:30-12:45,0,0,3.42,0,0,12.01,58.16,0,75.18,0,86.52,123.22,0,117.54,398.72,87.43,0,16.96,0,0,0,0,19.32,6.3,0,0,0,0,5.17,43.32,0,161.37,82.82,0,1.39,0,37.72,0,0,0,0,0,0,0,0,0,0,0,0,17.88,39.01,35.54,30.98,364.4,42.7,111.15,27.14,0,0,11.13,0,5.91,0,31.39,14.37,0,0,23.22,38.39,0,0,0,0,0,0

52,12:45-13:00,0,0,3.42,0,0,12.01,58.16,0,75.18,0,86.52,123.22,0,117.54,398.72,87.43,0,16.96,0,0,0,0,19.32,6.3,0,0,0,0,5.17,43.32,0,161.37,82.82,0,1.39,0,37.72,0,0,0,0,0,0,0,0,0,0,0,0,17.88,39.01,35.54,30.98,364.4,42.7,111.15,27.14,0,0,11.13,0,5.91,0,31.39,14.37,0,0,23.22,38.39,0,0,0,0,0,0

53,13:00-13:15,0,0,3.42,0,0,12.01,58.16,0,75.18,0,69.38,123.22,0,117.54,398.72,87.43,0,16.96,0,0,0,0,19.32,6.3,0,0,0,0,5.17,43.32,0,161.37,82.42,0,1.39,0,37.52,0,0,0,0,0,0,0,0,0,0,0,0,15.01,39.01,35.54,30.98,364.4,42.7,111.15,27.14,0,0,11.13,0,5.91,0,31.39,14.37,0,0,23.22,44.78,0,0,0,0,0,0

54,13:15-13:30,0,0,3.42,0,0,12.01,58.16,0,75.18,0,69.38,123.22,0,117.54,398.72,87.43,0,16.96,0,0,0,0,19.32,6.3,0,0,0,0,5.17,43.32,0,161.37,82.42,0,1.39,0,37.52,0,0,0,0,0,0,0,0,0,0,0,0,15.01,39.01,35.54,30.98,364.4,42.7,111.15,27.14,0,0,11.13,0,5.91,0,31.39,14.37,0,0,23.22,44.78,0,0,0,0,0,0

55,13:30-13:45,0,0,3.42,0,0,12.01,58.16,0,75.18,0,69.38,123.22,0,117.54,398.72,87.43,0,16.96,0,0,0,0,19.32,6.3,0,0,0,9.33,5.17,43.32,0,161.37,82.42,0,1.39,0,37.52,0,0,0,0,0,0,0,0,0,0,0,0,17.79,39.01,35.54,30.98,364.4,42.7,111.15,27.14,0,0,11.13,0,5.91,0,31.39,14.37,0,0,23.22,38.39,0,0,0,0,0,0

56,13:45-14:00,0,0,3.42,0,0,12.01,58.16,0,75.18,0,69.38,123.22,0,117.54,398.72,87.43,0,16.96,0,0,0,0,19.32,6.3,0,0,0,9.33,5.17,43.32,0,161.37,82.42,0,1.39,0,37.52,0,0,0,0,0,0,0,0,0,0,0,0,17.79,39.01,35.54,30.98,364.4,42.7,111.15,27.14,0,0,11.13,0,5.91,0,31.39,14.37,0,0,23.22,38.39,0,0,0,0,0,0

