Column1,Time,NR/30092023/31122025/SH-07,GNA/NR/2025/09/01/5590,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/09/01/7205,NR/01102023/31052040/LT-31,GNA/NR/2025/09/01/2909,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/09/01/5084,GNA/NR/2025/09/01/4314,GNA/NR/2025/07/01/2952,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,GNA/NR/2025/07/01/8128,GNA/NR/2025/09/01/6485,GNA/NR/2025/07/01/1044,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/09/01/7215,GNA/NR/2025/09/01/7452,GNA/NR/2025/09/01/2039,GNA/NR/2025/09/01/4602,GNA/NR/2025/09/01/9239,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/09/01/8071,GNA/NR/2025/09/01/9418,NR/01102023/13082046/L_NR_2021_12,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,GNARE/NR/2024/12/20/3668,GNARE/WR/2025/08/25/1832,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,GNA/NR/2025/06/07/5932,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/22052037/LT-59,GNA/NR/2025/09/01/7691,GNA/NR/2025/09/01/6755,GNARE/SR/2025/01/13/4532,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16
7,01:30-01:45,0,36.86,258.06,85.95,14.6,0,20.48,0,0,20.48,8.53,23.73,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,0,28.98,0,100.4,28.67,19.27,0,0,0,0,12.67,10.98,0,0,38.03,12.67,0,34.61,34.6,-0,0,0,0,0,0,0,44.69,0,0,0,0,0,0

8,01:45-02:00,0,36.86,258.06,85.95,14.6,0,20.48,0,0,20.48,8.53,23.73,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,0,28.98,0,100.4,28.67,19.27,0,0,0,0,12.04,10.4,0,0,36.11,12.04,0,33.15,33.15,-0,0,0,0,0,0,0,44.17,0,0,0,0,0,0

9,02:00-02:15,0,36.86,258.06,85.95,14.6,0,20.48,0,61.44,20.48,8.53,23.73,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,0,100.4,28.67,19.27,0,0,0,0,10.63,9.25,0,0,31.86,10.63,0,31.53,31.54,-0,0,0,0,0,0,0,44.07,0,0,0,0,0,0

10,02:15-02:30,0,36.86,258.06,85.95,14.6,0,20.48,0,61.44,20.48,8.53,23.73,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,0,100.4,28.67,19.27,0,0,0,0,10.13,8.63,0,0,30.36,10.13,0,29.82,29.82,-0,0,0,0,0,0,0,44.73,0,0,0,0,0,0

11,02:30-02:45,0,36.86,258.06,85.95,14.6,0,20.48,0,61.44,20.48,8.53,23.73,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,0,100.4,28.67,19.27,0,0,0,0,9.63,8.17,0,0,28.89,9.63,0,28.11,28.12,-0,0,0,0,0,0,0,44.55,0,0,0,0,0,0

12,02:45-03:00,0,36.86,258.06,85.95,14.6,0,20.48,0,61.44,20.48,8.53,23.22,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,0,100.4,28.67,19.27,0,0,0,0,9.17,7.8,0,0,27.48,9.17,0,26.42,26.42,-0,0,0,0,0,0,0,44.8,0,0,0,0,0,0

13,03:00-03:15,0,36.86,258.06,85.95,14.6,0,20.48,0,61.44,20.48,8.53,23.22,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,0,100.4,28.67,19.27,0,0,0,0,8.87,7.54,0,0,26.58,8.87,0,25.35,25.35,-0,0,0,0,0,0,0,44.38,0,0,0,0,0,0

14,03:15-03:30,0,36.86,258.06,85.95,14.6,0,20.48,0,61.44,20.48,8.53,23.22,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,0,100.4,28.67,19.27,0,0,0,0,8.59,7.31,0,0,25.76,8.59,0,24.52,24.52,-0,0,0,0,0,0,0,44.64,0,0,0,0,0,0

15,03:30-03:45,0,36.86,258.06,85.95,14.6,0,20.48,0,61.44,20.48,8.53,23.22,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,0,100.4,28.67,19.27,0,0,0,0,8.29,7.11,0,0,24.84,8.29,0,23.78,23.79,-0,0,0,0,0,0,0,44.74,0,0,0,0,0,0

16,03:45-04:00,0,36.86,258.06,85.95,14.6,0,20.48,0,61.44,20.48,8.53,23.22,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,0,100.4,28.67,19.27,0,0,0,0,7.99,6.92,0,0,23.98,7.99,0,23.09,23.08,-0,0,0,0,0,0,0,44.92,0,0,0,0,0,0

17,04:00-04:15,0,36.86,258.06,85.95,14.6,0,20.48,0,61.44,20.48,8.53,24.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,0,100.4,28.67,19.27,0,0,0,0,7.5,5.92,0,0,22.5,7.5,0,22.59,22.6,-0,0,0,0,0,0,0,44.27,0,0,0,0,0,0

18,04:15-04:30,0,36.86,258.06,85.95,14.6,0,20.48,0,61.44,20.48,8.53,24.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,0,100.4,28.67,19.27,0,0,0,0,7.42,5.49,0,0,22.28,7.42,0,22.25,22.24,-0,0,0,0,0,0,0,44.46,0,0,0,0,0,0

19,04:30-04:45,0,36.86,258.06,85.95,14.6,0,20.48,0,61.44,20.48,8.53,24.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,0,100.4,28.67,19.27,0,0,0,0,7.38,5.3,0,0,22.12,7.38,0,21.94,21.95,-0,0,0,0,0,0,0,44.22,0,0,0,0,0,0

20,04:45-05:00,0,36.86,258.06,85.95,14.6,0,20.48,0,61.44,20.48,8.53,24.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,0,100.4,28.67,19.27,0,0,0,0,7.37,5.18,0,0,22.08,7.37,0,21.65,21.66,-0,0,0,0,0,0,0,44.47,0,0,0,0,0,0

21,05:00-05:15,0,36.86,258.06,85.95,14.6,0,20.48,0,61.44,20.48,8.53,24.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,0,100.4,28.67,19.27,0,0,0,0,7.27,5.07,0,0,21.83,7.27,0,21.02,21.03,-0,0,0,0,0,0,0,44.09,0,0,0,0,0,0

22,05:15-05:30,0,36.86,258.06,85.95,14.6,0,20.48,0,61.44,20.48,8.53,24.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,0,100.4,28.67,19.27,0,0,0,0,7.18,5,0,0,21.53,7.18,0,20.23,20.22,-0,0,0,0,0,0,0,44.77,0,0,0,0,0,0

23,05:30-05:45,0,36.86,258.06,85.95,14.6,0,20.48,0,61.44,20.48,8.53,25.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,0,100.4,28.67,19.27,0,0,0,0,7.1,4.93,0,0,21.27,7.1,0,19.45,19.44,-0,0,0,0,0,0,0,44.04,0,0,0,0,0,0

24,05:45-06:00,0,36.86,258.06,85.95,14.6,0,20.48,0,61.44,20.48,8.53,24.22,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,0,100.4,28.67,19.27,0,0,0,0,7.03,4.87,0,0,21.09,7.03,0,18.66,18.67,-0,0,0,0,0,0,0,44.1,0,0,0,0,0,0

25,06:00-06:15,0,36.86,258.06,85.95,14.6,0,20.48,0,61.44,20.48,8.53,24.22,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,0,100.4,28.67,19.27,0.43,0.01,1,11.61,6.74,4.87,0.03,3.46,20.2,6.74,0,17.79,17.8,-0,0,0,0,0,0,0,44.56,0,0,1,0.09,0,1

26,06:15-06:30,0,36.86,258.06,85.95,14.6,0,20.48,0,61.44,20.48,8.53,24.22,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,0,100.4,28.67,19.27,1.74,2.11,2,17.74,6.61,4.77,1.19,7.39,19.82,6.61,1,16.96,16.95,-0,0,0,0,0,0,0,44.52,0,1,2,0.35,1,2

27,06:30-06:45,0,36.86,258.06,85.95,14.6,1.03,20.48,1.03,61.44,20.48,8.53,24.22,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,0.79,100.4,28.67,19.27,3.92,5.48,4,23.87,6.51,4.59,3.92,13.49,19.54,6.51,4,16.13,16.14,-0,0,0,0,0,0,0,44.74,0,3,3,0.78,2,5

28,06:45-07:00,0,36.86,258.06,85.95,14.6,1.73,20.48,1.73,61.44,20.48,8.53,24.22,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,1.34,100.4,28.67,19.27,13.42,10.02,7,30.01,6.38,4.43,6.69,22.07,19.14,6.38,10,15.32,15.31,-0,0,0,0,0,0,0,44.35,0,5,4,2.69,4,7

29,07:00-07:15,0,36.86,258.06,85.95,14.6,2.62,20.48,2.62,61.44,20.48,8.53,24.22,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,2.02,100.4,28.67,19.27,22.29,15.31,11,33,6.49,4.47,10.2,32.87,19.47,6.49,18,15.94,15.93,-0,0,0,0,0,0,0,44.1,0,8,5,4.46,6,11

30,07:15-07:30,0,36.86,258.06,85.95,14.6,3.69,20.48,3.69,61.44,20.48,8.53,24.22,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,2.85,100.4,28.67,19.27,31.81,20.95,13,33,6.68,4.59,14.46,33,20.05,6.68,28,17.2,17.2,-0,0,0,0,0,0,0,44.54,0,13,7,6.36,8,16

31,07:30-07:45,0,36.86,258.06,85.95,14.6,4.85,20.48,4.85,61.44,20.48,8.53,25.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,3.75,100.4,28.67,19.27,42.06,26.36,18,32.26,6.79,4.78,19.34,32.27,20.35,6.79,32.27,18.77,18.78,-0,0,0,0,0,0,0,44.94,0,16,8,8.41,11,21

32,07:45-08:00,0,36.86,258.06,85.95,14.6,6.1,20.48,6.1,61.44,20.48,8.53,25.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,4.72,100.4,28.67,19.27,53.02,31.72,23,32.6,6.96,4.95,24.81,32.6,20.88,6.96,32.6,20.57,20.56,-0,0,0,0,0,0,0,44.6,0,22,12,10.61,14,28

33,08:00-08:15,0,36.86,258.06,85.95,14.6,7.38,20.48,7.38,61.44,20.48,8.53,26.24,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,5.7,100.4,28.67,19.27,66.3,36.98,30,33,6.45,4.7,30.84,33,19.33,6.45,33,21.3,21.29,-0,0,0,0,0,0,0,44.67,0,27,16,13.26,17,34

34,08:15-08:30,0,36.86,258.06,85.95,14.6,8.66,20.48,8.66,61.44,20.48,8.53,27.24,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,6.69,100.4,28.67,19.27,80.02,42.1,33,33,6.36,4.4,37.31,33,19.1,6.36,33,21.58,21.59,-0,0,0,0,0,0,0,44.63,0,33,19,16.01,20,41

35,08:30-08:45,0,36.86,258.06,85.95,14.6,9.91,20.48,9.91,61.44,20.48,8.53,26.24,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,7.66,100.4,28.67,19.27,94.03,45.99,38,33,6.25,4.06,43.9,33,18.75,6.25,33,21.69,21.69,-0,0,0,0,0,0,0,44.23,0,39,22,18.81,27,54

36,08:45-09:00,0,36.86,258.06,85.95,14.6,11.16,20.48,11.16,61.44,20.48,8.53,26.24,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,8.63,100.4,28.67,19.27,108.11,49.42,45,33,6.17,3.72,50.44,33,18.5,6.17,33,21.74,21.74,-0,0,0,0,0,0,0,44.84,0,45,25,21.62,30,60

37,09:00-09:15,0,36.86,258.06,75.44,14.6,12.31,20.48,12.31,61.44,20.48,8.53,26.24,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,9.52,100.4,28.67,19.27,123.46,52.44,50,33,5.85,3.1,56.75,33,17.57,5.85,33,20.18,20.19,-0,0,0,0,0,0,0,44.58,0,51,27,24.69,30,60

38,09:15-09:30,0,36.86,258.06,75.44,14.6,13.36,20.48,13.36,61.44,20.48,8.53,26.24,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,10.32,100.4,28.67,19.27,138.24,54.64,53,33,5.65,2.43,62.81,33,16.96,5.65,33,18.17,18.17,-0,0,0,0,0,0,0,44.37,0,55,30,27.65,33,65

39,09:30-09:45,0,36.86,258.06,75.44,14.6,14.34,20.48,14.34,61.44,20.48,8.53,26.24,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,11.08,100.4,28.67,19.27,152.47,56.95,58,33,5.53,1.71,68.46,33,16.61,5.53,33,16.06,16.05,-0,0,0,0,0,0,0,44.08,0,60,34,30.49,35,70

40,09:45-10:00,0,36.86,258.06,75.44,14.6,15.24,20.48,15.24,61.44,20.48,8.53,26.24,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,11.78,100.4,28.67,19.27,166.13,58.92,63,33,5.46,0,73.78,33,16.35,5.46,33,14.59,14.58,-0,0,0,0,0,0,0,44.84,0,64,36,33.23,37,75

41,10:00-10:15,0,36.86,258.06,75.44,14.6,16.16,20.48,16.16,61.44,20.48,8.53,26.24,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,12.49,100.4,28.67,19.27,177.46,61,67,33,5.55,1.65,78.64,33,16.66,5.55,33,14.11,14.12,-0,0,0,0,0,0,0,44.25,0,67,38,35.49,39,78

42,10:15-10:30,0,36.86,258.06,75.44,14.6,16.95,20.48,16.95,61.44,20.48,8.53,26.24,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,13.1,100.4,28.67,19.27,187.87,63.04,68,33,5.44,1.69,83.1,33,16.3,5.44,33,13.78,13.77,-0,0,0,0,0,0,0,44.19,0,70,39,37.58,41,81

43,10:30-10:45,0,36.86,258.06,75.44,14.6,17.71,20.48,17.71,61.44,20.48,8.53,26.24,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,13.69,100.4,28.67,19.27,197.74,65.19,70,33,5.44,1.62,86.98,33,16.34,5.44,33,13.45,13.46,-0,0,0,0,0,0,0,44.73,0,73,40,39.55,42,83

44,10:45-11:00,0,36.86,258.06,75.44,14.6,18.26,20.48,18.26,61.44,20.48,8.53,26.24,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,14.11,100.4,28.67,19.27,206.93,67.55,72,33,5.43,1.4,90.28,33,16.29,5.43,33,13.23,13.23,-0,0,0,0,0,0,0,44.81,0,76,41,41.39,43,85

45,11:00-11:15,0,36.86,258.06,75.44,14.6,18.7,20.48,18.7,61.44,20.48,8.53,25.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,14.45,100.4,28.67,19.27,212.89,69.67,75,33,5.44,1.39,92.35,33,16.31,5.44,33,13.02,13.03,-0,0,0,0,0,0,0,44.13,0,76,41,42.58,44,87

46,11:15-11:30,0,36.86,258.06,75.44,14.6,19.01,20.48,19.01,61.44,20.48,8.53,25.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,14.7,100.4,28.67,19.27,217.22,71.56,77,33,5.47,1.4,93.28,33,16.38,5.47,33,12.92,12.91,-0,0,0,0,0,0,0,42.15,0,76,41,43.45,45,89

47,11:30-11:45,0,36.86,258.06,75.44,14.6,19.43,20.48,19.43,61.44,20.48,8.53,25.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,15.01,100.4,28.67,19.27,220.59,75.48,77,33,5.47,1.43,93.41,33,16.43,5.47,33,12.83,12.82,-0,0,0,0,0,0,0,41.64,0,76,41,44.12,45,91

48,11:45-12:00,0,36.86,258.06,75.44,14.6,19.63,20.48,19.63,61.44,20.48,8.53,25.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,15.17,100.4,28.67,19.27,223.77,79.38,77,33,5.44,1.47,93.41,33,16.34,5.44,33,12.82,12.83,-0,0,0,0,0,0,0,41.14,0,76,41,44.76,46,92

49,12:00-12:15,0,36.86,258.06,75.44,14.6,19.84,20.48,19.84,61.44,20.48,8.53,25.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,15.33,100.4,28.67,19.27,219.17,82.85,77,33,5.45,1.44,93.41,33,16.36,5.45,33,12.75,12.74,-0,0,0,0,0,0,0,41.09,0,76,41,43.83,47,93

50,12:15-12:30,0,36.86,258.06,75.44,14.6,19.91,20.48,19.91,61.44,20.48,8.53,25.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,15.39,100.4,28.67,19.27,213.62,87.08,77,33,5.53,1.49,93.41,33,16.57,5.53,33,12.77,12.78,-0,0,0,0,0,0,0,40.59,0,76,41,42.73,47,94

51,12:30-12:45,0,36.86,258.06,75.44,14.6,19.96,20.48,19.96,61.44,20.48,8.53,25.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,15.42,100.4,28.67,19.27,208.19,88.15,77,33,5.6,1.66,93.41,33,16.8,5.6,33,12.73,12.74,-0,0,0,0,0,0,0,44.1,0,76,41,41.64,47,94

52,12:45-13:00,0,36.86,258.06,75.44,14.6,19.84,20.48,19.84,61.44,20.48,8.53,25.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,15.33,100.4,28.67,19.27,202.57,88.88,77,33,5.63,1.75,93.41,33,16.91,5.63,33,12.74,12.74,-0,0,0,0,0,0,0,44.14,0,76,41,40.52,47,94

53,13:00-13:15,0,36.86,258.06,75.44,14.6,19.63,20.48,19.63,61.44,20.48,8.53,25.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,15.17,100.4,28.67,19.27,200.02,87.76,77,33,5.69,1.94,93.41,33,17.08,5.69,33,12.85,12.85,-0,0,0,0,0,0,0,44.17,0,76,41,40,47,93

54,13:15-13:30,0,36.86,258.06,75.44,14.6,19.43,20.48,19.43,61.44,20.48,8.53,25.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,15.01,100.4,28.67,19.27,196.65,84.81,77,33,5.78,2.03,93.41,33,17.32,5.78,33,12.9,12.91,-0,0,0,0,0,0,0,44.89,0,76,41,39.33,46,93

55,13:30-13:45,0,36.86,258.06,75.44,14.6,19.19,20.48,19.19,61.44,20.48,8.53,25.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,14.82,100.4,28.67,19.27,194.15,78.44,77,33,5.89,2.22,93.41,33,17.66,5.89,33,13.09,13.1,-0,0,0,0,0,0,0,44.76,0,76,40,38.83,46,91

56,13:45-14:00,0,36.86,258.06,75.44,14.6,18.84,20.48,18.84,61.44,20.48,8.53,25.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,14.55,100.4,28.67,19.27,193.41,71.35,77,33,6.02,2.32,92.67,33,18.07,6.02,33,13.2,13.2,-0,0,0,0,0,0,0,44.55,0,76,40,38.68,43,87

57,14:00-14:15,0,36.86,258.06,75.44,14.6,18.32,20.48,18.32,61.44,20.48,8.53,25.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,14.15,100.4,28.67,19.27,191.85,64.45,77,33,6.6,3.58,91.67,33,19.81,6.6,33,13.7,13.7,-0,0,0,0,0,0,0,44.16,0,73,39,38.37,43,87

58,14:15-14:30,0,36.86,258.06,75.44,14.6,17.91,20.48,17.91,61.44,20.48,8.53,25.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,13.84,100.4,28.67,19.27,189.6,57.61,75,33,6.91,4.34,90,33,20.73,6.91,33,14.32,14.31,-0,0,0,0,0,0,0,44.71,0,70,39,37.92,42,85

59,14:30-14:45,0,36.86,258.06,75.44,14.6,17.17,20.48,17.17,61.44,20.48,8.53,25.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,13.27,100.4,28.67,19.27,186.5,54.49,73,33,7.25,4.92,88.33,33,21.74,7.25,33,15.25,15.25,-0,0,0,0,0,0,0,44.11,0,67,37,37.3,41,82

60,14:45-15:00,0,36.86,258.06,75.44,14.6,16.66,20.48,16.66,61.44,20.48,8.53,25.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,12.87,100.4,28.67,19.27,181.59,51.28,70,33,7.85,5.39,86,33,23.52,7.85,33,17.3,17.31,-0,0,0,0,0,0,0,44.54,0,64,36,36.32,39,79

61,15:00-15:15,0,36.86,258.06,75.44,14.6,15.81,20.48,15.81,61.44,20.48,8.53,25.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,12.21,100.4,28.67,19.27,173.57,47.61,65,33,8.6,6.15,83.33,33,25.79,8.6,33,19.52,19.53,-0,0,0,0,0,0,0,44.45,0,61,35,34.72,37,75

62,15:15-15:30,0,36.86,258.06,75.44,14.6,15.04,20.48,15.04,61.44,20.48,8.53,25.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,11.62,100.4,28.67,19.27,163.93,43.8,62,33,9.36,7.08,80.32,33,28.05,9.36,33,21.94,21.95,-0,0,0,0,0,0,0,44.59,0,57,34,32.79,35,71

63,15:30-15:45,0,36.86,258.06,75.44,14.6,14.04,20.48,14.04,61.44,20.48,8.53,25.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,10.85,100.4,28.67,19.27,153.14,39.34,58,33,10.15,8.12,75.41,33,30.44,10.15,33,24.56,24.55,-0,0,0,0,0,0,0,44.96,0,52,31,30.63,33,66

64,15:45-16:00,0,36.86,258.06,75.44,14.6,13.19,20.48,13.19,61.44,20.48,8.53,25.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,40.96,28.98,10.19,100.4,28.67,19.27,141.73,34.93,55,33,10.98,9.29,69.87,33,32.92,10.98,33,27.36,27.36,-0,0,0,0,0,0,0,44.46,0,48,30,28.35,28,56

