Column1,Time,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/L_NR_2019_05,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,GNA/WR/2024/11/01/4200,NR/01102023/05012040/L_NR_2020_02,GNA/WR/2024/10/15/7089,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,GNA/NR/2024/11/01/3646,GNA/NR/2024/11/01/5428,NR/01102023/31052040/LT-31,GNA/NR/2024/11/01/4503,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,GNA/NR/2024/11/01/1868,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/11/01/5474,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/11/01/9061,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/11/01/9042,GNA/NR/2024/11/01/5444
6,01:15-01:30,0,7,0,0,13.33,0,21.5,0,6.66,0,0,7.16,0,0,13.33,0,0,0,7.17,191.92,2.16,0,1.99,0,0,69.96,87.2,26.17,0,8.72,29.28,175.26,26.87,8.72,26.87,3.48,57.29,261.61,52.78,26.17,2.59,0,17.45,26.17

7,01:30-01:45,0,7,0,0,13.33,0,21.5,0,6.66,0,0,7.16,0,0,13.33,0,0,0,7.17,191.92,2.16,0,1.99,0,0,69.96,87.2,26.17,0,8.72,29.28,175.26,26.87,8.72,26.87,3.48,57.29,261.61,52.78,26.17,2.59,0,17.45,26.17

8,01:45-02:00,0,7,0,0,12.98,0,21.5,0,6.66,0,0,7.16,0,0,12.98,0,0,0,7.17,191.92,2.16,0,1.99,0,0,69.96,87.2,26.17,0,8.72,29.28,175.26,26.87,8.72,26.87,3.48,57.29,261.61,52.78,26.17,2.59,0,17.45,26.17

9,02:00-02:15,0,7,0,0,12.98,0,22,0,6.66,0,0,7.34,0,0,12.98,0,0,0,7.33,191.92,2.16,0,1.99,0,0,69.96,87.2,26.17,0,8.72,29.28,175.26,26.87,8.72,26.87,3.48,57.29,261.61,52.78,26.17,2.59,0,17.45,26.17

10,02:15-02:30,0,7,0,0,12.98,0,22,0,6.66,0,0,7.34,0,0,12.98,0,0,0,7.33,191.92,2.16,0,1.99,0,0,69.96,87.2,26.17,0,8.72,28.26,175.26,26.87,8.72,26.87,3.48,57.29,261.61,52.78,26.17,2.59,0,17.45,26.17

11,02:30-02:45,0,7,0,0,12.98,0,22.5,0,6.66,0,0,7.5,0,0,12.98,0,0,0,7.5,149.23,2.16,0,1.99,0,0,69.96,87.2,26.17,0,8.72,28.26,170.46,26.87,8.72,26.87,3.48,57.29,261.61,52.78,26.17,2.59,0,17.45,26.17

12,02:45-03:00,0,7,0,0,12.98,0,22.5,0,6.66,0,0,7.5,0,0,12.98,0,0,0,7.5,149.23,2.16,0,1.99,0,0,69.96,87.2,26.17,0,8.72,28.26,170.46,26.87,8.72,26.87,3.48,57.29,261.61,52.78,26.17,2.59,0,17.45,26.17

13,03:00-03:15,0,7,0,0,12.98,0,22.5,0,6.66,0,0,7.5,0,0,12.98,0,0,0,7.5,149.23,2.01,0,1.94,0,0,69.96,87.2,26.17,0,8.72,28.26,170.46,26.87,8.72,26.87,3.48,57.29,261.61,52.78,26.17,2.51,0,17.45,26.17

14,03:15-03:30,0,7,0,0,12.98,0,22.5,0,6.66,0,0,7.5,0,0,12.98,0,0,0,7.5,149.23,2.01,0,1.94,0,0,69.96,87.2,26.17,0,8.72,28.26,170.46,26.87,8.72,26.87,3.48,57.29,261.61,52.78,26.17,2.51,0,17.45,26.17

15,03:30-03:45,0,7,0,0,12.98,0,20,0,6.66,0,0,6.66,0,0,12.98,0,0,0,6.67,149.23,2.01,0,1.94,0,0,69.96,87.2,26.17,0,8.72,27.76,170.46,26.87,8.72,26.87,3.48,57.29,261.61,52.78,26.17,2.51,0,17.45,26.17

16,03:45-04:00,0,7.2,0,0,12.98,0,20,0,6.66,0,0,6.66,0,0,12.98,0,0,0,6.67,149.23,2.01,0,1.94,0,0,69.96,87.2,26.17,0,8.72,27.76,170.46,26.87,8.72,26.87,3.48,57.29,261.61,52.78,26.17,2.51,0,17.45,26.17

17,04:00-04:15,0,7.6,0,0,12.98,0,20,0,6.66,0,0,6.66,0,0,12.98,0,0,0,6.67,149.23,2.01,0,1.94,0,0,69.96,87.2,26.17,0,8.72,27.76,170.46,26.87,8.72,26.87,3.48,57.29,261.61,52.78,26.17,2.51,0,17.45,26.17

18,04:15-04:30,0,8,0,0,12.98,0,20,0,6.66,0,0,6.66,0,0,12.98,0,0,0,6.67,149.23,2.01,0,1.94,0,0,69.96,87.2,26.17,0,8.72,27.76,170.46,26.87,8.72,26.87,3.48,57.29,261.61,52.78,26.17,2.51,0,17.45,26.17

19,04:30-04:45,0,8,0,0,12.98,0,20,0,6.66,0,0,6.66,0,0,12.98,0,0,0,6.67,149.23,2.01,0,1.94,0,0,69.96,87.2,26.17,0,8.72,27.76,170.46,26.87,8.72,26.87,3.48,57.29,261.61,52.78,26.17,2.51,0,17.45,26.17

20,04:45-05:00,0,8.2,0,0,12.98,0,20,0,6.66,0,0,6.66,0,0,12.98,0,0,0,6.67,149.23,2.01,0,1.94,0,0,69.96,87.2,26.17,0,8.72,27.76,170.46,26.87,8.72,26.87,3.48,57.29,261.61,52.78,26.17,2.51,0,17.45,26.17

21,05:00-05:15,0,8.6,0,0,12.98,0,20,0,6.66,0,0,6.66,0,0,12.98,0,0,0,6.67,149.23,2.01,0,1.94,0,0,69.96,87.2,26.17,0,8.72,27.76,170.46,26.87,8.72,26.87,3.48,57.29,261.61,52.78,26.17,2.45,0,17.45,26.17

22,05:15-05:30,0,8.6,0,0,12.98,0,20,0,6.66,0,0,6.66,0,0,12.98,0,0,0,6.67,191.92,2.01,0,1.94,0,0,69.96,87.2,26.17,0,8.72,27.76,170.46,26.87,8.72,26.87,3.48,57.29,261.61,52.78,26.17,2.45,0,17.45,26.17

23,05:30-05:45,0,8.8,0,0,12.98,0,20,0,6.66,0,0,6.66,0,0,12.98,0,0,0,6.67,230.3,2.01,0,1.94,0,0,69.96,87.2,26.17,0,8.72,27.76,170.46,26.87,8.72,26.87,3.48,57.29,261.61,52.78,26.17,2.45,0,17.45,26.17

24,05:45-06:00,0,8.8,0,0,12.98,0,20,0,6.66,0,0,6.66,0,0,12.98,0,0,0,6.67,271.33,2.01,0,1.94,0,0,69.96,87.2,26.17,0,8.72,27.76,170.46,26.87,8.72,26.87,3.48,57.29,261.61,52.78,26.17,2.45,0,17.45,26.17

25,06:00-06:15,0,9,0,0,12.98,0,20,0,6.66,0.81,1.84,6.66,0,1,12.98,0,0.79,0,6.67,271.33,2.08,0,1.94,0,0,69.96,0,26.17,0,8.72,27.76,194.45,26.87,8.72,26.87,3.48,57.29,0,52.78,26.17,2.45,0,17.45,26.17

26,06:15-06:30,0,9,1,0,12.98,0,20,0,6.66,5.23,3.98,6.66,0,2,12.98,0,2.38,0,6.67,271.33,2.08,0,1.94,0,0,69.96,0,26.17,0,8.72,26.25,194.45,26.87,8.72,26.87,3.48,57.29,0,52.78,26.17,2.45,0,17.45,26.17

27,06:30-06:45,0.06,13.81,3,0,12.98,0.01,20,0,6.66,10.87,8.85,6.66,0,5,12.98,0,9.83,0,6.67,271.33,2.08,0,1.94,0,0.31,69.96,0,26.17,0.31,8.72,26.25,204.92,26.87,8.72,26.87,3.48,67.68,0,71.97,26.17,2.45,0.32,17.45,26.17

28,06:45-07:00,4.25,13.41,4,0,12.98,0.2,20,0.04,6.66,19.33,17.65,6.66,1,8,12.98,0,19.14,1,6.67,271.33,2.08,0,1.94,0,0.7,69.96,0,26.17,0.7,8.72,25.24,204.92,26.87,8.72,26.87,3.48,67.68,0,71.97,26.17,2.45,0.72,17.45,26.17

29,07:00-07:15,11.24,13.01,5,2,12.98,2.88,20,0.57,6.66,25,25,6.66,4,10,12.98,1,25,3,6.67,271.33,2.08,0,1.94,0,1.3,69.96,0,26.17,1.3,8.72,25.24,204.92,26.87,8.72,26.87,3.48,67.68,0,71.97,26.17,2.45,1.33,17.45,26.17

30,07:15-07:30,19.37,13.21,7,5,12.98,11.51,20,2.3,6.66,27,27,6.66,11,15,12.98,4,27,7,6.67,271.33,2.08,0,1.94,0,2.17,69.96,0,26.17,2.17,8.72,25.24,204.92,26.87,8.72,26.87,3.48,57.29,0,52.78,26.17,2.45,2.22,17.45,26.17

31,07:30-07:45,27.79,19.61,9,7,12.98,26.73,20,5.34,6.66,28.5,28.5,6.66,21,18,12.98,9,28.5,12,6.67,271.33,2.08,0,1.94,0,3.01,69.96,0,26.17,3.01,8.72,25.24,204.92,26.87,8.72,26.87,3.48,57.29,0,52.78,26.17,2.45,3.08,17.45,26.17

32,07:45-08:00,36.98,20.61,12,8,12.98,47,20,9.4,6.66,29,29,6.66,32,25,12.98,13,29,17,6.67,271.33,2.08,0,1.94,0,3.93,69.96,0,26.17,3.93,8.72,25.24,204.92,26.87,8.72,26.87,3.48,57.29,0,52.78,26.17,2.45,4.02,17.45,26.17

33,08:00-08:15,45.99,21.61,15,13,12.98,67.98,20,13.6,6.66,29.66,29.67,6.66,42,32,12.98,18,29.67,23,6.67,271.33,2.08,0,1.89,0,4.97,69.96,0,26.17,4.97,8.72,25.24,170.46,26.87,8.72,26.87,3.48,57.29,0,52.78,26.17,2.37,5.09,17.45,26.17

34,08:15-08:30,55.01,23.21,19,17,12.98,89.27,20,17.85,6.66,30.56,30.57,6.66,56,39,12.98,24,30.57,31,6.67,230.3,2.08,0,1.89,0,6.03,69.96,0,26.17,6.03,8.72,25.24,170.46,26.87,8.72,26.87,3.48,57.29,0,52.78,26.17,2.37,6.18,17.45,26.17

35,08:30-08:45,63.52,23.81,19,22,12.98,110.18,20,22.03,6.66,30.56,30.57,6.66,74,41,12.98,31,30.57,38,6.67,191.92,1.93,0,1.89,0,7.29,69.96,0,26.17,7.29,8.72,25.24,170.46,26.87,8.72,26.87,3.48,57.29,0,52.78,26.17,2.37,7.47,17.45,26.17

36,08:45-09:00,71.76,24.41,23,26,12.98,129.6,20,25.92,6.66,31.24,31.23,6.66,88,47,12.98,37,31.23,45,6.67,149.23,1.93,0,1.89,0,8.32,69.96,0,26.17,8.32,8.72,25.24,170.46,26.87,8.72,26.87,3.48,57.29,0,52.78,26.17,2.37,8.53,17.45,26.17

37,09:00-09:15,69.45,25.21,26,28,12.98,147.9,20,29.58,6.66,31.24,31.23,6.66,95,54,12.98,40,31.23,53,6.67,149.23,1.93,0,1.89,0,9.4,69.96,0,26.17,9.4,8.72,25.74,170.46,26.87,8.72,26.87,3.48,57.29,0,52.78,26.17,2.37,9.63,17.45,26.17

38,09:15-09:30,77.2,26.01,29,31,12.98,165.23,20,33.04,6.66,31.24,31.23,6.66,102,61,12.98,43,31.23,60,6.67,191.92,1.93,0,1.89,0,10.48,69.96,0,26.17,10.48,8.72,25.74,170.46,26.87,8.72,26.87,3.48,57.29,0,52.78,26.17,2.37,10.73,17.45,26.17

39,09:30-09:45,84.7,25.81,26,33,12.86,181.62,20,36.32,6.66,31.24,31.23,6.66,102,54,12.86,43,31.23,63,6.67,230.3,1.93,0,1.89,0,11.41,69.96,0,26.17,11.41,8.72,25.74,170.46,26.87,8.72,26.87,3.48,57.29,0,52.78,26.17,2.37,11.7,17.45,26.17

40,09:45-10:00,92.08,26.01,28,35,12.86,196.49,20,39.3,6.66,31.24,31.23,6.66,116,60,12.86,49,31.23,70,6.67,230.3,1.93,0,1.89,0,12.38,69.96,0,26.17,12.38,8.72,25.74,170.46,26.87,8.72,26.87,3.48,57.29,0,52.78,26.17,2.37,12.68,17.45,26.17

41,10:00-10:15,98.69,27.41,31,37,12.02,209.73,20,41.95,6.66,31.24,31.23,6.66,130,64,12.02,55,31.23,76,6.67,191.92,1.93,0,1.89,0,13.01,69.96,0,26.17,13.01,8.72,25.74,170.46,26.87,8.72,26.87,3.39,57.29,0,52.78,26.17,2.37,13.33,17.45,26.17

42,10:15-10:30,104.28,28.01,33,39,12.02,221.29,20,44.26,6.66,31.24,31.23,6.66,140,70,12.02,60,31.23,80,6.67,149.23,1.93,0,1.89,0,13.95,69.96,0,26.17,13.95,8.72,25.74,170.46,26.87,8.72,26.87,3.39,57.29,0,52.78,26.17,2.37,14.31,17.45,26.17

43,10:30-10:45,97.85,28.21,34,41,12.02,231.63,20,46.32,6.66,31.24,31.23,6.66,147,71,12.02,63,31.23,86,6.67,149.23,1.93,0,1.89,0,14.59,69.96,0,26.17,14.59,8.72,25.74,170.46,26.87,8.72,26.87,3.39,57.29,0,52.78,26.17,2.37,14.96,17.45,26.17

44,10:45-11:00,101.09,28.61,36,42,12.02,240.43,20,48.08,6.66,31.24,31.23,6.66,158,74,12.02,67,31.23,88,6.67,149.23,1.93,0,1.89,0,14.97,69.96,0,26.17,14.97,8.72,25.74,170.46,26.87,8.72,26.87,3.39,57.29,0,52.78,26.17,2.37,15.35,17.45,26.17

45,11:00-11:15,104.96,29.21,37,43,11.55,243.33,20,48.67,6.66,31.24,31.23,6.66,165,78,11.55,70,31.23,89,6.67,149.23,2.01,0,1.94,0,15.38,69.96,0,26.17,15.38,8.72,25.24,170.46,26.87,8.72,26.87,3.39,57.29,0,52.78,26.17,2.37,15.76,17.45,26.17

46,11:15-11:30,108.57,29.41,39,43,11.55,245.83,20,49.17,6.66,31.74,31.73,6.66,172,81,11.55,73,31.73,90,6.67,149.23,2.01,0,1.94,0,15.38,69.96,0,26.17,15.38,8.72,25.24,170.46,26.87,8.72,26.87,3.39,57.29,0,52.78,26.17,2.37,15.76,17.45,26.17

47,11:30-11:45,111.64,25.61,40,44,11.55,245.83,20,49.17,6.66,31.74,31.73,6.66,179,85,11.55,76,31.73,90,6.67,149.23,2.01,0,1.94,0,15.38,69.96,0,26.17,15.38,8.72,25.24,170.46,26.87,8.72,26.87,3.39,57.29,0,52.78,26.17,2.37,15.76,17.45,26.17

48,11:45-12:00,114.56,25.21,42,44,11.55,245.83,20,49.17,6.66,31.74,31.73,6.66,182,88,11.55,78,31.73,91,6.67,149.23,2.01,0,1.94,0,15.38,69.96,0,26.17,15.38,8.72,25.24,170.46,26.87,8.72,26.87,3.39,57.29,0,52.78,26.17,2.37,15.76,17.45,26.17

49,12:00-12:15,112.42,15.61,42,44,11.55,245.83,20,49.17,6.66,31.74,31.73,6.66,182,88,11.55,78,31.73,91,6.67,149.23,2.01,0,1.94,0,15.38,69.96,0,26.17,15.38,8.72,25.24,170.46,26.87,8.72,26.87,3.39,57.29,0,52.78,26.17,2.37,15.76,17.45,26.17

50,12:15-12:30,112.76,15.01,42,44,11.55,245.83,20,49.17,6.66,31.74,31.73,6.66,182,88,11.55,78,31.73,91,6.67,149.23,2.01,0,1.94,0,15.38,69.96,0,26.17,15.38,8.72,25.24,170.46,26.87,8.72,26.87,3.39,57.29,0,52.78,26.17,2.37,15.76,17.45,26.17

51,12:30-12:45,113.19,14.41,42,44,11.55,245.83,20,49.17,6.66,32.06,32.07,6.66,182,88,11.55,78,32.07,91,6.67,149.23,2.01,0,1.94,0,15.38,69.96,0,26.17,15.38,8.72,25.24,170.46,26.87,8.72,26.87,3.39,57.29,0,52.78,26.17,2.37,15.76,17.45,26.17

52,12:45-13:00,113.12,13.61,42,44,11.55,245.83,20,49.17,6.66,32.06,32.07,6.66,182,88,11.55,78,32.07,91,6.67,149.23,2.01,0,1.94,0,15.38,69.96,0,26.17,15.38,8.72,25.74,170.46,26.87,8.72,26.87,3.39,57.29,0,52.78,26.17,2.37,15.76,17.45,26.17

53,13:00-13:15,111.88,11,42,43,11.55,245.83,20,49.17,6.66,32.06,32.07,6.66,182,88,11.55,78,32.07,91,6.67,149.23,2.01,0,1.99,0,15.26,69.96,0,26.17,15.26,8.72,25.74,170.46,26.87,8.72,26.87,3.39,57.29,0,52.78,26.17,2.51,15.64,17.45,26.17

54,13:15-13:30,109.47,11,42,42,11.55,245.83,20,49.17,6.66,32.06,32.07,6.66,175,87,11.55,75,32.07,90,6.67,149.23,2.01,0,1.99,0,14.62,69.96,0,26.17,14.62,8.72,25.74,170.46,26.87,8.72,26.87,3.39,57.29,0,52.78,26.17,2.51,14.98,17.45,26.17

55,13:30-13:45,103.33,10.8,41,41,11.55,245.83,20,49.17,6.66,32.06,32.07,6.66,168,86,11.55,72,32.07,90,6.67,149.23,2.01,0,1.99,0,14.39,69.96,0,26.17,14.39,8.72,25.74,170.46,26.87,8.72,26.87,3.39,57.29,0,52.78,26.17,2.51,14.75,17.45,26.17

56,13:45-14:00,98.38,10.8,40,41,11.55,240.42,20,48.08,6.66,32.06,32.07,6.66,161,85,11.55,69,32.07,89,6.67,149.23,2.01,0,1.99,0,14.07,69.96,0,26.17,14.07,8.72,26.25,170.46,26.87,8.72,26.87,3.39,57.29,0,52.78,26.17,2.51,14.42,17.45,26.17

57,14:00-14:15,93.57,9,34,38,11.55,232.02,20,46.4,6.66,32.06,32.07,6.66,154,71,11.55,66,32.07,87,6.67,149.23,2.16,0,1.99,0,13.68,69.96,0,26.17,13.68,8.72,26.75,170.46,26.87,8.72,26.87,3.39,57.29,0,52.78,26.17,2.59,14.01,17.45,26.17

58,14:15-14:30,88.3,9,31,37,11.55,222.9,20,44.58,6.66,32.06,32.07,6.66,147,66,11.55,63,32.07,82,6.67,149.23,2.16,0,1.99,0,13.11,69.96,0,26.17,13.11,8.72,26.75,170.46,26.87,8.72,26.87,3.39,57.29,0,52.78,26.17,2.59,13.45,17.45,26.17

59,14:30-14:45,82.61,9,29,35,11.55,211.73,20,42.34,6.66,32.06,32.07,6.66,137,61,11.55,58,32.07,76,6.67,149.23,2.16,0,1.99,0,12.5,69.96,0,26.17,12.5,8.72,27.25,182.94,26.87,8.72,26.87,3.39,57.29,0,52.78,26.17,2.59,12.82,17.45,26.17

60,14:45-15:00,76.62,9,27,34,11.55,200.32,20,40.06,6.66,32.06,32.07,6.66,123,56,11.55,52,32.07,72,6.67,149.23,2.16,0,1.99,0,11.69,69.96,0,26.17,11.69,8.72,27.25,197.33,26.87,8.72,26.87,3.39,57.29,0,52.78,26.17,2.59,11.98,17.45,26.17

61,15:00-15:15,69.24,9,24,32,11.67,186.85,20,37.37,6.66,32.06,32.07,6.66,109,49,11.67,46,32.07,65,6.67,191.92,2.31,0,2.03,0,10.76,69.96,0,26.17,10.76,8.72,27.76,204.92,26.87,8.72,26.87,3.39,57.29,0,52.78,26.17,2.82,11.03,17.45,26.17

62,15:15-15:30,62.1,9,20,28,11.67,171.39,20,34.28,6.66,32.06,32.07,6.66,95,43,11.67,40,32.07,58,6.67,230.3,2.31,0,2.03,0,9.68,69.96,0,26.17,9.68,8.72,28.26,204.92,26.87,8.72,26.87,3.39,57.29,0,52.78,26.17,2.82,9.92,17.45,26.17

63,15:30-15:45,54.95,11.81,16,25,11.67,155.64,20,31.13,6.66,32.06,32.07,6.66,81,34,11.67,34,32.07,53,6.67,271.33,2.31,0,2.03,0,8.69,69.96,0,26.17,8.69,8.72,29.28,204.92,26.87,8.72,26.87,3.39,57.29,0,52.78,26.17,2.82,8.9,17.45,26.17

64,15:45-16:00,47.55,11.61,13,23,11.67,138.48,20,27.7,6.66,32.4,32.4,6.66,67,26,11.67,28,32.4,47,6.67,271.33,2.31,0,2.03,0,7.76,69.96,0,26.17,7.76,8.72,30.28,204.92,26.87,8.72,26.87,3.39,57.29,0,52.78,26.17,2.82,7.96,17.45,26.17

65,16:00-16:15,38.89,11.61,10,19,11.67,120.87,20,24.17,6.66,32.4,32.4,6.66,56,20,11.67,24,32.4,40,6.67,271.33,2.62,0,2.03,0,6.93,65.83,0,26.17,6.93,8.72,30.78,204.92,24.08,8.72,24.08,3.39,57.29,0,52.78,26.17,3.21,7.11,17.45,26.17

66,16:15-16:30,29.56,11.81,6,15,11.67,100.49,20,20.1,6.66,33,25,6.66,46,14,11.67,19,33,33,6.67,271.33,2.62,0,2.03,0,6.09,65.83,0,26.17,6.09,8.72,30.78,233.71,24.08,8.72,24.08,3.39,75.01,0,52.78,26.17,3.21,6.25,17.45,26.17

67,16:30-16:45,25.25,12.01,5,11,11.67,80.45,20,16.09,6.66,24.04,14.71,6.66,35,10,11.67,15,26.59,23,6.67,271.33,2.94,0,2.03,0,5.25,65.83,0,26.17,5.25,8.72,30.78,260.53,24.08,8.72,24.08,3.39,85.48,0,71.97,26.17,3.21,5.38,17.45,26.17

68,16:45-17:00,21.51,12.21,4,8,11.67,60.36,20,12.07,6.66,14.63,7.16,6.66,25,8,11.67,10,19.14,18,6.67,271.33,2.94,0,2.03,0,4.44,65.83,0,26.17,4.44,8.72,30.78,260.53,24.08,8.72,24.08,3.39,85.48,0,71.97,26.17,3.21,4.55,17.45,26.17

69,17:00-17:15,17.74,12.41,2,7,11.67,39.78,20,7.96,6.66,7.11,1.85,6.66,14,5,11.67,6,9.83,12,6.67,271.33,3.09,0,2.03,0,3.69,74.29,0,28.79,3.69,9.6,30.78,260.53,31.5,9.6,31.5,3.39,85.48,0,99.97,28.79,3.44,3.77,19.19,28.79

70,17:15-17:30,1.39,12.81,1,5,11.67,20.98,20,4.19,6.66,3.34,0,6.66,7,2,11.67,3,3.32,8,6.67,271.33,3.09,0,2.03,0,2.95,114.73,0,28.79,2.95,9.6,30.78,260.53,31.5,9.6,31.5,3.39,85.48,0,99.97,28.79,3.44,3.03,19.19,28.79

71,17:30-17:45,0,12.41,1,2,11.67,8.49,20,1.7,6.66,1.89,0,6.66,2,1,11.67,1,0.94,5,6.67,271.33,3.09,0,2.03,0,2.23,114.73,0,28.79,2.23,9.6,31.29,236.06,31.5,9.6,31.5,3.39,85.48,0,99.97,28.79,3.44,2.28,19.19,28.79

72,17:45-18:00,0,12.21,0,0,11.67,1.71,20,0.34,6.66,0.8,0,6.66,1,1,11.67,0,0.79,3,6.67,271.33,3.09,0,2.03,0,1.49,114.73,0,28.79,1.49,9.6,31.29,236.06,31.5,9.6,31.5,3.39,85.48,0,99.97,28.79,3.44,1.52,19.19,28.79

73,18:00-18:15,0,12.21,0,0,12.98,0,20,0,6.66,0,0,6.66,0,0,12.98,0,0,2,6.67,271.33,3.4,50,2.03,150,0.84,114.73,0,28.79,0.84,9.6,31.29,236.06,31.5,9.6,31.5,3.39,85.48,0,99.97,28.79,3.67,0.87,19.19,28.79

74,18:15-18:30,0,12.01,0,0,12.98,0,20,0,6.66,0,0,6.66,0,0,12.98,0,0,0,6.67,271.33,3.4,50,2.03,150,0,114.73,0,28.79,0,9.6,31.29,236.06,31.5,9.6,31.5,3.39,85.48,0,99.97,28.79,3.67,0,19.19,28.79

75,18:30-18:45,0,11.21,0,0,12.98,0,20,0,6.66,0,0,6.66,0,0,12.98,0,0,0,6.67,271.33,3.4,50,2.03,150,0,114.73,0,28.79,0,9.6,31.29,236.06,31.5,9.6,31.5,3.39,85.48,0,99.97,28.79,3.67,0,19.19,28.79

76,18:45-19:00,0,10.6,0,0,12.98,0,20,0,6.66,0,0,6.66,0,0,12.98,0,0,0,6.67,271.33,3.4,50,2.03,150,0,114.73,0,28.79,0,9.6,30.78,236.06,31.5,9.6,0,3.39,85.48,0,99.97,28.79,3.67,0,19.19,28.79

77,19:00-19:15,0,7.2,0,0,13.3,0,20,0,6.66,0,0,6.66,0,0,13.3,0,0,0,6.67,271.33,3.24,50,2.03,150,0,65.83,0,28.79,0,9.6,30.78,236.06,32,9.6,0,3.48,85.48,0,99.97,28.79,3.67,0,19.19,28.79

