Column1,Time,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,GNA/SR/2025/02/01/7432,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/9606,GNA/NR/2025/02/01/2143,NR/30092023/26122029/SH-06,GNA/NR/2025/02/01/9969,GNA/NR/2025/02/01/2594,GNA/NR/2025/02/01/4863,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/02/01/5886,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,GNA/SR/2025/02/01/6460,GNA/WR/2025/01/01/8625,GNARE/SR/2025/01/13/4532,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),GNARE/NR/2024/12/20/3668,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06)
36,08:45-09:00,4.64,65.9,32,1.02,6,6,100.02,0,259.8,86.6,1.29,0,0,36.48,32,43.2,36.48,13.44,0,13.44,271.47,0,0,75,0,6,21,16.81,37,22,81,34,84.05,45,28.57,31.52,64.66,28.57,26.67,29.18,29.18,87.54,64.67,70.36,28.56

37,09:00-09:15,5.87,65.9,26.42,1.02,7.59,7.59,100.02,0,259.8,86.6,1.29,0,0,36.48,32,43.2,36.48,13.44,0,13.44,271.47,0,0.92,75,0,6,25,21.27,46,26,102,43,106.34,52,28.57,40.96,73.66,28.57,29,26.01,26.01,78.01,73.67,80.93,28.56

38,09:15-09:30,7,65.9,26.42,1.02,9.06,9.06,100.02,0,259.8,86.6,1.29,0,0,36.48,32,43.2,36.48,13.44,0,13.44,271.47,0,0.92,75,0,6,28,25.5,53,30,119,51,127.5,60,29.57,49.71,67,29.57,28,22.71,22.71,68.14,67,91.19,29.56

39,09:30-09:45,7.97,65.9,26.99,1.02,10.32,10.32,100.02,0,259.8,76.13,1.29,0,0,36.48,26.99,43.2,36.48,13.44,0,13.44,271.47,0,0.92,75,0,6,31,30.21,63,33,133,57,151.03,67,29.57,57.92,61.34,29.57,29.67,28.33,28.33,85.01,61.33,101.17,29.56

40,09:45-10:00,8.92,65.9,26.99,1.02,11.55,11.55,100.02,0,259.8,76.13,1.29,0,0,36.48,26.99,43.2,36.48,13.44,0,13.44,271.47,0,0.92,75,0,6,34,33.87,69,37,147,63,169.35,73,29.57,65.7,54.66,29.57,27.33,26.67,26.67,79.99,54.67,110.33,29.56

41,10:00-10:15,9.73,65.9,26.99,1.02,12.6,12.6,100.02,0,228.42,63.96,1.19,0,0,23.04,26.99,23.04,23.04,8.64,0,8.64,271.47,0,0.92,75,0,6,37,37.35,77,40,161,69,186.72,80,29.57,75.45,50.66,29.57,25.33,25,25,75,50.67,118.17,29.56

42,10:15-10:30,10.47,65.9,26.99,1.02,13.54,13.54,100.02,0,228.42,63.96,1.19,0,0,23.04,26.99,23.04,23.04,8.64,0,8.64,271.47,0,0.92,75,0,6,39,40.28,82,43,172,73,201.41,85,29.57,81.91,47.34,29.57,23.33,22.5,22.5,67.5,47.33,124.99,29.56

43,10:30-10:45,11.27,65.9,26.99,1.02,14.59,14.59,100.02,0,228.42,63.96,1.19,0,0,23.04,26.99,23.04,23.04,8.64,0,8.64,271.47,0,0.92,75,0,6,41,47.17,88,46,182,78,235.85,92,29.57,87.91,43.66,29.57,21.67,20,20,60,43.67,130.96,29.56

44,10:45-11:00,11.85,65.9,26.99,1.02,15.35,15.35,100.02,0,228.42,63.96,1.19,0,0,23.04,26.99,23.04,23.04,8.64,0,8.64,271.47,0,0.92,75,0,6,43,48.33,91,49,189,81,241.67,98,29.57,93.44,40.34,29.57,20.33,17.5,17.5,52.5,40.33,136.29,29.56

45,11:00-11:15,12.48,70.04,26.99,1.02,16.16,16.16,68.17,0,194.16,63.96,1.29,0,0,23.04,26.99,23.04,23.04,8.64,0,8.64,271.47,0,0.92,75,0,6,44,48.33,92,50,200,85,241.67,100,29.57,98.24,37.66,29.57,19.67,15.5,15.5,46.5,37.67,141.29,29.56

46,11:15-11:30,13.05,70.04,26.99,1.02,16.89,16.89,52.81,0,194.16,63.96,1.29,0,0,23.04,26.99,23.04,23.04,8.64,0,8.64,271.47,0,0.92,75,0,6.2,45,48.33,93,50,200,85,241.67,100,29.57,100,35.34,29.57,19.67,14.33,14.33,43.01,35.33,145.74,29.56

47,11:30-11:45,13.11,70.04,26.99,1.02,16.96,16.96,52.81,0,194.16,59.36,1.29,0,0,23.04,26.99,23.04,23.04,8.64,0,8.64,271.47,0,0.92,75,0,6.2,46,48.33,95,50,200,85,241.67,100,29.57,100,36.66,29.57,19.33,13.5,13.5,40.5,36.67,149.67,29.56

48,11:45-12:00,13.11,70.04,26.99,1.02,16.96,16.96,52.81,0,194.16,59.36,1.29,0,0,23.04,26.99,23.04,23.04,8.64,0,8.64,271.47,0,0.92,75,0,6.2,47,48.33,95,50,200,85,241.67,100,29.57,100,38,29.57,19.67,13.83,13.83,41.51,38,152.85,29.56

49,12:00-12:15,13.11,70.04,26.99,1.11,16.96,16.96,52.81,0,134.41,59.36,1.29,0,0,23.04,26.99,23.04,23.04,8.64,0,8.64,230.42,0,0.92,75,0,6.2,47,48.33,95,50,200,85,241.67,100,29.57,100,43.34,29.57,18.33,14,14,42,43.33,153.24,29.56

50,12:15-12:30,13.11,70.04,26.99,1.11,16.96,16.96,50.7,0,134.41,59.36,1.29,0,0,23.04,26.99,23.04,23.04,8.64,0,8.64,192.02,0,0.92,75,0,6.4,47,48.33,95,50,200,85,241.67,100,29.57,100,44,29.57,19.33,14,14,42,44,154.93,29.56

51,12:30-12:45,13.11,70.04,26.99,1.11,16.96,16.96,50.7,0,134.41,59.36,1.29,0,0,23.04,26.99,23.04,23.04,8.64,0,8.64,149.31,0,0.92,75,0,6.4,47,48.33,95,50,200,85,241.67,100,29.57,100,38.66,29.57,20,14,14,42,38.67,155.59,29.56

52,12:45-13:00,13.11,70.04,26.99,1.11,16.96,16.96,50.7,0,134.41,59.36,1.29,0,0,23.04,26.99,23.04,23.04,8.64,0,8.64,149.31,0,0.92,75,0,6.6,47,48.33,95,50,200,85,241.67,100,29.57,100,39.34,29.57,20.67,14,14,42,39.33,155.26,29.56

53,13:00-13:15,13.11,70.04,26.99,1.11,16.96,16.96,52.81,0,134.41,59.36,1.19,0,0,23.04,26.99,23.04,23.04,8.64,0,8.64,149.31,0,0.92,75,0,6.8,47,48.33,95,50,200,85,241.67,100,29.57,100,39,29.57,18.67,13.67,13.67,40.99,39,153.71,29.56

54,13:15-13:30,13.11,70.04,26.99,1.11,16.96,16.96,52.81,0,134.41,59.36,1.19,0,0,23.04,26.99,23.04,23.04,8.64,0,8.64,149.31,0,0.92,75,0,6.4,47,48.33,94,50,200,85,241.67,100,29.57,100,38.66,29.57,18.67,13.33,13.33,40.01,38.67,151.24,29.56

55,13:30-13:45,13.11,70.04,26.99,1.11,16.96,16.96,52.81,0,134.41,59.36,1.19,0,0,23.04,26.99,23.04,23.04,8.64,0,8.64,149.31,0,0.92,75,0,7.2,47,48.33,93,50,200,85,241.67,100,29.57,100,33,29.57,18.67,13,13,39,33,147.79,29.56

56,13:45-14:00,13.11,70.04,26.99,1.11,16.96,16.96,52.81,0,134.41,59.36,1.19,0,0,23.04,26.99,23.04,23.04,8.64,0,8.64,149.31,0,0.92,75,0,7.2,46,48.33,92,50,196,84,241.67,100,29.57,100,33.34,29.57,18,12.5,12.5,37.5,33.33,143.55,29.56

57,14:00-14:15,13.08,70.04,26.99,1.11,16.92,16.92,52.81,0,134.41,59.36,1.29,0,0,23.04,26.99,23.04,23.04,8.64,0,8.64,149.31,0,0.92,75,0,7.2,45,48.33,91,50,197,84,241.67,100,29.57,100,40,29.57,21,12.5,12.5,37.5,40,138.53,29.56

58,14:15-14:30,12.61,70.04,26.99,1.11,16.31,16.31,52.81,0,134.41,59.36,1.29,0,0,23.04,26.99,23.04,23.04,8.64,0,8.64,149.31,0,0.92,75,0,7.2,44,48.33,91,48,196,84,241.67,97,29.57,100,40.66,29.57,21,12.5,12.5,37.5,40.67,133.02,29.56

59,14:30-14:45,12.13,70.04,26.99,1.11,15.69,15.69,52.81,0,134.41,59.36,1.29,0,0,23.04,26.99,23.04,23.04,8.64,0,8.64,192.02,0,0.92,75,0,7.2,42,48.33,90,46,189,81,241.67,91,29.57,100,40.34,29.57,21,16.67,16.67,49.99,40.33,127.09,29.56

60,14:45-15:00,11.63,70.04,26.99,1.11,15.06,15.06,52.81,0,134.41,59.36,1.29,0,0,23.04,26.99,23.04,23.04,8.64,0,8.64,230.42,0,0.92,75,0,7.4,41,48.33,87,42,182,78,241.67,85,29.57,100,40.34,29.57,20.67,16.5,16.5,49.5,40.33,120.6,29.56

61,15:00-15:15,11.01,70.04,26.99,1.16,14.24,14.24,52.81,0,134.41,59.36,1.29,0,0,23.04,26.99,23.04,23.04,8.64,0,8.64,271.47,0,0.92,75,0,8,39,47.74,85,41,175,75,238.7,82,29.57,100,40,29.57,23.33,16.33,16.33,49.01,40,113.13,29.56

62,15:15-15:30,10.33,70.04,26.99,1.16,13.36,13.36,52.81,0,134.41,59.36,1.29,0,0,23.04,26.99,23.04,23.04,8.64,0,8.64,271.47,0,0.92,75,0,8.4,37,45.39,82,38,165,70,226.96,77,29.57,95,41.34,29.57,23.33,16.17,16.17,48.49,41.33,104.71,29.56

63,15:30-15:45,9.55,70.04,26.99,1.16,12.36,12.36,52.81,0,134.41,59.36,1.29,0,0,23.04,26.99,23.04,23.04,8.64,0,8.64,271.47,0.62,0.92,75,0,8.8,34,42.46,75,35,151,64,212.3,70,29.57,87.02,42.34,29.57,23,18.33,18.33,55.01,42.33,95.37,29.56

64,15:45-16:00,8.68,70.04,26.99,1.16,11.23,11.23,52.81,0,134.41,59.36,1.29,0,0,23.04,26.99,23.04,23.04,8.64,0,8.64,271.47,0.62,0.92,75,0,9,31,39.66,70,33,137,58,198.3,65,29.57,80.98,43.34,29.57,22.67,18,18,54,43.33,85.13,29.56

65,16:00-16:15,7.71,70.04,26.99,1.16,9.98,9.98,100.02,0,134.41,59.36,1.19,0,0,23.04,26.99,23.04,23.04,8.64,0,8.64,271.47,0.62,0.92,75,0,8.2,28,36.27,63,29,123,52,181.34,57,29.57,74.53,39.66,29.57,20,16.5,16.5,49.5,39.67,74.5,29.56

66,16:15-16:30,6.69,70.04,26.99,1.16,8.66,8.66,100.02,0,134.41,59.36,1.19,0,0,23.04,26.99,23.04,23.04,8.64,0,8.64,271.47,0.62,0.92,75,0,8.2,25,32.61,57,25,105,45,163.07,50,29.57,67.69,40.34,29.57,20,16,16,48,40.33,63.5,29.56

67,16:30-16:45,5.55,70.04,26.99,1.16,7.18,7.18,100.02,0,168.67,59.36,1.19,0,0,23.04,26.99,23.04,23.04,8.64,0,8.64,271.47,0.62,0.92,75,0,8.2,21,28.48,50,22,91,39,142.42,43,29.57,60.06,41,29.57,20,15.5,15.5,46.5,41,51.96,29.56

68,16:45-17:00,4.35,65.9,26.99,1.16,5.62,5.62,100.02,0,200.06,62.09,1.19,0,0,23.04,26.99,23.04,23.04,8.64,0,8.64,271.47,0.62,0.92,75,0,8.2,16,24.36,43,18,77,33,121.79,36,29.57,51.77,42.34,29.57,20,15.17,15.17,45.49,42.33,40.11,29.56

69,17:00-17:15,3.02,65.9,26.99,1.2,3.91,3.91,100.02,0,259.8,76.13,1.29,0,0,34.56,26.99,34.56,34.56,8.64,0,8.64,271.47,0.62,0.92,75,0,8.2,11,20,34,13,60,25,100,27,29.57,42.73,41.66,29.57,20,15,15,45,41.67,28.64,29.56

70,17:15-17:30,2.1,65.9,26.99,1.2,2.71,2.71,100.02,0,259.8,86.6,1.29,0,0,34.56,26.99,34.56,34.56,8.64,0,8.64,271.47,0.62,0.92,75,0,8.2,7,15.31,24,8,42,18,76.52,17,18,32.22,42,18.39,20,14.83,14.83,44.51,42,18.62,22.51

71,17:30-17:45,1.35,65.9,26.99,1.2,1.74,1.74,100.02,0,259.8,86.6,1.29,0,0,34.56,26.99,34.56,34.56,8.64,0,8.64,271.47,0.62,0.92,75,0,12.01,4,10.7,15,6,21,9,53.5,13,8,21.4,42.34,9.69,20,15,15,45,42.33,11.22,11.99

72,17:45-18:00,0.75,82.82,26.99,1.2,0.97,0.97,100.02,0,259.8,86.6,1.29,0,0,34.56,26.99,34.56,34.56,8.64,0,8.64,271.47,0.62,0.92,75,0,11.61,2,6.42,9,5,7,3,32.08,10,1,14.08,43,4.46,20,15.17,15.17,45.49,43,6.06,5.21

73,18:00-18:15,0.33,112.97,32,1.34,0.43,0.43,100.02,0,259.8,86.6,1.29,50,200,36.48,24.45,43.2,36.48,13.44,26.24,13.44,271.47,0.62,0.92,75,0,11.61,1,3.22,5,5,2,1,16.08,10,0,4.98,47,0,20,15.5,15.5,46.5,47,1.79,0

74,18:15-18:30,0.09,112.97,32,1.34,0.11,0.11,100.02,0,259.8,86.6,1.29,50,200,36.48,10.86,43.2,36.48,13.44,27.25,13.44,271.47,0.62,0.92,75,0,11.21,0,1.16,2,0,0,0,5.82,0,0,1.5,47.66,0,20,16.17,16.17,48.49,47.67,0,0

75,18:30-18:45,0,112.97,32,1.34,0,0,100.02,50,259.8,86.6,1.29,50,200,36.48,3.58,43.2,36.48,13.44,27.76,13.44,271.47,0.62,0.92,75,0,11.21,0,0.12,0,0,0,0,0.62,0,0,0.1,49.66,0,20,16.67,16.67,49.99,49.67,0,0

76,18:45-19:00,0,112.97,32,1.34,0,0,100.02,50,259.8,86.6,1.29,50,200,36.48,3.58,43.2,36.48,13.44,27.76,13.44,271.47,0.62,0.92,75,0,10.8,0,0,0,0,0,0,0,0,0,0,52.66,0,20,17.33,17.33,52.01,52.67,0,0

77,19:00-19:15,0,112.97,32,1.34,0,0,100.02,50,259.8,86.6,1.29,50,200,36.48,32,43.2,36.48,13.44,27.76,13.44,271.47,0,0.92,75,0,10.8,0,0,0,0,0,0,0,0,0,0,55.34,0,20,17.5,17.5,52.5,55.33,0,0

78,19:15-19:30,0,112.97,32,1.34,0,0,100.02,50,259.8,86.6,1.29,50,200,36.48,32,43.2,36.48,13.44,27.76,13.44,271.47,0,0.92,75,0,10.4,0,0,0,0,0,0,0,0,0,0,55.66,0,20,17.33,17.33,52.01,55.67,0,0

79,19:30-19:45,0,112.97,32,1.34,0,0,100.02,50,259.8,86.6,1.29,50,200,36.48,32,43.2,36.48,13.44,27.76,13.44,271.47,0.62,0.92,75,0,10.4,0,0,0,0,0,0,0,0,0,0,45,0,14.33,15,15,45,45,0,0

80,19:45-20:00,0,104.5,32,1.34,0,0,100.02,50,259.8,86.6,1.29,50,200,36.48,32,43.2,36.48,13.44,27.76,13.44,271.47,0.62,0.92,75,0,10.4,0,0,0,0,0,0,0,0,0,0,48.34,0,15,15.17,15.17,45.49,48.33,0,0

