Block,Time,KGSU1AND2,KHSTPP-II,KKNP,PARBATI3,RAPPC,RIHAND2,TALST2,URI2,ANTA_LF,KHSTPP-I,NAPP,NJPC,RIHAND1,RIHAND3,SINGRAULI_HYDRO,TANAKPUR,VALLURNTECL,DHAULIGNGA,KISHANGANGA,NLCIIST2,RAMPUR,ANTA_GF,AURY_CRF,AURY_LF,DADRI_RF,KOLDAM,MAPS,UNCHAHAR1,UNCHAHAR3,AURY_GF,DADRI_LF,DULHASTI,NLCTS2EXP,NTPL,RSTPSU1TO6,SEWA2,TEHRI,UNCHAHAR2,URI,CHAMERA2,CHAMERA3,NLCIIST1,NNTPP,RAPPB,SASAN,SIMHST2,ANTA_CRF,AURY_RF,CHAMERA1,FSTPP I & II,JHAJJAR,KKNPPU2,NLCEXP,RSTPSU7,SINGRAULI,TALA,TelanganaSTPP,UNCHAHAR4,DADRI_CRF,BRBCL,BSIUL,DADRT2,KGSU3AND4,KOTESHWR,KUDGI,SALAL,SIMHST1,TANDA2,ANTA_RF,DADRI_GF
14,03:15-03:30,0,98.87,0,16.87,60.23,121.71,0,33.98,0,34.29,45.1,167.1,0,127.6,0,11.53,0,40.4,2.88,0,3.54,0,0,0,97.42,5.35,0,20.96,27.05,0,0,53.79,0,0,0,0,70.87,43.71,49.13,29.48,21.37,0,0,0,416.25,0,0,78.06,28.1,14.3,413.81,0,0,0,141.78,10.58,0,1.62,0,20.01,6.52,686.07,0,28.98,0,74.37,0,1.41,48.13,0

15,03:30-03:45,0,98.87,0,16.87,60.23,121.71,0,33.98,0,34.9,45.1,167.1,0,127.6,0,11.53,0,40.4,2.88,0,3.54,0,0,0,97.42,5.35,0,20.96,27.05,0,0,53.79,0,0,0,0,70.87,43.71,49.13,29.48,21.37,0,0,0,416.25,0,0,78.06,28.1,14.3,413.81,0,0,0,141.78,10.56,0,1.62,0,20.01,6.52,686.07,0,28.98,0,74.37,0,1.41,48.13,0

16,03:45-04:00,0,98.87,0,16.87,60.23,121.71,0,33.98,0,34.9,45.1,167.1,0,127.6,0,11.53,0,40.4,2.88,0,3.54,0,0,0,97.42,5.35,0,20.96,27.05,0,0,53.79,0,0,0,0,70.87,43.71,49.13,29.48,21.37,0,0,0,416.25,0,0,78.06,28.1,14.3,413.81,0,0,0,141.78,10.56,0,1.62,0,20.01,6.52,686.07,0,28.98,0,74.37,0,1.41,48.13,0

17,04:00-04:15,0,98.87,0,3.94,60.23,121.71,0,33.98,0,35.51,45.1,167.1,0,127.6,0,11.53,0,40.4,2.88,0,3.54,0,0,0,97.42,5.35,0,20.96,27.05,0,0,53.79,0,0,0,0,70.87,43.71,44.16,29.48,21.37,0,0,0,416.25,0,0,78.06,28.1,14.3,413.81,0,0,0,141.78,10.56,0,1.62,0,20.01,6.52,686.07,0,28.98,0,74.37,0,1.41,48.13,0

18,04:15-04:30,0,98.87,0,3.94,60.23,121.71,0,33.98,0,35.51,45.1,167.1,0,127.6,0,11.53,0,40.4,2.88,0,3.54,0,0,0,97.42,5.35,0,20.96,27.05,0,0,53.79,0,0,0,0,70.87,43.71,44.16,29.48,21.37,0,0,0,416.25,0,0,78.06,28.1,14.3,413.81,0,0,0,141.78,10.56,0,1.62,0,20.01,6.52,686.07,0,28.98,0,74.37,0,1.41,48.13,0

19,04:30-04:45,0,98.87,0,3.94,60.23,121.71,0,33.98,0,35.51,45.1,167.1,0,127.6,0,11.53,0,40.4,2.88,0,3.54,0,0,0,97.42,5.35,0,20.96,27.05,0,0,53.79,0,0,0,0,70.87,43.71,44.16,29.48,21.37,0,0,0,416.25,0,0,78.06,28.1,14.3,413.81,0,0,0,141.78,10.44,0,1.62,0,20.01,6.52,686.07,0,28.98,0,74.37,0,1.41,48.13,0

20,04:45-05:00,0,98.87,0,3.94,60.23,121.71,0,33.98,0,36.42,45.1,167.1,0,127.6,0,11.53,0,40.4,2.88,0,3.54,0,0,0,97.42,5.35,0,20.96,27.05,0,0,53.79,0,0,0,0,70.87,43.71,49.13,29.48,21.37,0,0,0,416.25,0,0,78.06,28.1,14.3,413.81,0,0,0,141.78,10.21,0,1.62,0,20.01,6.52,686.07,0,28.98,0,74.37,0,1.41,48.13,0

21,05:00-05:15,0,98.87,0,3.94,60.23,121.71,0,33.98,0,36.42,45.1,167.1,0,127.6,0,11.53,0,40.4,2.88,0,3.54,0,0,0,97.42,5.35,0,20.96,27.05,0,0,53.79,0,0,0,0,70.3,43.71,49.13,29.48,21.37,0,0,0,416.25,0,0,78.06,28.1,14.3,413.81,0,0,0,141.78,10.05,0,1.62,0,20.01,6.52,686.07,0,28.98,0,74.37,0,1.41,48.13,0

22,05:15-05:30,0,98.87,0,15.46,60.23,121.71,0,33.98,0,36.42,45.1,167.1,0,127.6,0,11.53,0,40.4,2.88,0,3.54,0,0,0,97.42,5.35,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,29.48,21.37,0,0,0,416.25,0,0,78.06,28.1,14.3,413.81,0,0,0,141.78,9.74,0,1.62,0,20.01,6.52,686.07,0,28.98,0,74.37,0,1.41,48.13,0

23,05:30-05:45,0,98.87,0,18.27,60.23,121.71,0,33.98,0,37.93,45.1,167.1,0,127.6,0,11.53,0,40.4,2.88,0,3.54,0,0,0,97.42,5.35,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,29.48,21.37,0,0,0,416.25,0,0,78.06,28.1,14.3,413.81,0,0,0,141.78,9.41,0,1.62,0,20.01,6.52,686.07,0,28.98,0,74.37,0,1.41,48.13,0

24,05:45-06:00,0,98.87,0,54.11,60.23,121.71,0,33.98,0,37.93,45.1,167.1,0,127.6,0,11.53,0,40.4,2.88,0,3.54,0,0,0,97.42,5.35,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,29.48,21.37,0,0,0,416.25,0,0,78.06,26.07,14.3,413.81,0,0,0,141.78,9.06,0,1.62,0,20.01,6.52,686.07,0,28.98,0,74.37,0,1.41,48.13,0

25,06:00-06:15,0,98.87,0,54.11,60.23,121.71,0,33.98,0,37.93,45.1,167.1,0,127.6,0,11.53,0,40.4,2.88,0,3.54,0,0,0,97.42,5.35,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,29.48,21.37,0,0,0,416.25,0,0,78.06,26.07,14.3,413.81,0,0,0,141.78,8.88,0,1.62,0,20.01,13.04,686.07,0,28.98,0,74.37,0,1.41,46.96,0

26,06:15-06:30,0,98.87,0,54.11,60.23,121.71,0,33.98,0,39.45,45.1,167.1,0,127.6,0,11.53,0,40.4,2.88,0,3.54,0,0,0,97.42,5.35,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,49.13,29.48,21.37,0,0,0,416.25,0,0,78.06,13.43,14.3,413.81,0,0,0,141.78,8.91,0,1.62,0,20.01,13.04,686.07,0,28.98,0,74.37,0,1.41,46.96,0

27,06:30-06:45,0,98.87,0,54.11,60.23,121.71,0,33.98,0,39.45,45.1,167.1,0,127.6,0,11.53,0,40.4,2.88,0,3.54,0,0,0,97.42,5.35,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,49.13,29.48,21.37,0,0,0,344.25,0,0,78.06,13.43,14.3,413.81,0,0,0,141.78,8.94,0,1.62,0,20.01,13.04,686.07,0,28.98,0,74.37,0,1.41,46.96,0

28,06:45-07:00,0,98.87,0,54.11,60.23,121.71,0,33.98,0,39.45,45.1,167.1,0,127.6,0,11.53,0,40.4,2.88,0,3.54,0,0,0,97.42,5.35,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,29.48,21.37,0,0,0,344.25,0,0,78.06,13.03,14.3,413.81,0,0,0,141.78,8.96,0,1.62,0,20.01,13.04,686.07,0,28.98,0,74.37,0,1.41,46.96,0

29,07:00-07:15,0,98.87,0,54.11,60.23,121.71,0,33.98,0,40.97,45.1,167.1,0,127.6,0,11.53,0,40.4,2.88,0,3.54,0,0,0,97.42,5.35,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,29.48,21.37,0,0,0,344.25,0,0,78.06,13.03,14.3,413.81,0,0,0,141.78,9.03,0,1.62,0,20.01,13.04,686.07,0,28.98,0,74.37,0,1.41,46.96,0

30,07:15-07:30,0,98.87,0,17.56,60.23,121.71,0,33.98,0,40.97,45.1,167.1,0,127.6,0,11.53,0,40.4,2.88,0,3.54,0,0,0,97.42,5.35,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,29.48,21.37,0,0,0,344.25,0,0,78.06,13.03,14.3,413.81,0,0,0,141.78,9.11,0,1.62,0,20.01,13.04,686.07,0,28.98,0,74.37,0,1.41,46.96,0

31,07:30-07:45,0,98.87,0,17.56,60.23,121.71,0,33.98,0,42.49,45.1,167.1,0,127.6,0,11.53,0,40.4,2.88,0,3.54,0,0,0,97.42,5.35,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,28.34,21.37,0,0,0,344.25,0,0,78.06,13.03,14.3,413.81,0,0,0,141.78,8.84,0,1.62,0,20.01,13.04,686.07,0,28.98,0,74.37,0,1.41,46.96,0

32,07:45-08:00,0,98.87,0,17.56,60.23,121.71,0,33.98,0,42.49,45.1,167.1,0,127.6,0,11.53,0,40.4,2.88,0,3.54,0,0,0,97.42,5.35,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,28.34,21.37,0,0,0,344.25,0,0,78.06,13.03,14.3,413.81,0,0,0,141.78,8.82,0,1.62,0,20.01,13.04,686.07,0,28.98,0,74.37,0,1.41,46.96,0

33,08:00-08:15,0,98.87,0,17.56,60.23,121.71,0,33.98,0,44.01,45.1,167.1,0,127.6,0,11.91,0,40.4,2.88,0,3.54,0,0,0,94.95,5.35,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,28.34,21.37,0,0,0,344.25,0,0,78.06,13.03,14.3,413.81,0,0,0,141.78,8.82,0,1.62,0,20.01,13.04,686.07,0,28.98,0,74.37,0,1.41,46.96,0

34,08:15-08:30,0,98.87,0,17.56,60.23,121.71,0,33.98,0,44.01,45.1,167.1,0,127.6,0,11.91,0,40.4,2.88,0,3.54,0,0,0,94.95,5.35,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,28.34,21.37,0,0,0,344.25,0,0,78.06,13.03,14.3,413.81,0,0,0,141.78,8.88,0,1.62,0,20.01,13.04,686.07,0,28.98,0,74.37,0,1.41,46.96,0

35,08:30-08:45,0,98.87,0,17.56,60.23,121.71,0,33.98,0,45.53,45.1,167.1,0,127.6,0,11.91,0,40.4,2.88,0,3.54,0,0,0,94.95,3.64,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,28.34,21.37,0,0,0,344.25,0,0,78.06,13.03,14.3,413.81,0,0,0,141.78,8.76,0,1.62,0,20.01,13.04,686.07,0,28.98,0,74.37,0,1.41,46.96,0

36,08:45-09:00,0,98.87,0,17.56,60.23,121.71,0,33.98,0,45.53,45.1,167.1,0,127.6,0,11.91,0,40.4,2.88,0,3.54,0,0,0,94.95,3.64,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,28.34,21.37,0,0,0,344.25,0,0,78.06,0,14.3,413.81,0,0,0,141.78,11.27,0,1.62,0,20.01,13.04,686.07,0,28.98,0,74.37,0,1.41,46.96,0

37,09:00-09:15,0,98.87,0,15.46,60.23,121.71,0,33.98,0,46.4,45.1,167.1,0,127.6,0,11.91,0,40.4,2.88,0,3.54,0,0,0,94.95,3.64,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,28.34,21.37,0,0,0,344.25,0,0,78.06,0,14.3,413.81,0,0,0,141.78,11.17,0,1.62,0,20.01,13.04,686.07,0,28.98,0,74.37,0,1.42,46.96,0

38,09:15-09:30,0,98.87,0,15.46,60.23,121.71,0,33.98,0,46.4,45.1,167.1,0,127.6,0,11.91,0,40.4,2.88,0,3.54,0,0,0,94.95,3.64,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,28.34,21.37,0,0,0,344.25,0,0,78.06,0,14.3,413.81,0,0,0,141.78,11.08,0,1.62,0,20.01,13.04,686.07,0,28.98,0,74.37,0,1.42,46.96,0

39,09:30-09:45,0,98.87,0,15.46,60.23,121.71,0,33.98,0,46.4,45.1,153.34,0,127.6,0,11.91,0,30.23,2.88,0,3.29,0,0,0,94.95,3.64,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,28.34,21.37,0,0,0,344.25,0,0,78.06,0,14.3,413.81,0,0,0,141.78,12.35,0,1.62,0,20.01,13.04,686.07,0,28.98,0,74.37,0,1.42,46.96,0

40,09:45-10:00,0,98.87,0,15.46,60.23,121.71,0,33.98,0,46.4,45.1,153.34,0,127.6,0,11.91,0,30.23,2.88,0,3.29,0,0,0,94.95,3.64,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,28.34,21.37,0,0,0,344.25,0,0,78.06,0,14.3,413.81,0,0,0,141.78,12.68,0,1.62,0,20.01,13.04,686.07,0,28.98,0,74.37,0,1.42,46.96,0

41,10:00-10:15,0,98.87,0,15.46,60.23,121.71,0,33.98,0,46.4,45.1,153.34,0,127.6,0,11.91,0,30.23,2.88,0,3.29,0,0,0,94.95,3.64,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,28.34,21.37,0,0,0,344.25,0,0,77.81,0,14.3,413.81,0,0,0,141.78,12.82,0,1.62,0,20.01,6.52,686.07,0,28.98,0,74.37,0,1.42,46.72,0

42,10:15-10:30,0,98.87,0,15.46,60.23,121.71,0,33.98,0,46.4,45.1,153.34,0,127.6,0,11.91,0,30.23,2.88,0,3.29,0,0,0,94.95,3.64,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,28.34,21.37,0,0,0,344.25,0,0,77.81,0,14.3,413.81,0,0,0,141.78,13.03,0,1.62,0,20.01,6.52,686.07,0,28.98,0,74.37,0,1.42,46.72,0

43,10:30-10:45,0,98.87,0,15.46,60.23,121.71,0,33.98,0,46.4,45.1,167.1,0,127.6,0,11.91,0,30.23,2.88,0,3.54,0,0,0,94.95,3.64,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,28.34,21.37,0,0,0,344.25,0,0,77.81,0,14.3,413.81,0,0,0,141.78,11.88,0,1.62,0,20.01,6.52,686.07,0,28.98,0,74.37,0,1.42,46.72,0

44,10:45-11:00,0,98.87,0,15.46,60.23,121.71,0,33.98,0,46.4,45.1,167.1,0,127.6,0,11.91,0,30.23,2.88,0,3.54,0,0,0,94.95,3.64,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,28.34,21.37,0,0,0,344.25,0,0,77.81,0,14.3,413.81,0,0,0,141.78,11.88,0,1.62,0,20.01,6.52,686.07,0,28.98,0,74.37,0,1.42,46.72,0

45,11:00-11:15,0,98.87,0,15.46,60.23,121.71,0,33.98,0,46.4,45.1,167.1,15.43,127.6,0,11.91,0,30.23,2.88,0,3.54,0,0,0,94.95,3.64,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,28.34,21.37,0,0,0,344.25,0,0,77.81,0,14.3,413.81,0,0,0,141.78,11.88,0,1.62,0,20.01,6.52,686.07,0,28.98,0,74.37,0,1.42,46.72,0

46,11:15-11:30,0,98.87,0,15.46,60.23,121.71,0,33.98,0,46.4,45.1,167.1,15.43,127.6,0,11.91,0,30.23,2.88,0,3.54,0,0,0,94.95,3.64,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,28.34,21.37,0,0,0,344.25,0,0,77.81,0,14.3,413.81,0,0,0,141.78,11.88,0,1.62,0,20.01,6.52,686.07,0,28.98,0,74.37,0,1.42,46.72,0

47,11:30-11:45,0,98.87,0,15.46,60.23,121.71,0,33.98,0,46.4,45.1,167.1,18.51,127.6,0,11.91,0,30.23,2.88,0,3.54,0,0,0,94.95,3.64,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,28.34,21.37,0,0,0,344.25,0,0,77.81,0,14.3,413.81,0,0,0,141.78,11.88,0,1.62,0,20.01,6.52,686.07,0,28.98,0,74.37,0,1.42,46.72,0

48,11:45-12:00,0,98.87,0,15.46,60.23,121.71,0,33.98,0,46.4,45.1,167.1,18.51,127.6,0,11.91,0,30.23,2.88,0,3.54,0,0,0,94.95,3.64,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,28.34,21.37,0,0,0,344.25,0,0,77.81,0,14.3,413.81,0,0,0,141.78,11.88,0,1.62,0,20.01,6.52,686.07,0,28.98,0,74.37,0,1.42,46.72,0

49,12:00-12:15,0,98.87,0,15.46,60.23,121.71,0,33.98,0,46.4,45.1,167.1,21.6,127.6,0,11.91,0,30.23,1.44,0,3.54,0,0,0,94.95,2.86,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,28.34,21.37,0,0,0,344.25,0,0,77.81,0,14.3,413.81,0,0,0,141.78,11.58,0,1.62,0,20.01,6.52,686.07,0,28.98,0,75.52,0,1.42,46.37,0

50,12:15-12:30,0,98.87,0,15.46,60.23,121.71,0,33.98,0,46.4,45.1,167.1,21.6,127.6,0,11.91,0,30.23,1.44,0,3.54,0,0,0,94.95,2.43,0,20.96,27.05,0,0,53.79,0,0,0,0,51.01,43.71,44.16,20.89,16.87,0,0,0,344.25,0,0,77.81,0,14.3,413.81,0,0,0,141.78,11.58,0,1.62,0,20.01,0,686.07,0,28.98,0,75.52,0,1.42,46.37,0

51,12:30-12:45,0,98.87,0,15.46,60.23,121.71,0,33.98,0,46.4,45.1,167.1,24.69,127.6,0,11.91,0,30.23,1.44,0,3.54,0,0,0,94.95,2.43,0,20.96,27.05,0,0,53.79,0,0,0,0,51.01,43.71,44.16,20.89,16.87,0,0,0,344.25,0,0,77.81,0,14.3,413.81,0,0,0,141.78,11.58,0,1.62,0,20.01,0,686.07,0,28.98,0,75.52,0,1.42,46.37,0

52,12:45-13:00,0,98.87,0,15.46,60.23,121.71,0,33.98,0,46.4,45.1,167.1,24.69,127.6,0,11.91,0,30.23,1.44,0,3.54,0,0,0,94.95,2.43,0,20.96,27.05,0,0,53.79,0,0,0,0,51.01,43.71,44.16,20.89,16.87,0,0,0,344.25,0,0,77.81,0,14.3,413.81,0,0,0,141.78,11.58,0,1.62,0,20.01,0,686.07,0,28.98,0,75.52,0,1.42,46.37,0

53,13:00-13:15,0,98.87,0,15.46,60.23,121.71,0,33.98,0,46.4,45.1,167.1,24.69,127.6,0,11.91,0,30.23,1.44,0,3.54,0,0,0,94.95,3.64,0,20.96,27.05,0,0,53.79,0,0,0,0,51.01,43.71,44.16,20.89,16.87,0,0,0,344.25,0,0,77.81,0,14.3,413.81,0,0,0,141.78,11.58,0,1.62,0,20.01,0,686.07,0,25.44,0,75.52,0,1.42,46.37,0

54,13:15-13:30,0,98.87,0,3.51,60.23,121.71,0,33.98,0,46.4,45.1,167.1,24.69,127.6,0,11.91,0,30.23,1.44,0,3.54,0,0,0,94.95,3.64,0,20.96,27.05,0,0,53.79,0,0,0,0,51.01,43.71,44.16,20.89,16.87,0,0,0,344.25,0,0,77.81,0,14.3,413.81,0,0,0,141.78,11.58,0,1.62,0,20.01,0,686.07,0,19.32,0,75.52,0,1.42,46.37,0

55,13:30-13:45,0,98.87,0,3.51,60.23,121.71,0,33.98,0,46.4,45.1,167.1,24.69,127.6,0,11.91,0,30.23,1.44,0,3.54,0,0,0,94.95,3.64,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,20.89,16.87,0,0,0,344.25,0,0,77.81,0,14.3,413.81,0,0,0,141.78,11.58,0,1.62,0,20.01,0,686.07,0,19.32,0,75.52,0,1.42,46.37,0

56,13:45-14:00,0,98.87,0,3.51,60.23,121.71,0,33.98,0,46.4,45.1,167.1,24.69,127.6,0,11.91,0,30.23,1.44,0,3.54,0,0,0,94.95,3.64,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,20.89,16.87,0,0,0,344.25,0,0,77.81,0,14.3,413.81,0,0,0,141.78,11.58,0,1.62,0,20.01,6.52,686.07,0,19.32,0,75.52,0,1.42,46.37,0

57,14:00-14:15,0,98.87,0,3.51,60.23,121.71,0,33.98,0,46.4,45.1,167.1,24.69,127.6,0,11.91,0,40.4,1.44,0,3.54,0,0,0,96.19,3.64,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,20.89,16.87,0,0,0,344.25,0,0,77.58,0,14.3,413.81,0,0,0,141.78,11.58,0,1.62,0,20.01,6.52,686.07,0,28.98,0,75.52,0,1.42,46.37,0

