Column1,Time,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,GNA/NR/2025/07/16/7255,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,GNA/SR/2025/07/16/9521,GNA/NR/2025/07/01/2952,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/1192,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/8139,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/1044,GNA/NR/2025/07/01/2786,GNA/NR/2025/07/01/8128,NR/01102023/05012040/L_NR_2020_02,NR/30092023/31122025/SH-07,GNA/NR/2025/07/16/5917,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/07/01/2997,NR/01102023/22052037/LT-59,GNA/NR/2025/07/01/3109,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/07/01/8154,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024
6,01:15-01:30,0,0,0,0,28.61,0,0,14.17,12,0,0,0,0,0,42.49,35.66,35.67,0,14.17,0,163.44,0,0,35,8.51,-0,49.03,26.94,10.73,100.16,134.84,86.72,1.53,43.7,5.95,5.87,26.94,81.72,270.39,115.33,0,15.24,5.66,19.23,130.08,20.74,25.23,14.54

7,01:30-01:45,0,0,0,0,29.61,0,0,15.83,12,0,0,0,0,0,47.51,36.66,36.67,0,15.83,0,163.44,0,0,35,8.51,-0,49.03,26.94,10.73,100.16,134.84,86.72,1.53,43.7,5.95,5.87,26.94,81.72,270.39,115.33,0,15.24,5.66,19.23,130.08,20.74,25.23,14.54

8,01:45-02:00,0,0,0,0,31.41,0,0,15.33,12,0,0,0,0,0,46.01,37.66,37.67,0,15.33,0,163.44,0,0,35,8.51,-0,49.03,26.94,10.73,100.16,134.84,86.72,1.53,43.7,5.95,5.87,26.94,81.72,270.39,115.33,0,15.24,5.66,19.23,130.08,20.74,25.23,14.54

9,02:00-02:15,0,0,0,0,28.41,0,0,12.7,11.67,0,0,0,0,0,38.1,38.66,38.67,0,12.7,0,163.44,0,0,0,4,-0,49.03,26.94,10.34,100.16,134.84,86.72,3.24,43.7,5.95,5.68,26.94,81.72,270.39,115.33,0,15.24,5.66,19.23,130.08,20.74,25.23,14.54

10,02:15-02:30,0,0,0,0,28.61,0,0,12.55,11.67,0,0,0,0,0,37.67,40,40,0,12.55,0,163.44,0,0,0,4,-0,49.03,26.94,10.34,100.16,134.84,86.72,3.24,43.7,5.95,5.68,26.94,81.72,270.39,115.33,0,15.24,5.66,19.23,130.08,20.74,25.23,14.54

11,02:30-02:45,0,0,0,0,28.61,0,0,12.27,11.33,0,0,0,0,0,36.81,40,40,0,12.27,0,163.44,0,0,0,4,-0,49.03,26.94,10.34,100.16,134.84,86.72,3.18,43.7,5.95,5.68,26.94,81.72,270.39,115.33,0,15.24,5.66,19.23,130.08,20.74,25.23,16.38

12,02:45-03:00,0,0,0,0,28.21,0,0,12.07,10.67,0,0,0,0,0,36.18,40,40,0,12.07,0,163.44,0,0,0,4,-0,49.03,26.94,10.34,100.16,134.84,86.72,3.18,43.7,5.95,5.68,26.94,81.72,270.39,115.33,0,15.24,5.66,19.23,130.08,20.74,25.23,16.38

13,03:00-03:15,0,0,0,0,19.01,0,0,12.53,10.67,0,0,0,0,0,37.57,40,40,0,12.53,0,163.44,0,0,0,4,-0,0,26.94,10.34,100.16,134.84,86.72,3.18,43.7,5.95,5.5,26.94,81.72,270.39,115.33,0,15.24,5.66,19.23,130.08,20.74,25.23,16.38

14,03:15-03:30,0,0,0,0,19.41,0,0,13.31,10.67,0,0,0,0,0,39.93,40,40,0,13.31,0,163.44,0,0,0,4,-0,0,26.94,10.34,100.16,134.84,86.72,3.18,43.7,5.95,5.5,26.94,81.72,270.39,115.33,0,15.24,5.66,19.23,130.08,20.74,26.24,16.38

15,03:30-03:45,0,0,0,0,17.83,0,0,10.46,10.67,0,0,0,0,0,31.39,36.66,36.67,0,10.46,0,163.44,0,0,0,4,-0,0,26.94,10.34,100.16,134.84,86.72,3.2,43.7,5.95,5.5,26.94,81.72,270.39,115.33,0,15.24,5.66,19.23,130.08,20.74,26.24,16.38

16,03:45-04:00,0,0,0,0,18.37,0,0,10.42,10.33,0,0,0,0,0,31.27,36.66,36.67,0,10.42,0,163.44,0,0,0,4,-0,0,26.94,10.34,100.16,134.84,86.72,3.2,43.7,5.95,5.5,26.94,81.72,270.39,115.33,0,15.24,5.66,19.23,130.08,20.74,26.24,16.38

17,04:00-04:15,0,0,0,0,19.27,0,0,10.13,10,0,0,0,0,0,30.37,36.66,36.67,0,10.13,0,163.44,0,0,0,2.02,-0,0,26.94,10.12,100.16,134.84,86.72,3.2,43.7,5.95,5.32,26.94,81.72,270.39,115.33,0,15.24,5.66,19.23,130.08,20.74,26.24,16.19

18,04:15-04:30,0,0,0,0,19.81,0,0,9.97,9.67,0,0,0,0,0,29.89,36.66,36.67,0,9.97,0,163.44,0,0,0,2.02,-0,0,26.94,10.12,100.16,134.84,86.72,3.2,43.7,5.95,5.32,26.94,81.72,270.39,115.33,0,15.24,5.66,19.23,130.08,20.74,26.24,16.19

19,04:30-04:45,0,0,0,0,20.53,0,0,9.77,9,0,0,0,0,0,29.31,36.66,36.67,0,9.77,0,163.44,0,0,0,2.02,-0,0,26.94,10.12,100.16,134.84,86.72,3.18,43.7,5.95,5.32,26.94,81.72,270.39,115.33,0,15.24,5.66,19.23,130.08,20.74,26.24,16.19

20,04:45-05:00,0,0,0,0,21.07,0,0,9.55,8.67,0,0,0,0,0,28.63,36.66,36.67,0,9.55,0,163.44,0,0,0,2.02,-0,0,26.94,10.12,100.16,134.84,86.72,3.18,43.7,5.95,5.32,26.94,81.72,270.39,115.33,0,15.24,5.66,19.23,130.08,20.74,26.24,16.19

21,05:00-05:15,0,0,0,0,25.61,0,0,8.77,8,0,0,0,0,0,26.31,36.66,36.67,0,8.77,0,163.44,0,0,0,2.02,-0,0,26.94,10.12,100.16,134.84,86.72,3.18,43.7,5.95,5.32,26.94,81.72,270.39,115.33,0,15.24,5.66,19.23,130.08,20.74,26.24,15.92

22,05:15-05:30,0,0,0,0,26.21,0,0,7.91,7,0,0,0,0,0,23.75,36.66,36.67,0,7.91,0,163.44,0,0,0,2.02,-0,0,26.94,10.12,100.16,134.84,86.72,3.18,43.7,5.95,5.32,26.94,81.72,270.39,115.33,0,15.24,5.66,19.23,130.08,20.74,26.24,15.92

23,05:30-05:45,0.38,0,0,0,27.01,0,0,7.03,6.33,0,0,0,0,0,21.09,36.66,36.67,0,7.03,0,163.44,0,0,0,2.02,-0,0,26.94,10.12,100.16,134.84,86.72,3.17,43.7,5.95,6.53,26.94,81.72,270.39,115.33,0,15.24,5.66,19.23,130.08,20.74,26.24,15.92

24,05:45-06:00,0.67,0.25,0,1,28.41,0,0.57,6.48,5.67,1.22,0,0,0,0,19.43,36.66,36.67,0,6.48,0,163.44,0,0,0,2.02,-0,0,26.94,10.12,100.16,134.84,86.72,3.17,43.7,5.95,6.53,26.94,81.72,270.39,115.33,0,15.24,5.66,19.23,130.08,20.74,25.23,15.92

25,06:00-06:15,2.98,1.02,1,1,34.81,0,2.38,7.5,7.33,5.07,1,10.61,1,0,22.5,36.66,36.67,10.92,7.5,0,163.44,0,0,0,2.02,-0,0,26.94,10.12,100.16,134.84,86.72,3.14,43.7,5.95,6.53,26.94,81.72,270.39,115.33,0,15.24,5.66,19.23,130.08,20.74,25.23,15.74

26,06:15-06:30,5.29,1.79,2,3,35.41,0,5.18,7.5,7.33,8.92,2,15.76,2,1,22.5,36.66,36.67,15.25,7.5,0,163.44,0,0,0,2.02,-0,0,26.94,10.12,100.16,134.84,86.72,3.14,43.7,5.95,6.53,26.94,81.72,270.39,115.33,0,15.24,5.66,19.23,130.08,20.74,25.23,15.74

27,06:30-06:45,7.61,2.56,3,4,36.22,3,8.85,7.5,7.33,12.78,3,25.76,3,2,22.5,36.66,36.67,26.53,7.5,0,163.44,0.68,0.68,0,2.02,-0,0,26.94,10.12,100.16,134.84,86.72,3.14,43.7,5.95,6.53,26.94,81.72,270.39,115.33,0.53,15.24,5.66,19.23,130.08,20.74,25.23,16.83

28,06:45-07:00,9.92,4.54,4,6,36.82,5,13.3,7.5,7.33,22.71,6,33,7,3,22.5,33.34,33.33,33,7.5,0,163.44,1.06,1.06,0,2.02,-0,0,26.94,10.12,100.16,134.84,86.72,3.14,43.7,5.95,6.53,26.94,81.72,270.39,115.33,0.81,15.24,5.66,19.23,130.08,20.74,25.23,16.83

29,07:00-07:15,14.46,6.7,5,7,42.02,8,18.45,7.5,7.33,33.47,11,33,10,5,22.5,33.34,33.33,33,7.5,0,163.44,1.52,1.52,0,2.02,-0,0,26.94,10.58,100.16,134.84,68.34,3.18,43.7,6.95,6.34,26.94,81.72,270.39,106.85,1.18,15.24,5.66,19.23,100.17,20.74,25.23,16.56

30,07:15-07:30,19.01,8.74,6,9,42.02,11,23.89,7.5,7.33,43.69,13,33,12,6,22.5,33.34,33.33,33,7.5,0,163.44,2.07,2.07,0,2.02,-0,0,26.94,10.58,100.16,134.84,68.34,3.18,43.7,6.95,6.34,26.94,81.72,270.39,70.11,1.6,15.24,5.66,19.23,100.17,20.74,25.23,16.56

31,07:30-07:45,23.55,11.06,9,12,42.02,16,29.31,7.88,7.33,55.27,19,33,23,12,23.61,30,30,33,7.88,0,163.44,2.7,2.7,0,2.02,-0,0,26.94,10.58,100.16,134.84,48.46,3.18,43.7,6.16,6.34,26.94,81.72,230.74,70.11,2.09,15.24,5.66,19.23,72.43,20.74,25.23,16.56

32,07:45-08:00,28.1,13.54,12,15,42.02,25,35.32,8.88,7.33,67.7,24,33,30,15,26.62,30,30,33,8.88,0,163.44,3.33,3.33,0,4.68,-0,0,26.94,10.58,100.16,134.84,48.46,3.18,43.7,6.16,6.34,26.94,81.72,192.28,70.11,2.58,15.24,5.66,19.23,72.43,20.74,25.23,16.56

33,08:00-08:15,33.5,16.23,16,24,42.02,33,41.43,9.96,7.33,81.12,24,33,33,17,29.85,30,30,33,9.96,0,163.44,3.98,3.98,0,4.59,-0,0,26.94,10.34,100.16,134.84,48.46,3.18,43.7,6.48,8.39,26.94,81.72,192.28,70.11,3.08,15.24,5.66,19.23,72.43,20.74,26.24,16.47

34,08:15-08:30,38.9,19,19,27,42.02,33,47.62,10.03,7.33,94.98,29,33,39,19,30.1,30,30,33,10.03,0,163.44,5.48,5.48,0,3.56,-0,0,26.94,10.34,100.16,134.84,48.46,3.18,43.7,6.48,8.39,26.94,81.72,192.28,70.11,4.23,15.24,5.66,19.23,72.43,20.74,26.24,16.47

35,08:30-08:45,44.31,21.84,22,25,37.82,33,54.18,10.22,7.33,109.18,37,33,33,17,30.63,30,30,33,10.22,0,163.44,6.13,6.13,0,3.56,-0,0,26.94,10.34,100.16,134.84,48.46,3.18,43.7,6.48,8.39,26.94,81.72,192.28,70.11,4.73,15.24,5.66,19.23,72.43,20.74,24.22,16.47

36,08:45-09:00,49.71,24.58,25,30,37.02,33,87.78,10.54,7.33,122.89,42,33,37,18,31.62,30,30,33,10.54,0,163.44,6.98,6.98,0,3.56,-0,0,26.94,10.34,100.16,134.84,48.46,3.18,43.7,6.48,8.39,26.94,81.72,192.28,70.11,5.4,15.24,5.66,19.23,72.43,20.74,24.22,16.47

37,09:00-09:15,54.64,27.29,27,33,36.01,33,97.53,10.17,7.33,136.43,52,33,40,20,30.49,30,30,33,10.17,0,163.44,8.28,8.28,0,2.02,-90.85,0,26.96,10.34,100.16,134.84,37.53,3.18,43.7,6.48,8.39,26.96,81.72,192.28,70.11,6.4,15.24,5.66,19.23,72.43,20.74,25.23,16.38

38,09:15-09:30,59.57,29.94,30,36,34.41,33,100.46,10.33,7.33,149.69,54,33,47,23,31.01,30,30,33,10.33,0,163.44,9.68,9.68,0,3.48,-181.7,0,26.96,10.34,100.16,134.84,37.53,3.18,43.7,6.84,8.39,26.96,81.72,230.74,70.11,7.47,15.24,5.66,19.23,72.43,20.74,25.23,16.38

39,09:30-09:45,67.72,32.57,32,39,33.01,33,104.36,10.83,7.33,162.84,63,33,43,22,32.51,30,30,33,10.83,0,163.44,10.75,10.75,0,4,-181.7,0,26.96,10.73,100.16,134.84,55.92,3.18,43.7,6.84,8.39,26.96,81.72,270.39,70.11,8.31,15.24,5.66,19.23,82.24,20.74,25.74,16.38

40,09:45-10:00,72.9,35.09,34,43,32.01,33,107.28,11.17,7.33,175.47,67,33,47,23,33.49,30,30,33,11.17,0,163.44,11.18,11.18,0,4,-181.7,0,26.96,10.73,100.16,134.84,55.92,3.18,43.7,6.84,8.39,26.96,81.72,270.39,70.11,8.64,15.24,5.66,19.23,82.24,20.74,25.74,16.38

41,10:00-10:15,77.38,37.39,36,45,30.81,33,115.84,11.17,7.67,186.94,74,33,50,25,33.49,30,30,33,11.17,0,163.44,13.33,13.33,0,4,-181.7,0,26.96,10.73,100.16,134.84,75.79,3.18,43.7,6.88,8.39,26.96,81.72,270.39,70.11,10.3,15.24,5.66,19.23,109.96,20.74,25.74,16.38

42,10:15-10:30,81.86,39.34,37,48,28.81,33,102.52,11,7.67,196.69,78,33,53,27,33,30,30,33,11,0,163.44,13.98,13.98,0,4,-181.7,0,26.96,10.73,100.16,134.84,75.79,3.18,43.7,6.88,8.39,26.96,81.72,270.39,70.11,10.8,15.24,5.66,19.23,109.96,20.74,25.74,16.38

43,10:30-10:45,86.34,42.27,38,57,22.41,33,104.57,11,7.67,211.34,82,33,63,32,33,25,25,33,11,0,163.44,14.62,14.62,0,4,-181.7,0,26.96,10.73,100.16,134.84,75.79,3.2,43.7,6.88,8.39,26.96,81.72,270.39,70.11,11.29,15.24,5.66,19.23,109.96,20.74,25.74,16.38

44,10:45-11:00,90.82,43.83,39,60,22.01,33,106.81,11.5,7.67,219.13,83,33,70,35,34.5,25,25,33,11.5,0,163.44,15.05,15.05,0,4,-181.7,0,26.96,10.73,100.16,134.84,75.79,3.2,43.7,6.88,8.39,26.96,81.72,270.39,70.11,11.63,15.24,5.66,19.23,109.96,20.74,25.74,16.38

45,11:00-11:15,93.3,45.14,42,60,31.21,33,108.72,11.5,8,225.7,85,33,73,37,34.5,25.34,25.33,33,11.5,0,163.44,15.05,15.05,0,6.66,-181.7,0,26.96,10.73,100.16,134.84,75.79,3.24,43.7,9.9,5.12,26.96,81.72,270.39,70.11,11.63,15.24,5.66,19.23,109.96,20.74,25.74,16.38

46,11:15-11:30,95.35,45.94,43,63,31.81,33,110.28,11.83,8,229.72,86,33,75,37,35.51,25.66,25.67,33,11.83,0,163.44,15.05,15.05,0,6.66,-181.7,0,26.96,10.73,100.16,134.84,75.79,3.24,43.7,9.9,5.12,26.96,81.72,270.39,70.11,11.63,15.24,5.66,19.23,109.96,20.74,25.23,16.38

47,11:30-11:45,96.09,46.4,43,54,34.01,33,108.77,12.33,8.33,232,85,33,47,23,37.01,30,30,33,12.33,0,163.44,15.05,15.05,0,6.66,-181.7,0,26.96,10.73,100.16,134.84,75.79,3.24,43.7,9.9,5.12,26.96,81.72,270.39,70.11,11.63,15.24,5.66,19.23,109.96,20.74,25.23,16.38

48,11:45-12:00,97.09,46.56,43,57,33.81,33,106.94,12.5,8.67,232.82,85,33,48,24,37.5,30,30,33,12.5,0,163.44,15.05,15.05,0,6.66,-181.7,0,26.96,10.73,100.16,134.84,75.79,3.24,43.7,9.9,5.12,26.96,81.72,270.39,70.11,11.63,15.24,5.66,19.23,109.96,20.74,25.23,16.38

49,12:00-12:15,95.77,46.62,43,51,40.02,33,104.9,12.83,9,233.08,82,33,53,27,38.51,30,30,33,12.83,0,163.44,15.05,15.05,0,6.66,-181.7,0,26.97,10.73,100.16,134.84,75.79,3.24,43.7,8.51,5.6,26.97,81.72,270.39,70.11,11.63,15.24,5.66,19.23,109.96,20.74,25.23,16.38

50,12:15-12:30,94.78,46.58,43,53,40.22,33,102.23,12.83,9.33,232.92,82,33,55,27,38.51,30,30,33,12.83,0,163.44,15.05,15.05,0,6.66,-181.7,0,26.97,10.73,100.16,134.84,75.79,3.24,43.7,8.51,5.6,26.97,81.72,270.39,70.11,11.63,15.24,5.66,19.23,109.96,20.74,25.23,16.38

51,12:30-12:45,94.09,47.17,43,57,40.42,33,101.79,15.83,15,235.83,83,33,57,28,47.51,36.66,36.67,33,15.83,0,163.44,15.05,15.05,0,6.66,-181.7,0,26.97,10.73,100.16,134.84,75.79,3.24,43.7,8.51,6.53,26.97,81.72,270.39,70.11,11.63,15.24,5.66,19.23,109.96,20.74,25.23,16.38

52,12:45-13:00,93.7,47.17,43,57,40.42,33,90.21,16.17,15,235.83,83,33,59,29,48.49,36.66,36.67,33,16.17,0,163.44,15.05,15.05,0,6.66,-181.7,0,26.97,10.73,100.16,134.84,75.79,3.24,43.7,8.51,6.53,26.97,81.72,270.39,70.11,11.63,15.24,5.66,19.23,109.96,20.74,25.23,16.38

53,13:00-13:15,88.78,47.67,41,69,42.22,33,89.25,16.67,18.33,238.33,79,33,73,37,49.99,40,40,33,16.67,0,163.44,15.05,15.05,0,8.51,-181.7,0,26.97,10.73,100.16,134.84,76.23,3.24,43.7,12.64,6.53,26.97,81.72,231.94,70.11,11.63,15.24,10.47,19.23,112.45,20.74,25.23,16.38

54,13:15-13:30,88.25,47.33,40,69,41.82,33,58.52,17.5,17.67,236.67,79,33,75,37,52.5,40,40,33,17.5,0,163.44,15.05,15.05,0,8.51,-181.7,0,26.97,10.73,100.16,134.84,76.23,3.24,43.7,12.64,6.53,26.97,81.72,270.39,70.11,11.63,15.24,10.47,19.23,112.45,20.74,25.23,16.38

55,13:30-13:45,95.56,47,39,73,42.62,33,58.52,17.83,17.67,235,77,33,77,38,53.51,43,43,33,17.83,0,163.44,15.05,15.05,0,8.51,-181.7,0,26.97,10.73,100.16,134.84,76.23,3.24,43.7,12.64,6.53,26.97,81.72,270.39,70.11,11.63,15.24,10.47,19.23,130.08,20.74,25.23,16.38

56,13:45-14:00,94.06,46.67,38,73,44.62,33,58.52,18.33,17.67,233.33,77,33,77,38,55.01,43,43,33,18.33,0,163.44,15.05,15.05,0,8.51,-181.7,0,26.97,10.73,100.16,134.84,76.23,3.24,43.7,12.64,6.53,26.97,81.72,270.39,70.11,11.63,15.24,10.47,19.23,130.08,20.74,26.24,16.38

57,14:00-14:15,91.81,46.33,35,73,45.82,33,58.52,20,17.67,231.67,75,33,77,38,60,43,43,33,20,0,163.44,15.05,15.05,0,8.51,-181.7,0,26.97,10.73,100.16,134.84,86.72,5.89,43.7,12.64,6.71,26.97,81.72,231.94,70.11,11.63,15.24,10.47,19.23,130.08,20.74,27.25,16.56

58,14:15-14:30,88.82,45.83,34,72,45.42,33,58.52,22.17,17.67,229.17,72,33,75,37,66.49,43,43,33,22.17,0,163.44,15.05,15.05,0,8.51,-181.7,0,26.97,10.73,100.16,134.84,86.72,5.89,43.7,12.64,6.71,26.97,81.72,270.39,70.11,11.63,15.24,10.47,19.23,130.08,20.74,27.25,16.56

59,14:30-14:45,86.96,44.17,33,70,43.02,33,54.68,23.67,18.67,220.83,63,33,77,39,70.99,43,43,33,23.67,0,163.44,15.05,15.05,0,8.51,-181.7,0,26.97,10.73,100.16,134.84,86.72,5.89,43.7,12.64,6.71,26.97,81.72,270.39,70.11,11.63,15.24,10.47,19.23,130.08,20.74,27.25,16.56

60,14:45-15:00,85.36,41.09,33,67,43.02,33,21.46,25.17,20,205.46,62,33,77,38,75.49,43,43,33,25.17,0,163.44,14.96,14.96,0,8.51,-181.7,0,26.97,10.73,100.16,134.84,86.72,5.89,43.7,12.64,6.71,26.97,81.72,270.39,70.11,11.56,15.24,10.47,19.23,130.08,20.74,27.25,16.56

61,15:00-15:15,82.94,35.07,26,66,43.02,33,21.46,26.67,21.33,175.35,60,33,70,35,79.99,43,43,33,26.67,0,163.44,14.56,14.56,0,8.51,-90.85,0,26.97,10.73,100.16,134.84,86.72,5.89,43.7,12.64,6.89,26.97,81.72,270.39,70.11,11.26,15.24,10.47,19.23,130.08,20.74,27.25,16.75

62,15:15-15:30,79.36,33.16,24,75,43.02,33,21.46,27,22,165.79,58,33,67,33,81,43,43,33,27,0,163.44,13.67,13.67,0,8.51,-0,0,26.97,10.73,100.16,134.84,86.72,5.89,43.7,12.64,6.89,26.97,81.72,270.39,70.11,10.57,15.24,10.47,19.23,130.08,20.74,28.26,16.75

63,15:30-15:45,76.59,31.25,23,57,43.02,33,21.46,27.5,22.67,156.23,55,33,63,31,82.5,43,43,33,27.5,0,163.44,11.82,11.82,0,8.51,-0,0,26.97,10.73,100.16,134.84,86.72,5.89,43.7,12.64,6.89,26.97,81.72,270.39,70.11,9.14,15.24,10.47,19.23,130.08,20.74,29.27,16.75

64,15:45-16:00,73.66,29.33,22,52,43.02,33,21.46,28,23.67,146.67,53,33,57,29,84,43,43,33,28,0,163.44,11.2,11.2,0,8.51,-0,0,26.97,10.73,100.16,134.84,86.72,5.89,43.7,12.64,6.89,26.97,81.72,270.39,70.11,8.66,15.24,10.47,19.23,130.08,20.74,29.27,16.75

65,16:00-16:15,69,29.91,21,48,43.02,24,21.46,20.83,18.27,149.53,45,33,52,26,62.51,43,43,33,20.83,0,163.44,10.74,10.74,0,8.51,-0,0,26.97,10.73,100.16,134.84,86.72,5.89,43.7,12.64,7.09,26.97,81.72,270.39,70.11,8.3,15.24,10.47,19.23,130.08,20.74,29.27,17.11

66,16:15-16:30,64.08,26.9,19,43,43.02,16,17.56,21.5,18.24,134.47,43,33,45,23,64.5,43,43,33,21.5,0,163.44,9.92,9.92,0,8.51,-0,0,26.97,10.73,100.16,134.84,86.72,5.89,43.7,12.64,7.09,26.97,81.72,270.39,70.11,7.67,15.24,10.47,19.23,130.08,20.74,28.26,17.11

67,16:30-16:45,64.77,26.62,17,39,43.02,8,16.58,20.83,18.2,133.09,38,33,40,20,62.51,43,43,33,20.83,0,163.44,8.94,8.94,0,8.51,-0,0,26.97,10.73,100.16,134.84,86.72,5.89,43.7,12.64,7.09,26.97,81.72,270.39,70.11,6.91,15.24,0,19.23,130.08,20.74,27.25,17.11

68,16:45-17:00,57.85,23.38,15,34,43.02,5,21.46,20.83,18.15,116.88,35,33,33,17,62.51,43,43,33,20.83,0,163.44,7.95,7.95,0,8.51,-0,0,26.97,10.73,100.16,134.84,86.72,5.89,43.7,12.64,7.09,26.97,81.72,270.39,70.11,6.14,15.24,0,19.23,130.08,20.74,27.25,17.11

69,17:00-17:15,50.12,18.98,12,18,43.02,2,21.46,21.17,17.56,94.91,33,33,20,10,63.49,43,43,33,21.17,0,163.44,6.98,6.98,0,8.51,-0,0,26.97,10.73,100.16,134.84,86.72,5.89,43.7,12.64,7.46,26.97,81.72,270.39,70.11,5.39,15.24,0,19.23,130.08,20.74,27.25,17.48

70,17:15-17:30,42.52,16.29,10,16,43.02,0,21.45,21.67,16.66,81.47,27,33,15,7,64.99,43,43,33,21.67,0,163.44,6,6,0,8.51,-0,0,26.97,10.73,100.16,134.84,86.72,5.89,43.7,12.64,7.46,26.97,81.72,270.39,70.11,4.64,15.24,0,19.23,130.08,20.74,27.25,17.48

