Block,Time Block,BRBCL,KISHANGANGA,KOTESHWR,KKNP,KKNPPU2,KOLDAM,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,JHAJJAR,KGSU1AND2,KGSU3AND4,TALST2,SINGRAULI,TALA,TANAKPUR,TANDA2,SINGRAULI_HYDRO,CHAMERA3,CHAMERA2,CHAMERA1,KHSTPP-II,KHSTPP-I,SALAL,SEWA2,RAPPB,RIHAND2,RIHAND1,RAMPUR,SASAN,RAPPC,RSTPSU1TO6,SIMHST1,NTPL,RSTPSU7,SIMHST2,RIHAND3,PARBATI3,BSIUL,NJPC,NLCIIST1,NAPP,NLCIIST2,NLCTS2EXP,NNTPP,KUDGI,NLCEXP,MAPS,URI,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,TEHRI,UNCHAHAR1,ANTA_GF,DADRI_RF,AURY_LF,DADRI_LF,ANTA_CRF,AURY_GF,DADRI_GF,AURY_CRF,DADRI_CRF,ANTA_RF,AURY_RF,ANTA_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
15,03:30-03:45,14.46,0,8.55,0,0,0,8.78,17.27,31.77,254.61,349.32,0,0,0,134.62,0,7.4,0,0,0,1.93,0,142.93,42.71,12.32,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,101.71,0,0,22.54,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.36,0,30.67,14.39,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,14.46,0,8.55,0,0,0,8.78,17.27,31.77,255.6,349.32,0,0,0,134.62,0,7.4,0,0,0,1.93,0,142.93,42.71,12.32,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,101.71,0,0,22.54,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.36,0,30.67,14.39,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,14.46,0,8.55,0,0,0,8.78,15.07,31.77,264.59,349.32,0,0,0,134.62,0,7.4,0,0,0,1.93,0,135.54,37.65,12.32,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,108.72,0,0,22.54,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.36,0,30.67,14.39,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,14.46,0,8.55,0,0,0,8.78,15.07,31.77,282.57,349.32,0,0,0,134.62,0,7.4,0,0,0,1.93,0,135.54,37.65,12.32,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,117.78,0,0,41.08,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.36,0,30.67,14.39,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,14.46,0,8.55,0,0,0,8.78,15.07,31.77,284.56,349.32,0,0,0,134.62,0,7.4,0,0,0,1.93,0,130.72,37.65,12.32,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,41.08,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.36,0,30.67,14.39,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,14.46,0,8.55,0,0,0,8.78,15.07,31.77,264.59,349.32,0,0,0,134.62,0,7.4,0,0,0,1.93,0,130.72,37.65,12.32,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,41.08,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.36,0,30.67,14.39,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,14.46,0,8.55,0,0,0,8.78,15.07,31.77,217.65,349.32,0,0,0,134.62,0,7.4,0,0,0,1.93,0,130.72,37.65,12.32,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,41.08,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.36,0,30.67,14.39,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,14.46,0,8.55,0,0,0,8.78,15.07,31.77,211.66,349.32,0,0,0,134.62,0,7.4,0,0,9.33,1.93,0,130.72,37.65,12.32,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,1.06,45.09,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.36,0,30.67,14.39,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,14.46,0,8.55,0,0,0,17.57,15.07,31.77,217.65,349.32,0,0,0,134.62,0,7.4,0,0,9.33,3.86,0,130.72,37.65,12.32,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,6.28,67.63,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.36,0,30.67,14.39,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,14.46,0,8.55,0,0,0,26.49,15.07,47.64,213.66,349.32,0,0,0,134.62,0,7.4,0,0,18.66,11.57,11.42,130.72,37.65,12.32,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,2.46,6.28,90.17,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.36,0,30.67,14.39,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,14.46,0,19.01,0,0,0,36.29,15.07,48.12,197.68,349.32,0,0,0,134.62,0,8.03,0,0,29.45,39.31,13.54,130.72,37.65,12.32,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,4.91,18.85,135.26,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.36,0,30.67,30,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,14.46,0,19.01,0,0,0,36.29,15.07,48.12,181.06,349.32,0,0,0,134.62,0,8.03,0,0,29.45,39.31,13.54,125.9,37.65,12.32,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,31.9,18.85,135.26,0,40.25,0,0,0,0,0,0,3.19,0,0,4.4,19.36,0,30.67,30,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,14.46,0,19.01,0,0,0,36.29,15.07,48.12,181.06,349.32,0,0,0,134.62,0,12.22,0,0,29.45,39.31,13.54,125.9,37.65,12.32,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,31.9,18.85,135.26,0,40.25,0,0,0,0,0,0,39.37,0,0,4.4,19.36,0,30.67,30,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,14.46,0,19.01,0,0,0,36.29,15.07,48.12,185.7,349.32,0,0,0,134.62,0,12.22,0,0,29.45,39.31,13.54,130.72,37.65,12.32,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,31.9,18.85,135.26,0,40.25,0,0,0,0,0,0,39.37,0,0,4.4,19.36,0,30.67,29.57,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,14.46,0,8.55,0,0,0,26.49,15.07,47.64,197.68,349.32,0,0,0,134.62,0,7.4,0,0,18.66,11.57,11.42,130.72,37.65,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,31.9,6.28,112.72,0,40.25,0,0,0,0,0,0,3.19,0,0,4.4,19.36,0,30.67,14.39,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,14.46,0,8.55,0,0,0,17.57,15.07,31.77,190.69,349.32,0,0,0,134.62,0,7.4,0,0,9.33,11.57,0,130.72,37.65,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,31.9,6.28,112.72,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.36,0,30.67,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,14.46,0,8.55,0,0,0,8.78,15.07,31.77,187.69,349.32,0,0,0,134.62,0,7.4,0,0,9.33,11.57,0,123.97,37.65,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,31.9,6.28,90.17,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.36,0,30.67,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,14.46,0,8.55,0,0,0,8.78,15.07,31.77,212.66,349.32,0,0,0,134.62,0,7.4,0,0,9.33,1.93,0,125.9,37.65,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,4.91,6.28,67.63,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.36,0,30.67,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,14.46,0,8.55,0,0,0,8.78,15.07,31.77,226.64,349.32,0,0,0,134.62,0,7.4,0,0,9.33,1.93,0,125.9,37.65,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,2.46,6.28,44.99,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.36,0,30.67,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,14.46,0,8.55,0,0,0,8.78,15.07,31.77,245.61,349.32,0,0,0,134.62,0,7.4,0,0,9.33,1.93,0,125.9,37.65,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,6.26,38.34,0,40.25,0,0,0,0,0,0,4.79,0,0,4.4,19.36,0,30.67,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,14.46,0,8.55,0,0,0,8.78,15.07,31.77,235.63,349.32,0,0,0,134.62,0,7.4,0,0,9.33,1.93,0,125.9,37.65,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,6.26,38.34,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.36,0,30.67,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,14.46,0,8.55,0,0,0,8.78,15.07,31.77,217.65,349.32,0,0,0,134.62,0,7.4,0,0,9.33,1.93,0,125.9,37.65,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,6.26,38.34,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.36,0,30.67,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,14.46,0,8.55,0,0,0,1.27,15.07,31.77,223.15,349.32,0,0,0,134.62,0,12.22,0,0,9.33,1.93,0,125.9,37.65,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,6.26,38.34,0,40.25,0,0,0,0,0,0,3.19,0,0,4.4,19.36,0,30.67,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,14.46,0,8.55,0,0,0,1.27,17.85,31.77,193.46,349.32,0,0,0,134.62,0,12.22,0,0,0,1.93,0,133.48,37.23,16.81,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,6.26,38.34,0,40.25,0,0,0,0,0,0,39.37,0,0,4.4,22.83,0,36.27,0,17.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,14.46,0,8.55,0,0,0,1.27,15.07,31.77,181.06,349.32,0,0,0,134.62,0,7.4,0,0,0,1.93,0,123.97,37.23,76.51,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,22.54,0,40.25,0,0,0,0,0,0,39.37,0,0,18.15,19.36,0,30.67,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,14.46,0,8.55,0,0,0,1.27,15.07,31.77,181.06,349.32,0,0,0,134.62,0,7.4,0,0,0,1.93,0,123.97,37.23,76.51,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,22.54,0,40.25,0,0,0,0,0,0,3.19,0,0,18.15,19.36,0,30.67,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,14.46,0,8.55,0,0,0,1.27,15.07,31.77,216.24,349.32,0,0,0,134.62,0,7.4,0,0,0,1.93,0,123.97,37.23,76.51,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,22.54,0,40.25,0,0,0,0,0,0,3.19,0,0,18.15,19.36,0,30.67,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,14.46,0,8.55,0,0,0,1.27,15.07,31.77,255.6,349.32,0,0,0,134.62,0,7.4,0,0,0,1.93,0,123.97,37.23,16.81,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,22.54,0,40.25,0,0,0,0,0,0,3.19,0,0,18.15,19.36,0,30.67,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,14.46,0,8.55,0,0,0,1.27,15.07,15.88,255.6,233.61,0,0,0,134.62,0,7.4,0,0,0,2.31,0,123.89,37.23,12.32,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,22.54,0,40.25,0,0,0,0,0,0,3.19,0,0,18.15,19.36,0,30.67,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,14.46,0,8.55,0,0,0,1.27,15.07,15.88,244.61,233.61,0,0,0,134.62,0,7.4,0,0,0,2.31,0,123.89,37.23,12.32,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,22.54,0,40.25,0,0,0,0,0,0,3.19,0,0,18.15,19.36,0,30.67,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,14.46,0,8.55,0,0,0,1.27,15.07,15.88,209.14,231.19,0,0,0,134.62,0,7.4,0,0,0,2.31,0,123.89,37.23,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,22.54,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.36,0,30.67,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,14.46,0,8.55,0,0,0,1.27,15.07,15.88,209.14,231.19,0,0,0,134.62,0,7.4,0,0,0,2.31,0,123.89,37.23,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,22.54,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.36,0,30.67,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,14.46,0,8.55,0,0,0,8.78,15.07,15.88,209.14,233.61,0,0,0,134.62,0,7.4,0,0,0,2.31,0,127.83,37.23,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,22.54,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.36,0,30.67,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,14.46,0,8.55,0,0,0,8.78,15.07,15.88,209.14,233.61,0,0,0,134.62,0,7.4,0,0,0,2.31,0,132.65,37.23,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,22.54,0,40.25,0,0,0,0,0,0,39.37,0,0,4.4,19.36,0,30.67,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,14.46,0,8.55,0,0,0,8.78,15.07,15.88,181.06,233.61,0,0,0,120.91,0,7.4,0,0,0,2.31,0,125.9,37.23,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,22.54,0,40.25,0,0,0,0,0,0,39.37,0,0,4.4,19.36,0,30.67,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,14.46,0,8.55,0,0,0,8.78,15.07,15.88,181.06,233.61,0,0,0,120.91,0,7.4,0,0,0,2.31,0,125.9,37.23,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,22.54,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.36,0,30.67,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,14.46,0,8.55,0,0,0,8.78,17.85,15.88,181.06,235.53,0,0,0,134.62,0,7.4,0,0,0,2.31,0,125.9,37.23,12.32,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,22.54,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,22.83,0,36.27,0,17.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,14.46,0,8.55,0,0,0,8.78,17.85,15.88,181.06,235.53,0,0,0,134.62,0,7.4,0,0,0,2.31,0,125.9,37.23,12.32,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,22.54,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,22.83,0,36.27,0,17.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,14.46,0,8.55,0,0,0,8.78,17.85,15.88,181.06,254.82,0,0,0,132.47,0,7.4,0,0,0,2.31,0,125.9,37.23,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,22.54,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.32,0,30.63,0,14.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,14.46,0,8.55,0,0,0,8.78,17.85,15.88,181.06,254.82,0,0,0,127.66,0,7.4,0,0,0,2.31,0,125.9,37.23,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,22.54,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.32,0,30.63,0,14.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,14.46,0,8.55,0,0,0,8.78,17.85,15.88,181.06,254.82,0,0,0,127.66,0,7.4,0,0,0,2.31,0,125.9,37.23,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,22.54,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.32,0,30.63,0,14.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,14.46,0,8.55,0,0,0,8.78,17.85,15.88,181.06,254.82,0,0,0,134.62,0,7.4,0,0,0,2.31,0,125.9,37.23,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,22.54,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.32,0,30.63,0,14.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,14.46,0,8.55,0,0,0,8.78,17.85,15.88,181.06,250.59,0,0,0,134.62,0,7.4,0,0,0,2.31,0,141.81,42.71,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,22.54,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.32,0,30.63,0,14.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,14.46,0,8.55,0,0,0,8.78,20.05,15.88,181.06,250.59,0,0,0,134.62,0,12.22,0,0,0,2.31,0,142.93,42.71,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,22.54,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.32,0,30.63,0,14.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,14.46,0,8.55,0,0,0,1.27,20.05,15.88,181.06,298.78,0,0,0,134.62,0,12.22,0,0,0,2.31,0,142.93,42.71,25.76,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,22.54,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.32,0,30.63,0,14.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,14.46,0,8.55,0,0,0,1.27,20.05,15.88,181.06,298.78,0,0,0,134.62,0,7.4,0,0,0,2.31,0,142.93,42.71,25.76,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,22.54,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.32,0,30.63,0,14.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

