Block,Time Block,ANTA_LF,ANTA_CRF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,TANDA2,URI2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,NLCEXP,NJPC,NAPP,NLCIIST1,CHAMERA2,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,KHSTPP-I,JHAJJAR,KGSU1AND2,CHAMERA3,KGSU3AND4,KHSTPP-II,KKNPPU2,KUDGI,KOLDAM,KISHANGANGA,MAPS,KOTESHWR,KKNP,SIMHST2,SINGRAULI_HYDRO,SALAL,SEWA2,SINGRAULI,TALA,TALST2,SASAN,SIMHST1,CHAMERA1,BRBCL,BSIUL,RSTPSU1TO6,RSTPSU7,RAPPB,RIHAND3,RIHAND1,NLCIIST2,NLCTS2EXP,RAPPC,RIHAND2,NNTPP,RAMPUR,NTPL,PARBATI3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
25,06:00-06:15,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,19.77,2.71,0,15.66,1.38,59.78,15.4,0,0,0,89.86,41.44,0,3.84,19.03,16.69,31.65,434.58,38.75,231.73,0,18.59,0,78.31,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,399.77,0,0,19.21,6.26,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,3.67,0,0,0,0,0

26,06:15-06:30,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,19.77,2.71,0,15.66,1.38,59.78,15.4,0,0,0,112.32,41.44,0,25.3,35.1,16.69,31.65,456.19,38.75,231.73,0,27.91,0,78.31,0,0,0,0,0,18.94,0,0,0,1.34,5.06,134.15,0,0,399.77,0,0,19.21,12.52,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,15.89,0,0,0,0,0

27,06:30-06:45,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,19.77,2.71,0,15.66,34.99,59.78,15.4,0,0,0,134.78,41.44,0,25.3,35.1,16.69,31.65,523.42,43.33,290.32,0,27.91,0,94.95,0,0,0,0,0,18.94,0,0,0,1.34,10.12,134.15,0,0,399.77,0,11.38,19.21,12.52,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,15.89,0,0,0,0,0

28,06:45-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.11,2.71,0,17.56,34.99,59.78,17.1,0,0,0,134.78,41.44,0,25.3,35.1,16.69,31.65,542.63,43.43,348.9,0,27.91,0,94.95,0,0,0,0,0,18.94,0,0,0,1.34,10.12,134.15,0,0,399.77,0,26.94,19.21,12.52,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,15.89,0,0,0,0,0

29,07:00-07:15,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.18,2.71,0,20.18,2.65,59.78,19.75,0,0,0,134.78,41.44,0,25.3,30.44,16.69,31.65,571.44,43.43,418.93,0,27.91,0,94.95,0,0,0,0,0,18.94,0,0,0,1.34,10.12,134.15,0,0,399.77,0,26.94,19.21,12.52,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,15.89,0,0,0,0,0

30,07:15-07:30,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.34,2.71,0,20.35,1.38,59.78,19.75,0,0,0,134.78,41.44,0,25.3,27.91,16.69,31.65,585.84,43.43,417.35,0,27.91,0,94.95,0,0,0,0,0,18.94,0,0,0,1.34,5.06,134.15,0,0,399.77,0,26.94,19.21,6.26,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,15.89,0,0,0,0,0

31,07:30-07:45,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.34,2.71,0,20.35,1.38,59.78,19.75,0,0,0,134.78,41.44,0,3.2,19.03,16.69,31.65,575.43,43.43,417.35,0,9.3,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,399.77,0,26.94,19.21,6.26,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,15.89,0,0,0,0,0

32,07:45-08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.34,2.71,0,20.35,1.38,59.78,19.75,0,0,0,118.23,41.44,0,1.8,10.15,16.69,31.65,575.43,43.43,417.35,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,399.77,0,26.94,19.21,6.26,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,3.42,0,0,0,0,0

33,08:00-08:15,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.34,2.71,0,20.35,1.38,59.78,19.75,0,0,0,89.86,41.44,0,1.8,7.62,16.69,15.83,525.76,43.43,418.93,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.03,0,11.76,19.21,1.06,0,0,0,119.4,88.36,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

34,08:15-08:30,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.34,2.71,0,20.35,1.38,44.84,19.75,0,0,0,67.39,41.44,0,1.8,0,16.69,15.83,450.77,43.43,418.93,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,11.76,19.21,0,0,0,0,119.4,88.36,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

35,08:30-08:45,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.34,2.71,0,20.35,34.99,29.9,19.75,0,0,0,44.93,41.44,0,1.8,0,16.69,15.83,479.39,43.43,418.93,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.36,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

36,08:45-09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.34,2.71,0,20.35,34.99,14.94,19.75,0,0,0,18.19,41.44,0,1.8,0,16.69,15.83,549.02,43.43,418.93,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,13.4,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.36,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.34,2.71,0,20.35,1.38,0,19.75,0,0,0,0,41.44,0,1.8,0,16.69,15.83,575.26,43.43,418.93,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,53.56,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.36,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.34,2.71,0,20.35,1.38,0,17.61,0,0,0,0,41.44,0,1.8,0,16.69,15.83,575.26,43.43,418.93,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,53.56,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.36,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.34,2.71,0,20.35,1.38,0,17.61,0,0,0,0,41.44,0,1.8,0,16.69,15.83,575.26,43.43,418.93,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,53.56,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.36,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.75,2.71,0,18.07,1.38,0,17.61,0,0,0,0,41.44,0,1.8,0,16.69,15.83,552.91,43.43,399.18,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,53.56,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.36,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.75,8,0,18.07,1.38,0,17.61,0,0,0,0,41.44,0,1.8,0,15.34,15.83,493.47,43.43,399.18,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,12.27,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.36,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.75,2.95,0,18.07,1.38,0,17.61,0,0,0,0,41.44,0,1.8,0,15.34,15.83,465.51,43.43,399.18,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.36,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,19.77,3.31,0,15.67,34.99,0,15.4,0,0,0,0,41.44,0,1.8,0,15.34,15.83,451.53,43.43,342.18,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,18.67,0,0,0,0,119.4,88.36,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,19.77,3.31,0,15.66,34.99,0,15.4,0,0,0,0,41.44,0,1.8,0,15.34,15.83,428.56,43.43,283.6,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,16.15,0,0,0,0,119.4,88.36,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,0,0,0,0,0,0,0,0,0,0,0,0,18.08,14.89,3.31,0,11.72,3.18,0,11.53,0,0,0,0,41.44,0,1.8,0,15.34,15.83,335.96,43.43,230.41,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,17.45,0,0,0,0,119.4,88.36,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,0,0,0,0,0,0,0,0,0,0,0,0,18.08,14.89,3.31,0,11.72,1.07,0,11.53,0,0,0,0,41.44,0,1.8,0,15.34,15.83,312.13,43.43,230.41,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,17.62,0,0,0,0,119.4,88.36,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,0,0,0,0,0,0,0,0,0,0,0,0,18.08,14.89,3.31,0,11.72,1.07,0,11.53,0,0,0,0,41.44,0,1.8,0,15.34,15.83,312.13,43.43,230.41,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.36,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,18.08,14.89,3.31,0,11.72,1.07,0,11.53,0,0,0,0,41.44,0,1.8,0,15.34,15.83,312.13,43.43,230.41,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.36,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,0,0,0,0,0,0,0,0,0,0,0,0,18.08,14.89,3.31,0,11.72,1.07,0,11.53,0,0,0,0,41.44,0,1.8,0,15.34,0,307.47,43.43,230.41,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.36,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,0,0,0,0,0,0,0,0,0,0,0,0,18.08,14.89,8,0,11.72,1.07,0,11.53,0,0,0,0,41.44,0,1.8,0,15.34,0,297.87,43.43,230.41,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.36,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,14.89,8,0,11.72,4.24,0,11.53,0,0,0,0,41.44,0,1.8,0,15.34,0,287.3,43.43,230.41,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.36,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,14.89,3.31,0,11.72,4.24,0,11.53,0,0,0,0,41.44,0,1.8,0,15.34,0,263.29,43.43,230.41,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.36,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,14.89,3.31,0,11.72,4.24,0,11.53,0,0,0,0,41.44,0,1.8,0,15.34,0,217.19,43.43,230.41,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.36,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,14.89,3.31,0,11.72,4.24,0,11.53,0,0,0,0,41.44,0,1.8,0,15.34,0,196.07,43.43,230.41,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.36,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,14.89,3.31,0,11.72,4.24,0,11.53,0,0,0,0,41.44,0,1.8,0,15.34,0,196.07,43.43,230.41,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.36,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,14.89,8,0,11.72,4.24,0,11.53,0,0,0,0,41.44,0,1.8,0,15.34,0,196.07,43.43,230.41,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.36,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,17.86,8,0,14.12,4.24,0,11.53,0,0,0,0,41.44,0,1.8,0,15.34,0,201.83,43.43,230.41,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,128.93,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,17.86,3.31,0,14.12,4.24,0,11.53,0,0,0,0,41.44,0,1.8,0,15.34,0,204.71,43.43,230.41,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,123.89,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,17.86,3.31,0,14.12,4.24,0,11.53,0,0,0,0,41.44,0,1.8,0,15.34,0,196.07,43.43,230.41,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,118.13,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,17.86,3.31,0,14.12,4.24,0,11.53,0,0,0,0,41.44,0,1.8,0,15.34,0,208.55,43.43,230.41,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,118.13,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,17.86,3.31,0,14.12,4.24,0,11.53,0,0,0,0,41.44,0,1.8,0,15.34,0,229.54,43.43,275.15,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,118.13,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

