Column1,Time,NR/22102023/11042047/L_NR_2021_17,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,GNA/NR/2024/10/01/9072,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/16/2350,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,GNA/NR/2024/10/01/3642,GNA/NR/2024/10/01/8106,NR/01102023/19072037/LT-05,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/10/01/9582,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/10/16/4393,GNA/NR/2024/10/01/6101,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,GNA/WR/2024/10/15/7089
7,01:30-01:45,0,9.2,0,11.66,0,0,26.33,13.83,0,0,0,0,0,13.84,33.33,41.5,33.33,0,0,0,100.59,4.34,47.56,2.64,0,206.18,0,26.33,12.42,70.39,28.76,12.42,0,2.46,231.72,0,142.69,26.33,2.92,68.1,0,200

8,01:45-02:00,0,9.2,0,11.66,0,0,26.33,13.67,0,0,0,0,0,13.66,31.67,41,31.67,0,0,0,100.59,4.34,47.56,2.64,0,206.18,0,26.33,12.42,70.39,28.76,12.42,0,2.46,231.72,0,142.69,26.33,2.92,68.1,0,200

9,02:00-02:15,0,9.2,0,11.66,0,0,26.33,12.5,0,0,0,0,0,12.5,31,37.5,31,0,0,0,71.62,4.34,47.56,2.64,0,170.55,23.36,26.33,12.42,70.39,28.76,12.42,23.36,2.46,231.72,0,142.69,26.33,2.92,57.64,0,0

10,02:15-02:30,0,9.2,0,11.34,0,0,26.33,12.33,0,0,0,0,0,12.34,30,37,30,0,0,0,53.1,4.34,47.56,2.64,0,170.55,23.36,26.33,12.42,70.39,28.76,12.42,23.36,2.46,231.72,0,142.69,26.33,2.92,57.64,0,0

11,02:30-02:45,0,9.2,0,9.34,0,0,26.33,12,0,0,0,0,0,12,27.33,36,27.33,0,0,0,53.1,4.34,47.56,2.64,0,170.55,23.36,26.33,12.42,70.39,28.76,12.42,23.36,2.46,231.72,0,142.69,26.33,2.92,57.64,0,0

12,02:45-03:00,0,9.2,0,9.34,0,0,26.33,11.67,0,0,0,0,0,11.66,26.67,35,26.67,0,0,0,53.1,4.34,47.56,2.64,0,170.55,23.36,26.33,12.42,70.39,28.76,12.42,23.36,2.46,231.72,0,142.69,26.33,2.92,57.64,0,0

13,03:00-03:15,0,8.8,0,9.34,0,0,26.33,11.33,0,0,0,0,0,11.34,26,34,26,0,0,0,53.1,4.34,47.56,2.64,0,170.55,23.36,26.33,12.42,70.39,28.76,12.42,23.36,2.46,273,0,142.69,26.33,2.84,57.64,0,0

14,03:15-03:30,0,8.8,0,9,0,0,26.33,11.17,0,0,0,0,0,11.16,25.33,33.5,25.33,0,0,0,53.1,4.34,47.56,2.64,0,170.55,23.36,26.33,12.42,70.39,28.76,12.42,23.36,2.46,273,0,142.69,26.33,2.84,57.64,0,0

15,03:30-03:45,0,8.2,0,9,0,0,26.33,10,0,0,0,0,0,10,24.67,30,24.67,0,0,0,53.1,4.34,47.56,2.64,0,170.55,23.36,26.33,12.42,70.39,28.76,12.42,23.36,2.46,273,0,142.69,26.33,2.84,57.64,0,0

16,03:45-04:00,0,8.2,0,8.66,0,0,26.33,10,0,0,0,0,0,10,24,30,24,0,0,0,53.1,4.34,47.56,2.64,0,170.55,23.36,26.33,12.42,70.39,28.76,12.42,23.36,2.46,251.03,0,142.69,26.33,2.84,57.64,0,0

17,04:00-04:15,0,7.6,0,8.66,0,0,26.33,10.83,0,0,0,0,0,10.84,23.67,32.5,23.67,0,0,0,53.1,4.34,47.56,2.48,0,170.55,23.36,26.33,12.42,70.39,28.76,12.42,23.36,2.46,251.03,0,142.69,26.33,2.76,57.64,0,0

18,04:15-04:30,0,7.6,0,8.66,0,0,26.33,10.83,0,0,0,0,0,10.84,23.33,32.5,23.33,0,0,0,53.1,4.34,47.56,2.48,0,170.55,23.36,26.33,12.42,70.39,28.76,12.42,23.36,2.46,231.72,0,142.69,26.33,2.76,57.64,0,0

19,04:30-04:45,0,7.2,0,10,0,0,26.33,10.83,0,0,0,0,0,10.84,22.67,32.5,22.67,0,0,0,53.1,4.34,47.56,2.48,0,170.55,23.36,26.33,12.42,70.39,28.76,12.42,23.36,2.46,231.72,0,142.69,26.33,2.76,57.64,0,0

20,04:45-05:00,0,6.8,0,10,0,0,26.33,10.67,0,0,0,0,0,10.66,22,32,22,0,0,0,53.1,4.34,47.56,2.48,0,170.55,23.36,26.33,12.42,70.39,28.76,12.42,23.36,2.46,231.72,0,142.69,26.33,2.76,57.64,0,0

21,05:00-05:15,0,6.8,0,9.66,0,0,26.33,10.5,0,0,0,0,0,10.5,22,31.5,22,0,0,0,53.1,4.24,47.56,2.48,0,170.55,23.36,26.33,12.42,70.39,28.76,12.42,23.36,2.46,231.72,0,142.69,26.33,2.76,57.64,0,0

22,05:15-05:30,0,6.8,0,9.34,0,0,26.33,10.33,0,0,0,0,0,10.34,21.67,31,21.67,0,0,0,53.1,4.24,47.56,2.48,0,170.55,23.36,26.33,12.42,70.39,28.76,12.42,23.36,2.46,231.72,0,142.69,26.33,2.76,57.64,0,0

23,05:30-05:45,0,6.8,0,10.66,0,0,26.33,12,0,0,0,0,0,12,25,36,25,0,0,0,53.1,4.24,47.56,2.48,0,189.86,23.36,26.33,12.42,70.39,28.76,12.42,23.36,2.46,231.72,0,142.69,26.33,2.76,57.64,0,0

24,05:45-06:00,0,6.8,0,10.66,0,0,26.33,12,0,0,0,0,0,12,25,36,25,0,0,0,53.1,4.24,47.56,2.48,0,200.48,23.36,26.33,12.42,70.39,28.76,12.42,23.36,2.46,231.72,0,142.69,26.33,2.76,57.64,0,0

25,06:00-06:15,0,6.8,7.01,10.66,0,0,26.33,11.83,0,0,0,0,1,11.84,25.67,35.5,25.67,6.27,0,2,53.1,4.24,0,2.33,0,206.18,26.91,26.33,12.42,70.39,28.76,12.42,26.91,2.46,212.41,0,0,26.33,2.76,57.64,0,0

26,06:15-06:30,1,6.8,15,10.34,1,0,26.33,11.67,0,0,0,0,2,11.66,25.67,35,25.67,13.42,0.12,8,53.1,4.24,0,2.33,0,206.18,26.91,26.33,12.42,70.39,28.26,12.42,26.91,2.46,231.72,0,0,26.33,2.76,57.64,0,0

27,06:30-06:45,3,6.8,24.31,10,4,1,26.33,11.33,0.02,2,0,0,5,11.34,25.67,34,25.67,21.74,3.55,12,53.1,4.24,0,2.33,0.32,206.18,26.91,26.33,12.42,70.39,27.25,12.42,26.91,2.46,231.72,0.32,0,26.33,2.76,57.64,0.32,0

28,06:45-07:00,4,6.8,28.05,9.34,7,3,26.33,11,0.68,3,2,0.13,8,11,25.33,33,25.33,25.08,11.41,15,53.1,4.24,0,2.33,0.74,206.18,26.91,26.33,12.42,70.39,26.24,12.42,26.91,2.46,231.72,0.72,0,26.33,2.76,57.64,0.72,0

29,07:00-07:15,5,6.8,31,8.66,14,6,26.33,12.5,6.15,6,5,1.23,10,12.5,24.33,37.5,24.33,27.72,19.33,18,53.1,4.24,0,2.33,1.38,206.18,26.91,26.33,12.42,70.39,25.73,12.42,26.91,2.41,251.03,1.35,0,26.33,2.68,57.64,1.35,0

30,07:15-07:30,7,6.8,33,8,25,10,26.33,12.5,16.26,10,7,3.25,15,12.5,24,37.5,24,33,27.46,25,53.1,4.24,0,2.33,2.3,206.18,26.91,26.33,12.42,70.39,25.73,12.42,26.91,2.41,251.03,2.24,0,26.33,2.68,57.64,2.24,0

31,07:30-07:45,9,6.8,32.5,7.34,39,16,26.33,13.67,30.65,13,8,6.13,18,13.66,23.67,41,23.67,32.5,37.55,32.5,53.1,4.24,0,2.33,3.2,185.99,26.91,26.33,12.42,70.39,25.73,12.42,26.91,2.41,231.72,3.12,0,26.33,2.68,57.64,3.12,0

32,07:45-08:00,12,6.8,32.83,7.34,53,22,37.3,13.67,47.94,19,11,9.59,25,13.66,23.67,41,23.67,32.83,48.84,32.84,53.1,4.24,0,2.33,4.17,185.99,26.91,37.3,12.42,70.39,25.73,12.42,26.91,2.41,212.41,4.08,0,37.3,2.68,57.64,4.08,0

33,08:00-08:15,15,6.8,33,7.34,63,27,37.3,13.67,67.33,26,16,13.46,32,13.66,23.33,41,23.33,33,60.45,33,53.1,4.24,0,2.33,5.28,193.72,26.91,37.3,12.42,70.39,25.73,12.42,26.91,2.41,212.41,5.16,0,37.3,2.68,57.64,5.16,0

34,08:15-08:30,19,6.8,33,7.34,77,33,37.3,13.5,87.03,33,20,17.41,39,13.5,23.33,40.5,23.33,33,71.4,33,53.1,4.24,0,2.33,6.4,193.72,26.91,37.3,12.42,70.39,25.73,12.42,26.91,2.41,212.41,6.25,0,37.3,2.68,57.64,6.25,0

35,08:30-08:45,22,6.8,33,7.34,91,39,37.3,13.33,106.68,41,24,21.34,46,13.34,22.67,40,22.67,33,81.23,33,53.1,4.24,0,2.33,7.75,193.72,26.91,37.3,12.42,70.39,26.24,12.42,26.91,2.41,193.1,7.55,0,37.3,2.68,57.64,7.55,0

36,08:45-09:00,25,6.8,33,7.34,105,45,37.3,13,125.43,48,27,25.08,53,13,22,39,22,33,90.24,33,53.1,4.24,0,2.33,8.84,185.99,26.91,37.3,12.42,70.39,27.25,12.42,26.91,2.41,173.79,8.62,0,37.3,2.68,57.64,8.62,0

37,09:00-09:15,28,6.8,33,7.34,119,51,37.3,12.67,143.46,57,29,28.69,60,12.66,21,38,21,33,98.78,33,53.1,4.24,0,2.33,9.98,206.18,26.91,37.3,12.42,70.39,27.25,12.42,26.91,2.41,193.1,9.74,0,37.3,2.61,57.64,9.74,0

38,09:15-09:30,32,6.8,33,7.34,133,57,37.3,12,160.44,63,32,32.09,66,12,20,36,20,33,106.45,33,53.1,4.24,0,2.33,11.13,206.18,26.91,37.3,12.42,70.39,27.25,12.42,26.91,2.41,231.72,10.86,0,37.3,2.61,57.64,10.86,0

39,09:30-09:45,35,6.8,33,7.34,147,63,37.3,11.33,174.94,68,34,34.99,72,11.34,19,34,19,33,113.17,33,53.1,4.24,0,2.33,12.13,206.18,26.91,37.3,12.42,70.39,28.26,12.42,26.91,2.41,273,11.83,0,37.3,2.61,57.64,11.83,0

40,09:45-10:00,37,6.8,33,7.34,158,67,37.3,10.83,189.54,75,36,37.91,77,10.84,18,32.5,18,33,119,33,53.1,4.24,0,2.33,13.15,206.18,26.91,37.3,12.42,70.39,28.76,12.42,26.91,2.41,273,12.83,0,37.3,2.61,76.55,12.83,0

41,10:00-10:15,39,6.8,33,7.34,165,70,37.3,10.33,203.39,79,38,40.68,83,10.34,16.67,31,16.67,33,123.86,33,53.1,4.24,0,2.33,13.83,206.18,26.91,37.3,12.42,70.39,28.76,12.42,26.91,2.51,231.72,13.48,0,37.3,2.61,57.64,13.48,0

42,10:15-10:30,41,6.8,33,7.34,172,73,37.3,9.67,215.55,83,40,43.11,87,9.66,15,29,15,33,127.95,33,53.1,4.24,0,2.33,14.83,206.18,26.91,37.3,12.42,70.39,28.76,12.42,26.91,2.51,231.72,14.47,0,37.3,2.61,57.64,14.47,0

43,10:30-10:45,43,6.8,33,7.34,179,76,37.3,9.17,225.9,89,42,45.18,90,9.16,13.33,27.5,13.33,33,131.55,33,53.1,4.24,0,2.33,15.5,200.48,26.91,37.3,12.42,70.39,28.76,12.42,26.91,2.51,231.72,15.13,0,37.3,2.61,57.64,15.13,0

44,10:45-11:00,44,6.8,33,7.34,186,79,37.3,8.67,235.25,90,43,47.05,93,8.66,12.67,26,12.67,33,134.43,33,53.1,4.24,0,2.33,16.05,197.58,26.91,37.3,12.42,70.39,28.26,12.42,26.91,2.51,231.72,15.66,0,37.3,2.61,57.64,15.66,0

45,11:00-11:15,45,6.8,33,7.34,193,82,37.3,7.5,242.73,90,44,48.55,95,7.5,12.67,22.5,12.67,33,136.76,33,53.1,4.24,0,2.4,16.05,206.18,26.91,37.3,12.42,70.39,27.25,12.42,26.91,2.51,231.72,15.66,0,37.3,2.46,57.64,15.66,0

46,11:15-11:30,45,6.8,33,7.34,193,82,37.3,7.17,248.48,91,44,49.69,95,7.16,12.67,21.5,12.67,33,138.34,33,53.1,4.24,0,2.4,16.05,206.18,26.91,37.3,12.42,70.39,27.25,12.42,26.91,2.51,231.72,15.66,0,37.3,2.46,57.64,15.66,0

47,11:30-11:45,44,6.8,33,7.34,193,82,37.3,6.83,250,91,45,50,91,6.84,12.67,20.5,12.67,33,139.26,33,53.1,4.24,0,2.4,16.05,171.51,26.91,37.3,12.42,70.39,27.25,12.42,26.91,2.51,231.72,15.66,0,37.3,2.46,57.64,15.66,0

48,11:45-12:00,44,6.8,33,7.34,193,82,37.3,6.67,250,91,45,50,91,6.66,12.67,20,12.67,33,139.5,33,53.1,4.24,0,2.4,16.05,171.51,26.91,37.3,12.42,70.39,27.25,12.42,26.91,2.51,231.72,15.66,0,37.3,2.46,57.64,15.66,0

49,12:00-12:15,44,6.8,33,7.34,193,82,37.3,6.67,250,91,45,50,91,6.66,12.67,20,12.67,33,139.03,33,53.1,4.24,0,2.4,16.05,171.51,26.91,37.3,12.42,70.39,27.25,12.42,26.91,2.51,273,15.66,0,37.3,2.46,57.64,15.66,0

50,12:15-12:30,44,6.8,33,7.34,193,82,37.3,6.67,250,91,45,50,91,6.66,12.67,20,12.67,33,137.86,33,53.1,4.24,0,2.4,16.05,171.51,26.91,37.3,12.42,70.39,27.25,12.42,26.91,2.51,273,15.66,0,37.3,2.46,57.64,15.66,0

51,12:30-12:45,40,6.8,33,7.34,193,82,37.3,6.67,250,91,45,50,85,6.66,12.67,20,12.67,33,135.72,33,53.1,4.24,0,2.4,16.05,171.51,26.91,37.3,12.42,70.39,27.75,12.42,26.91,2.51,273,15.66,0,37.3,2.46,57.64,15.66,0

52,12:45-13:00,40,6.8,33,7.34,193,82,37.3,6.67,250,91,45,50,84,6.66,12.67,20,12.67,33,132.85,33,53.1,4.24,0,2.4,16.05,171.51,26.91,37.3,12.42,70.39,28.76,12.42,26.91,2.51,273,15.66,0,37.3,2.46,57.64,15.66,0

53,13:00-13:15,40,6.8,33,7.34,193,82,37.3,6.67,250,91,44,50,84,6.66,12.67,20,12.67,33,129.27,33,53.1,4.24,0,2.48,16.05,171.51,26.91,37.3,12.42,70.39,28.76,12.42,26.91,2.55,273,15.66,0,37.3,2.61,57.64,15.66,0

54,13:15-13:30,40,6.8,33,7.34,193,82,37.3,6.67,249.99,91,43,50,84,6.66,12.67,20,12.67,33,125.77,33,53.1,4.24,0,2.48,16.05,171.51,26.91,37.3,12.42,70.39,28.76,12.42,26.91,2.55,273,15.66,0,37.3,2.61,57.64,15.66,0

55,13:30-13:45,40,6.8,33,7.34,193,82,37.3,6.67,243.64,91,42,48.73,84,6.66,12.67,20,12.67,33,120.88,33,53.1,4.24,0,2.48,16.05,171.51,26.91,37.3,12.42,70.39,28.76,12.42,26.91,2.55,273,15.66,0,37.3,2.61,57.64,15.66,0

56,13:45-14:00,40,6.8,33,7.34,189,81,37.3,6.67,234.93,90,42,46.98,83,6.66,12.67,20,12.67,33,115.12,33,53.1,4.24,0,2.48,15.93,171.51,26.91,37.3,12.42,70.39,28.76,12.42,26.91,2.55,273,15.55,0,37.3,2.61,57.64,15.55,0

57,14:00-14:15,38,6.8,33,7.34,186,79,37.3,6.67,224.73,88,39,44.95,79,6.66,18.67,20,18.67,33,109.08,33,53.1,4.24,0,2.48,15.52,171.51,26.91,37.3,12.42,70.39,28.76,12.42,26.91,2.55,273,15.15,0,37.3,2.92,57.64,15.15,0

58,14:15-14:30,36,6.8,33,7.34,182,78,37.3,6.67,217.71,84,38,43.54,76,6.66,18.67,20,18.67,33,102.41,33,53.1,4.24,0,2.48,15.05,171.51,26.91,37.3,12.42,70.39,29.26,12.42,26.91,2.55,273,14.69,0,37.3,2.92,57.64,14.69,0

59,14:30-14:45,35,7,33,7.34,172,73,37.3,6.67,207.6,80,36,41.52,73,6.66,19.33,20,19.33,33,94.9,33,53.1,4.24,0,2.48,14.56,171.51,26.91,37.3,12.42,66.23,29.26,12.42,26.91,2.55,273,14.2,0,37.3,2.92,57.64,14.2,0

60,14:45-15:00,33,7.2,33,7.34,161,69,37.3,6.67,195.18,75,35,39.04,69,6.66,19.67,20,19.67,33,86.92,33,53.1,4.24,0,2.48,13.91,171.51,26.91,37.3,12.42,66.23,29.26,12.42,26.91,2.55,273,13.57,0,37.3,2.92,57.64,13.57,0

61,15:00-15:15,30,7.2,33,7.34,151,64,37.3,6.67,183.72,71,33,36.74,63,6.66,19.67,20,19.67,33,79.42,33,53.1,4.15,0,2.64,13.05,262.13,26.91,37.3,12.42,94.62,29.26,12.42,26.91,2.6,273,12.72,0,37.3,3.07,76.55,12.72,0

62,15:15-15:30,27,7.2,33,7.34,140,60,37.3,6.67,172.04,64,30,34.41,56,6.66,20.33,20,20.33,33,70.65,33,53.1,4.15,0,2.64,12.27,262.13,26.91,37.3,12.42,115.44,30.28,12.42,26.91,2.6,273,11.97,0,37.3,3.07,76.55,11.97,0

63,15:30-15:45,25,7.4,33,7.34,126,54,37.3,7.5,155.63,57,27,31.13,51,7.5,28.67,22.5,28.67,33,61.43,33,62.76,4.15,0,2.64,11.31,262.13,26.91,37.3,12.42,66.23,30.28,12.42,26.91,2.6,273,11.03,0,37.3,3.07,76.55,11.03,0

64,15:45-16:00,21,7.4,33,8,112,48,37.3,8,138.37,52,25,27.67,45,8,29.67,24,29.67,33,51.58,33,62.76,4.15,0,2.64,10.45,262.13,26.91,37.3,12.42,66.23,30.28,12.42,26.91,2.6,273,10.2,0,37.3,3.07,87.09,10.2,0

65,16:00-16:15,18,9,33,8.66,98,42,37.3,8.5,120.53,44,21,24.11,37,8.5,30,25.5,30,33,40.99,33,72.41,4.15,0,2.8,9.44,262.13,26.91,37.3,12.42,66.23,31.28,12.42,26.91,2.6,273,9.21,0,37.3,3.22,87.09,9.21,0

66,16:15-16:30,15,9,33,9.34,84,36,37.3,9.17,99.98,37,17,20,30,9.16,30.33,27.5,30.33,33,30.27,33,100.59,4.15,0,2.8,8.42,262.13,26.91,37.3,12.42,66.23,31.28,12.42,26.91,2.6,273,8.21,0,37.3,3.22,87.09,8.21,0

67,16:30-16:45,11,15.81,33,10,70,30,37.3,9.83,80.41,30,13,16.08,23,9.84,31,29.5,31,33,20.74,33,100.59,4.15,0,2.95,7.32,262.13,26.91,37.3,12.42,66.23,31.28,12.42,26.91,2.6,273,7.13,0,37.3,3.22,87.09,7.13,0

68,16:45-17:00,7,15.41,29.33,10,56,24,37.3,10.5,60.81,22,11,12.16,16,10.5,31,31.5,31,26.22,12.84,23,100.59,4.15,0,2.95,6.2,262.13,26.91,37.3,12.42,66.23,31.28,12.42,26.91,2.6,273,6.05,0,37.3,3.22,87.09,6.05,0

69,17:00-17:15,6,15.01,25.13,10,42,18,37.3,11,41.54,15,7,8.31,13,11,31,33,31,22.47,7.9,16,100.59,4.15,0,3.11,5.17,262.13,23.36,37.3,12.42,115.44,31.28,12.42,23.36,2.6,273,5.03,0,43.88,3.46,87.09,5.03,0

70,17:15-17:30,4,14.61,13.23,10,28,12,37.3,11.5,26.11,12,5,5.22,8,11.5,31,34.5,31,11.82,4.66,9,100.59,4.15,0,3.11,4.24,262.13,18.98,37.3,12.42,115.44,31.28,12.42,18.98,2.6,273,4.14,0,43.88,3.46,87.09,4.14,0

71,17:30-17:45,1,14.41,2.55,10,18,7,37.3,11.83,12.79,8,2,2.56,3,11.84,32,35.5,32,2.28,1.26,2,96.56,4.15,0,3.42,3.24,262.13,9.17,37.3,12.42,115.44,31.28,12.42,9.17,2.6,273,3.15,0,43.88,3.46,79.36,3.15,0

72,17:45-18:00,0,14.21,1.7,10,11,4,37.3,12.17,4.13,5,0,0.82,1,12.16,33.33,36.5,33.33,1.52,0,0,96.56,4.15,0,3.42,2.34,262.13,9.17,37.3,12.42,115.44,31.28,12.42,9.17,2.6,273,2.28,0,43.88,3.46,79.36,2.28,0

73,18:00-18:15,0,11,0,13.34,5,2,37.3,13.17,0.28,2,0,0.05,0,13.16,33.67,39.5,33.67,0,0,0,96.56,4.24,0,3.42,1.69,262.13,31.5,37.3,12.42,115.44,31.28,12.42,31.5,2.51,273,1.64,0,43.88,3.61,79.36,1.64,125

74,18:15-18:30,0,11,0,13.34,1,0,37.3,13.17,0,0,0,0,0,13.16,34.67,39.5,34.67,0,0,0,96.56,4.24,0,3.42,1.18,262.13,31.5,37.3,12.42,115.44,31.28,12.42,31.5,2.51,273,1.16,0,43.88,3.61,79.36,1.16,125

75,18:30-18:45,0,11,0,13.34,0,0,37.3,13.17,0,0,0,0,0,13.16,27,39.5,27,0,0,0,96.56,4.24,0,3.42,0.62,262.13,31.5,37.3,12.42,115.44,30.78,12.42,31.5,2.51,273,0.6,0,43.88,3.61,79.36,0.6,125

76,18:45-19:00,0,11,0,14,0,0,37.3,13.17,0,0,0,0,0,13.16,27.33,39.5,27.33,0,0,0,96.56,4.24,0,3.42,0.3,262.13,31.5,37.3,12.42,115.44,30.78,12.42,31.5,2.51,273,0.29,0,43.88,3.61,79.36,0.29,125

77,19:00-19:15,0,10.8,0,14,0,0,37.3,11.5,0,0,0,0,0,11.5,26.67,34.5,26.67,0,0,0,96.56,4.24,0,3.26,0,262.13,31.5,37.3,12.42,115.44,30.28,12.42,31.5,2.51,273,0,0,37.3,3.53,79.36,0,125

78,19:15-19:30,0,10.4,0,14.34,0,0,37.3,11.5,0,0,0,0,0,11.5,26.67,34.5,26.67,0,0,0,96.56,4.24,0,3.26,0,262.13,31.5,37.3,12.42,115.44,30.28,12.42,31.5,2.51,273,0,0,37.3,3.53,79.36,0,125

79,19:30-19:45,0,8.4,0,11.66,0,0,37.3,9.5,0,0,0,0,0,9.5,23.33,28.5,23.33,0,0,0,96.56,4.24,0,3.26,0,213.86,31.5,37.3,12.42,66.23,30.28,12.42,31.5,2.51,231.72,0,0,37.3,3.84,69.23,0,125

80,19:45-20:00,0,8.4,0,11.66,0,0,37.3,9.17,0,0,0,0,0,9.16,23.67,27.5,23.67,0,0,0,96.56,4.24,0,3.26,0,206.18,31.5,37.3,12.42,66.23,30.28,12.42,31.5,2.51,273,0,0,37.3,3.84,69.23,0,125

81,20:00-20:15,0,8.6,0,13.34,0,0,37.3,9.17,0,0,0,0,0,9.16,33.33,27.5,33.33,0,0,0,96.56,4.34,0,3.11,0,206.18,31.5,37.3,12.42,66.23,30.28,0,31.5,2.46,273,0,0,37.3,3.69,69.23,0,200

82,20:15-20:30,0,8.8,0,13.66,0,0,37.3,9.17,0,0,0,0,0,9.16,34.67,27.5,34.67,0,0,0,96.56,4.34,0,3.11,0,206.18,31.5,37.3,12.42,66.23,30.28,0,31.5,2.46,273,0,0,37.3,3.69,69.23,0,200

83,20:30-20:45,0,9,0,13.34,0,0,37.3,12.5,0,0,0,0,0,12.5,34.67,37.5,34.67,0,0,0,96.56,4.34,0,3.26,0,206.18,31.5,37.3,12.42,66.23,30.28,0,31.5,2.46,273,0,0,37.3,3.69,68.1,0,200

84,20:45-21:00,0,9.6,0,13.34,0,0,26.33,12.5,0,0,0,0,0,12.5,34.67,37.5,34.67,0,0,0,96.56,4.34,0,3.26,0,206.18,31.5,26.33,12.42,66.23,30.28,0,31.5,2.46,273,0,0,37.3,3.69,68.1,0,200

