Column1,Time,NR/01082024/31082024/jitpl,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/30092023/31122025/SH-07,NR/16082024/31082024/IIPL/JPL-T-BRPL/05/Aug'24,NR/01102023/19072037/LT-05,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/16082024/31082024/APL-Raigarh_august,NR/01082024/31082024/SKS-Raigarh,NR/16082024/31082024/MPL/24-25/STOA/128,NR/01102023/06022042/L_NR_2012_07,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/16082024/31082024/1000011627-ACBL-BRPL(DISCOM),NR/01102023/05012040/L_NR_2020_02,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02
7,01:30-01:45,24.77,48.44,26.8708,96.89,70.6,273.96,96.89,12.48,21.32,57.84,38.76,24.22,4.94,0,11.84,0,0,0,30.84,0,0,0,28.34,0,92.5,0,0,30.83,0,22.41,0,0,0,0,4.1,0,0,87.2,0,26.8708,0,0,29.26,171.15

8,01:45-02:00,24.77,48.44,26.8708,96.89,70.6,273.96,96.89,12.48,21.32,57.84,38.76,24.22,4.94,0,11.84,0,0,0,31.16,0,0,0,28,0,93.5,0,0,31.17,0,21.41,0,0,0,0,4.1,0,0,100.94,0,26.8708,0,0,29.26,171.15

9,02:00-02:15,24.77,48.44,26.8708,96.89,70.6,232.54,96.89,12.48,21.32,57.84,38.76,24.22,4.75,0,11.84,0,0,0,33,0,0,0,21.66,0,99,0,0,33,0,20.61,0,0,0,0,4.1,0,0,100.94,0,26.8708,0,0,29.26,171.15

10,02:15-02:30,24.77,48.44,26.8708,96.89,70.6,213.16,96.89,12.48,21.32,57.84,38.76,24.22,4.75,0,11.84,0,0,0,33,0,0,0,22,0,99,0,0,33,0,19.61,0,0,0,0,4.1,0,0,100.94,0,26.8708,0,0,29.26,171.15

11,02:30-02:45,24.77,48.44,26.8708,96.89,70.6,193.78,96.89,12.48,21.32,57.84,38.76,24.22,4.75,0,11.84,0,0,0,33,0,0,0,22.34,0,99,0,0,33,0,18.41,0,0,0,0,4.1,0,0,53.29,0,26.8708,0,0,29.26,171.15

12,02:45-03:00,24.77,48.44,26.8708,96.89,70.6,169.56,96.89,12.48,21.32,57.84,38.76,24.22,4.75,0,11.84,0,0,0,33,0,0,0,22.66,0,99,0,0,33,0,17.21,0,0,0,0,4.1,0,0,53.29,0,26.8708,0,0,29.26,171.15

13,03:00-03:15,24.77,48.44,26.8708,96.89,70.6,169.56,96.89,12.48,21.32,57.84,0,24.22,4.56,0,11.84,0,0,0,36.66,0,0,0,36.34,0,110,0,0,36.67,0,16.01,0,0,0,0,4.1,0,0,53.29,0,26.8708,0,0,29.26,171.15

14,03:15-03:30,24.77,48.44,26.8708,96.89,70.6,169.56,96.89,12.48,21.32,57.84,0,24.22,4.56,0,11.84,0,0,0,36.66,0,0,0,36.66,0,110,0,0,36.67,0,15.01,0,0,0,0,4.1,0,0,53.29,0,26.8708,0,0,29.26,171.15

15,03:30-03:45,24.77,48.44,26.8708,96.89,70.6,169.56,96.89,12.48,21.32,57.84,0,24.22,4.56,0,11.84,0,0,0,36.66,0,0,0,36.66,0,110,0,0,36.67,0,14.61,0,0,0,0,4.1,0,0,53.29,0,26.8708,0,0,29.26,171.15

16,03:45-04:00,24.77,48.44,26.8708,96.89,70.6,169.56,96.89,12.48,21.32,57.84,0,24.22,4.56,0,11.84,0,0,0,36.66,0,0,0,36.66,0,110,0,0,36.67,0,14.21,0,0,0,0,4.1,0,0,53.29,0,26.8708,0,0,29.26,171.15

17,04:00-04:15,24.77,48.44,26.8708,96.89,70.6,150.67,96.89,12.48,21.32,57.84,0,24.22,4.43,0,13.69,0,0,0,36.66,0,0,0,36.66,0,110,0,0,36.67,0,17.01,0,0,0,0,4.1,0,0,53.29,0,26.8708,0,0,29.26,171.15

18,04:15-04:30,24.77,48.44,26.8708,96.89,70.6,169.56,96.89,12.48,21.32,57.84,0,24.22,4.43,0,13.69,0,0,0,36.66,0,0,0,36.66,0,110,0,0,36.67,0,16.81,0,0,0,0,4.1,0,0,53.29,0,26.8708,0,0,29.26,171.15

19,04:30-04:45,24.77,48.44,26.8708,96.89,70.6,150.67,96.89,12.48,21.32,57.84,0,24.22,4.43,0,13.69,0,0,0,36.66,0,0,0,36.66,0,110,0,0,36.67,0,19.61,0,0,0,0,4.1,0,0,53.29,0,26.8708,0,0,29.26,171.15

20,04:45-05:00,24.77,48.44,26.8708,96.89,70.6,169.56,96.89,12.48,21.32,57.84,0,24.22,4.43,0,13.69,0,0,0,36.66,0,0,0,36.66,0,110,0,0,36.67,0,19.01,0,0,0,0,4.1,0,0,53.29,0,26.8708,0,0,29.26,171.15

21,05:00-05:15,24.77,48.44,26.8708,96.89,70.6,150.67,96.89,12.48,21.32,57.84,0,24.22,4.28,0,13.69,0,0,0,36.66,0,0,0,36.66,0,110,0,0,36.67,0,22.01,0,0,0,0,3.87,0,0,53.29,0,26.8708,0,0,29.26,171.15

22,05:15-05:30,24.77,48.44,26.8708,96.89,70.6,150.67,96.89,12.48,21.32,57.84,0,24.22,4.28,0,13.69,0,0,0,36.66,0,0,0,36.66,0,110,0,0,36.67,0,21.01,0,0,0,0,3.87,0,0,53.29,0,26.8708,0,0,29.26,171.15

23,05:30-05:45,24.77,48.44,26.8708,96.89,70.6,150.67,96.89,12.48,21.32,57.84,0,24.22,4.28,0,13.69,0,0,0,36.66,0,0,0,37.34,0,110,0,0,36.67,0,20.41,0,0,0,0,3.87,0,0,53.29,0,26.8708,0,0,29.26,171.15

24,05:45-06:00,24.77,48.44,26.8708,96.89,70.6,150.67,96.89,12.48,21.32,57.84,0,24.22,4.28,0,13.69,0,0,0,36.66,0,0,0,37.66,0,110,0,0,36.67,0,20.21,0,0,0,0,3.87,0,0,53.29,0,26.8708,0,0,30.28,171.15

25,06:00-06:15,24.77,48.44,26.8708,96.89,70.6,169.56,96.89,12.48,21.32,57.84,0,24.22,4.15,0,15.08,0.82,0,0,36.66,0,1,4,37.66,8.03,110,10.38,1.93,36.67,0,19.61,1,0,1,1,3.87,0,0,100.94,0,26.8708,0,0,30.28,171.15

26,06:15-06:30,24.77,48.44,26.8708,96.89,70.6,169.56,96.89,12.48,21.32,57.84,0,24.22,4.15,0,15.08,2.92,1,0,36.66,0.75,2,9,37.66,12.61,110,16.7,6.81,36.67,0,19.01,4,0.15,1,2,3.87,0,0,100.94,0,26.8708,0,0,29.27,171.15

27,06:30-06:45,24.77,48.44,26.8708,96.89,70.6,169.56,96.89,12.48,21.32,57.84,0,24.22,4.15,0,15.08,4.94,3,0,36.66,2.99,5,12,37.66,20.71,110,23.69,11.98,36.67,0,22.01,7,0.6,3,3,3.87,0.72,0,100.94,0.7,26.8708,0.7,0,29.27,110.45

28,06:45-07:00,24.77,48.44,26.8708,96.89,70.6,169.56,96.89,12.48,21.32,57.84,0,24.22,4.15,0,15.08,7.94,4,0,36.66,6.73,8,16,37.66,33,110,30.14,17.47,36.67,0,21.61,14,1.35,6,5,3.87,1.03,0,100.94,1.01,26.8708,1.01,0,29.27,110.45

29,07:00-07:15,24.77,48.44,26.8708,96.89,70.6,169.56,96.89,12.48,21.32,57.84,0,24.22,4.15,0,15.08,10,5,0,36.66,11.97,10,19,37.66,33,110,33,23.91,36.67,0,33.01,21,2.39,9,7,3.87,1.5,0,92.05,1.46,26.8708,1.46,0,29.27,110.45

30,07:15-07:30,24.77,48.44,26.8708,96.89,70.6,169.56,96.89,12.48,21.32,57.84,0,24.22,4.15,0,15.08,13,6,0,36.66,18.7,12,27,37.66,33,110,33,31.66,36.67,0,32.41,28,3.74,12,8,3.87,2.02,0,87.2,1.97,26.8708,1.97,0,29.27,110.45

31,07:30-07:45,24.77,48.44,26.8708,96.89,70.6,169.56,96.89,12.48,21.32,57.84,0,24.22,4.15,0,15.08,17,8,0,36.66,33.98,18,32.67,41,32.66,110,32.67,38.96,36.67,0,33.61,49,6.79,21,11,3.87,2.59,0,82.36,2.53,26.8708,2.53,0,30.28,110.45

32,07:45-08:00,24.77,48.44,26.8708,96.89,70.6,169.56,96.89,12.48,21.32,57.84,0,24.22,4.15,0,15.08,20,12,0,36.66,55.14,24,33,41,33,110,33,48.06,36.67,0,33.01,60,11.03,25,14,3.87,3.37,0,67.82,3.28,26.8708,3.28,0,30.28,110.45

33,08:00-08:15,24.77,48.44,26.8708,96.89,70.6,169.56,96.89,12.48,21.32,57.84,0,24.22,4.01,0,14.8,23,15,0,36.66,70.86,30,33,41,33,110,33,57.07,36.67,0,32.41,74,14.17,31,20,3.59,4.17,0,53.29,4.06,26.8708,4.06,0,29.76,110.45

34,08:15-08:30,24.77,48.44,26.8708,96.89,70.6,150.67,96.89,12.48,21.32,57.84,0,24.22,4.01,0,14.8,30,18,0,36.66,91.85,38,33,41,33,110,33,65.47,36.67,0,32.01,88,18.37,37,23,3.59,4.96,0,53.29,4.83,26.8708,4.83,0,29.76,110.45

35,08:30-08:45,24.77,48.44,26.8708,96.89,70.6,150.67,96.89,12.48,21.32,57.84,0,24.22,4.01,0,14.8,38,21,0,36.66,106.07,45,33,41,33,110,33,73.51,36.67,0,37.02,102,21.21,43,26,3.59,5.76,0,53.29,5.63,26.8708,5.63,0,29.76,110.45

36,08:45-09:00,24.77,48.44,26.8708,96.89,70.6,150.67,96.89,12.48,21.32,57.84,0,24.22,4.01,0,14.8,45,25,0,36.66,120.28,52,33,41,33,110,33,81.37,36.67,0,36.01,116,24.06,49,29,3.59,6.53,0,53.29,6.38,26.8708,6.38,0,29.27,110.45

37,09:00-09:15,24.77,0,26.8708,0,70.6,150.67,0,12.48,0,57.84,0,0,4.52,0,14.8,52,28,0,36.66,132.3,59,33,41,33,110,33,88.87,36.67,0,36.01,126,26.46,54,30,3.59,7.23,0,53.29,7.05,26.8708,7.05,0,30.28,110.45

38,09:15-09:30,24.77,0,26.8708,0,70.6,150.67,0,12.48,0,57.84,0,0,4.52,0,14.8,57,31,0,36.66,144.31,65,33,41,33,110,33,95.93,36.67,0,36.01,137,28.86,58,32,3.59,7.91,0,53.29,7.71,26.8708,7.71,0,28.26,110.45

39,09:30-09:45,24.77,0,26.8708,0,70.6,150.67,0,12.48,0,57.84,0,0,4.52,0,14.8,67,34,0,36.66,144.83,71,33,41,33,110,33,102.35,36.67,0,36.01,147,28.97,63,37,4.1,8.96,0,53.29,8.75,26.8708,8.75,0,29.27,110.45

40,09:45-10:00,24.77,0,26.8708,0,70.6,150.67,0,12.48,0,57.84,0,0,4.52,0,14.8,73,37,0,36.66,155.87,76,33,41,33,110,33,108,36.67,0,36.01,155,31.17,67,38,4.1,10.1,0,53.29,9.84,26.8708,9.84,0,29.77,110.45

41,10:00-10:15,24.77,0,26.8708,0,70.6,150.67,0,12.48,0,57.84,0,0,4.28,0,14.8,78,39,0,36.66,166.18,83,33,41,33,110,33,113.18,36.67,0,36.01,165,33.24,70,40,4.1,11.05,0,53.29,10.78,26.8708,10.78,0,29.77,110.45

42,10:15-10:30,24.77,0,26.8708,0,70.6,150.67,0,12.48,0,57.84,0,0,4.28,0,14.8,82,42,0,36.66,176.31,88,33,41,33,110,33,117.93,36.67,0,36.01,172,35.26,73,43,4.1,12.84,0,53.29,12.53,26.8708,12.53,0,27.26,110.45

43,10:30-10:45,24.77,0,26.8708,0,70.6,150.67,0,12.48,0,57.84,0,0,4.28,0,14.8,87,43,0,36.66,179.38,90,33,41,33,110,33,122.15,36.67,0,36.01,179,35.87,76,44,4.1,13.55,0,53.29,13.23,26.8708,13.23,0,27.26,110.45

44,10:45-11:00,24.77,0,26.8708,0,70.6,150.67,0,12.48,0,57.84,0,0,4.28,0,14.8,89,44,0,36.66,183.33,91,33,41,33,110,33,125.9,36.67,0,36.01,182,36.67,78,44,4.1,14.27,0,53.29,13.91,26.8708,13.91,0,27.26,110.45

45,11:00-11:15,24.77,0,26.8708,0,70.6,150.67,0,12.48,0,57.84,0,0,4.28,0,10.73,90,44,0,36.66,187.5,91,33,41,33,110,33,128.63,36.67,0,36.01,186,37.5,79,45,4.1,14.69,0,53.29,14.32,26.8708,14.32,0,27.26,110.45

46,11:15-11:30,24.77,0,26.8708,0,70.6,150.67,0,12.48,0,57.84,0,0,4.28,0,10.73,91,44,0,36.66,191.67,91,33,41,33,110,33,129.94,36.67,0,36.01,189,38.33,81,45,4.1,14.82,0,53.29,14.47,26.8708,14.47,0,27.26,110.45

47,11:30-11:45,24.77,0,26.8708,0,70.6,150.67,0,12.48,0,57.84,0,0,4.28,0,10.73,91,44,0,36.66,191.67,91,33,41,33,110,33,130.48,36.67,0,36.01,189,38.33,81,46,4.1,15.44,0,53.29,15.07,26.8708,15.07,0,27.26,110.45

48,11:45-12:00,24.77,0,26.8708,0,70.6,150.67,0,12.48,0,57.84,0,0,4.28,0,10.73,91,44,0,36.66,191.67,91,33,41,33,110,33,130.51,36.67,0,36.01,189,38.33,81,46,4.1,15.57,0,53.29,15.19,26.8708,15.19,0,27.26,110.45

49,12:00-12:15,24.77,0,26.8708,0,70.6,150.67,0,12.48,0,57.84,0,0,4.15,0,10.73,91,44,0,36.66,191.67,91,33,41,33,110,33,135.72,36.67,0,36.01,189,38.33,81,46,4.1,15.57,0,53.29,15.19,26.8708,15.19,0,27.26,110.45

50,12:15-12:30,24.77,0,26.8708,0,70.6,150.67,0,12.48,0,57.84,0,0,4.15,0,10.73,91,44,0,36.66,191.67,91,33,41,33,110,33,134.46,36.67,0,36.01,189,38.33,81,46,4.1,15.57,0,53.29,15.19,26.8708,15.19,0,27.26,110.45

51,12:30-12:45,24.77,0,26.8708,0,70.6,150.67,0,12.48,0,57.84,0,0,4.15,0,10.73,91,44,0,36.66,191.67,91,33,41,33,110,33,132.67,36.67,0,36.01,189,38.33,81,46,4.1,15.57,0,53.29,15.19,26.8708,15.19,0,28.26,110.45

52,12:45-13:00,24.77,0,26.8708,0,70.6,150.67,0,12.48,0,57.84,0,0,4.15,0,10.73,90,44,0,36.66,191.67,91,33,41,33,110,33,130.31,36.67,0,37.02,189,38.33,81,46,4.1,15.57,0,53.29,15.19,26.8708,15.19,0,28.26,110.45

53,13:00-13:15,24.77,0,26.8708,0,70.6,150.67,0,12.48,0,57.84,0,0,4.15,0,10.73,89,44,0,36.66,191.67,91,33,41,33,110,33,126.7,36.67,0,33.01,186,38.33,79,45,4.1,15.57,0,53.29,15.19,26.8708,15.19,0,28.26,110.45

54,13:15-13:30,24.77,0,26.8708,0,70.6,150.67,0,12.48,0,57.84,0,0,4.15,0,10.73,89,44,0,36.66,191.67,91,33,41,33,110,33,121.49,36.67,0,33.01,186,38.33,79,45,4.1,15.57,0,53.29,15.19,26.8708,15.19,0,28.26,110.45

55,13:30-13:45,24.77,0,26.8708,0,70.6,150.67,0,12.48,0,57.84,0,0,4.15,0,10.73,88,43,0,36.66,187.5,90,33,41,33,110,33,113.3,36.67,0,32.01,186,37.5,79,43.5,4.1,15.57,0,53.29,15.19,26.8708,15.19,0,28.26,120.14

56,13:45-14:00,24.77,0,26.8708,0,70.6,150.67,0,12.48,0,57.84,0,0,4.15,0,10.73,88,43,0,36.66,183.33,89,33,41,33,110,33,108.63,36.67,0,32.01,186,36.67,79,43,4.1,14.87,0,53.29,14.5,26.8708,14.5,0,28.26,159.87

57,14:00-14:15,24.77,0,26.8708,0,70.6,193.78,0,12.48,0,57.84,0,0,4.48,0,10.73,77,43,0,36.66,181.88,90,33,41,33,110,33,105.62,36.67,0,24.01,182,36.37,78,40,4.1,14.44,0,53.29,14.09,26.8708,14.09,0,28.26,171.15

58,14:15-14:30,24.77,0,26.8708,0,70.6,232.54,0,12.48,0,57.84,0,0,4.48,0,10.73,74,41,0,36.66,175,87,33,41,33,110,33,103.85,36.67,0,24.01,179,35,76,38,4.1,13.97,0,53.29,13.63,26.8708,13.63,0,28.26,171.15

59,14:30-14:45,24.77,0,26.8708,0,70.6,273.96,0,12.48,0,57.84,0,0,4.48,0,10.73,77,40,0,36.66,119.91,85,33,41,33,110,33,101.37,36.67,0,24.01,175,23.98,75,38,4.1,13.45,0,53.29,13.12,26.8708,13.12,0,28.26,171.15

60,14:45-15:00,24.77,0,26.8708,0,70.6,273.96,0,12.48,0,57.84,0,0,4.48,0,10.73,77,39,0,36.66,112.9,81,33,41,33,110,33,98.06,36.67,0,24.41,168,22.58,72,37,4.1,10.99,0,53.29,10.72,26.8708,10.72,0,28.26,171.15

61,15:00-15:15,24.77,0,23.365,0,70.6,273.96,0,12.48,0,57.84,0,0,4.94,0,15.36,55,38,0,36.66,109.34,80,33,41,33,110,33,91.58,36.67,0,25.41,165,21.87,70,35,4.1,10.38,0,53.29,10.12,23.365,10.12,0,28.26,227.28

62,15:15-15:30,24.77,0,23.365,0,70.6,273.96,0,12.48,0,57.84,0,0,4.94,0,15.36,53,36,0,36.66,105.78,74,33,41,33,110,33,84.65,36.67,0,27.81,154,21.15,66,32,4.1,9.7,0,53.29,9.47,23.365,9.47,0,28.26,227.28

63,15:30-15:45,24.77,0,23.365,0,70.6,273.96,0,12.48,0,57.84,0,0,4.94,0,15.36,58,33,0,36.66,120.83,69,33,41,33,110,33,76.91,36.67,0,30.01,144,24.17,61,29,3.59,8.96,0,82.36,8.75,23.365,8.75,0,28.26,228.25

64,15:45-16:00,24.77,0,23.365,0,70.6,273.96,0,12.48,0,57.84,0,0,4.94,0,15.36,56,31,0,36.66,117.83,64,33,41,33,110,33,68.57,36.67,0,33.01,133,23.56,57,26,3.59,8.29,0,87.2,8.1,23.365,8.1,0,28.26,228.25

65,16:00-16:15,24.77,0,23.365,0,70.6,273.96,0,12.48,0,57.84,0,0,5.41,0,15.36,48,28,0,36.66,108.74,59,33,37,33,110,33,59.7,36.67,0,34.81,123,21.75,52,26,3.59,7.69,0,87.2,7.51,23.365,7.51,0,27.76,228.25

66,16:15-16:30,24.77,0,23.365,0,70.6,273.96,0,12.48,0,57.84,0,0,5.41,0,15.36,47,25,0,36.66,99.64,51,33,37.66,33,110,33,50.9,36.67,0,36.82,109,19.93,46,24,3.59,6.86,0,87.2,6.69,23.365,6.69,0,27.76,228.25

67,16:30-16:45,24.77,0,23.365,0,70.6,273.96,0,12.48,0,57.84,0,0,5.41,0,15.36,38,21,0,36.66,55.17,44,33,38.66,33,110,33,42.75,36.67,0,44.02,95,11.04,40,19,3.84,6.17,0,100.94,6.03,23.365,6.03,0,27.26,228.25

68,16:45-17:00,24.77,0,23.365,0,70.6,273.96,0,12.48,0,57.84,0,0,5.41,0,15.36,35,18,0,36.66,45.07,37,23,39.34,33,110,33,34.7,36.67,0,44.02,81,9.01,34,15,3.84,5.32,0,100.94,5.19,23.365,5.19,0,27.26,244.72

69,17:00-17:15,24.77,48.44,23.365,96.89,70.6,273.96,96.89,12.48,21.32,57.84,0,24.22,5.96,0,15.36,27,16,0,36.66,39.87,32,16,40,31.55,110,33,27.08,36.67,0,35.61,70,7.97,30,13,3.84,4.37,0,100.94,4.26,23.365,4.26,0,27.76,263.06

70,17:15-17:30,24.77,48.44,23.365,96.89,70.6,273.96,96.89,12.48,21.32,68.34,0,24.22,5.96,0,15.36,23,13,0,36.66,34.67,27,8,40.66,25.62,110,33,20,36.67,0,35.81,60,6.93,25,11,3.84,3.58,0,100.94,3.49,23.365,3.49,0,27.76,263.06

71,17:30-17:45,24.77,48.44,23.365,96.89,70.6,273.96,96.89,12.48,21.32,68.34,0,24.22,5.96,0,15.36,18,10,0,36.66,29.47,20,3,41.34,20.41,110,30.7,13.67,36.67,0,36.21,49,5.89,21,9,3.84,2.7,0,100.94,2.63,23.365,2.63,0,27.76,263.06

72,17:45-18:00,24.77,48.44,23.365,96.89,70.6,273.96,96.89,12.48,21.32,68.34,0,24.22,5.96,0,15.36,15,7,0,36.66,24.27,16,0,41.34,15.87,110,20.76,8.64,36.67,0,34.81,39,4.85,16,8,3.84,2,0,100.94,1.95,23.365,1.95,0,27.76,263.06

73,18:00-18:15,24.77,48.44,26.8708,96.89,70.6,273.96,96.89,12.48,21.32,68.34,0,24.22,6.34,0,15.36,12,5,0,36.66,19.16,10,0,41.34,0,110,0,5.24,36.67,0,30.21,21,3.83,9,7,3.84,1.52,0,100.94,1.48,26.8708,1.48,0,28.77,263.06

74,18:15-18:30,24.77,48.44,26.8708,96.89,70.6,273.96,96.89,12.48,21.32,68.34,0,24.22,6.34,0,15.36,8,3,0,36.66,14.04,7,0,41.34,0,110,0,2.94,36.67,0,29.81,14,2.81,6,5,3.84,1.12,0,100.94,1.09,26.8708,1.09,0,28.77,235.98

75,18:30-18:45,24.77,48.44,26.8708,96.89,70.6,273.96,96.89,12.48,21.32,62.01,0,24.22,6.34,0,15.36,6,2,0,36.66,8.93,4,0,41.34,0,110,0,1.02,36.67,0,29.81,7,1.79,3,3,0,0.52,0,81.83,0.51,26.8708,0.51,0,28.77,226.29

76,18:45-19:00,24.77,48.44,26.8708,96.89,70.6,273.96,96.89,12.48,21.32,62.01,0,24.22,6.34,0,15.36,4,0,0,36.66,3.83,1,0,41.34,0,110,0,0,36.67,0,30.21,4,0.76,1,2,0,0.31,0,81.83,0.31,26.8708,0.31,0,29.27,263.06

77,19:00-19:15,24.77,48.44,32,96.89,66.44,273.96,96.89,12.48,21.32,62.01,0,24.22,6.34,0,15.36,2,0,0,36.66,1.38,0,0,41.34,0,110,0,0,36.67,0,30.41,1,0.28,0,1,0,0.06,0,81.83,0.06,25.5616,0.06,0,30.28,263.06

78,19:15-19:30,24.77,48.44,32,96.89,66.44,273.96,96.89,12.48,21.32,62.01,0,24.22,6.34,0,15.36,1,0,0,36.66,0,0,0,41.34,0,110,0,0,36.67,0,30.21,1,0,0,0,0,0.01,0,81.83,0.01,25.5616,0.01,0,30.28,263.06

79,19:30-19:45,24.77,48.44,32,96.89,66.44,273.96,96.89,12.48,21.32,62.01,0,24.22,6.34,0,15.36,0,0,0,36.66,0,0,0,38.34,0,110,0,0,36.67,0,34.21,0,0,0,0,0,0,0,81.83,0,25.5616,0,0,29.77,263.06

80,19:45-20:00,24.77,48.44,32,96.89,66.44,273.96,96.89,12.48,21.32,62.01,0,24.22,6.34,0,15.36,0,0,0,36.66,0,0,0,38.34,0,110,0,0,36.67,0,33.61,0,0,0,0,0,0,0,81.83,0,25.5616,0,0,29.27,263.06

81,20:00-20:15,24.77,48.44,32,96.89,66.44,273.96,96.89,12.48,21.32,62.01,0,24.22,6.52,0,15.08,0,0,0,36.66,0,0,0,38.34,0,110,0,0,36.67,0,33.61,0,0,0,0,0,0,0,81.83,0,25.5616,0,0,29.27,263.06

