Block,Time,BRBCL,CHAMERA3,NNTPP,NTPL,PARBATI3,RAMPUR,RIHAND1,RIHAND3,SASAN,SIMHST2,TALA,UNCHAHAR1,UNCHAHAR2,KHSTPP-II,SIMHST1,TALST2,TEHRI,UNCHAHAR4,VALLURNTECL,ANTA_LF,ANTA_RF,FSTPP I & II,JHAJJAR,RAPPB,RSTPSU1TO6,SALAL,URI2,ANTA_CRF,AURY_RF,DADRI_CRF,DADRI_GF,CHAMERA1,DHAULIGNGA,DULHASTI,KGSU1AND2,KOTESHWR,NLCIIST1,PARBATI2,RSTPSU7,SINGRAULI_HYDRO,URI,AURY_CRF,AURY_LF,DADRI_RF,BSIUL,KHSTPP-I,KOLDAM,KUDGI,MAPS,NLCTS2EXP,SEWA2,SINGRAULI,TANAKPUR,CHAMERA2,NLCEXP,NLCIIST2,RIHAND2,UNCHAHAR3,ANTA_GF,DADRT2,NAPP,NJPC,RAPPC,RAPPD,TANDA2,KGSU3AND4,KISHANGANGA,KKNP,KKNPPU2,TelanganaSTPP,AURY_GF,DADRI_LF
36,08:45-09:00,20,23.33,0,0,38.36,5.42,97.23,130.79,345.38,0,0,21.94,45,148.3,0,0,0,3.2,0,0,50.51,20.8,670.67,0,0,79.38,38.1,0,80.77,0,0,0,10.95,59.5,0,10.43,0,30.06,0,0.98,52.36,0,0,98.41,19.56,45.53,3.88,0,0,0,18.9,150.34,0.51,32.53,0,0,124.58,27.68,0,548.92,25.9,138.33,69.23,22.02,5.7,0,8.36,0,0,0,0,0

37,09:00-09:15,20,23.33,0,0,33.76,5.42,97.23,130.79,345.38,0,0,21.94,45,148.3,0,0,0,3.2,0,0,50.51,20.8,670.67,0,0,79.38,38.1,0,80.77,0,0,0,10.95,59.5,0,10.43,0,30.06,0,0.98,52.36,0,0,98.41,19.56,45.53,3.88,0,0,0,18.9,150.34,0.51,32.53,0,0,124.58,27.68,0,548.92,25.9,138.33,69.23,22.02,5.7,0,8.36,0,0,0,0,0

38,09:15-09:30,20,23.33,0,0,33.76,5.42,97.23,130.79,345.38,0,0,21.94,45,148.3,0,0,0,3.2,0,0,50.51,20.8,670.67,0,0,79.38,38.1,0,80.77,0,0,0,10.95,59.5,0,10.43,0,30.06,0,0.98,52.36,0,0,98.41,19.56,45.53,1.93,0,0,0,18.9,150.34,0.51,32.53,0,0,124.58,27.68,0,548.92,25.9,138.33,69.23,22.02,5.7,0,8.36,0,0,0,0,0

39,09:30-09:45,20,23.33,0,0,33.76,5.42,97.23,130.79,345.38,0,0,21.94,45,148.3,0,0,0,3.2,0,0,50.51,20.8,670.67,0,0,79.38,38.1,0,80.77,0,0,0,0,59.5,0,10.43,0,30.06,0,0.98,52.36,0,0,98.41,19.56,45.53,0,0,0,0,18.9,150.34,0.51,32.53,0,0,124.58,27.68,0,548.92,25.9,138.33,69.23,22.02,5.7,0,8.36,0,0,0,0,0

40,09:45-10:00,20,23.33,0,0,33.76,5.42,97.23,130.79,345.38,0,0,21.94,45,148.3,0,0,0,3.2,0,0,50.51,20.8,670.67,0,0,79.38,38.1,0,80.77,0,0,0,0,59.5,0,10.43,0,30.06,0,0.98,52.36,0,0,98.41,19.56,45.53,0,0,0,0,12.61,150.34,0.51,32.53,0,0,124.58,27.68,0,548.92,25.9,138.33,69.23,22.02,5.7,0,8.36,0,0,0,0,0

41,10:00-10:15,20,23.33,0,0,33.76,5.42,97.23,130.79,345.38,0,0,21.94,45,148.3,0,0,0,3.2,0,0,50.51,20.8,670.67,0,0,79.38,38.1,0,80.77,0,0,0,0,59.5,0,10.43,0,30.06,0,0.98,52.36,0,0,98.41,13.04,45.53,0,0,0,0,6.3,150.34,0.51,32.53,0,0,124.58,27.68,0,548.92,25.9,138.33,69.23,22.02,5.7,0,8.36,0,0,0,0,0

42,10:15-10:30,20,23.33,0,0,33.76,5.42,97.23,130.79,345.38,0,0,21.94,45,148.3,0,0,0,3.2,0,0,49.86,20.8,670.67,0,0,79.38,38.1,0,80.77,0,0,0,0,59.5,0,10.43,0,30.06,0,0.98,52.36,0,0,98.41,13.04,45.53,0,0,0,0,0,150.34,0.51,32.53,0,0,124.58,27.68,0,548.92,25.9,138.33,69.23,22.02,5.7,0,8.36,0,0,0,0,0

43,10:30-10:45,20,11.67,0,0,23.02,5.42,97.23,130.79,365.62,0,0,21.94,45,148.3,0,0,0,3.2,0,0,49.86,20.8,670.67,0,0,79.01,38.1,0,80.77,0,0,0,0,59.5,0,10.43,0,22.54,0,0.98,52.36,0,0,98.41,6.52,45.53,0,0,0,0,0,150.34,0.51,32.53,0,0,124.58,27.68,0,548.92,25.9,138.33,69.23,22.02,5.7,0,8.36,0,0,0,0,0

44,10:45-11:00,20,11.67,0,0,23.02,5.42,97.23,130.79,376.88,0,0,21.94,45,148.3,0,0,0,3.2,0,0,49.86,20.8,670.67,0,0,79.01,38.1,0,80.77,0,0,0,0,59.5,0,10.43,0,22.54,0,0.98,52.36,0,0,98.41,6.52,45.53,0,0,0,0,0,150.34,0.51,32.53,0,0,124.58,27.68,0,548.92,25.9,138.33,69.23,22.02,5.7,0,8.36,0,0,0,0,0

45,11:00-11:15,20,11.67,0,0,23.02,5.42,97.23,130.79,384.75,0,0,21.94,45,148.3,0,0,0,3.2,0,0,49.86,20.8,670.67,0,0,51.13,38.1,0,80.77,0,0,0,0,59.5,0,10.43,0,22.54,0,0.98,52.99,0,0,98.41,6.52,45.53,0,0,0,0,0,150.34,0.51,16.27,0,0,124.58,27.68,0,548.92,25.9,138.33,69.23,22.02,5.7,0,8.36,0,0,0,0,0

46,11:15-11:30,20,11.67,0,0,16.88,5.42,97.23,130.79,392.62,0,0,21.94,45,148.3,0,0,0,3.2,0,0,49.86,20.8,670.67,0,0,51.13,38.1,0,80.77,0,0,0,0,59.5,0,10.43,0,22.54,0,0.98,52.99,0,0,98.41,6.52,45.53,0,0,0,0,0,150.34,0.51,16.27,0,0,124.58,27.68,0,548.92,25.9,138.33,69.23,22.02,5.7,0,8.36,0,0,0,0,0

47,11:30-11:45,20,11.67,0,0,16.88,5.42,97.23,130.79,400.5,0,0,21.94,45,148.3,0,0,0,3.2,0,0,49.86,20.8,670.67,0,0,51.13,38.1,0,80.77,0,0,0,0,59.5,0,10.43,0,22.54,0,0.98,52.99,0,0,98.41,6.52,45.53,0,0,0,0,0,150.34,0.51,16.27,0,0,124.58,27.68,0,548.92,25.9,138.33,69.23,22.02,5.7,0,8.36,0,0,0,0,0

48,11:45-12:00,20,11.67,0,0,16.88,5.42,97.23,130.79,408.38,0,0,21.94,45,148.3,0,0,0,3.2,0,0,49.86,20.8,670.67,0,0,51.13,38.1,0,80.77,0,0,0,0,59.5,0,10.43,0,22.54,0,0.98,52.99,0,0,98.41,6.52,45.53,0,0,0,0,0,150.34,0.51,16.27,0,0,124.58,27.68,0,548.92,25.9,138.33,69.23,22.02,5.7,0,8.36,0,0,0,0,0

49,12:00-12:15,20,11.67,0,0,16.88,4.4,97.23,130.79,416.25,0,0,21.94,45,148.3,0,0,0,3.2,0,0,49.86,20.8,670.67,0,0,51.13,38.1,0,80.77,0,0,0,0,59.5,0,10.43,0,15.02,0,1.02,52.99,0,0,98.41,6.52,45.53,0,0,0,0,0,150.34,0.51,16.27,0,0,124.58,27.68,0,548.92,25.9,110.67,69.23,22.02,5.7,0,8.36,0,0,0,0,0

50,12:15-12:30,20,11.67,0,0,16.88,3.12,97.23,130.79,416.25,0,0,21.94,45,148.3,0,0,0,3.2,0,0,48.55,20.8,670.67,0,0,51.13,38.1,0,80.77,0,0,0,0,59.5,0,10.43,0,15.02,0,1.02,52.99,0,0,98.41,6.52,45.53,0,0,0,0,0,150.34,0.51,16.27,0,0,124.58,27.68,0,548.92,25.9,78.4,69.23,22.02,5.7,0,8.36,0,0,0,0,0

51,12:30-12:45,20,11.67,0,0,16.88,3.12,97.23,130.79,416.25,0,0,21.94,45,148.3,0,0,0,3.2,0,0,48.55,20.8,670.67,0,0,51.13,38.1,0,80.77,0,0,0,0,59.5,0,10.43,0,15.02,0,1.02,50.79,0,0,98.41,6.52,45.53,0,0,0,0,0,150.34,0.51,16.27,0,0,124.58,27.68,0,548.92,25.9,78.4,69.23,22.02,5.7,0,8.36,0,0,0,0,0

52,12:45-13:00,20,11.67,0,0,16.88,3.12,97.23,130.79,416.25,0,0,21.94,45,148.3,0,0,0,3.2,0,0,48.55,20.8,670.67,0,0,51.13,38.1,0,80.77,0,0,0,0,59.5,0,10.43,0,15.02,0,1.02,50.79,0,0,98.41,6.52,45.53,0,0,0,0,0,150.34,0.51,16.27,0,0,124.58,27.68,0,548.92,25.9,78.4,69.23,22.02,5.7,0,8.36,0,0,0,0,0

53,13:00-13:15,20,11.67,0,0,16.88,3.12,97.23,130.79,416.25,0,0,21.94,45,148.3,0,0,0,3.2,0,0,48.55,20.8,670.67,0,0,40.09,38.1,0,80.77,0,0,0,0,59.5,0,10.43,0,15.02,0,1.02,49.68,0,0,98.41,6.52,45.53,0,0,0,0,0,150.34,0.51,16.27,0,0,124.58,27.68,0,548.92,25.9,78.4,69.23,22.02,5.7,0,8.11,0,0,0,0,0

54,13:15-13:30,20,11.67,0,0,16.88,3.12,97.23,130.79,416.25,0,0,21.94,45,148.3,0,0,0,3.2,0,0,47.89,20.8,670.67,0,0,40.09,38.1,0,80.77,0,0,0,0,59.5,0,10.43,0,15.02,0,1.02,49.68,0,0,98.41,6.52,45.53,0,0,0,0,6.3,150.34,0.51,16.27,0,0,124.58,27.68,0,548.92,25.9,78.4,69.23,22.02,5.7,0,8.11,0,0,0,0,0

55,13:30-13:45,20,11.67,0,0,16.88,3.12,97.23,130.79,416.25,0,0,21.94,45,148.3,0,0,0,3.2,0,0,47.89,20.8,670.67,0,0,40.09,38.1,0,80.77,0,0,0,0,59.5,0,10.43,0,15.02,0,1.02,49.68,0,0,98.41,6.52,45.53,0,0,0,0,12.61,150.34,0.51,16.27,0,0,124.58,27.68,0,548.92,25.9,78.4,69.23,22.02,5.7,0,8.11,0,0,0,0,0

