Block,Time,CHAMERA1,DADRT2,DHAULIGNGA,NLCIIST1,NTPL,RIHAND1,RSTPSU1TO6,TANDA2,TelanganaSTPP,DADRI_RF,CHAMERA2,KHSTPP-I,RAMPUR,RAPPB,UNCHAHAR2,JHAJJAR,KOLDAM,NNTPP,RIHAND3,UNCHAHAR3,UNCHAHAR4,AURY_RF,DADRI_CRF,DULHASTI,FSTPP I & II,KGSU1AND2,KGSU3AND4,NLCEXP,NLCIIST2,NLCTS2EXP,PARBATI3,RAPPC,SALAL,SINGRAULI_HYDRO,URI2,VALLURNTECL,ANTA_LF,CHAMERA3,KOTESHWR,SASAN,SIMHST1,TEHRI,ANTA_CRF,ANTA_GF,ANTA_RF,AURY_GF,DADRI_GF,BRBCL,KKNP,KUDGI,RIHAND2,SINGRAULI,TALA,TALST2,TANAKPUR,TEHRIPSP,AURY_CRF,DADRI_LF,BSIUL,KHSTPP-II,KISHANGANGA,KKNPPU2,NAPP,NJPC,PARBATI2,SIMHST2,URI,MAPS,RAPPD,RSTPSU7,SEWA2,UNCHAHAR1,AURY_LF
17,04:00-04:15,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,41.62,65.42,82.5,1.06,23.38,0,0,33.94,30.43,261,0,53.66,0,0,51.84,0,0,24.99,0,0,125.27,147.44,29.64,0,11.91,0,0,0,13.04,148.3,7.05,0,24.23,175.79,0,0,37.53,0,24.19,0,0,21.65,0

18,04:15-04:30,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,49.06,65.42,82.5,1.06,23.38,0,0,33.94,30.43,261,0,53.66,0,0,51.84,0,0,24.99,0,0,125.27,147.44,29.64,0,11.91,0,0,0,13.04,148.3,7.05,0,24.23,175.79,0,0,37.53,0,24.19,0,0,21.65,0

19,04:30-04:45,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,49.06,65.42,82.5,1.06,23.38,0,0,33.94,30.43,261,0,53.66,0,0,51.84,0,0,24.99,0,0,125.27,147.44,29.54,0,11.91,0,0,0,13.04,148.3,7.05,0,24.23,175.79,0,0,30.91,0,24.19,0,0,21.65,0

20,04:45-05:00,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,41.62,65.42,82.5,1.06,23.38,0,0,33.94,30.43,261,0,53.66,0,0,51.84,0,0,24.99,0,0,125.27,147.44,29.28,0,11.91,0,0,0,13.04,148.3,7.05,0,24.23,175.79,0,0,30.91,0,24.19,0,0,21.65,0

21,05:00-05:15,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,34.19,65.42,82.5,1.06,23.38,0,0,33.94,20.29,261,0,53.66,0,0,51.84,0,0,24.99,0,0,125.27,147.44,28.91,0,11.91,0,0,0,13.04,148.3,7.05,0,24.23,175.79,0,0,30.91,0,24.19,0,0,21.65,0

22,05:15-05:30,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,34.19,65.42,82.5,1.06,23.38,0,0,33.94,20.29,261,0,53.66,0,0,51.84,0,0,24.99,0,0,125.27,147.44,28.69,0,11.91,0,0,0,13.04,148.3,7.05,0,24.23,175.79,0,0,30.91,0,24.19,0,0,21.65,0

23,05:30-05:45,42.15,689.38,42.46,0,0,98.32,0,4.52,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.03,79.22,0,55.38,20.8,0,0,0,0,0,34.19,65.42,82.5,1.06,23.38,0,0,33.94,10.14,261,0,53.66,0,0,51.84,0,0,24.99,0,0,125.27,147.44,28.28,0,11.91,0,0,0,13.04,148.3,7.05,0,24.23,175.79,0,0,30.91,0,24.19,0,0,21.65,0

24,05:45-06:00,42.15,689.38,42.46,0,0,98.32,0,4.52,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,2.53,79.22,0,55.38,20.8,0,0,0,0,0,34.19,65.42,82.5,1.06,23.38,0,0,33.94,10.14,261,0,53.66,0,0,51.84,0,0,24.99,0,0,125.27,147.44,28.17,0,11.91,0,0,0,13.04,148.3,7.05,0,24.23,175.79,0,0,30.91,0,24.19,0,0,21.65,0

25,06:00-06:15,42.15,689.38,42.46,0,0,98.32,0,4.83,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,2.53,79.22,0,55.38,20.8,0,0,0,0,0,22.3,65.42,82.5,1.06,23.38,0,0,33.94,10.14,261,0,53.66,0,0,51.84,0,0,24.99,0,0,125.27,147.44,28.17,0,11.91,0,0,0,13.04,148.3,7.05,0,24.23,175.79,0,0,30.91,0,24.19,0,0,21.65,0

26,06:15-06:30,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,22.3,65.42,82.5,1.06,23.38,0,0,33.94,10.14,261,0,53.66,0,0,51.84,0,0,24.99,0,0,125.27,147.44,28.17,0,11.91,0,0,0,13.04,148.3,7.05,0,24.23,175.79,0,0,30.91,0,24.19,0,0,21.65,0

27,06:30-06:45,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,22.3,65.42,82.5,1.06,23.38,0,0,33.94,10.14,261,0,53.66,0,0,51.84,0,0,24.99,0,0,125.27,147.44,28.22,0,11.91,0,0,0,19.56,148.3,7.05,0,24.23,175.79,0,0,30.91,0,24.19,0,0,21.65,0

28,06:45-07:00,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,22.3,65.42,82.5,1.06,23.38,0,0,33.94,10.14,261,0,53.66,0,0,51.84,0,0,24.99,0,0,125.27,147.44,28.25,0,11.91,0,0,0,19.56,148.3,7.05,0,24.23,175.79,0,0,30.91,0,24.19,0,0,21.65,0

29,07:00-07:15,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,22.3,65.42,82.5,1.06,24.94,0,0,33.94,10.14,261,0,53.66,0,0,51.2,0,0,24.99,0,0,125.27,147.44,29.69,0,11.91,0,0,0,19.56,148.3,7.05,0,24.23,175.79,0,0,30.91,0,24.19,0,0,21.65,0

30,07:15-07:30,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,22.3,65.42,82.5,1.06,24.94,0,0,33.94,10.14,261,0,26.83,0,0,51.2,0,0,24.99,0,0,125.27,147.44,29.69,0,11.91,0,0,0,19.56,148.3,7.05,0,24.23,175.79,0,0,30.91,0,24.19,0,0,21.65,0

31,07:30-07:45,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,22.3,65.42,82.5,1.06,24.94,0,0,33.94,10.14,261,0,13.42,0,0,51.2,0,0,24.99,0,0,125.27,147.44,29.69,0,11.91,0,0,0,19.56,148.3,7.05,0,24.23,175.79,0,0,30.91,0,24.19,0,0,21.65,0

32,07:45-08:00,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,32.71,65.42,82.5,1.06,24.94,0,0,33.94,10.14,261,0,0,0,0,51.2,0,0,24.99,0,0,125.27,147.44,29.69,0,11.91,0,0,0,19.56,148.3,7.05,0,24.23,175.79,0,0,30.91,0,24.19,0,0,21.65,0

33,08:00-08:15,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,32.71,65.42,80.76,1.06,24.94,0,0,33.94,10.14,270,0,0,0,0,50.57,0,0,24.99,0,0,125.27,147.44,29.69,0,11.91,0,0,0,19.56,148.3,7.05,0,24.23,175.79,0,0,35.33,0,24.19,0,0,21.65,0

34,08:15-08:30,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,32.71,65.42,80.76,1.06,24.94,0,0,33.94,10.14,270,0,0,0,0,50.57,0,0,24.99,0,0,125.27,147.44,31.81,0,11.91,0,0,0,19.56,148.3,7.05,0,24.23,175.79,0,0,35.33,0,24.19,0,0,21.65,0

35,08:30-08:45,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,32.71,65.42,80.76,1.06,24.94,0,0,33.94,10.14,270,0,0,0,0,50.57,0,0,24.99,0,0,125.27,147.44,31.81,0,11.91,0,0,0,19.56,148.3,7.05,0,24.23,175.79,0,0,35.33,0,24.19,0,0,21.65,0

36,08:45-09:00,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,32.71,65.42,80.76,1.06,24.94,0,0,33.94,10.14,270,0,0,0,0,50.57,0,0,24.99,0,0,125.27,147.44,31.81,0,11.91,0,0,0,19.56,148.3,7.05,0,24.23,175.79,0,0,35.33,0,24.19,0,0,21.65,0

37,09:00-09:15,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,32.71,65.42,80.76,1.06,24.94,0,0,33.94,10.14,270,0,0,0,0,49.31,0,0,24.99,0,0,125.27,147.44,31.81,0,11.91,0,0,0,19.56,148.3,7.05,0,24.23,175.79,0,0,35.33,0,24.19,0,0,21.65,0

38,09:15-09:30,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,32.71,65.42,80.76,1.06,24.94,0,0,33.94,10.14,270,0,0,0,0,49.31,0,0,24.99,0,0,125.27,147.44,31.81,0,11.91,0,0,0,19.56,148.3,7.05,0,24.23,175.79,0,0,35.33,0,24.19,0,0,21.65,0

39,09:30-09:45,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,22.3,65.42,80.76,1.06,38.97,0,0,33.94,10.14,270,0,0,0,0,49.31,0,0,24.99,0,0,125.27,147.44,31.81,0,11.91,0,0,0,19.56,148.3,7.05,0,24.23,175.79,0,0,52.36,0,24.19,0,0,21.65,0

40,09:45-10:00,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,22.3,65.42,80.76,1.06,38.97,0,0,33.94,10.14,270,0,0,0,0,49.31,0,0,24.99,0,0,125.27,147.44,31.81,0,11.91,0,0,0,19.56,148.3,7.05,0,24.23,175.79,0,0,52.36,0,24.19,0,0,21.65,0

41,10:00-10:15,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,22.3,65.42,81.34,1.06,38.97,0,0,33.94,10.14,270,0,0,0,0,49.31,0,0,24.99,0,0,125.27,147.44,31.81,0,11.91,0,0,0,19.56,148.3,7.05,0,24.23,175.79,0,0,52.36,0,24.19,0,0,21.65,0

42,10:15-10:30,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,22.3,65.42,81.34,1.06,38.97,0,0,33.94,10.14,270,0,0,0,0,49.31,0,0,24.99,0,0,125.27,147.44,31.81,0,11.91,0,0,0,19.56,148.3,7.05,0,24.23,175.79,0,0,52.36,0,24.19,0,0,21.65,0

43,10:30-10:45,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,22.3,65.42,81.34,1.06,38.97,0,0,33.94,10.14,270,0,0,0,0,49.31,0,0,24.99,0,0,125.27,147.44,31.46,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,22.08,0,24.19,0,0,21.65,0

44,10:45-11:00,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,22.3,65.42,81.34,1.06,38.97,0,0,33.94,10.14,270,0,0,0,0,49.31,0,0,24.99,0,0,125.27,147.44,31.46,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,22.08,0,24.19,0,0,21.65,0

45,11:00-11:15,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,22.3,65.42,81.34,1.06,24.16,0,0,33.94,10.14,270,0,0,0,0,48.68,0,0,24.99,0,0,125.27,147.44,31.61,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,22.08,0,24.19,0,0,21.65,0

46,11:15-11:30,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,22.3,65.42,81.34,1.06,24.16,0,0,33.94,10.14,270,0,0,0,0,48.68,0,0,24.99,0,0,125.27,147.44,31.61,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,22.08,0,24.19,0,0,21.65,0

47,11:30-11:45,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,32.71,65.42,81.34,1.06,24.16,0,0,33.94,10.14,270,0,0,0,0,48.68,0,0,24.99,0,0,125.27,147.44,31.75,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,22.08,0,24.19,0,0,21.65,0

48,11:45-12:00,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,32.71,65.42,81.34,1.06,24.16,0,0,33.94,10.14,270,0,0,0,0,48.68,0,0,24.99,0,0,125.27,147.44,31.75,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,22.08,0,24.19,0,0,21.65,0

49,12:00-12:15,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,22.3,65.42,81.34,1.06,24.16,0,0,33.94,10.14,270,0,0,0,0,48.04,0,0,24.99,0,0,125.27,147.44,31.75,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,22.08,0,24.19,0,0,21.65,0

50,12:15-12:30,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,22.3,65.42,81.34,1.06,24.16,0,0,33.94,10.14,270,0,0,0,0,48.04,0,0,24.99,0,0,125.27,147.44,31.75,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,22.08,0,24.19,0,0,21.65,0

51,12:30-12:45,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,22.3,65.42,81.92,1.06,24.16,0,0,33.94,10.14,270,0,0,0,0,48.04,0,0,24.99,0,0,125.27,147.44,31.75,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,35.33,0,24.19,0,0,21.65,0

52,12:45-13:00,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,22.3,65.42,81.92,1.06,24.16,0,0,33.94,10.14,270,0,0,0,0,48.04,0,0,24.99,0,0,125.27,147.44,31.75,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,35.33,0,24.19,0,0,21.65,0

53,13:00-13:15,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,18.58,65.42,81.92,1.06,24.16,0,0,33.94,10.14,270,0,0,0,0,48.04,0,0,24.99,0,0,125.27,147.44,31.75,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,35.33,0,24.19,0,0,21.65,0

54,13:15-13:30,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,18.58,65.42,81.92,1.06,24.16,0,0,33.94,10.14,270,0,0,0,0,47.41,0,0,24.99,0,0,125.27,147.44,31.75,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,35.33,0,24.19,0,0,21.65,0

55,13:30-13:45,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,18.58,65.42,81.92,1.06,24.16,0,0,33.94,10.14,270,0,0,0,0,47.41,0,0,24.99,0,0,125.27,147.44,31.75,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,35.33,0,24.19,0,0,21.65,0

