Block,Time,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,NR/28112023/28112023/HPX-TAMCTG-271123-05300,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/25122043/GNA_MEJA_DELHI,NR/03112023/30112023/IEX-231101-05680,NR/01112023/30112023/HP-09,NR/01112023/30112023/HP-10,NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/21112023/30112023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/14082046/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/01102023/02012046/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61
67,16:30-16:45,1.630000,30.850000,118.010000,1.420000,260.890000,24.750000,1.460000,86.960000,0.000000,1.420000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,2.130000,48.200000,96.410000,25.070000,1.840000,28.22,17.09,0,84.65,7.42,6,53.59,12,28.21,11.07,9.178512,144.62,0,16.06,28,44.44,8.89,26.29,12,53.59,4,7.01

68,16:45-17:00,1.630000,30.850000,118.010000,0.870000,260.890000,24.750000,0.900000,86.960000,0.000000,0.870000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,2.130000,48.200000,96.410000,25.070000,1.840000,28.16,12.1,0,84.47,4.72,5,53.66,8,28.16,5.7,4.501749,144.62,0,7.45,20,30.86,6.17,26.16,10,53.66,1,7.01

69,17:00-17:15,1.630000,30.850000,118.010000,0.530000,260.890000,23.770000,0.530000,86.960000,96.410000,0.530000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,2.080000,48.200000,96.410000,25.070000,1.840000,24.84,7.03,0,74.52,2.61,3,53.75,4,24.84,2.85,2.061276,144.62,0,5,11,18.79,3.76,25.88,7,53.75,0,7.01

70,17:15-17:30,1.630000,30.850000,118.010000,0.220000,260.890000,23.770000,0.230000,86.960000,96.410000,0.220000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,2.080000,48.200000,96.410000,25.070000,1.840000,24.79,3.31,0,74.36,1.13,2,53.51,2,24.79,0.95,0.505596,144.62,0,1,4,10.06,2.01,25.4,3,53.51,0,7.01

71,17:30-17:45,1.630000,30.850000,118.010000,0.050000,260.890000,23.770000,0.050000,86.960000,96.410000,0.050000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,2.080000,48.200000,96.410000,25.070000,1.840000,24.74,0.97,0,74.21,0.28,1,53.13,0,24.74,0.1,0,144.62,0,0,1,3.69,0.74,20.56,1,53.13,0,7.01

72,17:45-18:00,1.630000,30.850000,118.010000,0.000000,260.890000,23.770000,0.000000,86.960000,96.410000,0.000000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,2.080000,48.200000,96.410000,25.070000,1.840000,24.69,0,0,74.06,0,0,52.33,0,24.68,0,0,144.62,0,0,1,0.97,0.19,19.88,0,52.33,0,7.01

73,18:00-18:15,1.630000,30.850000,118.010000,0.000000,260.890000,10.020000,0.000000,86.960000,96.410000,0.000000,100.980000,0.000000,48.200000,0.000000,98.350000,271.150000,2.080000,48.200000,96.410000,25.070000,1.760000,22.16,0,0,66.49,0,0,41.38,0,22.16,0,0,144.62,0,0,1,0,0,17.66,0,41.38,0,7.01

74,18:15-18:30,1.630000,30.850000,118.010000,0.000000,260.890000,10.020000,0.000000,86.960000,96.410000,0.000000,100.980000,0.000000,48.200000,0.000000,98.350000,271.150000,2.080000,48.200000,96.410000,24.100000,1.760000,22.13,0,0,66.4,0,0,40.13,0,22.14,0,0,144.62,0,0,1,0,0,16.54,0,40.13,0,7.01

75,18:30-18:45,1.630000,30.850000,118.010000,0.000000,260.890000,23.770000,0.000000,86.960000,96.410000,0.000000,100.980000,0.000000,48.200000,0.000000,98.350000,271.150000,2.080000,48.200000,96.410000,24.100000,1.760000,22.08,0,0,66.25,0,0,39.18,0,22.08,0,0,144.62,0,0,1,0,0,13.43,0,39.18,0,7.01

76,18:45-19:00,1.630000,30.850000,118.010000,0.000000,260.890000,24.680000,0.000000,86.960000,96.410000,0.000000,100.980000,0.000000,48.200000,0.000000,98.350000,271.150000,2.080000,48.200000,96.410000,24.100000,1.760000,21.76,0,0,65.29,0,0,38.43,0,21.76,0,0,144.62,0,0,0,0,0,12.88,0,38.43,0,7.01

77,19:00-19:15,1.550000,25.590000,118.010000,0.000000,260.890000,25.590000,0.000000,86.960000,0.000000,0.000000,100.980000,0.000000,48.200000,0.000000,98.350000,271.150000,2.080000,48.200000,96.410000,24.100000,1.760000,17.31,0,0,51.93,0,0,52.28,0,17.31,0,0,144.62,0,0,0,0,0,14.85,0,52.28,0,7.01

78,19:15-19:30,1.550000,25.590000,118.010000,0.000000,260.890000,25.590000,0.000000,86.960000,0.000000,0.000000,100.980000,0.000000,48.200000,0.000000,98.350000,271.150000,2.080000,48.200000,96.410000,24.100000,1.760000,17.2,0,0,51.6,0,0,51.54,0,17.21,0,0,144.62,0,0,0,0,0,14.38,0,51.54,0,7.01

79,19:30-19:45,1.550000,25.590000,118.010000,0.000000,260.890000,25.590000,0.000000,86.960000,0.000000,0.000000,100.980000,0.000000,48.200000,0.000000,98.350000,271.150000,2.080000,48.200000,96.410000,24.100000,1.760000,17.18,0,0,51.53,0,0,50.78,0,17.18,0,0,144.62,0,0,0,0,0,13.97,0,50.78,0,7.01

80,19:45-20:00,1.550000,25.590000,118.010000,0.000000,260.890000,25.590000,0.000000,86.960000,0.000000,0.000000,100.980000,0.000000,48.200000,0.000000,98.350000,271.150000,2.080000,48.200000,96.410000,24.100000,1.760000,16.45,0,0,49.35,0,0,50.09,0,16.45,0,0,144.62,0,0,0,0,0,13.6,0,50.09,0,7.01

81,20:00-20:15,1.480000,25.590000,118.010000,0.000000,260.890000,25.590000,0.000000,86.960000,0.000000,0.000000,100.980000,0.000000,48.200000,0.000000,98.350000,271.150000,2.040000,48.200000,96.410000,25.070000,1.690000,16.39,0,0,49.17,0,0,55.54,0,16.39,0,0,144.62,0,0,0,0,0,13.51,0,55.54,0,7.01

82,20:15-20:30,1.480000,25.590000,118.010000,0.000000,260.890000,25.590000,0.000000,86.960000,0.000000,0.000000,100.980000,0.000000,48.200000,0.000000,98.350000,271.150000,2.040000,48.200000,96.410000,25.070000,1.690000,15.89,0,0,47.66,0,0,54.88,0,15.88,0,0,144.62,0,0,0,0,0,13.14,0,54.88,0,7.01

83,20:30-20:45,1.480000,25.590000,118.010000,0.000000,260.890000,25.590000,0.000000,86.960000,0.000000,0.000000,100.980000,0.000000,48.200000,0.000000,98.350000,271.150000,2.040000,48.200000,96.410000,25.070000,1.690000,15.59,0,0,46.76,0,0,60.88,0,15.58,0,0,144.62,0,0,0,0,0,12.62,0,60.88,0,7.01

84,20:45-21:00,1.480000,25.590000,71.730000,0.000000,260.890000,25.590000,0.000000,86.960000,0.000000,0.000000,100.980000,0.000000,48.200000,0.000000,98.350000,271.150000,2.040000,48.200000,96.410000,25.070000,1.690000,15.39,0,0,46.17,0,0,59.54,0,15.39,0,0,144.62,0,0,0,0,0,8.7,0,59.54,0,7.01

85,21:00-21:15,1.480000,26.020000,71.730000,0.000000,260.890000,26.020000,0.000000,68.000000,0.000000,0.000000,100.980000,0.000000,48.200000,0.000000,98.350000,271.150000,2.040000,48.200000,96.410000,25.070000,1.690000,15.11,0,0,45.31,0,0,66.54,0,15.1,0,0,144.62,0,0,0,0,0,8.79,0,66.54,0,8.61

86,21:15-21:30,1.480000,26.020000,71.730000,0.000000,260.890000,26.020000,0.000000,68.000000,0.000000,0.000000,83.650000,0.000000,48.200000,0.000000,98.350000,271.150000,2.040000,48.200000,96.410000,25.070000,1.690000,14.88,0,0,44.65,0,0,65.88,0,14.9,0,0,144.62,0,0,0,0,0,8.75,0,65.88,0,9.58

87,21:30-21:45,1.480000,26.020000,71.730000,0.000000,260.890000,26.020000,0.000000,68.000000,0.000000,0.000000,74.360000,0.000000,48.200000,0.000000,98.350000,271.150000,2.040000,48.200000,96.410000,25.070000,1.690000,21.1,0,0,63.29,0,0,64.54,0,21.09,0,0,144.62,0,0,0,0,0,15.64,0,64.54,0,10.54

88,21:45-22:00,1.480000,26.020000,71.730000,0.000000,234.190000,26.020000,0.000000,68.000000,0.000000,0.000000,83.650000,0.000000,48.200000,0.000000,98.350000,271.150000,2.040000,48.200000,96.410000,25.070000,1.690000,20.75,0,0,62.26,0,0,62.21,0,20.76,0,0,144.62,0,0,0,0,0,15.04,0,62.21,0,11.59

89,22:00-22:15,1.400000,26.020000,71.730000,0.000000,234.190000,26.020000,0.000000,68.000000,0.000000,0.000000,100.980000,0.000000,48.200000,76.640000,98.350000,271.150000,2.040000,48.200000,96.410000,24.100000,1.610000,20.41,0,0,61.23,0,0,60.44,0,20.41,0,0,144.62,0,0,0,0,0,14.84,0,60.44,0,12.73

90,22:15-22:30,1.400000,26.020000,71.730000,0.000000,234.190000,26.020000,0.000000,68.000000,0.000000,0.000000,100.980000,0.000000,48.200000,76.640000,98.350000,271.150000,2.040000,48.200000,96.410000,24.100000,1.610000,20.07,0,0,60.2,0,0,59.51,0,20.06,0,0,144.62,0,0,0,0,0,14.6,0,59.51,0,13.97

91,22:30-22:45,1.400000,26.020000,71.730000,0.000000,207.640000,26.020000,0.000000,68.000000,0.000000,0.000000,74.360000,0.000000,48.200000,76.640000,98.350000,271.150000,2.040000,48.200000,96.410000,24.100000,1.610000,22.22,0,0,66.67,0,0,66.21,0,22.23,0,0,144.62,0,0,0,0,0,14.37,0,66.21,0,14.28

92,22:45-23:00,1.400000,26.020000,71.730000,0.000000,210.090000,26.020000,0.000000,68.000000,0.000000,0.000000,65.070000,0.000000,48.200000,76.640000,98.350000,271.150000,2.040000,48.200000,96.410000,24.100000,1.610000,21.88,0,0,65.64,0,0,63.55,0,21.88,0,0,144.62,0,0,0,0,0,14.17,0,63.55,0,14.55

93,23:00-23:15,1.400000,26.020000,71.730000,0.000000,179.010000,26.020000,0.000000,43.900000,0.000000,0.000000,60.420000,0.000000,48.200000,76.640000,98.350000,271.150000,2.000000,48.200000,96.410000,24.100000,1.610000,21.54,0,0,64.61,0,0,60.88,0,21.53,0,0,144.62,0,0,0,0,0,14.05,0,60.88,0,14.74

94,23:15-23:30,1.400000,26.020000,71.730000,0.000000,159.730000,26.020000,0.000000,32.400000,0.000000,0.000000,46.470000,0.000000,48.200000,76.640000,98.350000,271.150000,2.000000,48.200000,96.410000,24.100000,1.610000,21.19,0,0,63.58,0,0,59.44,0,21.2,0,0,144.62,0,0,0,0,0,13.51,0,59.44,0,14.83

95,23:30-23:45,1.400000,26.020000,71.730000,0.000000,150.090000,26.020000,0.000000,32.400000,0.000000,0.000000,46.470000,0.000000,48.200000,76.640000,98.350000,231.380000,2.000000,48.200000,96.410000,24.100000,1.610000,20.85,0,0,62.55,0,0,58.77,0,20.85,0,0,144.62,0,0,0,0,0,13.44,0,58.77,0,13.77

96,23:45-24:00,1.400000,26.020000,71.730000,0.000000,150.090000,26.020000,0.000000,32.400000,0.000000,0.000000,46.470000,0.000000,48.200000,76.640000,98.350000,192.820000,2.000000,48.200000,96.410000,24.100000,1.610000,20.51,0,0,61.52,0,0,56.88,0,20.5,0,0,144.62,0,0,0,0,0,13.12,0,56.88,0,12.75

