Time,Block,NR/2024/18807/A/11848,NR/2024/19079/C,NR/2024/19056/C,NR/2024/18759/A/11748,NR/2024/18874/A/11847,NR/2024/18806/A/11758,Total
72,17:45-18:00,1.930000,0.000000,0.74,0.630000,1.930000,9.670000,14.9

73,18:00-18:15,1.930000,35.000000,0.44,0.630000,1.930000,9.670000,49.6

74,18:15-18:30,1.930000,45.000000,0.2,0.630000,1.930000,9.670000,59.36

75,18:30-18:45,1.930000,70.000000,0,0.630000,1.930000,9.670000,84.16

76,18:45-19:00,1.930000,80.000000,0,0.630000,1.930000,9.670000,94.16

77,19:00-19:15,1.930000,85.000000,0,0.730000,1.930000,9.670000,99.26

78,19:15-19:30,1.930000,80.000000,0,0.730000,1.930000,9.670000,94.26

79,19:30-19:45,1.930000,90.000000,0,0.730000,1.930000,9.670000,104.26

80,19:45-20:00,1.930000,100.000000,0,0.730000,1.930000,9.670000,114.26

81,20:00-20:15,1.930000,120.000000,0,0.680000,1.930000,9.670000,134.21

82,20:15-20:30,1.930000,125.000000,0,0.680000,1.930000,9.670000,139.21

83,20:30-20:45,1.930000,115.000000,0,0.680000,1.930000,9.670000,129.21

84,20:45-21:00,1.930000,110.000000,0,0.680000,1.930000,9.670000,124.21

85,21:00-21:15,1.930000,0.000000,0,0.680000,1.930000,9.670000,14.21

86,21:15-21:30,1.930000,0.000000,0,0.680000,1.930000,9.670000,14.21

87,21:30-21:45,1.930000,0.000000,0,0.680000,1.930000,9.670000,14.21

88,21:45-22:00,1.930000,0.000000,0,0.680000,1.930000,9.670000,14.21

89,22:00-22:15,1.930000,0.000000,0,0.680000,1.930000,9.670000,14.21

90,22:15-22:30,1.930000,0.000000,0,0.680000,1.930000,9.670000,14.21

91,22:30-22:45,1.930000,0.000000,0,0.680000,1.930000,9.670000,14.21

92,22:45-23:00,1.930000,0.000000,0,0.680000,1.930000,9.670000,14.21

93,23:00-23:15,1.930000,0.000000,0,0.630000,1.930000,9.670000,14.16

94,23:15-23:30,1.930000,0.000000,0,0.630000,1.930000,9.670000,14.16

95,23:30-23:45,1.930000,0.000000,0,0.630000,1.930000,9.670000,14.16

96,23:45-24:00,1.930000,0.000000,0,0.630000,1.930000,9.670000,14.16

