Block,Time,SH-07,LT-36,LT-05,LT_MEJA_Delhi,L_NR_2012_01,L_NR_2012_07,L_NR_2020_02,L_NR_2019_11,LT-35,L_NR_2019_19,L_NR_2012_02,LT-31,L_NR_2023_04,L_NR_2012_04,LT-59,SH-06,L_NR_2018_61,L_NR_2021_15,L_NR_2021_12,L_NR_2022_08,L_NR_2021_17,L_NR_2021_13,L_NR_2021_14,L_NR_2021_16,L_NR_2019_06,L_NR_2022_09,L_NR_2020_05,L_NR_2020_07,L_NR_2022_10,L_NR_2019_07,L_NR_2019_05,L_NR_2020_06
92,22:45-23:00,0.000000,0.000000,116.140000,3.200000,101.350000,87.270000,6.790000,5.840000,0.000000,0.000000,261.810000,0.000000,0.000000,272.110000,5.450000,0.000000,22.83,0,0,26.32,0,0,0,0,0,76.21,88.11,29.37,76.21,0,0,29.37

93,23:00-23:15,0.000000,0.000000,116.140000,3.200000,101.350000,87.270000,6.700000,5.700000,0.000000,0.000000,261.810000,0.000000,0.000000,272.110000,5.450000,0.000000,23.18,0,0,26.54,0,0,0,0,0,77.21,89.03,29.67,77.21,0,0,29.68

94,23:15-23:30,0.000000,0.000000,116.140000,3.200000,101.350000,87.270000,6.700000,5.700000,0.000000,0.000000,261.810000,0.000000,0.000000,272.110000,5.450000,0.000000,22.61,0,0,26.54,0,0,0,0,0,77.88,89.87,29.95,77.88,0,0,29.96

95,23:30-23:45,0.000000,0.000000,116.140000,3.200000,101.350000,87.270000,6.700000,5.700000,0.000000,0.000000,261.810000,0.000000,0.000000,272.110000,5.450000,0.000000,21.87,0,0,26.61,0,0,0,0,0,78.21,92.61,30.88,78.21,0,0,30.87

96,23:45-24:00,0.000000,0.000000,116.140000,3.200000,101.350000,87.270000,6.700000,5.700000,0.000000,0.000000,261.810000,0.000000,0.000000,272.110000,5.450000,0.000000,21.2,0,0,26.66,0,0,0,0,0,78.29,94.31,31.43,78.29,0,0,31.44

