Column1,Time,GNA/NR/2025/08/01/4125,GNA/NR/2025/08/01/3698,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,GNA/NR/2025/06/07/5932,NR/01102023/30042040/GNA_LT_36,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/07/01/8128,NR/30092023/26122029/SH-06,GNA/NR/2025/07/01/2952,GNA/NR/2025/07/01/1044,GNA/NR/2025/08/01/4452,GNA/NR/2025/08/01/6475,GNA/NR/2025/08/01/2414,GNA/NR/2025/08/01/6209,GNA/NR/2025/08/01/5784,GNA/NR/2025/08/01/6452,GNA/NR/2025/08/01/5126,GNA/NR/2025/08/01/1196,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,GNA/NR/2025/08/01/6187,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNARE/NR/2024/12/20/3668,WR/01102023/29112042/L_NR_2019_05,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19
67,16:30-16:45,12.41,12.41,0,4.9,26.95,130.4,4.9,-91.92,3.79,15,65.88,27.8,29.83,65.87,11.21,115.65,100.41,10.76,12.67,26.95,8.53,3.78,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,86.93,10.51,24.83,271.07,0,40.21,33,25.48,8,33,89.51,104.99,30,23,29.83,0,28,10,21,56.87

68,16:45-17:00,12.41,12.41,0,4.39,26.95,130.4,4.39,-0,3.39,13,65.29,27.76,29.83,65.3,11.21,115.65,100.41,10.76,12.67,26.95,8.53,3.78,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,86.93,10.51,24.83,271.07,0,36.09,33,26.63,5,33,89.51,96.48,27,22,29.83,0,27,10,19.29,50.04

69,17:00-17:15,12.41,12.41,0,3.88,26.95,130.4,3.88,-0,3,10,62.45,26.78,29.83,62.45,11.21,115.65,100.41,10.76,12.67,26.95,8.53,3.78,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,86.93,10.51,24.83,271.07,0,32.08,33,27.28,2,33,89.51,83.97,20,17,29.83,0,18,8,16.79,35.67

70,17:15-17:30,12.41,12.41,0,3.37,26.95,130.4,3.37,-0,2.61,8,59.47,25.81,29.67,59.46,11.21,115.65,100.41,10.76,12.67,26.95,8.53,3.78,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,86.93,10.51,24.83,271.07,0,27.88,32.2,27.78,0,33,88.99,71.46,17,15,29.67,0,15,8,14.29,29.35

71,17:30-17:45,12.41,12.41,0,2.86,26.95,130.4,2.86,-0,2.21,7,58.29,30,26.67,58.3,11.21,115.65,100.41,10.76,12.67,26.95,8.53,3.78,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,86.93,10.51,24.83,271.07,0,23.85,22.7,18.01,0,33,79.99,67.79,15,13,26.67,0,13,8,13.56,23.86

72,17:45-18:00,12.41,12.41,0,2.36,26.95,130.4,2.36,-0,1.82,6,56.7,29.34,26.17,56.69,11.21,115.65,100.41,10.76,12.67,26.95,8.53,3.78,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,86.93,10.51,24.83,271.07,0,19.27,13.2,19.01,0,25.2,78.49,53.41,12,12,26.17,0,10,6,10.68,18.44

73,18:00-18:15,12.41,12.41,0,1.67,24.6,130.4,1.67,-0,1.29,5,51.65,28,25.67,51.64,11.21,115.65,100.41,0,12.67,29.5,8.53,3.25,0,20.8,40.96,33.73,81.92,20.48,20.48,0,86.93,10.51,24.83,271.07,0,14.68,0,20.01,0,0,76.99,43.48,10,8,25.67,0,9,5,8.7,13.18

74,18:15-18:30,12.41,12.41,0,1.18,24.6,130.4,1.18,-0,0.92,3,50.79,26.66,24.5,50.8,11.21,115.65,100.41,0,12.67,29.5,8.53,3.25,0,20.8,40.96,33.73,81.92,20.48,20.48,0,86.93,10.51,24.83,271.07,0,9.99,0,21.01,0,0,73.5,33.55,7,5,24.5,0,6,3,6.71,8.65

75,18:30-18:45,12.41,12.41,0,0.26,26.61,130.4,0.26,-0,0.19,2,55,24.66,25.81,55,11.21,115.65,100.41,0,12.67,26.61,4.01,2.78,0,20.8,40.96,33.73,81.92,20.48,20.48,0,86.93,10.51,24.83,271.07,0,6.09,0,22.01,0,0,77.45,23.62,3,2,25.81,0,3,1,4.73,5.16

76,18:45-19:00,12.41,12.41,0,0.11,26.61,130.4,0.11,-0,0.09,1,54.66,23,24.37,54.67,11.21,115.65,100.41,0,12.67,26.61,4.01,2.78,0,20.8,40.96,33.73,81.92,20.48,20.48,0,86.93,10.51,24.83,271.07,0,0,0,22.01,0,0,73.11,13.68,1,1,24.37,0,2,1,2.74,3.38

77,19:00-19:15,14.6,14.6,0,0.05,29.5,130.4,0.05,-0,0.04,0,66.66,27.67,22.88,66.67,0,115.65,100.41,0,12.67,12.33,4.69,3.25,0,20.8,40.96,33.73,81.92,20.48,20.48,0,86.93,10.51,28.98,271.07,0,0,0,22.01,0,0,68.66,7.71,1,0,22.88,0,1,0,1.54,0

78,19:15-19:30,14.6,14.6,0,0.02,29.5,130.4,0.02,-0,0.02,0,65.66,26.67,21.27,65.67,0,115.65,100.41,0,12.67,12.33,4.01,2.78,0,20.8,40.96,33.73,81.92,20.48,20.48,0,86.93,10.51,28.98,271.07,0,0,0,21.81,0,0,63.83,3.42,0,0,21.27,0,0,0,0.69,0

79,19:30-19:45,14.6,14.6,0,0.01,29.5,130.4,0.01,-0,0.01,0,57.3,25.67,22.11,57.3,0,115.65,100.41,0,12.67,12.33,4.01,2.78,0,20.8,40.96,33.73,81.92,20.48,20.48,0,86.93,10.51,28.98,271.07,0,0,0,30.01,0,0,66.31,0.85,0,0,22.11,0,0,0,0.17,0

80,19:45-20:00,14.6,14.6,0,0,29.5,130.4,0,-0,0,0,55.2,25,20.58,55.2,0,115.65,100.41,0,12.67,4.5,4.01,2.78,0,20.8,40.96,33.73,81.92,20.48,20.48,0,86.93,10.51,28.98,271.07,0,0,0,30.21,0,0,61.73,0,0,0,20.58,0,0,0,0,0

81,20:00-20:15,14.6,14.6,0,0,29.5,130.4,0,-0,0,0,52.8,24.33,22.96,52.8,0,115.65,100.41,0,9.79,4.5,2.12,0.59,0,20.8,40.96,33.73,81.92,20.48,20.48,0,86.93,10.51,28.98,271.07,0,0,0,30.41,0,0,68.87,0,0,0,22.96,0,0,0,0,0

82,20:15-20:30,14.6,14.6,0,0,29.5,130.4,0,-0,0,0,50.7,23.33,21.69,50.7,0,115.65,100.41,0,9.79,4.5,2.12,0.59,0,20.8,40.96,33.73,81.92,20.48,20.48,0,86.93,10.51,28.98,271.07,0,0,0,30.61,0,0,65.08,0,0,0,21.69,0,0,0,0,0

83,20:30-20:45,14.6,14.6,0,0,29.5,130.4,0,-0,0,0,50.7,25,21.9,50.7,0,115.65,100.41,10.76,9.79,4.5,2.12,0.59,0,20.8,40.96,33.73,81.92,20.48,20.48,0,86.93,10.51,28.98,271.07,0,0,0,30.81,0,0,65.69,0,0,0,21.9,0,0,0,0,0

84,20:45-21:00,14.6,14.6,0,0,29.5,130.4,0,-0,0,0,50.7,24.33,21.63,50.7,0,115.65,100.41,10.76,9.79,4.5,2.12,0.59,0,20.8,40.96,33.73,81.92,20.48,20.48,0,86.93,10.51,28.98,271.07,0,0,0,31.01,0,0,64.9,0,0,0,21.63,0,0,0,0,0

85,21:00-21:15,14.6,14.6,0,0,29.5,130.4,0,-0,0,0,51,24,20.81,51,0,115.65,100.41,10.76,9.79,4.5,2.12,3.24,0,20.8,40.96,33.73,81.92,20.48,20.48,0,86.93,10.51,28.98,271.07,0,0,0,31.21,0,0,62.42,0,0,0,20.81,0,0,0,0,0

86,21:15-21:30,14.6,14.6,0,0,29.5,130.4,0,-0,0,0,51.6,22.67,19.99,51.6,0,115.65,100.41,10.76,9.79,4.5,2.12,3.24,0,20.8,40.96,33.73,81.92,20.48,20.48,0,86.93,10.51,28.98,271.07,0,0,0,31.61,0,0,59.95,0,0,0,19.99,0,0,0,0,0

87,21:30-21:45,14.6,14.6,0,0,29.5,130.4,0,-0,0,0,46,21.67,19.48,46,0,115.65,100.41,10.76,9.79,29.5,2.12,3.24,0,20.8,40.96,33.73,81.92,20.48,20.48,0,86.93,10.51,28.98,271.07,0,0,0,31.61,0,0,58.44,0,0,0,19.48,0,0,0,0,0

88,21:45-22:00,14.6,14.6,0,0,29.5,130.4,0,-0,0,0,45,21,18.82,45,0,115.65,100.41,10.76,9.79,29.5,2.12,3.24,0,20.8,40.96,33.73,81.92,20.48,20.48,0,86.93,10.51,28.98,271.07,0,0,0,31.61,0,0,56.47,0,0,0,18.82,0,0,0,0,0

89,22:00-22:15,14.6,14.6,0,0,29.5,130.4,0,-0,0,0,45,21.33,15.84,45,0,115.65,100.41,10.76,9.79,29.5,2.12,3.24,0,20.8,40.96,33.73,81.92,20.48,20.48,0,86.93,10.51,28.98,271.07,0,0,0,15.81,0,0,47.53,0,0,0,15.84,0,0,0,0,0

90,22:15-22:30,14.6,14.6,0,0,29.5,130.4,0,-0,0,0,44.66,20,14.2,44.67,0,115.65,100.41,10.76,9.79,29.5,2.12,3.24,0,20.8,40.96,33.73,81.92,20.48,20.48,0,86.93,10.51,28.98,271.07,0,0,0,15.41,0,0,42.62,0,0,0,14.2,0,0,0,0,0

91,22:30-22:45,14.6,14.6,0,0,29.5,130.4,0,-0,0,0,44.66,18.33,13.47,44.67,0,115.65,100.41,10.76,9.79,29.5,2.12,3.24,0,20.8,40.96,33.73,81.92,20.48,20.48,0,86.93,10.51,28.98,271.07,0,0,0,15.01,0,0,40.41,0,0,0,13.47,0,0,0,0,0

92,22:45-23:00,14.6,14.6,0,0,29.5,130.4,0,-0,0,0,44.66,17.33,13.15,44.67,0,115.65,100.41,10.76,9.79,29.5,2.12,3.24,0,20.8,40.96,33.73,81.92,20.48,20.48,0,86.93,10.51,28.98,271.07,0,0,0,14.21,0,0,39.47,0,0,0,13.15,0,0,0,0,0

93,23:00-23:15,14.6,14.6,0,0,29.5,130.4,0,-0,0,0,44.66,16.13,18.13,44.67,0,115.65,100.41,10.76,9.79,29.5,2.12,3.24,0,20.8,40.96,33.73,81.92,20.48,20.48,0,86.93,10.51,28.98,271.07,0,0,0,14.21,0,0,54.38,0,0,0,18.13,0,0,0,0,0

94,23:15-23:30,14.6,14.6,0,0,29.5,130.4,0,-0,0,0,45.34,16.38,18.85,45.33,0,115.65,100.41,10.76,9.79,29.5,2.12,3.24,0,20.8,40.96,33.73,81.92,20.48,20.48,0,86.93,10.51,28.98,271.07,0,0,0,14.21,0,0,56.56,0,0,0,18.85,0,0,0,0,0

95,23:30-23:45,14.6,14.6,0,0,29.5,130.4,0,-0,0,0,46.66,16.75,19.12,46.67,0,115.65,100.41,10.76,9.79,29.5,2.12,3.24,0,20.8,40.96,33.73,81.92,20.48,20.48,0,86.93,10.51,28.98,271.07,0,0,0,13.81,0,0,57.35,0,0,0,19.12,0,0,0,0,0

96,23:45-24:00,14.6,14.6,0,0,29.5,130.4,0,-0,0,0,47.34,17.24,19.3,47.33,0,115.65,100.41,10.76,9.79,29.5,2.12,3.24,0,20.8,40.96,33.73,81.92,20.48,20.48,0,86.93,10.51,28.98,271.07,0,0,0,13.81,0,0,57.92,0,0,0,19.3,0,0,0,0,0

