Block,Time Block,JHAJJAR,CHAMERA1,DHAULIGNGA,FSTPP I & II,CHAMERA3,DULHASTI,DADRT2,CHAMERA2,KHSTPP-I,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNPPU2,BRBCL,BSIUL,KISHANGANGA,KKNP,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,TANDA2,URI2,SINGRAULI_HYDRO,UNCHAHAR3,TALST2,TANAKPUR,TelanganaSTPP,TALA,UNCHAHAR2,URI,TEHRI,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,RIHAND3,SASAN,RAPPB,SIMHST1,RIHAND2,SIMHST2,RSTPSU7,RIHAND1,SALAL,SEWA2,SINGRAULI,RSTPSU1TO6,RAPPC,RAMPUR,NNTPP,NTPL,PARBATI3,KOLDAM,NJPC,NLCIIST2,MAPS,NAPP,NLCTS2EXP,KOTESHWR,NLCEXP,NLCIIST1,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,248.41,0,0,15.06,0,0,361.03,0,37.66,0,0,122.68,0,12.91,6.26,0,0,16.97,0,0,0,30.62,0.68,21.15,0,0,0,0,34.33,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,2.24,0,120.9,0,24.72,0,0,0,0,0,0,0,0,19.58,0,8.51,0,0,0,0,0,0,0,0

7,01:30-01:45,240.33,0,0,17.47,0,0,361.03,0,43.7,0,0,142.34,0,14.7,6.26,0,0,16.97,0,0,0,30.62,0.77,21.15,0,1.97,0,0,34.33,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,14.5,0,120.9,0,24.72,0,0,0,0,0,0,0,0,19.58,0,8.51,0,0,0,0,0,0,0,0

8,01:45-02:00,235.53,0,0,17.47,0,0,361.03,0,43.7,0,0,142.34,0,16.51,6.26,0,0,16.97,0,0,0,30.62,0.77,21.15,0,1.97,0,0,34.33,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,68.03,0,120.9,0,24.72,0,0,0,0,0,0,0,0,19.58,0,8.51,0,0,0,0,0,0,0,0

9,02:00-02:15,228.82,0,0,15.53,0,0,361.03,0,37.66,0,0,122.68,0,16.02,6.26,0,0,9.98,0,0,0,30.62,0.77,16.27,0,1.97,0,0,34.33,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,68.03,0,120.9,0,24.72,0,0,0,0,0,0,0,0,19.58,0,8.51,0,0,0,0,0,0,0,0

10,02:15-02:30,228.82,0,0,12.36,0,0,361.03,0,37.66,0,0,122.68,0,15.46,6.26,0,0,9.98,0,0,0,30.62,0.77,13.94,0,1.97,0,0,25.33,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,68.03,0,120.9,0,24.72,0,0,0,0,0,0,0,0,19.58,0,8.51,0,0,0,0,0,0,0,0

11,02:30-02:45,228.82,0,0,11.58,0,0,361.03,0,37.66,0,0,122.68,0,16.01,6.26,0,0,9.98,0,0,0,25.82,0.77,13.94,0,1.97,0,0,22.37,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,68.03,0,129.76,0,24.72,0,0,0,0,0,0,0,0,19.58,0,8.51,0,0,0,0,0,0,0,0

12,02:45-03:00,228.82,0,0,11.58,0,0,361.03,0,37.66,0,0,122.68,0,18.2,6.26,0,0,9.98,0,0,0,25.82,0.77,13.94,0,1.97,0,0,22.37,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,14.5,0,134.07,0,24.72,0,0,0,0,0,0,0,0,19.58,0,8.51,0,0,0,0,0,0,0,0

13,03:00-03:15,228.82,0,0,11.58,0,0,361.03,0,37.66,0,0,122.68,0,17.67,6.26,0,0,9.98,0,0,0,23.24,0.77,13.94,0,1.97,0,0,22.37,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,12.27,0,134.07,0,24.72,0,0,0,0,0,0,0,0,19.58,0,8.51,0,0,0,0,0,0,0,0

14,03:15-03:30,228.82,0,0,11.58,0,0,361.03,0,37.66,0,0,122.68,0,17.54,6.26,0,0,9.98,0,0,0,23.24,0.77,13.94,0,1.97,0,0,22.37,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,12.27,0,134.07,0,24.72,0,0,0,0,0,0,0,0,19.58,0,8.51,0,0,0,0,0,0,0,0

15,03:30-03:45,228.82,0,0,15.06,0,0,361.03,0,37.66,0,0,122.68,0,19,6.26,0,0,9.98,0,0,0,23.24,0.77,13.94,0,1.97,0,0,22.37,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,12.27,0,120.9,0,24.72,0,0,0,0,0,0,0,0,19.58,0,8.51,0,0,0,0,0,0,0,0

16,03:45-04:00,228.82,0,0,15.06,0,0,361.03,0,37.66,0,0,122.68,0,18.75,6.26,0,0,9.98,0,0,0,23.24,0.77,13.94,0,1.97,0,0,22.37,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,12.27,0,120.9,0,24.72,0,0,0,0,0,0,0,0,32.18,0,8.51,0,0,0,0,0,0,0,0

17,04:00-04:15,228.82,0,0,15.06,0,0,361.03,0,37.66,0,0,122.68,0,19.2,6.26,0,0,13.13,0,0,0,23.24,0.77,17.31,0,1.97,0,0,27.61,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,25.66,0,120.9,0,24.72,0,0,0,0,0,0,0,0,32.18,0,8.51,0,0,0,0,0,0,0,0

18,04:15-04:30,228.82,0,0,15.06,0,0,361.03,0,37.66,0,0,122.68,0,19.2,6.26,0,0,13.13,0,0,0,23.24,0.77,17.31,0,1.97,0,0,27.61,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,25.66,0,120.9,0,24.72,0,0,0,0,0,0,0,0,32.18,0,8.51,0,0,0,0,0,0,0,0

19,04:30-04:45,228.82,0,0,17.47,0,0,361.03,0,43.7,0,0,142.13,0,19.2,6.26,0,0,15.95,0,0,0,23.24,0.77,21.84,0,1.97,0,0,31.67,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,12.82,0,123.5,0,24.72,0,0,0,0,0,0,0,0,32.18,0,8.51,0,0,0,0,0,0,0,0

20,04:45-05:00,228.82,0,0,17.47,0,0,361.03,0,43.7,0,0,142.34,0,19.2,6.26,0,0,17.25,0,0,0,23.24,0.77,21.84,0,1.97,0,0,35.07,33.38,10.76,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,12.82,10.11,123.5,0,24.72,0,0,0,0,0,0,0,0,32.18,0,8.51,0,0,0,0,0,0,0,0

21,05:00-05:15,228.82,0,0,15.06,0,0,361.03,0,37.66,0,0,122.68,0,19.2,6.26,0,0,14.78,0,0,0,23.24,0.77,18.79,0,0,0,0,31.5,33.38,21.16,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,12.82,10.11,123.5,0,24.72,0,0,0,0,0,0,0,0,32.18,0,8.51,0,0,0,0,0,0,0,0

22,05:15-05:30,228.82,0,0,15.06,0,0,361.03,0,37.66,0,0,122.68,0,19.2,6.26,0,0,12.3,0,0,0,23.24,0.77,16.47,0,0,0,0,25.84,33.38,21.16,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,12.82,10.11,123.5,0,24.72,0,0,0,0,0,0,0,0,32.39,0,8.51,0,0,0,0,0,0,0,0

23,05:30-05:45,228.82,0,0,17.47,0,15.82,361.03,0,43.7,0,0,142.34,0,19.2,6.26,0,0,9.98,0,0,0,23.24,0.77,13.94,0,0,0,0,22.6,33.38,32.65,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,12.82,10.11,123.5,0,24.72,0,0,0,0,0,18.18,0,0,32.39,0,8.51,0,0,0,0,0,0,0,0

24,05:45-06:00,228.82,11.76,8.77,17.47,0,15.82,361.03,2.55,43.7,0,0,142.34,0,19.2,6.26,0,0,10.94,0,0,0,23.24,0.77,15.45,0,0,0,0,24,33.38,32.65,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,12.82,10.11,123.5,0,24.72,0,0,0,0,0,36.9,0,0,32.39,0,8.51,0,0,0,0,0,0,0,0

25,06:00-06:15,229.39,11.76,8.77,17.47,9.29,15.82,361.03,12.64,43.7,0,0,142.34,0,19.2,6.26,0,0,15.06,0,0,0,23.24,0.77,19.97,0,1.97,0,0,24,38.15,32.65,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,12.82,10.11,123.5,0,24.72,0,0,0,3.67,0,60,0,0,32.39,0,8.51,0,0,0,0,0,0,0,0

26,06:15-06:30,229.39,26.92,17.54,17.47,18.57,31.64,361.03,12.64,43.7,0,0,142.34,0,19.2,6.26,0,0,15.06,0,0,0,23.24,0.77,19.97,0,1.97,0,0,30.64,38.15,42.93,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,12.82,10.11,123.5,0,24.72,0,0,0,15.88,0,79.98,0,0,32.6,0,17.04,0,0,0,0,0,0,0,0

27,06:30-06:45,229.39,40.46,26.31,17.47,27.89,47.44,361.03,37.92,43.7,0,0,142.34,0,19.2,18.77,0,0,15.06,0,0,0,23.24,0.77,19.97,0,1.97,0,0,31.45,38.15,42.93,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,12.82,10.11,130.03,0,24.72,0,0,0,15.88,0,112.25,0,0,32.6,0,37.48,0,0,0,0,0,0,0,0

28,06:45-07:00,229.39,40.46,26.31,17.47,27.89,47.44,361.03,37.92,43.7,0,0,142.34,0,19.2,18.77,0,0,10.94,0,0,0,23.24,0.77,15.45,0,1.97,0,0,24,38.15,42.93,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,12.82,10.11,130.03,0,24.72,0,0,0,15.88,0,112.25,0,0,32.6,0,37.48,0,0,0,0,0,0,0,0

29,07:00-07:15,228.82,40.46,26.31,11.58,27.89,47.44,361.03,37.92,32.33,0,0,125.48,0,19.2,18.77,0,0,9.98,0,0,0,25.82,0.77,13.94,0,1.97,0,0,22.37,33.38,42.93,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,12.82,2.56,130.03,0,24.72,0,0,0,15.88,0,112.25,0,0,32.6,0,37.48,0,0,0,0,0,0,0,0

30,07:15-07:30,228.82,40.46,26.31,11.58,27.89,47.44,361.03,37.92,32.33,0,0,122.68,0,19.2,18.77,0,0,9.98,0,0,0,25.82,0.77,13.94,0,1.97,0,0,22.37,33.38,42.93,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,12.82,2.56,130.03,0,24.72,0,0,0,15.88,0,112.25,0,0,32.8,0,37.48,0,0,0,0,0,0,0,0

31,07:30-07:45,228.82,40.46,26.31,11.58,27.89,47.44,361.03,37.92,32.33,0,0,122.68,0,19.2,18.77,0,0,9.98,0,0,0,25.82,0.77,13.94,0,1.97,0,0,22.37,33.38,42.93,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,2.24,8.06,130.03,0,24.72,0,0,0,15.88,0,112.25,0,0,32.8,0,37.48,0,0,0,0,0,0,0,0

32,07:45-08:00,228.82,40.46,26.31,11.58,27.89,47.44,361.03,37.92,32.33,0,0,122.68,0,19.2,18.77,0,0,9.98,0,0,0,25.82,0.77,13.94,0,1.97,0,0,22.37,33.38,42.93,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,2.24,8.06,130.03,0,24.72,0,0,0,3.43,0,112.25,0,0,32.8,0,37.48,0,0,0,0,0,0,0,0

33,08:00-08:15,228.82,23.51,8.87,11.58,9.29,31.64,361.03,37.92,32.33,0,0,105.53,0,19.2,6.26,0,0,9.98,0,0,0,31.89,0.77,13.94,0,1.97,0,0,22.37,33.38,42.93,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,2.24,0,130.03,0,24.72,0,0,0,0,0,89.8,0,0,32.8,0,17.04,0,0,0,0,0,0,0,0

34,08:15-08:30,228.82,22.75,8.87,11.58,0,31.64,361.03,12.64,32.33,0,0,105.53,0,19.2,6.26,0,0,9.98,0,0,0,31.89,0.77,13.94,0,1.97,0,0,22.37,38.15,42.93,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,2.24,0,130.03,0,24.72,0,0,0,0,0,67.35,0,0,33.01,0,8.51,0,0,0,0,0,0,0,0

35,08:30-08:45,228.82,11.77,0,11.58,0,15.82,361.03,12.64,32.33,0,0,105.53,0,19.2,6.26,0,0,9.98,0,0,0,31.89,0.77,13.94,0,1.97,0,0,22.37,38.15,42.93,0,0,0,0,0,0,0,0,0,0,0,0,117.37,388.72,0,0,113.99,0,0,88.3,2.24,0,130.03,0,24.72,0,0,0,0,0,22.45,0,0,33.01,0,8.51,0,0,0,0,0,0,0,0

36,08:45-09:00,228.82,0,0,10.25,0,15.82,361.03,12.64,32.33,0,0,105.53,0,19.2,6.26,0,0,9.98,0,0,0,31.89,0.77,13.94,0,1.97,0,0,22.37,38.15,42.93,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,8.92,0,130.03,0,24.72,0,0,0,0,0,0,0,0,33.01,0,8.51,0,0,0,0,0,0,0,0

37,09:00-09:15,228.82,0,0,10.25,0,15.82,361.03,12.64,24.49,0,0,105.53,0,19.2,6.26,0,0,9.98,0,0,0,31.89,0.77,13.94,0,1.97,0,0,22.37,38.15,32.65,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,53.53,0,130.03,0,24.72,0,0,0,0,0,0,0,0,33.01,0,8.51,0,0,0,0,0,0,0,0

38,09:15-09:30,228.82,0,0,10.25,0,15.82,361.03,12.64,24.49,0,0,105.53,0,19.2,6.26,0,0,9.98,0,0,0,31.89,0.77,13.94,0,1.97,0,0,22.37,33.38,21.77,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,53.53,0,130.03,0,24.72,0,0,0,0,0,0,0,0,33.22,0,8.51,0,0,0,0,0,0,0,0

39,09:30-09:45,228.82,0,0,10.25,0,15.82,361.03,12.64,24.49,0,0,78.29,0,19.2,6.26,0,0,9.98,0,0,0,25.82,0.77,13.94,0,1.97,0,0,22.37,33.38,21.64,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,53.53,0,130.03,0,24.72,0,0,0,0,0,0,0,0,33.22,0,8.51,0,0,0,0,0,0,0,0

40,09:45-10:00,228.82,0,0,10.25,0,15.82,361.03,12.64,24.49,0,0,78.29,0,19.2,6.26,0,0,9.98,0,0,0,25.82,0.77,13.94,0,1.97,0,0,22.37,33.38,10.76,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,53.53,0,130.03,0,24.72,0,0,0,0,0,0,0,0,33.22,0,8.51,0,0,0,0,0,0,0,0

41,10:00-10:15,228.82,0,0,10.25,0,0,361.03,12.64,24.49,0,0,78.29,0,19.2,6.26,0,0,9.98,0,0,0,31.89,0.77,16.57,0,1.97,0,0,24.46,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,8.92,0,130.03,0,24.72,0,0,0,0,0,0,0,0,33.22,0,8.51,0,0,0,0,0,0,0,0

42,10:15-10:30,228.82,0,0,10.25,0,0,361.03,0,24.49,0,0,78.29,0,19.2,6.26,0,0,9.98,0,0,0,31.89,0.77,16.57,0,1.97,0,0,24.46,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,2.24,0,130.03,0,24.72,0,0,0,0,0,0,0,0,33.42,0,8.51,0,0,0,0,0,0,0,0

43,10:30-10:45,228.82,0,0,10.25,0,0,361.03,0,24.49,0,0,78.29,0,19.2,6.26,0,0,9.98,0,0,0,31.89,0.77,16.57,0,8,0,0,24.45,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,2.24,0,134.07,0,24.72,0,0,0,0,0,0,0,0,33.42,0,8.51,0,0,0,0,0,0,0,0

44,10:45-11:00,228.82,0,0,10.25,0,0,361.03,0,24.49,0,0,78.29,0,19.2,6.26,0,0,9.98,0,0,0,31.89,0.77,16.57,0,8,0,0,24.45,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,2.24,0,134.07,0,24.72,0,0,0,0,0,0,0,0,33.42,0,8.51,0,0,0,0,0,0,0,0

45,11:00-11:15,228.82,0,0,10.25,0,0,361.03,0,24.49,0,0,78.29,0,19.2,6.26,0,0,9.98,0,0,0,25.82,0.77,16.57,0,8,0,0,25.22,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,2.24,0,134.07,0,24.72,0,0,0,0,0,0,0,0,33.42,0,8.51,0,0,0,0,0,0,0,0

46,11:15-11:30,228.82,0,0,10.25,0,0,361.03,0,24.49,0,0,78.29,0,19.2,6.26,0,0,9.98,0,0,0,25.82,0.77,16.57,0,8,0,0,25.22,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,2.24,0,134.07,0,24.72,0,0,0,0,0,0,0,0,33.62,0,8.51,0,0,0,0,0,0,0,0

47,11:30-11:45,228.82,0,0,10.25,0,0,361.03,0,24.49,0,0,78.29,0,19.2,6.26,0,0,9.98,0,0,0,31.89,0.77,16.57,0,8,0,0,25.22,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,2.24,0,134.07,0,24.72,0,0,0,0,0,0,0,0,33.62,0,8.51,0,0,0,0,0,0,0,0

48,11:45-12:00,228.82,0,0,10.25,0,0,361.03,0,24.49,0,0,78.29,0,19.2,6.26,0,0,9.98,0,0,0,31.89,0.77,16.57,0,8,0,0,25.22,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,2.24,0,134.07,0,24.72,0,0,0,0,0,0,0,0,33.62,0,8.51,0,0,0,0,0,0,0,0

49,12:00-12:15,228.82,0,0,10.25,0,0,361.03,0,24.49,0,0,78.29,0,19.2,6.26,0,0,9.98,0,0,0,28.41,0.77,16.57,0,8,0,0,25.22,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,98.25,0,0,81.33,12.82,0,113.33,0,24.72,0,0,0,0,0,0,0,0,33.62,0,8.51,0,0,0,0,0,0,0,0

50,12:15-12:30,228.82,0,0,10.25,0,0,361.03,0,24.49,0,0,78.29,0,19.2,6.26,0,0,9.98,0,0,0,28.41,0.77,16.57,0,8,0,0,25.22,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,98.25,0,0,81.33,12.82,0,113.33,0,24.72,0,0,0,0,0,0,0,0,33.82,0,8.51,0,0,0,0,0,0,0,0

51,12:30-12:45,228.82,0,0,10.25,0,0,303.44,0,24.49,0,0,78.29,0,19.2,6.26,0,0,9.98,0,0,0,28.41,0.77,16.57,0,1.72,0,0,25.22,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,98.25,0,0,81.33,12.82,0,113.33,0,24.72,0,0,0,0,0,0,0,0,33.82,0,8.51,0,0,0,0,0,0,0,0

52,12:45-13:00,228.82,0,0,10.25,0,0,303.44,0,24.49,0,0,78.29,0,19.2,6.26,0,0,9.98,0,0,0,28.41,0.77,16.57,0,1.72,0,0,25.22,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,98.25,0,0,81.33,12.82,0,113.33,0,24.72,0,0,0,0,0,0,0,0,33.82,0,8.51,0,0,0,0,0,0,0,0

53,13:00-13:15,228.82,0,0,10.25,0,0,303.44,0,24.49,0,0,78.29,0,19.2,6.26,0,0,9.98,0,0,0,30.62,0.77,16.57,0,1.72,0,0,25.22,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,104.32,388.72,0,0,83.69,0,0,75.09,12.82,0,83.68,0,24.72,0,0,0,0,0,0,0,0,33.82,0,8.51,0,0,0,0,0,0,0,0

54,13:15-13:30,228.82,0,0,10.25,0,0,303.44,0,24.49,0,0,78.29,0,19.2,6.26,0,0,9.98,0,0,0,30.62,0.77,16.57,0,1.72,0,0,25.22,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,104.32,388.72,0,0,83.69,0,0,75.09,12.82,0,83.68,0,24.72,0,0,0,0,0,0,0,0,34.03,0,8.51,0,0,0,0,0,0,0,0

55,13:30-13:45,228.82,0,0,10.25,0,0,303.44,0,24.49,0,0,78.29,0,19.2,6.26,0,0,9.98,0,0,0,30.62,0.77,16.57,0,1.72,0,0,25.22,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,104.32,388.72,0,0,83.69,0,0,75.09,12.82,0,83.68,0,24.72,0,0,0,0,0,0,0,0,34.03,0,8.51,0,0,0,0,0,0,0,0

56,13:45-14:00,228.82,0,0,10.25,0,0,303.44,0,24.49,0,0,78.29,0,19.2,6.26,0,0,9.98,0,0,0,30.62,0.77,16.57,0,1.72,0,0,25.22,33.38,10.53,0,0,0,0,0,0,0,0,0,0,0,0,104.32,388.72,0,0,83.69,0,0,69.11,12.82,0,83.68,0,24.72,0,0,0,0,0,0,0,0,34.03,0,8.51,0,0,0,0,0,0,0,0

57,14:00-14:15,228.82,0,0,10.25,0,0,303.44,0,24.49,0,0,78.29,0,19.2,6.26,0,0,9.98,0,0,0,30.62,0.77,16.57,0,1.72,0,0,25.22,33.38,10.53,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,64.31,12.82,0,134.07,0,24.72,0,0,0,0,0,0,0,0,34.03,0,8.51,0,0,0,0,0,0,0,0

58,14:15-14:30,228.82,0,0,10.25,0,0,303.44,0,24.49,0,0,78.29,0,19.2,6.26,0,0,9.98,0,0,0,30.62,0.77,16.57,0,1.72,0,0,25.22,33.38,10.53,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,64.31,12.82,0,134.07,0,24.72,0,0,0,0,0,0,0,0,34.03,0,8.51,0,0,0,0,0,0,0,0

59,14:30-14:45,228.82,0,0,10.25,0,0,303.44,0,24.49,0,0,78.29,0,19.2,6.26,0,0,9.98,0,0,0,30.62,0.77,16.57,0,1.72,0,0,25.22,33.38,10.53,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,64.31,12.82,0,134.07,0,24.72,0,0,0,0,0,0,0,0,34.25,0,8.51,0,0,0,0,0,0,0,0

60,14:45-15:00,228.82,0,0,10.25,0,0,303.44,0,24.49,0,0,78.29,0,19.2,6.26,0,0,9.98,0,0,0,30.62,0.77,16.57,0,1.72,0,0,25.22,33.38,21.16,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,64.31,12.82,0,134.07,0,24.72,0,0,0,0,0,0,0,0,34.25,0,8.51,0,0,0,0,0,0,0,0

61,15:00-15:15,228.82,0,0,10.25,0,0,303.44,0,24.49,0,0,78.29,0,19.2,0,0,0,9.98,0,0,0,25.82,0.77,16.57,0,1.97,0,0,24.43,33.38,21.16,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,64.31,14.5,0,134.07,0,24.72,0,0,0,0,0,0,0,0,34.25,0,8.51,0,0,0,0,0,0,0,0

