Block,Time Block,BRBCL,BSIUL,CHAMERA3,CHAMERA2,CHAMERA1,NAPP,NTPL,NLCEXP,KUDGI,NLCIIST1,NJPC,NLCIIST2,MAPS,NLCTS2EXP,NNTPP,DADRT2,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,UNCHAHAR3,UNCHAHAR2,URI,VALLURNTECL,URI2,UNCHAHAR4,ANTA_GF,ANTA_CRF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,KGSU1AND2,KGSU3AND4,RIHAND1,SASAN,SIMHST1,SINGRAULI_HYDRO,RIHAND2,RSTPSU1TO6,SIMHST2,RAPPC,RAPPD,RSTPSU7,SINGRAULI,RIHAND3,SALAL,SEWA2,TALST2,TANAKPUR,TelanganaSTPP,UNCHAHAR1,TALA,TEHRI,TANDA2,RAPPB,PARBATI3,RAMPUR,KOTESHWR,KHSTPP-II,KKNP,KOLDAM,KISHANGANGA,KHSTPP-I,KKNPPU2,PARBATI2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
10,02:15-02:30,10.65,18.84,22.47,31.34,27.07,24.82,0,0,0,0,90.64,0,0,0,0,663.35,0,17.94,57.32,431.92,26.64,42.38,47.86,0,36.7,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.94,120.01,0,0,66.54,28.9,0,144.82,125.99,76.47,12.15,0,0.99,0,20.84,0,22.26,5.16,0,32.52,3.6,20.08,142.86,0,0,8.31,43.86,0,25.33,0,0,0,0,0

11,02:30-02:45,11.99,18.84,22.47,31.34,27.07,24.82,0,0,0,0,90.64,0,0,0,0,663.35,0,17.94,57.32,431.92,26.64,42.38,47.86,0,36.7,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.94,120.01,0,0,66.54,28.9,0,144.82,125.99,64.37,12.15,0,0.99,0,20.84,0,22.26,5.16,0,32.52,3.6,20.08,142.86,0,0,8.31,43.86,0,25.33,0,0,0,0,0

12,02:45-03:00,13.53,18.84,22.47,31.34,27.07,24.82,0,0,0,0,90.64,0,0,0,0,663.35,0,17.94,57.32,431.92,26.64,42.38,47.86,0,36.7,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.94,120.01,0,0,66.54,28.9,0,144.82,125.99,64.37,12.15,0,0.99,0,20.84,0,22.26,5.16,0,32.52,3.6,20.08,142.86,0,0,8.31,43.86,0,25.33,0,0,0,0,0

13,03:00-03:15,16.3,18.84,22.47,31.34,27.07,24.82,0,0,0,0,90.64,0,0,0,0,598.15,0,17.94,57.32,431.92,26.64,42.38,47.86,0,36.7,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.94,120.01,0,0,66.54,28.9,0,144.82,125.99,64.37,12.15,0,0.99,0,20.84,0,22.26,5.16,0,32.52,3.6,20.08,142.86,0,0,8.31,43.86,0,25.33,0,0,0,0,0

14,03:15-03:30,15.52,18.84,22.47,31.34,27.07,24.82,0,0,0,0,90.64,0,0,0,0,530.72,0,17.94,57.32,431.92,26.64,42.38,47.86,0,36.7,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.94,120.01,0,0,66.54,28.9,0,144.82,125.99,64.37,12.15,0,0.99,0,20.84,0,11.14,5.16,0,32.52,3.6,20.08,142.86,0,0,8.31,43.86,0,25.33,0,0,0,0,0

15,03:30-03:45,16.03,18.84,22.47,31.34,27.07,24.82,0,0,0,0,90.64,0,0,0,0,463.2,0,17.94,57.32,431.92,26.64,42.38,47.86,0,36.7,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.94,120.01,0,0,66.54,28.9,0,144.82,125.99,64.37,12.15,0,0.99,0,20.84,0,11.14,5.16,0,22.18,3.6,20.08,142.86,0,0,8.31,43.86,0,25.33,0,0,0,0,0

16,03:45-04:00,15.98,18.84,22.47,31.34,27.07,24.82,0,0,0,0,90.64,0,0,0,0,404.44,0,17.94,57.32,431.92,26.64,42.38,47.86,0,36.7,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.94,120.01,0,0,66.54,28.9,0,144.82,125.99,64.37,12.15,0,0.99,0,20.84,0,11.14,5.16,0,22.18,3.6,20.08,142.86,0,0,8.31,43.86,0,25.33,0,0,0,0,0

17,04:00-04:15,18.6,18.84,22.47,31.34,27.07,24.82,0,0,0,0,79.84,0,0,0,0,404.52,0,17.94,57.32,419.48,20.55,32.85,47.86,0,36.7,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.94,120.01,0,0,66.54,28.9,0,144.82,125.99,64.37,12.15,0,0.99,0,15.43,0,11.14,5.16,0,22.18,3.18,20.08,142.86,0,0,8.31,43.86,0,27.51,0,0,0,0,0

18,04:15-04:30,19.27,18.84,22.47,31.34,27.07,24.82,0,0,0,0,51.79,0,0,0,0,404.52,0,17.94,57.32,409.86,20.55,32.85,47.86,0,36.7,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.94,120.01,0,0,66.54,28.9,0,144.82,125.99,64.37,12.15,0,0.99,0,15.43,0,11.14,5.16,0,22.18,2.06,20.08,142.86,0,0,8.31,43.86,0,27.51,0,0,0,0,0

19,04:30-04:45,19.27,18.84,22.47,31.34,27.07,24.82,0,0,0,0,51.79,0,0,0,0,404.44,0,17.94,57.32,409.86,20.55,32.85,47.86,0,36.7,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.94,120.01,0,0,66.54,28.9,0,144.82,125.99,64.37,12.15,0,0.99,0,15.43,0,11.37,5.16,0,22.18,2.06,10.05,142.86,0,0,8.31,43.86,0,27.51,0,0,0,0,0

20,04:45-05:00,19.27,18.84,22.47,31.34,27.07,24.82,0,0,0,0,51.79,0,0,0,0,404.44,0,11.98,57.32,409.86,20.55,32.85,47.86,0,36.7,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.94,120.01,0,0,66.54,28.9,0,144.82,125.99,64.37,12.15,0,0.99,0,15.43,0,11.37,3.71,0,22.18,2.06,10.05,142.86,0,0,8.31,43.86,0,27.51,0,0,0,0,0

21,05:00-05:15,19.27,18.84,22.47,31.34,27.07,24.82,0,0,0,0,51.79,0,0,0,0,404.53,0,11.98,57.32,410.13,20.55,32.85,47.86,0,36.7,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.94,120.01,0,0,66.54,28.9,0,144.82,125.99,64.37,6.07,0,0.99,0,15.43,0,11.37,3.71,0,22.18,2.06,10.05,142.86,0,0,8.31,43.86,0,27.51,0,0,0,0,0

22,05:15-05:30,19.27,18.84,22.47,31.34,27.07,24.82,0,0,0,0,51.79,0,0,0,0,404.53,0,11.98,57.32,410.13,20.55,32.85,47.86,0,36.7,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.94,120.01,0,0,66.54,28.9,0,144.82,125.99,64.37,0,0,0.99,0,15.43,0,11.37,3.71,0,22.18,2.06,10.05,142.86,0,0,8.31,43.86,0,27.51,0,0,0,0,0

23,05:30-05:45,19.27,12.56,22.47,31.34,12.18,24.82,0,0,0,0,51.79,0,0,0,0,404.44,0,11.98,57.32,409.86,20.55,32.85,47.86,0,36.7,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.94,120.01,0,0,66.54,28.9,0,144.82,125.99,64.37,0,0,0.99,0,15.43,0,22.26,3.71,0,22.18,2.06,10.05,113.83,0,0,8.31,33.26,0,27.51,0,0,0,0,0

24,05:45-06:00,19.27,12.56,22.47,31.34,12.18,24.82,0,0,0,0,51.79,0,0,0,0,404.44,0,11.98,57.32,409.86,20.55,32.85,47.86,0,36.7,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.94,120.01,0,0,66.54,28.9,0,144.82,125.99,64.37,0,0,0.99,0,15.43,0,34.09,3.71,0,22.18,2.06,10.05,113.83,0,0,8.31,33.26,0,27.51,0,0,0,0,0

25,06:00-06:15,19.27,12.56,22.47,31.34,12.18,24.82,0,0,0,0,51.79,0,0,0,0,404.44,10.55,11.98,57.32,409.86,20.55,32.85,47.86,0,36.7,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.94,120.01,0,0,66.54,28.9,0,144.82,125.99,64.37,0,0,1.97,0,15.43,0,34.09,3.71,0,22.18,2.06,10.05,113.83,0,0,8.31,33.26,0,27.51,0,0,0,0,0

26,06:15-06:30,19.27,12.56,22.47,47.02,0,24.82,0,0,0,0,51.79,0,0,0,0,404.44,10.55,11.98,57.32,409.86,20.55,32.85,47.86,0,36.7,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.94,120.01,0,0,66.54,28.9,0,144.82,125.99,64.37,0,0,1.97,0,15.43,0,34.09,3.71,0,22.18,2.06,10.05,113.83,0,0,8.31,33.26,0,27.51,0,0,0,0,0

27,06:30-06:45,19.27,12.56,22.47,47.02,0,24.82,0,0,0,0,51.79,0,0,0,0,404.44,10.55,11.98,57.32,390.61,20.55,32.85,47.86,0,36.7,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.94,120.01,0,0,66.54,28.9,0,144.82,125.99,64.37,0,0,1.97,0,15.43,0,34.09,3.7,0,22.18,2.06,10.05,113.83,0,0,8.31,33.26,0,27.51,0,0,0,0,0

28,06:45-07:00,19.27,12.56,22.47,47.02,0,24.82,0,0,0,0,51.79,0,0,0,0,404.44,10.55,11.98,57.32,390.61,20.55,32.85,47.86,0,36.7,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.94,120.01,0,0,66.54,28.9,0,144.82,125.99,64.37,0,0,1.97,0,15.43,0,34.09,3.7,0,22.18,2.06,10.05,113.83,0,0,8.31,33.26,0,27.51,0,0,0,0,0

29,07:00-07:15,19.27,12.56,33.74,47.02,0,24.82,0,0,0,0,51.79,0,0,0,0,335.84,10.55,11.98,57.32,282.24,17.56,27.32,47.86,0,36.7,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.94,95.45,0,0,66.54,28.9,0,124.89,91.91,64.37,0,0,1.97,0,13.6,0,34.09,3.7,0,22.18,2.06,10.05,113.83,0,0,8.31,33.26,0,27.51,0,0,0,0,0

30,07:15-07:30,19.27,12.56,33.74,47.02,0,24.82,0,0,0,0,51.79,0,0,0,0,329.83,10.55,10.72,57.32,191.47,14.66,23.84,47.86,0,36.7,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.94,95.45,0,0,66.54,28.9,0,124.89,91.91,64.37,0,0,1.97,0,11.88,0,34.09,3.7,0,22.18,2.06,10.05,113.83,0,0,8.31,27.51,0,27.51,0,0,0,0,0

31,07:30-07:45,19.27,12.56,33.74,47.02,0,24.82,0,0,0,0,51.79,0,0,0,0,327.52,10.55,10.72,57.32,104.34,14.66,23.84,47.86,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.94,95.45,0,0,66.54,28.9,0,124.89,91.91,64.37,0,0,1.97,0,11.88,0,34.09,2.93,0,32.52,2.06,10.05,113.83,0,0,8.31,27.51,0,27.51,0,0,0,0,0

32,07:45-08:00,19.27,12.56,33.74,47.02,0,24.82,0,0,0,0,51.79,0,0,0,0,327.52,10.55,10.72,57.32,104.34,14.66,23.84,47.86,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.94,95.45,0,0,66.54,28.9,0,124.89,91.91,64.37,0,0,1.97,0,11.88,0,34.09,2.93,0,32.52,2.06,10.05,113.83,0,0,8.31,24.58,0,27.51,0,0,0,0,0

33,08:00-08:15,19.27,12.56,33.74,47.02,0,24.82,0,0,0,0,75.52,0,0,0,0,327.52,21.08,10.72,57.32,123.6,14.66,23.84,47.86,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.94,95.45,0,0,66.54,28.9,0,98.22,91.91,64.37,0,0,1.97,0,11.88,0,34.09,2.93,0,32.52,3,10.05,96.43,0,0,8.31,24.58,0,27.51,0,0,0,0,0

34,08:15-08:30,19.27,12.56,33.74,47.02,0,24.82,0,0,0,0,75.52,0,0,0,0,327.52,21.08,10.72,57.32,123.18,17.29,24.39,47.86,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.94,95.45,0,0,66.54,28.9,0,98.22,91.91,64.37,0,0,1.97,0,12.23,0,22.72,2.93,0,32.52,3,10.05,96.43,0,0,8.31,24.58,0,27.51,0,0,0,0,0

35,08:30-08:45,19.27,12.56,33.74,47.02,0,24.82,0,0,0,0,75.52,0,0,0,0,327.52,21.08,10.72,57.32,123.18,17.29,24.39,47.86,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.94,95.45,0,0,66.54,28.9,0,98.22,91.91,64.37,0,0,1.97,0,12.23,0,11.37,2.93,0,32.52,3,10.05,96.43,0,0,8.31,24.58,0,27.51,0,0,0,0,0

36,08:45-09:00,19.27,12.56,33.74,47.02,0,24.82,0,0,0,0,75.52,0,0,0,0,327.52,21.08,10.72,57.32,123.18,17.29,24.39,47.86,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.94,95.45,0,0,66.54,28.9,0,124.89,91.91,64.37,0,0,1.97,0,12.23,0,11.37,2.93,0,32.52,3,10.05,96.43,0,0,8.31,24.58,0,27.51,0,0,0,0,0

37,09:00-09:15,19.27,12.56,33.74,47.02,0,24.82,0,0,0,0,75.52,0,0,0,0,285.14,21.08,10.72,57.32,123.18,17.29,25.79,48.39,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.96,95.45,0,0,66.54,28.9,0,124.89,91.91,64.37,0,0,1.97,0,12.2,0,0,2.93,0,32.52,3,10.05,96.43,0,0,8.31,24.58,0,27.51,0,0,0,0,0

38,09:15-09:30,19.27,12.56,33.74,47.02,0,24.82,0,0,0,0,75.52,0,0,0,0,285.14,10.55,10.72,57.32,123.18,17.29,25.79,48.39,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.96,95.45,0,0,66.54,28.9,0,106.73,91.91,64.37,0,0,1.97,0,12.2,0,0,2.93,0,32.52,3,10.05,96.43,0,0,8.31,24.58,0,27.51,0,0,0,0,0

39,09:30-09:45,19.27,12.56,33.74,47.02,0,24.82,0,0,0,0,75.52,0,0,0,0,285.14,0,10.72,57.32,123.18,17.29,25.79,48.39,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.96,95.45,0,0,66.54,28.9,0,124.89,91.91,64.37,0,0,1.97,0,12.2,0,0,2.93,0,32.52,3,10.05,96.43,0,0,8.31,24.58,0,21.71,0,0,0,0,0

40,09:45-10:00,19.27,12.56,33.74,47.02,0,24.82,0,0,0,0,75.52,0,0,0,0,285.14,0,10.72,57.32,123.18,17.29,25.79,48.39,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.96,95.45,0,0,66.54,28.9,0,124.89,91.91,64.37,0,0,1.97,0,12.2,0,0,2.93,0,32.52,3,10.05,96.43,0,0,8.31,24.58,0,21.71,0,0,0,0,0

41,10:00-10:15,19.27,18.84,33.74,47.02,0,24.82,0,0,0,0,75.52,0,0,0,0,285.14,0,10.72,57.32,113.97,17.29,25.79,48.39,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.96,95.45,0,0,66.54,28.9,0,124.89,91.91,61.57,0,0,1.97,0,12.2,0,0,2.93,0,22.18,3,10.05,96.43,0,0,8.31,24.58,0,21.71,0,0,0,0,0

42,10:15-10:30,19.27,18.84,33.74,47.02,0,24.82,0,0,0,0,75.52,0,0,0,0,285.14,0,10.72,57.32,113.97,17.29,25.79,48.39,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.96,95.45,0,0,66.54,28.9,0,124.89,91.91,61.57,0,0,1.97,0,12.2,0,0,2.93,0,22.18,3,10.05,96.43,0,0,8.31,27.91,0,21.71,0,0,0,0,0

43,10:30-10:45,19.27,18.84,33.74,47.02,0,24.82,0,0,0,0,75.52,0,0,0,0,285.14,0,10.72,57.32,113.97,17.29,25.79,48.39,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.96,95.45,0,0,66.54,28.9,0,124.89,91.91,61.57,0,0,1.97,0,12.99,0,0,2.93,0,22.18,3,10.05,96.43,0,0,8.31,27.91,0,21.71,0,0,0,0,0

44,10:45-11:00,18.09,18.84,33.74,47.02,0,24.82,0,0,0,0,51.79,0,0,0,0,285.14,0,10.72,57.32,113.97,17.29,25.79,48.39,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.96,95.45,0,0,66.54,28.9,0,124.89,91.91,61.57,0,0,1.97,0,12.99,0,0,2.93,0,22.18,2.06,10.05,96.43,0,0,8.31,27.91,0,21.71,0,0,0,0,0

45,11:00-11:15,19.27,18.84,33.74,47.02,0,24.82,0,0,0,0,23.75,0,0,0,0,285.14,0,10.72,57.32,113.97,17.29,29.01,47.86,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.96,95.45,0,0,66.54,28.9,0,124.89,91.91,61.57,0,0,8.02,0,12.99,0,0,3.86,0,22.18,0.94,10.05,96.43,0,0,8.31,27.91,0,21.71,0,0,0,0,0

46,11:15-11:30,19.27,12.56,33.74,47.02,0,24.82,0,0,0,0,0,0,0,0,0,285.14,0,10.72,57.32,113.97,17.29,29.01,47.86,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.96,95.45,0,0,66.54,28.9,0,124.89,91.91,61.57,0,0,8.02,0,12.99,0,0,3.86,0,22.18,0,10.05,96.43,0,0,8.31,27.91,0,21.71,0,0,0,0,0

47,11:30-11:45,19.27,12.56,33.74,47.02,0,24.82,0,0,0,0,0,0,0,0,0,285.14,0,10.72,57.32,113.97,17.29,29.01,47.86,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.96,95.45,0,0,66.54,28.9,0,124.89,91.91,61.57,0,0,8.02,0,12.99,0,0,3.86,0,22.18,0,10.05,96.43,0,0,8.31,27.91,0,21.71,0,0,0,0,0

48,11:45-12:00,19.27,12.56,22.47,47.02,0,24.82,0,0,0,0,0,0,0,0,0,285.14,0,10.72,57.32,113.97,17.29,29.01,47.86,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.96,95.45,0,0,66.54,28.9,0,124.89,91.91,61.57,0,0,8.02,0,12.99,0,0,3.86,0,22.18,0,10.05,96.43,0,0,8.31,27.91,0,21.71,0,0,0,0,0

49,12:00-12:15,19.27,12.56,22.47,47.02,0,24.82,0,0,0,0,0,0,0,0,0,285.14,0,10.72,57.32,113.97,17.29,29.01,47.86,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.96,95.45,0,0,66.54,28.9,0,124.89,91.91,49.25,0,0,1.97,0,12.99,0,0,3.86,0,19.21,0,10.05,96.43,0,0,8.31,27.95,0,21.71,0,0,0,0,0

50,12:15-12:30,19.27,12.56,22.47,47.02,0,24.82,0,0,0,0,0,0,0,0,0,285.14,0,10.72,57.32,113.97,17.29,29.01,47.86,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.96,95.45,0,0,66.54,28.9,0,124.89,91.91,49.25,0,0,1.97,0,12.99,0,0,3.86,0,19.21,0,10.05,96.43,0,0,8.31,27.95,0,21.71,0,0,0,0,0

51,12:30-12:45,19.27,12.56,22.47,47.02,0,24.82,0,0,0,0,0,0,0,0,0,285.14,0,10.72,57.32,113.97,17.29,29.01,47.86,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.96,95.45,0,0,66.54,28.9,0,124.89,91.91,49.25,0,0,1.97,0,12.99,0,0,3.86,0,19.21,0,10.05,96.43,0,0,8.31,27.91,0,21.71,0,0,0,0,0

52,12:45-13:00,19.27,12.56,22.47,47.02,0,24.82,0,0,0,0,0,0,0,0,0,285.14,0,10.72,57.32,113.97,17.29,29.01,47.86,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.96,95.45,0,0,66.54,28.9,0,124.89,91.91,49.25,0,0,1.97,0,12.99,0,0,3.86,0,19.21,0,10.05,96.43,0,0,8.31,27.91,0,21.71,0,0,0,0,0

53,13:00-13:15,19.27,12.56,22.47,47.02,0,24.82,0,0,0,0,0,0,0,0,0,285.14,0,10.72,57.32,113.97,17.29,29.01,47.86,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.96,95.45,0,0,66.54,28.9,0,124.89,91.91,49.25,0,0,1.97,0,12.99,0,0,3.86,0,19.21,0,10.05,96.43,0,0,8.31,27.91,0,21.71,0,0,0,0,0

54,13:15-13:30,19.27,12.56,22.47,47.02,0,24.82,0,0,0,0,0,0,0,0,0,285.14,0,10.72,57.32,113.97,17.29,29.01,47.86,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.96,95.45,0,0,66.54,28.9,0,124.89,91.91,49.25,0,0,1.97,0,12.99,0,0,3.86,0,19.21,0,10.05,96.43,0,0,8.31,27.91,0,21.71,0,0,0,0,0

