Block,Time,KGSU1AND2,KGSU3AND4,KHSTPP-I,KISHANGANGA,KKNP,SASAN,SIMHST1,SINGRAULI,TALST2,URI,ANTA_LF,DADRI_LF,DADRI_RF,BRBCL,DHAULIGNGA,KKNPPU2,NNTPP,PARBATI3,RSTPSU1TO6,SEWA2,TelanganaSTPP,UNCHAHAR4,DADRT2,NLCIIST1,NTPL,RIHAND1,SINGRAULI_HYDRO,TEHRI,URI2,AURY_CRF,BSIUL,CHAMERA2,KOTESHWR,KUDGI,RAPPB,RAPPC,TANAKPUR,UNCHAHAR2,VALLURNTECL,AURY_LF,JHAJJAR,KHSTPP-II,NAPP,NLCIIST2,RAMPUR,SIMHST2,UNCHAHAR1,DADRI_CRF,KOLDAM,RIHAND3,TALA,TANDA2,ANTA_RF,AURY_RF,FSTPP I & II,NJPC,UNCHAHAR3,ANTA_CRF,AURY_GF,CHAMERA1,CHAMERA3,DULHASTI,MAPS,NLCEXP,NLCTS2EXP,RIHAND2,RSTPSU7,SALAL,ANTA_GF,DADRI_GF
64,15:45-16:00,0,0,45.53,0,0,410.62,0,139.69,0,33.12,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,24.32,24.21,0,0,0,8.87,0,0,25.89,0.51,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,40.95,70.04,18.2,42.61,26.4,0,0,0,0,0,0,0,0,118.76,0,2.33,0,0

65,16:00-16:15,0,0,45.53,0,0,410.62,0,139.69,0,33.12,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,36.29,24.21,0,0,4,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,40.95,70.04,18.2,42.61,26.4,0,0,0,0,0,0,0,0,118.76,0,2.33,0,0

66,16:15-16:30,0,0,45.53,0,0,410.62,0,139.69,0,33.12,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,36.29,24.21,0,0,13.17,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,40.95,70.04,18.2,42.61,26.4,0,0,0,9.68,0,0,0,0,118.76,0,2.33,0,0

67,16:30-16:45,0,0,45.53,0,0,410.62,0,139.69,0,33.12,0,0,59.73,20,9.14,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,36.29,21.53,0,0,13.17,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,40.95,70.04,18.2,42.61,26.4,0,0,0,9.68,16.48,0,0,0,118.76,0,2.33,0,0

68,16:45-17:00,0,0,45.53,0,0,410.62,0,139.69,0,33.12,0,0,59.73,20,9.14,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,36.29,21.53,0,1.1,26.34,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,40.95,70.04,18.2,70.17,26.4,0,0,0,9.68,16.48,0,0,0,118.76,0,2.33,0,0

69,17:00-17:15,0,0,45.53,0,0,410.62,0,139.69,0,33.12,0,0,59.73,20,9.14,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,48.63,21.53,0,6.52,26.34,17.75,0,0,25.89,0.77,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,40.95,70.04,18.2,93.56,26.4,0,0,13.99,9.68,16.48,0,0,0,118.76,0,2.33,0,0

70,17:15-17:30,0,0,45.53,0,0,410.62,0,139.69,0,33.12,0,0,59.73,20,9.14,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,48.63,21.53,0,6.52,26.34,26.62,0,0,25.89,0.77,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,40.95,70.04,18.2,116.95,26.4,0,0,28.05,9.68,32.96,0,0,0,118.76,0,2.33,0,0

71,17:30-17:45,0,0,45.53,0,0,410.62,0,139.69,0,33.12,0,0,59.73,20,18.25,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,48.63,21.53,0,19.56,39.51,39.05,0,0,25.89,0.77,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,41.48,70.04,18.2,137.98,26.4,0,0,42.15,29.06,49.43,0,0,0,118.76,0,2.33,0,0

72,17:45-18:00,0,0,45.53,0,0,410.62,0,139.69,0,39.75,0,0,59.73,20,27.41,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,48.63,21.53,0,19.56,39.51,39.05,0,0,25.89,0.77,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,41.48,70.04,18.2,137.98,26.4,0,0,42.15,29.06,49.43,0,0,0,118.76,0,2.33,0,0

73,18:00-18:15,0,0,45.53,0,0,410.62,0,139.69,0,39.75,0,0,59.73,20,27.41,0,0,0,0,15.81,0,0,682.79,0,0,92,0.75,48.63,21.53,0,19.56,39.51,39.05,0,0,25.89,0.77,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42,70.04,18.2,137.98,26.4,0,0,42.15,29.06,49.43,0,0,0,118.76,0,13.36,0,0

74,18:15-18:30,0,0,45.53,0,0,410.62,0,139.69,0,39.75,0,0,59.73,20,27.41,0,0,0,0,15.81,0,0,682.79,0,0,92,0.75,48.63,21.53,0,19.56,39.51,39.05,0,0,25.89,0.77,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42,70.04,18.2,137.98,26.4,0,0,42.15,29.06,49.43,0,0,0,118.76,0,69.72,0,0

75,18:30-18:45,0,0,45.53,0,0,410.62,0,139.69,0,39.75,0,0,59.73,20,27.41,0,0,0,0,15.81,0,0,682.79,0,0,92,0.75,48.63,21.53,0,19.56,39.51,39.05,0,0,25.89,0.77,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42,70.04,18.2,137.98,26.4,0,0,42.15,29.06,49.43,0,0,0,118.76,0,69.72,0,0

76,18:45-19:00,0,0,45.53,0,0,410.62,0,139.69,0,36.43,0,0,59.73,20,18.25,0,0,0,0,15.81,0,0,682.79,0,0,92,0.75,48.63,21.53,0,19.56,39.51,39.05,0,0,25.89,0.77,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42,70.04,18.2,137.98,26.4,0,0,42.15,29.06,49.43,0,0,0,118.76,0,69.72,0,0

77,19:00-19:15,0,0,45.53,0,0,410.62,0,139.69,0,36.43,0,0,59.73,20,18.25,0,0,3.82,0,15.81,0,0,682.79,0,0,92,0.75,48.63,21.53,0,6.52,39.51,17.75,0,0,25.89,1.41,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42,70.04,18.2,116.95,26.4,0,0,28.09,19.35,32.96,0,0,0,118.76,0,69.72,0,0

78,19:15-19:30,0,0,45.53,0,0,410.62,0,139.69,0,36.43,0,0,59.73,20,18.25,0,0,16.54,0,15.81,0,0,682.79,0,0,92,0.75,36.29,21.53,0,6.52,39.51,8.87,0,0,25.89,1.41,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42.32,70.04,18.2,93.38,26.4,0,0,13.99,9.68,16.48,0,0,0,118.76,0,13.36,0,0

79,19:30-19:45,0,0,45.53,0,0,410.62,0,139.69,0,36.43,0,0,59.73,20,18.25,0,0,16.54,0,15.81,0,0,682.79,0,0,92,0.75,36.29,21.53,0,6.52,26.34,8.87,0,0,25.89,1.41,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42.32,70.04,18.2,70.17,26.4,0,0,0,9.68,16.48,0,0,0,118.76,0,2.33,0,0

80,19:45-20:00,0,0,45.53,0,0,410.62,0,139.69,0,36.43,0,0,59.73,20,9.14,0,0,16.54,0,15.81,0,0,682.79,0,0,92,0.75,24.32,21.53,0,6.52,13.17,8.87,0,0,25.89,1.41,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42.32,70.04,18.2,46.78,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

81,20:00-20:15,0,0,45.53,0,0,410.62,0,139.69,0,36.43,0,0,59.73,20,9.14,0,0,16.54,0,15.81,0,0,682.79,0,0,92,0.75,24.32,21.53,0,6.52,0,8.87,0,0,25.89,1.41,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42.32,70.04,18.2,23.39,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

82,20:15-20:30,0,0,45.53,0,0,410.62,0,139.69,0,36.43,0,0,59.73,20,9.14,0,0,16.54,0,15.81,0,0,682.79,0,0,92,0.75,24.32,21.53,0,6.52,0,8.87,0,0,25.89,1.41,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42.32,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

83,20:30-20:45,0,0,45.53,0,0,410.62,0,139.69,0,36.43,0,0,59.73,20,0,0,0,16.54,0,15.81,0,0,682.79,0,0,92,0.75,24.32,21.53,0,6.52,0,8.87,0,0,25.89,1.41,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42.52,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

84,20:45-21:00,0,0,45.53,0,0,410.62,0,139.69,0,36.43,0,0,59.73,20,0,0,0,3.57,0,15.81,0,0,682.79,0,0,92,0.75,24.32,21.53,0,6.52,0,8.87,0,0,25.89,1.41,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42.52,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

85,21:00-21:15,0,0,45.53,0,0,410.62,0,139.69,0,36.43,0,0,59.73,20,0,0,0,0,0,15.81,0,0,682.79,0,0,92,0.75,12.16,21.53,0,6.52,0,8.87,0,0,25.89,1.41,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42.52,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

86,21:15-21:30,0,0,45.53,0,0,410.62,0,139.69,0,36.43,0,0,59.73,20,0,0,0,0,0,15.81,0,0,682.79,0,0,92,0.75,12.16,21.53,0,6.52,0,8.87,0,0,25.89,1.41,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42.52,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

87,21:30-21:45,0,0,45.53,0,0,410.62,0,139.69,0,36.43,0,0,59.73,20,0,0,0,0,0,15.81,0,0,682.79,0,0,92,0.75,12.16,21.53,0,6.52,0,8.87,0,0,25.89,1.41,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42.52,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,13.36,0,0

88,21:45-22:00,0,0,45.53,0,0,410.62,0,139.69,0,36.43,0,0,59.73,20,0,0,0,0,0,15.81,0,0,682.79,0,0,92,0.75,12.16,21.53,0,6.52,0,8.87,0,0,25.89,1.41,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42.52,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,13.36,0,0

89,22:00-22:15,0,0,45.53,0,0,202.5,0,139.69,0,36.43,0,0,59.73,20,0,0,0,0,0,15.81,0,0,682.79,0,0,92,0.75,12.16,21.53,0,6.52,0,8.87,0,0,25.89,1.41,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42.73,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,13.36,0,0

90,22:15-22:30,0,0,45.53,0,0,202.5,0,139.69,0,36.43,0,0,59.73,20,0,0,0,0,0,15.81,0,0,682.79,0,0,92,0.75,12.16,21.53,0,6.52,0,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42.73,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,13.36,0,0

91,22:30-22:45,0,0,45.53,0,0,202.5,0,139.69,0,36.43,0,0,59.73,20,0,0,0,0,0,15.81,0,0,682.79,0,0,92,0.75,0,21.53,0,6.52,0,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42.73,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

92,22:45-23:00,0,0,45.53,0,0,202.5,0,139.69,0,36.43,0,0,59.73,20,0,0,0,0,0,15.81,0,0,682.79,0,0,92,0.75,0,21.53,0,6.52,0,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42.73,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

93,23:00-23:15,0,0,45.53,0,0,202.5,0,139.69,0,35.33,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,0,21.53,0,6.52,0,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42.73,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

94,23:15-23:30,0,0,45.53,0,0,202.5,0,139.69,0,35.33,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,0,21.53,0,6.52,0,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42.73,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

95,23:30-23:45,0,0,45.53,0,0,202.5,0,139.69,0,35.33,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,0,21.53,0,6.52,0,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42.73,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

96,23:45-24:00,0,0,45.53,0,0,202.5,0,139.69,0,35.33,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,0,21.53,0,6.52,0,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42.73,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

