Block,Time,NR/01022024/29022024/79,NR/01102023/06022042/L_NR_2012_07,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/01102023/02012046/L_NR_2021_17,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/14082046/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/20122023/29022024/IEX_LDC_231218_00501,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01022024/15022024/HP-39,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_17,NR/01022024/15022024/HP-37,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,NR/01022024/29022024/SJVN010224NR1468,NR/01102023/23072042/L_NR_2012_04,NR/01022024/15022024/HP-44,NR/01102023/30042040/GNA_LT_36,WR/01102023/29112042/L_NR_2019_05,NR/01022024/29022024/SJVN010224NR1469,NR/06022024/06022024/HPX-TAMCTG-050224-06086,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,NR/06022024/06022024/DD20240206NR22623,NR/01102023/22052037/LT-59,NR/01022024/15022024/HP-35,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/20122023/29022024/IEX_LDC_231218_00502,NR/06022024/06022024/IEX_240205_06289,NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,NR/01012024/31032024/ ChanjuII,NR/26072023/31072042/L_NR_2023_07,NR/06022024/06022024/HPX-TAMCTG-050224-06085,NR/01102023/30042040/GNA_LT_35,NR/01102023/25122043/GNA_MEJA_DELHI
22,05:15-05:30,0.000000,57.380000,12.82,0,5,5.780000,0,4.810000,18.290000,6.740000,11.67,0,0,0,0,0.950000,25.900000,0.000000,8.180000,0,0,15,0,96.250000,0.000000,5.34,11.67,0,152.540000,6.740000,0,5,0,0,231.000000,8.080000,0.000000,0,0,0.000000,51.980000,66.030000,0.000000,0.650000,18.950000,173.470000,23.100000,11.550000,0.000000,1.300000,25.900000,1.660000,0,0.000000,0.000000,0.000000

23,05:30-05:45,0.000000,57.380000,13.1,0,5,5.780000,0,4.810000,18.290000,6.740000,11.67,0,0,0,0,0.950000,25.900000,0.000000,8.180000,0,0,15,0,96.250000,0.000000,5.34,11.67,0,152.540000,6.740000,0,5,0,0,270.700000,8.080000,0.000000,0,0,0.000000,51.980000,66.030000,0.000000,0.650000,18.950000,173.470000,0.000000,11.550000,0.000000,1.300000,25.900000,1.660000,0,0.000000,0.000000,0.000000

24,05:45-06:00,0.000000,57.380000,13.03,0,5,5.780000,0,4.810000,18.290000,6.740000,11.67,0,0,0,0,0.950000,25.900000,0.000000,8.180000,0,0,15,0,96.250000,0.000000,5.34,11.67,0,152.540000,6.740000,0,5,0,0,231.000000,8.080000,0.000000,0,0,0.000000,51.980000,66.030000,0.000000,0.650000,18.950000,173.470000,0.000000,11.550000,0.000000,1.300000,25.900000,1.660000,0,0.000000,0.000000,0.000000

25,06:00-06:15,96.250000,57.380000,16.04,0,5,5.780000,0,4.810000,18.290000,6.740000,11.67,0,0,0,0,0.950000,30.800000,0.000000,8.180000,0,0,15,0,96.250000,51.580000,5.34,11.67,0,0.000000,6.740000,0,5,0,0,231.000000,0.000000,0.000000,0,0,0.000000,80.850000,84.890000,0.000000,0.650000,0.000000,221.600000,0.000000,11.550000,0.000000,1.300000,30.800000,1.560000,0,0.000000,0.000000,0.000000

26,06:15-06:30,96.250000,81.450000,15.81,0,5,5.780000,0,4.810000,18.290000,6.740000,11.67,0,0,0,0,0.950000,30.800000,0.000000,8.180000,0,0,15,0,96.250000,51.580000,5.34,11.67,0,0.000000,6.740000,0,5,0,0,270.700000,0.000000,0.000000,0,0,0.000000,99.730000,115.080000,81.810000,0.650000,0.000000,260.450000,0.000000,11.550000,0.000000,1.300000,30.800000,1.560000,0,0.000000,0.000000,0.000000

27,06:30-06:45,96.250000,86.820000,15.79,0,5,5.780000,0,4.810000,18.290000,6.740000,11.67,0,0,0,0,0.950000,30.800000,0.000000,8.180000,0.5,0,15,0,96.250000,51.580000,5.34,11.67,0,0.000000,6.740000,0,5,0,0,270.700000,0.000000,0.000000,0,0,0.000000,99.730000,115.080000,48.120000,0.650000,0.000000,260.450000,0.000000,11.550000,0.000000,1.300000,30.800000,1.560000,0,0.000000,0.000000,0.000000

28,06:45-07:00,96.250000,86.820000,16.11,0,5,5.780000,0,4.810000,18.290000,6.740000,11.67,0,0,0,0,0.950000,30.800000,0.000000,8.180000,2,0,15,0,96.250000,51.580000,5.34,11.67,0,0.000000,6.740000,0,5,0,0,270.700000,0.000000,0.000000,0,0,0.000000,99.730000,115.080000,48.120000,0.650000,0.000000,260.450000,0.000000,11.550000,0.000000,1.300000,30.800000,1.560000,0,0.000000,0.000000,0.000000

29,07:00-07:15,96.250000,86.820000,18.78,0,5,5.780000,0,4.810000,18.290000,6.740000,11.67,1,0,0,0,0.950000,30.800000,0.000000,8.180000,7,0,15,0,96.250000,51.580000,5.34,11.67,0,0.000000,6.740000,0.866682,5,0,0,270.700000,0.000000,0.000000,1,0,115.500000,99.730000,115.080000,96.250000,0.650000,0.000000,260.450000,0.000000,11.550000,0.000000,1.300000,30.800000,1.660000,0,0.000000,0.000000,0.000000

30,07:15-07:30,96.250000,86.820000,18.73,0,5,5.780000,0,4.810000,18.290000,6.740000,11.67,7,0,0,0,0.950000,30.800000,0.000000,8.180000,13,1,15,0,96.250000,51.580000,5.34,11.67,0,0.000000,6.740000,4.158126,5,0,0,270.700000,0.000000,0.000000,5,0,115.500000,99.730000,115.080000,96.250000,0.650000,0.000000,260.450000,0.000000,11.550000,0.000000,1.300000,30.800000,1.660000,0,0.000000,0.000000,0.000000

31,07:30-07:45,96.250000,86.820000,18.65,0.12,5,5.780000,0,4.810000,18.290000,6.740000,11.67,12.5,0,0.6,1,0.950000,30.800000,0.090000,8.180000,20,3,15,1,96.250000,51.580000,5.34,11.67,1,0.000000,6.740000,8.22861,5,0.88,0,270.700000,0.000000,0.090000,11,0,115.500000,99.730000,115.080000,192.500000,0.650000,0.000000,260.450000,22.140000,11.550000,131.350000,1.300000,30.800000,1.660000,2,0.000000,0.090000,0.000000

32,07:45:08:00,96.250000,86.820000,18.43,0.97,5,5.780000,0,4.810000,18.290000,6.740000,11.67,31.27,0,4.88,3,0.950000,30.800000,0.340000,8.180000,28,5,15,2,96.250000,51.580000,5.34,11.67,3,0.000000,6.740000,12.484116,5,3.06,0,270.700000,0.000000,0.350000,14.67,0,115.500000,99.730000,115.080000,192.500000,0.650000,0.000000,260.450000,22.140000,11.550000,131.350000,1.300000,30.800000,1.660000,7,0.000000,0.340000,0.000000

33,08:00-08:15,48.120000,86.820000,18.43,3.27,5,5.780000,0,4.810000,18.290000,6.740000,11.67,30.34,0,16.35,7,0.950000,30.800000,0.770000,8.180000,30.33,7,15,3,96.250000,51.580000,5.34,11.67,3,0.000000,6.740000,17.927658,5,6.94,0,270.700000,0.000000,0.790000,30.33,0,115.500000,99.730000,115.080000,134.750000,0.650000,0.000000,260.450000,22.140000,11.550000,131.350000,1.300000,30.800000,1.560000,18,136.680000,0.770000,0.000000

34,08:15-08:30,48.120000,86.820000,18.02,6.05,5,5.780000,0,4.810000,18.290000,6.740000,11.67,30.34,0,30.28,13,0.950000,30.800000,1.630000,8.180000,30.33,9,15,5,96.250000,51.580000,5.34,11.67,5,0.000000,6.740000,25.192206,5,12.76,0,270.700000,0.000000,1.680000,30.33,0,115.500000,99.730000,115.080000,134.750000,0.650000,0.000000,260.450000,22.140000,11.550000,131.350000,1.300000,30.800000,1.560000,32,136.680000,1.630000,0.000000

35,08:30-08:45,48.120000,86.820000,17.5,9.89,5,5.780000,0,4.810000,18.290000,6.740000,11.67,32,0,49.48,24,0.950000,30.800000,2.620000,8.180000,32,28,15,8,96.250000,51.580000,5.34,11.67,14,0.000000,6.740000,34.482258,5,21.44,0,270.700000,0.000000,2.670000,32,0,115.500000,99.730000,115.080000,192.500000,0.650000,0.000000,260.450000,23.100000,11.550000,131.350000,1.300000,30.800000,1.560000,56,136.680000,2.620000,0.000000

36,08:45:09:00,48.120000,86.820000,17.39,13.36,5,5.780000,0,4.810000,18.290000,6.740000,11.67,32,0,66.82,31,0.950000,30.800000,3.760000,8.180000,32,39,15,12,96.250000,51.580000,5.34,11.67,19,0.000000,6.740000,45.194058,5,29.01,0,270.700000,0.000000,3.850000,32,0,115.500000,99.730000,115.080000,192.500000,0.650000,0.000000,260.450000,23.100000,11.550000,131.350000,1.300000,30.800000,1.560000,74,136.680000,3.760000,0.000000

37,09:00:09:15,48.120000,86.820000,13.8,16.72,5,5.780000,0,4.810000,18.290000,6.740000,11.67,32,0,83.62,40,0.950000,30.800000,5.040000,8.180000,32,47,15,17,96.250000,51.580000,5.34,11.67,23,0.000000,6.740000,56.402496,5,28.33,0,270.700000,0.000000,5.170000,32,0,115.500000,99.730000,115.080000,235.810000,0.650000,0.000000,260.450000,23.100000,11.550000,131.350000,1.300000,30.800000,1.660000,95,136.680000,5.040000,0.000000

38,09:15-09:30,48.120000,86.820000,13.49,19.91,5,5.780000,0,4.810000,18.290000,6.740000,11.67,32,0,99.57,47,0.950000,30.800000,6.380000,8.180000,32,55,15,21,96.250000,51.580000,5.34,11.67,27,0.000000,6.740000,66.676086,5,33.33,0,270.700000,0.000000,6.530000,32,0,115.500000,99.730000,115.080000,235.810000,0.650000,0.000000,260.450000,23.100000,11.550000,131.350000,1.300000,30.800000,1.660000,110,136.680000,6.380000,0.000000

39,09:30-09:45,48.120000,86.820000,10.41,28.61,5,5.780000,0,4.810000,18.290000,6.740000,11.67,32,0,143.06,58,0.950000,30.800000,7.690000,8.180000,32,68,15,25.42,96.250000,51.580000,5.34,11.67,34,0.000000,6.740000,76.745178,5,40,0,270.700000,0.000000,7.880000,32,0,115.500000,99.730000,115.080000,105.880000,0.650000,0.000000,260.450000,23.100000,11.550000,131.350000,1.300000,30.800000,1.660000,137,136.680000,7.690000,0.000000

40,09:45-10:00,48.120000,86.820000,10.21,32.4,5,5.780000,0,4.810000,18.290000,6.740000,11.67,32.5,0,162.01,64,0.950000,30.800000,8.910000,8.180000,32.5,75,15,29.32,96.250000,51.580000,5.34,11.67,38,0.000000,6.740000,86.13261,5,46.67,0,270.700000,0.000000,9.130000,32.5,0,115.500000,99.730000,115.080000,105.880000,0.650000,0.000000,260.450000,23.100000,11.550000,131.350000,1.300000,30.800000,1.660000,151,136.680000,8.910000,0.000000

41,10:00-10:15,48.120000,86.820000,10.17,36.18,5,5.780000,0,4.810000,18.290000,6.740000,11.67,32.5,0,180.88,63,0.950000,30.800000,10.020000,8.180000,32.5,77,15,33.07,96.250000,51.580000,5.34,11.67,38,0.000000,6.740000,94.789692,5,53.33,0,270.700000,0.000000,10.270000,32.5,0,115.500000,99.730000,115.080000,102.990000,0.650000,0.000000,260.450000,22.140000,11.550000,131.350000,1.300000,30.800000,1.560000,147,136.680000,10.020000,0.000000

42,10:15-10:30,48.120000,86.820000,10.05,39.34,5,5.780000,0,4.810000,18.290000,6.740000,11.67,32.5,0,196.71,67,0.950000,30.800000,12.260000,8.180000,32.5,81,15,35.81,96.250000,51.580000,5.34,11.67,41,0.000000,6.740000,103.154634,5,61.67,0,270.700000,0.000000,12.570000,32.5,0,115.500000,99.730000,115.080000,92.400000,0.650000,0.000000,260.450000,21.180000,11.550000,131.350000,1.300000,30.800000,1.560000,158,136.680000,12.260000,0.000000

43,10:30-10:45,48.120000,86.820000,9.72,41.99,5,5.780000,0,4.810000,18.290000,6.740000,11.67,32.5,0,209.93,71,0.950000,30.800000,13.160000,8.180000,32.5,86,15,38.21,96.250000,51.580000,5.34,11.67,43,0.000000,6.740000,110.96451,5,76.67,24.06,270.700000,0.000000,13.480000,32.5,28.88,115.500000,99.730000,115.080000,367.680000,0.650000,0.000000,260.450000,0.000000,11.550000,0.000000,1.300000,30.800000,1.560000,166,0.000000,13.160000,0.000000

44,10:45-11:00,48.120000,86.820000,9.32,44.53,5,5.780000,0,4.810000,18.290000,6.740000,11.67,32.5,0,222.68,76,0.950000,30.800000,13.920000,8.180000,32.5,89,15,40.2,96.250000,51.580000,5.34,11.67,45,0.000000,6.740000,117.839538,5,85,24.06,270.700000,0.000000,14.280000,32.5,28.88,115.500000,99.730000,115.080000,325.320000,0.650000,0.000000,260.450000,0.000000,11.550000,0.000000,1.300000,30.800000,1.560000,176,0.000000,13.920000,0.000000

45,11:00-11:15,96.250000,86.820000,9.24,46.53,5,5.780000,0,4.810000,18.290000,6.740000,11.67,32.5,0,232.63,79,0.950000,30.800000,14.580000,8.180000,32.5,92,15,41.87,96.250000,51.580000,5.34,11.67,46,0.000000,6.740000,124.120548,5,86.67,24.06,270.700000,0.000000,14.950000,32.5,28.88,115.500000,99.730000,115.080000,280.090000,0.650000,0.000000,260.450000,0.000000,11.550000,0.000000,1.300000,30.800000,1.560000,186,0.000000,14.580000,0.000000

46,11:15-11:30,96.250000,86.820000,9.17,46.53,5.84,5.780000,0,4.810000,18.290000,6.740000,11.67,32.5,0,232.63,81,0.950000,30.800000,15.150000,8.180000,32.5,93,17.5,43.46,96.250000,51.580000,5.34,11.67,47,0.000000,6.740000,129.739374,5.83,88.13,24.06,270.700000,0.000000,15.530000,32.5,28.88,115.500000,99.730000,115.080000,244.480000,0.650000,0.000000,260.450000,0.000000,11.550000,0.000000,1.300000,30.800000,1.560000,189,0.000000,15.150000,0.000000

47,11:30-11:45,96.250000,86.820000,9.11,44.68,5.84,5.780000,0,4.810000,18.290000,6.740000,11.67,32.5,0,223.42,82,0.950000,30.800000,14.290000,8.180000,32.5,94,17.5,44.5,96.250000,51.580000,5.34,11.67,47,0.000000,6.740000,134.900514,5.83,89.78,24.06,270.700000,0.000000,14.650000,32.5,28.88,0.000000,99.730000,115.080000,353.240000,0.000000,0.000000,260.450000,0.000000,11.550000,0.000000,1.300000,0.000000,1.560000,193,0.000000,14.290000,0.000000

48,11:45-12:00,96.250000,76.320000,9.05,44.68,5.84,5.780000,0,4.810000,18.290000,6.740000,11.67,32.5,0,223.42,82,0.950000,30.800000,14.630000,8.180000,32.5,94,17.5,44,96.250000,51.580000,5.34,11.67,47,0.000000,6.740000,110.643156,5.83,91.65,24.06,270.700000,0.000000,15.000000,32.5,28.88,0.000000,99.730000,115.080000,308.000000,0.000000,0.000000,260.450000,0.000000,11.550000,0.000000,1.300000,0.000000,1.560000,193,0.000000,14.630000,0.000000

