Block,Time Block,KOLDAM,NAPP,KISHANGANGA,MAPS,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KUDGI,NJPC,NLCIIST2,RIHAND1,NLCTS2EXP,RAMPUR,NNTPP,RAPPC,NTPL,PARBATI3,RSTPSU1TO6,RIHAND3,RAPPB,NLCEXP,RIHAND2,NLCIIST1,DADRT2,CHAMERA2,BRBCL,CHAMERA1,BSIUL,CHAMERA3,FSTPP I & II,DHAULIGNGA,DULHASTI,AURY_CRF,DADRI_RF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,ANTA_LF,ANTA_CRF,ANTA_GF,KHSTPP-I,SIMHST1,SIMHST2,SINGRAULI,SINGRAULI_HYDRO,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,TANDA2,URI2,UNCHAHAR3,TALST2,TelanganaSTPP,TANAKPUR,UNCHAHAR2,URI,TALA,SALAL,SASAN,SEWA2,RSTPSU7,JHAJJAR,KGSU1AND2,KGSU3AND4,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
10,02:15-02:30,0,42.35,0,0,8.51,78.14,0,0,0,0,0,60.67,0,0,0,51.55,0,0,0,87.34,0,0,91.3,0,359.39,0,17.57,0,0,0,6.29,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,18.34,0,0,80.8,0,0,11.51,0,0,0,4.13,14.23,0,0,1.96,22.42,1.06,0,1.34,334.32,0,0,344.76,0,0,0,0,0,0,0

11,02:30-02:45,0,42.35,0,0,8.51,78.14,0,0,0,0,0,60.67,0,0,0,51.55,0,0,0,87.34,0,0,91.3,0,359.39,0,15.34,0,0,0,6.29,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,18.34,0,0,80.8,0,0,11.51,0,0,0,4.13,14.23,0,0,1.96,22.42,1.06,0,1.34,334.32,0,0,344.76,0,0,0,0,0,0,0

12,02:45-03:00,0,42.35,0,0,8.51,78.14,0,0,0,0,0,60.67,0,0,0,51.55,0,0,0,87.34,0,0,91.3,0,359.39,0,13.12,0,0,0,6.29,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,18.34,0,0,80.8,0,0,11.51,0,0,0,4.13,14.23,0,0,1.96,22.42,1.06,0,1.34,334.32,0,0,344.76,0,0,0,0,0,0,0

13,03:00-03:15,0,42.35,0,0,8.51,78.14,0,0,0,0,0,60.67,0,0,0,51.55,0,0,0,87.34,0,0,91.3,0,359.39,0,13.84,0,0,0,6.29,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,18.34,0,0,80.8,0,0,11.51,0,0,0,4.13,14.23,0,0,1.96,22.42,1.06,0,1.34,334.32,0,0,344.76,0,0,0,0,0,0,0

14,03:15-03:30,0,42.35,0,0,8.51,78.14,0,0,0,0,0,60.67,0,0,0,51.55,0,0,0,87.34,0,0,91.3,0,359.39,0,14.13,0,0,0,6.29,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,18.34,0,0,80.8,0,0,11.51,0,0,0,4.13,14.23,0,0,1.96,22.42,1.06,0,1.34,334.32,0,0,344.76,0,0,0,0,0,0,0

15,03:30-03:45,0,42.35,0,0,8.51,78.14,0,0,0,0,0,60.67,0,0,0,51.55,0,0,0,87.34,0,0,91.3,0,359.39,0,14.36,0,0,0,6.29,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,18.34,0,0,80.8,0,0,11.51,0,0,0,4.13,14.23,0,0,1.96,22.42,1.06,0,1.34,334.32,0,0,344.76,0,0,0,0,0,0,0

16,03:45-04:00,0,42.35,0,0,8.51,78.14,0,0,0,0,0,60.67,0,0,0,51.55,0,0,0,87.34,0,0,91.3,0,359.39,0,14.31,0,0,0,6.29,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,18.34,0,0,80.8,0,0,11.51,0,0,0,4.13,14.23,0,0,1.96,22.42,1.06,0,1.34,334.32,0,0,344.76,0,0,0,0,0,0,0

17,04:00-04:15,0,42.35,0,0,8.51,78.14,0,0,0,0,0,48.47,0,0,0,51.55,0,0,0,87.34,0,0,91.3,0,359.39,0,17.09,0,0,0,6.29,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,18.34,0,0,72.52,0,0,11.51,0,0,0,4.13,14.23,0,0,1.96,22.42,1.06,0,1.34,334.32,0,0,344.76,0,0,0,0,0,0,0

18,04:15-04:30,0,42.35,0,0,8.51,78.14,0,0,0,0,0,48.47,0,0,0,51.55,0,0,0,87.34,0,0,91.3,0,359.39,0,18.61,0,0,0,6.29,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,18.34,0,0,72.52,0,0,11.51,0,0,0,4.13,14.23,0,0,1.96,22.42,1.06,0,1.34,334.32,0,0,344.76,0,0,0,0,0,0,0

19,04:30-04:45,0,42.35,0,0,8.51,78.14,0,0,0,18.14,0,48.47,0,0,0,51.55,0,0,0,87.34,0,0,91.3,0,359.39,0,19.16,0,0,0,6.29,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,18.34,0,0,92.09,0,0,11.51,0,0,0,4.13,14.23,0,0,1.96,22.42,1.06,0,1.34,334.32,0,0,344.76,0,0,0,0,0,0,0

20,04:45-05:00,0,42.35,0,0,8.51,78.14,0,0,0,18.14,0,48.47,0,0,0,51.55,0,0,0,87.34,0,0,91.3,0,359.39,0,19.16,0,0,0,6.29,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,18.34,0,0,92.09,0,0,11.51,0,0,0,4.13,14.23,0,0,1.96,22.42,1.06,0,1.34,334.32,0,0,344.76,0,0,0,0,0,0,0

21,05:00-05:15,0,42.35,0,0,8.51,78.14,0,0,0,18.14,0,48.47,0,0,0,24.93,0,0,0,87.34,0,0,91.3,0,359.39,0,19.16,0,0,0,6.29,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,18.34,0,0,92.09,0,0,11.51,0,0,0,4.13,14.23,0,0,0,22.42,1.06,0,1.34,334.32,0,0,344.76,0,0,0,0,0,0,0

22,05:15-05:30,0,42.35,0,0,8.51,78.14,0,0,0,18.14,0,48.47,0,0,0,24.93,0,0,0,87.34,0,0,91.3,0,359.39,0,19.16,0,0,0,6.29,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,18.34,0,0,92.09,0,0,11.51,0,0,0,4.13,14.23,0,0,0,22.42,1.06,0,1.34,334.32,0,0,344.76,0,0,0,0,0,0,0

23,05:30-05:45,0,42.35,0,0,8.51,78.14,0,0,0,18.14,0,60.54,0,0,0,24.93,0,0,0,87.34,0,0,91.3,0,359.39,0,19.16,0,0,0,6.29,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,18.34,0,0,109.95,0,0,11.51,0,0,0,4.13,14.23,0,0,0,22.42,1.06,0,1.34,334.32,0,0,344.76,0,0,0,0,0,0,0

24,05:45-06:00,0,42.35,0,0,8.51,95.23,0,0,0,18.14,0,60.67,0,0,0,24.93,0,0,0,87.34,0,0,91.3,0,359.95,0,19.16,0,0,0,6.29,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,22.66,0,0,109.95,0,14.91,11.51,0,0,0,4.13,14.23,0,0,0,22.42,1.06,0,1.34,334.32,0,0,344.76,0,0,0,0,0,0,0

25,06:00-06:15,0,42.35,0,0,8.51,142.07,0,0,0,19.69,0,88.14,0,0,0,24.93,0,3.66,0,99.97,0,0,113.17,0,407.29,3.19,19.16,0,0,0,10.65,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,119.45,0,14.91,16.98,0,0,0,4.13,21.78,0,0,0,35.01,3.17,0,1.34,334.32,0,0,377.87,0,0,0,0,0,0,0

26,06:15-06:30,0,42.35,0,0,8.51,142.07,0,0,0,44.82,0,88.14,0,0,0,24.93,0,15.85,0,118.58,0,0,113.76,0,455.19,12.62,19.16,0,0,0,10.65,7.59,15.79,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,29.81,17.41,0,0,0,4.13,25.28,0,0,0,40.61,25.38,0,1.34,334.32,0,0,464.09,0,0,0,0,0,0,0

27,06:30-06:45,0,42.35,0,0,8.51,142.07,0,0,0,67.22,0,88.14,0,0,0,24.93,0,15.85,0,119.1,0,0,113.76,0,500.55,12.62,19.16,11.51,1.05,9.26,10.65,10.13,15.79,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,44.72,19.7,0,0,0,4.13,25.28,0,0,0,40.61,25.38,0,1.34,334.32,0,0,550.31,0,0,0,0,0,0,0

28,06:45-07:00,0,42.35,0,0,9.45,142.07,0,0,0,89.63,0,88.14,0,0,0,24.93,0,15.85,0,119.1,0,0,113.76,0,570.15,25.23,19.16,11.74,12.49,27.85,10.65,14.04,31.57,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,59.63,19.7,0,0,0,4.13,25.28,0,0,0,40.61,25.38,0,1.34,334.32,0,0,579.05,0,0,0,0,0,0,0

29,07:00-07:15,0,42.35,0,0,9.45,142.07,0,0,0,89.63,0,88.14,0,0,0,24.93,0,15.85,0,119.1,0,0,113.76,0,654.16,25.23,19.16,26.92,12.49,27.85,10.65,26.26,31.57,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,59.63,18.59,0,0,0,4.13,25.28,0,0,0,40.61,3.17,0,1.34,334.32,7.57,0,624.23,0,0,0,0,0,0,0

30,07:15-07:30,0,42.35,0,0,9.45,142.07,0,0,0,112.05,0,88.14,0,0,0,24.93,0,15.85,0,119.1,0,0,113.76,0,654.16,25.23,19.16,26.92,12.49,27.85,10.65,26.26,31.57,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,59.63,18.59,0,0,0,4.13,25.28,0,0,0,40.61,3.17,0,1.34,334.32,7.57,0,626.82,0,0,0,0,0,0,0

31,07:30-07:45,0,42.35,0,0,9.45,142.07,0,0,0,112.05,0,88.14,0,0,0,24.93,0,15.85,0,119.1,0,0,113.76,0,654.16,25.23,19.16,26.92,12.49,27.85,10.65,26.26,31.57,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,59.63,18.59,0,0,0,4.13,25.28,0,0,0,40.61,3.17,0,1.34,334.32,7.85,0,626.82,0,0,0,0,0,0,0

32,07:45-08:00,0,42.35,0,0,9.45,142.07,0,0,0,112.05,0,88.14,0,0,0,24.93,0,3.41,0,119.1,0,0,113.76,0,654.16,25.23,19.16,26.92,12.49,27.85,10.65,26.26,31.57,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,59.63,18.59,0,0,0,4.13,25.28,0,0,0,40.61,3.17,0,1.34,334.32,7.85,0,626.82,0,0,0,0,0,0,0

33,08:00-08:15,0,42.35,0,0,9.45,142.07,0,0,0,112.05,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,654.16,25.23,19.16,26.92,12.49,27.85,10.65,26.26,31.57,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,59.63,18.59,0,0,0,18.04,25.28,0,0,0,40.61,2.12,0,1.34,334.32,7.85,0,626.82,0,0,0,0,0,0,0

34,08:15-08:30,0,42.35,0,0,9.45,142.07,0,0,0,112.05,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,654.16,25.23,19.16,26.92,12.49,27.85,10.65,26.26,31.57,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,59.63,18.59,0,0,0,18.04,25.28,0,0,0,40.61,25.38,0,1.34,334.32,7.85,0,626.82,0,0,0,0,0,0,0

35,08:30-08:45,0,42.35,0,0,8.51,142.07,0,0,0,112.05,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,654.16,25.23,19.16,11.51,2.11,1.22,10.65,10.13,15.79,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,59.63,18.59,0,0,0,18.04,25.28,0,0,5.52,40.61,1.06,0,1.34,334.32,0,0,626.82,0,0,0,0,0,0,0

36,08:45-09:00,0,42.35,0,0,8.51,142.07,0,0,0,74.39,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,654.16,25.23,19.16,0,0,0,10.65,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,59.63,18.59,0,0,0,18.04,25.28,0,0,5.52,40.61,1.06,0,1.34,334.32,0,0,626.82,0,0,0,0,0,0,0

37,09:00-09:15,0,42.35,0,0,8.51,142.07,0,0,0,56.25,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,654.16,25.23,19.16,0,0,0,10.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,29.81,18.59,0,0,0,18.04,25.28,0,0,5.52,40.61,25.38,0,1.34,334.32,0,0,626.82,0,0,0,0,0,0,0

38,09:15-09:30,0,42.35,0,0,8.51,142.07,0,0,0,38.11,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,654.16,12.62,19.16,0,0,0,10.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,29.81,18.59,0,0,0,18.04,25.28,0,0,5.52,40.61,25.38,0,1.34,334.32,0,0,612.45,0,0,0,0,0,0,0

39,09:30-09:45,0,42.35,0,0,8.51,142.07,0,0,0,38.11,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,654.16,12.62,19.16,0,0,0,10.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,29.81,18.59,0,0,0,4.13,25.28,0,0,0,40.61,25.38,0,1.34,334.32,0,0,607.66,0,0,0,0,0,0,0

40,09:45-10:00,0,42.35,0,0,8.51,142.07,0,0,0,20.23,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,654.16,12.62,19.16,0,0,0,10.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,29.81,18.59,0,0,0,4.13,25.28,0,0,0,40.61,6.35,0,1.34,334.32,0,0,602.87,0,0,0,0,0,0,0

41,10:00-10:15,0,42.35,0,0,8.51,142.07,0,0,0,20.23,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,654.16,0,19.16,0,0,0,10.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,29.81,18.59,0,0,0,4.13,25.28,0,0,0,40.61,6.35,0,1.34,334.32,0,0,593.29,0,0,0,0,0,0,0

42,10:15-10:30,0,42.35,0,0,8.51,142.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,654.16,0,19.16,0,0,0,10.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,14.91,18.59,0,0,0,4.13,25.28,0,0,0,40.61,12.69,0,1.34,334.32,0,0,564.55,0,0,0,0,0,0,0

43,10:30-10:45,0,42.35,0,0,8.51,142.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,654.1,0,19.16,0,0,0,10.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.22,0,0,120.67,0,0,18.39,0,0,0,4.13,25.01,0,0,0,40.18,12.69,0,1.34,334.32,0,0,547.56,0,0,0,0,0,0,0

44,10:45-11:00,0,42.35,0,0,8.51,142.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,592.66,0,19.16,0,0,0,10.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,0,18.59,0,0,0,4.13,25.28,0,0,0,40.61,12.69,0,1.34,334.32,0,0,528.4,0,0,0,0,0,0,0

45,11:00-11:15,0,42.35,0,0,8.51,142.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,611.18,0,19.13,0,0,0,10.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,0,18.59,0,0,0,4.13,25.28,0,0,0.49,40.61,12.69,0,1.34,334.32,0,0,624.18,0,0,0,0,0,0,0

46,11:15-11:30,0,42.35,0,0,8.51,142.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,558.86,0,19.05,0,0,0,10.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,0,18.59,0,0,0,4.13,25.28,0,0,0.49,40.61,4.22,0,1.34,334.32,0,0,624.18,0,0,0,0,0,0,0

47,11:30-11:45,0,42.35,0,0,8.51,142.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,518.62,0,19.16,0,0,0,10.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,0,15.22,0,0,0,4.13,20.31,0,0,0.49,32.59,3.17,0,1.34,334.32,0,0,622.76,0,0,0,0,0,0,0

48,11:45-12:00,0,42.35,0,0,8.51,142.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,440.82,0,19.16,0,0,0,9.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,0,12.84,0,0,0,4.13,16.81,0,0,0.49,26.99,3.17,0,1.34,334.32,0,0,537,0,0,0,0,0,0,0

49,12:00-12:15,0,42.35,0,0,8.51,142.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,321.07,0,19.16,0,0,0,9.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,0,15.22,0,0,0,4.13,20.31,0,0,0.49,32.59,4.22,0,1.34,334.32,0,0,517.51,0,0,0,0,0,0,0

50,12:15-12:30,0,42.35,0,0,8.51,142.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,263.59,0,19.16,0,0,0,10.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,0,15.22,0,0,0,4.13,20.31,0,0,0.49,32.59,4.22,0,1.34,334.32,0,0,440.87,0,0,0,0,0,0,0

51,12:30-12:45,0,42.35,0,0,8.51,142.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,263.59,0,19.16,0,0,0,10.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,0,15.22,0,0,0,4.13,20.31,0,0,0.49,32.59,4.22,0,1.34,334.32,0,0,421.71,0,0,0,0,0,0,0

52,12:45-13:00,0,42.35,0,0,8.51,142.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,263.59,0,19.16,0,0,0,10.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,0,15.22,0,0,0,4.13,20.31,0,0,0.49,32.59,4.22,0,1.34,334.32,0,0,402.55,0,0,0,0,0,0,0

53,13:00-13:15,0,42.35,0,0,8.51,142.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,263.59,0,19.16,0,0,0,9.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,0,11.5,0,0,0,4.13,14.75,0,0,0.49,23.23,4.22,0,1.34,334.32,0,0,345.07,0,0,0,0,0,0,0

54,13:15-13:30,0,42.35,0,0,8.51,142.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,263.59,0,19.16,0,0,0,9.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,0,11.5,0,0,0,4.13,14.75,0,0,0.49,23.23,4.22,0,1.34,334.32,0,0,345.07,0,0,0,0,0,0,0

55,13:30-13:45,0,42.35,0,0,8.51,142.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,263.59,0,19.16,0,0,0,10.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,0,13.34,0,0,0,4.13,17.34,0,0,0.49,27.8,3.17,0,1.34,334.32,0,0,361.36,0,0,0,0,0,0,0

56,13:45-14:00,0,42.35,0,0,8.51,142.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,263.59,0,19.16,0,0,0,10.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,0,13.34,0,0,0,4.13,17.34,0,0,0.49,27.8,3.17,0,1.34,334.32,0,0,351.78,0,0,0,0,0,0,0

57,14:00-14:15,0,42.35,0,0,8.51,142.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,263.59,0,19.16,0,0,0,10.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,0,15.22,0,0,0,4.13,20.31,0,0,0.49,32.59,2.12,0,1.34,334.32,0,0,374.14,0,0,0,0,0,0,0

58,14:15-14:30,0,42.35,0,0,8.51,142.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,263.59,0,19.16,0,0,0,10.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,0,15.22,0,0,0,4.13,20.31,0,0,0.49,32.59,2.12,0,1.34,334.32,0,0,351.78,0,0,0,0,0,0,0

59,14:30-14:45,0,42.35,0,0,8.51,142.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,263.59,0,19.16,0,0,0,10.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,0,15.22,0,0,0,4.13,20.31,0,0,0.49,32.59,2.12,0,1.34,334.32,0,0,351.78,0,0,0,0,0,0,0

60,14:45-15:00,0,42.35,0,0,8.51,114.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,330.65,0,19.16,0,0,0,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.13,0,0,120.67,0,0,15.22,0,0,0,4.13,20.31,0,0,0.49,32.59,2.12,0,1.34,334.32,0,0,351.78,0,0,0,0,0,0,0

61,15:00-15:15,0,42.35,0,0,8.51,114.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,359.39,0,19.16,0,0,0,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.13,0,0,120.67,0,0,15.22,0,0,0,4.13,20.31,0,0,0.49,32.59,2.12,0,1.34,334.32,0,0,373.81,0,0,0,0,0,0,0

62,15:15-15:30,0,42.35,0,0,8.51,114.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,359.39,0,19.16,0,0,0,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.13,0,0,120.67,0,0,15.22,0,0,0,4.13,20.31,0,0,0.49,32.59,2.12,0,1.34,334.32,0,0,450.45,0,0,0,0,0,0,0

