Time,Block,NR/2023/17404/F,NR/2023/17402/F,NR/2023/17165/A,NR/2023/17903/C,NR/2023/17263/F,NR/2023/17496/F,NR/2023/14875/A,NR/2023/17344/F,WR/2023/17681/A,WR/2023/17681/A/II,WR/2023/19090/A,NR/2023/17909/C,NR/2023/17904/C,Total
29,07:00-07:15,20.400000,255.480000,33.890000,4.250000,0.000000,6.780000,0.000000,0.680000,0.000000,100.000000,0.000000,0,0.6,422.08

30,07:15-07:30,20.400000,255.480000,33.890000,4.250000,0.000000,6.780000,0.000000,0.680000,0.000000,100.000000,0.000000,0,0.94,422.42

31,07:30-07:45,20.400000,255.480000,33.890000,4.250000,0.000000,6.780000,0.000000,0.680000,0.000000,100.000000,0.000000,0,1.34,422.82

32,07:45:08:00,20.400000,255.480000,33.890000,4.250000,0.000000,6.780000,0.000000,0.680000,0.000000,100.000000,0.000000,0,1.78,423.26

33,08:00-08:15,20.400000,255.480000,33.890000,4.250000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,0,2.27,424.04

34,08:15-08:30,20.400000,255.480000,33.890000,4.250000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,0,2.77,424.54

35,08:30-08:45,20.400000,255.480000,33.890000,4.250000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,0,3.24,425.01

36,08:45:09:00,20.400000,255.480000,33.890000,4.250000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,0,3.69,425.46

37,09:00:09:15,20.400000,255.480000,33.890000,4.250000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,24.21,4.13,450.11

38,09:15-09:30,20.400000,255.480000,33.890000,4.250000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,24.21,4.53,450.51

39,09:30-09:45,20.400000,255.480000,33.890000,4.250000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,24.21,4.92,450.9

40,09:45-10:00,20.400000,255.480000,33.890000,4.250000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,24.21,5.28,451.26

41,10:00-10:15,20.400000,255.480000,33.890000,4.160000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,24.21,5.61,451.5

42,10:15-10:30,20.400000,255.480000,33.890000,4.160000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,24.21,5.9,451.79

43,10:30-10:45,20.400000,255.480000,33.890000,4.160000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,24.21,6.21,452.1

44,10:45-11:00,20.400000,255.480000,33.890000,4.160000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,24.21,6.36,452.25

45,11:00-11:15,20.400000,255.480000,33.890000,4.160000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,24.21,6.68,452.57

46,11:15-11:30,20.400000,255.480000,33.890000,4.160000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,24.21,6.87,452.76

47,11:30-11:45,20.400000,255.480000,33.890000,4.160000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,24.21,7,452.89

48,11:45-12:00,20.400000,255.480000,33.890000,4.160000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,24.21,7.01,452.9

49,12:00-12:15,20.400000,255.480000,33.890000,4.160000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,24.21,7.09,452.98

50,12:15-12:30,20.400000,255.480000,33.890000,4.160000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,24.21,7.02,452.91

51,12:30-12:45,20.400000,255.480000,33.890000,4.160000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,24.21,6.99,452.88

52,12:45-13:00,20.400000,255.480000,33.890000,4.160000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,24.21,6.99,452.88

53,13:00-13:15,20.400000,255.480000,33.890000,4.160000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,24.21,6.7,452.59

54,13:15-13:30,20.400000,255.480000,33.890000,4.160000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,24.21,6.64,452.53

55,13:30-13:45,20.400000,255.480000,33.890000,4.160000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,24.21,6.34,452.23

56,13:45-14:00,20.400000,255.480000,33.890000,4.160000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,24.21,6.15,452.04

57,14:00-14:15,20.400000,255.480000,33.890000,4.160000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,24.21,5.81,451.7

58,14:15-14:30,20.400000,255.480000,33.890000,4.160000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,24.21,5.55,451.44

59,14:30-14:45,20.400000,255.480000,33.890000,4.160000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,24.21,5.11,451

60,14:45-15:00,20.400000,255.480000,33.890000,4.160000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,24.21,4.8,450.69

61,15:00-15:15,20.400000,255.480000,33.890000,4.160000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,24.21,4.38,450.27

62,15:15-15:30,20.400000,255.480000,33.890000,4.160000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,24.21,3.85,449.74

63,15:30-15:45,20.400000,255.480000,33.890000,4.160000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,24.21,3.28,449.17

64,15:45-16:00,20.400000,255.480000,33.890000,4.160000,0.000000,6.780000,0.000000,0.970000,0.000000,100.000000,0.000000,24.21,2.71,448.6

65,16:00-16:15,20.400000,255.480000,33.890000,4.250000,0.000000,6.780000,0.000000,0.870000,0.000000,100.000000,0.000000,24.21,2.28,448.16

66,16:15-16:30,20.400000,255.480000,33.890000,4.250000,0.000000,6.780000,0.000000,0.870000,0.000000,100.000000,0.000000,24.21,1.78,447.66

67,16:30-16:45,20.400000,255.480000,33.890000,4.250000,0.000000,6.780000,0.000000,0.870000,0.000000,100.000000,0.000000,24.21,1.37,447.25

68,16:45-17:00,20.400000,255.480000,33.890000,4.250000,0.000000,6.780000,0.000000,0.870000,0.000000,100.000000,0.000000,24.21,0.97,446.85

69,17:00-17:15,20.400000,255.480000,33.890000,4.250000,0.000000,6.780000,0.000000,0.770000,0.000000,100.000000,0.000000,0,0.65,422.22

70,17:15-17:30,20.400000,255.480000,33.890000,4.250000,0.000000,6.780000,0.000000,0.770000,0.000000,100.000000,0.000000,0,0.39,421.96

71,17:30-17:45,20.400000,255.480000,33.890000,4.250000,0.000000,6.780000,0.000000,0.770000,0.000000,100.000000,0.000000,0,0.16,421.73

72,17:45-18:00,20.400000,255.480000,33.890000,4.250000,0.000000,6.780000,0.000000,0.770000,0.000000,100.000000,0.000000,0,0,421.57

73,18:00-18:15,20.400000,0.000000,33.890000,4.350000,0.000000,6.780000,0.000000,0.730000,100.000000,0.000000,100.000000,0,0,266.15

74,18:15-18:30,20.400000,0.000000,33.890000,4.350000,0.000000,6.780000,0.000000,0.730000,100.000000,0.000000,100.000000,0,0,266.15

75,18:30-18:45,20.400000,0.000000,33.890000,4.350000,0.000000,6.780000,0.000000,0.730000,100.000000,0.000000,100.000000,0,0,266.15

76,18:45-19:00,20.400000,0.000000,33.890000,4.350000,0.000000,6.780000,0.000000,0.730000,100.000000,0.000000,100.000000,0,0,266.15

77,19:00-19:15,20.400000,0.000000,33.890000,4.350000,0.000000,6.780000,0.000000,0.730000,100.000000,0.000000,100.000000,0,0,266.15

78,19:15-19:30,20.400000,0.000000,33.890000,4.350000,0.000000,6.780000,0.000000,0.730000,100.000000,0.000000,100.000000,0,0,266.15

79,19:30-19:45,20.400000,0.000000,33.890000,4.350000,0.000000,6.780000,0.000000,0.730000,100.000000,0.000000,100.000000,0,0,266.15

80,19:45-20:00,20.400000,0.000000,33.890000,4.350000,0.000000,6.780000,0.000000,0.730000,100.000000,0.000000,100.000000,0,0,266.15

81,20:00-20:15,20.400000,0.000000,33.890000,4.250000,0.000000,6.780000,0.000000,0.730000,100.000000,0.000000,100.000000,0,0,266.05

82,20:15-20:30,20.400000,0.000000,33.890000,4.250000,0.000000,6.780000,0.000000,0.730000,100.000000,0.000000,100.000000,0,0,266.05

83,20:30-20:45,20.400000,0.000000,33.890000,4.250000,0.000000,6.780000,0.000000,0.730000,100.000000,0.000000,100.000000,0,0,266.05

84,20:45-21:00,20.400000,0.000000,33.890000,4.250000,0.000000,6.780000,0.000000,0.730000,100.000000,0.000000,100.000000,0,0,266.05

85,21:00-21:15,20.400000,0.000000,33.890000,4.250000,0.000000,6.780000,0.000000,0.730000,100.000000,0.000000,100.000000,0,0,266.05

86,21:15-21:30,20.400000,0.000000,33.890000,4.250000,0.000000,6.780000,0.000000,0.730000,100.000000,0.000000,100.000000,0,0,266.05

87,21:30-21:45,20.400000,0.000000,33.890000,4.250000,0.000000,6.780000,0.000000,0.730000,100.000000,0.000000,100.000000,0,0,266.05

88,21:45-22:00,20.400000,0.000000,33.890000,4.250000,0.000000,6.780000,0.000000,0.730000,100.000000,0.000000,100.000000,0,0,266.05

89,22:00-22:15,20.400000,0.000000,33.890000,4.250000,179.140000,6.780000,76.880000,0.680000,100.000000,0.000000,100.000000,0,0,522.02

90,22:15-22:30,20.400000,0.000000,33.890000,4.250000,179.140000,6.780000,76.880000,0.680000,100.000000,0.000000,100.000000,0,0,522.02

91,22:30-22:45,20.400000,0.000000,33.890000,4.250000,179.140000,6.780000,76.880000,0.680000,100.000000,0.000000,100.000000,0,0,522.02

92,22:45-23:00,20.400000,0.000000,33.890000,4.250000,179.140000,6.780000,76.880000,0.680000,100.000000,0.000000,100.000000,0,0,522.02

93,23:00-23:15,20.400000,0.000000,33.890000,4.160000,179.140000,6.780000,76.880000,0.630000,100.000000,0.000000,100.000000,0,0,521.88

94,23:15-23:30,20.400000,0.000000,33.890000,4.160000,179.140000,6.780000,76.880000,0.630000,100.000000,0.000000,100.000000,0,0,521.88

95,23:30-23:45,20.400000,0.000000,33.890000,4.160000,179.140000,6.780000,76.880000,0.630000,100.000000,0.000000,100.000000,0,0,521.88

96,23:45-24:00,20.400000,0.000000,33.890000,4.160000,179.140000,6.780000,76.880000,0.630000,100.000000,0.000000,100.000000,0,0,521.88

