Column1,Time,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/01/01/7459,GNA/NR/2025/01/20/4168,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/01/20/2470,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/01/01/8738,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/01/6528,NR/30092023/26122029/SH-06,GNA/NR/2025/01/01/6775,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/01/3514,NR/01102023/31052040/LT-31,GNA/WR/2025/01/01/8625,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/01/20/9333,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/01/20/9046,GNA/NR/2025/01/20/4698,GNA/NR/2025/01/20/5216,GNA/NR/2025/01/01/3925,GNA/NR/2025/01/01/8058,GNA/NR/2025/01/01/3945,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/30092023/31122025/SH-07,GNA/NR/2025/01/02/1250,NR/01102023/05012040/L_NR_2020_02,GNA/WR/2025/01/01/9606,GNA/WR/2024/11/01/4200,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,GNARE/SR/2025/01/13/4532,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06)
65,16:00-16:15,0,7.68,32.66,0,1.47,1.14,100.09,271.64,0,7.5,31.7,28.82,9.61,0,32.66,65.92,70.73,20.17,19.21,7.5,0,0,0,112.19,0,0,0,48.04,26.9,32.66,11,0,48.04,1.57,0,0,6.67,14,14,19.99,6.67,33,6.67,23,22,88,9.2,29.83,149.15,37,44,60.03,52,59.68,33

66,16:15-16:30,0,6.46,32.66,0,1.47,1.14,100.09,271.64,0,6.29,31.7,28.82,9.61,0,32.66,65.92,78.33,20.17,19.21,6.29,0,0,0,112.19,0,0,0,48.04,26.9,32.66,5,0,48.04,1.57,0,0,6.67,14,14,19.99,6.67,33,6.67,19,18,74,8.8,26.05,130.26,31,36,50.58,44,50.21,33

67,16:30-16:45,0,5.19,32.66,0,1.47,1.14,100.09,271.64,0,5.06,31.7,28.82,9.61,0,32.66,65.92,86.66,20.17,19.21,5.06,0,0,0,130.42,0,0,0,48.04,26.9,32.66,1,0,48.04,1.57,0,0,6.67,14,14,19.99,6.67,33,6.67,14,14,60,8.4,21.95,109.72,25,28,41.09,37,38.67,33

68,16:45-17:00,0,3.75,34.59,0,1.47,1.14,100.09,271.64,0,3.66,31.7,28.82,14.41,0,34.59,65.92,86.66,20.17,19.21,3.66,0,0,0,130.42,0,0,0,48.04,26.9,34.59,0,0,48.04,1.57,0,0,6.67,14,14,19.99,6.67,22.49,6.67,7,11,46,8.2,17.6,88,19,21,31.32,27,30.13,29.71

69,17:00-17:15,0,2.76,36.51,0,1.37,1.03,100.09,271.64,0,2.69,31.7,28.82,14.41,0,36.51,65.92,86.66,20.17,19.21,2.69,0,0,0,130.42,0,0,0,48.04,26.9,43.23,0,0,48.04,1.57,0,0,6.67,14,14,19.99,6.67,13.27,6.67,5,7,32,8,13.23,66.17,13,15,24.03,17,22.21,17.64

70,17:15-17:30,0,2.11,36.51,0,1.37,1.03,100.09,271.64,0,2.05,31.7,28.82,14.41,0,36.51,114.9,86.66,20.17,19.21,2.05,0,0,0,130.42,0,0,0,48.04,26.9,43.23,0,0,48.04,1.57,0,0,6.67,14,14,19.99,6.67,7.31,6.67,2,4,18,8,9.17,45.85,7,8,15.8,10,13.02,8.97

71,17:30-17:45,0,1.43,36.51,0,1.37,1.03,100.09,271.64,0,1.39,31.7,28.82,14.41,0,36.51,114.9,86.66,20.17,19.21,1.39,0,0,0,130.42,0,0,0,48.04,26.9,43.23,0,0,48.04,1.57,0,0,6.67,14,14,19.99,6.67,3.79,6.67,0,2,7,8,5.59,27.95,3,3,8.44,7,3.42,3.96

72,17:45-18:00,0,0.84,36.51,0,1.37,1.03,100.09,271.64,0,0.82,31.7,28.82,14.41,0,36.51,114.9,86.66,20.17,19.21,0.82,0,0,0,130.42,0,0,0,48.04,26.9,43.23,0,0,48.04,1.57,0,0,6.67,14,14,19.99,6.67,1.79,6.67,0,0,4,8,2.98,14.87,1,1,3.75,3,0,1.13

73,18:00-18:15,0,0.42,36.51,5.76,1.47,1.03,100.09,271.64,96.07,0.41,31.7,28.82,14.41,0,36.51,114.9,86.66,20.17,19.21,0.41,50,0,30.74,130.42,90.31,7.69,9.61,48.04,26.9,43.23,0,0,48.04,1.57,30,50,6.67,14,14,19.99,6.67,0,6.67,0,0,0,8,0.01,0.04,0,0,1.27,2,0,0

74,18:15-18:30,0,0.15,36.51,5.76,1.47,1.03,100.09,271.64,96.07,0.15,31.7,28.82,14.41,0,36.51,114.9,86.66,20.17,19.21,0.15,50,0,30.74,130.42,90.31,7.69,9.61,48.04,26.9,43.23,0,0,48.04,1.57,30,50,6.83,14,14,20.51,6.67,0,6.83,0,0,0,8,0,0,0,0,0.32,0,0,0

75,18:30-18:45,0,0.06,36.51,5.76,1.47,1.03,100.09,271.64,96.07,0.06,31.7,28.82,14.41,0,36.51,114.9,86.66,20.17,19.21,0.06,50,0,30.74,130.42,90.31,7.69,9.61,48.04,26.9,43.23,0,0,48.04,1.57,30,50,7,14.34,14.33,21,6.67,0,7,0,0,0,8,0,0,0,0,0,0,0,0

76,18:45-19:00,0,0,36.51,5.76,1.47,1.03,100.09,271.64,96.07,0,31.7,28.82,14.41,0,36.51,114.9,86.66,20.17,19.21,0,50,0,30.74,130.42,90.31,7.69,9.61,48.04,26.9,43.23,0,0,48.04,1.57,30,50,7.17,14.66,14.67,21.49,6.67,0,7.17,0,0,0,8,0,0,0,0,0,0,0,0

77,19:00-19:15,0,0,36.51,5.76,1.47,0.99,100.09,271.64,96.07,0,31.7,28.82,14.41,0,36.51,114.9,86.66,20.17,19.21,0,50,0,30.74,130.42,90.31,7.69,9.61,48.04,26.9,43.23,0,0,48.04,1.57,30,50,7.33,15,15,22.01,7.33,0,7.33,0,0,0,8,0,0,0,0,0,0,0,0

78,19:15-19:30,0,0,36.51,5.76,1.47,0.99,100.09,271.64,96.07,0,31.7,28.82,14.41,0,36.51,114.9,86.66,20.17,19.21,0,50,0,30.74,130.42,90.31,7.69,9.61,48.04,26.9,43.23,0,0,48.04,1.57,30,50,7.5,16,16,22.5,8,0,7.5,0,0,0,8,0,0,0,0,0,0,0,0

79,19:30-19:45,0,0,36.51,5.76,1.47,0.99,100.09,271.64,96.07,0,31.7,28.82,14.41,0,36.51,114.9,86.66,20.17,19.21,0,50,0,30.74,130.42,90.31,7.69,9.61,48.04,26.9,43.23,0,0,48.04,1.57,30,50,7.5,17.34,17.33,22.5,8.67,0,7.5,0,0,0,8.4,0,0,0,0,0,0,0,0

80,19:45-20:00,0,0,36.51,5.76,1.47,0.99,100.09,271.64,96.07,0,31.7,28.82,14.41,0,36.51,114.9,86.66,20.17,19.21,0,50,0,30.74,130.42,90.31,7.69,9.61,48.04,26.9,43.23,0,0,48.04,1.57,30,50,7.5,18.34,18.33,22.5,9.33,0,7.5,0,0,0,8.6,0,0,0,0,0,0,0,0

81,20:00-20:15,0,0,34.59,0,1.47,0.99,100.09,271.64,0,0,31.7,28.82,8.65,0,34.59,114.9,86.66,20.17,19.21,0,50,0,0,130.42,0,0,0,48.04,26.9,34.59,0,0,48.04,1.53,30,50,7.5,19.34,19.33,22.5,9.33,0,7.5,0,0,0,8.6,0,0,0,0,0,0,0,0

82,20:15-20:30,0,0,34.59,0,1.47,0.99,100.09,271.64,0,0,31.7,28.82,8.65,0,34.59,106.42,86.66,20.17,19.21,0,50,0,0,130.42,0,0,0,48.04,26.9,34.59,0,0,48.04,1.53,30,50,7.5,21.34,21.33,22.5,9,0,7.5,0,0,0,8.6,0,0,0,0,0,0,0,0

83,20:30-20:45,0,0,34.59,0,1.47,0.99,100.09,271.64,0,0,31.7,28.82,8.65,0,34.59,97.94,86.66,20.17,19.21,0,50,0,0,130.42,0,0,0,48.04,26.9,34.59,0,0,48.04,1.53,30,50,7.67,22.66,22.67,22.99,9,0,7.67,0,0,0,8.6,0,0,0,0,0,0,0,0

84,20:45-21:00,0,0,34.59,0,1.47,0.99,100.09,271.64,0,0,31.7,28.82,8.65,0,34.59,89.47,86.66,20.17,19.21,0,50,0,0,130.42,0,0,0,48.04,26.9,34.59,0,0,48.04,1.53,30,50,7.83,22.66,22.67,23.51,9,0,7.83,0,0,0,8.8,0,0,0,0,0,0,0,0

85,21:00-21:15,0,0,31.7,0,1.37,0.99,100.09,271.64,0,0,31.7,28.82,8.65,0,31.7,70.06,67.81,20.17,19.21,0,50,0,0,130.42,0,0,0,48.04,26.9,31.7,0,0,48.04,1.53,30,50,8,21.66,21.67,24,9.33,0,8,0,0,0,8.4,0,0,0,0,0,0,0,0

86,21:15-21:30,0,0,31.7,0,1.37,0.99,100.09,271.64,0,0,31.7,28.82,8.65,0,31.7,70.06,67.81,20.17,19.21,0,50,0,0,130.42,0,0,0,48.04,26.9,31.7,0,0,48.04,1.53,30,50,8.67,21.66,21.67,25.99,9.67,0,8.67,0,0,0,8.4,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,31.7,0,1.37,0.99,100.09,271.64,0,0,31.7,28.82,8.65,0,31.7,70.06,67.81,20.17,19.21,0,50,0,0,130.42,0,0,0,48.04,26.9,31.7,0,0,48.04,1.53,30,50,8.83,21.66,21.67,26.51,10,0,8.83,0,0,0,8.4,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,31.7,0,1.37,0.99,100.09,271.64,0,0,31.7,28.82,8.65,0,31.7,70.06,67.81,20.17,19.21,0,50,0,0,130.42,0,0,0,48.04,26.9,31.7,0,0,48.04,1.53,30,50,9,21.66,21.67,27,10,0,9,0,0,0,8.4,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,27.86,0,1.47,0.99,100.09,271.64,0,0,31.7,28.82,8.65,0,27.86,70.06,59.4,20.17,19.21,0,0,0,0,112.19,0,0,0,48.04,26.9,27.86,0,0,48.04,1.48,30,50,9.17,22,22,27.49,8.33,0,9.17,0,0,0,8.6,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,27.86,0,1.47,0.99,100.09,271.64,0,0,31.7,28.82,8.65,0,27.86,70.06,59.4,20.17,19.21,0,0,0,0,112.19,0,0,0,48.04,26.9,27.86,0,0,48.04,1.48,30,50,9.33,22.66,22.67,28.01,8.33,0,9.33,0,0,0,8.6,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,27.86,0,1.47,0.99,100.09,271.64,0,0,31.7,28.82,8.65,0,27.86,70.06,59.4,20.17,19.21,0,0,0,0,112.19,0,0,0,48.04,26.9,27.86,0,0,48.04,1.48,30,50,9.5,24,24,28.5,8.33,0,9.5,0,0,0,8.6,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,27.86,0,1.47,0.99,100.09,271.64,0,0,31.7,28.82,8.65,0,27.86,70.06,59.4,20.17,19.21,0,0,0,0,112.19,0,0,0,48.04,26.9,27.86,0,0,48.04,1.48,30,50,9.67,25,25,28.99,8.33,0,9.67,0,0,0,8.8,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,24.02,0,1.47,0.99,100.09,271.64,0,0,31.7,28.82,8.65,0,24.02,70.06,59.4,20.17,19.21,0,0,0,0,112.19,0,0,0,48.04,26.9,24.02,0,0,48.04,1.48,30,50,9.83,25,25,29.51,8.33,0,9.83,0,0,0,9.2,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,24.02,0,1.47,0.99,100.09,230.57,0,0,31.7,28.82,8.65,0,24.02,70.06,59.4,20.17,19.21,0,0,0,0,112.19,0,0,0,48.04,26.9,24.02,0,0,48.04,1.48,30,50,10,25,25,30,8.33,0,10,0,0,0,9.4,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,24.02,0,1.47,0.99,100.09,192.14,0,0,31.7,28.82,8.65,0,24.02,70.06,59.4,20.17,19.21,0,0,0,0,94.46,0,0,0,48.04,26.9,24.02,0,0,48.04,1.48,30,50,10,25,25,30,8.33,0,10,0,0,0,9.6,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,24.02,0,1.47,0.99,100.09,149.4,0,0,31.7,28.82,8.65,0,24.02,70.06,59.4,20.17,19.21,0,0,0,0,94.46,0,0,0,48.04,26.9,24.02,0,0,48.04,1.48,30,50,10,25,25,30,8.33,0,10,0,0,0,9.6,0,0,0,0,0,0,0,0

