Block,Time Block,KGSU1AND2,DADRT2,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,CHAMERA3,DADRI_RF,AURY_LF,DADRI_LF,AURY_GF,DADRI_GF,AURY_CRF,DADRI_CRF,AURY_RF,ANTA_GF,UNCHAHAR2,URI,ANTA_CRF,UNCHAHAR1,VALLURNTECL,ANTA_RF,UNCHAHAR4,URI2,ANTA_LF,UNCHAHAR3,RSTPSU1TO6,SIMHST2,TALA,RSTPSU7,TEHRI,SALAL,SEWA2,SINGRAULI,RIHAND3,TANDA2,SASAN,TALST2,TANAKPUR,TelanganaSTPP,SIMHST1,SINGRAULI_HYDRO,NNTPP,RAPPC,NTPL,NLCEXP,PARBATI3,RAPPB,NJPC,RIHAND2,NLCIIST1,NLCIIST2,RIHAND1,NLCTS2EXP,RAMPUR,CHAMERA1,BRBCL,CHAMERA2,BSIUL,NAPP,KOTESHWR,KUDGI,MAPS,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-II,KGSU3AND4,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,284.24,0,12.28,0,228.86,0,0,0,0,0,0,0,0,0,0,22.86,34.97,0,9.98,0,0,0,25.82,0,16.57,0,0,0,0,21.77,12.27,0,134.07,119.33,0,391.42,0,0.49,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,0,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

63,15:30-15:45,0,284.24,0,12.28,0,228.86,0,0,0,0,0,0,0,0,0,0,22.37,34.97,0,9.98,0,0,0,25.82,0,16.57,0,0,0,0,21.77,12.27,0,134.07,119.33,0,391.42,0,0.49,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,0,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

64,15:45-16:00,0,284.24,0,12.28,0,228.86,0,0,0,0,0,0,0,0,0,0,22.37,34.97,0,9.98,0,0,0,25.82,0,16.57,0,0,0,0,21.77,12.27,10.11,134.07,119.33,0,391.42,0,0.49,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,0,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

65,16:00-16:15,0,353.83,0,12.28,15.82,228.86,0,0,0,0,0,0,0,0,0,0,27.61,38.15,0,13.13,0,0,0,25.82,0,17.31,0,0,0,0,32.65,2.24,10.11,134.07,119.33,0,391.42,0,0.24,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,0,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

66,16:15-16:30,0,432.64,0,12.28,15.82,228.86,0,0,0,0,0,0,0,0,0,0,27.61,38.15,0,13.13,0,0,0,25.82,0,17.31,0,0,0,0,32.65,2.24,10.11,134.07,119.33,0,391.42,0,0.24,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,0,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

67,16:30-16:45,0,447.75,0,16.01,15.82,228.86,0,0,0,0,0,0,0,0,0,0,27.61,38.15,0,13.13,0,0,0,25.82,0,17.31,0,0,0,0,32.65,2.24,15.17,134.07,119.33,0,391.42,0,0.24,0,0,0.79,0,24.72,0,0,0,0,22.45,113.99,0,0,88.3,0,0,0,19.2,3.84,0,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

68,16:45-17:00,0,437.07,0,16.01,15.82,228.86,0,0,0,0,0,0,0,0,0,0,32.91,38.15,0,15.88,0,0,0,25.82,0,20.82,0,0,0,0,32.65,2.24,15.17,134.07,119.33,0,391.42,0,0.24,0,0,0.79,0,24.72,0,0,0,0,22.45,113.99,0,0,88.3,0,0,12.67,19.2,12.64,0,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

69,17:00-17:15,0,476.2,8.77,17.47,15.82,284.53,9.29,0,0,0,0,0,0,0,0,0,33.23,33.38,0,15.88,0,0,0,25.82,0,20.82,0,0,0,0,42.93,2.24,15.17,134.07,119.33,0,391.42,0,0.24,0,0,0.79,0,24.72,0,0,0,0,44.9,113.99,0,0,88.3,0,0,23.58,19.2,12.64,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

70,17:15-17:30,0,524.19,8.87,17.47,31.64,284.53,18.57,0,0,0,0,0,0,0,0,0,33.23,33.38,0,15.88,0,0,0,25.82,0,20.82,0,0,0,0,42.93,2.24,15.17,134.07,119.33,0,391.42,0,0.24,0,0,0.79,0,24.72,0,0,0,0,44.9,113.99,0,0,88.3,0,0,40.46,19.2,25.28,6.26,19.78,17.04,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

71,17:30-17:45,0,524.19,26.31,17.47,47.44,284.53,27.89,0,0,0,0,0,0,0,0,0,33.23,33.38,0,15.88,0,0,0,25.82,0,20.82,0,0,0,0,42.93,15.62,15.17,134.07,119.33,0,397.83,0,0.24,0,0,0.79,0,24.72,0,0,0,0,67.35,113.99,0,0,88.3,0,0,40.46,19.2,37.92,18.77,19.78,37.48,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

72,17:45-18:00,0,511.61,26.31,17.47,47.44,342.12,23.86,0,0,0,0,0,0,0,0,0,33.23,33.38,0,15.88,0,0,0,25.82,0,20.82,0,0,0,0,42.93,68.03,15.17,134.07,119.33,0,399.52,0,0.24,0,0,0.79,0,24.72,0,0,0,0,67.35,113.99,0,0,88.3,0,0,37.42,19.2,32.81,18.77,19.78,37.48,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

73,18:00-18:15,0,554.37,26.31,17.47,47.44,403.42,15.8,0,0,0,0,0,0,0,0,0,34.27,33.38,0,17.75,0,0,0,27.11,0,23.04,0,0,0,0,42.93,68.03,15.17,134.07,119.33,0,399.52,0,0.24,0,0,0.79,0,24.72,0,0,0,0,89.8,113.99,0,0,88.3,0,0,34.39,19.2,27.68,18.77,19.78,37.48,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

74,18:15-18:30,0,649.24,26.31,17.47,47.44,414.47,23.86,0,0,0,0,0,0,0,0,0,38.84,33.38,0,20.01,0,0,0,27.11,0,25.08,0,0,0,0,42.93,68.03,15.17,134.07,119.33,0,399.52,0,0.24,0,0,0.79,0,24.72,0,0,0,0,112.25,113.99,0,0,88.3,0,0,37.42,19.2,32.81,18.77,19.78,37.48,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

75,18:30-18:45,0,655.68,26.31,17.47,47.44,417.18,27.89,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,27.11,0,25.34,0,0,0,0,42.93,14.5,15.17,134.07,119.33,0,399.52,0,0.24,0,0,0.79,0,24.72,0,0,0,0,134.71,113.99,0,0,88.3,0,0,39.62,19.2,37.92,18.77,19.78,37.48,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

76,18:45-19:00,0,655.68,26.31,17.47,47.44,417.18,27.89,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,27.11,0,25.34,0,0,0,0,42.93,2.24,15.17,134.07,119.33,0,399.52,0,0.24,0,0,0.79,0,24.72,0,0,0,0,134.71,113.99,0,0,88.3,0,0,39.62,19.2,37.92,18.77,19.78,37.48,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

77,19:00-19:15,0,655.68,8.49,17.47,31.64,417.18,16.5,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,27.11,0,25.34,0,0,0,0,42.93,2.24,15.17,126.69,119.33,0,399.52,0,0.24,0,0,0.79,0,24.72,0,0,3.67,0,112.25,113.99,0,0,88.3,0,0,22.75,19.2,37.92,6.26,19.78,17.04,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

78,19:15-19:30,0,655.68,0,17.47,31.64,417.18,16.5,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,27.11,0,25.34,0,0,0,0,32.65,2.24,15.17,123.09,119.33,0,399.52,0,0.24,0,0,0.79,0,24.72,0,0,15.88,0,89.8,113.99,0,0,88.3,0,0,12.67,19.2,37.92,6.26,19.78,17.04,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

79,19:30-19:45,0,655.68,0,17.47,15.82,417.18,7.57,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,27.11,0,25.34,0,0,0,0,32.65,2.24,15.17,120.9,119.33,0,399.52,0,0.24,0,0,0.79,0,24.72,0,0,15.88,0,89.8,113.99,0,0,88.3,0,0,12.67,19.2,25.28,6.26,19.78,17.04,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

80,19:45-20:00,0,655.68,0,17.47,15.82,417.18,7.57,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,27.11,0,25.34,0,0,0,0,32.65,2.24,10.11,120.9,119.33,0,399.52,0,0.24,0,0,0.79,0,24.72,0,0,15.88,0,44.9,113.99,0,0,88.3,0,0,12.13,19.2,3.84,6.26,19.78,17.04,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

81,20:00-20:15,0,655.68,0,17.47,15.82,417.18,0,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,29.7,0,25.34,0,0,0,0,32.65,2.24,0,120.9,119.33,0,399.52,0,0.74,0,0,0.79,0,24.72,0,0,15.88,0,21.91,113.99,0,0,88.3,0,0,0,19.2,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

82,20:15-20:30,0,655.68,0,17.47,15.82,417.18,0,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,29.7,0,25.34,0,0,0,0,32.65,2.24,0,120.9,119.33,0,399.52,0,0.74,0,0,0.79,0,24.72,0,0,15.88,0,0,113.99,0,0,88.3,0,0,0,19.2,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

83,20:30-20:45,0,654.09,0,17.47,15.82,417.18,0,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,29.7,0,25.34,0,0,0,0,32.65,2.24,0,120.9,119.33,0,399.52,0,0.74,0,0,0.79,0,24.72,0,0,15.88,0,0,113.99,0,0,88.3,0,0,0,19.2,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

84,20:45-21:00,0,654.09,0,17.47,15.82,417.18,0,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,29.7,0,25.34,0,0,0,0,21.59,2.24,0,120.9,119.33,0,399.52,0,0.74,0,0,0.79,0,24.72,0,0,3.43,0,0,113.99,0,0,88.3,0,0,0,19.2,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

85,21:00-21:15,0,585.46,0,14.95,15.82,397.59,0,0,0,0,0,0,0,0,0,0,33.23,33.38,0,15.88,0,0,0,29.7,0,21.21,0,0,0,0,21.59,2.24,0,120.9,119.33,0,399.52,0,0.74,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

86,21:15-21:30,0,585.46,0,14.95,15.82,397.59,0,0,0,0,0,0,0,0,0,0,33.23,33.38,0,15.88,0,0,0,29.7,0,20.82,0,0,0,0,21.59,2.24,0,120.9,119.33,0,399.52,0,0.74,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

87,21:30-21:45,0,585.46,0,17.47,15.82,397.59,0,0,0,0,0,0,0,0,0,0,33.23,33.38,0,15.88,0,0,0,29.7,0,20.82,0,0,0,0,21.59,2.24,0,120.9,119.33,0,399.52,0,0.74,0,0,0.74,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

88,21:45-22:00,0,585.46,0,17.47,15.82,397.59,0,0,0,0,0,0,0,0,0,0,33.23,33.38,0,15.88,0,0,0,29.7,0,20.82,0,0,0,0,21.59,2.24,0,120.9,119.33,0,399.52,0,0.74,0,0,0.74,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

89,22:00-22:15,0,584.3,0,17.47,15.82,397.59,0,0,0,0,0,0,0,0,0,0,33.23,33.38,0,15.88,0,0,0,25.82,0,20.82,0,0,0,0,21.59,2.24,0,120.9,119.33,0,399.52,0,0.74,0,0,0.74,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

90,22:15-22:30,0,584.3,0,17.47,15.82,397.59,0,0,0,0,0,0,0,0,0,0,33.23,33.38,0,15.88,0,0,0,25.82,0,20.82,0,0,0,0,21.59,8.92,0,120.9,119.33,0,399.52,0,0.74,0,0,0.74,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

91,22:30-22:45,0,584.3,0,17.47,15.82,397.59,0,0,0,0,0,0,0,0,0,0,33.23,33.38,0,15.88,0,0,0,30.62,0,20.82,0,0,0,0,10.53,68.03,0,120.9,119.33,0,399.52,0,0.74,0,0,0.74,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

92,22:45-23:00,0,584.3,0,17.47,15.82,397.59,0,0,0,0,0,0,0,0,0,0,33.23,33.38,0,15.88,0,0,0,30.62,0,20.82,0,0,0,0,10.53,68.03,0,120.9,119.33,0,399.52,0,0.74,0,0,0.74,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

93,23:00-23:15,0,584.3,0,17.47,15.82,394.93,0,0,0,0,0,0,0,0,0,0,33.23,33.38,0,15.88,0,0,0,30.62,0,20.82,0,0,0,0,10.39,68.03,0,120.9,119.33,0,399.52,0,0.74,0,0,0.74,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

94,23:15-23:30,0,584.3,0,17.47,15.82,394.93,0,0,0,0,0,0,0,0,0,0,33.23,33.38,0,15.88,0,0,0,30.62,0,20.82,0,0,0,0,10.39,8.92,0,120.9,119.33,0,399.52,0,0.74,0,0,0.74,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,17.43,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

95,23:30-23:45,0,584.3,0,17.47,15.82,394.88,0,0,0,0,0,0,0,0,0,0,33.23,33.38,0,15.88,0,0,0,30.62,0,20.82,0,0,0,0,10.39,2.24,0,120.9,119.33,0,399.52,0,0.74,0,0,0.74,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,16.3,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

96,23:45-24:00,0,584.3,0,17.47,15.82,394.88,0,0,0,0,0,0,0,0,0,0,33.23,33.38,0,15.88,0,0,0,30.62,0,20.82,0,0,0,0,10.39,2.24,0,120.9,119.33,0,399.52,0,0.74,0,0,0.74,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,17.5,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

