Block,Time,L_NR_2019_11,L_NR_2012_07,LT-36,L_NR_2019_19,LT-05,SH-06,LT-59,L_NR_2012_02,L_NR_2012_01,L_NR_2012_04,LT-31,L_NR_2020_02,LT-35,SH-07,LT_MEJA_Delhi,L_NR_2021_17,L_NR_2018_61,L_NR_2019_05,L_NR_2020_06,L_NR_2021_13,L_NR_2022_09,L_NR_2021_16,L_NR_2019_07,L_NR_2021_14,L_NR_2020_05,L_NR_2021_15,L_NR_2020_07,L_NR_2022_10,L_NR_2022_08,L_NR_2021_12,L_NR_2019_06
12,02:45-03:00,6.130000,86.910000,0.000000,0.000000,57.850000,32.440000,5.890000,260.720000,100.930000,270.980000,0.000000,6.530000,0.000000,32.440000,6.460000,0,11.31,0,30.47,0,67.41,0,0,0,91.4,0,30.47,67.41,16.48,0,0

13,03:00-03:15,5.970000,86.910000,0.000000,0.000000,57.850000,32.440000,5.730000,260.720000,100.930000,270.980000,0.000000,6.350000,0.000000,32.440000,6.460000,0,11.03,0,30.93,0,67.63,0,0,0,92.79,0,30.94,67.63,16.6,0,0

14,03:15-03:30,5.970000,86.910000,0.000000,0.000000,57.850000,32.440000,5.730000,260.720000,100.930000,270.980000,0.000000,6.350000,0.000000,32.440000,6.460000,0,10.75,0,30.97,0,58.55,0,0,0,92.9,0,30.97,58.55,17.45,0,0

15,03:30-03:45,5.970000,86.910000,0.000000,0.000000,57.850000,32.440000,5.730000,260.720000,100.930000,270.980000,0.000000,6.350000,0.000000,32.440000,6.460000,0,11.35,0,30.76,0,59.66,0,0,0,92.29,0,30.77,59.66,17.87,0,0

16,03:45-04:00,5.970000,86.910000,0.000000,0.000000,57.850000,32.440000,5.730000,260.720000,100.930000,270.980000,0.000000,6.350000,0.000000,32.440000,6.460000,0,11.73,0,31.03,0,61.01,0,0,0,93.08,0,31.02,61.01,17.89,0,0

17,04:00-04:15,5.970000,86.910000,0.000000,0.000000,57.850000,32.440000,5.730000,260.720000,100.930000,270.980000,0.000000,6.200000,0.000000,32.440000,6.460000,0,11.45,0,31.14,0,61.88,0,0,0,93.43,0,31.14,61.88,18.18,0,0

18,04:15-04:30,5.970000,86.910000,0.000000,0.000000,57.850000,32.440000,5.730000,260.720000,100.930000,270.980000,0.000000,6.200000,0.000000,32.440000,6.460000,0,10.81,0,31.27,0,62.85,0,0,0,93.81,0,31.26,62.85,14.29,0,0

19,04:30-04:45,5.970000,86.910000,0.000000,0.000000,57.850000,32.440000,5.730000,260.720000,100.930000,270.980000,0.000000,6.200000,0.000000,32.440000,6.460000,0,7.94,0,27.3,0,57.06,0,0,0,81.88,0,27.29,57.06,14.51,0,0

20,04:45-05:00,5.970000,63.190000,0.000000,0.000000,57.850000,32.440000,5.730000,260.720000,100.930000,270.980000,0.000000,6.200000,0.000000,32.440000,6.460000,0,7.93,0,27.61,0,57.17,0,0,0,82.83,0,27.61,57.17,14.74,0,0

21,05:00-05:15,5.820000,63.190000,0.000000,0.000000,57.850000,32.440000,5.280000,236.410000,100.930000,270.980000,0.000000,6.070000,0.000000,32.440000,3.310000,0,7.71,0,27.65,0,57.83,0,0,0,82.96,0,27.66,57.83,14.94,0,0

22,05:15-05:30,5.820000,63.190000,0.000000,0.000000,57.850000,32.440000,5.280000,204.620000,100.930000,270.980000,0.000000,6.070000,0.000000,32.440000,3.280000,0,7.4,0,27.67,0,58.1,0,0,0,83.01,0,27.67,58.1,15.61,0,0

23,05:30-05:45,5.820000,63.190000,0.000000,0.470000,57.850000,32.440000,5.280000,198.840000,100.930000,270.980000,0.000000,6.070000,0.000000,32.440000,3.280000,0,7.27,0,27.73,0,58.23,0,0,0,83.18,0,27.71,58.23,15.87,0,0

24,05:45-06:00,5.820000,63.190000,0.000000,4.120000,57.850000,32.440000,5.280000,198.840000,100.930000,270.980000,0.000000,6.070000,0.000000,32.440000,3.280000,0.34,7.11,0,27.85,0,46.72,0.69,0,0,83.54,0,27.84,46.72,16,0,0

25,06:00-06:15,5.820000,63.190000,0.050000,9.250000,57.850000,32.440000,5.280000,198.840000,100.930000,270.980000,0.120000,5.890000,0.120000,32.440000,3.280000,1.34,7.11,2.53,28.06,0.45,46.89,2.69,1.45,0.03,84.18,0.55,28.07,46.89,16.28,2.28,15.69

26,06:15-06:30,5.820000,63.190000,0.260000,14.230000,57.850000,32.440000,5.280000,198.840000,100.930000,270.980000,0.380000,5.890000,0.460000,32.440000,3.280000,2.8,7.05,7.3,28.26,1.44,47.54,5.6,4.02,0.03,84.76,1.49,28.25,47.54,16.84,7.21,26.2

27,06:30-06:45,5.820000,50.750000,0.640000,19.980000,57.850000,32.440000,5.280000,198.840000,72.020000,270.980000,0.950000,5.890000,1.040000,32.440000,3.280000,4.67,9.18,14.16,28.44,2.61,47.55,9.34,11.64,1.29,85.33,2.77,28.46,47.55,16.71,13.08,21.7

28,06:45-07:00,5.820000,31.800000,1.150000,27.160000,33.090000,32.440000,5.280000,152.890000,67.440000,270.980000,1.610000,5.890000,1.760000,32.440000,3.280000,7,8.89,14.5,27.9,4.13,47.92,14.01,14.5,3.81,83.69,4.58,27.88,47.92,16.52,20.63,15.84

29,07:00-07:15,5.820000,31.800000,1.880000,35.410000,33.090000,32.440000,5.280000,152.890000,46.250000,270.980000,2.470000,5.890000,2.550000,32.440000,3.810000,9.87,21.46,14.5,27.05,6.35,47.97,19.75,14.5,7.46,81.14,7,27.03,47.97,16.61,31.77,14.5

30,07:15-07:30,5.820000,31.800000,2.730000,44.470000,33.090000,32.440000,5.280000,152.890000,46.250000,270.980000,3.390000,5.890000,3.510000,32.440000,3.810000,12.67,20.94,14.5,26.5,9.31,48.12,25.33,14.5,12.43,79.49,9.86,26.48,48.12,10.91,46.56,14.5

31,07:30-07:45,5.820000,31.800000,3.670000,53.470000,33.090000,32.440000,5.280000,152.890000,46.250000,270.980000,4.350000,5.890000,4.500000,32.440000,3.810000,17.66,20.44,14.5,26.31,12.84,55.22,35.34,14.5,18.58,78.93,12.61,26.32,55.22,11.1,64.2,14.5

32,07:45:08:00,5.820000,31.800000,4.680000,62.500000,33.090000,32.440000,5.280000,152.890000,46.250000,270.980000,5.380000,5.890000,5.550000,32.440000,3.810000,21,19.72,14.5,25.97,16.64,55.2,42,14.5,25.57,77.91,15.16,25.97,55.2,11.44,83.18,14.5

33,08:00-08:15,5.680000,31.800000,5.820000,70.550000,33.090000,32.440000,5.280000,152.890000,46.250000,231.240000,6.410000,5.790000,6.620000,32.440000,3.810000,24,19.11,26.85,24.75,20.44,54.37,48,26.85,33.32,74.25,21.45,24.75,54.37,11.58,102.23,26.85

34,08:15-08:30,5.680000,31.800000,7.000000,78.640000,33.090000,32.440000,5.280000,152.890000,46.250000,192.700000,7.480000,5.790000,7.690000,32.440000,3.810000,26,18.51,26.85,21.74,24.29,52.88,52,26.85,41.78,65.23,25.35,21.75,52.88,11.75,121.45,26.85

35,08:30-08:45,5.680000,31.800000,8.230000,87.490000,33.090000,32.440000,5.280000,152.890000,46.250000,149.030000,8.530000,5.790000,8.720000,32.440000,3.810000,31,17.96,26.85,20.88,28.04,51.84,62,26.85,47.96,62.62,28.74,20.87,51.84,11.95,140.23,26.85

36,08:45:09:00,5.680000,31.800000,9.420000,96.570000,33.090000,32.440000,5.280000,152.890000,46.250000,149.030000,9.570000,5.790000,9.770000,32.440000,3.760000,33,17.51,26.85,20.92,31.52,50.89,66,26.85,53.16,62.76,31.81,20.92,50.89,12.07,157.62,26.85

37,09:00:09:15,5.680000,31.800000,10.530000,102.750000,33.090000,32.440000,5.280000,152.890000,46.250000,149.030000,10.510000,5.790000,10.730000,32.440000,3.740000,35.33,8.55,26.85,30.95,34.8,70.67,70.67,26.85,58.92,92.84,34.44,30.94,70.67,21.5,174.01,26.85

38,09:15-09:30,5.680000,31.800000,11.450000,110.390000,33.090000,32.440000,5.280000,152.890000,46.250000,149.030000,11.270000,5.790000,11.500000,32.440000,3.280000,37.66,8.27,26.85,31.59,35.73,71.52,75.34,26.85,65.02,94.76,36.58,31.59,71.52,22.13,178.63,26.85

39,09:30-09:45,5.680000,31.800000,12.330000,117.110000,33.090000,32.440000,5.280000,152.890000,46.250000,149.030000,11.980000,5.790000,12.250000,32.440000,3.280000,40,8.07,26.85,32.06,38.78,71.78,80,26.85,70.44,96.18,38.89,32.05,71.78,23.04,193.88,26.85

40,09:45-10:00,5.680000,31.800000,13.310000,123.220000,33.090000,32.440000,5.280000,152.890000,46.250000,192.700000,12.610000,5.790000,12.870000,32.440000,3.280000,42.66,7.93,26.85,32.43,41.44,73,85.34,26.85,75.16,97.28,41.05,32.41,73,24.36,207.23,26.85

41,10:00-10:15,5.680000,31.800000,14.020000,128.070000,33.090000,32.440000,5.280000,152.890000,46.250000,211.970000,13.190000,5.790000,13.510000,32.440000,3.280000,44.33,7.73,26.85,32.11,43.95,73.4,88.67,26.85,79.71,96.32,42.82,32.1,73.4,24.79,219.73,26.85

42,10:15-10:30,5.680000,31.800000,14.580000,131.640000,33.090000,32.440000,5.280000,152.890000,46.250000,231.240000,13.640000,5.790000,13.990000,32.440000,3.280000,42,7.53,26.85,33.08,46.67,73.44,85,26.85,83.98,99.24,44.08,33.07,73.44,24.84,233.33,26.85

43,10:30-10:45,5.680000,31.800000,15.130000,135.140000,35.160000,32.440000,5.280000,152.890000,46.250000,231.240000,14.080000,5.790000,14.420000,32.440000,3.280000,42,7.33,26.85,34.27,46.67,73.46,85,26.85,86.89,102.8,44.92,34.26,73.46,25.51,233.33,26.85

44,10:45-11:00,5.680000,31.800000,15.690000,138.410000,35.160000,32.440000,5.280000,152.890000,46.250000,270.980000,14.500000,5.790000,14.810000,32.440000,3.280000,43,7.03,26.85,35.6,46.67,73.6,86,26.85,88.31,106.81,45.63,35.6,73.6,25.82,233.33,26.85

45,11:00-11:15,5.600000,31.800000,16.120000,140.150000,35.160000,32.440000,5.280000,117.550000,46.250000,270.980000,14.840000,5.690000,15.140000,32.440000,3.280000,43,7.14,26.85,40.06,46.67,73.64,87,26.85,89.33,120.18,44.39,40.05,73.64,26.99,233.33,26.85

46,11:15-11:30,5.600000,31.800000,16.250000,140.610000,35.160000,32.440000,5.280000,117.550000,46.250000,270.980000,15.100000,5.690000,15.410000,32.440000,3.280000,43,7.06,26.85,40.29,46.67,73.59,87,26.85,89.85,120.86,45.16,40.28,73.59,26.76,233.33,26.85

47,11:30-11:45,5.600000,31.800000,16.750000,139.830000,35.160000,32.440000,5.280000,117.550000,46.250000,231.240000,15.260000,5.690000,15.580000,32.440000,3.280000,41,7.19,26.85,40.9,46.67,73.38,82,26.85,89.92,122.71,45.53,40.91,73.38,26.7,233.33,26.85

48,11:45-12:00,5.600000,31.800000,16.790000,138.360000,35.160000,32.440000,5.280000,117.550000,46.250000,231.240000,15.520000,5.690000,15.890000,32.440000,3.280000,41,7.06,26.85,40.97,46.67,73.56,82,26.85,89.91,122.9,45.72,40.96,73.56,26.86,233.33,26.85

49,12:00-12:15,5.600000,31.800000,16.920000,136.000000,35.160000,32.440000,5.280000,119.470000,46.250000,231.240000,15.780000,5.690000,15.900000,32.440000,3.280000,40.66,7.02,26.85,40.88,46.67,73.48,81.34,26.85,89.89,122.65,45.73,40.9,73.48,26.89,233.33,26.85

50,12:15-12:30,5.600000,31.800000,17.290000,130.500000,35.160000,32.440000,5.280000,119.470000,46.250000,240.880000,16.340000,5.690000,16.630000,32.440000,3.280000,40.66,7.16,26.85,40.85,47.76,73.53,81.34,26.85,89.92,122.56,45.62,40.87,73.53,26.95,238.8,26.85

51,12:30-12:45,5.600000,31.800000,17.040000,129.840000,35.160000,32.440000,5.280000,119.470000,46.250000,240.880000,15.620000,5.690000,16.100000,32.440000,3.810000,41,10.07,26.85,40.84,47.76,73.36,82,26.85,89.9,122.51,48.33,40.83,73.36,26.89,238.8,26.85

52,12:45-13:00,5.600000,31.800000,16.950000,129.510000,35.160000,32.440000,5.280000,119.470000,46.250000,231.240000,15.560000,5.690000,15.870000,32.440000,3.810000,41.33,9.85,26.85,40.91,47.76,73.59,82.67,26.85,89.88,122.72,48.64,40.91,73.59,26.72,238.8,26.85

53,13:00-13:15,5.600000,31.800000,17.320000,129.000000,35.160000,30.830000,5.280000,119.470000,46.250000,192.700000,15.580000,5.690000,16.250000,30.830000,3.810000,41.66,9.65,26.85,40.84,47.76,73.49,83.34,26.85,89.78,122.51,48.69,40.83,73.49,26.7,238.8,26.85

54,13:15-13:30,5.600000,31.800000,16.620000,129.660000,35.160000,30.830000,5.280000,119.470000,46.250000,149.030000,15.450000,5.690000,15.640000,30.830000,3.810000,41.66,9.25,26.85,40.88,47.76,73.52,83.34,26.85,89.73,122.65,48.34,40.89,73.52,26.95,238.8,26.85

55,13:30-13:45,5.600000,31.800000,16.360000,127.690000,35.160000,30.830000,5.280000,119.470000,46.250000,192.700000,15.280000,5.690000,15.520000,30.830000,3.810000,32.33,9.07,26.85,40.87,47.76,73.52,64.67,26.85,89.77,122.6,47.25,40.85,73.52,26.89,238.8,26.85

56,13:45-14:00,5.600000,31.800000,16.460000,122.780000,35.160000,30.830000,5.280000,119.470000,46.250000,192.700000,15.670000,5.690000,15.480000,30.830000,3.810000,36.33,8.65,26.85,37.56,47.76,73.6,72.67,26.85,89.54,112.68,45.97,37.55,73.6,26.72,238.8,26.85

57,14:00-14:15,5.520000,31.800000,15.660000,117.690000,35.160000,30.830000,5.280000,119.470000,46.250000,231.240000,14.690000,5.840000,15.060000,30.830000,3.770000,37,8.47,26.85,37.58,47.76,73.38,74,26.85,88.65,112.74,43.94,37.57,73.38,26.7,238.8,26.85

58,14:15-14:30,5.520000,31.800000,15.130000,112.520000,35.160000,30.830000,5.280000,119.470000,46.250000,270.980000,14.380000,5.840000,15.000000,30.830000,3.770000,29.33,8.04,26.85,37.58,47.76,73.61,58.67,26.85,88.11,112.75,42.79,37.58,73.61,26.78,238.8,26.85

59,14:30-14:45,5.520000,50.400000,14.550000,105.800000,39.420000,30.830000,5.280000,164.230000,46.250000,270.980000,13.930000,5.840000,14.110000,30.830000,3.750000,32,7.65,26.85,37.6,47.76,73.54,64,26.85,87.04,112.81,41.56,37.61,73.54,26.94,238.8,26.85

60,14:45-15:00,5.520000,50.400000,14.040000,98.200000,43.670000,30.830000,5.280000,164.230000,46.250000,270.980000,13.390000,5.840000,13.640000,30.830000,3.750000,41,7.85,26.85,37.64,47.76,73.43,82,26.85,85.28,112.93,40.09,37.65,73.43,26.83,238.8,26.85

61,15:00-15:15,5.520000,50.400000,13.360000,90.140000,47.920000,30.830000,5.280000,164.230000,44.560000,270.980000,12.940000,5.970000,12.910000,30.830000,3.280000,39,8.21,26.85,37.65,45.46,73.52,78,26.85,81.23,112.96,38.44,37.65,73.52,26.69,227.28,26.85

62,15:15-15:30,5.520000,50.400000,12.520000,82.630000,52.170000,30.830000,5.280000,171.200000,48.180000,270.980000,12.340000,5.970000,12.420000,30.830000,3.280000,37.33,8.78,26.85,37.61,42.59,73.4,74.67,26.85,76.58,112.84,36.52,37.62,73.4,26.83,212.95,26.85

63,15:30-15:45,5.520000,50.400000,11.780000,74.330000,56.430000,30.830000,5.280000,171.200000,48.180000,270.980000,11.520000,5.970000,11.670000,30.830000,3.280000,34.66,12.07,26.85,35.09,39.32,73.65,69.34,26.85,72.25,105.27,34.24,35.09,73.65,26.7,196.61,26.85

64,15:45-16:00,5.520000,50.400000,10.990000,65.890000,57.850000,30.830000,5.280000,219.380000,48.180000,270.980000,11.070000,5.970000,11.080000,30.830000,3.280000,34.33,13.19,26.85,35.12,37.03,73.55,68.67,26.85,66.65,105.36,30.34,35.11,73.55,26.91,185.13,26.85

65,16:00-16:15,5.750000,50.400000,10.180000,58.330000,57.850000,30.830000,5.280000,260.070000,48.180000,270.980000,10.200000,5.790000,10.500000,30.830000,3.280000,31,14.06,26.85,35.1,33.98,73.38,62,26.85,61.01,105.3,26.23,35.1,73.38,26.68,169.92,26.85

66,16:15-16:30,5.750000,50.750000,9.150000,50.900000,57.850000,30.830000,5.280000,260.070000,48.180000,270.980000,9.410000,5.790000,9.400000,30.830000,3.280000,27,15.47,26.85,35.06,31.09,73.45,54,26.85,55.35,105.18,21.91,35.07,73.45,26.92,155.43,26.85

67,16:30-16:45,5.750000,50.750000,7.260000,42.410000,55.300000,30.830000,5.280000,260.070000,57.810000,270.980000,7.790000,5.790000,7.830000,30.830000,3.280000,23,17.78,26.85,35.2,27.19,73.48,46,26.85,49.11,105.59,20.88,35.19,73.48,26.82,135.94,26.85

68,16:45-17:00,5.750000,74.470000,5.120000,34.080000,55.300000,30.830000,5.280000,260.070000,67.440000,270.980000,5.540000,5.790000,5.590000,30.830000,4.280000,19,16.08,26.85,35.08,20.41,73.57,38,26.85,37.3,105.25,19.33,35.09,73.57,26.88,102.05,26.85

69,17:00-17:15,5.370000,74.470000,4.320000,26.860000,55.300000,30.830000,5.280000,260.070000,77.080000,270.980000,4.770000,6.020000,4.840000,30.830000,5.510000,15.67,16.17,27.78,31.45,16.93,70.11,31.33,25,31.11,94.34,15.01,31.44,70.11,25.07,84.63,27.77

70,17:15-17:30,5.370000,74.470000,3.330000,20.670000,55.300000,30.830000,5.280000,260.070000,77.080000,270.980000,3.930000,6.020000,3.950000,30.830000,5.510000,13.33,16.5,22.85,31.23,10.39,70.29,26.67,15,25.19,93.68,13.13,31.21,70.29,25.03,51.97,32.96

71,17:30-17:45,5.370000,86.910000,2.790000,15.340000,55.300000,30.830000,5.280000,260.070000,100.930000,270.980000,3.390000,6.020000,3.410000,30.830000,5.510000,9.67,17.5,10.07,31.06,7.5,70.33,19.33,8.74,19.2,93.18,10.39,31.06,70.33,25.18,37.5,27.8

72,17:45-18:00,5.370000,86.910000,1.900000,10.560000,33.090000,30.830000,5.280000,260.070000,100.930000,270.980000,2.470000,6.020000,2.460000,30.830000,5.510000,7.33,18.43,5.03,30.99,5.06,70.01,14.67,2.7,13.51,92.98,7.83,30.99,70.01,25.08,25.3,17.04

73,18:00-18:15,5.370000,86.910000,1.360000,6.430000,33.090000,30.830000,5.280000,260.070000,100.930000,270.980000,1.810000,5.380000,1.790000,30.830000,5.510000,5,27.8,0,31.99,3.75,70.05,10,0,8.67,95.97,5.58,32,70.05,24.75,18.78,0

74,18:15-18:30,5.370000,86.910000,0.860000,3.370000,33.090000,30.830000,5.280000,260.070000,100.930000,270.980000,1.180000,5.380000,1.200000,30.830000,5.510000,2.7,27.52,0,32.56,1.85,70.11,5.39,0,5.01,97.68,3.74,32.55,70.11,22.31,9.25,0

75,18:30-18:45,5.370000,86.910000,0.000000,1.590000,33.090000,30.830000,5.280000,260.070000,100.930000,270.980000,0.000000,5.380000,0.000000,30.830000,5.510000,1.56,26.83,0,32.74,1.18,70.13,3.12,0,2.5,98.21,1.79,32.72,70.13,21.76,5.91,0

76,18:45-19:00,5.370000,86.910000,0.000000,0.490000,47.260000,30.830000,5.280000,260.070000,100.930000,270.980000,0.000000,5.380000,0.000000,30.830000,5.510000,0.83,26.02,0,32.53,0.66,70.3,1.65,0,0.77,97.6,0.55,32.53,70.3,21.31,3.33,0

77,19:00-19:15,5.210000,86.910000,0.000000,0.000000,55.300000,30.830000,4.660000,260.070000,100.930000,270.980000,0.000000,5.560000,0.000000,30.830000,5.510000,0.26,25.3,0,32.17,0.29,70.16,0.53,0,0.03,96.5,0.02,32.17,70.16,20.37,1.48,0

78,19:15-19:30,5.210000,86.910000,0.000000,0.000000,55.300000,30.830000,5.060000,260.070000,100.930000,270.980000,0.000000,5.560000,0.000000,30.830000,5.820000,0,32.8,0,30.45,0.07,70.16,0,0,0,91.36,0,30.45,70.16,19.42,0.36,0

79,19:30-19:45,5.210000,86.910000,0.000000,0.000000,55.300000,30.830000,5.060000,260.070000,100.930000,270.980000,0.000000,5.560000,0.000000,30.830000,6.120000,0,32.41,0,27.98,0,68.52,0,0,0,83.93,0,27.96,68.52,18.68,0,0

80,19:45-20:00,5.210000,86.910000,0.000000,0.000000,55.300000,30.830000,5.060000,260.070000,100.930000,270.980000,0.000000,5.560000,0.000000,30.830000,6.410000,0,32.08,0,25.58,0,64.97,0,0,0,76.73,0,25.57,64.97,17.79,0,0

81,20:00-20:15,5.210000,86.910000,0.000000,0.000000,70.610000,30.830000,5.060000,260.070000,100.930000,270.980000,0.000000,5.560000,0.000000,30.830000,6.460000,0,31.74,0,24.72,0,62.5,0,0,0,74.17,0,24.72,62.5,16.83,0,0

82,20:15-20:30,5.210000,86.910000,0.000000,0.000000,70.610000,30.830000,5.060000,260.070000,100.930000,270.980000,0.000000,5.560000,0.000000,30.830000,6.460000,0,31.08,0,23.95,0,60.41,0,0,0,71.85,0,23.94,60.41,15.86,0,0

83,20:30-20:45,5.210000,86.910000,0.000000,0.000000,74.860000,30.830000,5.060000,260.070000,100.930000,270.980000,0.000000,6.020000,0.000000,30.830000,6.460000,0,30.66,0,28.86,0,58.88,0,0,0,86.57,0,28.86,58.88,15.11,0,0

84,20:45-21:00,5.210000,86.910000,0.000000,0.000000,74.860000,30.830000,5.060000,260.070000,100.930000,270.980000,0.000000,6.020000,0.000000,30.830000,6.460000,0,30.21,0,28.26,0,57.56,0,0,0,84.77,0,28.25,57.56,14.2,0,0

85,21:00-21:15,5.060000,86.910000,0.000000,0.000000,79.110000,30.830000,4.950000,260.070000,100.930000,270.980000,0.000000,6.020000,0.000000,30.830000,6.460000,0,30.36,0,27.72,0,57.77,0,0,0,83.15,0,27.71,57.77,13.77,0,0

86,21:15-21:30,5.060000,86.910000,0.000000,0.000000,83.360000,30.830000,4.950000,260.070000,100.930000,270.980000,0.000000,6.020000,0.000000,30.830000,6.460000,0,27.32,0,27.46,0,58.16,0,0,0,82.39,0,27.46,58.16,13.54,0,0

87,21:30-21:45,5.060000,86.910000,0.000000,0.000000,87.620000,30.830000,4.950000,260.070000,100.930000,270.980000,0.000000,6.020000,0.000000,30.830000,6.460000,0,27.29,0,27.11,0,57.86,0,0,0,81.33,0,27.11,57.86,13.11,0,0

88,21:45-22:00,5.060000,86.910000,0.000000,0.000000,91.870000,30.830000,4.950000,260.070000,100.930000,270.980000,0.000000,6.020000,0.000000,30.830000,6.460000,0,27.19,0,26.58,0,58.2,0,0,0,79.75,0,26.6,58.2,12.28,0,0

89,22:00-22:15,5.060000,86.910000,0.000000,0.000000,96.130000,30.830000,4.950000,260.070000,100.930000,270.980000,0.000000,5.890000,0.000000,30.830000,6.460000,0,27.15,0,26.21,0,57.83,0,0,0,78.64,0,26.21,57.83,12.03,0,0

90,22:15-22:30,5.060000,86.910000,0.000000,0.000000,100.380000,30.830000,4.950000,260.070000,100.930000,270.980000,0.000000,5.890000,0.000000,30.830000,6.460000,0,16.13,0,28.42,0,57.45,0,0,0,85.26,0,28.43,57.45,11.74,0,0

91,22:30-22:45,5.060000,86.910000,0.000000,0.000000,104.640000,30.830000,4.950000,260.070000,100.930000,270.980000,0.000000,5.890000,0.000000,30.830000,6.460000,0,15.85,0,28.28,0,57.03,0,0,0,84.85,0,28.3,57.03,15.12,0,0

92,22:45-23:00,5.060000,86.910000,0.000000,0.000000,108.890000,30.830000,4.950000,260.070000,100.930000,270.980000,0.000000,5.890000,0.000000,30.830000,6.460000,0,15.36,0,28.26,0,56.74,0,0,0,84.79,0,28.26,56.74,15.02,0,0

93,23:00-23:15,5.060000,86.910000,0.000000,0.000000,113.140000,30.830000,5.060000,260.070000,100.930000,270.980000,0.000000,5.740000,0.000000,30.830000,6.460000,0,15,0,28.34,0,60.04,0,0,0,85.02,0,28.35,60.04,14.89,0,0

94,23:15-23:30,5.060000,86.910000,0.000000,0.000000,115.690000,30.830000,5.060000,260.070000,100.930000,270.980000,0.000000,5.740000,0.000000,30.830000,6.460000,0,14.65,0,28.58,0,63.51,0,0,0,85.75,0,28.59,63.51,14.74,0,0

95,23:30-23:45,5.060000,86.910000,0.000000,0.000000,115.690000,30.830000,5.060000,260.070000,100.930000,270.980000,0.000000,5.740000,0.000000,30.830000,6.460000,0,14.49,0,28.44,0,56.82,0,0,0,85.31,0,28.43,56.82,14.8,0,0

